source,conversation_id,author_id,reply_settings,id,text,created_at,public_metrics,lang,search_query,geo,referenced_tweets,in_reply_to_user_id
Mobile Web (M2),495090379323375616,240140071,everyone,495090379323375616,আগুনের পরশমনি ছোয়াও প্রানে #Sad ভাল থাকুন নবারুন,2014-08-01T06:15:19.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",bn,#sad,,,
Facebook,491955345192124416,2448917689,everyone,491955345192124416,পায়ে খুব pain কর্ছে নামায miss হয়া গেল। খুব ই কষ্ট. লাগছে #sad,2014-07-23T14:37:49.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",bn,#sad,,,
Mobile Web (M2),488684161985945600,382546942,everyone,488684161985945600,"কি যেন নাই , কি যেন পেলাম না, কি যেন অপূর্ণতা রয়ে গেল, কি যেন পেয়ে ও হারালাম #sad",2014-07-14T13:59:18.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",bn,#sad,,,
Facebook,488080940372332544,30176019,everyone,488080940372332544,বাংলাদেশ ফুটবল টীমের সাথে খেলা রাখলেও মনে হয় ব্রাজিল হেরে যাবে এখন। এরা পুরাই বিদ্ধস্ত। #sad,2014-07-12T22:02:18.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",bn,#sad,,,
TweetDeck,482487405753016320,2323287469,everyone,482487405753016320,বিদায় ক্রিশ্চিয়ানো রোনালদো #cry #sad,2014-06-27T11:35:36.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",bn,#sad,,,
Mobile Web (M2),476412680727977984,382546942,everyone,476412680727977984,ইদানিং বিরহের গান গুলা একটু বেশি শুনতে মন চাচ্ছে #Sad #Song,2014-06-10T17:16:49.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",bn,#sad,,,
Mobile Web (M2),466924729924743168,517571187,everyone,466924729924743168,দিনের শেষে একটুখানি বৃষ্টি এসে ভিজিয়ে দিলো শরীর মন কিন্তু জুতা গুলো .......  #feeling #sad,2014-05-15T12:55:05.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",bn,#sad,,,
TwitPal,460046241901326336,2323287469,everyone,460271708838952960,@someuser :  হাসলাম কই? হাসতে বোলে গেছি :(:( #sad,2014-04-27T04:18:21.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",bn,#sad,,"[{'type': 'replied_to', 'id': '460261134562766848'}]",2386572651
Twitter for iPhone,458128428688883712,1036348670,everyone,458135887037988864,@someuser ; থাকে সিলেট আমার সাথে রাগকরে কথাবলে না #sad,2014-04-21T06:51:21.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",bn,#sad,,"[{'type': 'replied_to', 'id': '458131796556021760'}]",1281250261
Twitter for iPhone,457861328456384513,1036348670,everyone,457918061668876289,@someuser : আজ আমার মন ভালো না. জানি নারে dost #sad,2014-04-20T16:25:48.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",bn,#sad,,"[{'type': 'replied_to', 'id': '457917415993516032'}]",2373489776
Twitter for iPhone,456127155638775808,1036348670,everyone,456128800330248192,@someuser : তাইলে পানিতে ড়ুইবা মর :P #sad,2014-04-15T17:55:55.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",bn,#sad,,"[{'type': 'replied_to', 'id': '456127155638775808'}]",587311226
TwitPal,451289751841411072,2323287469,everyone,451593416711737344,@someuser :  কি বলছো তুমি!!!! না না তুমি ভালো করে চাঁদপুর দেখনাই #sad,2014-04-03T05:33:55.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",bn,#sad,,"[{'type': 'replied_to', 'id': '451590595346067457'}]",705221715
Facebook,451027907897344001,843327354,everyone,451027907897344001,একটা #SAD কথা শুনে মনটা খারাপ হয়ে গেল...।। — feeling sad,2014-04-01T16:06:47.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",bn,#sad,,,
Facebook,416555928239239168,1611145682,everyone,416555928239239168,Pling_________ #sAd| .| আমি আর বেশি দিন বাচবোনা! ডাক্তার বলেছে আমি আর 4 দিন বাচবো | .| .| সবাই আমার জন্য দোয়া কর ?| .... http://someurl,2013-12-27T13:07:27.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",bn,#sad,,,
Facebook,413745345244712960,1097328860,everyone,413745345244712960,"নিজের জলেই টলমল করে আঁখি,| তাই নিয়ে খুব বিব্রত হয়ে থাকি। #Sad",2013-12-19T18:59:11.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",bn,#sad,,,
Twitter for Android,412931312979165184,1097328860,everyone,412931312979165184,আপন মানুষ গুলা কি ভাবে এমন অমানুষের মত ব্যবহার করে???? আমি বেকার তাই বলে আমার কোন মূল্য নেই??? শুধু কি কষ্ট করার জন্যই জম্মে ছিলাম?? #Sad,2013-12-17T13:04:31.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",bn,#sad,"{'coordinates': {'type': 'Point', 'coordinates': [90.1233099, 23.6010892]}}",,
Twitter Web Client,407090023524077569,20944322,everyone,407090023524077569,"তাই বলে পুরা ১ মাস টুইটার থেকে দূরে? যেকিনা সারা দিন রাত এই টুইটারে সময় দিত, আর সে  ১ মাস টুইটার নাই!! #SAD",2013-12-01T10:13:19.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",bn,#sad,,,
Mobile Web (M2),404271008485744640,284150941,everyone,404271008485744640,অনেক দিন পর টুইটারে এসে গালি খেতে হলো! মনটাই খারাপ হয়ে গেলো! #sad,2013-11-23T15:31:34.000Z,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",bn,#sad,,,
Mobile Web (M2),398080927043440640,615864128,everyone,398080927043440640,"অগুছালো সবকিছু বেদনার রঙ্গে রঙ্গে, এভাবে কি জীবন রাঙ্গানো যায়? #Sad",2013-11-06T13:34:23.000Z,"{'retweet_count': 3, 'reply_count': 7, 'like_count': 2, 'quote_count': 0}",bn,#sad,,,
Facebook,385806868796694528,114097171,everyone,385806868796694528,Sadness is: দারোয়ান ব্যাটা যখন প্রেমপত্রটা আব্বুর হাতে তুইলা দেয়... :( :( | #busted #sad,2013-10-03T16:41:40.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",bn,#sad,,,
Twitter for Android,383078703418208256,1097328860,everyone,383078703418208256,মনে মত হিতে পারলি না। #sad,2013-09-26T04:00:54.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",bn,#sad,,,
Twitter for Websites,380318027968811008,1376429089,everyone,380318027968811008,যাহা চাই তাহা পাই না।যাহা পাই তাহা চাই না #very #sad,2013-09-18T13:10:58.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",bn,#sad,,,
Twitter for Android,374195915965214720,1097328860,everyone,374205206122090497,@someuser হায়রে কপাল আমরা ৩ জি পাইনা আর আপনেরা ৪ জি নিয়া নারাচারা করেন।  #Sad @someuser,2013-09-01T16:20:48.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",bn,#sad,,"[{'type': 'replied_to', 'id': '374204611281711105'}]",1245487406
Twitter Web Client,363618665331032065,74975367,everyone,363618665331032065,আমার আর বাড়ি ফেরা হল না এবার....| #Chittagong | #My_Heaven_in_Earth| #Sad.,2013-08-03T11:13:40.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",bn,#sad,,,
Mobile Web (M2),356850122879021057,615850116,everyone,356850122879021057,"কখনোই খারাপ অভিশাপ মনে আনি না.জ্বালাও পোড়াও ধরনের কষ্ট পেলে ও দোয়া করি যেন ভুলটা শুধরাও.হোপ্লেস মাথাটা কাজে লাগাও,একটু বোঝো. #sad :(",2013-07-15T18:57:53.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",bn,#sad,,,
Facebook,355614829098176513,170943388,everyone,355614829098176513,"সেহেরী খাইয়া এমন ঘুমই দিলাম, এখন বিকাল ৩টায় ঘুম ভাঙছে ।জুম্মার নামাজটাও ঘুমের মধ্যে হয়ে গেছে....!! #Rhidoy #Sad",2013-07-12T09:09:16.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",bn,#sad,,,
Facebook,349632695917219840,170943388,everyone,349632695917219840,"তুমি প্রতিদিন আরামে ঘুমাও, আর আমি প্রতিদিনই রাত জাগি....!! #Rhidoy #Sad",2013-06-25T20:58:25.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",bn,#sad,,,
Twitter Web Client,347934919336538115,336993224,everyone,347934919336538115,মুখোশের দুনিয়ায় মুখোশ খুলতে সবাই আমরা বিব্রত হই #sad,2013-06-21T04:32:03.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",bn,#sad,,,
Twitter Web Client,347744951985115137,74975367,everyone,347744951985115137,"ভাগ্যরে সুধাই, ওহে ললাট| এমন করেন কেন?| তোমার তরে রোজ মজুর খাটি| একটু দেখা দেন! | | #fate #sad #life",2013-06-20T15:57:11.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",bn,#sad,,,
Twitter Web Client,345909276029644800,24401670,everyone,345909276029644800,এক পলকে একটু দেখা... আর একটু বেশি হলে ক্ষতি কি? #Sad,2013-06-15T14:22:52.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",bn,#sad,,,
Twitter Web Client,328515686576041984,159374995,everyone,328515686576041984,"মাথায় তাল পড়লে ঠিককেই উপরে তাকায়, কিন্তু বসার আগে দেখাটা প্রয়োজন মনে করেনা আসলে কোথায় বসছে... #Bdesh  #bd #corruptioneverywhere #Sad",2013-04-28T14:26:57.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",bn,#sad,,,
Twitter Web Client,325294606679961600,1124041902,everyone,325294606679961600,একাকীত্বের ও একটা সীমা থাকা দরকার......... #sad,2013-04-19T17:07:32.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",bn,#sad,,,
Write Longer,316836153066127360,1268756570,everyone,316836153066127360,RT @someuser আজকাল সব কিছুতেই কারো না কারো কোন না কোন এলার্জি থাকাটা অবশ্যম্ভাবী দেখছি। :S #Sad,2013-03-27T08:56:40.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",bn,#sad,,,
Twitter for Android,316832871270735872,168036350,everyone,316832871270735872,আজকাল সব কিছুতেই কারো না কারো কোন না কোন এলার্জি থাকাটা অবশ্যম্ভাবী দেখছি। :S #Sad,2013-03-27T08:43:37.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",bn,#sad,,,
Mobile Web (M2),310455367027023872,369308645,everyone,310455367027023872,আমি কিছু বুঝিনি  http://someurl  #lol #bad #sad #mad #news #savebangladesh,2013-03-09T18:21:42.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",bn,#sad,,,
Mobile Web (M2),297904287240048640,1091615732,everyone,297904287240048640,বাংলাদেশে স্টার জলসার চাহিদা অনেক বেশি অন্যান্য চ্যানেল গুলার চেয়ে #Sad,2013-02-03T03:08:11.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",bn,#sad,,,
Twitter for iPhone,291314060178362368,634760583,everyone,291314060178362368,"চোখ তার চোরাবালি, মন যে পাথর কবরের ওপরেতে যেন বাধা ঘর ভালোবাসা যাকে করে গেছে পর।...| #sad",2013-01-15T22:40:58.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",bn,#sad,"{'coordinates': {'type': 'Point', 'coordinates': [47.97662814, 29.29318438]}}",,
Twiterous,272610311062814720,224598777,everyone,272610311062814720,প্রত্রিকা পড়তে আর ভাল্লাগেনা...খারাপ খবর ছাড়া কোনো ভালা খবর নাই... #sad,2012-11-25T07:58:57.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",bn,#sad,,,
Twitter Web Client,232081429805293568,128640274,everyone,232081429805293568,আজকে হাঁটলাম..............................অনেক ক্ষণ হাঁটলাম.............. #aFrustratedWalk #Sad,2012-08-05T11:51:39.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",bn,#sad,{'place_id': '9f4e63426a3f3da2'},,
Mobile Web,205650639441768449,355716252,everyone,205650639441768449,"৫৪০ টাকা নিয়ে দোকানে গেলুম, খরচ তরচ করে শেষ মেশ ১০ টাকা এ মানি বেগ এ জমা পড়ল ঃপি #sad",2012-05-24T13:25:07.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",bn,#sad,,,
Mobile Web,201926856373583873,355716252,everyone,201926856373583873,"একা পাখি বসে আছে শহুরে দেয়ালে,| | শিশ দিয়ে গান গায় ধুসর খেয়ালে #sad",2012-05-14T06:48:08.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",bn,#sad,,,
Gravity!,161463692460965888,187841424,everyone,161463692460965888,"হাঁটতাসি আর ভাবতাসি, মেলার একদিনের দর্শনার্থীদের ভাড়া যদি নিঃশর্ত দান করা হয় তবে কতজন মানুষের খাদ্য নিশ্চিত করা সম্ভব। #sad #fb",2012-01-23T15:01:58.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",bn,#sad,"{'coordinates': {'type': 'Point', 'coordinates': [90.37943007, 23.76835434]}}",,
Twitter Web Client,134362169084092416,14686400,everyone,134362169084092416,Some ABCDs অথবা London এ বড় হওয়া Sylheti ছেলেমেয়েরা নিজেদের বাংলাদেশী বলে পরিচয় দিতে লজ্জা পায়। #Sad,2011-11-09T20:10:12.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",bn,#sad,{'place_id': '4ec01c9dbc693497'},,
Twitter Web Client,52075174274666496,141558727,everyone,52075174274666496,এক গাদা ঘুমের ওষুধ খাইলাম। আর মনে হয় বেশি ক্ষণ এই যন্ত্রণার ধরণীতে থাকব না..............................#sad #but #true. #fb,2011-03-27T18:31:03.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",bn,#sad,,,
Gravity,50452115759443968,77757882,everyone,50452115759443968,ময়মনসিংহের আইন শৃংখলার পরিস্থিতি স্মরন কালের মাঝে শ্রেষ্ঠ অবস্থায় আছে। #sarcasm #Mymensingh #sad,2011-03-23T07:01:36.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",bn,#sad,,,
Gravity,45436831491293184,77757882,everyone,45436831491293184,"আবিদ, 07 ব্যাচ, পুরকৌশল, সোহরাওয়ার্র্দী হল, রুম #3006: বুয়েট পড়ুয়া আত্মহত্যাকারীদের লিস্টের সর্বশেষ সংযোজন। #sad #buet",2011-03-09T10:52:39.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",bn,#sad,,,
