source,public_metrics,author_id,text,id,conversation_id,lang,reply_settings,created_at,search_query,in_reply_to_user_id,geo,referenced_tweets
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",3238208356,"@someuser Habe meinem Sohn Hosen in die Kurklinik geschickt, ihr sendet es ohne Rückmeldung an Otto als Retoure zurück. Warum??? #Angry",626675427591983104,626675427591983104,de,everyone,2015-07-30T08:47:19.000Z,#angry,242327728,,
Tweetbot for iΟS,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",14265216,Im Moment ist meine Stimmung so wie jene von Keith Moon!!! #Angry,626669534980775936,626669534980775936,de,everyone,2015-07-30T08:23:54.000Z,#angry,,,
IFTTT,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",3387195065,pcwelt: #Angry #Birds 2 für #Android ist erschienen: http://someurl,626664481519730688,626664481519730688,de,everyone,2015-07-30T08:03:49.000Z,#angry,,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",17083995,#Angry #Birds 2 für #Android ist erschienen: http://someurl,626662614974746624,626662614974746624,de,everyone,2015-07-30T07:56:24.000Z,#angry,,,
Twitter for iPhone,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",709094033,Wenn man Schokolade oder Chips oder einfach nur etwas geiles zum Naschen will und einfach nix da hat. Ihr kennt das. #angry,625732819092926464,625732819092926464,de,everyone,2015-07-27T18:21:44.000Z,#angry,,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",517508883,movie marathon| #kevin#bob#Stuart #MINIONS #joy #angry #disgust #sadness #nervous #INSIDEINME @ nogas... http://someurl,624571453346852864,624571453346852864,de,everyone,2015-07-24T13:26:53.000Z,#angry,,"{'place_id': '0088e1b1066e791e', 'coordinates': {'type': 'Point', 'coordinates': [123.7293647, 13.1562757]}}",
Swat.io,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",69222799,Warum #LEGO-Figuren immer wütender dreinschauen: http://someurl #angry http://someurl,623900365818302465,623900365818302465,de,everyone,2015-07-22T17:00:13.000Z,#angry,,,
IFTTT,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",157435545,#angry #bird #foodlove #love by fraeuleinmuellerinspe http://someurl #hamburg - RT by hamjoeburg - RT by hamjoeburg,623519917367803904,623519917367803904,de,everyone,2015-07-21T15:48:27.000Z,#angry,,,
IFTTT,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",157435545,#angry #bird #foodlove #love by fraeuleinmuellerinspe http://someurl #hamburg - RT by hamjoeburg,623516226006986752,623516226006986752,de,everyone,2015-07-21T15:33:47.000Z,#angry,,,
IFTTT,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",3130562823,#angry #bird #foodlove #love by fraeuleinmuellerinspe http://someurl #hamburg,623516080712085506,623516080712085506,de,everyone,2015-07-21T15:33:12.000Z,#angry,,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",134028269,"@someuser ...wer sorgt für meinen Verdienstausfall, da ich über eine Stunde lang mit dem Support telefonieren muss? #angry #unfähigkeit",623449724348141569,623449724348141569,de,everyone,2015-07-21T11:09:32.000Z,#angry,111043725,,
dlvr.it,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",174416894,#Angry Kingfisher by mschaeferfotografie http://someurl,623236781027147776,623236781027147776,de,everyone,2015-07-20T21:03:22.000Z,#angry,,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",47110246,"WARUM? WAAAARUUUUM? Jeden Tag kannst du hier rumfahren, warum ausgerechnet jetzt?! #angry",623194943629205504,623194943629205504,de,everyone,2015-07-20T18:17:07.000Z,#angry,,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",76640952,"Ich habe mich beim Auto fahren so in rage gedacht, dass ich mich jetzt erst mal beruhigen muss. #angry #sad #everythinghastoend",622832396887552004,622832396887552004,de,everyone,2015-07-19T18:16:29.000Z,#angry,,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",3096313925,#not #sleeper #work #flo #angry #breadman #ramadan @ Flo Gaziemir Autlet http://someurl,622330390422945792,622330390422945792,de,everyone,2015-07-18T09:01:42.000Z,#angry,,,
WordPress.com,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",15632048,#Angry Birds 2 erscheint am 30. Juli http://someurl http://someurl,622050884071993346,622050884071993346,de,everyone,2015-07-17T14:31:02.000Z,#angry,,,
Pinterest,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",3305567123,#BLACK #BIRD #BOMB von der Serie #Angry #Birds von Rovio.  Die originellen Angry Birds #Sitzsäcke si http://someurl,621645778906447872,621645778906447872,de,everyone,2015-07-16T11:41:17.000Z,#angry,,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",285190471,Liebe @someuser ist das eure Standard Antwort auf wir haben Mist gebaut und verheimlichen das mal lieber?? #Angry http://someurl,620876387742806016,620876387742806016,de,everyone,2015-07-14T08:44:00.000Z,#angry,,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",214005500,Da färbt man sich die Haare und es kommt was ganz anderes dabei raus als erwartet #überrascht #angry,620465051141545984,620465051141545984,de,everyone,2015-07-13T05:29:30.000Z,#angry,,,
Zeppy.io,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",3052867539,"#Angry #birds star wars - darth #vader skywalker pigs lightsaber jedi xbox 360 ne, LINK:| http://someurl http://someurl",619737913807351808,619737913807351808,de,everyone,2015-07-11T05:20:07.000Z,#angry,,,
dlvr.it,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",3293163821,"#Angry Birds - Folieballon, gelber Vogel, zur #Heliumbefüllung geeignet  #Mottopartys",619296374434086912,619296374434086912,de,everyone,2015-07-10T00:05:36.000Z,#angry,,,
Twitter Web App,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",991002684,"@someuser Liebe SBB, nächstes Mal doch bitte mit Durchsage, dass es eine Gleisänderunh gibt. Locarno ist die falsche Richtung!!! #angry",618790205957537792,618790205957537792,de,everyone,2015-07-08T14:34:16.000Z,#angry,43882083,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",802999794,"Wie ich es hasse, wenn ich einer Zahlung hinterherlaufen muss #dontlike #angry",618363805727371264,618363805727371264,de,everyone,2015-07-07T10:19:54.000Z,#angry,,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1208152573,Hausärzte in #Dresden. Auch so ein ganz eigener Kosmos voll mit Unfähigkeit und Unfreundlichkeit und wir nehmen nicht mehr auf #angry,618316795582263297,618316795582263297,de,everyone,2015-07-07T07:13:06.000Z,#angry,,,
erased1693945,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",579721707,Rovio kündigt Event für 8. Oktober an:... http://someurl #angry-birds #apfelpage #apple #apps #event #handy #phone #rovio,618024612832673792,618024612832673792,de,everyone,2015-07-06T11:52:04.000Z,#angry,,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",97209492,"Kannst du dem Biest ausrichten, sie hats endlich geschafft. Dann kannst du die heiraten. Scheint ja niemanden mehr zu interessieren #angry",617760161738936320,617760161738936320,de,everyone,2015-07-05T18:21:14.000Z,#angry,,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",1122639961,WIESO KRIEGT DIE SCHEISS BAHN ES NICHT HIN PÜNKLICH ZU KOMMEN UND NICHT AUSZUFALLEN IN DIESER HITZE #Angry #wassollderscheiß #Hitze,617716679590735872,617716679590735872,de,everyone,2015-07-05T15:28:27.000Z,#angry,,,
Twitter for Windows,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",404317206,@someuser ich bestelle Waren nicht aus Langeweile! Sondern weil ich diese brauche! Macht gefälligst euren Job! #angry #ex-customer #DHL,616921914200719360,616921914200719360,de,everyone,2015-07-03T10:50:20.000Z,#angry,42414621,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2563504661,"Liebste #db, SAG VERDAMMT NOCHMAL BESCHEID, WENN DU EINE GANZE ZUGLINIE CANCELST! Danke. #angry #nope",616148794095353857,616148794095353857,de,everyone,2015-07-01T07:38:14.000Z,#angry,,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",158083321,Leider Streamausfall heute. Donnerstag gehts weiter ! Moin ! #microsoft #windows #angry,615928537091035136,615928537091035136,de,everyone,2015-06-30T17:03:01.000Z,#angry,,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",856876988,"Alexander #Zorniger, oder wie viele seriöse englische Seiten es übersetzen: Alexander #Angry #VfB",615859142549479424,615859142549479424,de,everyone,2015-06-30T12:27:16.000Z,#angry,,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",1334885820,iPhones sind mit Abstand der größte Dreck in der Geschichte der Technik. #angry,614842896525733888,614842896525733888,de,everyone,2015-06-27T17:09:04.000Z,#angry,,,
Jilokal,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2824182425,http://someurl #Angry birds rio kostenlos online,614590762970390528,614590762970390528,de,everyone,2015-06-27T00:27:11.000Z,#angry,,,
dlvr.it,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",3293163821,"#Angry Birds Folienballon XXL, schwarzer Vogel, zur #Heliumbefüllung geeignet  #Partydekoration http://someurl",614200302091177984,614200302091177984,de,everyone,2015-06-25T22:35:37.000Z,#angry,,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2325296851,#angry#beards bieten Anti-#Terror-Spaß #radical #recruitment #challenge http://someurl,614151032600444929,614151032600444929,de,everyone,2015-06-25T19:19:51.000Z,#angry,,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",1298388781,#drums #roland #v-drums #drummer #angry #ghosthill #fingers @ Musikhaus Thomann http://someurl,612914679715876864,612914679715876864,de,everyone,2015-06-22T09:27:01.000Z,#angry,,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1301701604,#storm #clouds #angry #sky#phototechphotos http://someurl,612754117862236160,612754117862236160,de,everyone,2015-06-21T22:49:00.000Z,#angry,,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 1, 'quote_count': 0}",28211041,"Wenn ich gleich zuhause bin,  verkrieche ich mich in mein bett :-\  bin fix und fertig :-(  Idioten!!!!  #sad #disapointed #angry #confused",611889791496548352,611889791496548352,de,everyone,2015-06-19T13:34:29.000Z,#angry,,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2955322055,Heute habe ich in der Schule (Azubi) gelernt wie man .... *trommelwirbel* richtig #lernt. IST DAS DEREN GOTT VERDAMMTER ERNST ?! #angry #grr,611630159406477312,611630159406477312,de,everyone,2015-06-18T20:22:48.000Z,#angry,,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",47110246,Den Eltern am Telefon erklären wie das Bafög-Amt funktioniert. Yeeehy. #familystories #angry,611532195023429632,611532195023429632,de,everyone,2015-06-18T13:53:31.000Z,#angry,,,
dlvr.it,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",3033690970,Karreuche #Tran #lashes #out #at #ex #Chris #Brown #with #angry #Instagram #post #Chris... http://someurl |P2 http://someurl,611180152001728513,611180152001728513,de,everyone,2015-06-17T14:34:38.000Z,#angry,,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",187746006,"Berriche en 3, 2, 1.... #cry #Angry #Logan #babyboy #bebe #baby #instamoments #moments #cute... http://someurl",610860324321906688,610860324321906688,de,everyone,2015-06-16T17:23:45.000Z,#angry,,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",124799506,"Wobei ich zugeben muss, dass ich #hangry bin. #hungry + #angry",610843823909019649,610843823909019649,de,everyone,2015-06-16T16:18:11.000Z,#angry,,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2991094918,#super #hero Hulk #angry| | hub| Line bosspowerbank| WA 089695742788| | #superhero #bosspowerbank #ironman... http://someurl,610802906862891009,610802906862891009,de,everyone,2015-06-16T13:35:35.000Z,#angry,,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",3198869101,"@someuser warum sind die Kommentare deaktiviert, bei 90% der Videos #angry 😠",610468974594248707,610468974594248707,de,everyone,2015-06-15T15:28:40.000Z,#angry,10228272,,
Twitter for iPad,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2941310860,Ich HASSE Gruppenarbeiten!!!!! Vor allem wenn man mit den Unfähigsten Leuten zusammen arbeiten muss #Angry #WUT,610463643508080640,610463643508080640,de,everyone,2015-06-15T15:07:29.000Z,#angry,,,
Corelokas,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2824316193,#Angry birds rio kostenlos online http://someurl,608707542353592321,608707542353592321,de,everyone,2015-06-10T18:49:21.000Z,#angry,,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",3066101645,@someuser @someuser Ich sterbe gleich. #Angry Pirate,608004252959698945,607999292595425280,de,everyone,2015-06-08T20:14:44.000Z,#angry,764002795,,"[{'type': 'replied_to', 'id': '607999292595425280'}]"
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",94821785,Wehe mein Paket kommt nicht rechtzeitig an nur weil die jetzt auch noch streiken! #angry,607958383673675776,607958383673675776,de,everyone,2015-06-08T17:12:28.000Z,#angry,,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",2720441408,Also das Wetter in Deutschland is ja mal mega krass #Ironie #angry #mankannnierausgehen #ewiglangerhashtag,607624428516700160,607624428516700160,de,everyone,2015-06-07T19:05:27.000Z,#angry,,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",55529707,Läuft in Essen #oepnv #clusterfuck #gridlock #angry #fuckthisshit http://someurl,606833125969272832,606833125969272832,de,everyone,2015-06-05T14:41:06.000Z,#angry,,,
Instagram,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1222460378,READY STOCK| CODE : TIGER| IDR : 99k| SIZE : M L XL| #Chipindwear #new #tiger #angry #LetsGrabYourDreams http://someurl,606503727244185600,606503727244185600,de,everyone,2015-06-04T16:52:11.000Z,#angry,,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",3306455771,Omg grad ray ban clubmaster gekauft! Krieg ich aber erst an meiner Geburtstag #angry #rayban #love #clubmaster #horny,605775483251224577,605775483251224577,de,everyone,2015-06-02T16:38:24.000Z,#angry,,,
Twitter for Windows Phone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2289996103,@someuser @someuser schaut mal bei http://someurl vorbei der hat hackreport Aufnahme bitte die zwei ihm Video bannen :[ #angry #ende,603607364172939264,603607364172939264,de,everyone,2015-05-27T17:03:04.000Z,#angry,1218539790,,
Twitter for Nokia S40,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2855031829,Galau aku vroh... Wathadozzz jx vroh... Ahggrrtt..| | #angry,603460177359077376,603460177359077376,de,everyone,2015-05-27T07:18:12.000Z,#angry,,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",67293536,#BjörnOhneB: Warum haben Chinesen eine Pizzeria? Ich geh auch nicht zum Rechtsanwalt und lass mir Fliesen legen. #Pizzabestellung #angry,602644286023274497,602644286023274497,de,everyone,2015-05-25T01:16:09.000Z,#angry,,,
Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",219503006,Wer schafft das Bilderrätsel mit Andy Murray? | #happy #angry http://someurl,601783845705375744,601783845705375744,de,everyone,2015-05-22T16:17:04.000Z,#angry,,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",587870395,Jetzt leg dein Handy weg!!!| •| •| #oO #Freundin ist sehr #sauer #böse #sehrsauer #angry #iphone... http://someurl,600712720372072451,600712720372072451,de,everyone,2015-05-19T17:20:47.000Z,#angry,,,
IFTTT,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1498576255,#Angry Birds sbarca anche sul Samsung Gear VR http://someurl #tech #iphone #news #share #edtech #Apple,598793324087087104,598793324087087104,de,everyone,2015-05-14T10:13:48.000Z,#angry,,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",388336119,Fallen Angel (2014) #repost #old #fallen #angel #angry #redhead #illustration #wings #cry... http://someurl,598556108391854081,598556108391854081,de,everyone,2015-05-13T18:31:11.000Z,#angry,,,
TweetDeck,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2758519873,#EKLK Klausur mit 7 Punkte Schnitt zurück. #WirKönnensHalt | Da hilft nur @someuser zum runterkommen. #EinGärtnerStirbtWennMitStihl #ANGRY,596650430672859136,596650430672859136,de,everyone,2015-05-08T12:18:42.000Z,#angry,,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",620069214,snapchat:serhann17 #reyes #goodmorning #angry #sleepy http://someurl,596255028278624256,596255028278624256,de,everyone,2015-05-07T10:07:31.000Z,#angry,,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",55031220,Leute und ihre Versprechungen sind genauso viel wert wie ein Eimer luft... -.-| #personal #angry #ihatepeople,595925219300265984,595925219300265984,de,everyone,2015-05-06T12:16:58.000Z,#angry,,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",70792330,"Die U-Bahnen, die nämlich nicht bestreikt werden, warten nämlich nicht. #lasttweet #angry",595493962279948288,595493962279948288,de,everyone,2015-05-05T07:43:19.000Z,#angry,,{'place_id': 'e385d4d639c6a423'},
dlvr.it,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",15726662,#Angry Warriors - Deutsche Welle http://someurl #IIC,595346183192645633,595346183192645633,de,everyone,2015-05-04T21:56:05.000Z,#angry,,,
erased1693945,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2945808455,http://someurl Beatjunkie Rato - Angry Dark Deep... http://someurl #angry #beatjunkie #burning #instrumental #rato #streets,594600809867907073,594600809867907073,de,everyone,2015-05-02T20:34:14.000Z,#angry,,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",1307352336,Seh ich aus wie 17 ? 😤#angry #everytime #foreveryoung,592399264648683520,592399264648683520,de,everyone,2015-04-26T18:46:05.000Z,#angry,,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",190131483,"Leergut-Abgabe: Menschen drängen sich vor. An der Kasse: das gleiche. Wo sind bloß Manieren, Höflichkeit und Anstand geblieben?! #angry",592025324986171392,592025324986171392,de,everyone,2015-04-25T18:00:11.000Z,#angry,,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",114885606,"Die, Shonda, Die!!!! #GreysAnatomy #Revolt #angry #Pissed #MerDer 😭😭😭😭😭😭😭😭😭😭😭",591571987006410753,591571987006410753,de,everyone,2015-04-24T11:58:47.000Z,#angry,,,
Twitter for iPhone,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",3140783645,Fuck fuck fuck fuck Arbeit der letzten 3 Stunden im arsch ich könnt kotzen!!! #fuckit #angry #businessowner,591332948638507008,591332948638507008,de,everyone,2015-04-23T20:08:56.000Z,#angry,,"{'place_id': 'e99b714fe65be4fb', 'coordinates': {'type': 'Point', 'coordinates': [7.158682, 50.71738865]}}",
Twitter Web Client,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",2698424484,Dont make her #angry You wont like her when shes angry ^.~| Ich brauche nen Namen ._. Ich zeichne sie nämlich gern http://someurl,590588559251394560,590588559251394560,de,everyone,2015-04-21T18:50:59.000Z,#angry,,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",3180434237,@someuser Mama will mir ihren laptop schon wieder nicht geben :(((| #sad #angry #willauch #neid,590203823895011328,590189961636352000,de,everyone,2015-04-20T17:22:11.000Z,#angry,3184147409,,"[{'type': 'replied_to', 'id': '590202610155712512'}]"
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",262247312,"Du darfst nicht so lange alleine zuhazse sein, wohn dann bei deiner Tante! ... bin ich 12 oder was? 😤😠 #angry",589541121161875456,589541121161875456,de,everyone,2015-04-18T21:28:51.000Z,#angry,,,
TweetDeck,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",20772544,Oha - legt euch nicht mit @someuser an! Hier beschimpft sie einen Fan auf der Bühne > http://someurl| #ausraster #angry,589063699199037440,589063699199037440,de,everyone,2015-04-17T13:51:44.000Z,#angry,,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",336509472,Ich dachte das wäre meiner! #worstquotationoftheday #ImOut #mother #knows #best #fail #angry,588965742437085184,588965742437085184,de,everyone,2015-04-17T07:22:30.000Z,#angry,,,
CoverGap,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2983057658,What??? by Reibertb - http://someurl #Angry #Animal #Animals #BadMergentheim #Mammal #Mammals http://someurl,588815548944777217,588815548944777217,de,everyone,2015-04-16T21:25:41.000Z,#angry,,,
Google,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",294764439,Ich habe ein @someuser positiv bewertet: http://someurl Angry Guy attacks KTM 690 SMCR #angry people,588799420906475520,588799420906475520,de,everyone,2015-04-16T20:21:35.000Z,#angry,,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",25253938,"Wenn alte Menschen die Kinder quasi wieder aus der Straßenbahn schieben, um mitfahren zu können... #angry #oldpeople",588696147625115649,588696147625115649,de,everyone,2015-04-16T13:31:13.000Z,#angry,,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",221534796,Wenn ich jetzt noch einmal Strg+E statt Strg+R drücke!! #angry| #SpektralphasenanzeigeStattVorhören,588688052740087808,588688052740087808,de,everyone,2015-04-16T12:59:03.000Z,#angry,,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",262223679,Haltestelle verschlafen was für eine Scheiss Nacht und Tagesbeginn -.- #fuckedup #angry #badmood,588617455884349441,588617455884349441,de,everyone,2015-04-16T08:18:32.000Z,#angry,,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",277629053,Joder Bayern 😠#angry,588417071597289472,588417071597289472,de,everyone,2015-04-15T19:02:16.000Z,#angry,,"{'place_id': '13d479b108707983', 'coordinates': {'type': 'Point', 'coordinates': [-91.511472, 14.8398061]}}",
Tweetbot for iΟS,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 9, 'quote_count': 0}",2263406928,"Vier Stunden Mathe sind wie Leute, die bei Pizza den Rand übrig lassen. Einfach unnötig!!!! 😠😠😠 #angry",588269974839554048,588269974839554048,de,everyone,2015-04-15T09:17:46.000Z,#angry,,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",33969430,Dummschwätzer machen mich so wütend. #liar #angry #meow,588135576953606144,588135576953606144,de,everyone,2015-04-15T00:23:43.000Z,#angry,,,
Twitter for Android,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",72398127,@someuser has lost it ! And uses über @someuser #angry #feminist,586548679705759744,586548679705759744,de,everyone,2015-04-10T15:17:57.000Z,#angry,19346439,,
GFXNERDS,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1277440771,Angry rottweiler wallpaper 1920x1080 http://someurl #Angry #Rottweiler #Wallpaper #1920x1080 http://someurl,586332827119177730,586332827119177730,de,everyone,2015-04-10T01:00:14.000Z,#angry,,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",1034471431,@someuser wann bist heim? | #fuckingkids #angry #ihatebabygymler http://someurl,586138627186495490,586132109238099968,de,everyone,2015-04-09T12:08:33.000Z,#angry,1273245752,,"[{'type': 'replied_to', 'id': '586137704250892288'}]"
barning_bot,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",3044708405,Endlich was zum treten #angry,585004990638510080,585004990638510080,de,everyone,2015-04-06T09:03:53.000Z,#angry,,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2695190063,Hauptsache die Telekom schaltet das Internet 2 Tage bevor wir das neue bekommen ab. GG #angry #nointernet,584623641117196288,584623641117196288,de,everyone,2015-04-05T07:48:32.000Z,#angry,,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",3115727062,"#Ostereier Ideen: #Minions Eier, #Angry Birds Eier, #Emojy Eier, Schwarz-weiß Eier, #Van Gogh Sternenhimmel Eier, Farbverlauf Eier...",584419376629186560,584419376629186560,de,everyone,2015-04-04T18:16:52.000Z,#angry,,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",559767525,Angry Birds Erfrischung Getränk ehm läuft :)| #angrybirds #birds #angry #trinken #Longboard #Youtube http://someurl,582586455601614848,582586455601614848,de,everyone,2015-03-30T16:53:29.000Z,#angry,,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",3089843531,und mit der Zeit kommt immer mehr Wahrheit ans Licht #hurt #disappointed #mad #angry,582132527348989952,582132527348989952,de,everyone,2015-03-29T10:49:44.000Z,#angry,,,
