lang,public_metrics,id,text,author_id,reply_settings,geo,created_at,conversation_id,source,search_query,in_reply_to_user_id,referenced_tweets
zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",649027960243126272,发电机#China #beautiful #actress #fantastic #television #蜀山战纪 #赵丽颖 http://someurl,2462414289,everyone,,2015-09-30T01:08:18.000Z,649027960243126272,Instagram,#fantastic,,
zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",648133644603813888,期待已久的BIGBANG 就這麼結束了😔 一定會飛首爾看你們的終場演出😏 see u gays in soul ☺️| #thank #u #fantastic #concert #really... http://someurl,2872925065,everyone,,2015-09-27T13:54:37.000Z,648133644603813888,Instagram,#fantastic,,
zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",642365174603714560,雖然自己手殘多刮了好幾條線| 但完成品還是很令人感動啊| 刮完手已廢| | #HongKong #fantastic | #city #postcard #LagoDesign http://someurl,1307534773,everyone,,2015-09-11T15:52:46.000Z,642365174603714560,Instagram,#fantastic,,
zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",641202778216497152,#hongkong #fantastic @ 太平山山頂 Victoria Peak http://someurl,2741767882,everyone,"{'place_id': '011a1d1e753ec5a8', 'coordinates': {'type': 'Point', 'coordinates': [114.14994835, 22.27099058]}}",2015-09-08T10:53:49.000Z,641202778216497152,Instagram,#fantastic,,
zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",640487928964247552,要大结局了，不知道杀姐姐能不能复活？😿#picture #China #TheJourneyOfFlower #HuaQianGu #HoaThienCot #beautiful #fantastic... http://someurl,2462414289,everyone,,2015-09-06T11:33:16.000Z,640487928964247552,Instagram,#fantastic,,
zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",640117044839645184,世间多纷扰#古剑奇谭 #李易峰 #剑伤 #fantastic #music #beautiful #mv #chinesemusic http://someurl,2462414289,everyone,,2015-09-05T10:59:30.000Z,640117044839645184,Instagram,#fantastic,,
zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",640092766681329664,风晴雪的造型比唐雪见的造型更显灵气#古剑奇谭 #cool #beautiful #fantastic #girl #beautiful #kungfu #xianxia #China http://someurl,2462414289,everyone,,2015-09-05T09:23:02.000Z,640092766681329664,Instagram,#fantastic,,
zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",637978461802528769,我愛星期天😂😂😂😂😂| 小籠包半籠結束這回合| | #dingtaifung #fantastic @ Din Tai Fung @ Taipei 101 http://someurl,144194683,everyone,"{'place_id': '00180402799fed03', 'coordinates': {'type': 'Point', 'coordinates': [121.56429963, 25.03339934]}}",2015-08-30T13:21:33.000Z,637978461802528769,Instagram,#fantastic,,
zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",637889385262895104,空中庭園 10＊10 #illustration #green #kawaii #fantastic #food #play http://someurl,454655333,everyone,,2015-08-30T07:27:35.000Z,637889385262895104,Instagram,#fantastic,,
zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",633160397005058048,來到海邊就是要⋯ 啦啦啦啦啦～ I want dance~~~ #bigbang #fantastic #赤柱 #香港 #dance #旅行 http://someurl,2766152911,everyone,,2015-08-17T06:16:16.000Z,633160397005058048,Facebook,#fantastic,,
zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",630283345805639680,同事的婚礼！| #fantastic #wedding #colleague #warmth #instashot #instagramming http://someurl,1701325476,everyone,,2015-08-09T07:43:54.000Z,630283345805639680,Instagram,#fantastic,,
zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",629230361680031744,Saw | Finish| #Fantastic#RM| 沒聽到南俊的歌啊哈哈哈哈哈| 刺激一下就沒了ㄑㄑㄑㄑ| @someuser http://someurl,2845407932,everyone,,2015-08-06T09:59:43.000Z,629230361680031744,Twitter for Android,#fantastic,,
zh,"{'retweet_count': 4, 'reply_count': 0, 'like_count': 11, 'quote_count': 0}",628615765235609600,(翻譯)我們哥持續變有名呢 #JIMIN #Fantastic #RM RT@someuser 우리형 자꾸 유명해지네| #JIMIN | #Fantastic | #RM http://someurl,2801153262,everyone,,2015-08-04T17:17:32.000Z,628595077288493057,Twitter for iPhone,#fantastic,335141638,"[{'type': 'replied_to', 'id': '628595077288493057'}]"
zh,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",628603718687002625,【TWT】#방탄소년단 #지민 150804 推特更新：我们哥总是在变得更有名呢 #JIMIN #Fantastic #RM | （翻译by BTSBuFS 转载请注明） http://someurl,3255285836,everyone,,2015-08-04T16:29:40.000Z,628603718687002625,Twitter for iPhone,#fantastic,,"[{'type': 'quoted', 'id': '628595077288493057'}]"
zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",628517508664950785,越听越喜欢 💕 #FANTASTIC,1073856505,everyone,,2015-08-04T10:47:06.000Z,628517508664950785,Twitter Web Client,#fantastic,,
zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",628507638393925632,#랩몬스터 #Fantastic| 超喜歡 http://someurl,215877303,everyone,,2015-08-04T10:07:52.000Z,628507638393925632,Instagram,#fantastic,,
zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",627411736715468801,新出品伯爵茶黑朱古力 正!| | #hkfoods #hkfoodies #weekend #darkchocolate #fantastic #hkig #hk #amazing #summer #foods #foodshot #... http://someurl,34285173,everyone,,2015-08-01T09:33:09.000Z,627411736715468801,IFTTT,#fantastic,,
zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",624501040344379392,绝地里生长的小花，灿烂开放。#yellowstone #flowers #bluesky #theunitedstates #canon5dmarkiii #photography #ilikeit #fantastic by http://someurl,41003666,everyone,,2015-07-24T08:47:05.000Z,624501040344379392,IFTTT,#fantastic,,
zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",622443997261361152,很喜歡這種日式風格的建築，拍100張也不會膩😍#InstaSize #japan #building #post #yellow #flowers #beautiful #fantastic... http://someurl,2872925065,everyone,,2015-07-18T16:33:08.000Z,622443997261361152,Instagram,#fantastic,,
zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",622049389129900033,我玩得好開心呀 😊😍😚 #friends #play #fun #tgt #happy #ig #toys #manymany #fantastic http://someurl,2600050555,everyone,,2015-07-17T14:25:06.000Z,622049389129900033,Instagram,#fantastic,,
zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",621489068518432768,新着情報: Out There [12 inch Analog] ／ Eric Dolphy http://someurl #EricDolphy #Fantastic,1635000102,everyone,,2015-07-16T01:18:35.000Z,621489068518432768,tw100_1bot,#fantastic,,
zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",614751184289722368,#fantastic three in #boat #trip this #summer #fun #sunnyday #friends #friendship #blue #me @ 西貢海 http://someurl,50242732,everyone,"{'place_id': '000bc6742d22a131', 'coordinates': {'type': 'Point', 'coordinates': [114.27873085, 22.37851806]}}",2015-06-27T11:04:38.000Z,614751184289722368,Instagram,#fantastic,,
zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",614467670491029504,新着情報: Lush Life [12 inch Analog] ／ John Coltrane http://someurl #Fantastic #JohnColtrane,1635000102,everyone,,2015-06-26T16:18:03.000Z,614467670491029504,tw100_1bot,#fantastic,,
zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",613654732503183360,Photo: ✨Ha Ji Won 하지원✨💕超美的苑！期待新劇！💕✨ #hajiwon #hjw #hyunwon #gilraim #charming #fantastic #mylove #lovely... http://someurl,2347337203,everyone,,2015-06-24T10:27:44.000Z,613654732503183360,Tumblr,#fantastic,,
zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",613654729583759361,✨Ha Ji Won 하지원✨💕超美的苑！期待新劇！💕✨ #hajiwon #hjw #hyunwon #gilraim #charming #fantastic #mylove #lovely... http://someurl,2347337203,everyone,,2015-06-24T10:27:43.000Z,613654729583759361,Instagram,#fantastic,,
zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",612261573063757825,无法用言语描述的美 #fantastic night @ 乌镇景区 http://someurl,729644820,everyone,"{'place_id': '0121ebb05543d440', 'coordinates': {'type': 'Point', 'coordinates': [120.488027, 30.747482]}}",2015-06-20T14:11:48.000Z,612261573063757825,Instagram,#fantastic,,
zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",608996397938020352,收工！慶工！聽日再黎！ #fantastic #littlebao @ Little Bao http://someurl,3167918531,everyone,,2015-06-11T13:57:10.000Z,608996397938020352,Instagram,#fantastic,,
zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",607969029454745600,第一次为了 #AppleWWDC  不用睡觉，倒现在还在看着 #Live #InstaSize #Apple #WWDC #AppleFans #June #2015 #Nice #Fantastic... http://someurl,1018802162,everyone,,2015-06-08T17:54:46.000Z,607969029454745600,Instagram,#fantastic,,
zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",601399213860098048,新着情報: Jammed Together ／ King http://someurl #Fantastic #King,1635000102,everyone,,2015-05-21T14:48:40.000Z,601399213860098048,tw100_1bot,#fantastic,,
zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",600176129710936064,#boat #QinHuai #riverside #lights #bridge #fantastic| | 夜泊秦淮河| 細遊江南岸| 風光園林美| 不進酒家醉 @ 南京夫子廟-秦淮河畔 http://someurl,2179646053,everyone,"{'place_id': '00a402d61d002733', 'coordinates': {'type': 'Point', 'coordinates': [118.7667, 32.05]}}",2015-05-18T05:48:34.000Z,600176129710936064,Instagram,#fantastic,,
zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",599962092062531586,愛❤字裡面 #藏著一顆真心，叫做珍惜~~| | #Love #Amour #Fantastic #Moving #Meet 󾠦󾠦󾠦| | good night󾀔#Vicky http://someurl,624752753,everyone,,2015-05-17T15:38:04.000Z,599962092062531586,Facebook,#fantastic,,
zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",599815429410938881,出发咯！| | #holiday #fantastic #family #firsttrip #happy #espoirbaby #drive  #journey #life #highway #instagram... http://someurl,97705545,everyone,,2015-05-17T05:55:17.000Z,599815429410938881,Facebook,#fantastic,,
zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",599815424671412224,出发咯！| | #holiday #fantastic #family #firsttrip #happy #espoirbaby #drive  #journey #life #highway... http://someurl,97705545,everyone,,2015-05-17T05:55:15.000Z,599815424671412224,Instagram,#fantastic,,
zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",594350659333332992,@someuser @someuser 我一直期待着你们的出场~下次还要再来给我们更多好听的歌曲哦~ http://someurl #Swing #Rewind #Trap #Fantastic #SS6SG http://someurl,2758862263,everyone,,2015-05-02T04:00:14.000Z,594350659333332992,Twitter Web Client,#fantastic,1610204803,
zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",593209126999760896,Photo: This is the #japan ！！ #irori #囲炉裏 #岩魚の塩焼き #fantastic #amazing #great (上高地) http://someurl,146103919,everyone,,2015-04-29T00:24:11.000Z,593209126999760896,Tumblr,#fantastic,,
zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",592298895725703169,Baby，GoodShow啊👍👍| 你真係太可愛了.| 我由你一出場就一直講 啊啊啊啊，好得意啊😂😂| 彷彿感覺自己流露了媽媽的笑容.😒| #GoodShow #MyLady #Fantastic... http://someurl,170175873,everyone,,2015-04-26T12:07:15.000Z,592298895725703169,Instagram,#fantastic,,
zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",591197939810336769,什麼響食天堂？還以為是暴食地獄呢| 大暴肥十公斤😂😂😂| #birthday #huntforfood #fatty #gorgeous #hell #fantastic #gourmetfood... http://someurl,927595777,everyone,"{'place_id': '0071f14054b91099', 'coordinates': {'type': 'Point', 'coordinates': [120.96462394, 24.80167149]}}",2015-04-23T11:12:27.000Z,591197939810336769,Instagram,#fantastic,,
zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",589055639432929281,「粉紅色」不等於「女裝」，這個年代別再那麼多的刻板印象了。| #pink #襯衫 #粉紅色 #shirt #刻板印象 #style #look #swag #fantastic #fashion... http://someurl,446208598,everyone,,2015-04-17T13:19:43.000Z,589055639432929281,Instagram,#fantastic,,
zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",588652458274119680,我沒有阿帕契我有金馬✨|  #squaready #阿帕契#golden #horse #film #festival #fantastic #2015 @ 西門新光影城 http://someurl,707131231,everyone,"{'place_id': '00180402799fed03', 'coordinates': {'type': 'Point', 'coordinates': [121.50636014, 25.0452229]}}",2015-04-16T10:37:37.000Z,588652458274119680,Instagram,#fantastic,,
zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",588199276884451328,凡事全力以赴，不要先想結果，最後你會發現，你竟然做的到!!!󾭚󾭚 #Fantastic | | 一個 #微笑󾌵就能給人 #溫暖，一句鼓勵，就能給人動力~~簡單的動作，就能成為別人的 #正能量啦啦隊󾔗󾔗󾔗 http://someurl,624752753,everyone,,2015-04-15T04:36:50.000Z,588199276884451328,Facebook,#fantastic,,
zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",587214812473647106,Finally| 用左一個下午 | 趕功完畢！| RELAX PERIOD | .| .| NOW!| #finally #homework #finish #work #sigh #fantastic... http://someurl,1241761567,everyone,,2015-04-12T11:24:55.000Z,587214812473647106,Instagram,#fantastic,,
zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",586830734255489024,明天別緊張 All is wall| hahaaaaaa| #Fantastic baby🎶#等你們回歸 http://someurl,1368781027,everyone,,2015-04-11T09:58:44.000Z,586830734255489024,Instagram,#fantastic,,
zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",582949924620353536,请多多支持!😊😊4.18起发售 #imdone #fantastic #design #graduation #happy http://someurl,2830046617,everyone,,2015-03-31T16:57:47.000Z,582949924620353536,IFTTT,#fantastic,,
zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",580770780516077569,最後一次五專低年級的冬季制服哈| #五專 #制服 #冬季 #college #uniform #shirt #coat #fashion #fantastic #look #last #follow... http://someurl,446208598,everyone,,2015-03-25T16:38:38.000Z,580770780516077569,Instagram,#fantastic,,
zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",577925345028022272,第一次搭直昇機站上冰河，完全超酷的體驗!!| | #FoxGlacier #Helihike  #NewZealand #Fantastic #LifeIsSoGood #人間仙境 #青春不留白 http://someurl,1829067324,everyone,,2015-03-17T20:11:54.000Z,577925345028022272,Instagram,#fantastic,,
zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",574631403612037120,這一定是壓力太大😂😂😂| | #Dream5 #FANTASTIC BABY http://someurl,565610856,everyone,,2015-03-08T18:02:57.000Z,574631403612037120,Twitter for iPhone,#fantastic,,
zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",574465805120847872,有魔法會想怎樣呢| #magic #unbelievable #witch #smile #yeah #play #fantastic #fashion #cosplay #魔法 #duang... http://someurl,446208598,everyone,,2015-03-08T07:04:55.000Z,574465805120847872,Instagram,#fantastic,,
zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",573367412529238016,好吃。開心。是陪伴。無誤。| #InstaSize #amazing #delectable #delightful #lunch #dinner| #exquisite #fantastic... http://someurl,2337827113,everyone,,2015-03-05T06:20:18.000Z,573367412529238016,Instagram,#fantastic,,
zh,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",573047477328351233,因為太美了，好多人都停下來拍照呢～| #beautiful #tree #flower #高雄 #Taiwan #asia #nature #amazing #fashion #fantastic... http://someurl,446208598,everyone,,2015-03-04T09:08:59.000Z,573047477328351233,Instagram,#fantastic,,
zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",571691124089327616,手錶太美❤❤❤| 成為粉絲~~~| #hypergrand #watch #love #beautiful #amazing #fantastic http://someurl,574709965,everyone,,2015-02-28T15:19:20.000Z,571691124089327616,Instagram,#fantastic,,
zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",571361788463345665,加特技 頭髮duang duang duang 我的頭髮 烏黑濃密 很黑很亮 很黑很亮| #成龍 #洗髮水 #我的滑板鞋 #duang #成龍我的洗髮液 #特技 #trend #fantastic... http://someurl #sup,3063869663,everyone,,2015-02-27T17:30:40.000Z,571361788463345665,IFTTT,#fantastic,,
zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",571361526285787136,加特技 頭髮duang duang duang 我的頭髮 烏黑濃密 很黑很亮 很黑很亮| #成龍 #洗髮水 #我的滑板鞋 #duang #成龍我的洗髮液 #特技 #trend #fantastic... http://someurl,446208598,everyone,,2015-02-27T17:29:37.000Z,571361526285787136,Instagram,#fantastic,,
zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",569381239792250880,#| 我從來沒想過我會以亨利為主力，| 也從沒想過飯太細會無密死過關😂| | #SUPERSTARSMTOWN #HENRY #FANTASTIC http://someurl,45131637,everyone,,2015-02-22T06:20:40.000Z,569381239792250880,Instagram,#fantastic,,
zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",567979173161148416,希望收貨人會鍾意啦~~#baby #baby #fantastic #baby http://someurl,124437426,everyone,,2015-02-18T09:29:22.000Z,567979173161148416,Instagram,#fantastic,,
zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",567640464560783361,謝謝你昂～| #share #picture #photo #gino #勁宥 #終極一班3 #fashion #fantastic #fan #thankful #swag #style #elle... http://someurl,446208598,everyone,,2015-02-17T11:03:27.000Z,567640464560783361,Instagram,#fantastic,,
zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",567306066095243264,加個眼鏡的話想cos #高野政宗 哈哈哈| #毛呢大衣 #風衣 #大衣 #eye #hair #hairstyle #STYLE #swag #fashion #fantastic #trend #chic... http://someurl,446208598,everyone,,2015-02-16T12:54:40.000Z,567306066095243264,Instagram,#fantastic,,
zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",564962769666334720,真的覺得大家好口愛欸～揪勾錐 ～ 啾咪 #cute #madness #crazy #fantastic #wonderful http://someurl,477134000,everyone,,2015-02-10T01:43:15.000Z,564962769666334720,Instagram,#fantastic,,
zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",564075261218783233,超愛吃醋的我哈哈！| #吃醋 #醋 #drink #vinegar #love #eat #food #cold #cool #habit #share #stay #fantastic #fashion... http://someurl,446208598,everyone,,2015-02-07T14:56:36.000Z,564075261218783233,Instagram,#fantastic,,
zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",562184036190519296,Yuhuu!! Get it !Finally saw u in the nest house xD 🐣🐣鸟儿准备生蛋啦！！！☺️☺️😬😬🎉🎉 #bird #birdnest #fantastic http://someurl,162040590,everyone,,2015-02-02T09:41:33.000Z,562184036190519296,Instagram,#fantastic,,
zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",560771837999972352,"#snow #cold #winter #freeze #fantastic | 好～大～的～雪～啊～| 😍😍| 好在day off，好冷呐| 😁😁 @ Barnes halls, Keele Uni http://someurl",2785326789,everyone,"{'place_id': '1defb223d7412338', 'coordinates': {'type': 'Point', 'coordinates': [-2.26999551, 53.00562692]}}",2015-01-29T12:09:59.000Z,560771837999972352,Instagram,#fantastic,,
zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",559643256506830848,终于一睹「陆龙湾」的风采 🌄 鬼斧神工 🆒 用脚划船的大婶很厉害 🚣 山明水秀| | #vacation #Vietnam #TamCoc #boat #fantastic #selfie... http://someurl,387455651,everyone,,2015-01-26T09:25:24.000Z,559643256506830848,Instagram,#fantastic,,
zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",558950464163950592,#霍比特人：五军之战 #fantastic http://someurl,171415427,everyone,,2015-01-24T11:32:30.000Z,558950464163950592,Instagram,#fantastic,,
zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",558794534365454337,#spectacular #amazing #day #crazy #fantastic 一年一度大充電！興奮～ http://someurl,233082190,everyone,,2015-01-24T01:12:53.000Z,558794534365454337,Instagram,#fantastic,,
zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",557983736521035777,整個世界都是我的電影院😁😁😁| #Midnight #INTERSTELLAR #Yuanlin #movie #greatmoment #fantastic #Galaxy #blackhole... http://someurl,382100898,everyone,,2015-01-21T19:31:04.000Z,557983736521035777,Instagram,#fantastic,,
zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",556507561013563392,Love to find pics of me! (not my pic) 日式半熟乳酪派🇯🇵😍| 超級好吃derrrr👏👏| 綿密乳酪好像冰淇淋| #Suzuki #cheese #pie #yummy #icecream #creamy #fantastic #yellow ...,1011428719,everyone,,2015-01-17T17:45:16.000Z,556507561013563392,IFTTT,#fantastic,,
zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",556488112147546114,武則天妝！天啊覺得自己好像人妖((逃| #武則天 #武則天妝 #天天P圖 #媚武娘 #跟風 #內地 #trend #makeup #fashion #fantastic #nice #amazing... http://someurl,446208598,everyone,,2015-01-17T16:27:59.000Z,556488112147546114,Instagram,#fantastic,,
zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",556402844975108097,草莓壽司!!第一次嘗試  #fantastic http://someurl,2979794023,everyone,,2015-01-17T10:49:10.000Z,556402844975108097,Twitter for Android,#fantastic,,
zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",555993829434617857,天好藍💕 海也好藍💕 | #beautiful #ocean #海 #大海 #西子灣 #高雄 #Taiwan #asia #nature #amazing #fashion #fantastic... http://someurl,446208598,everyone,,2015-01-16T07:43:53.000Z,555993829434617857,Instagram,#fantastic,,
zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",554671600621350912,好可愛的KT！So cute KT！💖😍#可愛 #台灣 #台南#to #taiwan #als #cute #daily #fantastic #going #good #Happy... http://someurl,1446178226,everyone,,2015-01-12T16:09:49.000Z,554671600621350912,Instagram,#fantastic,,
zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",552748484701323264,日本來展店，試營運階段，1/15正式開幕。| | 厚的法式吐司| 第一口原味，綿濃的蛋奶香內陷| 吐司邊吃起來酥脆，有點可頌的香氣| 第二口淋上少許洋魁花蜂蜜| 再喝一口Espresso| | #fantastic @someuser http://someurl,980820944,everyone,"{'place_id': '204a435ce97d5de4', 'coordinates': {'type': 'Point', 'coordinates': [121.55102096, 25.03032535]}}",2015-01-07T08:48:02.000Z,552748484701323264,Instagram,#fantastic,,
zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",550969809509183488,人超多好不容易才拍到！因為被封起來也只能遠遠的看了O___Q| #攝影 #happy #happiness #水晶教堂 #北門 #台南 #asia #fantastic #family #fashion... http://someurl,446208598,everyone,,2015-01-02T11:00:13.000Z,550969809509183488,Instagram,#fantastic,,
zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",549190079739359232,聽新歌:D| #JJ #Genesis #album #Fantastic http://someurl,171003919,everyone,,2014-12-28T13:08:13.000Z,549190079739359232,Instagram,#fantastic,,
zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",548844534176555010,#可可生淇淋 #shiroichi #fantastic @ 日本白—shiroichi 10秒生淇淋專賣店 http://someurl,147919168,everyone,"{'place_id': '204a435ce97d5de4', 'coordinates': {'type': 'Point', 'coordinates': [121.54968655, 25.04342737]}}",2014-12-27T14:15:08.000Z,548844534176555010,Instagram,#fantastic,,
zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",547768953549127681,大家一起唱耶誕歌有點溫馨😁| 啟明的小朋友們下學期見囉🏃| #耶誕趴 #台北的聖誕節 #fantastic | #XmasEve #欣怡有點嗨 😆😆 @ 台北市立啟明學校 http://someurl,147919168,everyone,"{'place_id': '204a435ce97d5de4', 'coordinates': {'type': 'Point', 'coordinates': [121.53489501, 25.11656745]}}",2014-12-24T15:01:10.000Z,547768953549127681,Instagram,#fantastic,,
zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",546177818837925888,A message from a fan in #PuertoRico #波多黎各 我爱你! 加油 刘宪华! @someuser #HenryLau #Fantastic #Strings http://someurl,928897729,everyone,,2014-12-20T05:38:34.000Z,546177818837925888,Twitter Web Client,#fantastic,,
zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",545568941519962112,神奇的棒棒糖，小蠍子躲在裡面！ #lollipop #blueberry #scorpions #fantastic #weird http://someurl,295598508,everyone,,2014-12-18T13:19:06.000Z,545568941519962112,Instagram,#fantastic,,
zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",544786443999387648,#動物園超冷 #沒看到馬來貘 😭| #TaipeiZoo #cold #fantastic @ 臺北巿動物園 Taipei Zoo http://someurl,147919168,everyone,"{'place_id': '204a435ce97d5de4', 'coordinates': {'type': 'Point', 'coordinates': [121.58096627, 24.9986909]}}",2014-12-16T09:29:44.000Z,544786443999387648,Instagram,#fantastic,,
zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",543738170689728512,當我站在最高的地方，影子卻落在最低的地方。| 冬天好像終於到了🎅| #pic #picture #stairs #winter #fashion #fantastic #pop #trend #swag... http://someurl,446208598,everyone,,2014-12-13T12:04:16.000Z,543738170689728512,Instagram,#fantastic,,
zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",543085180941250561,第一次因為作業晚回家耶✌️| 謝謝@someuser 的招待😆| Have a good time with my teammates. 😁| #recipe #小累 #fantastic @ 捷運上-往淡水 http://someurl,147919168,everyone,"{'place_id': '204a435ce97d5de4', 'coordinates': {'type': 'Point', 'coordinates': [121.5259933, 25.09410484]}}",2014-12-11T16:49:31.000Z,543085180941250561,Instagram,#fantastic,,
