in_reply_to_user_id,lang,public_metrics,id,text,author_id,referenced_tweets,reply_settings,created_at,conversation_id,source,search_query,geo
,nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",783038490955112448,Met de #zonnepan kunnen we eindelijk van die lelijke #zonnepanelen af. @someuser #super #laagsoeren,702412058,,everyone,2016-10-03T20:18:19.000Z,783038490955112448,Twitter for iPhone,#super,
,nl,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",782986872859533312,Zeker 5 nieuwe collectanten @someuser!! Allemaal mensen #spontaan aangemeld #super,257160015,,everyone,2016-10-03T16:53:12.000Z,782986872859533312,Twitter for iPhone,#super,
,nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",782977988962967552,Huurincasso Medewerker gezocht in Rotterdam! http://someurl #sollicitatie #super #baan #solliciteren #incasseren #exploot #exploten,296695573,,everyone,2016-10-03T16:17:54.000Z,782977988962967552,Twitter Web Client,#super,
,nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",782965787996876800,"Huurincasso Medewerker gezocht! Regio Amsterdam, 40 u/w, z.s.m. http://someurl #Amsterdam #NoordHolland #super #baan #huurincasso",296695573,,everyone,2016-10-03T15:29:25.000Z,782965787996876800,Twitter Web Client,#super,
,nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",782951108746633216,"#stoptober is begonnen dit weekend, al aantal patiënten gezien vandaag die meedoen. #super #stoppenmetroken",178043633,,everyone,2016-10-03T14:31:05.000Z,782951108746633216,Tweetbot for iΟS,#super,
,nl,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",782884127892705280,"RT @someuser Het gaat bijna wennen, een podium plek in #F1 voor @someuser. Dergelijke prestaties op dit niveau; #super talent; #...",395272664,"[{'type': 'retweeted', 'id': '782503925014560768'}]",everyone,2016-10-03T10:04:56.000Z,782884127892705280,Twitter for iPhone,#super,
4796576969,nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",782849220944560128,@someuser @someuser #super #initiatief en #leerzaam om bij aanwezig te zijn! #Actie #praten  #meedenken Top!,191779178,"[{'type': 'replied_to', 'id': '737634493863997441'}]",everyone,2016-10-03T07:46:13.000Z,737634493863997441,Twitter for iPhone,#super,
,nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",782696340950220800,MrROBOT gekeken #super!,1886674916,,everyone,2016-10-02T21:38:44.000Z,782696340950220800,Twitter for Android,#super,
,nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",782574728724774912,Weekendje Rotterdam!  Beetje wind😉 #genieten #gezellig #super #city! @ nhow Rotterdam http://someurl,51065208,,everyone,2016-10-02T13:35:29.000Z,782574728724774912,Instagram,#super,"{'coordinates': {'type': 'Point', 'coordinates': [4.48844102, 51.90709712]}, 'place_id': 'ea0a61fa0c646676'}"
,nl,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",782561621726068737,RT @someuser En terug op de P trof ik allerlei lokale aannemers die bouwen aan de natuurontwikkeling #Vuntus #loosdrecht #super https:...,151502649,"[{'type': 'retweeted', 'id': '781732644971315200'}]",everyone,2016-10-02T12:43:24.000Z,782561621726068737,Twitter for iPhone,#super,
,nl,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 9, 'quote_count': 0}",782503925014560768,"Het gaat bijna wennen, een podium plek in #F1 voor @someuser. Dergelijke prestaties op dit niveau; #super talent; #geweldig",230419981,,everyone,2016-10-02T08:54:08.000Z,782503925014560768,Twitter Web Client,#super,
,nl,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",782446798627627008,RT @someuser Gasten uit #amersfoort 7 jaar getrouwd en dat vieren ze speciaal in #Friesland. Bij @someuser en bij ons. #super https...,1425427632,"[{'type': 'retweeted', 'id': '782333128178331648'}]",everyone,2016-10-02T05:07:08.000Z,782446798627627008,Twitter for iPhone,#super,
,nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 10, 'quote_count': 0}",782352089200599040,Wat een foto! #super http://someurl,72351619,,everyone,2016-10-01T22:50:48.000Z,782352089200599040,Twitter for iPhone,#super,
,nl,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",782348841894944768,Thanks @someuser voor die #super vette avond @someuser 👍😆 http://someurl,130777144,,everyone,2016-10-01T22:37:53.000Z,782348841894944768,TweetCaster for Android,#super,
,nl,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",782333128178331648,Gasten uit #amersfoort 7 jaar getrouwd en dat vieren ze speciaal in #Friesland. Bij @someuser en bij ons. #super http://someurl,524802047,,everyone,2016-10-01T21:35:27.000Z,782333128178331648,Twitter for iPhone,#super,
2447038212,nl,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",782295070716362752,"Welles/nietes @someuser dat WIL ik niet eens weten,dus #nietes;)Terug naar @someuserer dat zij rekening houden met de ver-",1580762526,"[{'type': 'replied_to', 'id': '782278911304601600'}]",everyone,2016-10-01T19:04:13.000Z,782183523545452544,Twitter Web Client,#super,
,nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 5, 'quote_count': 0}",782267601292562432,"Erge leuke dag gehad bij @someuser en wat een promotie voor de #boerenkaas , Wij hadden ook #super Kwaliteit 3x een tweede prijs TOP !! http://someurl",547589452,,everyone,2016-10-01T17:15:04.000Z,782267601292562432,Twitter Web Client,#super,
,nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",782255581335789568,Trots op de mannen van @someuser JO13-1 #super#seizoensstart#leukomnaartekijken# http://someurl,3288959494,,everyone,2016-10-01T16:27:18.000Z,782255581335789568,Twitter for iPhone,#super,
,nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",782197164227321857,Tot 14.00 uur het huis continu vol gehad met kijkers! #onverwachts #super #openhuizeroute,59404183,,everyone,2016-10-01T12:35:11.000Z,782197164227321857,Tweetbot for iΟS,#super,
,nl,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",782145972860227584,Wie had anders gedacht?! #super! http://someurl,1886674916,"[{'type': 'quoted', 'id': '782131398719184896'}]",everyone,2016-10-01T09:11:46.000Z,782145972860227584,Twitter for Android,#super,
,nl,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",781971667509796864,"RT @someuser @someuser Mijn wijlen opa, oud-marconist/techneut/ictpionier, zijn mond zou openvallen van dit filmpje. Alles komt samen...",2203615316,"[{'type': 'retweeted', 'id': '781970927332581376'}]",everyone,2016-09-30T21:39:08.000Z,781971667509796864,Twitter for iPhone,#super,
866157062,nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",781971024095092736,@someuser Spanning wordt zenuwslopend opgedreven #super idd. #ARGO,1886674916,"[{'type': 'replied_to', 'id': '781970714362544128'}]",everyone,2016-09-30T21:36:35.000Z,781927556194893824,Twitter for Android,#super,
2203615316,nl,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",781970927332581376,"@someuser Mijn wijlen opa, oud-marconist/techneut/ictpionier, zijn mond zou openvallen van dit filmpje. Alles komt samen in filmpje. #super",1470160134,"[{'type': 'replied_to', 'id': '777400851451215872'}]",everyone,2016-09-30T21:36:12.000Z,777400851451215872,Twitter for Android,#super,
,nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",781953759958171648,"Bewustzijn rond eenzaamheid, niet alleen deze week! Eenzame oudere ‘adopteren’ via app Omapost @someuser #super http://someurl",255114081,,everyone,2016-09-30T20:27:59.000Z,781953759958171648,Twitter Web Client,#super,
,nl,"{'retweet_count': 14, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",781890654041505792,RT @someuser De @someuser Achterhoek zal zaterdag 18 maart plaatsvinden bij @someuser in @someuser #super http://someurl,419482398,"[{'type': 'retweeted', 'id': '778931790262173696'}]",everyone,2016-09-30T16:17:13.000Z,781890654041505792,Twitter for Android,#super,
,nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",781819698681905152,Wat geweldig werk! | Altijd weer met veel respect de wensen lezen! #super http://someurl,1933670761,"[{'type': 'quoted', 'id': '781818033211932672'}]",everyone,2016-09-30T11:35:16.000Z,781819698681905152,Twitter for Android,#super,{'place_id': '0de7b29f97eaa34f'}
280486705,nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",781755627718586368,"@someuser , Nu  online op http://someurl kom je binnen,dan maken wij het samen #super #hot. Zie ik je zo in mijn speelkamer ? http://someurl",766245262415237120,,everyone,2016-09-30T07:20:40.000Z,781755627718586368,Twitter Web Client,#super,
,nl,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",781732644971315200,En terug op de P trof ik allerlei lokale aannemers die bouwen aan de natuurontwikkeling #Vuntus #loosdrecht #super http://someurl,233686767,,everyone,2016-09-30T05:49:21.000Z,781732644971315200,Twitter for iPhone,#super,
,nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",781681737235562496,#super nude teen tamil best of teen anals http://someurl,1905340549,,everyone,2016-09-30T02:27:03.000Z,781681737235562496,Twitter Web Client,#super,
,nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",781676210082422784,Lady Gaga treedt op tijdens pauze #Super Bowl http://someurl http://someurl,737564586497318913,,everyone,2016-09-30T02:05:05.000Z,781676210082422784,news-nl,#super,
,nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 1}",781560350734974977,#tvellefreis #Salou; klaar voor een nieuwe videoclip op opname... #Hulapalu met #Super #JimmyKe... http://someurl,342009869,,everyone,2016-09-29T18:24:42.000Z,781560350734974977,Instagram,#super,"{'coordinates': {'type': 'Point', 'coordinates': [1.1509741, 41.07411366]}, 'place_id': '503f50167d4f641c'}"
,nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",781550223629967360,75 personen @someuser infoavond #sekura #super http://someurl,236398373,,everyone,2016-09-29T17:44:28.000Z,781550223629967360,Twitter for iPhone,#super,
,nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",781535284433477632,#super sexy shemales blackteenxxx pics http://someurl,720252696,,everyone,2016-09-29T16:45:06.000Z,781535284433477632,Twitter Web Client,#super,
,nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",781503320003342336,#super mega nude women nude teencheerleaders http://someurl,1242497857,,everyone,2016-09-29T14:38:05.000Z,781503320003342336,Twitter Web Client,#super,
,nl,"{'retweet_count': 4, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",781466915009159168,Hij is ondertekend. Volgend jaar komt t NK wielrennen in onze gemeente. #super http://someurl,305109269,,everyone,2016-09-29T12:13:26.000Z,781466915009159168,Twitter for iPhone,#super,
,nl,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",781457481469919232,RT @someuser Vanmiddag trakteerden onze jarige alg. directeur @someuser en financieel directeur Linde Strijckers op zalige kaasjes...,249309925,"[{'type': 'retweeted', 'id': '781455602669191168'}]",everyone,2016-09-29T11:35:57.000Z,781457481469919232,TweetDeck,#super,
,nl,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 9, 'quote_count': 0}",781455602669191168,Vanmiddag trakteerden onze jarige alg. directeur @someuser en financieel directeur Linde Strijckers op zalige kaasjes @someuser #super! http://someurl,94522248,,everyone,2016-09-29T11:28:29.000Z,781455602669191168,Twitter for Android,#super,
,nl,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 6, 'quote_count': 1}",781416673714798592,Zo kan het ook! Volle trein dus van de conductrice mag ik met mijn geleidehond 1e klas gaan zitten! 😊Ontzettend bedankt @someuser #super,2172645408,,everyone,2016-09-29T08:53:47.000Z,781416673714798592,Twitter for iPad,#super,
,nl,"{'retweet_count': 8, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",781357862526263296,RT @someuser Felicitaties aan @someuser met wederom een no.1-positie! Ook @someuser weer een topscore behaald. #super! http://someurl,148273590,"[{'type': 'retweeted', 'id': '780695544880660480'}]",everyone,2016-09-29T05:00:06.000Z,781357862526263296,Twitter for iPhone,#super,
,nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",781331469331378176,Alyson and Essie slutty blonde peels off super hot lingerie on kik: #Essie #slutty #Alyson #super #blonde #pe... http://someurl,780309731382616064,,everyone,2016-09-29T03:15:13.000Z,781331469331378176,twitterfeed,#super,
,nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",781206353360543744,De eerste #klusavond van dit schooljaar is in volle gang! #super #ouderhulp ^JT — enthousiast,235320648,,everyone,2016-09-28T18:58:03.000Z,781206353360543744,Facebook,#super,
874347212,nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",781106370842091521,@someuser dank je wel Heino voor het opruimwerk. De dieren zijn je dankbaar en ik ook. #super,278897663,"[{'type': 'replied_to', 'id': '777250731795636226'}]",everyone,2016-09-28T12:20:45.000Z,777250731795636226,Twitter for iPhone,#super,
,nl,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",781041182784753664,RT @someuser #nieuw #moeder #super #krachten #vergeeft #vergeet ➡️klantenservice@someuser http://someurl,386135189,"[{'type': 'retweeted', 'id': '781041129861083136'}]",everyone,2016-09-28T08:01:43.000Z,781041182784753664,Twitter for iPhone,#super,
,nl,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",781041129861083136,#nieuw #moeder #super #krachten #vergeeft #vergeet ➡️klantenservice@someuser http://someurl,870304321,,everyone,2016-09-28T08:01:31.000Z,781041129861083136,Twitter for iPhone,#super,
,nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",780975384393375744,#super hairy pussy teen xxxl http://someurl,612813967,,everyone,2016-09-28T03:40:16.000Z,780975384393375744,Twitter Web Client,#super,
,nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",780896986224594944,#super heroes nude nude men strip http://someurl,417758090,,everyone,2016-09-27T22:28:44.000Z,780896986224594944,Twitter Web Client,#super,
,nl,"{'retweet_count': 8, 'reply_count': 0, 'like_count': 9, 'quote_count': 0}",780695544880660480,Felicitaties aan @someuser met wederom een no.1-positie! Ook @someuser weer een topscore behaald. #super! http://someurl,62468570,"[{'type': 'quoted', 'id': '780483726346186754'}]",everyone,2016-09-27T09:08:17.000Z,780695544880660480,Twitter for iPad,#super,
,nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",780537952975876096,Doom/#SNES/#NES/#Super #Nintendo VGC/#SNES #retrogaming #ebay http://someurl http://someurl,703537008002605057,,everyone,2016-09-26T22:42:04.000Z,780537952975876096,RetroDeals,#super,
460417972,nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",780470971312529408,@someuser Gefeliciteerd! Ziet er goed leuk uit met die wolkjes. Veel plezier om die samen in mooie acties om te zetten. #Super,481219331,"[{'type': 'replied_to', 'id': '780463721361600512'}]",everyone,2016-09-26T18:15:54.000Z,780463721361600512,Twitter Web Client,#super,
,nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",780390925931417600,Soms zijn er geen woorden nodig! #super #rodewijn #argentini #topwijn #oisterwijk #1884 http://someurl,263621173,,everyone,2016-09-26T12:57:50.000Z,780390925931417600,Facebook,#super,
,nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",780379733796282368,#super #nieuws !!! Ruud de Wild is back :-) http://someurl,573534539,,everyone,2016-09-26T12:13:21.000Z,780379733796282368,Facebook,#super,
135130477,nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",780131961406980096,@someuser vakantie was weer top!!dankzij #travelclub #barneveld #service #super #sicilie #cefalu # http://someurl,54604288,,everyone,2016-09-25T19:48:48.000Z,780131961406980096,Twitter for iPad,#super,
,nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",780101619727949824,Super trots op Larissa! Gister haar 1e 1/8e triathlon gedaan in een TOP tijd #super #sportvoeding #gefeliciteerd,912493795,,everyone,2016-09-25T17:48:14.000Z,780101619727949824,Twitter Web Client,#super,
,nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",780090858901209088,Na de 3e wereldtitel van Herlings zorgt hij met team NL voor een stunt in het WK landenteams. v/d 60 lndn 2e worden op slechts 1 pt #super,54202695,,everyone,2016-09-25T17:05:28.000Z,780090858901209088,Twitter for iPad,#super,{'place_id': 'ff330b49a216cac9'}
,nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",780008822022795264,Zometeen mischien een Q&A opnemen met me oma! #super mischien al woensdag of volgende week... http://someurl,763061651952238593,,everyone,2016-09-25T11:39:29.000Z,780008822022795264,Instagram,#super,
259417515,nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",779990159152521216,@someuser @someuser en hier het resultaat van een georganiseerde chaos op   de tennisbaan  😉 #super #leuk http://someurl,259417515,"[{'type': 'replied_to', 'id': '779943748243447809'}]",everyone,2016-09-25T10:25:20.000Z,779943748243447809,Twitter for Android,#super,{'place_id': 'e88476ce50a2190c'}
,nl,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",779972137100701697,Ik zit in een spliksplinternieuwe lijn 3 bus met meer zitplekken! #nr3460 #mooi #ruiktnieuw #super @someuser,3248678488,,everyone,2016-09-25T09:13:43.000Z,779972137100701697,Twitter for Android,#super,
,nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",779941579679264768,Vorige week de 7000km aangetikt 😁 #auto #susuki #swift #mijlpaal #super #blijmee #rijd #heerlijk... http://someurl,295377764,,everyone,2016-09-25T07:12:17.000Z,779941579679264768,Instagram,#super,"{'place_id': '4d0554ad136c0b11', 'coordinates': {'type': 'Point', 'coordinates': [5.15, 52.3667]}}"
3065707102,nl,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",779740847776628740,@someuser @someuser jeeeey #SUPERFEYE bewijst weer dat ie #SUPER IS,4258333343,"[{'type': 'replied_to', 'id': '779740668956647424'}]",everyone,2016-09-24T17:54:39.000Z,779739382890819584,Twitter for Android,#super,
,nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",779735509723705345,Van het #ziekenhuis in #Dirksland kunnen ze wat leren hoor! | #super| 👍| @someuser http://someurl,721193849,,everyone,2016-09-24T17:33:26.000Z,779735509723705345,Twitter for Android,#super,
,nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",779733392153870337,Nederlands eerste stokbroodbank staat in Bedum #super http://someurl,103312822,"[{'type': 'quoted', 'id': '779731369383649280'}]",everyone,2016-09-24T17:25:02.000Z,779733392153870337,Twitter for iPad,#super,
,nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",779722944767467520,MORGEN ZIJN WIJ OPEN VAN 10.00 uur TOT 16.00 TIJDENS DE OPEN DAG VAN STAL GROENENDAAL 🤑| | #super #sale #vanaf750... http://someurl,3309124197,,everyone,2016-09-24T16:43:31.000Z,779722944767467520,Facebook,#super,
,nl,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",779599514772631552,RT @someuser Zo blij met @someuser 20 weken lang vers schoolfruit voor onze school! #super! @someuser @someuser htt...,319031304,"[{'type': 'retweeted', 'id': '779548469556109312'}]",everyone,2016-09-24T08:33:03.000Z,779599514772631552,Twitter for Android,#super,
,nl,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",779548469556109312,Zo blij met @someuser 20 weken lang vers schoolfruit voor onze school! #super! @someuser @someuser http://someurl,556066640,,everyone,2016-09-24T05:10:13.000Z,779548469556109312,Twitter for iPhone,#super,
,nl,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",779438881741631488,Dan praat ik met een échte Brabander. En ik versta er natuurlijk geen ene zak van. Dan lach ik en geef hem een biertje. #super,148532033,,everyone,2016-09-23T21:54:45.000Z,779438881741631488,Twitter Web Client,#super,{'place_id': 'b1cd766b4e0de35e'}
,nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",779436067397173248,Dit is de DVD van het @someuser concert @someuser met @someuser #super 👍 http://someurl,58303899,,everyone,2016-09-23T21:43:34.000Z,779436067397173248,Twitter for iPad,#super,
,nl,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",779421426566717440,"RT @someuser Goeie wedstrijd gespeeld, eindstand 0-6 gewonnen @someuser #meidenvoetbal #super #plezier http://someurl",3087467427,"[{'type': 'retweeted', 'id': '777112739940564992'}]",everyone,2016-09-23T20:45:23.000Z,779421426566717440,Twitter for Android,#super,
,nl,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",779380260102139905,Vloggermepper: Nooit meer doen - VIDEO http://someurl #Zaandam via @someuser #Super Turk 👍,1269939961,,everyone,2016-09-23T18:01:48.000Z,779380260102139905,Twitter for iPhone,#super,
,nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",779356513081188352,Geweldig! De stukadoor is bijna klaar en komt vragen om een sopje! #super #klantgericht,264113950,,everyone,2016-09-23T16:27:27.000Z,779356513081188352,Twitter for iPhone,#super,
,nl,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",779322836800372737,RT @someuser We zijn klaar #IAA2016 Nutzfahrzeuge #super resultaat. Komt u ook? Hal 24 stand 24 http://someurl,702501590658318336,"[{'type': 'retweeted', 'id': '778301056761683968'}]",everyone,2016-09-23T14:13:38.000Z,779322836800372737,Twitter for Android,#super,
,nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",779298882639523844,"Door #stress kreeg ik eczeem in mijn handen, #hormoonzalf hielp niet, de verse gel van de #aloevera #plant steeds insmeren #super http://someurl",782845975,,everyone,2016-09-23T12:38:26.000Z,779298882639523844,Twitter for iPad,#super,
,nl,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",779055400763154432,RT @someuser Heb jij de APA campagne borden al gespot? Ellen pakt aan bij Onvergetelijk CODA. Welke aanpakker ben jij? #super #vrijwilli...,150734909,"[{'type': 'retweeted', 'id': '778889418803412992'}]",everyone,2016-09-22T20:30:56.000Z,779055400763154432,Twitter for iPad,#super,
,nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",778975354346172416,$GLMD #super,23390520,,everyone,2016-09-22T15:12:51.000Z,778975354346172416,Twitter for Mac,#super,
,nl,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",778959722795892736,4eNetwerkregio @someuser is een feit ! @someuser @someuser #super ! http://someurl,116765529,,everyone,2016-09-22T14:10:44.000Z,778959722795892736,Twitter for iPhone,#super,
,nl,"{'retweet_count': 14, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",778931790262173696,De @someuser Achterhoek zal zaterdag 18 maart plaatsvinden bij @someuser in @someuser #super http://someurl,221436202,,everyone,2016-09-22T12:19:45.000Z,778931790262173696,Twitter for iPhone,#super,
,nl,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",778889418803412992,Heb jij de APA campagne borden al gespot? Ellen pakt aan bij Onvergetelijk CODA. Welke aanpakker ben jij? #super #vrijwilligerswerk http://someurl,202198600,,everyone,2016-09-22T09:31:23.000Z,778889418803412992,Twitter Web Client,#super,
,nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",778842582293975041,http://someurl SUPER aanbieding van #SUPER #hondenshampoo #mengverhouding1op15 alleen #vandaag deze... http://someurl,313137306,,everyone,2016-09-22T06:25:16.000Z,778842582293975041,Facebook,#super,
,nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",778842551344369664,http://someurl SUPER aanbieding van #SUPER #hondenshampoo #mengverhouding1op15 alleen #vandaag deze super #prijs http://someurl,313137306,,everyone,2016-09-22T06:25:09.000Z,778842551344369664,Twitter Web Client,#super,
,nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",778836293958664192,MONO Masterclass = nieuwe bewoner http://someurl #super  #inspirerende #omgeving omringd door #startups,1097956382,,everyone,2016-09-22T06:00:17.000Z,778836293958664192,Twitter Web Client,#super,
712676168516894720,nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",778718130377887744,@someuser #super leuke ervaring! 😍 http://someurl,778540919641501696,,everyone,2016-09-21T22:10:44.000Z,778718130377887744,Twitter for iPhone,#super,
,nl,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",778708436854857728,"RT @someuser Ben geen #ajax-fan, maar twee debutanten die zó scoren en dan heerlijk blij zijn tijdens interview.... #super",71996483,"[{'type': 'retweeted', 'id': '778704976096874500'}]",everyone,2016-09-21T21:32:13.000Z,778708436854857728,Twitter for iPhone,#super,
,nl,"{'retweet_count': 1, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",778704976096874500,"Ben geen #ajax-fan, maar twee debutanten die zó scoren en dan heerlijk blij zijn tijdens interview.... #super",123225619,,everyone,2016-09-21T21:18:28.000Z,778704976096874500,Twitter for iPhone,#super,
,nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",778659235018211328,#Berlijnoverzicht.nl heeft nu ook http://someurl Kijk nu snel en #like de pagina  als je deze #leuk vindt  #berlijn #bedankt #super http://someurl,772526413048152064,,everyone,2016-09-21T18:16:43.000Z,778659235018211328,Twitter Web Client,#super,{'place_id': '3078869807f9dd36'}
,nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",778604150271647745,"#super super grappig,super leuk, super dit dat, SUPER! De!",172134859,,everyone,2016-09-21T14:37:49.000Z,778604150271647745,Twitter for iPhone,#super,
,nl,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",778571709498724352,RT @someuser Brede school activiteiten op Dynamica XL. Heel veel keuze en groot aantal deelnemers #super http://someurl,1667183912,"[{'type': 'retweeted', 'id': '778524258012135424'}]",everyone,2016-09-21T12:28:55.000Z,778571709498724352,Twitter Web Client,#super,
,nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",778546228661456896,Een afspraak maken met uw #kapster ✂️aan huis is #super makkelijk. ☎️0644668118 - WhatsApp of 24/7 online. #Drechtsteden #kapper http://someurl,4898914755,,everyone,2016-09-21T10:47:40.000Z,778546228661456896,Twitter for iPhone,#super,
