reply_settings,conversation_id,public_metrics,id,text,created_at,source,author_id,lang,search_query,referenced_tweets,in_reply_to_user_id,geo,withheld
everyone,618796304144007168,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",618796304144007168,@someuser @someuser Jaaan Nikaaldi Meri!!😢😢😢#Cry😢😢 #Heartbroken💔💔💔💔 http://someurl,2015-07-08T14:58:30.000Z,Twitter for Windows Phone,3112358965,hi,#heartbroken,,401445733,,
everyone,618502693649190912,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",618502693649190912,"Pyaar tha, pyaar hai aur humesha rahega😙😙😙 @someuser | | #shahidloving #shahidkishaadi #heartbroken #love #fan  #hemakesmyheartskipabeat",2015-07-07T19:31:48.000Z,Twitter for Android,1238417197,hi,#heartbroken,,,,
everyone,618394575607103488,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",618394575607103488,Ab toh inhone bhi pic post kardi @someuser :( :( #heartbroken http://someurl,2015-07-07T12:22:10.000Z,Twitter for Android,240651726,hi,#heartbroken,"[{'type': 'quoted', 'id': '618394163831304192'}]",,,
everyone,618370681605091328,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",618370681605091328,Shahiiiiiddddddddddd ki shadi ho gyi....:( :( #HeartBroken,2015-07-07T10:47:13.000Z,Mobile Web (M2),307968745,hi,#heartbroken,,,,
everyone,618081672429371392,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",618081672429371392,Mere side se kyun nai barish ho rahi hai? Kya koi mujhe apne ghar leaga jahan barish ho rahi hai? Dukh #heartbroken,2015-07-06T15:38:48.000Z,Twitter for Android,54829720,hi,#heartbroken,,,,
everyone,618034873157062656,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",618034873157062656,"Buhat mazboot thi zaat meri,,| | Woo aik shalhs toor gaya mujhe ko.. | #HeartBroken!!",2015-07-06T12:32:50.000Z,Mobile Web (M2),1655269987,hi,#heartbroken,,,,
everyone,616748723687833604,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",616748723687833604,"Bohat koshishon k baad , aaj himat ker k mein ne ker dikhaya| | Me: Hi 󾬗| He: W.s | *blocked*| #sorrybhai | #heartbroken| | #ushi",2015-07-02T23:22:09.000Z,Facebook,2990815770,hi,#heartbroken,,,,
everyone,614580593926385664,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",614580593926385664,"Rooti, Kapra, Makaan aur Roshan #Pakistan denay ka Waada :/ #HeartBroken #PPP #PMLN #KarachiHeatWave #Karachi http://someurl",2015-06-26T23:46:46.000Z,Twitter Web Client,11532842,hi,#heartbroken,,,,
everyone,614384930777227264,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",614384930777227264,".. @someuser zara nazar yaha bhi ghuma de. Oh! Maar gaye yaar diwane, die heart fan tere hai. Tu hi kadar na jane.. #HeartBroken 😢",2015-06-26T10:49:16.000Z,Twitter for Android,494031326,hi,#heartbroken,,,,
everyone,613315004939415552,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 1, 'quote_count': 0}",613315004939415552,Yar kisi ko to meri #heartbroken hone ki parwah hi nehi hai... #HeartBroken again... 😞😳😜,2015-06-23T11:57:46.000Z,Twitter for Android,1563763482,hi,#heartbroken,,,,
everyone,613257362950885376,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",613257362950885376,Is Ko Kiya H0sla NaHin Kehte..?| | Tujh Ko Dil Se Bhula Diya Main Ne...!| #poetry #Sad #Feelings #heartbroken,2015-06-23T08:08:43.000Z,Twitter for Android,166084189,hi,#heartbroken,,,,
everyone,610677491296964609,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",610677491296964609,"रहता तो नशा तेरी यादों का ही है,कोई पूछे तो कह देता हुँ, पी रखी है.. #love #heartbroken",2015-06-16T05:17:14.000Z,Twitter for Android,573423239,hi,#heartbroken,,,{'place_id': '7929cea6bd5b32bd'},
everyone,609980125900226560,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",609980125900226560,मेरे चुप रहने से नाराज ना हुआ करो..| कहते हैं लोग| टूटे हुए लोग अक्सर खामोश रहते हैं.. #heartbroken | 💔💔😐💔💔,2015-06-14T07:06:09.000Z,Twitter for Android,573423239,hi,#heartbroken,,,{'place_id': '7929cea6bd5b32bd'},
everyone,609979784064438275,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",609979784064438275,ताल्लुक 😍😘हो तो 👤 रूह से👤 रूह का हो;💝| ❤दिल तो 😞अकसर एक😔 दूसरे से भर जाया करते हैं।..😑 #love #heartbroken,2015-06-14T07:04:48.000Z,Twitter for Android,573423239,hi,#heartbroken,,,{'place_id': '7929cea6bd5b32bd'},
everyone,609047281359179777,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",609047281359179777,Yaad Karugi Menu Jado Koi Bahla Pyar Karu 😳😘😚 Par Khush Hou Jad Koi Paise wala pyar karu 🎁🙏$$$$$$ #HeartBroken #Alone #MissingU #PlsCall,2015-06-11T17:19:22.000Z,Twitter for Android,180307477,hi,#heartbroken,,,,
everyone,608885119856726016,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",608885119856726016,उदासिया बढती जा रही है मेरी दिन ब दिन...| महेसूस हो रहा है भुलता जा रहा है कोई धीरे धीरे... #heartbroken| @someuser,2015-06-11T06:34:59.000Z,Twitter Web Client,325654517,hi,#heartbroken,,,{'place_id': '6d86f195adaa42fb'},
everyone,608512155306975232,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",608512155306975232,Ane mechchara tharuna kello ai lamai wada gena..| #heartbroken,2015-06-10T05:52:58.000Z,Twitter for Android,2265283944,hi,#heartbroken,,,{'place_id': '173c2bb9d42baaa5'},
everyone,606899388980461569,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",606899388980461569,इतनी बदसलूकी ना कर ऐ जिदंगी ... हम कौन सा यहाँ बार बार आने वाले है ... #heartbroken,2015-06-05T19:04:24.000Z,Twitter for Android,573423239,hi,#heartbroken,,,{'place_id': '7929cea6bd5b32bd'},
everyone,604311734560505856,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",604311734560505856,जब से उसने मुझे छोडा है| .| .| न बैटरी लो होती है न बैलेंस.....😉😂😂😃😜 #funny #love #heartbroken,2015-05-29T15:41:59.000Z,Twitter for Android,573423239,hi,#heartbroken,,,{'place_id': '7929cea6bd5b32bd'},
everyone,603392156120690688,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",603392156120690688,Tujhe bhula diya oo...| Phir teri yaado ne| Mujhe rulaa diya| #HeartBroken #Sad| #Loveiswasteoftime,2015-05-27T02:47:55.000Z,Twitter for Android,1399812252,hi,#heartbroken,,,{'place_id': '48c0f74f6d819e70'},
everyone,602513095114776576,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",602513095114776576,Unhen udas rehna acha lagta hai ab.. wo sth nhe to kuch khas nhe #alone #sad #heartbroken,2015-05-24T16:34:50.000Z,Twitter for Android,761248718,hi,#heartbroken,,,,
everyone,602367881129537537,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",602367881129537537,दे दिया इश्क़ की नौकरी से इस्तीफ़ा हमनें..के अभी उम्र नहीं ...इतनें गम कमाने की....!!🌺🌺🌺 #love #heartbroken,2015-05-24T06:57:48.000Z,Twitter for Android,573423239,hi,#heartbroken,,,,
everyone,602091511560286209,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",602091511560286209,"जेना माटे छोड्या ता श्वास,!| ए पूछे छे कोनी छे आ लास|     ..... 🌺🌺🌺..... #love #heartbroken",2015-05-23T12:39:37.000Z,Twitter for Android,573423239,hi,#heartbroken,,,,
everyone,602090057529368576,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",602090057529368576,"जब भी मेरी कलम कोई आह भरती है.,| | पता नहीं ये दुनिया क्यूं वाह-वाह करती है.. #love #heartbroken",2015-05-23T12:33:50.000Z,Twitter for Android,573423239,hi,#heartbroken,,,,
everyone,601100595576078336,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",601100595576078336,Jab bhi mai use dekhta hoon aur phir yehi sochta hoon| Ek Mohabbat aur Sahi| #LoveAgain #Heartbroken,2015-05-20T19:02:04.000Z,Facebook,1019494849,hi,#heartbroken,,,,
everyone,600951447061049344,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 2, 'quote_count': 0}",600953401904496640,@someuser Omg!!!!😫😫 So Sad News. Mujhe bhi Rona aa raha ye news sunkar.😭😭😭😭😭 #heartbroken💔💔,2015-05-20T09:17:10.000Z,Twitter for Android,2322069402,hi,#heartbroken,"[{'type': 'replied_to', 'id': '600951447061049344'}]",2901576898,,
everyone,599809240887205889,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",599809240887205889,"वाह रे महबूब बड़ी जल्दी ख्याल आया मेरा ,| अब बस भी करो चूमना , उठने दो जनाजा मेरा ।।| #heartbroken #अधूरीकहानी | #Ri_Tum #Ri_JaneNa #Ri_U..",2015-05-17T05:30:41.000Z,Twitter for Android,325654517,hi,#heartbroken,,,,
everyone,598795224396226561,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",598795224396226561,"मुझे किसी के बदल जाने का गम नही ,| बस कोई था,| जिस पर खुद से ज्यादा भरोसा था...#heartbroken💔 #AdhuriKahani",2015-05-14T10:21:21.000Z,Twitter for iPhone,632337075,hi,#heartbroken,,,{'place_id': '5eefdd08491a1c89'},
everyone,598772775055007744,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",598772775055007744,पाँव सूखे हुए पत्तों पर ज़रा अदब से रखना...धुप में मांगी थी तुमने पनाह इनसे भी कभी। #Heartbroken,2015-05-14T08:52:08.000Z,Twitter for Android,170855730,hi,#heartbroken,,,,
everyone,598132348463419394,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",598132348463419394,"@someuser nazrein karam ab mujhpar bhi karde #Stunned #Mirzaa #Heartbroken #Mirzaa 😥 ,his #Mohtarmaa being #Shehzaadi.| #Intensity👌",2015-05-12T14:27:19.000Z,Twitter for Android,2390538438,hi,#heartbroken,,206809060,"{'coordinates': {'type': 'Point', 'coordinates': [88.3735617, 22.4756295]}, 'place_id': '70957ac3123b3249'}",
everyone,597300946931195904,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",597300946931195904,"Kime samjhaanwa, kithe leke jaanwa| Dukh diya baatan nu| Na koi rang na koi noor hai| Zindagi jard hai| Haaye tere jaan da dard hai #Heartbroken",2015-05-10T07:23:37.000Z,Twitter for Android,1035489722,hi,#heartbroken,,,,
everyone,596957047406505985,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",596957047406505985,"दिल के टुकड़े-टुकड़े कर के, मुस्कुरा के चल दिए..| | #Hindi #Shair #heartbroken #Shayri| | #हिन्दी #शायरी| | #Bollywood #Sad #Song",2015-05-09T08:37:05.000Z,Twitter for Android,336151924,hi,#heartbroken,,,,
everyone,595882701879545856,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",595882701879545856,Bhai ko Jail ho gayi....| | Noooooo.....| | @someuser| | #heartbroken,2015-05-06T09:28:01.000Z,Twitter for Android,211293968,hi,#heartbroken,,,,
everyone,595880937407188992,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",595880937407188992,#SalmanVerdict My prayers for Bhajrangi Bhai Jaan...Insha Allah he will be bailed out.#heartbroken #IStandWithSalmanKhan #Dieheartfansallu,2015-05-06T09:21:01.000Z,Twitter for iPhone,366388461,hi,#heartbroken,,,,
everyone,595870289839443968,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",595870289839443968,#Government galti hai joh poor people ko footpath peh sulaya....bhai ki koi galti nahi ohh jaan mujhkar nahi kiya.... #HeartBroken now..,2015-05-06T08:38:42.000Z,Facebook,297858706,hi,#heartbroken,,,,
everyone,594945125777690624,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",594946645537624064,@someuser kya uncle aapse us din complain ki thi apne kuch dhyaan hi nahi diya #Heartbroken 😔,2015-05-03T19:28:28.000Z,Twitter for Android,3196316667,hi,#heartbroken,"[{'type': 'replied_to', 'id': '594946117139202048'}]",3092395402,,
everyone,594899822261379072,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",594899822261379072,"याद करने की मैने हद कर दी लेकिन,| भूल जाने में तुम भी कमाल करती हो..... #heartbroken",2015-05-03T16:22:24.000Z,Twitter for Android,573423239,hi,#heartbroken,,,,
everyone,594498814716747776,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",594498814716747776,"तेरी बेरुख़ी ने छीन ली है शरारतें मेरी,| और लोग समझते है की मैं सुधर गया हूँ।| #Heartbroken",2015-05-02T13:48:57.000Z,Twitter for Android,2531996570,hi,#heartbroken,,,,
everyone,590598231429672962,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",590598977927651329,@someuser Tou Aur kon jatay hain #Heartbroken,2015-04-21T19:32:23.000Z,Twitter for Android,152014234,hi,#heartbroken,"[{'type': 'replied_to', 'id': '590598231429672962'}]",2267435569,,
everyone,590429744023212032,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",590429744023212032,Umar bar hum yunhe galti karte rahe Galib......| Dhool chehre p thi aur hum aayena saaf kr rahe thy..... #HeartBroken,2015-04-21T08:19:55.000Z,Twitter for Android,529362715,hi,#heartbroken,,,,
everyone,589824634293366785,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",589824634293366785,#zordarseries Kuch ziada he zordar hogai #heartbroken @someuser,2015-04-19T16:15:25.000Z,Twitter for Android,2396718050,hi,#heartbroken,,,,
everyone,589156591116558336,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",589156591116558336,Moaziz Sarif Aap ka maujodah balance kaam hai :/| #heartbroken #HurtingText,2015-04-17T20:00:51.000Z,Twitter for Android,1281707696,hi,#heartbroken,,,,
everyone,589103932825178112,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",589103932825178112,Pyar ko paise se taulne wala pyar sachcha nhi hota 😞 #heartbroken,2015-04-17T16:31:37.000Z,Twitter for Android,211852007,hi,#heartbroken,,,,
everyone,587987339932073985,"{'retweet_count': 1, 'reply_count': 2, 'like_count': 3, 'quote_count': 0}",588192617516630017,@someuser Mujhe 2 saal ho jaynge twitter pe with YOU..aajtak aise pyaar se sweetheart nahi bulaya kabhi bhi Siddy 😢😢💔💔😭😭| #Heartbroken,2015-04-15T04:10:22.000Z,Twitter for Android,1629362336,hi,#heartbroken,"[{'type': 'replied_to', 'id': '587994181273948160'}]",1396961022,,
everyone,588064037394579456,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",588064037394579456,My chachuuuu... . Muhammad Gulzar Nowshay. ;)| #lifestyle #heartbroken #instalike #instafamily... http://someurl,2015-04-14T19:39:26.000Z,Instagram,383944568,hi,#heartbroken,,,,
everyone,586367899939516416,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",586367899939516416,Tom Yam Kung + Pad Thai #Hatyai #Holiday #HeartBroken #Alone http://someurl,2015-04-10T03:19:36.000Z,Instagram,422418717,hi,#heartbroken,,,,
everyone,584946061258559488,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",584946061258559488,~मैने उससे कहा आज झूठ बोलने का दिन है....| वो मुस्कुरा कर बोली कि तुम मेरे हो.... #love #heartbroken,2015-04-06T05:09:43.000Z,Twitter for Android,573423239,hi,#heartbroken,,,,
everyone,583659288595472384,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",583659288595472384," Vul ami vabechi onek ... swopne , sob poth e vul chilo | e sokal ... janiye dilo , sob vul vangiye dilo ...   #Heartbroken",2015-04-02T15:56:32.000Z,Facebook,2359707786,hi,#heartbroken,,,,
everyone,583092948809572353,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",583092948809572353,"एक खेल रत्न उसको भी दिलवा दो ,.| | दोस्तो ????...... | | बड़ा अच्छा खेलती हैं वो दिल से.  #HeartBroken #Shayari",2015-04-01T02:26:06.000Z,Twitter for Android,170192261,hi,#heartbroken,,,,
everyone,582344162625916928,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",582344162625916928,RT Iam_Prerna: Baaki sab thik hai ArvindKejriwal sir par Ashutosh sir ko Lokpal kyo nahi banaya :( #Disappointed #Heartbroken,2015-03-30T00:50:42.000Z,IFTTT,2709169633,hi,#heartbroken,,,,
everyone,582343455021486080,"{'retweet_count': 27, 'reply_count': 4, 'like_count': 18, 'quote_count': 0}",582343455021486080,Baaki sab thik hai @someuser sir par  Ashutosh sir ko Lokpal kyo nahi banaya :( #Disappointed #Heartbroken,2015-03-30T00:47:53.000Z,Twitter for Android,101149451,hi,#heartbroken,,,"{'coordinates': {'type': 'Point', 'coordinates': [77.2262696, 28.5551822]}, 'place_id': '317fcc4b21a604d5'}",
everyone,581897726561927168,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",581897726561927168,"Jeena Aasan Tu Nahi Tujh Se Bichar Kar| Lekin,,,* - *Apne Haathon Ki Lakeeron Ko| Mitaon Kesey...? -| #heartbroken#alone",2015-03-28T19:16:43.000Z,Mobile Web (M2),3063325926,hi,#heartbroken,,,,
everyone,581710698926895104,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",581710698926895104,Usne kameeno ko laat marke dikha diya. #Heartbroken #AKIsDeadToMe,2015-03-28T06:53:32.000Z,Twitter for iPad,206007377,hi,#heartbroken,,,,
everyone,581395145850941442,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",581395145850941442,DIL JALE.... harko aashiq aahe DIL JALE 💔:( #DilJaleAashiq #HeartBroken #YouKilledMe http://someurl,2015-03-27T09:59:39.000Z,Instagram,861732384,hi,#heartbroken,,,,
everyone,581355349640290304,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",581355349640290304,WTF!!!!!!!| Shahid Kapoor ne shadi ke liye haan kar di..?? Nahiiiiiiiiiiiiiiiiiiin :( :( | | #HeartBroken !!,2015-03-27T07:21:31.000Z,Twitter for Android,2235504120,hi,#heartbroken,,,,
everyone,581158350131363840,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",581158350131363840,"Sasha yeh tune kya kiya, maar daala mujhe 💔 #HeartBroken",2015-03-26T18:18:42.000Z,Twitter for Android Tablets,861732384,hi,#heartbroken,,,,
everyone,581157498859565056,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",581157498859565056,Dard dillon ke kam ho jaatey... Shahid ke wedding news nahin suntey 💔 #HeartBroken #GettingEmotional,2015-03-26T18:15:19.000Z,Twitter for Android Tablets,861732384,hi,#heartbroken,,,,
everyone,581081861100855296,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",581081861100855296,"Khel khatam, sab kuch hazam #heartbroken",2015-03-26T13:14:46.000Z,Twitter for iPhone,288910835,hi,#heartbroken,,,,
everyone,581070737978490880,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",581070737978490880,"Aye mohabbat tere anjaam pe rona aaya, jaane kyun aaj tere naam pe rona aaya. #IndvsAus. #HeartBroken",2015-03-26T12:30:34.000Z,Fenix for Android,133704853,hi,#heartbroken,,,,
everyone,581060463875616768,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",581060463875616768,Jab Dhyaan Bhabhi pe rahega to yahi hoga na.. #WeGaveItBack #HeartBroken!,2015-03-26T11:49:44.000Z,Twitter Web Client,1003737799,hi,#heartbroken,,,,
everyone,581017683388301312,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",581017683388301312,Usss ladki ki bass ek zhalak dikha di aur kohli chala gaya.....!!| Shitssss i just cant belive this | #heartbroken..😢😢,2015-03-26T08:59:45.000Z,Twitter for Android,330395803,hi,#heartbroken,,,,
everyone,581001188352491520,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",581001188352491520,Aisa bhi hota hai... #heartbroken,2015-03-26T07:54:12.000Z,Twitter for Android,22464121,hi,#heartbroken,,,,
everyone,580728353172242433,"{'retweet_count': 1, 'reply_count': 2, 'like_count': 2, 'quote_count': 0}",580736696007819264,Mujhe laga tha Arnab Twitter pe aa raha hai | Cheating hai ye to | #heartbroken #sad #Disappointed @someuser @someuser @someuser,2015-03-25T14:23:12.000Z,Twitter Web Client,101149451,hi,#heartbroken,"[{'type': 'replied_to', 'id': '580728353172242433'}]",240649814,,
everyone,580620230013112320,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",580620230013112320,वो किताबों में दर्ज था ही नहीं ..| सिखाया जो सबक ज़िंदगी ने .. #heartbroken,2015-03-25T06:40:24.000Z,Twitter for Android,573423239,hi,#heartbroken,,,,
everyone,580443574992502784,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",580443574992502784,Vaishno Devi se aakey ye kkabar Miley gi socha na tha... #ShahidKapoor think again.. 😢 #Heartbroken 💔💔,2015-03-24T18:58:27.000Z,Twitter for Windows Phone,181874172,hi,#heartbroken,,,,
everyone,580382673006252032,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",580382673006252032,Teri shaadi ki news pe roney ka..... MUJHE HAQ HAI 😭💔 #HeartBroken,2015-03-24T14:56:26.000Z,Twitter for Android Tablets,861732384,hi,#heartbroken,,,,
everyone,580285060089188353,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",580285060089188353,Dil ke armaan aansooaun mein beh gaye !! #RIPZaaraSana #HeartBroken 💔,2015-03-24T08:28:34.000Z,Twitter for Android Tablets,861732384,hi,#heartbroken,,,,
everyone,580060160460136448,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",580060160460136448,Yeh ACTOR log SHAADI kyun kartey hain? Mere jaisi STUPIDS ka DIL todney ke liye 💔😭 #HeartBroken #RIPZaaraSana,2015-03-23T17:34:53.000Z,Twitter for Android Tablets,861732384,hi,#heartbroken,,,,
everyone,578899660506464256,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",578899660506464256,Nadan parinday ghar ajaa...| | #ICCWorldCup2015  #PakvsAus  #heartbroken,2015-03-20T12:43:29.000Z,Twitter for Android,142618254,hi,#heartbroken,,,,
everyone,578855796378763264,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",578855796378763264,Matt dikhaoo yeh baar baar :((( #HEARTBroken,2015-03-20T09:49:11.000Z,Twitter Web Client,379056806,hi,#heartbroken,,,,
everyone,578806485662056448,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",578806485662056448,Phir se game utha dein ka to nhi pata lekin aisi performance ne game pe se bharosa zaroor utha diy! #PakvsAus #PCB2K15 #heartbroken #losing,2015-03-20T06:33:14.000Z,Twitter for Android,2375340716,hi,#heartbroken,,,,
everyone,578573143050080256,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",578573143050080256,याद नहीं वो रूठी थी या मैं रूठा था| बस साथ हमारा जरा सी बात पे छूटा था... #love #heartbroken,2015-03-19T15:06:01.000Z,Twitter for Android,573423239,hi,#heartbroken,,,,
everyone,577735470605418497,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",577735470605418497,💜💕| कुछ इस अदा से तोड़े है ..ताल्लुक उसने ..!!!!!|  ...कि|  एक मुद्दत से ढूंढ़ रहा हूँ ..कसूर अपना .!!!!🍂🌹 #heartbroken,2015-03-17T07:37:24.000Z,Twitter for Android,573423239,hi,#heartbroken,,,,
everyone,577130940197048320,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",577130940197048320,"वो यूं ही रूठ गए,सारे अरमान मेरे टूट गए.नफरत का ढोंग ऐसा दिखाया,कि वो पत्थर बनकर जीने लगे,और हम शीशा बनकर टूट गए.#love #heartbroken",2015-03-15T15:35:13.000Z,Twitter for Android,573423239,hi,#heartbroken,,,"{'coordinates': {'type': 'Point', 'coordinates': [72.8434865, 19.239496]}, 'place_id': '7929cea6bd5b32bd'}",
everyone,577130688048050176,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",577130688048050176,बरसो से कायम है इश्क अपने उसुलो पे..| ये कल भी तकलीफ देता था ये आज भी तकलीफ देता है.. #love #heartbroken #fact,2015-03-15T15:34:13.000Z,Twitter for Android,573423239,hi,#heartbroken,,,"{'coordinates': {'type': 'Point', 'coordinates': [72.8435051, 19.2394654]}, 'place_id': '7929cea6bd5b32bd'}",
everyone,574588748224053248,"{'retweet_count': 8, 'reply_count': 6, 'like_count': 7, 'quote_count': 0}",574588748224053248,बीजेपी में सब मोदी भक्त है लेकिन आप में अब एक ओर अरविन्द भक्त तो दूसरी ओर YY PB भक्त !!| #Heartbroken,2015-03-08T15:13:27.000Z,Twitter for Android,808614038,hi,#heartbroken,,,,
everyone,573207130578161666,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",573207130578161666,एक बात हमेशा याद रखना| | ढूंढने पर वही मिलेंगे| जो खो गए थे| | वो कभी नहीं मिलेंगे| जो बदल गए है  #love #heartbroken,2015-03-04T19:43:24.000Z,Twitter for Android,573423239,hi,#heartbroken,,,,
everyone,573103874803810304,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",573103874803810304,दुनिया मैं बहुत लोग आते | हैं और जाते हैं मगर चौट | अक्सर अपने हि दिया करते हैं !!!🌻🌹🌻 #love #heartbroken,2015-03-04T12:53:06.000Z,Twitter for Android,573423239,hi,#heartbroken,,,,
everyone,572456803755139072,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",572456803755139072,इंसान कम थे ? जो अब..| कलाईमेट भी धोखा देने लगा..!| 💔 #heartbroken #love,2015-03-02T18:01:52.000Z,Twitter for Android,573423239,hi,#heartbroken,,,"{'coordinates': {'type': 'Point', 'coordinates': [72.8433862, 19.2394307]}, 'place_id': '7929cea6bd5b32bd'}",
everyone,572405984984866817,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",572411644518649856,@someuser @someuser अगर आप j&k की इलेक्शन लड़ते तो j&k का cm pak को थैंकयू नई बोलता #heartbroken #anti-nationals,2015-03-02T15:02:25.000Z,Twitter for Android,533096624,hi,#heartbroken,"[{'type': 'replied_to', 'id': '572405984984866817'}]",141633175,,
