lang,conversation_id,id,created_at,public_metrics,author_id,source,text,reply_settings,search_query,in_reply_to_user_id,geo,referenced_tweets
en,813649814776791040,813649814776791040,2016-12-27T07:36:47.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",539662850,Twitter for iPhone,Cant wait to go home . #annoyed,everyone,#annoyed,,{'place_id': 'c47c0bc571bf5427'},
en,813645098349039616,813645098349039616,2016-12-27T07:18:02.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1722922422,Twitter for iPhone,Will be totally fine if I go through 2017 without dealing with airports.     #annoyed. #delayed,everyone,#annoyed,,,
en,813638838505656320,813638838505656320,2016-12-27T06:53:10.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 1}",263997415,Twitter for iPhone,If you say this is my aesthetic youre actually retarded. Aesthetic is a fucking adjective #annoyed.,everyone,#annoyed,,,
en,813629703164600320,813629703164600320,2016-12-27T06:16:52.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",3283321952,Twitter for Android,"I had to cut my hair for the us visa intrview & since then, it hasnt grown so much. Its been a fucking month. Tired of waiting #Annoyed",everyone,#annoyed,,,
en,813628822159405056,813628822159405056,2016-12-27T06:13:22.000Z,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",795304303,Twitter for iPhone,@someuser @someuser told me 8min for pickup at @someuser its been 25min and still waiting #annoyed #ugh #fixyourapp 😡😡,everyone,#annoyed,569569550,,
en,813627737365770241,813627737365770241,2016-12-27T06:09:03.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",174800990,Twitter for iPhone,Team #annoyed,everyone,#annoyed,,,
en,813612554329223168,813612554329223168,2016-12-27T05:08:43.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",807086296242016256,Twitter Web Client,Really wish I could smoke a bowl right now #annoyed #stressed,everyone,#annoyed,,,
en,813612417984839680,813612417984839680,2016-12-27T05:08:11.000Z,"{'retweet_count': 2, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",127170179,Twitter for Android,@someuser appreciate the marketing strategy. But spamming me with 2-3 sms every morning is just too much. #Annoyed #Justaconsumer,everyone,#annoyed,4921198549,,
en,813604954493554688,813604954493554688,2016-12-27T04:38:31.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1217207876,Twitter for iPhone,You can make time for other friends but every time we plan to hangout you flake 😂 #annoyed,everyone,#annoyed,,,
en,813601955746578432,813601955746578432,2016-12-27T04:26:36.000Z,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",93012370,Twitter for iPhone,@someuser when is you app going to start working again? #annoyed,everyone,#annoyed,50596222,,
en,813601492884144133,813601492884144133,2016-12-27T04:24:46.000Z,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",419200241,Twitter Web Client,Working on getting this damned virus off of my computer before it takes away all of my videos for YouTube. #annoyed,everyone,#annoyed,,,
en,813599796363661312,813599796363661312,2016-12-27T04:18:02.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",761621826,Twitter for Android,The Lord is testing me today #annoyed 😒,everyone,#annoyed,,,
en,813593199268732930,813593199268732930,2016-12-27T03:51:49.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2849102541,Twitter for iPhone,I have the urge to go ghost again and change my number. #Annoyed,everyone,#annoyed,,,
en,813581808461697026,813581808461697026,2016-12-27T03:06:33.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",727282699317080064,Twitter for iPhone,Currently- Hella cozy.  Also- hate when I say hella.  #hella #annoyed,everyone,#annoyed,,,
en,813580720660709376,813580720660709376,2016-12-27T03:02:14.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",3303177597,Twitter for Android,"I like dogs as much as anyone, but not their poop all over the sidewalks and grass.  Use the dog park, plz. #annoyed",everyone,#annoyed,,,
en,813575129955532804,813575129955532804,2016-12-27T02:40:01.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",90979851,Twitter for Android,When you place your order on @someuser  and an hour later they come back and tell you that half the stuff you order is sold out #annoyed,everyone,#annoyed,,{'place_id': '1010ecfa7d3a40f8'},
en,813562320358166530,813562320358166530,2016-12-27T01:49:07.000Z,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",928445305,Twitter for Android,"I wish the @someuser app didnt suck right now. Yes, I did place it and yes, I paid for it. But guess what I dont have, pizza #Annoyed",everyone,#annoyed,,,
en,813561383849758720,813561383849758720,2016-12-27T01:45:23.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",304398292,Twitter for iPhone,When your only making dinner for your family and of course there over and have too eat #annoyed,everyone,#annoyed,,,
en,813559108217487360,813559108217487360,2016-12-27T01:36:21.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",53812566,Twitter for iPhone,@someuser i really dont understand why it took 4 hours to get some service at the Apple Store. #annoyed,everyone,#annoyed,3309375033,,
en,813550578613780482,813550578613780482,2016-12-27T01:02:27.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2331938342,Twitter for iPhone,So apparently Im spending the New Years Eve alone HA way to start your year! 😬 #annoyed,everyone,#annoyed,,,
en,813548316269101056,813548316269101056,2016-12-27T00:53:28.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2331213396,Twitter for Android,#IHateToWhineBut ... Who am I kidding? I love to whine.| #BitchMoanCarryOn #Annoyed #ItsWhoIAm,everyone,#annoyed,,,
en,813547637756411904,813547637756411904,2016-12-27T00:50:46.000Z,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",1597441621,Twitter for iPhone,Hey twitter can you please stop posting ads that way I can actually do tweets from people I follow? #fuckoffads #annoyed #🙄,everyone,#annoyed,,,
en,813545949767331840,813545949767331840,2016-12-27T00:44:04.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",329117126,Twitter for iPhone,@someuser how come I cant sign into the capture app? Or even reset my password? #annoyed,everyone,#annoyed,32340023,,
en,813544709411012608,813544709411012608,2016-12-27T00:39:08.000Z,"{'retweet_count': 1, 'reply_count': 2, 'like_count': 3, 'quote_count': 0}",115833409,Twitter for iPhone,Me: Hey guys lets stop somewhere to eat? Im hungry.. | Them: we just ate| ...we ate at noon... 7 hours has freaking passed!! #annoyed,everyone,#annoyed,,,
en,813539381940195328,813539381940195328,2016-12-27T00:17:58.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",23378725,Twitter for iPhone,Finally home alone.. #thankgod #annoyed #asf,everyone,#annoyed,,{'place_id': 'b98acb4e130f102d'},
en,813535849702969344,813535849702969344,2016-12-27T00:03:55.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",171783559,Twitter for iPhone,Where is the support for small businesses?  We pay high taxes and can barely afford healthcare. #annoyed,everyone,#annoyed,,,
en,813528286823378945,813528286823378945,2016-12-26T23:33:52.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",729718032,Twitter for iPhone,SICK OF CAE BEING FORCED TO WORK OUT SOS #annoyed,everyone,#annoyed,,,
en,813523892652240896,813523892652240896,2016-12-26T23:16:25.000Z,"{'retweet_count': 6, 'reply_count': 0, 'like_count': 8, 'quote_count': 0}",794518068030369792,Twitter for iPhone,People just dont understand that this is where their food comes from.#annoyed http://someurl,everyone,#annoyed,,,
en,813512773590274048,813512773590274048,2016-12-26T22:32:14.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2508805099,Twitter Web Client,its been like that for like 2 and half years #annoyed,everyone,#annoyed,,,
en,813511069255794688,813511069255794688,2016-12-26T22:25:27.000Z,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",142109798,Twitter for Android,"Yeah, Im done with guys. #boys #annoyed",everyone,#annoyed,,,
en,813510671140790273,813510671140790273,2016-12-26T22:23:52.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 6, 'quote_count': 0}",171778728,Twitter for iPhone,Ive learned today that Verizon and Buffalo Wild Wings need a new employee training program #annoyed #activiatemyphone #whereismybeer,everyone,#annoyed,,,
en,813509371795742721,813509371795742721,2016-12-26T22:18:43.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",583594284,Twitter for iPhone,Having an appointment at Apple is literally pointless. They still run on a first come first serve basis. #dumb #annoyed #whybother,everyone,#annoyed,,,
en,813505645580161024,813505645580161024,2016-12-26T22:03:54.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",86086719,Twitter for Android,I didnt get the straight-fucking-answer-to-the-straight-fucking-question I asked for Christmas 😂! #firstworldproblems #peeves #annoyed,everyone,#annoyed,,,
en,813502392847056896,813502392847056896,2016-12-26T21:50:59.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",458631261,Twitter for iPhone,@someuser why do you advertise a price & increase it by $1500 at time of booking? Be transparent! #annoyed @someuser @someuser,everyone,#annoyed,15519886,,
en,813500275638013952,813500275638013952,2016-12-26T21:42:34.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",3010792629,Twitter for iPhone,When did having an opinion become a bad thing? Apparently when you voice it #familyfrustration #annoyed,everyone,#annoyed,,,
en,813498722952900609,813498722952900609,2016-12-26T21:36:24.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",780542793923989504,Twitter Web Client,That moment when you want to watch something but your internet wont work.... #annoyed  >.<,everyone,#annoyed,,,
en,813497040374206466,813497040374206466,2016-12-26T21:29:43.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",94948063,Twitter for Android,U better check yourself before you wreck yourself!!! #MondayMood #annoyed,everyone,#annoyed,,,
en,813494410289807360,813494410289807360,2016-12-26T21:19:16.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",120487252,Twitter for Android,If #witnessfortheprosecution is only 2 hours long why split it #annoyed,everyone,#annoyed,,{'place_id': '7a6fb7508ad50ef3'},
en,813492517303943172,813492517303943172,2016-12-26T21:11:44.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",15291572,Twitter for Android,When every other person in the waiting room has been called except you....even the ones that came in after you. :/ #impatient #annoyed,everyone,#annoyed,,,
en,813492438337724416,813492438337724416,2016-12-26T21:11:25.000Z,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",21102647,Twitter for iPhone,"@someuser Hi I placed an order before 6pm on 20th & my order wont arrive till Wednesday, This was one of the main present #angry #annoyed",everyone,#annoyed,255993438,{'place_id': '08be9e4ebe3d037d'},
en,813487995785478144,813487995785478144,2016-12-26T20:53:46.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",248829852,Twitter Web Client,I hate endless scroll when Im just trying to click a damn link in the footer...| #jQuery #Webdesign #annoyed,everyone,#annoyed,,,
en,813487883499802628,813487883499802628,2016-12-26T20:53:19.000Z,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",355741792,Twitter for iPhone,So cant play @someuser because the servers are at capacity!! Sort yourselves out @someuser #annoyed,everyone,#annoyed,,,
en,813481843265662977,813481843265662977,2016-12-26T20:29:19.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",512557876,Twitter for Android,Why do airlines suggest arriving 4hrs early if there is no agent available to check you in @someuser #wasteoftime #annoyed,everyone,#annoyed,,,
en,813478628017270784,813478628017270784,2016-12-26T20:16:33.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",4885758683,Twitter for iPhone,Why cant you live your life without disturbing me???... #annoyed 😩😩😩,everyone,#annoyed,,{'place_id': '3797791ff9c0e4c6'},
en,813477158093996032,813477158093996032,2016-12-26T20:10:42.000Z,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",53678965,Echofon,Cannot stand people that brag 24.7 🙄 Likeeeeee what are you trying to prove? #annoyed,everyone,#annoyed,,,
en,813475040746422273,813475040746422273,2016-12-26T20:02:18.000Z,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",187796856,Twitter for iPhone,Thanks @someuser @someuser for another royal #screwup #delay #ANNOYED,everyone,#annoyed,,,
en,813474693768364033,813474693768364033,2016-12-26T20:00:55.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",42967064,Twitter for iPhone,Now I remember why I hate staying home for too long #annoyed,everyone,#annoyed,,,
en,813474238573133827,813474238573133827,2016-12-26T19:59:06.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",36836362,Instagram,That kind of day😡#grainbelt #beer #aggrivated #annoyed @ Elsies Bowling Center http://someurl,everyone,#annoyed,,"{'place_id': '8e9665cec9370f0f', 'coordinates': {'type': 'Point', 'coordinates': [-93.26627691, 44.99504812]}}",
en,813464683361533952,813464683361533952,2016-12-26T19:21:08.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",21204073,Twitter for iPhone,I have a terrible headache today... #ChristmasHangover #Annoyed,everyone,#annoyed,,,
en,813463001126862848,813463001126862848,2016-12-26T19:14:27.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",800728626396135424,Twitter for Android,"Based on my current wardrobe, my favorite color is Dog Hair.... 😒 #dogs #doghair #annoyed",everyone,#annoyed,,,
en,812868348220469252,813457270990176256,2016-12-26T18:51:41.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",799441508218781698,Twitter for Android,@someuser @someuser What did it used to take to be a #politicalcommentator? #Are you as #annoyed as I am about this #fraud?,everyone,#annoyed,799441508218781698,,"[{'type': 'replied_to', 'id': '813456878055264256'}]"
en,813456979523993602,813456979523993602,2016-12-26T18:50:31.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",554110374,Twitter for iPhone,I swear ppl have no fucking respect/regards for my fucking time...... nah we leaving all that shit 2016. Idgaf.  #annoyed,everyone,#annoyed,,,
en,813449885135474689,813449885135474689,2016-12-26T18:22:20.000Z,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",170246797,Twitter for Android,@someuser post ios update...my facetime is nt working on ipad...!!! how to fix d bug 😡 #annoyed !!,everyone,#annoyed,3309375033,,
en,813447685466456069,813447685466456069,2016-12-26T18:13:35.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",33880851,Twitter for Windows,My Public Diary ~ Music at workhttp://someurl #annoyed  #annoying,everyone,#annoyed,,,
en,813444255884705792,813444255884705792,2016-12-26T17:59:58.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",498179542,Twitter for iPhone,Wish I could show up to work whenever I wanted like everyone else here does. #annoyed,everyone,#annoyed,,,
en,813441984308400128,813441984308400128,2016-12-26T17:50:56.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",842462161,Twitter for Android,I cant seem to stomach how #City is playing. Seems like these dudes havent digested the turkey from last night #annoyed,everyone,#annoyed,,,
en,813441412528304128,813441412528304128,2016-12-26T17:48:40.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2955613275,Twitter for iPhone,#stagecoach strikes again! Thanks for not running the 109 which is the only bus that does that route! #annoyed #cold,everyone,#annoyed,,,
en,813441171993169920,813441171993169920,2016-12-26T17:47:43.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",293126109,Twitter Web Client,#Wham music recorded after 1984 has been shamefully minimized on American music television for decades.| #annoyed,everyone,#annoyed,,,
en,813433218288340992,813433218288340992,2016-12-26T17:16:06.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",26083697,Twitter Web Client,Do you know why the other guy ALWAYS loses the girl in the #kdrama?| BECAUSE HE WONT BE DIRECT WITH HER GODDAMNIT!!!| | #FeelsBadMan #annoyed http://someurl,everyone,#annoyed,,,
en,813431360744370176,813431360744370176,2016-12-26T17:08:43.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",628817714,Twitter for iPhone,This is the 2nd ticket Ive gotten coming to the track #annoyed,everyone,#annoyed,,,
en,813420580531765248,813420580531765248,2016-12-26T16:25:53.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",3314538335,Twitter for iPhone,Need another beer! #annoyed,everyone,#annoyed,,,
en,802951483595505664,813415089692872704,2016-12-26T16:04:04.000Z,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",784671423843463169,Twitter Web Client,@someuser #ptcl #annoyed  how much speed u alotted by ptcl?,everyone,#annoyed,284127592,,"[{'type': 'replied_to', 'id': '802951483595505664'}]"
en,813412208747102208,813412208747102208,2016-12-26T15:52:37.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",24360905,Twitter for iPhone,"@someuser ordering online and its a mess. Got in 9:05amEDT, waited virtual hr online, trying to checkout & error msg now #annoyed",everyone,#annoyed,15523283,,
en,813408926393913346,813408926393913346,2016-12-26T15:39:35.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",320371167,Twitter for iPhone,@someuser just been kicked out of your queue at only 1000 people ahead just go back on to 69246 #annoyed,everyone,#annoyed,19526809,,
en,813395786558013441,813395786558013441,2016-12-26T14:47:22.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",148514778,Twitter Web Client,I love @someuser but I havent been going much because of travel... the one club thats close to me is an extra $35 for the day. #Annoyed,everyone,#annoyed,,,
en,813394817111748608,813394817111748608,2016-12-26T14:43:31.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",14562882,Twitter for iPhone,My interest for @someuser pretty much went down the toilet when they changed our feed. Put it back to chronological order. 😬 #annoyed,everyone,#annoyed,,,
en,813394259076333568,813394259076333568,2016-12-26T14:41:18.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",806110639601176576,NewsMiM.com,Allardyces Palace annoyed by way of Deeney equaliser -- #Allardyces #Palace #annoyed #by... http://someurl http://someurl,everyone,#annoyed,,,
en,813393062437257216,813393768128847872,2016-12-26T14:39:21.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",760517944195571717,Twitter for iPad,@someuser Mine not working either????? #oufc #annoyed,everyone,#annoyed,464676141,,"[{'type': 'replied_to', 'id': '813393062437257216'}]"
en,813392076238946304,813392076238946304,2016-12-26T14:32:37.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",146455538,Twitter for iPhone,"@someuser peed off - queuing all morning for it to crash. Session id below. Lost place, now 55k. #grr #annoyed #lush #poorperformance http://someurl",everyone,#annoyed,19526809,,
en,813391392898772993,813391392898772993,2016-12-26T14:29:54.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",810638087130902528,Twitter for Android,Remember when you didnt have to install games into your systems? #pepperidgefarmremembers #annoyed #gamerproblems,everyone,#annoyed,,,
en,813388191185125376,813388191185125376,2016-12-26T14:17:11.000Z,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",119580233,Twitter for iPhone,@someuser 2 different planes. 2 different maintenance issues? Whats happening here?! #unhappy #annoyed #3hourdelay,everyone,#annoyed,6449282,,
en,813367045182095360,813367045182095360,2016-12-26T12:53:09.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",177120447,Twitter for iPhone,Almost 7 in the morning and cant sleep 😒😒😒 Im gonna be grumpy the whole day!! #annoyed,everyone,#annoyed,,,
en,813361631157747712,813363398046089216,2016-12-26T12:38:40.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",3298132325,Twitter for iPhone,"@someuser @someuser no it still doesnt Ive just tried, Ive tried 70 times to call #annoyed",everyone,#annoyed,19526809,,"[{'type': 'replied_to', 'id': '813363004309995520'}]"
en,813361800318160900,813361800318160900,2016-12-26T12:32:19.000Z,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",752841600968032256,Twitter for iPhone,"@someuser well one hour and 20 mins on hold. Given up, battery on phone died. #nothappyatall #annoyed",everyone,#annoyed,25007161,,
en,813355689011806208,813355689011806208,2016-12-26T12:08:02.000Z,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",140813542,Twitter for iPhone,@someuser So apparently no 3D at IMAX Mall of Africa and now still waiting for cinema to open for 2PM screening. #Annoyed,everyone,#annoyed,50596222,,
en,813349614392905728,813349614392905728,2016-12-26T11:43:54.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",4777579833,Twitter for iPhone,"@someuser sale on all flights... ooo Isreal here I come, oh all flights expect Israel 😡 #annoyed but mainly #upset",everyone,#annoyed,46697447,,
en,813342623272488960,813342623272488960,2016-12-26T11:16:07.000Z,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",1524724004,Twitter for iPhone,@someuser how long does it take for apple to check two factor authentication new phone n not even able to use it #annoyed,everyone,#annoyed,3309375033,,
en,809728823944216576,813329187385679872,2016-12-26T10:22:43.000Z,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",74026793,Twitter Web Client,@someuser another week and Im still waiting. Never through best brand in india will offer such worst services. #PoorResponse #annoyed,everyone,#annoyed,2890553761,,"[{'type': 'replied_to', 'id': '811113272145391616'}]"
en,813326898885431300,813326898885431300,2016-12-26T10:13:38.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",522332942,Twitter for iPhone,@someuser ordered 4 hash browns and only got 2. Only realised when I got to work. Always happens at the Regent Road one! #annoyed http://someurl,everyone,#annoyed,2248573141,,
en,813300779125653504,813300779125653504,2016-12-26T08:29:50.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",18893645,Twitter for iPhone,Pro:I finally watched #RogueOne Con:The people who were sitting next to me decided to talk though the ENTIRE MOVIE #annoyed,everyone,#annoyed,,{'place_id': '6f24e28976abe656'},
en,813294141396422656,813294141396422656,2016-12-26T08:03:28.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",321066061,Twitter for iPhone,If this Australian girl says literally one more time... I literally might strangle her... #Literally #annoyed #dinner #iHop #stop,everyone,#annoyed,,{'place_id': '4ec01c9dbc693497'},
en,813290836767084544,813290836767084544,2016-12-26T07:50:20.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",1601810946,Twitter for iPad,Im so #annoyed,everyone,#annoyed,,,
en,813284995900940288,813284995900940288,2016-12-26T07:27:07.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",166200966,Twitter for iPhone,"According to your mail, I shouldve got my net working by Saturday. Now what do I do? @someuser #annoyed #badservice #chennaites",everyone,#annoyed,,,
en,813277679038459904,813277679038459904,2016-12-26T06:58:03.000Z,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 4, 'quote_count': 0}",500154111,Twitter for iPhone,I have a full bottle of green apple crown and no one to take shots with #annoyed,everyone,#annoyed,,,
en,813275854302101504,813275854302101504,2016-12-26T06:50:48.000Z,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 4, 'quote_count': 0}",479149989,Twitter for iPhone,This is the pav that no one ate cuz my mother in law didnt bother to tell me that she was bringing one #annoyed http://someurl,everyone,#annoyed,,,
en,813270551418568704,813270551418568704,2016-12-26T06:29:43.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",630023727,Twitter for iPhone,When you call someone to vent to them but theyre too into the TV 😠#Annoyed .,everyone,#annoyed,,,
en,813253983124885508,813253983124885508,2016-12-26T05:23:53.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",416870721,Twitter for iPhone,Need some liquor in my system. 😒#Annoyed,everyone,#annoyed,,,
en,813253898819530753,813253898819530753,2016-12-26T05:23:33.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",339302200,Twitter for iPhone,Simply cannot stand nosy people... not everything I do or talk to or ehatevernis your business! #annoyed,everyone,#annoyed,,,
en,813247898733473792,813247898733473792,2016-12-26T04:59:43.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",810677191931559940,Twitter for iPhone,Lexi thinks Steph is better that Lebron #annoyed http://someurl,everyone,#annoyed,,,
en,813246040358944768,813246040358944768,2016-12-26T04:52:20.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",760333067093356544,Twitter for Android,Hate everyone #annoyed,everyone,#annoyed,,,
en,813235744349257728,813238776235311104,2016-12-26T04:23:28.000Z,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",963720697,Twitter for Android,@someuser What is happening in Rumuruti?  The power surges aargh..I now need a new laptop adapter and a new Tv.. #annoyed,everyone,#annoyed,147561402,,"[{'type': 'replied_to', 'id': '813236372324683777'}]"
en,813222862727299073,813222862727299073,2016-12-26T03:20:14.000Z,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",379948049,Twitter for iPhone,PSA: my tolerance is currently at an all time low #super #annoyed 🙄🤗🙃,everyone,#annoyed,,,
en,813222266704044032,813222266704044032,2016-12-26T03:17:51.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",387236119,Twitter for iPhone,Trying not to be a spoiled brat 🙄but i want my fucking phone fix 😑😒 #Annoyed,everyone,#annoyed,,,
en,813220159615709185,813220159615709185,2016-12-26T03:09:29.000Z,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",70434830,Twitter for iPhone,@someuser why is your internet so slow? #annoyed,everyone,#annoyed,89587925,,
en,813205743780458497,813205743780458497,2016-12-26T02:12:12.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",864885750,Twitter for Android,When youre trying to watch something and your mom thinks NOW is the best time to show you all her vacation photos with commentary #annoyed,everyone,#annoyed,,,
en,813205615879344128,813205615879344128,2016-12-26T02:11:42.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",3043794311,Twitter for iPhone,Fuckin same. #annoyed http://someurl,everyone,#annoyed,,,
