lang,conversation_id,id,created_at,public_metrics,author_id,source,text,reply_settings,search_query,in_reply_to_user_id,referenced_tweets,geo
nl,812689621977075712,812689621977075712,2016-12-24T16:01:19.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",772138977654632449,Twitter Web App,Net nog even voor de laatste kerstspullen naar de stad geweest. Ook nog een leuke nieuwe bril gekocht #happy,everyone,#happy,,,
nl,812685588222636032,812685588222636032,2016-12-24T15:45:17.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",171864818,Twitter Web Client,cheerleader hot sexy teen #happy teen http://someurl,everyone,#happy,,,
nl,812676881375969282,812676881375969282,2016-12-24T15:10:41.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",346064775,Twitter for Android,@someuser Zojuist aangekomen bij NH Maastricht. Super ontvangen en heel fraaie kamer. Complimenten! #Nh hotel #Maastricht #Happy,everyone,#happy,43338085,,{'place_id': '0e791fa47c6634a4'}
nl,812673377207013376,812673377207013376,2016-12-24T14:56:46.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",16106878,Instagram,"#happy #christmas #brussels #belgium #market #Ferriswheel @ Brussels, Belgium http://someurl",everyone,#happy,,,"{'place_id': '0653bb913c88c1ea', 'coordinates': {'type': 'Point', 'coordinates': [4.35, 50.85]}}"
nl,812657913021992960,812657913021992960,2016-12-24T13:55:19.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",324242232,Twitter for iPad,RT @someuser Zo terug kijkend op het jaar 2016 was het een geweldig jaar! Erg actief geweest met de Stads Imkerij en behoorlijk kunne...,everyone,#happy,,"[{'type': 'retweeted', 'id': '812655607035609088'}]",
nl,812655607035609088,812655607035609088,2016-12-24T13:46:09.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",2865705724,Twitter Web Client,Zo terug kijkend op het jaar 2016 was het een geweldig jaar! Erg actief geweest met de Stads Imkerij en behoorlijk kunnen investeren! #Happy,everyone,#happy,,,
nl,812650632201048064,812650632201048064,2016-12-24T13:26:23.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",348606842,Instagram,"Als je met kindjes moet spelen haha | #kindje #zijn #retrica #happy @ Brugge, Belgium http://someurl",everyone,#happy,,,"{'place_id': '8f4af0a2f7f81f49', 'coordinates': {'type': 'Point', 'coordinates': [3.23333, 51.2167]}}"
nl,812642059291152384,812642059291152384,2016-12-24T12:52:19.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",86345401,Instagram,We spelen een spel! #xmas #happy #kids @ Home Houbaer-Parthoens http://someurl,everyone,#happy,,,"{'place_id': '4c3396acdfc80272', 'coordinates': {'type': 'Point', 'coordinates': [5.49417246, 50.83018781]}}"
nl,812630734020165632,812630734020165632,2016-12-24T12:07:19.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",586484747,Instagram,•BLIJ EI• #christmasvibes #smile #fun #couple #loveyou #happy #bearded #vlog #vlogger #hohoho... http://someurl,everyone,#happy,,,
nl,812622187437916160,812622187437916160,2016-12-24T11:33:21.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2889732898,Facebook,#Merry #Happy #Lovely #Hairtastic #Xmas ! De maand #December was een stuk gezelliger met jullie in onze nieuwe... http://someurl,everyone,#happy,,,
nl,812619283033423872,812619283033423872,2016-12-24T11:21:49.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",191779178,Twitter for iPhone,#happy #kado #dank @someuser @someuser Fijne #Feestdagen 🎁🎄🎁 http://someurl,everyone,#happy,,,
nl,812609373310779392,812609373310779392,2016-12-24T10:42:26.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",21919815,Instagram,Iemand heel blij met haar kado! | #birthdaygirl #present #holiday #iphoneonly #happy @ @someuser http://someurl,everyone,#happy,,,"{'place_id': 'ef0bc536202c76e3', 'coordinates': {'type': 'Point', 'coordinates': [5.84797588, 51.87948159]}}"
nl,812607448276148224,812607448276148224,2016-12-24T10:34:47.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",55265194,Twitter Web Client,Mjin weekend kan niet meer stuk!!| #happy,everyone,#happy,,,
nl,812593578933420032,812593578933420032,2016-12-24T09:39:41.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",106428165,Twitter for iPhone,"Blij dat ik toch alsnog de dure Solgar 5 HTP heb gekocht, al twee dagen goed geslapen en hebt idee dat mijn humeur ook beter is! #happy",everyone,#happy,,,
nl,812569802220990468,812569802220990468,2016-12-24T08:05:12.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2882447693,Hootsuite,Hoe je iemand blij kunt maken? Dat is echt niet zo ingewikkeld hoor! Met deze 5 tips doe je een ander goed! http://someurl #happy http://someurl,everyone,#happy,,,
nl,812558519132102656,812558519132102656,2016-12-24T07:20:22.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",86738429,Twitter Web Client,Ik heb geïnvesteerd in #Happy Earth op @someuser Help jij ook mee om dit project te laten slagen? http://someurl #crowdfunding,everyone,#happy,,,
nl,812494874566127620,812494874566127620,2016-12-24T03:07:28.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2803310654,Instagram,"Lets vroom vroom😋| #bangkok #life #happy #bangkoktaxi #memories @ Bangkok, Thailand http://someurl",everyone,#happy,,,"{'place_id': '00a7834164189296', 'coordinates': {'type': 'Point', 'coordinates': [100.494, 13.7522]}}"
nl,812458258992627713,812458258992627713,2016-12-24T00:41:58.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",801913730032431105,Twitter Web Client,Bijna klaar #RocherFerrero #cadeau #verjaardag #Luxecadeau #valentijn #moederdag #romantiek #Love #Happy #Uniek #Orgineel #Sweet #Speciaal http://someurl,everyone,#happy,,,
nl,812447715481309185,812447715481309185,2016-12-24T00:00:04.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",779269460540682240,metadaten,DANIEL HECHTER Shoes http://someurl #happy,everyone,#happy,,,
nl,812416552288931841,812416552288931841,2016-12-23T21:56:14.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",258522497,Instagram,Prettige Kerstdagen en een Gelukkig Nieuwjaar #merry #christmas #and #a #happy #newyear http://someurl,everyone,#happy,,,
nl,812411258230231040,812411258230231040,2016-12-23T21:35:12.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",3446368996,Twitter for iPhone,Jaaa. Ze zijn erbij!! 🎉 #happy,everyone,#happy,,,
nl,812395665674252288,812395665674252288,2016-12-23T20:33:14.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",800339594327662592,Instagram,Foute sokken zijn HOT!! #foutesokken #sok #oldschool #tattoo #hip #kerst #happy #fun 🎄🗝🆒🔝♥️ http://someurl,everyone,#happy,,,
nl,812382306409336832,812382306409336832,2016-12-23T19:40:09.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",758679319346614272,IFTTT,Weer iemand blij 😄gemaakt met twee mooie kussens! #happy #pillow #blij #kussen #homedecor ... http://someurl http://someurl,everyone,#happy,,,
nl,812371882863427584,812371882863427584,2016-12-23T18:58:44.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",175855527,Instagram,"Good vibes, good companies ❤🤗 #revendoazamigas #deontem #happy @ Scotch Bar Cheia de Graças http://someurl",everyone,#happy,,,"{'place_id': '8858a749db74a482', 'coordinates': {'type': 'Point', 'coordinates': [-40.69359564, -16.17841919]}}"
nl,812351255460855808,812351255460855808,2016-12-23T17:36:46.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",207720857,Twitter for iPhone,"5 (!!!!!!) kwartier buiten gelopen. Wel echt als een 🐌🐌🐌🐌, maar alsnog. #Happy",everyone,#happy,,,
nl,812343197506666496,812343197506666496,2016-12-23T17:04:45.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",63750441,Twitter for iPhone,Liefde gaat door mijn maag #Happy #birthday #salmon @someuser #moetmoment #Herent http://someurl,everyone,#happy,,,{'place_id': '99d25a6ed2dbc3f3'}
nl,812343160554868737,812343160554868737,2016-12-23T17:04:36.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",34302229,Instagram,#happy #Easter 🐰 🐥 superdruguk metronewspaper evening.standard  @someuser #soho #london... http://someurl,everyone,#happy,,,"{'place_id': '56c45474148ca4da', 'coordinates': {'type': 'Point', 'coordinates': [-0.13055, 51.51676]}}"
nl,812310571366367232,812310571366367232,2016-12-23T14:55:06.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",303848071,Twitter for iPhone,Een #stressloos maar vooral #Happy #2017 gewenst! http://someurl,everyone,#happy,,,
nl,812308758084939776,812308758084939776,2016-12-23T14:47:54.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",3164149661,Twitter for iPhone,Altijd leuk om een bericht te mogen ontvangen als bevestiging dat de klant tevreden is #happy http://someurl,everyone,#happy,,,{'place_id': '4d0554ad136c0b11'}
nl,812295206582239232,812295206582239232,2016-12-23T13:54:03.000Z,"{'retweet_count': 0, 'reply_count': 3, 'like_count': 4, 'quote_count': 0}",713460892793446400,Twitter for Android,Al vier dagen achter elkaar moeten werken... gelukkig geen school meer #happy,everyone,#happy,,,
nl,812277926305660928,812277926305660928,2016-12-23T12:45:23.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",4868600404,Instagram,Mijn nieuwe aanwinst 😄#happy #emaille. @ Dordrecht http://someurl,everyone,#happy,,,"{'place_id': '1c84aac3d2f93b48', 'coordinates': {'type': 'Point', 'coordinates': [4.67, 51.81]}}"
nl,812271073483952128,812271073483952128,2016-12-23T12:18:09.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",250311667,Twitter for iPhone,Eet met een goed geweten en geniet van je dierbaren #happy #kerstboodschap http://someurl,everyone,#happy,,,
nl,812267357787852800,812267357787852800,2016-12-23T12:03:23.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",217085202,Twitter for Android,Vakantie is begonnen! Q-time met mijn gezin en mijn familie. #dankbaar #family #happy http://someurl,everyone,#happy,,,{'place_id': '34b6fe9cd76250bc'}
nl,812259001530466304,812259001530466304,2016-12-23T11:30:11.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",354418312,Twitter for Android,Vanavond naar Jelle Cleymans!! 😀😀😀 | #Happy!,everyone,#happy,,,
nl,812242992337743872,812242992337743872,2016-12-23T10:26:34.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",100221593,Twitter for iPhone,In de vakantie mag ik fijn de nieuwe Mobile Studio Pro 16 uitproberen! #wacommobilestudiopro #wacom #happy http://someurl,everyone,#happy,,,{'place_id': '5c05687d9b3babc4'}
nl,812241296874209280,812241296874209280,2016-12-23T10:19:50.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",3096281787,Facebook,Gisteravond weer een leuk pre-kerstdiner mogen verzorgen in #Amstelveen. Vandaag weer op pad! #happy #thuisdiner... http://someurl,everyone,#happy,,,
nl,812225944387620864,812225944387620864,2016-12-23T09:18:50.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1050260904,Facebook,Lieve klanten #happy #rituals http://someurl,everyone,#happy,,,
nl,812217582166089728,812217582166089728,2016-12-23T08:45:36.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",75090445,Twitter for Android,RT @someuser Laten we in 2017 wat liever zijn voor elkaar want op deze wijze is er niks #happy aan. #vredeopaarde 🌎❤️ http://someurl,everyone,#happy,,"[{'type': 'retweeted', 'id': '812215260941783041'}]",
nl,812216540527468544,812216540527468544,2016-12-23T08:41:28.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",1165162668,Instagram,Christmas incoming!!!!😂❤🎉 #christmastime #gifts #happy #food #eat @ De Nieuwste School http://someurl,everyone,#happy,,,
nl,812215260941783041,812215260941783041,2016-12-23T08:36:23.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",311601751,Twitter for iPhone,Laten we in 2017 wat liever zijn voor elkaar want op deze wijze is er niks #happy aan. #vredeopaarde 🌎❤️ http://someurl,everyone,#happy,,,{'place_id': 'ea0a61fa0c646676'}
nl,812209674258972672,812209674258972672,2016-12-23T08:14:11.000Z,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",578861412,Twitter for iPhone,"Whoehoeeee! 🍾🥂🎉We gaan er een feestelijke dag van maken, man en dochter hebben per 1 jan een nieuwe baan. #Happy #Feest http://someurl",everyone,#happy,,,
nl,812206111512231937,812206111512231937,2016-12-23T08:00:01.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",246427537,Facebook,🍭Fijne feestdagen!🍭| | #merry #xmas #happy #newyear #kidswear #babywear #quapi #quapikidswear http://someurl,everyone,#happy,,,
nl,812203821619417088,812203821619417088,2016-12-23T07:50:55.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",437776286,Twitter for Android,Fijne #feestdagen #Happy #holidays http://someurl,everyone,#happy,,,
nl,812197030181408768,812197030181408768,2016-12-23T07:23:56.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",636365915,Twitter for iPhone,Één van de laatste dagen voor #kerst🎄welkom lieve #klanten de #cappuccino staat klaar☕️Tot zo!!!X #happy http://someurl,everyone,#happy,,,
nl,812192829279731712,812192829279731712,2016-12-23T07:07:14.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",761185659335868417,RoundTeam,RT @someuser Soms blijkt de kleinste stap in de juiste richting de grootste stap van je leven te zijn. Doe wat je te doen hebt. #happy...,everyone,#happy,,"[{'type': 'retweeted', 'id': '812191727012483072'}]",
nl,812191727012483072,812191727012483072,2016-12-23T07:02:52.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",750387219991502848,Buffer,Soms blijkt de kleinste stap in de juiste richting de grootste stap van je leven te zijn. Doe wat je te doen hebt. #happy #HSP http://someurl,everyone,#happy,,,
nl,812170568237621250,812170568237621250,2016-12-23T05:38:47.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",4103525593,Instagram,Lel.| | appletstag #me #love #happy #smile #instalike #picoftheday #photooftheday #photo #instapic... http://someurl,everyone,#happy,,,
nl,812121836217651200,812121836217651200,2016-12-23T02:25:08.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",88322559,Instagram,🎄💂🎅Woodsmen🎅💂🎄.                  #pictureoftheday #photooftheday #loveit #happy #merrychristmas... http://someurl,everyone,#happy,,,
nl,812083857302425602,812083857302425602,2016-12-22T23:54:14.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",152162624,Twitter for Android,RT @someuser Bij #funderingsherstel een #bouwkundigeopname nuttig zijn http://someurl #bouw #vastgoed #Amsterdam #happy #startup #...,everyone,#happy,,"[{'type': 'retweeted', 'id': '812083607284154372'}]",
nl,812083607284154372,812083607284154372,2016-12-22T23:53:14.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",152162624,Twitter for Android,Bij #funderingsherstel een #bouwkundigeopname nuttig zijn http://someurl #bouw #vastgoed #Amsterdam #happy #startup #work #follow,everyone,#happy,,,{'place_id': 'baa51f292e5b9af1'}
nl,812044287454179332,812044287454179332,2016-12-22T21:16:59.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",108290067,Instagram,Quaseeeeee da pra me ver hihihi #sqn #Galway #ireland #happy @ Shop Street Galway http://someurl,everyone,#happy,,,"{'place_id': '3cdad59a91d99400', 'coordinates': {'type': 'Point', 'coordinates': [-9.05265, 53.27276]}}"
nl,812041618312269824,812041618312269824,2016-12-22T21:06:23.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",354475876,Twitter Web Client,Wij zijn komende dagen beperkt bereikbaar om vanaf 2 januari voluit aan het nieuwe #tuinmeubel seizoen te beginnen! #kerst #happy #2017,everyone,#happy,,,
nl,812041285590798337,812041285590798337,2016-12-22T21:05:04.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",354475876,Twitter Web Client,"Het team van Persoon wenst al haar relaties gezellige kerstdagen en een heel mooi, zonnig en gezond #2017! #merrychristmas #happy #newyear",everyone,#happy,,,
nl,812039831635263488,812039831635263488,2016-12-22T20:59:17.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",491329157,Facebook,Waaaaahhhhh hou van die vrouw! #held #zomooi #happy #expeditierobinson,everyone,#happy,,,
nl,812034700541890560,812034700541890560,2016-12-22T20:38:54.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",532259521,Twitter for iPhone,RT @someuser Net sensorisch onderzoek gehad. Gelukkig goed verlopen! Hopelijk zijn de resultaten ook zo goed #happy #dreamteam @someuser ht...,everyone,#happy,,"[{'type': 'retweeted', 'id': '811953410429882371'}]",
nl,812027617503301633,812027617503301633,2016-12-22T20:10:45.000Z,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",3341538893,Twitter for iPhone,RT @someuser Mete & Zoe| #family #happy #froheweihnachten #christmas http://someurl,everyone,#happy,,"[{'type': 'retweeted', 'id': '812023620432232448'}]",
nl,812023620432232448,812023620432232448,2016-12-22T19:54:52.000Z,"{'retweet_count': 2, 'reply_count': 1, 'like_count': 57, 'quote_count': 0}",1085563848,Twitter for iPhone,Mete & Zoe| #family #happy #froheweihnachten #christmas http://someurl,everyone,#happy,,,
nl,812015017499488256,812015017499488256,2016-12-22T19:20:41.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",30440299,TweetDeck,jaaaaa kan het nu officieel zeggen dat ik werkzaam / onderdeel ben van propim service :D #happy,everyone,#happy,,,
nl,811999923080232962,811999923080232962,2016-12-22T18:20:42.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",63679768,Twitter for iPhone,@someuser de tak uit de bos die ik op 1 december heb ontvangen bloeit prachtig verder👍🏻 over een week weer een nieuwe bos #happy http://someurl,everyone,#happy,2767352888,,
nl,811979837825028102,811979837825028102,2016-12-22T17:00:53.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",36679438,Twitter Web Client,#rauwkost  staat op het #menu #happy :-),everyone,#happy,,,{'place_id': '0e818880cd0717ad'}
nl,811967723873959936,811967723873959936,2016-12-22T16:12:45.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",509011470,IFTTT,Het werken zit erop! Tijd voor de laatste Permanent Beta co-work borrel 🍻 van #2016 #happy... http://someurl http://someurl,everyone,#happy,,,
nl,811954166528614400,811954166528614400,2016-12-22T15:18:53.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1215381991,Twitter for iPhone,Mensen blij maken met mooie kerstnagels #kerst #happy http://someurl,everyone,#happy,,,
nl,811953410429882371,811953410429882371,2016-12-22T15:15:53.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",72044189,Twitter for iPhone,Net sensorisch onderzoek gehad. Gelukkig goed verlopen! Hopelijk zijn de resultaten ook zo goed #happy #dreamteam @someuser http://someurl,everyone,#happy,,,
nl,811951029403185156,811951029403185156,2016-12-22T15:06:25.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",3046368819,Twitter Web Client,Fijne #feestdagen allemaal. | En voor het nieuwe jaar: be #happy and #crochet on! http://someurl,everyone,#happy,,,
nl,811591008928591872,811945689999675392,2016-12-22T14:45:12.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",21570556,TweetDeck,@someuser TOP! poging 2 met nieuwe zending is net (wel) aangekomen #service #happy,everyone,#happy,40838914,"[{'type': 'replied_to', 'id': '811591576271159296'}]",
nl,811937665511727104,811937665511727104,2016-12-22T14:13:19.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",4429206801,Twitter Web App,Mooie Kerstdagen en veel kunstkijken in 2017! #Tony Tasset #Snowman #Visual Thinking #Happy Holidays http://someurl,everyone,#happy,,,
nl,811919232766246912,811919232766246912,2016-12-22T13:00:04.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",727726717599662080,TweetDeck,@someuser wenst iedereen een #super 2017. #Happy #Christmas and #newyear | http://someurl http://someurl,everyone,#happy,727726717599662080,,
nl,811919231335927809,811919231335927809,2016-12-22T13:00:04.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1693539553,TweetDeck,@someuser wens iedereen prettige #kerst en een spetterend #2017. #HappyHolidays #Happy #newyear | http://someurl http://someurl,everyone,#happy,1693539553,,
nl,811904524801675264,811904524801675264,2016-12-22T12:01:37.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",291358905,Twitter for Android,Gisteren mooie vinyl singles gewonnen @someuser bij de #Top2000 quiz! #happy http://someurl,everyone,#happy,,,
nl,811883947063971843,811883947063971843,2016-12-22T10:39:51.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",83890720,Instagram,Wigilijne 🎄| {#Christmas #Poland #friends #time #happy #girls #white #smile #newyear } http://someurl,everyone,#happy,,,
nl,811870219266359297,811870219266359297,2016-12-22T09:45:18.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",113341083,Hootsuite,#Happy ICT met Solipsis voor Van Berlo: http://someurl http://someurl,everyone,#happy,,,
nl,811863880322392064,811863880322392064,2016-12-22T09:20:07.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",750387219991502848,Buffer,"Ben in plaats van hard, hart voor jezelf!| | #happy #HSP #hoogsensitiviteit #balans #hspinbloeienbalans http://someurl",everyone,#happy,,,
nl,811835083044831232,811835083044831232,2016-12-22T07:25:41.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",384932575,Twitter for iPhone,H❄️H❄️H❄️ Er is er eentje klaar voor 🎅🏼 @someuser #JackDeJonck #ready #Christmas #happy #boy http://someurl,everyone,#happy,,,
nl,811832358819205120,811832358819205120,2016-12-22T07:14:52.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",246601313,Twitter for Android,vandaag 2e inwerkdag voor #NewJob bij @someuser locatie @someuser van de 3! #bestuurssecretaresse #wethouder #fun #happy,everyone,#happy,,,
nl,811826372192698368,811826372192698368,2016-12-22T06:51:04.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",899816750,Twitter for iPhone,RT @someuser Heerlijke week: super project afgesloten bij @someusererklaas met @someuser en kerstlunch met toffe Belastingdienst co...,everyone,#happy,,"[{'type': 'retweeted', 'id': '809790683137634304'}]",
nl,811815723379150848,811815723379150848,2016-12-22T06:08:45.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",761185659335868417,RoundTeam,RT @someuser Accepteer jezelf zoals je bent. Neem voldoende rust voor jezelf.| #happy #HSP #hoogsensitiviteit #balans #hspinbloeienbalan...,everyone,#happy,,"[{'type': 'retweeted', 'id': '811814667261714436'}]",
nl,811814667261714436,811814667261714436,2016-12-22T06:04:34.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",750387219991502848,Buffer,Accepteer jezelf zoals je bent. Neem voldoende rust voor jezelf.| #happy #HSP #hoogsensitiviteit #balans #hspinbloeienbalans http://someurl,everyone,#happy,,,
nl,811712265820995584,811712265820995584,2016-12-21T23:17:39.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",104417788,TweetDeck,Heb ik toch zo maar een  http://someurl gewonnen dankzij @someuser !! #happy,everyone,#happy,,,
nl,811695574881890304,811695574881890304,2016-12-21T22:11:20.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",88322559,Instagram,🎁🎄💂 Woodsmen 💂🎄🎁  #boys #happy #holiday #loveit #gayboys #gaylove #gaymen #gaybeard #gaydude... http://someurl,everyone,#happy,,,
nl,811665475595890689,811665475595890689,2016-12-21T20:11:44.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",620368748,Twitter for iPad,"@someuser Hapje, drankje en #darts #genieten #happy zet um op #ronmeulenkamp ! http://someurl",everyone,#happy,248651376,,{'place_id': '90641f413e4ded3e'}
nl,811649428708802564,811649428708802564,2016-12-21T19:07:58.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",3014493105,Instagram,#verjaardag vieren van onze grote meid. Lekker samen uit eten geweest.  #happy #birthday 😍 http://someurl,everyone,#happy,,,
nl,811518865490477061,811634352547364865,2016-12-21T18:08:03.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",245021659,Twitter for iPhone,@someuser Tex vond het zeer gezellig om met vrouwtje te wandelen😀 #happy #energy #love,everyone,#happy,147511501,"[{'type': 'replied_to', 'id': '811518865490477061'}]",
nl,811624062669770752,811624062669770752,2016-12-21T17:27:10.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",633776071,Tweetbot for iΟS,RT @someuser Zo! Weer thuis na praktijk examen brand 👍 geslaagd #helemaalgoed #happy http://someurl,everyone,#happy,,"[{'type': 'retweeted', 'id': '811623798340349952'}]",
nl,811623798340349952,811623798340349952,2016-12-21T17:26:07.000Z,"{'retweet_count': 1, 'reply_count': 10, 'like_count': 10, 'quote_count': 0}",257529800,Twitter for iPhone,Zo! Weer thuis na praktijk examen brand 👍 geslaagd #helemaalgoed #happy http://someurl,everyone,#happy,,,
nl,811610941146198016,811610941146198016,2016-12-21T16:35:02.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",379643866,Twitter for iPhone,Xmas present van de Buuf #happy http://someurl,everyone,#happy,,,
