source,in_reply_to_user_id,text,reply_settings,lang,conversation_id,id,referenced_tweets,author_id,created_at,public_metrics,search_query,geo
Twitter for Android,,Having the dog slip out her collar is not what I needed when walking her at 1.15am. #dogwalking #fail #scared,everyone,en,814279519867719680,814279519867719680,,270649338,2016-12-29T01:19:00.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",#scared,
Twitter for Android,,"And, Brian has occasionally said, that I scare him.... 😄 #scared http://someurl",everyone,en,814279036721467396,814279036721467396,,1137524118,2016-12-29T01:17:05.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,
Twitter for iPhone,1536791610,@someuser Thank you Mr President for past 8.At 61 not this #SCARED since Cuban miss crisis Wish you + family all the best,everyone,en,814272467535622144,814272467535622144,,329227760,2016-12-29T00:50:59.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,
Twitter for iPhone,,Baby scaring me big time - gushes of red blood #needprayers #rainbow #scared #pleasedontletanythinghappen #crying #soworried #infertility,everyone,en,814266056927838208,814266056927838208,,734905943159410689,2016-12-29T00:25:30.000Z,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",#scared,
DragPlus,,We&#039;re becoming a scared country #scared http://someurl,everyone,en,814265224513683457,814265224513683457,,2498034846,2016-12-29T00:22:12.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,
Twitter for iPhone,,Should I be nervous that @someuser is following me?  Am I about to be #blakenapped and brainwashed by a cult? #whomeworry #hulu #scared,everyone,en,814263827990650880,814263827990650880,,2257368990,2016-12-29T00:16:39.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 9, 'quote_count': 0}",#scared,
Twitter for Android,,110 lbs of chickenshit. #mastador #scared #thunderstorm #mamasboy http://someurl,everyone,en,814260550041485312,814260550041485312,,803453425451200512,2016-12-29T00:03:38.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#scared,
Twitter Web Client,,"#scared #shelterfirst #puppy | memphis, please| urgente http://someurl",everyone,en,814257717481082880,814257717481082880,"[{'type': 'quoted', 'id': '814237629751455748'}]",3255903559,2016-12-28T23:52:22.000Z,"{'retweet_count': 5, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",#scared,
Instagram,,and he doesnt stop 😂😂😂| #instagram #instacat #heiswatchingme #funny #scared #lol #white #panther... http://someurl,everyone,en,814256008377704448,814256008377704448,,192299975,2016-12-28T23:45:35.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,
Twitter for iPhone,,Swear to god if I see that horrible women from my nightmare last night tonight Im gonna be swinging hooks on her chin #scared,everyone,en,814254381860343809,814254381860343809,,295514718,2016-12-28T23:39:07.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#scared,
Twitter for Android,,Just seen #Limitless and #scared af! #BradleyCooper is hot in it though.,everyone,en,814252307034542080,814252307034542080,,369036389,2016-12-28T23:30:52.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,
Twitter for iPhone,,Scary Skydive Spin- Chook scared as hell! #chookfeed #puertoescondido #mexico #scared #funasf  http://someurl,everyone,en,814247327535951873,814247327535951873,,743441896115101697,2016-12-28T23:11:05.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,
Twitter Web Client,,Video #SCARED #Texas #Police shooting #Blackman walking away~They just got flashlight on him-Arm was out-They shot http://someurl,everyone,en,814242897361063937,814242897361063937,,25927615,2016-12-28T22:53:29.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,
Twitter for Android,,Havent watched Jaws since the first time when i was like 11! #scared,everyone,en,814236745248243712,814236745248243712,,2644233089,2016-12-28T22:29:02.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,
Instagram,,when your mom gives you that look that still works #mom #thatlook #scared #worried #likelikelike... http://someurl,everyone,en,814230396212637696,814230396212637696,,34248004,2016-12-28T22:03:48.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,
Twitter for iPhone,,Come watch me get #scared #outlasr http://someurl,everyone,en,814219444847263744,814219444847263744,,178044994,2016-12-28T21:20:17.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,
Twitter for iPhone,,I also just remembered Obama is leaving soon... 😪 #scared,everyone,en,814216862737240064,814216862737240064,,867187142,2016-12-28T21:10:02.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,
Twitter Web Client,,My last blog post is live :) Enjoy! #PersonalDevelopment #SelfDevelopment #PersonalGrowth #Scared #Choice #Training http://someurl,everyone,en,814215118670200837,814215118670200837,"[{'type': 'quoted', 'id': '814083764519321600'}]",62077576,2016-12-28T21:03:06.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 1}",#scared,
Twitter for iPhone,,Day at the vet 🐶#scared #woof http://someurl,everyone,en,814213843463368704,814213843463368704,,814209553738924032,2016-12-28T20:58:02.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",#scared,
Twitter for Android,,Playing @someuser scaring myself to death.thought playing this will ease me into @someuser #scared #jumpy #AlienCovenant,everyone,en,814201636369342464,814201636369342464,,811915337088299008,2016-12-28T20:09:31.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,
Instagram,,Horror film #movies #Christmas #time4u2change #scared #lovethis http://someurl,everyone,en,814198947271020545,814198947271020545,,301055526,2016-12-28T19:58:50.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,
Instagram,,unplug yourself from reality #happy #scared @someuser http://someurl,everyone,en,814194811603451904,814194811603451904,,2953582553,2016-12-28T19:42:24.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,"{'place_id': 'c912e672d14acc42', 'coordinates': {'type': 'Point', 'coordinates': [-75.14666, 40.1051]}}"
sleep sounds retweeter,,Pink Noise Waves might help.  RT @someuser RT @someuser I hate when the house is creaky 🙁 #scared #stormBarbara #cantsleep,everyone,en,814193874092642305,814193874092642305,,781980883125473280,2016-12-28T19:38:41.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#scared,
Hootsuite,,When do you release the next days WOD? 6 p.m. the night before? Day of? Let us know! #wod #crossfit #scared #gainz #box #gym #business http://someurl,everyone,en,814191798562291712,814191798562291712,,2332441058,2016-12-28T19:30:26.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,
Twitter for iPhone,,"Create/start writing my blog was on my #17Before2017 list, so I bit the bullet and here it is... http://someurl #Scared 😬🙈",everyone,en,814186726247829504,814186726247829504,,768487716057190400,2016-12-28T19:10:17.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",#scared,
Twitter for Android,,I am so happy my sister is practicing driving 😊😬 🚘 #happy #scared,everyone,en,814168214003417088,814168214003417088,,330687567,2016-12-28T17:56:43.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,
Twitter for iPhone,,This demonstrates the many layers of how fucked we are. #scared #charity #paranoid #violence http://someurl,everyone,en,814163868033445890,814163868033445890,"[{'type': 'quoted', 'id': '813894670061371392'}]",139294697,2016-12-28T17:39:27.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#scared,{'place_id': '002e24c6736f069d'}
Twitter for iPhone,,"Omg the lies and shell game do not work with #MAGA supporters, @someuser  #scared ? It is obvious you are. #PresidentTrump #draintheswamp",everyone,en,814157714477744130,814157714477744130,,25114781,2016-12-28T17:15:00.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#scared,
Twitter Web Client,,come and join my friend @someuser #streaming #AVP #scared http://someurl| #SupportSmallStreamers #twitchhosttv,everyone,en,814154531441414144,814154531441414144,,178044994,2016-12-28T17:02:21.000Z,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#scared,
Twitter for iPhone,,Dad volunteered me to take part in a jam night- whole different place. Theres so many people here! 😨#scared,everyone,en,814149283398160384,814149283398160384,,756132433758593024,2016-12-28T16:41:29.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,
Twitter for Android,,Seasonal food looks out of sync with crazy December weather with 25 dg Celsius #DilliKiSardi #GlobalWarming #scared http://someurl,everyone,en,814143809499971584,814143809499971584,,21849016,2016-12-28T16:19:44.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,{'place_id': '55c82accd2b68cdd'}
Instagram,,"I #know they are making #money with that #business thing, But #im #scared to ask about it.... http://someurl",everyone,en,814142708172419072,814142708172419072,,40575168,2016-12-28T16:15:22.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#scared,"{'place_id': 'facb653464828079', 'coordinates': {'type': 'Point', 'coordinates': [-70.9615, 42.534]}}"
Hootsuite,,If I just get over my fears... http://someurl #creativehustler #entrepreneurship #fears #risks #scared #success #startup #failures http://someurl,everyone,en,814140194190479360,814140194190479360,,2924907481,2016-12-28T16:05:22.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 1}",#scared,
Twitter for iPhone,,Is there a more poorly managed station than @someuser Cannon Street? No wonder nobody will take responsibility and talk to me. #Scared,everyone,en,814134137439322112,814134137439322112,,745551740,2016-12-28T15:41:18.000Z,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",#scared,
Twitter for iPhone,,.@someuser is driving us to CHS and she literally just looked at me & said your life is in my hands #scared #terrified,everyone,en,814131629706907652,814131629706907652,,1317265706,2016-12-28T15:31:21.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",#scared,
Twitter for iPhone,,When the future mother in law rings you 😂🙈 #scared  @someuser,everyone,en,814127045525590016,814127045525590016,,90451064,2016-12-28T15:13:08.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,
Twitter Web Client,,I want to say that 2016 started off taking David Bowie and ended by taking Carrie Fisher but its only December 28th. #Scared,everyone,en,814115881898967040,814115881898967040,,472537040,2016-12-28T14:28:46.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,
Twitter for iPhone,,Never have I been so afraid to look at my underpants #pregnancy #spotting #scared #baby #rainbow #praying,everyone,en,814114469857136640,814114469857136640,,734905943159410689,2016-12-28T14:23:09.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,
Twitter for iPhone,518083110,@someuser @someuser @someuser wow we have a tough twitter guy #scared not french btw lol,everyone,en,813810123072278532,814111657286836224,"[{'type': 'replied_to', 'id': '813883785011929092'}]",75599691,2016-12-28T14:11:59.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,
Twitter for Android,36686040,"@someuserf u r scared, say u r #scared.| #stfu.| @someuser",everyone,en,814111583060299780,814111583060299780,,78481599,2016-12-28T14:11:41.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,
MeetEdgar,,#TopTip Your #relationship with your #agent needs to feel like a true #partnership. If you are #scared to call them - something is #wrong.,everyone,en,814109045468626944,814109045468626944,,299992350,2016-12-28T14:01:36.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#scared,
Twitter Web Client,,#scared having sex nude pic of desi girls http://someurl,everyone,en,814108313117949952,814108313117949952,,3097067510,2016-12-28T13:58:41.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,
WordPress.com,,"#Modi #scared of #questions, has #lot to #hide: #Yechury http://someurl http://someurl",everyone,en,814101187943432193,814101187943432193,,130501124,2016-12-28T13:30:23.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,
Twitter Web Client,,debrah farentino naked #scared having sex http://someurl,everyone,en,814099660302413829,814099660302413829,,513410530,2016-12-28T13:24:18.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,
Twitter for Android,,My #stalker found by old #wattpad account so I have to move everything to a new account. :( Shit sucks! #writing #amwriting #scared,everyone,en,814095380749189120,814095380749189120,,814093748498038784,2016-12-28T13:07:18.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,
Twitter Web Client,,"its like its just now hitting me lol, #anxious #nervous #scared #excited #errrrrthang lmao",everyone,en,814091123488649216,814091123488649216,,611655782,2016-12-28T12:50:23.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,
Twitter Web Client,,#Melania seems like a #scared #clueless #woman who is trying hard to be something shes not.I feel #bad 4 her.#Notmyflotus #pray42017 #dems http://someurl,everyone,en,814083900146405376,814083900146405376,,18706417,2016-12-28T12:21:41.000Z,"{'retweet_count': 4, 'reply_count': 2, 'like_count': 5, 'quote_count': 0}",#scared,
Facebook,,USA - NYC ACC : #Scared and is on #DeathRow. #CodeRed help. Ownr arrested. They dont seem to be able to make up... http://someurl,everyone,en,814077429077647360,814077429077647360,,1080786510,2016-12-28T11:55:58.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,
Twitter for BlackBerry,,When youre forced to go home with fucked up drivers #scared #iwannabehome #wasntmychoice #baddecisions,everyone,en,814062287409463296,814062287409463296,,249810831,2016-12-28T10:55:48.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,
tmtk_NextScripts,,#Horse vs #Unicorn !| http://someurl| Click to see the video and write a comment...| #Scared http://someurl,everyone,en,814056005638225920,814056005638225920,,2861592693,2016-12-28T10:30:50.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,
Twitter for iPhone,,"If youve never had a night terror, I hope you never do #scared",everyone,en,814034565887102976,814034565887102976,,1070211589,2016-12-28T09:05:39.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,
Twitter for iPhone,,The earthquake in Nevada can be felt in Fresno #ithappened #scared #itsovernow,everyone,en,814031144987475968,814031144987475968,,448483184,2016-12-28T08:52:03.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,
Twitter for iPhone,,I was about to jerk it until I thought god was punishing me with this earthquake #scared :(,everyone,en,814028356471517184,814028356471517184,,333881962,2016-12-28T08:40:58.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#scared,
Twitter for iPhone,,Just imagine what this kid could do with the nuclear launch codes he will actually soon have :/ #scared #creepy http://someurl,everyone,en,814015814135382016,814015814135382016,,19777468,2016-12-28T07:51:08.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,
Twitter Web Client,,fre adult sex #scared having sex http://someurl,everyone,en,814009919280181248,814009919280181248,,403169849,2016-12-28T07:27:42.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,
Twitter for Windows,,OMG I was playing hit with my cuz and brother and all of a sudden the washing thing to wash your cloths turned on all by itself ? #scared,everyone,en,814005839631527936,814005839631527936,,805171397836144640,2016-12-28T07:11:30.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#scared,
Twitter for iPhone,,TBH I think my house is haunted  👻 👻 #scared,everyone,en,814005405848203265,814005405848203265,,3042210577,2016-12-28T07:09:46.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#scared,
Twitter for iPhone,,I should never be allowed to be alone in my own head with my thoughts and feelings 😰 #overthinker #done #scared #confused,everyone,en,813995678410145792,813995678410145792,,38328065,2016-12-28T06:31:07.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,
Facebook,,#Tag somebody you wanna #TakeDown dont be #Scared!!!,everyone,en,813990525342773248,813990525342773248,,44403269,2016-12-28T06:10:39.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,
Twitter Web Client,,http://someurl| RT&Comment | More videos http://someurl| #final #Destination #scared #accident #shocking #nextgenerationtube http://someurl,everyone,fr,813976384196313088,813976384196313088,,737272026012876801,2016-12-28T05:14:27.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,
Twitter for iPhone,,"When you find your 2-1/2 yo daughter playing in the dark basement, with my  friend dad... #scared #ghost and out comes the cat #relief 😂",everyone,en,813971774652252163,813971774652252163,,33778525,2016-12-28T04:56:08.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",#scared,{'place_id': '662aa8db4557a744'}
Twitter for iPhone,,But were all #scared to say the things worth saying.,everyone,en,813965861648236544,813965861648236544,,114229828,2016-12-28T04:32:38.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,
Twitter for iPhone,,First person to retweet will be my wall paper for a week. #scared 👀,everyone,en,813952911965360128,813952911965360128,,127177090,2016-12-28T03:41:11.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#scared,
Twitter Web Client,,"shit, i got so #scared i thought it was the official page http://someurl",everyone,en,813951566105415680,813951566105415680,,353737313,2016-12-28T03:35:50.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,
Twitter for Android,,"On todays episode of Paige is a moron, i watched Stephen Kings It and then  decided to take a shower... #StephenKing #scared",everyone,en,813945928268673024,813945928268673024,,456190404,2016-12-28T03:13:26.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",#scared,
Tweetbot for iΟS,,Got em #scared #OutDaughtered,everyone,en,813942472841773056,813942472841773056,,335715890,2016-12-28T02:59:42.000Z,"{'retweet_count': 3, 'reply_count': 1, 'like_count': 16, 'quote_count': 0}",#scared,
Instagram,,Im #WonkyWillie and i have #WonkyEyes. My #Cat wont #STFU and Im #Scared because someone is... http://someurl,everyone,en,813934352132292608,813934352132292608,,213950456,2016-12-28T02:27:26.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,
Twitter Web Client,,#Time to #stop being #scared - #Everyone might not like your #work but there will be those who will be #inspired & #encouraged Lets do this,everyone,en,813933421479231490,813933421479231490,,2508595726,2016-12-28T02:23:44.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,
Instagram,,My life in one verse 🙈🤐 #drake #love #single #scared #instamood  #man #girl #gf #girlfriend #30... http://someurl,everyone,en,813925372353974272,813925372353974272,,339452967,2016-12-28T01:51:45.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,
Twitter for Android,1384655364,@someuser @someuser @someuser another one thats puts up no fight #scared of fatty,everyone,en,813865367479037952,813920926593150978,"[{'type': 'replied_to', 'id': '813865544441069569'}]",952286083,2016-12-28T01:34:05.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#scared,
Twitter for iPhone,,Not the best idea to watch James Bond film in the dark at 1 am alone 😬 #scared,everyone,en,813917595866898435,813917595866898435,,941412330,2016-12-28T01:20:51.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,
Twitter for Android,,Ugh... Feeling all types of ways for Appa and Umma. #scared #KimsConvenience #okseeyou,everyone,en,813916593503735809,813916593503735809,,156476865,2016-12-28T01:16:52.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",#scared,
Twitter Web Client,775323593362305024,"@someuser Yes saying KILL ALL WHITES is a good thing, but KILL ALL NIGGERS is a bad thing right? Ana cant answer #scared",everyone,en,813913727951142913,813913960667840513,"[{'type': 'replied_to', 'id': '813913727951142913'}]",775323593362305024,2016-12-28T01:06:24.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",#scared,
Twitter for iPhone,,When you realize trump is going to be president soon #trump #yikes #presidential #2017 #scared http://someurl,everyone,en,813904772831019008,813904772831019008,,394454901,2016-12-28T00:29:54.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#scared,{'place_id': '4f672cd7242154dc'}
Hootsuite,,NEW COMIC! Nightmare (Please Retweet) --> http://someurl #comicstrips #fear #bedbugs #bedbug #scared #sleep #cantsleep #scary http://someurl,everyone,en,813897476633661441,813897476633661441,,2792740129,2016-12-28T00:00:54.000Z,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",#scared,
Twitter for Android,230166577,@someuser @someuser @someuser @someuser Me too. #scared #nofacts #scienceilliterate,everyone,en,813875268691619841,813885218016759808,"[{'type': 'replied_to', 'id': '813884912000495616'}]",223589990,2016-12-27T23:12:11.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,
Twitter for iPhone,,Who actually updates their #jenkins plugins? #scared #devops #computerscience #devops #coding #code http://someurl,everyone,en,813884103242051584,813884103242051584,,41783916,2016-12-27T23:07:46.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,
Twitter for iPhone,,Yeah..thanks @someuser Treated myself to some wee candles.. just finished a horror movie and this wee monkey started hissing! 😂😂 #scared 😁 http://someurl,everyone,en,813883773947363328,813883773947363328,,65077975,2016-12-27T23:06:27.000Z,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 1, 'quote_count': 0}",#scared,
Twitter for iPhone,15599154,@someuser @someuser @someuser @someuser I love how when you start try to debate anti gmo or anti Monsanto people they block you. #scared,everyone,en,813875268691619841,813880591405854720,"[{'type': 'replied_to', 'id': '813875268691619841'}]",512298807,2016-12-27T22:53:48.000Z,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 2, 'quote_count': 0}",#scared,
Twitter for iPhone,,When u come downstairs and realize the house is empty 😳😳🤡 #scared,everyone,en,813878340809617408,813878340809617408,,131917468,2016-12-27T22:44:52.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#scared,
Twitter for iPhone,,In bed feeling #nervous #excited and #scared as tomorrow me and my boy are starting our journey to #Thailand ✈ http://someurl,everyone,en,813873308584255488,813873308584255488,,87437446,2016-12-27T22:24:52.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 6, 'quote_count': 0}",#scared,
Twitter for iPhone,,A couple photos I took on snapchat #creepy #scared #weird #snapchat #haha http://someurl,everyone,en,813872537289555968,813872537289555968,,394454901,2016-12-27T22:21:48.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#scared,{'place_id': '4f672cd7242154dc'}
Twitter for iPhone,42612604,@someuser @someuser just tried to turn the monitor on tonight after a couple of days away and its not working! Help! #scared 😥😥,everyone,en,813869603260690432,813869603260690432,,385965430,2016-12-27T22:10:09.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",#scared,{'place_id': '74790dfe0c08c72f'}
Twitter Web Client,25073877,@someuser Its been 152 days your last #Pressconference stop being #scared,everyone,en,813865160163098628,813865657821327360,"[{'type': 'replied_to', 'id': '813865160163098628'}]",36006975,2016-12-27T21:54:28.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,
Twitter for iPhone,,OMG!! Will I get Series 7 & 8 done in time #scared #canidoit 😱😱😨😨 http://someurl,everyone,en,813863552498810880,813863552498810880,"[{'type': 'quoted', 'id': '813791594809794561'}]",189859038,2016-12-27T21:46:06.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,
Twitter for iPhone,293571232,@someuser @someuser running away from top competition to preserve legendary status is pathetic. Being friends is no excuse. #scared,everyone,en,813750022672150528,813855262180339716,"[{'type': 'replied_to', 'id': '813768678403702784'}]",22276065,2016-12-27T21:13:09.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",#scared,
Twitter Web Client,,#scared having sex anushka shetty naked video download http://someurl,everyone,en,813852877739397120,813852877739397120,,482198363,2016-12-27T21:03:41.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,
CreepyClips,,#Жуткие #сестры #Страшный #Розыгрыш - Creep ... - http://someurl - #2015 #Comedy #Funny #Joke #Jokes #Pranks #Scared #Scream http://someurl,everyone,en,813838164704034816,813838164704034816,,808049511599894529,2016-12-27T20:05:13.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,
Twitter for iPhone,,"I know that it is the 27th of December, but what day of the week is it? #confused #scared 😳😳",everyone,en,813828413123334144,813828413123334144,,794522766632288257,2016-12-27T19:26:28.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,
Instagram,,The moment Yoji and Oma screamed the house down!| #scary #scared #lol #funny #panslabyrinth... http://someurl,everyone,en,813828359369224195,813828359369224195,,734539103065247745,2016-12-27T19:26:15.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,
Twitter for iPhone,40519997,@someuser keep dreaming. Your a legend in NFL not FIFA 😂 #Scared,everyone,en,813817440287264768,813817440287264768,,801651990107475968,2016-12-27T18:42:52.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,
Twitter Web Client,,Trying to decide if 2016 is being heartless and cruel OR Saving people from 2017. #future #CarrieFisher #scared #fb,everyone,en,813817052930646017,813817052930646017,,705441875575054336,2016-12-27T18:41:20.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 7, 'quote_count': 1}",#scared,
Twitter for Android,151895372,@someuser #Scared and windy! http://someurl,everyone,en,813788437786558466,813809771522486278,"[{'type': 'replied_to', 'id': '813808343009595392'}]",27402045,2016-12-27T18:12:24.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 3, 'quote_count': 0}",#scared,
Twitter Web Client,,"Ok, now Im #scared to click on any celeb whos #trending.  Enough already, #2016!",everyone,en,813808573482487809,813808573482487809,,278224867,2016-12-27T18:07:38.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#scared,
Facebook,,USA - NYC ACC : beautiful Samantha is on #DeathRow. #CodeRed help. She is #scared and a possible leg fracture!!... http://someurl,everyone,en,813801159450365960,813801159450365960,,1080786510,2016-12-27T17:38:10.000Z,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,
