lang,reply_settings,source,public_metrics,created_at,text,conversation_id,id,author_id,search_query,geo,in_reply_to_user_id,referenced_tweets
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-12-28T12:43:41.000Z,Mi #Almeria me da vida 💖 #merrychristmas #navidadenfamilia #happy @someuser http://someurl,814089435818115072,814089435818115072,347488926,#happy,"{'coordinates': {'type': 'Point', 'coordinates': [-2.44876383, 36.82546455]}, 'place_id': 'e342de30841352bf'}",,
es,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-28T12:40:16.000Z,porno de noelia #happy nude rear http://someurl,814088576447213568,814088576447213568,2848703129,#happy,,,
es,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-28T12:38:45.000Z,URGENTE!! ☕️☕️☕️☕️ 😳🙃😎 .| Valió la pena la amanecida #Happy ☺️,814088197525401603,814088197525401603,77879562,#happy,,,
es,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",2016-12-28T12:34:18.000Z,Día de chicas!!! #FelizMiercoles #SaboreandoMomentos #afterwork #feliznavidad #FelizDiaDeLosInocentes #girlpower #HAPPYNEWYEAR #happy http://someurl,814087077038096384,814087077038096384,271074740,#happy,,,
es,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-28T12:31:28.000Z,Buenos días...con alegría y mas por el bolón con cafecito que me espera 😄😄...#happy,814086363255631872,814086363255631872,833625049,#happy,,,
es,everyone,IFTTT,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 1}",2016-12-28T12:31:24.000Z,Gracias / Thanks #easter #semanasanta #valladolid #winner #goodnews #happy Con esta foto h... http://someurl http://someurl,814086344964186112,814086344964186112,122144866,#happy,,,
es,everyone,Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-28T12:31:10.000Z,Gracias / Thanks #easter #semanasanta #valladolid #winner #goodnews #happy Con esta foto hoy he ganado el... http://someurl,814086288970170373,814086288970170373,122144866,#happy,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",2016-12-28T12:24:31.000Z,😳🦋🦋☘️☘️ buenos días! #selfie #sexy #happy #smile #instagood #insta #instagram #instalike... http://someurl,814084612939022336,814084612939022336,163869269,#happy,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-28T12:16:09.000Z,Feliz Miércoles!! ❤😍 #buenosdias #felizdia #happy #instame #instalove #instalike #instalife... http://someurl,814082509579386880,814082509579386880,199454480,#happy,"{'coordinates': {'type': 'Point', 'coordinates': [-15.4333, 28.1167]}, 'place_id': '00ab08eef1b62e92'}",,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-12-28T12:14:11.000Z,A veces pasa...| Y no lo puedes evitar...| #goodmorning #goodnight #girl #female #fitness #happy... http://someurl,814082014651543552,814082014651543552,252290081,#happy,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-28T12:11:48.000Z,Buenos días 💄💄💄Happy Wednesday #motivation #happy #youarethebest #thanks #strong http://someurl,814081414102745092,814081414102745092,609123160,#happy,,,
en,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-28T12:03:09.000Z,Discoteca.| #boy #happy #girl #friends #eyes #sun #photographer #picoftheday #me #amazing... http://someurl,814079237447622657,814079237447622657,1165639770,#happy,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-28T12:02:28.000Z,Me derrito cuando me miras😘😍😱 #mylove #babe #your #eyes #cute #babygirl #smile #happy http://someurl,814079063849574401,814079063849574401,742467147042070533,#happy,,,
es,everyone,Linkis: turn sharing into growth,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-28T11:59:42.000Z,#Merry #Christmas &| #Happy #New #Year| | Grandes Orquestas en Navidad http://someurl vía @someuser,814078366521421824,814078366521421824,887197122,#happy,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-28T11:58:22.000Z,Buen día #summer #gym #sol #happy @ Corrientes Capital http://someurl,814078031627255808,814078031627255808,1931384672,#happy,,,
es,everyone,Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-28T11:48:42.000Z,Introduce alegres colores que darán vida a los fríos días de esta época del año.| | #colorful #happy #original #funny http://someurl,814075601845911553,814075601845911553,771327877,#happy,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-28T11:40:58.000Z,No a la dieta!😝😝😋 #morning #sun #single #happy #like4like #likeforlike #likesforlikes... http://someurl,814073653084164097,814073653084164097,1292979980,#happy,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-28T11:38:05.000Z,Feliz Dia de los Inocentes #inshot #girls #cute #summer #blur #sun #happy #fun #hair  #hot... http://someurl,814072927687675904,814072927687675904,190020913,#happy,"{'coordinates': {'type': 'Point', 'coordinates': [-69.3347, 10.0636]}, 'place_id': '012b6b2c110f0c21'}",,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-28T11:35:57.000Z,Gracias por alegrarme el dia @someuser jajajaja #funny #me #humor #happy #smile... http://someurl,814072393299857408,814072393299857408,2210768815,#happy,,,
es,everyone,Hootsuite,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-28T11:30:47.000Z,Es tu cumpleaños! Festejalo en #TAZZKids! Envianos tu consulta!  #FiestasInfantiles #Cumpleaños #FelizMiercoles #Cute #Happy #Friends http://someurl,814071091245236224,814071091245236224,3092960135,#happy,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-28T11:30:32.000Z,"Encendido de la #cuarta #vela de #hanukkah #januca #happy #hanukkah @ Buenos Aires, Cap. Fed. -... http://someurl",814071026715938816,814071026715938816,18635013,#happy,"{'coordinates': {'type': 'Point', 'coordinates': [-58.40431308, -34.60468854]}, 'place_id': '018f1cde6bad9747'}",,
es,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",2016-12-28T11:29:46.000Z,Qué felicidad el internado profesional 100% aprobado #happy,814070836575535104,814070836575535104,360846600,#happy,{'place_id': '010af3a83e5ba035'},,
es,everyone,Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-28T11:20:14.000Z,Siempre es un gran día para sonreír 😁😂😂 nada vale la pena si tu no eres feliz! | | #goodmorning #me #happy #smile... http://someurl,814068436598980610,814068436598980610,97480808,#happy,,,
es,everyone,Instagram,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",2016-12-28T11:18:33.000Z,"Ser importante es del ego, ser feliz es del alma. #FelizMiercoles #happy #picoftheday... http://someurl",814068011770507264,814068011770507264,280216317,#happy,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-28T11:13:26.000Z,~ Objetivo: brillar más que cualquier árbol de Navidad 🎄 😂 😊 #HAPPY #imthankfulfor... http://someurl,814066723854974976,814066723854974976,73959252,#happy,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",2016-12-28T11:04:56.000Z,"Que poquito queda para acabar este año llenito de cambios ✨♥️,, | #me #happy #bye #2016 #navidad... http://someurl",814064586055786496,814064586055786496,766904332038070272,#happy,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-28T11:02:32.000Z,Yas yas yaaaas 😍❤| .| .| #Rider| #Equestrian| #Bluetooth 🐎| #Helmet| #Chaps| #Kylin| #Happy| #Gloves http://someurl,814063980692049920,814063980692049920,926760769,#happy,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-28T10:58:47.000Z,"Mismo ángulo, misma hora, diferente día #happy #bogotá 🏊👊🏿💪🏿 http://someurl",814063037103489024,814063037103489024,973745011,#happy,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-28T10:28:48.000Z,Duchita y a empezar el último #miercoles #felizmiercoles #happy #happywednesday pasarlo muy bien... http://someurl,814055491403923456,814055491403923456,321940034,#happy,,,
es,everyone,Twitterrific for iOS,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-28T10:23:37.000Z,Por fin me estoy perdiendo el miedo a Adwords. 😊 Y ya empiezo a coger algo de soltura. #happy,814054188367904768,814054188367904768,100305470,#happy,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-28T10:10:06.000Z,Contento por conocer a alguien más trastornado que yo! 🤣| #Work #Happy #Crazy #TaliaMola @ Calle... http://someurl,814050785344581634,814050785344581634,24677103,#happy,"{'coordinates': {'type': 'Point', 'coordinates': [-0.37283081, 39.46861444]}, 'place_id': '071a52d3a927a1b8'}",,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-28T10:09:14.000Z,Lara ❤| ...| ..| .| #cat #animal #love #like #cute  #happy http://someurl,814050568691974144,814050568691974144,198747566,#happy,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-28T10:05:24.000Z,"Aiiish, como me conoce 😊💑❤| | #cute #presents #gifts #happy #owl #scarf #fairy #film #animation... http://someurl",814049601955254272,814049601955254272,1094583086,#happy,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-28T10:04:09.000Z,Buenos días amores!🍫 #Nutella #latergram #love #kiss #girl #happy #chocolate #curvyblogger... http://someurl,814049288565112833,814049288565112833,321292889,#happy,,,
de,everyone,Twitter for iPhone,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",2016-12-28T09:57:10.000Z,#freedownload : @someuser x @someuser x @someuser - #kaBhebhi :- http://someurl cc @someuser #music #indie #Happy #africa http://someurl,814047529813807104,814047529813807104,924793704,#happy,,,
it,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-28T09:54:16.000Z,PS ❤️| #bestwishes #engagement #friendstime #happy @ Palazzo Brancaccio http://someurl,814046800269217792,814046800269217792,490868364,#happy,,,
es,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-28T09:44:13.000Z,Ya tenemos nueva adquisición para nuestras #bodasbonitas ¡como para no sentirse en un cuento de hadas! #FelizMiercoles #happy #jojojo http://someurl,814044271850438656,814044271850438656,901437962,#happy,,,
es,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-28T09:38:38.000Z,Mi otra Carrie... #CarrieBradshaw | #happy | | http://someurl,814042865999417344,814042865999417344,462167523,#happy,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-28T09:30:08.000Z,Los mejores del mundo!!! #HappyHolidays #Happy #LoveMyLife #Love... http://someurl,814040726908661760,814040726908661760,103057215,#happy,,,
es,everyone,Hootsuite,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-12-28T09:15:17.000Z,"❤️ Todo camino, por más largo que sea, comienza por un pequeño paso ❤️ Vamos a por un #FelizMiércoles! #TheCalgaryExperience #happy #smile http://someurl",814036990471663617,814036990471663617,628742328,#happy,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-28T09:15:10.000Z,Encontré mi otro ♥️...#coffee #coffeetime #hearts #love #moments #happy #goodmorning #morning... http://someurl,814036961774149632,814036961774149632,271617014,#happy,"{'coordinates': {'type': 'Point', 'coordinates': [2.18333, 41.3833]}, 'place_id': '1a27537478dd8e38'}",,
es,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-12-28T09:05:06.000Z,#MiercolesDeGanarSeguidores #happy estos dos meses los mejores de la historia que siga así por mucho http://someurl,814034428414533632,814034428414533632,340289328,#happy,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-28T09:00:36.000Z,"Relax time, vestido de espiga, The Apartment| #nequistreet #shopping #shop #happy #dress #fashion... http://someurl",814033297856675840,814033297856675840,2807587819,#happy,,,
es,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-28T08:46:45.000Z,De esas noticias que te quitan un peso de encima #free #happy #inpeace,814029810645073920,814029810645073920,42483468,#happy,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-28T08:20:05.000Z,Buenos días desde Londres!! Good morning London!! #man #manstyle #happy #fit #fitnees #guy #boy... http://someurl,814023099788034049,814023099788034049,1355465281,#happy,,,
es,everyone,IFTTT,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-28T08:08:55.000Z,RT AcademiaCESMAR: Today is the perfect day to be #happy 😌 Good morning! / Hoy es un buen día para ser #feliz Em... http://someurl,814020287935246336,814020287935246336,2749602973,#happy,,,
es,everyone,Twitter Web Client,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",2016-12-28T08:07:43.000Z,Today is the perfect day to be #happy 😌 Good morning! / Hoy es un buen día para ser #feliz Empieza con una sonrisa http://someurl http://someurl,814019987740442624,814019987740442624,3683518335,#happy,{'place_id': 'db3ae73fb88e93d8'},,
es,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",2016-12-28T07:30:29.000Z,Así damos la bienvenida a la #Navidad2016 en Madrid. #TuesdayMotivation #luces #merrychristmas #happy #Periodismoufv #ParaLaura @someuser http://someurl,814010616998457344,814010616998457344,808298747948134400,#happy,,,
es,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-12-28T07:27:10.000Z,Definitivamente este es uno de los mejores años... #Disfrutala #VolcanTelicaActivo #Explorando #Happy http://someurl,814009782696812544,814009782696812544,289082639,#happy,{'place_id': 'd2a0bb4acbd6b824'},,
es,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-12-28T07:24:22.000Z,Jamás pensé terminar el año así #happy,814009078682947584,814009078682947584,50713844,#happy,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-12-28T07:15:39.000Z,✌🏼️💋✌🏼️ by:solesito  #live #love #smile #happy #selfie #cute #biutiful #biutifull #crazy #creazy... http://someurl,814006885867278336,814006885867278336,3811608015,#happy,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-28T07:05:11.000Z,Mini jade! #son #koreanairPilotNow #JadeIntown #happy @ Bonifacio Global City http://someurl,814004251651440640,814004251651440640,30423426,#happy,"{'coordinates': {'type': 'Point', 'coordinates': [121.05, 14.55]}, 'place_id': '017a4afa29d71c65'}",,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-28T05:53:00.000Z,Ya llego la navida jajaja intercambio de regalos #navida #happy #familyday #love #primis 💛 http://someurl,813986083780395008,813986083780395008,204420853,#happy,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-28T05:50:51.000Z,#happy times @ Villa Olivia ski resort http://someurl,813985543553855488,813985543553855488,2880435438,#happy,,,
es,everyone,Twitter Web Client,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 14, 'quote_count': 0}",2016-12-28T05:48:48.000Z,"Piensa como adulto, vive como joven, aconseja como anciano y nunca dejes de soñar como un niño #Menorca #feliz #fashionblogger #happy http://someurl",813985030099922944,813985030099922944,952181714,#happy,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-28T05:30:24.000Z,#Happy #Friends #Forever  la despedida #Michelada #December... http://someurl,813980396123734016,813980396123734016,260999655,#happy,"{'coordinates': {'type': 'Point', 'coordinates': [-74.0833, 4.6]}, 'place_id': '0161be1b3f98d6c3'}",,
es,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 1}",2016-12-28T05:28:28.000Z,Sígueme en Instagram.| Buen viaje🚘.. #selfie #happy #smile #makeup #nute #natural #redhair #arrived #sunny.  -  http://someurl http://someurl,813979909307662336,813979909307662336,138185783,#happy,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-28T05:26:28.000Z,La la land | | #good #goodtimes #goodnight #friends #workflow #family #bogota #city #happy... http://someurl,813979409145176069,813979409145176069,83408297,#happy,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-28T05:25:56.000Z,Caminando un rato por Chapultepec 🌾🍃🍁🇲🇽 #happy #goodmorning #smile #relax #lifestyle #diamond #lake http://someurl,813979272989683712,813979272989683712,391665968,#happy,,,
es,everyone,Twitter for iPhone,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 4, 'quote_count': 1}",2016-12-28T05:25:35.000Z,nunca pensé que fuera a decir esto... ESTOY EN LOS ÁNGELES !!! #yeah #happy #holidays #christmasquemolan con @someuser :),813979185685270528,813979185685270528,482917465,#happy,,,
es,everyone,IFTTT,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-12-28T05:24:07.000Z,Caleidoscopio en Cali #Family #Holidays #Traveling #Happy :) http://someurl http://someurl,813978817974964224,813978817974964224,3032096536,#happy,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-28T05:18:43.000Z,Capri 🇮🇹 #europe #tflers #travel #capri  #italia #italy #photography #happy #peace #nature... http://someurl,813977455920750592,813977455920750592,45989471,#happy,"{'coordinates': {'type': 'Point', 'coordinates': [14.2333, 40.55]}, 'place_id': 'f79478d2091c2bc6'}",,
es,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 1}",2016-12-28T05:14:43.000Z,#Happy #NY #Birthday ! #TeamNewYork  ever&ever  Festejar tu cumpleaños con esta vista #NoTienePrecio http://someurl,813976449401126912,813976449401126912,2724736414,#happy,{'place_id': '07d9f2f166885000'},,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-12-28T04:42:24.000Z,"Mi Plan Es...| Dejar que Todo Fluya| | #BuenasNoches| #Frase | #HAPPY @ San Felipe, Yaracuy http://someurl",813968317774000128,813968317774000128,1452145237,#happy,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-28T04:39:38.000Z,Hermoso atardecer 💁👌💕 #beach #cute #beautiful #happy #love #evening #arica @ Playa Chinchorro http://someurl,813967619887923200,813967619887923200,398226067,#happy,"{'coordinates': {'type': 'Point', 'coordinates': [-70.30404977, -18.46121421]}, 'place_id': '0177fcb947770473'}",,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-28T04:30:44.000Z,Como cuando el gym esta solo y me pongo a jugar con sogas como cirquero #JustMe #Happy #Gym... http://someurl,813965383514357760,813965383514357760,129592360,#happy,,,
es,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-12-28T04:27:15.000Z,@someuser  a mi me encanta tu con tenido #happy party,813964506594504706,813964506594504706,813958642248675328,#happy,,2540641272,
es,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2016-12-28T04:26:32.000Z,"@someuser somos dos,haber sabido antes nos vamos por unos #happy jajajajjaja",813958962873827328,813964324410630144,119111867,#happy,,17430602,"[{'type': 'replied_to', 'id': '813964140666638336'}]"
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-28T04:23:17.000Z,"Promesa es promesa!! ❤👬😍! 🙊 #love #boys #happy @ Lago Calima, Colombia http://someurl",813963505237946368,813963505237946368,2161114150,#happy,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-28T04:14:59.000Z,Fin de jornada laboral.... #sistema #bar puesto en marcha....#happy... http://someurl,813961417753788416,813961417753788416,576822882,#happy,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-28T04:14:30.000Z,#JuegosaAtificiales 🤣✨🎇🎆 #Happy 🌙🍷🍷☺ @ Restaurante Del Lago. http://someurl,813961295749849097,813961295749849097,489146370,#happy,"{'coordinates': {'type': 'Point', 'coordinates': [-99.19972927, 19.41731738]}, 'place_id': '3ad512d283f67a11'}",,
es,everyone,earlyspanish,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-28T04:12:04.000Z,Broche de resina maneki-neko sobre base de metal plateado libre de níquel #happy #SantaCruzdeTenerife http://someurl http://someurl,813960686346862592,813960686346862592,812626776966987776,#happy,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-28T04:11:32.000Z,Holiday tuipis tuipis..| #family #happy #holiday http://someurl,813960548597403648,813960548597403648,85498947,#happy,,,
es,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-28T04:05:03.000Z,#UnAmorDeVerdad te amoo infinitamente mi pequeñez.. Dios te amo..! agradecida por mi mejor regalo de navidad.. #happy http://someurl,813958917701173249,813958917701173249,1357336621,#happy,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-28T04:04:27.000Z,"That pen-grin.... #happy #cutie annmarie858 @ Rancho Peñasquitos, San Diego http://someurl",813958768522248192,813958768522248192,6238032,#happy,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-28T04:03:34.000Z,Juntos y en armonía #happy http://someurl,813958546064707584,813958546064707584,307909679,#happy,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-28T03:48:21.000Z,Vitamin sea 🌊🌊🌊🌊 #capture #holiday #family #candid #beach #happy... http://someurl,813954715276939264,813954715276939264,224912438,#happy,"{'coordinates': {'type': 'Point', 'coordinates': [105.86144315, -6.13960722]}, 'place_id': '26ff48b9b78026fc'}",,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-28T03:35:05.000Z,Reencuentro con la babe.! #friends #cuuc #juice #happy #goodvibes #instagramer #instagood... http://someurl,813951379253268480,813951379253268480,83529935,#happy,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-28T03:31:27.000Z,Una foto de navidad con la primita | | #inshot #sun #happy #fun  #cool #fashion #friends #smile... http://someurl,813950463959793664,813950463959793664,111710242,#happy,"{'coordinates': {'type': 'Point', 'coordinates': [-70.69435999, -33.60873567]}, 'place_id': '0067ac795cb0bcc9'}",,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-28T03:30:12.000Z,No hay nada más lindo que verlo sonreír*-* | | #inshot #girls #cute #summer #blur #sun #happy #fun... http://someurl,813950150448123904,813950150448123904,227425540,#happy,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-28T03:27:46.000Z,Navidad entre primos #celebrar #happy  #felicidad @ Urb Agua Blanca http://someurl,813949534678241280,813949534678241280,308573417,#happy,"{'coordinates': {'type': 'Point', 'coordinates': [-68.01262717, 10.19700933]}, 'place_id': '012af435641420c7'}",,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-28T03:26:45.000Z,#dj #party #music #aleteo #tribal #house #club #after #happy #castel esta semana en carnival http://someurl,813949278716567552,813949278716567552,158992687,#happy,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-12-28T03:23:36.000Z,20 años de amistad ✨🎉👯❣️ #friends #amigas #amies #friendship #happy #december #20years #20años... http://someurl,813948487415033856,813948487415033856,1918487558,#happy,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-28T03:21:46.000Z,¿Y cómo no ser feliz?| 2016 nunca te olvidaré!  | #regalos #happy #bendecido http://someurl,813948025269723136,813948025269723136,131713145,#happy,,,
es,everyone,Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-28T03:17:56.000Z,Recibe el año 2017 con un rico pastel o unos deliciosos cupcakes !| | #happy #new #year | | Para más información... http://someurl,813947059522781188,813947059522781188,548040088,#happy,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-28T03:14:35.000Z,Reencuentro ♥| | #friends #family #summer #night #holidays #happy #love @ Bahia Blanca Provincia... http://someurl,813946217767895040,813946217767895040,147699811,#happy,"{'coordinates': {'type': 'Point', 'coordinates': [-62.16384136, -38.71640134]}, 'place_id': '4afa2757051c5192'}",,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",2016-12-28T03:12:26.000Z,"Belén, campanas de Belén 🎄🎶#music #musik #funy #christmas #joke #happy #hollidays #vacations... http://someurl",813945675595522048,813945675595522048,127381921,#happy,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-28T03:06:41.000Z,Buena tarde aquella :)| #amistad #campito #becker #nice #happy #crazys #new #look http://someurl,813944228560695298,813944228560695298,3417055456,#happy,,,
