lang,conversation_id,id,created_at,public_metrics,author_id,source,text,reply_settings,search_query,referenced_tweets,in_reply_to_user_id,geo
es,684080622571159552,684080622571159552,2016-01-04T18:35:04.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",73794033,Twitter Web Client,30 mins en #produccion y ya van 5 pagos (3 extranjeros) #Scared #Developer #PayU,everyone,#scared,,,
es,683975480832323585,683975480832323585,2016-01-04T11:37:16.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2799027938,Instagram,El que madruga... Encuentra el Icpna cerrado 🙈 #A08 #icpna #thefirstclass #scared @ ICPNA... http://someurl,everyone,#scared,,,"{'place_id': '006099b7317c8404', 'coordinates': {'type': 'Point', 'coordinates': [-77.02972666, -12.05179312]}}"
es,683881981038333952,683881981038333952,2016-01-04T05:25:44.000Z,"{'retweet_count': 9, 'reply_count': 4, 'like_count': 103, 'quote_count': 0}",3659722694,Instagram,"Quiuuuuubo!!!, asusté a mi hermano @someuser y se convirtiò en una Princesa...| #susto #scared... http://someurl",everyone,#scared,,,
es,683838877040250880,683838877040250880,2016-01-04T02:34:28.000Z,"{'retweet_count': 1, 'reply_count': 3, 'like_count': 1, 'quote_count': 0}",162419272,Twitter for Android,"Qué descansen, mis angelitos @someuser @someuser @someuser @someuser #scared #Fantasmadebuenosaires 🎃😱 http://someurl",everyone,#scared,,,{'place_id': '0086c37e4416111e'}
es,683796813162397696,683796813162397696,2016-01-03T23:47:19.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",20171519,Instagram,Día 62...Soy un poco asustada... | Day 62...Im a little bit scared...| | #asustada #scared... http://someurl,everyone,#scared,,,"{'place_id': '573ede7f6c450804', 'coordinates': {'type': 'Point', 'coordinates': [-0.14752725, 50.83106233]}}"
es,683425843092295684,683425843092295684,2016-01-02T23:13:13.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",490018019,Twitter Web Client,"Me quedan nueve meses de vida dentro de todo normal, creo (ojalá no ah) #scared #idk",everyone,#scared,,,
es,683406920531742720,683406920531742720,2016-01-02T21:58:01.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",259433906,Twitter Web Client,empecé el año de una manera en que no la venía empezando los últimos años.. qué consecuencias traerá es? #scared,everyone,#scared,,,
es,683302968700071937,683302968700071937,2016-01-02T15:04:57.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",14467894,IFTTT,Yo pisando el suelo helado por la mañana.| #cat #funny #scared http://someurl http://someurl,everyone,#scared,,,
es,682952110971957249,682952110971957249,2016-01-01T15:50:46.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",75170539,Instagram,"Sip,creo que estaba muy cerca de los fuegos artificiales 🎉🎆🙈🎊 #Scared #Uh #FuegosArtificiales... http://someurl",everyone,#scared,,,"{'place_id': '00c1fa062323b8ca', 'coordinates': {'type': 'Point', 'coordinates': [-73.11394369, -36.71097572]}}"
es,681994699196874753,681994699196874753,2015-12-30T00:26:21.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",42069262,Instagram,Lana y yo #asustados #scared #funnyface #dog #pet #Lana #me #selfie @ Col San Rafael http://someurl,everyone,#scared,,,"{'place_id': 'bfc35dcc7e63252a', 'coordinates': {'type': 'Point', 'coordinates': [-99.162735, 19.4401493]}}"
es,681935862351790080,681935862351790080,2015-12-29T20:32:33.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",3362633907,Instagram,"Mi primera vez en telesferico, que susto tenía, creo que mi cara lo demuestra jajajaja #scared @someuser http://someurl",everyone,#scared,,,"{'place_id': '00cc64bf0c951160', 'coordinates': {'type': 'Point', 'coordinates': [-73.06819496, 7.08263302]}}"
es,681688324466159616,681688324466159616,2015-12-29T04:08:56.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",590126429,Twitter for Android,Estoy sola en una casa bastante tenebrosa😬😖😕😵😯😶 #scared #tooscared,everyone,#scared,,,
es,681615387155369984,681615387155369984,2015-12-28T23:19:06.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1093641127,Instagram,Una está feliz en la playa y de repente...| #storm #clouds #rain #scared #cagazo... http://someurl,everyone,#scared,,,
es,681338250192130052,681338250192130052,2015-12-28T04:57:52.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",175492309,Instagram,"#scared #niagarafalls #christmas #holiday #great #time @ Niagra Falls, ON Canada http://someurl",everyone,#scared,,,"{'place_id': '125a714e2a35da7d', 'coordinates': {'type': 'Point', 'coordinates': [-79.07425437, 43.09119275]}}"
es,681329355180617728,681329355180617728,2015-12-28T04:22:31.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1613507047,Instagram,#Friends #Odontologia #Scared @ Plaza Bolivar De Los Teques http://someurl,everyone,#scared,,,
es,681283624738500609,681285659810639872,2015-12-28T01:28:53.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",54993293,Twitter Web Client,"@someuser OH Fuck!! acabo d enotar que en header que hice Skinner tiene su ID alreves XD, será una señal? #Scared",everyone,#scared,"[{'type': 'replied_to', 'id': '681283989668147200'}]",3387810671,
es,680913011666624513,680913011666624513,2015-12-27T00:48:07.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2782762083,Instagram,Agora no SYFY (canal 46) #thirteenghosts #scared #movie #syfy http://someurl,everyone,#scared,,,
es,680618660315017216,680618660315017216,2015-12-26T05:18:28.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",164026981,Twitter for Android,"Saliendo del metro Normal, un extraño intentó darme un disco de Arjona a la fuerza, por rechazarlo me dio dos. Eviten la zona. | | #Scared #fb",everyone,#scared,,,{'place_id': '3ad512d283f67a11'}
es,680499868641525760,680499868641525760,2015-12-25T21:26:26.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",549497730,Twitter for iPhone,"Si Estoy Contenta Por Los Cambios Que Estan Pasando, Excepto Por Eso 😐😑 #Scared",everyone,#scared,,,
es,680464304211144704,680464304211144704,2015-12-25T19:05:07.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",416549975,Twitter Web Client,Ciertas situaciones son demasiado inverosímiles. A veces parece todo una simple conspiración #scared,everyone,#scared,,,
es,680348377608024064,680348377608024064,2015-12-25T11:24:28.000Z,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",1323597294,Vine for Android,🏭 http://someurl ¡La gente huye de la zona! #simcity #SimstersTwins #monster #Fire #scared http://someurl,everyone,#scared,,,
es,680227080303292416,680227080303292416,2015-12-25T03:22:28.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",78961264,Instagram,"Pobre, mi vida #Pet #Dog #Scared #Christmas . http://someurl",everyone,#scared,,,
es,680089218450894848,680089218450894848,2015-12-24T18:14:39.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",78328350,Instagram,Tengo miedo. Im scared #scared #lobezno #fear 😱😰😼 http://someurl,everyone,#scared,,,
es,679790275926044676,679790275926044676,2015-12-23T22:26:46.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",3374142575,Twitter Web Client,VERY soon #MerryChristmas  http://someurl LO ESTODO #scared,everyone,#scared,,,
es,679744909750865920,679744909750865920,2015-12-23T19:26:30.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",611013985,Twitter for iPhone,"Lo que lances, recibes 😅. #scared",everyone,#scared,,,
es,679564061193945088,679564061193945088,2015-12-23T07:27:52.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2998676049,Twitter Web Client,OMG!! Pobre bebé sandía!! 🍉👶 jaja  #pregnant #susto #scared #frightened http://someurl,everyone,#scared,,,{'place_id': '2dfa9ecb0179a4e4'}
es,679512743620296704,679512743620296704,2015-12-23T04:03:57.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2901144878,IFTTT,Soloooo #holiday #galabo #solo #Beteng #BTS #kuliner #no #scared #noscared #one #ok #rock #oneokrock #prameks #ula... http://someurl,everyone,#scared,,,
es,678994924453429249,678994924453429249,2015-12-21T17:46:19.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2817220760,IFTTT,#LotusTemple #IncredibleIndia #scared by enriquebcn http://someurl,everyone,#scared,,,
es,678750910231769089,678750910231769089,2015-12-21T01:36:42.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",157028719,Facebook,while in chichicastenango #myphotos #paintings #mexicancemetaries #peaceful #scared #guatemala #chichicastenango... http://someurl,everyone,#scared,,,
es,677612490872745984,677612490872745984,2015-12-17T22:13:01.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",4518143357,Twitter Web Client,Alguien enseñe a este viejo como funcionan las redes sociales! #Scared #wtf,everyone,#scared,,,
es,677392922346590208,677392922346590208,2015-12-17T07:40:32.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2310742478,Twitter for iPhone,enero de operaciones😩💆🏻 #scared,everyone,#scared,,,
es,677302721838505985,677302721838505985,2015-12-17T01:42:07.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",4505705609,Twitter for Android,"Bueno, decidí ordenar mi cuarto y habían dos arañas que salieron de mi sillón. 😭 #scared",everyone,#scared,,,
es,676978686143385601,676978686143385601,2015-12-16T04:14:31.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",297230760,Twitter for iPhone,Republican debate #scared #wtf #republicanpresidentialdebate,everyone,#scared,,,
es,676969423962509317,676969423962509317,2015-12-16T03:37:42.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",31626480,Twitter Web App,Las Farc tienen mucha plata y dicen q la plata todo lo compra. #Scared | A este paso prefiero q no paguen cárcel pero los dejen sin un peso.,everyone,#scared,,,
es,676949213759033344,676949213759033344,2015-12-16T02:17:24.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",599605564,Twitter for Android,Ese momento en el que tus papás aprenden a usar Instagram y suben 3 fotos en 1 seg 😱😨😵 #scared,everyone,#scared,,,
es,676555845442928641,676555845442928641,2015-12-15T00:14:18.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",59974612,Twitter for Android,Último examen final del ciclo... #nervous #pucp #scared #waaaaaa,everyone,#scared,,,
es,676217802534068224,676217802534068224,2015-12-14T01:51:02.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",66778411,Instagram,Nimodo!!! Le dio miedo #santaclaus #crybaby #scared #funny #ohwell #instagram #instaphoto... http://someurl,everyone,#scared,,,"{'place_id': '0807c31007ea6b4b', 'coordinates': {'type': 'Point', 'coordinates': [-116.99546704, 33.74852626]}}"
es,676147353426923522,676147353426923522,2015-12-13T21:11:05.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",310460778,Twitter for Android Tablets,... Pues creo que me casare #Scared,everyone,#scared,,,
en,675767256362676224,675767256362676224,2015-12-12T20:00:43.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",58274394,Twitter for iPad,No fan mail? #scared #weknowwhereitcamefrom #busted #growapair 😂🙋🏽👌🏽✍🏾👩🏾⌨🖨📄,everyone,#scared,,,
es,675509024222089220,675509024222089220,2015-12-12T02:54:36.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",47560518,Twitter for iPhone,@someuser in Cambo #scared,everyone,#scared,,387566526,
fr,675145079196119040,675145079196119040,2015-12-11T02:48:25.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1656556644,Twitter for iPhone,AUBREY...😭😭😭😭😭#scared #Bones @someuser,everyone,#scared,,,
es,674970853231214593,674970853231214593,2015-12-10T15:16:06.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",6337352,Instagram,Tengo miedo de este sitio... ¿Qué habrán encontrado aquí? #scared http://someurl,everyone,#scared,,,
es,674750341745872896,674750341745872896,2015-12-10T00:39:52.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",3311143785,Instagram,"Creepy Pictore📷 #Creepy #Scared #rare @ Río Gallegos, Santa Cruz http://someurl",everyone,#scared,,,"{'place_id': '005ef29d79d0b45a', 'coordinates': {'type': 'Point', 'coordinates': [-69.21666667, -51.63333333]}}"
es,674743715039023105,674743715039023105,2015-12-10T00:13:32.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1059459127,Twitter for Android,"La confusion, si duda de lo mas complicado! #Scared",everyone,#scared,,,
es,674281633084780544,674281633084780544,2015-12-08T17:37:23.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",481341523,Twitter for Android,"El preciso momento que tu corazón acelera, respiras con dificultad y tus ojos quieren llorar es el cuando tu zona de confort cambio #scared",everyone,#scared,,,
es,673865099149488129,673865099149488129,2015-12-07T14:02:14.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",373507901,Twitter Web App,"Todo esto me es tan familiar. Acaso la historia se está repitiendo? Qué onda, universo, esto es una especie de prueba? #scared",everyone,#scared,,,
es,673703890093756418,673703890093756418,2015-12-07T03:21:38.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",100402947,Twitter Web Client,¿Qué pedo con la seriedad hoy en día? -_- #Notseriousatall #scared #stahp,everyone,#scared,,,
es,673677932456312832,673677932456312832,2015-12-07T01:38:30.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",73796455,Twitter for Android,"En qué momento las pláticas se convirtieron en trabajo, bodas de tus amigxs y sus hijxs y el futuro? #scared #notnow #adultingsucks",everyone,#scared,,,
es,673572847659315200,673572847659315200,2015-12-06T18:40:55.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",280838500,Twitter for Android,"Siento que quedare embarazada un día de estos por la vista, en mi trabajo cada día una más esta embarazada😨 #scared",everyone,#scared,,,
es,673493916155539457,673493916155539457,2015-12-06T13:27:17.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",189109670,Twitter for Android,"Escuchado el Ep. 13 de #100yardas  Conclusión, sin Gronk derrota segura de Pats #Scared @someuser @someuser @someuser #GoPats",everyone,#scared,,,
es,673002469211811841,673002469211811841,2015-12-05T04:54:27.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",277557427,Twitter Web Client,Ese momento donde estas solo en tu casa despues de las 10pm y se va la luz......da mucho miedito #Scared,everyone,#scared,,,
es,672906489955241984,672906489955241984,2015-12-04T22:33:03.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",3430351966,IFTTT,RT Juaamnpa Puede fallar| #climbing #palestra #scared http://someurl,everyone,#scared,,,
es,672905868615294977,672905868615294977,2015-12-04T22:30:35.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",2198115806,Twitter for Android,Cuando llegas a casa y todo esta en silencio. #scared,everyone,#scared,,,
es,672902956543442944,672902956543442944,2015-12-04T22:19:01.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",552644852,Instagram,Puede fallar| #climbing #palestra #scared http://someurl,everyone,#scared,,,
ca,672676814867841024,672676814867841024,2015-12-04T07:20:25.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",276117924,Twitter for Android,"Trobar-te la pl. Granollers de #mataro amb les cares den Rajoy i en Fernández Díaz, no ajuda a #bondia! #scared http://someurl",everyone,#scared,,,{'place_id': '5ff8a5c4d230101a'}
es,672498609200496640,672498609200496640,2015-12-03T19:32:17.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",344891167,Twitter for Android,Ahora sí creo que todos tenemos un doble.. #scared #lifesurpriseme,everyone,#scared,,,{'place_id': '018f1cde6bad9747'}
es,672091749049856000,672091749049856000,2015-12-02T16:35:34.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",889930604,Twitter for iPhone,Que lindo cuando no tenes señal y tu papa te esta llamando y despues tenes 10 llamadas perdidad #scared,everyone,#scared,,,
es,672056731170664448,672057603149725696,2015-12-02T14:19:53.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1496209813,Twitter Web Client,@someuser por la misma regla de tres: Benítez o.... VAN GAAL ! #scared,everyone,#scared,"[{'type': 'replied_to', 'id': '672057238610120704'}]",144217958,
es,670676122133250048,671199941801451520,2015-11-30T05:31:51.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",4405124534,Twitter for Android,@someuser quema la casa... #scared #cursed,everyone,#scared,"[{'type': 'replied_to', 'id': '670676122133250048'}]",69998571,
es,671097848822370304,671097848822370304,2015-11-29T22:46:10.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",3686581642,Twitter Web Client,"France J-13, ya tengo miedo olvidar mi español volviendo por allá! #scared #christmasiscoming",everyone,#scared,,,{'place_id': '00c4b64e7affea25'}
es,670139347396599808,670139347396599808,2015-11-27T07:17:25.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",208112867,Twitter for Android,"Ahí tienen su lluvia, pero el  show de truenos y relámpagos no era necesario #Scared",everyone,#scared,,,
es,670000804619755524,670000804619755524,2015-11-26T22:06:54.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",312875498,Twitter for Android,Avion rompiendo la barrera del sonido #alucinante #firsttime #scared,everyone,#scared,,,
es,669234862482718720,669234862482718720,2015-11-24T19:23:19.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",80313042,Twitter for Android,The winter is coming now? Pues esta vez nadie me aviso. Estudiando!!!  Madre mía la factura de iberdrola este mes! #terror #scared,everyone,#scared,,,
es,669185729780703232,669185729780703232,2015-11-24T16:08:05.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",232455842,Twitter for Android,Sanos y salvos!! #scared @someuser xD http://someurl,everyone,#scared,,,{'place_id': 'e342de30841352bf'}
es,669184732383449088,669184732383449088,2015-11-24T16:04:07.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",110527889,Instagram,Raen! Quieres sopa?  #scared #face #selfie #selca http://someurl,everyone,#scared,,,
es,669178188707135488,669178188707135488,2015-11-24T15:38:07.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",311036531,Instagram,👉Una vieja👈| Te quiero montones amigo💪❤| | #halloween #scared #scary #monsters #zombie #joker #disfraces... http://someurl,everyone,#scared,,,"{'place_id': '4afa2757051c5192', 'coordinates': {'type': 'Point', 'coordinates': [-57.74664754, -35.0803871]}}"
es,669151773605675008,669151773605675008,2015-11-24T13:53:09.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",80481982,Instagram,Con sueñito ando. Levantarse asustada porque no puedes ver la hora no tiene precio 😴 #scared... http://someurl,everyone,#scared,,,
es,669144442339749888,669144442339749888,2015-11-24T13:24:01.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",169791439,Twitter for Android,México here I come! #scared #firsttimeonaplane ✈,everyone,#scared,,,
es,669137121438015488,669137121438015488,2015-11-24T12:54:56.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2959356220,IFTTT,RT GonerillaAecce #SaintPaul #arts #demilovato #scared Belleza #hacia la #mujer: Productos De Belleza Para Mujeres... http://someurl,everyone,#scared,,,
es,668918102818742273,668918102818742273,2015-11-23T22:24:38.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",221002321,Twitter Web Client,"Esto de vivir en el campo es malisimo, entro terrible abejorro al cuarto de mi hermano #Scared",everyone,#scared,,,
es,668573659108237313,668573659108237313,2015-11-22T23:35:56.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2666871624,twitterfeed,"#neversaynever #scared #autocad #jj Quemando #grasas y #gozando de una buena vida full combooo: Bajar de peso, pe http://someurl",everyone,#scared,,,
es,668550813011308544,668550813011308544,2015-11-22T22:05:09.000Z,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 6, 'quote_count': 0}",4071064955,Twitter for iPad,No tengas miedo nos estás sola. TRECE | #blood #scared #scream #sunday #boo #Bogotá #trece #trecelaserie http://someurl,everyone,#scared,,,
es,668355754647158784,668355754647158784,2015-11-22T09:10:04.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1217733642,Twitter for Android,"Y si Roberto no ha llegado, ¿por qué el portón sonó como si estuviera siendo saltado por alguien? Y de esto hace una media hora #Scared 😱😰😨😧",everyone,#scared,,,
es,668218469188407297,668218469188407297,2015-11-22T00:04:32.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",56615928,Twitter for Android,Mis siestas tienen sueños apocalípticos. #Scared,everyone,#scared,,,
es,668202806373965824,668202806373965824,2015-11-21T23:02:18.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",392928821,Twitter for Android,U.U solo esa #scared #brokenheart #Dontlove  http://someurl,everyone,#scared,,,
es,667861155470266368,667861155470266368,2015-11-21T00:24:42.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2959356220,IFTTT,RT JamieBrittany1 #SaintPaul #arts #breakfast #scared Convierte #tus #articulos en #videos texto: Crear Videos De ... http://someurl,everyone,#scared,,,
es,667816774335762433,667816774335762433,2015-11-20T21:28:21.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",32294708,Twitter for Android,Por alguna razón extraña me hormiguean los dedos de ambas manos.... #scared 😓,everyone,#scared,,,
es,667808242781696000,667808242781696000,2015-11-20T20:54:27.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2959356220,IFTTT,RT ElbowSkipper #SaintPaul #arts #breakfast #scared Seduccion #peligrosa 75% #comision ventas y conversiones altas... http://someurl,everyone,#scared,,,
es,667808241229807616,667808241229807616,2015-11-20T20:54:26.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2959356220,IFTTT,RT CroslandAbbiga #SaintPaul #arts #breakfast #scared Seduccion #peligrosa 75% #comision ventas y conversiones alt... http://someurl,everyone,#scared,,,
es,667550751984586752,667550751984586752,2015-11-20T03:51:16.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1032878222,Twitter for Android,La bloquie de todos lados y nose como hace para aparecer de nuevo boludoooooos #Scared,everyone,#scared,,,{'place_id': '00eacabc1e5298db'}
es,667393545653780480,667393545653780480,2015-11-19T17:26:35.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2592857172,twitterfeed,#santa #Rosa #scared #planetaterra Mas #testosterona en 31 #dias increase testosterone in spanish: Este video rev http://someurl,everyone,#scared,,,
es,667142718330691584,667142718330691584,2015-11-19T00:49:53.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1496062662,Twitter for Android,"Que paranoia, se oye como algo raro y luego un temblor #scared",everyone,#scared,,,
es,667101253080653824,667101253080653824,2015-11-18T22:05:07.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",863631774,Instagram,A ver #regresión con @someuser a ver que tal ^^| #cine #film #thriller #scare #scared #007... http://someurl,everyone,#scared,,,
es,666950317167243264,666950317167243264,2015-11-18T12:05:21.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2959356220,IFTTT,"RT ShemZina #Cincinnati #arts #drunken #scared Inteligencia #financiera y #finanzas #personales, altas conversione... http://someurl",everyone,#scared,,,
es,666692490880151552,666692490880151552,2015-11-17T19:00:51.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",116649561,Everypost,¿Te asustaste? #Scared #Fun http://someurl,everyone,#scared,,,
es,666683550272520192,666683550272520192,2015-11-17T18:25:19.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",3356994363,Crowdfire Inc.,Y aquí os dejo con el nuevo video de hoy de GTA 5 ONLINE http://someurl| |  #fun #cute #night #costume #scared #happy #cool,everyone,#scared,,,
tr,666633553346736128,666633553346736128,2015-11-17T15:06:39.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",164807418,Echofon  Android,Hazel E #scared of TT #LHHH,everyone,#scared,,,
es,666362521998090240,666362521998090240,2015-11-16T21:09:40.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",217517046,Instagram,Nueva adquisición! #new #cap #style #yellow #shark #stinko #scared #lesbian #fuckingawesome #loving... http://someurl,everyone,#scared,,,
es,666358712664268800,666358712664268800,2015-11-16T20:54:32.000Z,"{'retweet_count': 3, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",2233643622,Twitter Web Client,The Skeleton. | Buenas noches y dulces pesadillas (http://someurl #scared http://someurl,everyone,#scared,,,
es,666305112139169792,666305112139169792,2015-11-16T17:21:32.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",287422512,Twitter for Android,¿Por qué mis sueños siempre son TAN intensos? #scared,everyone,#scared,,,
es,666016063763718145,666016063763718145,2015-11-15T22:12:58.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",322812533,Instagram,#lord #rollercoaster #killme #lordhavemercy #scared @ Universal Studios Florida http://someurl,everyone,#scared,,,"{'place_id': '55b4f9e5c516e0b6', 'coordinates': {'type': 'Point', 'coordinates': [-81.467, 28.4752]}}"
es,666011488281346048,666011488281346048,2015-11-15T21:54:47.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",338409961,Twitter for iPhone,Go Kieron #scared http://someurl,everyone,#scared,"[{'type': 'quoted', 'id': '666009167803449344'}]",,
