lang,referenced_tweets,reply_settings,source,public_metrics,in_reply_to_user_id,created_at,text,conversation_id,id,author_id,search_query,geo
pt,,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,2015-04-23T18:16:38.000Z,Se calhar ja nao necessitas tanto de tar cmg como eu contigo #heartbroken,591304690794635265,591304690794635265,776076164,#heartbroken,
pt,,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2015-04-20T11:58:30.000Z,Sobre esse primeiro episódio da temporada. 😢 #heartbroken #Delphine #Cosima #OrphanBlack  #love... http://someurl,590122363926216707,590122363926216707,416829724,#heartbroken,
pt,,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2015-04-20T02:02:44.000Z,El domingo de películas está experimentando dificultades técnicas 😩 #heartbroken,589972436046651393,589972436046651393,24780056,#heartbroken,
pt,,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,2015-04-19T19:55:44.000Z,a laur mandou-me dm mas deixou de me seguir #heartbroken,589880076302471169,589880076302471169,1668882481,#heartbroken,
it,,everyone,Twitter for Android,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,2015-04-09T04:30:42.000Z,Fatal fatal fatal #MueroLentamente #heartbroken,586023407084371968,586023407084371968,2185176522,#heartbroken,
pt,,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2015-04-06T01:27:14.000Z,NOOOOOOO!!!! Céleste 😭😭😭 #LaVoixTVA #heartbroken @someuser http://someurl,584890072161513472,584890072161513472,278556747,#heartbroken,
pt,,everyone,Twitter for Windows Phone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2015-04-04T02:01:18.000Z,"Siga seu coração, queridoNo momento meu coração esta apontando para o McDonalds mais próximo. U.U#heartbroken#McDonalds#icecream#life",584173871257034752,584173871257034752,2828562881,#heartbroken,
pt,"[{'type': 'replied_to', 'id': '583823963194793984'}]",everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",172512273,2015-04-03T02:51:51.000Z,@someuser a vítima diz é chato ser alguém tão errado #heartbroken,583823419143278592,583824203461369858,2310207111,#heartbroken,
pt,,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2015-04-01T20:14:49.000Z,E estou longe... #heartbroken #LT,583361899636604928,583361899636604928,539981393,#heartbroken,
pt,,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",,2015-03-31T15:35:01.000Z,"E eu parei de ter pena de mim por estar sem você, e passei a ter pena de você por estar sem mim!| #love #Heartbroken",582929095081762816,582929095081762816,3095732607,#heartbroken,
pt,,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2015-03-28T21:36:31.000Z,confissão da noite: já tive um pesadelo onde os bananas de pijama me mandavam tomar no cu. </3 #heartbroken,581932906773364736,581932906773364736,358856117,#heartbroken,
in,,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2233154425,2015-03-28T16:30:09.000Z,@someuser #MrMercedes pg 285 NOOOOOOOOOOOOOOO #heartbroken,581855807643348992,581855807643348992,423110118,#heartbroken,
pt,,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,2015-03-27T19:13:10.000Z,KD😩😩 nooooooo #heartbroken,581534444168683521,581534444168683521,1037470068,#heartbroken,
pt,,everyone,Twitter Web Client,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,2015-03-26T13:01:04.000Z,Sei que não sou nada interessante mas podias ao menos olhar para mim... #heartbroken,581078412791549952,581078412791549952,297013969,#heartbroken,
pt,,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2015-03-25T19:56:45.000Z,Ainda esperando o just kidding. Eu acredito em fadas. #heartbroken,580820634973917184,580820634973917184,43411565,#heartbroken,
pt,,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2015-03-25T17:51:58.000Z,COMO FAZ PRA VOLTAR PRA 2012? #heartbroken #ZaynBackForUs #ComeBackZayn #AlwaysInOurHeartsZaynMalik,580789233809539072,580789233809539072,153649722,#heartbroken,
pt,,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,2015-03-25T17:49:25.000Z,assinando embaixo desse rt. #heartbroken #ilovelooking #HBONotCancelLooking,580788592550780928,580788592550780928,62211744,#heartbroken,
pt,,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2015-03-25T17:03:43.000Z,"...isso dói, não vou me perdoar por ter perdido minha única chance, vou sair da internet preciso de um tempo sozinha #heartbroken",580777089638539264,580777089638539264,134178020,#heartbroken,
pt,,everyone,Twitter for Android Tablets,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2015-03-24T21:20:29.000Z,As vezes só quero esquecer tudo e mergulhar no Pacífico| #HeartBroken,580479319434223618,580479319434223618,1676314669,#heartbroken,
pt,,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2015-03-23T14:51:35.000Z,😭 pois é....mais neve 💔 #why #bomdiasegunda #wisconsin #heartbroken #wahhhhh http://someurl,580019064631898112,580019064631898112,205977118,#heartbroken,
tl,"[{'type': 'replied_to', 'id': '578184620195205120'}]",everyone,Twitter for Android Tablets,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",366068153,2015-03-18T13:23:14.000Z,@someuser hahahahhahahaha. #HEARTBROKEN #JHINUUU # MAMA,578180145678172160,578184890790780929,535900226,#heartbroken,"{'place_id': '0088e1b1066e791e', 'coordinates': {'type': 'Point', 'coordinates': [123.7569812, 13.1373639]}}"
pt,,everyone,Twitter for iPad,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2015-03-15T00:04:51.000Z,Coração de mãe partido qdo o filho chora #soulmate 💔 #heartbroken http://someurl,576896805838946304,576896805838946304,167644280,#heartbroken,
it,,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2015-03-11T22:30:41.000Z,Que no le toque el PSG a la Juve😢 #heartbroken,575785943342276608,575785943342276608,65849596,#heartbroken,
pt,,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2015-03-11T03:26:47.000Z,Desgarrador no poder comer pan #heartbroken #lifeisnotworthlivinganymore #crying #brokeninside #emo,575498072005812224,575498072005812224,565944804,#heartbroken,
it,,everyone,Twitter for BlackBerry,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,2015-02-25T08:27:15.000Z,RIGOLE RIGOLE! #HeartBroken,570500257152413696,570500257152413696,856166053,#heartbroken,
it,,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2015-02-25T08:04:46.000Z,Ma...ma...ma come?!? E io?? #HeartBroken http://someurl,570494601494179841,570494601494179841,23770109,#heartbroken,
pt,,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2015-02-23T09:45:41.000Z,Isto não está a resultar... Nunca resultou 😞😔 #heartbroken,569795221778784256,569795221778784256,2917706421,#heartbroken,
pt,,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2015-02-22T09:53:11.000Z,Dia de muita dor para o povo de Deus... Dia da morte do nosso pai na fé... | Orem por nós... 💔😢😩| #heartbroken http://someurl,569434719231844352,569434719231844352,116439374,#heartbroken,
pt,,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1581687361,2015-02-21T12:18:37.000Z,@someuser  não viste :(((( #heartbroken,569108932599406592,569108932599406592,2369582846,#heartbroken,
pt,"[{'type': 'replied_to', 'id': '567837357283647488'}]",everyone,Twitter Web Client,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",319976706,2015-02-18T23:06:13.000Z,@someuser varandas bar quase não tem mais frequentadores desde sua partida! #heartbroken,567723080894926848,568184741276610560,151175403,#heartbroken,
pt,,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,2015-02-15T20:49:29.000Z,After do dia de S. Valentim 😭 #sad #heartbroken #tanga ##always #happy @ Abadias http://someurl,567063166912569346,567063166912569346,1441069914,#heartbroken,
fr,"[{'type': 'replied_to', 'id': '566336548866514944'}]",everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",212559227,2015-02-13T20:42:33.000Z,@someuser le manque de confiance ok #heartbroken,566333302479794176,566336649706340352,358470711,#heartbroken,
de,"[{'type': 'replied_to', 'id': '565186311834075136'}]",everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",229843017,2015-02-10T16:33:21.000Z,@someuser #heartbroken enfatizei,565186311834075136,565186771307462657,112803505,#heartbroken,{'place_id': '842e394b8c586f64'}
es,,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,2015-02-04T23:55:12.000Z,Liar .. :( #heartbroken http://someurl,563123639001047040,563123639001047040,398371007,#heartbroken,
pt,,everyone,Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2015-02-04T23:05:00.000Z,egoismo sempre destruindo corações #heartbroken,563111003924492288,563111003924492288,180164266,#heartbroken,
es,"[{'type': 'replied_to', 'id': '562354448144818176'}]",everyone,Twitter for Android,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",912456054,2015-02-02T21:08:14.000Z,@someuser tro tar #heartbroken #okay? #okay #triste,562352107924500481,562356842551332865,603606158,#heartbroken,
es,,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",273701272,2015-02-01T17:32:40.000Z,@someuser Te necesito 😫💔 #heartbroken,561940205742342144,561940205742342144,2812185112,#heartbroken,
fr,,everyone,Twitter for Android,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",,2015-02-01T17:20:58.000Z,"Le #sorcier de @someuser a eu raison (presque) pour une fois, score final 3-1, il manque juste le 1... #HeartBroken 💔| @someuser @someuser",561937264067244033,561937264067244033,989637764,#heartbroken,
pt,,everyone,Twitter for Android,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,2015-01-31T14:20:39.000Z,#heartbroken| boooom durog!!,561529499209056257,561529499209056257,609625280,#heartbroken,
pt,,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2015-01-24T02:06:11.000Z,curtes mt de gozar comigo lol vai arranjar outra pessoa que te chame brusa de merda :c </3 #heartbroken,558807946713632768,558807946713632768,2382545724,#heartbroken,
en,"[{'type': 'replied_to', 'id': '557739074883452928'}]",everyone,Twitter for iPhone,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2238576862,2015-01-21T03:37:42.000Z,“@someuser Maria.... #heartbroken”😂😂,557739074883452928,557743814472114176,231906593,#heartbroken,
pt,,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",255537739,2015-01-16T16:31:54.000Z,@someuser Responde Os Twetes de Geral menos os meus T^T Xatiada  #HeartBroken #SomosFasDeBandinhaCoreana! #HappyKanginDay,556126707464552449,556126707464552449,393691408,#heartbroken,
pt,,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2015-01-14T01:26:35.000Z,Meu coração dói quando vejo alguém usar soar ao invés de suar 💔#RIPPortuguese #heartbroken #justGoogleIt,555174102919815168,555174102919815168,56662946,#heartbroken,"{'place_id': '68e019afec7d0ba5', 'coordinates': {'type': 'Point', 'coordinates': [-46.58230746, -23.59308924]}}"
pt,,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2015-01-13T23:04:36.000Z,Ouvi uma voz que diz ñ a razâo...| | #saudades | #Heartbroken| #cartoon| #Lembranças| #Vem #que #te #espero http://someurl,555138373212315650,555138373212315650,105585332,#heartbroken,
es,"[{'type': 'replied_to', 'id': '554088693108342784'}]",everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",1633131427,2015-01-11T01:34:36.000Z,@someuser tudo por ti #heartbroken,554078569299996672,554088956695162881,2598043957,#heartbroken,
pt,,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2015-01-05T21:54:33.000Z,"A verdade é que... sempre foi você, e você sabe, mas NÓS não queremos aceitar. #heartbroken",552221639698841600,552221639698841600,107067776,#heartbroken,
pt,,everyone,Echofon,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2015-01-05T19:38:23.000Z,"Mais um sonho realizado, graças a Deus! Berlin é tudo que eu imaginei, com certeza vou sentir saudade desse lugar! 🇩🇪😩 💔 #heartbroken",552187371329175554,552187371329175554,160386010,#heartbroken,
pt,,everyone,Twitter for iPad,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2015-01-03T21:56:22.000Z,"Aquele cara que não tem culpa por não te amar, mas que isso é a única coisa que vc quer dele... 💔 #heartbroken",551497321960468482,551497321960468482,99784032,#heartbroken,
fr,,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",,2015-01-02T22:53:12.000Z,Une fois de plus..#heartbroken,551149236973498369,551149236973498369,849119730,#heartbroken,"{'place_id': 'd73762e172ac7c37', 'coordinates': {'type': 'Point', 'coordinates': [3.198409, 36.7454151]}}"
pt,,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2014-12-30T10:43:54.000Z,Que Deus conforte o coração da família de todas as vítimas do AirAsia. #heartbroken,549878536639881216,549878536639881216,53407732,#heartbroken,
pt,,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2014-12-24T11:42:02.000Z,@someuser Tim Burton and Helena Bonham Carter Separate http://someurl #Heartbroken,547718839073382402,547718839073382402,1592726646,#heartbroken,
pt,,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2014-12-21T22:20:16.000Z,E esa era a historia :(| #heartbroken,546792293257445376,546792293257445376,155015626,#heartbroken,
pt,,everyone,TweetDeck,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2014-12-21T01:45:16.000Z,Alguém sabe se a @someuser deixou de transmitir Nip/Tuck??? :| #heartbroken,546481497654710273,546481497654710273,2590013766,#heartbroken,
pt,"[{'type': 'replied_to', 'id': '544435149937836032'}]",everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",12799952,2014-12-15T10:16:23.000Z,@someuser é que eu realmente achei que ele não tinha a menor chance contra a Fleur :( ele cagou tantas vezes durante a temporada... #heartbroken,544430202701742081,544435796070367233,15821811,#heartbroken,
pt,"[{'type': 'replied_to', 'id': '543779277171605504'}]",everyone,Twitter for Mac,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",6665802,2014-12-14T11:19:52.000Z,@someuser @someuser http://someurl Tô percebendo que a Positivo não te ama mais! #heartbroken,543497473499856896,544089382828138498,139927836,#heartbroken,
pt,,everyone,Twitter for Websites,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2014-12-09T23:23:25.000Z,Motivos para continuar... por aqui. http://someurl #Vimeo #romantic #love #shortfilm #indie #film #vintage #lovely #heartbroken,542459530311774209,542459530311774209,331867052,#heartbroken,
pt,,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2014-12-06T15:21:06.000Z,meu namorado perdeu a aliança dele #heartbroken 💔💔,541250989698076673,541250989698076673,323659300,#heartbroken,
it,,everyone,Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2014-12-06T12:13:04.000Z,E per quanto mi riguarda la nostra amicizia è finita.| | #Breyton #HeartBroken http://someurl,541203669510021120,541203669510021120,2277666433,#heartbroken,
pt,,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2014-12-06T03:18:40.000Z,Quando você quer muito falar com alguém e a pessoa não te responde no whats😟 #Heartbroken,541069182142779392,541069182142779392,61602234,#heartbroken,
pt,"[{'type': 'replied_to', 'id': '540353242103021568'}]",everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",62301005,2014-12-04T04:38:55.000Z,"@someuser @someuser Poxaa, Mari... Eu já super gostava de você antes mesmo de trocar as primeiras palavras com ele. #heartbroken",540174156533620736,540364601909858304,543795279,#heartbroken,
pt,,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2014-12-04T04:14:29.000Z,Felipe :( #heartbroken #Felipe #TheApprentice,540358452896624641,540358452896624641,176775622,#heartbroken,
pt,"[{'type': 'replied_to', 'id': '540314218336374784'}]",everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",18464533,2014-12-04T01:22:25.000Z,@someuser você já me trocou por 364 outras amigas! 😭 #heartbroken,540314218336374784,540315151229259776,279070329,#heartbroken,
pt,,everyone,Twitter for Windows Phone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2014-12-01T12:16:42.000Z,"O snapchat é oficialmente um lugar pra reclamar, fazer piada da vida e dar as ratas de cada dia. Sem ele tudo é mais sem graça. #heartbroken",539392645152669696,539392645152669696,63969916,#heartbroken,
pt,,everyone,Twitter Web Client,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",,2014-11-25T21:25:02.000Z,"O I want to be free, or not ja passou à historia #heartbroken",537356310216327168,537356310216327168,2508040158,#heartbroken,
tl,,everyone,Twitter for iPad,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2014-11-25T15:46:42.000Z,#heartbroken  si ate!!!😢😢😢hahhah,537271164658139136,537271164658139136,2861869609,#heartbroken,
tl,"[{'type': 'replied_to', 'id': '537242786395729921'}]",everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",346545377,2014-11-25T13:59:29.000Z,@someuser @someuser @someuser @someuser @someuser hahahahaha. #emo #heartbroken hahaha.,537229988991610880,537244182230732800,349073643,#heartbroken,
pt,,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,2014-11-24T19:19:40.000Z,Panda... 😭😩😖💔🐼 #ByePablo #stupidredrox #heartbroken #blackandorangeforever,536962372481855488,536962372481855488,62747974,#heartbroken,
es,,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2014-11-23T06:30:03.000Z,Peeta noooooooo #heartbroken,536406304802099200,536406304802099200,2700528746,#heartbroken,
pt,"[{'type': 'replied_to', 'id': '535011299613499392'}]",everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",29916968,2014-11-19T10:09:12.000Z,“@someuser despedida da bibi :( </3” 💔 #heartbroken,535011299613499392,535011903559725056,26643807,#heartbroken,"{'place_id': '68e019afec7d0ba5', 'coordinates': {'type': 'Point', 'coordinates': [-46.68104248, -23.59921845]}}"
pt,,everyone,Twitter for Android Tablets,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2014-11-17T20:04:24.000Z,Alguma está acontecendo no meu coração.Algo está me sufocando e me causa náuseas. | #heartbroken,534436912808099841,534436912808099841,1183576958,#heartbroken,
pt,,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2014-11-14T15:00:35.000Z,Noooooooo Sybil!!! Nooo 😭😭😭😭 #DowntonAbbey #heartbroken,533273292120268800,533273292120268800,34293546,#heartbroken,
it,,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2014-11-13T04:25:12.000Z,No more Scorpios!!! 😪😪 #Heartbroken 😴😴,532751004694237184,532751004694237184,555725898,#heartbroken,
pt,,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2014-11-13T00:40:37.000Z,mAS EU AMAVA ELE #Heartbroken,532694485856444416,532694485856444416,593005562,#heartbroken,
pt,,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2014-11-11T22:52:33.000Z,#HeartBroken Boris :-( :-( :-(,532304903285518336,532304903285518336,168065177,#heartbroken,
pt,,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",,2014-11-11T20:38:04.000Z,http://someurl Oscar 1999-2014 #Heartbroken,532271060906176513,532271060906176513,294626776,#heartbroken,
pt,"[{'type': 'replied_to', 'id': '530678302319849472'}]",everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",1285603490,2014-11-07T22:58:24.000Z,@someuser Concordo... Nunca me vou esquecer quando o @someuser me partiu o coração... </3 #heartbroken,530678302319849472,530856824783007744,2636896728,#heartbroken,
pt,,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,2014-11-06T05:28:16.000Z,Divorce #drink #alcohol #heartbroken #failure #GodForgiveMe #MySoul #Death #MyLife,530230160734175235,530230160734175235,152503359,#heartbroken,
pt,"[{'type': 'replied_to', 'id': '529416787495227392'}]",everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2233409573,2014-11-03T23:42:10.000Z,@someuser nunca eu ri tanto como nesse filme. Pobre de quem o viu comigo  ahah #heartbroken,529412753543671808,529418286724034560,2255265206,#heartbroken,
pt,,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2014-11-03T03:47:58.000Z,Temos que saber a hora certa de ir embora e deixar para trás tudo que foi conquistado. O fim de um caminho é o começo de outro. #heartbroken,529117757837934593,529117757837934593,71235922,#heartbroken,"{'place_id': 'ce868cf1adf8c805', 'coordinates': {'type': 'Point', 'coordinates': [-88.2400663, 43.0209613]}}"
pt,,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,2014-11-01T03:27:04.000Z,Até o @someuser #heartbroken saiu hoje e eu? Aqui mofando sim,528387722097213440,528387722097213440,168253739,#heartbroken,{'place_id': '76032ced94f075be'}
pt,,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2014-10-30T23:53:09.000Z,Neil!!! No!!!! #heartbroken #ouat #tweetingayearlate,527971501962969090,527971501962969090,55102910,#heartbroken,
pt,,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2014-10-30T00:56:13.000Z,"Encontrei o amor da minha vida hoje, mas aí o farol abriu e ele me deixou pra trás 😭💔 #chateada #heartbroken",527624982109880320,527624982109880320,59959066,#heartbroken,
pt,,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",,2014-10-29T22:09:49.000Z,Vixi foi-se o portaPRO 😲#nophone ##koss #portapro #heartbroken @ Lola 33 - Comunicação e Marketing http://someurl,527583106535268352,527583106535268352,29529295,#heartbroken,"{'place_id': '062364f1745605a7', 'coordinates': {'type': 'Point', 'coordinates': [-50.15121309, -25.09442736]}}"
pt,,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2014-10-28T20:51:44.000Z,Todos os dias visito o facebook dela... still cant believe it #sad #Heartbroken,527201067667587072,527201067667587072,75586723,#heartbroken,
pt,,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2014-10-27T01:27:42.000Z,Oscar is free. #freeOscar #heartbroken,526545744560685056,526545744560685056,38025361,#heartbroken,
pt,,everyone,Twitter for Windows Phone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2014-10-26T22:50:24.000Z,Só queria ser um cacto.#heartbroken,526506156572033024,526506156572033024,877452498,#heartbroken,
tl,"[{'type': 'replied_to', 'id': '526272875255185409'}]",everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",248088497,2014-10-26T07:29:38.000Z,@someuser #heartbroken char Hahaha 😂,526271665949253634,526274439814455296,988636993,#heartbroken,
pt,,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",,2014-10-26T04:22:52.000Z,Não ficou. :/| #soulstripper #musicaboa #boanoite #heartbroken #saudade http://someurl,526227436774903810,526227436774903810,122198359,#heartbroken,"{'place_id': 'd16815010421ff73', 'coordinates': {'type': 'Point', 'coordinates': [-38.5792008, -3.7303741]}}"
pt,"[{'type': 'replied_to', 'id': '526107224654225408'}]",everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 1, 'quote_count': 0}",106229377,2014-10-25T20:26:33.000Z,"@someuser ya tava a pensar nisso, traição a todos os níveis, enfim #heartbroken",526103554772447232,526107569862234113,701937620,#heartbroken,
pt,,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2014-10-24T01:07:31.000Z,Shonda sua vadjeea pq vc faz isso com as fãs de Calzona? #GreysAnatomy #Calzona #HeartBroken 💔😭,525453500613144577,525453500613144577,105856893,#heartbroken,
pt,,everyone,Twitter for Android,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2014-10-21T21:59:28.000Z,mas ninguém shippa lenço e ranho?? #crying #heartbroken,524681399211925506,524681399211925506,2795869037,#heartbroken,
pt,"[{'type': 'replied_to', 'id': '524444946175377408'}]",everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2811170613,2014-10-21T06:22:48.000Z,"@someuser ofendeu, Harry. #heartbroken",523611310958075904,524445680350535680,2799741105,#heartbroken,
