source,conversation_id,author_id,reply_settings,id,text,created_at,public_metrics,lang,geo,search_query,in_reply_to_user_id,referenced_tweets
Twitter for Android,648848436872146945,69610290,everyone,648848436872146945,Huhu.. sana dito makanuod na ako. #Hopeful #OPM 😢 http://someurl,2015-09-29T13:14:57.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,,"[{'type': 'quoted', 'id': '648783416675074048'}]"
Twitter Web Client,648808616800096256,2884268298,everyone,648808616800096256,"uy. sino po pupunta ng concert ni Daniel sa CEbu?? need donation for tickets, apat kami magbabarkada. sinong pwede?| #DIEHARDFAN| #HOPEFUL",2015-09-29T10:36:43.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",tl,,#hopeful,,
Twitter for iPad,648695682920943616,315694495,everyone,648695682920943616,Ang cute nmn! Meant for them po talaga! #hopeful #ALDUBTheVoiceWithin  http://someurl,2015-09-29T03:07:57.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,,"[{'type': 'quoted', 'id': '648685157868658688'}]"
Twitter for iPad,648439207908642816,1973193614,everyone,648439207908642816,Sana punta c xi sa premiere night ng EFM bukas in support kay kim #hopeful,2015-09-28T10:08:49.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,,
Twitter for Android,647963145902780421,78218203,everyone,647963331664306176,@someuser sana totoo to!! #hopeful,2015-09-27T02:37:51.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,121419183,"[{'type': 'replied_to', 'id': '647963145902780421'}]"
Twitter Web Client,647739738552594432,434047224,everyone,647739738552594432,@someuser sana ikaw yung piliin ni ms. pastillas :) #HOPEFUL,2015-09-26T11:49:22.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,963777708,
Twitter for Android,647623012657688576,80494977,everyone,647623012657688576,"Gaya nga ng sabi ni lola nidora, sa tamang panahon. Babe ko, me tamang panahon din tayo gaya ni meng at den. #ALDubEBforLOVE #hopeful",2015-09-26T04:05:33.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,,
Twitter for Android,646936651868979200,2323445598,everyone,646936651868979200,Paano hahatiin ang tv sa sabado??? 😱| 2 or 7| 7 or 2| Haaayyy.. Sana may split screen din ang dalawang network..|  #Hopeful,2015-09-24T06:38:11.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,,
Twitter for Android,646853434784681988,39938441,everyone,646853434784681988,"Dr. Tayag of DOH & Sec. @someuser of DSWD are very approachable. Sna lahat ganoon, & sana mpgbigyan din kmi ni Maam Dinky 💕 #hopeful",2015-09-24T01:07:31.000Z,"{'retweet_count': 4, 'reply_count': 0, 'like_count': 5, 'quote_count': 0}",tl,,#hopeful,,
Twitter for Windows Phone,646700895342755841,192205992,everyone,646700987667746817,@someuser @someuser wish po namin eh makapasa sa thesis @someuser @someuser sana po matulungan niyo kami. #thankful #hopeful 🙏,2015-09-23T15:01:45.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,56961361,"[{'type': 'replied_to', 'id': '646700895342755841'}]"
TweetDeck,646681398942633984,267088928,everyone,646681398942633984,Sana magsuspend ng klase sa Discrete... XD| | #hopeful,2015-09-23T13:43:54.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",tl,,#hopeful,,
Twitter for Android,644863575744360448,3293174888,everyone,644863575744360448,"Matutunan mo rin akong mahalin,balang araw ay mapapasakin ang yung damdamin😍💑 | #HOPEFUL💔",2015-09-18T13:20:32.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,,
Twitter for iPhone,644567709456297984,123102155,everyone,644570546127044612,@someuser @someuser @someuser Good morning po! Pwde po ba pumila para manood sa studio kahit mag-isa lang? #hopeful,2015-09-17T17:56:08.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",tl,,#hopeful,377321848,"[{'type': 'replied_to', 'id': '644567709456297984'}]"
Twitter for Android,644532698506137601,2716754642,everyone,644532698506137601,So Im still hoping nga this october may books nga ma abot sakun. Hahahaha. | #Hopeful,2015-09-17T15:25:44.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,,
Twitter for Android,644347989905960960,192157140,everyone,644347989905960960,This songs is very apt for the #election2016👊 #hopeful #positivity | Nasaan Na Tayo Ngayon - Bayang Barrios: http://someurl,2015-09-17T03:11:46.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",tl,,#hopeful,,
Twitter for iPhone,644048813087453184,560023561,everyone,644048813087453184,Hahahaha.. Forever na ba tlaga ang ALDUB/MAIDEN?? * SANA * #Hopeful  http://someurl,2015-09-16T07:22:57.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,,"[{'type': 'quoted', 'id': '644033075404365824'}]"
Twitter for Android,643888322503249920,480896307,everyone,643888322503249920,Kayo na po bahala Lord! #hopeful 💪,2015-09-15T20:45:13.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,,
Facebook,643742927739469825,284047193,everyone,643742927739469825,Air max 90 Infrared Cork. waaant! nakita din kita!! 󾍛󾌴 #soon #hopeful http://someurl,2015-09-15T11:07:28.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,,
Twitter for Android,643684874516213761,401881748,everyone,643684874516213761,#Hopeful #a better Guwahati http://someurl,2015-09-15T07:16:47.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",tl,,#hopeful,,"[{'type': 'quoted', 'id': '643682822956449792'}]"
Twitter Web App,643643902155694080,1396648326,everyone,643643902155694080,"Thank you, Jesus! Ang dami ng chance ang binigay niyo. #THANKFUL #HOPEFUL #MATATAPOS TO",2015-09-15T04:33:59.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,,
Twitter Web Client,643335696728518656,3557929874,everyone,643335696728518656,super gustu ko po mkpnuod ng SHOWTYM ng LIVE .. makita  mga host ESP ATE VICE  at  EXPERIENCE how 2 be HAPPY wid KAPAMILYA ..#HOPEFUL,2015-09-14T08:09:17.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,,
Twitter for Android Tablets,643316565878833154,224163726,everyone,643316565878833154,Kuya @someuser ipapalabas po ba sa @someuser ang group stage ng #UCL? Start na po this week eh. #hopeful,2015-09-14T06:53:16.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,,
Twitter for Android,643061940390985729,480896307,everyone,643061940390985729,So blessed. Saktong sakto pa codename ko hahahaha kasi kahit kelan di ako mawawalan ng pag-asa! :) #Hopeful http://someurl,2015-09-13T14:01:28.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,,
Twitter Web Client,642976206950805504,455540114,everyone,642976206950805504,"Sabi ko sa sarili ko pag natalo UP MBT today (just today), panalo ang UP Pep sa CDC. Eh natalo MBT, so alam na. #hopeful #TaasKamao #UPFight",2015-09-13T08:20:48.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,,
Twitter Web Client,642904079316983808,1968079116,everyone,642904079316983808,Astral KaZoo? Hehe. #Hopeful,2015-09-13T03:34:11.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",tl,,#hopeful,,
Twitter for iPhone,642696515840905216,1448236236,everyone,642696515840905216,sana may mag bigay ng ganito sakin 😊 #hopeful http://someurl,2015-09-12T13:49:24.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,,"[{'type': 'quoted', 'id': '642394244150362112'}]"
Twitter for Android,642540987886120960,2839991617,everyone,642540987886120960,#ALDUBTheAbduction | | ThisIsIt!!! The right time comes along!!! Ayiee!!! Magkikita na yan hehehe #hopeful,2015-09-12T03:31:24.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,,
Twitter for Android,641945490930561024,1945389794,everyone,641945490930561024,Kung ano man ang resulta ng araw na ito ay tatanggapin ko ng buong puso. Pero sana ay good news. Hihihi. To God be the glory. #hopeful,2015-09-10T12:05:06.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",tl,,#hopeful,,
Twitter Web Client,641585615016890368,61486279,everyone,641611114573262849,@someuser Naa lage na. Salig. Hahahahaha #Hopeful,2015-09-09T13:56:24.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",tl,,#hopeful,438842697,"[{'type': 'replied_to', 'id': '641600554217504768'}]"
Instagram,641490013914537984,927275736,everyone,641490013914537984,Good morning!| kaldkuwait hope_walker132 noriya_alameeri | #goodmorning #lovelyday #hopeful... http://someurl,2015-09-09T05:55:12.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,,
Twitter for iPhone,641261457972183041,159341082,everyone,641265257072033792,@someuser tong mga parinig nyo ha! Sana totoo.. Sila na talaga sana. #Hopeful,2015-09-08T15:02:06.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,3287233182,"[{'type': 'replied_to', 'id': '641261457972183041'}]"
Facebook,641242185048965120,619085382,everyone,641242185048965120,#Feeling #Hopeful — traveling to Bahawalpur,2015-09-08T13:30:25.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,,
Twitter for Android,640478488047161344,58797093,everyone,640480102455705601,@someuser ahhh. Hehehe. Merong klase po ba sa Tuesday sir? 😂#Hopeful,2015-09-06T11:02:10.000Z,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",tl,,#hopeful,116383771,"[{'type': 'replied_to', 'id': '640479520219201536'}]"
Twitter for Android,640164770503520256,1424244823,everyone,640164770503520256,Makakita ra lage kos akong poreber 😒 #hopeful,2015-09-05T14:09:09.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,,
Twitter for Windows Phone,639933606740164608,348995596,everyone,640079214918504448,@someuser @someuser Mas cute pa nga si @someuser kesa kay James Reid eh...Sana mabigyan ng break#hopeful,2015-09-05T08:29:11.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",tl,,#hopeful,3432046332,"[{'type': 'replied_to', 'id': '639933606740164608'}]"
Twitter for Android,640039791887695872,175246567,everyone,640041053513322496,@someuser feeling ko may gagawin sila na magpapakilig e. Para lumakas lalo ang tambalan nila. Haha #hopeful lol,2015-09-05T05:57:33.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,45601735,"[{'type': 'replied_to', 'id': '640040898051510272'}]"
Facebook,639316990557995009,1567576051,everyone,639316990557995009,"Wag kang sumuko sa bagay na gusto mo,dahil kung mahirap man ang mag antay, mas mahirap nmn kung magsisi ka......| |  #hopeful|  #godwill",2015-09-03T06:00:23.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,,
IFTTT,639256400317784064,1436041022,everyone,639256400317784064,"babysnooow _blueskyfly baka next year, haha| | #hopeful| #PSYPagtatakip",2015-09-03T01:59:37.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,,
Twitter Web Client,639047572686942208,3004417592,everyone,639047572686942208,....tomorrow na ang singing contest namo..!!!!    sana manalo kami ....!!!!!!| #HopeFul| #WinOrLose| #DoAreBEST,2015-09-02T12:09:48.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",tl,,#hopeful,,
Twitter for Android,639009909636358145,108181741,everyone,639009909636358145,Dami 3rd yr sa GC. Maging future staff ko aning mga future interns na ni. Hahah. #fingerscrossed #internship #hopeful,2015-09-02T09:40:09.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 3, 'quote_count': 0}",tl,,#hopeful,,
Twitter for iPhone,638947994021203968,1685067942,everyone,638947994021203968,May unta mosugot na si mama.| #fingerscrossed #hopeful,2015-09-02T05:34:07.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,,
Twitter for Android,638600205659537409,2891500501,everyone,638600205659537409,"@someuser ina, prang na fifeel ko may chance pa ang PULP ROYALTY sa #InfiniteEffectManila  ???? ✌✌ #hopeful",2015-09-01T06:32:08.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,78244130,
Twitter for iPhone,638326096522428416,3160441350,everyone,638329531766435840,@someuser Inadd ko na sa fb. #Hopeful HAHAHAHA,2015-08-31T12:36:34.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,300659633,"[{'type': 'replied_to', 'id': '638328603885768704'}]"
Twitter for iPad,638233150884196352,3305274318,everyone,638233150884196352,@someuser napanood ko video niyo sa airplane while singing... Galing... Sana makasakay ko kayo one of this days #hopeful,2015-08-31T06:13:35.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",tl,,#hopeful,178568385,
Twitter for  Android,637996792244625408,214709356,everyone,637996792244625408,@someuser Kasama ka rin po ba sa SG sa november ? #SanaMapansinakoniGIRLCRUSH #Hopeful ☺,2015-08-30T14:34:23.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,58152290,
Twitter for Android,637925090156351488,97659641,everyone,637925090156351488,Sana di magbabago. #hopeful,2015-08-30T09:49:28.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,,
Facebook,636773003683045376,1869144282,everyone,636773003683045376,Woooah na feel nanako ! | HAPIT NAJUD KO MADATO KWARTA NALANG JUD ANG KULANG ANI BA :) payts na| | #hopeful,2015-08-27T05:31:29.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,,
dlvr.it,636688588587974656,951800731,everyone,636688588587974656,"Testosterona Girls: Joy, Isa e Carol http://someurl #TestosteronaGirls #ensaio #Fotos #gostosa #hopeful @someuser",2015-08-26T23:56:03.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,,
Twitter Web Client,636405621475008512,35373867,everyone,636405621475008512,"Parasitology manual, done. CM manual nalang nian. No more stress giving manuals. Sana naman graduate na ako sa mga manual na to. #hopeful",2015-08-26T05:11:38.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,,
Twitter for Android,635807515884679172,78204433,everyone,635807515884679172,Hi @someuser  wala po bang presscon na mangyayari to promote d first ever mobile movie  of abs?  #hopeful @someuser @someuser,2015-08-24T13:34:59.000Z,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 5, 'quote_count': 0}",tl,{'place_id': '00ed6f0947c230f4'},#hopeful,,
Twitter for Android,635711943441977344,129134036,everyone,635711943441977344,"Si mahal gni may lovelife, may ara man ko na ah..#hopeful #RkloveNiMahal",2015-08-24T07:15:12.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,,
Twitter for Android,635162933463388160,1466116957,everyone,635162933463388160,Nagbabasa nga kaya siya? Hmm. Sana 😄 #Hopeful,2015-08-22T18:53:38.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",tl,,#hopeful,,
Instagram,635081265809596416,515123315,everyone,635081265809596416,Hopia...| Minsan Monggo| Minsan ......| 🍘😚😜| #hopia #hopeful http://someurl,2015-08-22T13:29:07.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,,
Mobile Web (M2),635038244128731136,346357097,everyone,635038244128731136,Tapoooosss na ang Midterm!!!! #StressFree #Hopeful #OperationBawiNgTulog,2015-08-22T10:38:10.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,,
Twitter for Android,634382465440681985,85245834,everyone,634382465440681985,"Usapang nakaka-excite ang bukas with my headwriter. Minsan pinaghahandaan, madalas iniaasa sa charm bracelets. #hopeful #thebet",2015-08-20T15:12:20.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,,
Twitter Web App,634261655187140608,1500407652,everyone,634261655187140608,Grabe barbie-ng barbie c #Rojean at wafuu naman ni  #Hopeful KyleV| #WorthTheWait| #ALDUBisforREAL,2015-08-20T07:12:17.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,,
Twitter Web App,634260567545417728,1500407652,everyone,634260567545417728,Wafuuu ni Kyle Vergara... kaw bet ko no.1| top2 ko sa lalaki c james teng at jay arcilla...| #WorthTheWait| #Hopeful KyleV| #Rojean,2015-08-20T07:07:57.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,,
Twitter Web Client,634180561033129984,352728749,everyone,634180561033129984,gumanda na sana ang panahon para makapunta kami sa dorm ni crush. mapapanood ko rin si crush magvolley. #excited #hopeful,2015-08-20T01:50:02.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,,
Foursquare,633891344168128512,45301264,everyone,633891344168128512,"#hopeful 🙏🏼 #grateful #faith (@ Ninoy Aquino International Airport (MNL) Terminal 3 in Pasay City, Metro Manila) http://someurl",2015-08-19T06:40:48.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,"{'place_id': '01ca92e1561dcd0f', 'coordinates': {'type': 'Point', 'coordinates': [121.01315975, 14.52081866]}}",#hopeful,,
Twitter for Android,633632956494417920,2885571198,everyone,633639352615112709,@someuser orayt! Widin dis wik unta. Hahaha #hopeful,2015-08-18T13:59:28.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",tl,,#hopeful,2463545292,"[{'type': 'replied_to', 'id': '633638985290485761'}]"
Twitter for Android,633229922480205824,49007656,everyone,633229922480205824,Ulan- ang pag asa ko sa mga panahong ito.   😂 #hopeful,2015-08-17T10:52:33.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,,
Twitter Web Client,633212889734606849,323028976,everyone,633212889734606849,#HOPEFUL Lord wish ko po magkaa-movie na ang vicerylle kahit un lang po sapat na,2015-08-17T09:44:52.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,,
Instagram,633123406746124288,379126335,everyone,633123406746124288,Ito na ba ang sagot sa mabagal na sistema? 🙏🚈 #hopeful #vsco #vscocam #vscoph http://someurl,2015-08-17T03:49:17.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,,
Twitter Web Client,632579998831013889,548980204,everyone,632579998831013889,General check up done!! nakakapagoood!!! lalo na yung stress test!!! sana ok lang results #Hopeful,2015-08-15T15:49:59.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,{'place_id': '53df18e21825a89c'},#hopeful,,
Twitter Web Client,632412691693350914,122994150,everyone,632412691693350914,Natatakot ako sa thesis topic ko. Pero excitement >>> fear #hopeful,2015-08-15T04:45:10.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",tl,,#hopeful,,
Twitter for Android,632211693930594305,1947582512,everyone,632214877898174464,@someuser Wow concert...I hope pag uwe k jan sa pinas may concert k ulit..#hopeful..,2015-08-14T15:39:07.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,148354126,"[{'type': 'replied_to', 'id': '632211693930594305'}]"
Twitter Web Client,632178190941859841,361288366,everyone,632178190941859841,P A K I S T A N.| #IndependenceDay #14thaugust #hopeful,2015-08-14T13:13:20.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,,
Twitter for Android,631334318753722368,342753540,everyone,631336601327546368,@someuser ipapasa ko to!! #hopeful hahahaha!! 😭😭😭 parang gusto kong sabihin na ayaw ko na pero #parasapangarap 😂😂😂,2015-08-12T05:29:10.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,53039180,"[{'type': 'replied_to', 'id': '631336226457415684'}]"
Twitter for iPhone,630917051255644160,3304162154,everyone,630917051255644160,@someuser @someuser maybe sbb ni kite still single kowt. #hopeful http://someurl,2015-08-11T01:42:01.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,3269519048,"[{'type': 'quoted', 'id': '630807978044731392'}]"
Facebook,630760387735089152,1301967182,everyone,630760387735089152,"-|  OMG , nagbbigayan na ng grades for prelim : sana mapasa ko lahat :/ | | #Hopeful — feeling hopeful",2015-08-10T15:19:30.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,,
Facebook,630735958531534848,624647165,everyone,630735958531534848,Ilang sahoran pa ba? para maka ipon ako at mabili kita.  󾌴 #hopeful #motivated  #CrazyLightBoost #Adidas http://someurl,2015-08-10T13:42:25.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,,
Facebook,630735483077832705,624647165,everyone,630735483077832705,"Ilang sahoran pa,  para maka ipon ako at mabili kita.  󾌴 #hopeful #motivated  #CrazyLightBoost #Adidas http://someurl",2015-08-10T13:40:32.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,,
Instagram,630735120459239424,624647165,everyone,630735120459239424,"Ilang sahoran pa,  para maka ipon ako at mabili kita.  😂 #hopeful #motivated #CrazyLightBoost... http://someurl",2015-08-10T13:39:05.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,{'place_id': '0106455f3a843910'},#hopeful,,
Twitter for BlackBerry®,629952116228947969,2956881420,everyone,630142649396150272,@someuser yes so hopefully mahawakan ko sila isa isa haha #hopeful,2015-08-08T22:24:49.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,862417638,"[{'type': 'replied_to', 'id': '629957651405778945'}]"
Twitter for Android,629896237941063680,2451467401,everyone,629896237941063680,Waaaah! Magkikita na silaaaaa! #Hopeful #AlDubWeBelongTogether,2015-08-08T06:05:40.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,,
Twitter for Android,629289528541384704,73756885,everyone,629289528541384704,"Aasahan ko na bukas, mabigyan nako update 🙏 Para isang lakad nalang ako!!! Gusto ko talaga pumunta eh. #hopeful #worried",2015-08-06T13:54:49.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,,
Twitter for  Android,628945071283400704,292893201,everyone,628945071283400704,"gotta sleep now! kailangan gumising ng 4:30AM Haha. Hoping that thisll be the last time na pupunta ako Embassy, sana maayos na! #Hopeful",2015-08-05T15:06:04.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,,
Twitter for Android,628914322849136640,131742647,everyone,628914322849136640,ibigay Nyo na po sa akin ang isang ito. :) #hopeful,2015-08-05T13:03:53.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,,
Twitter for iPad,628560277978619906,404652278,everyone,628560737095454720,@someuser @someuser @someuser @someuser yun na nga eh! Gigising ako ng maaga bakasakaling payagan ng last minute. #Hopeful,2015-08-04T13:38:52.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",tl,,#hopeful,289718732,"[{'type': 'replied_to', 'id': '628560462389481473'}]"
Twitter for Android,628521870166376448,214839301,everyone,628521870166376448,Darating din ang para sa atin. Hintay hintay lang. #hopeful,2015-08-04T11:04:25.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",tl,,#hopeful,,
Twitter for iPhone,628470246983102468,86004668,everyone,628470246983102468,"Lord, konting tulak pa po sa akin, please.🙏🏼☺️ #hopeful",2015-08-04T07:39:17.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,,
Twitter for Android,628202571220398080,481877733,everyone,628205387464847360,@someuser @someuser sana wag weekdays..sat/sun lang freetime ko eh..#hopeful..o kaya gabi after offce hr..hehe😊,2015-08-03T14:06:50.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,270778726,"[{'type': 'replied_to', 'id': '628204866721058816'}]"
Instagram,627981229795766272,447653427,everyone,627981229795766272,Sa bawat dilim na dala ng gabi ay mayroong pag-asa at liwanag na dala ng umaga. ☀#sunshine #hopeful... http://someurl,2015-08-02T23:16:07.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,,
Twitter for Android,627841109088038912,1492435339,everyone,627841109088038912,"⌚ Sa kapanahunan ay magsisipag-ani tayo , kung hindi tayo manganghihimagod..| | #hopeful ﺕ",2015-08-02T13:59:19.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,,
Instagram,627766860273045505,2901370385,everyone,627766860273045505,By jhughesphoto #sg #sgh #sguk #hopeful #hopefulsuicidegirls #mr #memberreview #kalitaortega #igdaily... http://someurl,2015-08-02T09:04:17.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,,
Twitter for Android,627734795972251648,250530725,everyone,627734795972251648,SOP o Party Pilipinas? #hopeful 😊🙏 http://someurl,2015-08-02T06:56:52.000Z,"{'retweet_count': 2, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,,"[{'type': 'quoted', 'id': '627732269164183553'}]"
Twitter for Android,627417181324587010,3253914272,everyone,627417181324587010,@someuser Juan Karlos At FairviewTerraces | | Sana ma sold po yung album mamaya. #Hopeful,2015-08-01T09:54:47.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,2749893802,
