reply_settings,public_metrics,created_at,id,conversation_id,source,author_id,lang,text,search_query,geo,in_reply_to_user_id,referenced_tweets
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",2016-12-30T13:10:31.000Z,814820966316605440,814815429172531200,Twitter Web Client,57003976,en,@someuser I think he was already on that path when I heard him preach in the 90s. #sad,#sad,,1145560802,"[{'type': 'replied_to', 'id': '814815429172531200'}]"
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-12-30T13:10:05.000Z,814820857881169920,814761005993463812,Twitter for iPad,3234594088,en,@someuser @someuser another #uber predator goes to jail and #uber will probably hire him back after he gets out.  #sad,#sad,,3421168606,"[{'type': 'replied_to', 'id': '814761005993463812'}]"
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T13:08:41.000Z,814820502766309376,814820502766309376,Facebook,1506014016,en,"I use to be Romantic bt somwer nd somhw, av LOST dat..#sad duo http://someurl",#sad,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T13:08:02.000Z,814820340861784064,814820340861784064,SquillopTweetBot,3091190290,en,new #Stickers for iOS 10!| | http://someurl| | #indiedev #sad #grumpy #iMessageApps #iMessage #miserable #happymeal Bot13:8,#sad,,,
everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",2016-12-30T13:06:43.000Z,814820008232685569,814820008232685569,Twitter for Android,3351059513,en,@someuser @someuser   Ethically wrong to deskill esp in  current climate. #demoralising #sad to be insignificant #whydo we do research?,#sad,,202834150,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T13:06:02.000Z,814819836534648833,814819836534648833,Twitter for Android,179707261,en,"A guy did this to my friends and I few days ago, we were genuinely looking for directions..we were shocked!! #sad http://someurl",#sad,,,
everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2016-12-30T13:04:22.000Z,814819417028595712,814819417028595712,Twitter for Android,742863121874714624,en,"Man, 2016 just needs to fucking quit. RIP Bob Denver #GilligansIsland #TheManyLovesOfDobieGillis #sad 😭",#sad,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T13:01:55.000Z,814818801246048256,814818801246048256,Twitter for Android,309796759,en,You know you’re screwed when romantic movies don’t give you the “kilig” anymore 😟 #sad,#sad,,,
everyone,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 20, 'quote_count': 1}",2016-12-30T12:58:14.000Z,814817874829312001,814817874829312001,Twitter for Android,2904419197,en,#Kodi Climax Best Finishing Touch Ever👌 #Sad #Love #Revenge More Den A #Friends Affection💕| @someuser @someuser | @someuser ❤ http://someurl,#sad,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T12:57:24.000Z,814817665617395712,814817665617395712,Twitter for iPad,812085504745279488,en,Theresa May scolds Kerry for Israel speech while voting against Israel. #sad http://someurl,#sad,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T12:57:16.000Z,814817630246858753,814817630246858753,Twitter for iPhone,1658799139,en,This generation dont know about good music just songs about bad b.. money and drugs #sad,#sad,{'place_id': '04cb31bae3b3af93'},,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T12:55:31.000Z,814817189006032896,814817189006032896,Twitter for Android,250916623,en,DONT PACK YER BAGS JUST YET:  Putin says no US diplomats will be expelled if Lil Donnie Does What Hes Told| #Sad!| http://someurl,#sad,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 1}",2016-12-30T12:54:00.000Z,814816807244668929,814816807244668929,Twitter for Android,2297835854,en,Says the guy with 27 followers..... #sad http://someurl,#sad,{'place_id': 'ecbe2aea853af44e'},,"[{'type': 'quoted', 'id': '814498945225420800'}]"
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-12-30T12:53:50.000Z,814816768900341764,814816768900341764,Twitter for iPhone,753318820647800832,en,Become more aware about feelings of loneliness. http://someurl via @someuser #SAD #loneliness #alone #anxiety #depression,#sad,,,
everyone,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",2016-12-30T12:48:39.000Z,814815463599280132,814813664544886784,Twitter for iPhone,592523755,en,What kind of approach that you used for a nonsense conclusion? Now my mom believed that everythings related to the communist. #sad,#sad,,592523755,"[{'type': 'replied_to', 'id': '814814501505617920'}]"
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T12:46:40.000Z,814814963713843200,814814963713843200,Twitter Web Client,132716615,en,"#donaldjtrump doesnt realize that past is prologue, and that those who ignore history are doomed to repeat it. #sad http://someurl",#sad,,,
everyone,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",2016-12-30T12:46:03.000Z,814814808906334208,814814808906334208,Buffer,2885791497,en,Struggling with feelings of #SAD or Winter blues? @someuser explains the simple #exercise you can do to help http://someurl http://someurl,#sad,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T12:43:07.000Z,814814072084512768,814814072084512768,Twitter for iPhone,20932149,en,@someuser Sawp you on Fox this morning. Ironic you go on a fake news network to call the New York Times fake news #Sad,#sad,,372372537,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T12:42:27.000Z,814813903880192000,814813903880192000,Twitter for Android,943181244,en,#ThingsIYellWhenICum I LOVE YOU PORNHUB! #sad,#sad,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T12:39:43.000Z,814813216228380672,814813216228380672,Instagram,1382556932,en,The #bordercollie who #loves all things #pretty & #sparkly looking slightly #sad that we are... http://someurl,#sad,,,
everyone,"{'retweet_count': 2, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",2016-12-30T12:39:33.000Z,814813173031325696,814809732808634369,Twitter for iPhone,752749072914591744,en,"@someuser @someuser UK once a proud nation with largest empire in history, now a shell of its former self and a laughingstock. #Sad",#sad,,3428604087,"[{'type': 'replied_to', 'id': '814809732808634369'}]"
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T12:36:19.000Z,814812359776735232,814812359776735232,Twitter for Android,3529730716,en,My head so flustered that I have dreams of the things Im stressing over now #sad #nightmares #worried,#sad,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T12:35:04.000Z,814812044574785536,814812044574785536,Linkis: turn sharing into growth,590470327,en,#Leaked #Snowden Document Hints At Why Feds Are So Sure #Russia #Hacked #Election - The Huffington Post - #US #Sad  http://someurl,#sad,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T12:32:32.000Z,814811407132872704,814811407132872704,Twitter SMS,4158721153,en,->|  #2Line Poetry| #New year POeTry| -| #SaD #rOManTic|  #P0etry| | #Best_PoetrY| #No Addz| | Follow| @someuser| Send 40404| +| Follow| @someuser,#sad,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T12:30:40.000Z,814810936901038080,814810936901038080,Twitter SMS,3853097789,en,->|  #2Line Poetry| #New year POeTry| -| #SaD #rOManTic|  #P0etry| | #Best_PoetrY| #No Addz| | Follow| @someuser| Send 40404,#sad,,,
everyone,"{'retweet_count': 8, 'reply_count': 1, 'like_count': 8, 'quote_count': 0}",2016-12-30T12:27:09.000Z,814810053148639232,814810053148639232,Twitter for iPhone,728815969510957056,en,Petition launched to stop Mormon Tabernacle Choir from performing at Trumps inauguration http://someurl #trump #Sad #inaguration,#sad,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-12-30T12:26:56.000Z,814809998932983808,814809998932983808,Zapier.com,728455909073027072,en,"I Used a Happiness Planner, and the Results Werent What Youd... - Hamilton Journal News http://someurl #be #happy #not #sad",#sad,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-12-30T12:26:39.000Z,814809926862303232,814809926862303232,Juno  Test,45903399,en,Video Playing : #Sad Boy Gang Signs (WSHH Exclusive - #Official Music Video) on http://someurl 24/7 TV #nowplaying,#sad,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T12:25:37.000Z,814809667046174721,814809667046174721,Share.Radionomy.com,2814657699,en,Now playing  :  ackroyd poppy -  Glass Sea on| | http://someurl| | #sadmusic #sadsong #sad,#sad,,,
everyone,"{'retweet_count': 6, 'reply_count': 1, 'like_count': 13, 'quote_count': 0}",2016-12-30T12:24:47.000Z,814809458530455553,814795028098793472,Twitter for iPhone,752749072914591744,en,"@someuser UK once a proud nation with largest empire in history, now a shell of its self and a laughingstock. #Sad",#sad,,18643437,"[{'type': 'replied_to', 'id': '814795028098793472'}]"
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T12:21:12.000Z,814808556042153984,814788254180536320,Plume for Android,2152841040,en,RT @someuser The grim numbers show that this years 135 police fatalities were a reported + 10% from 2015: http://someurl| | So #Sad,#sad,,15754281,"[{'type': 'replied_to', 'id': '814788254180536320'}]"
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T12:21:10.000Z,814808544188960768,814808544188960768,Twitter for iPhone,173407659,en,"That feeling when u have salary, a weekend yet no plans for New Year #sad #missinghome #newyear",#sad,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T12:21:01.000Z,814808506482249728,814808506482249728,Buffer,21765682,en,How to spot and treat SAD #health #SAD http://someurl,#sad,,,
everyone,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T12:19:38.000Z,814808161970429953,814808161970429953,Twitter for Android,73816577,en,"NO Patriots in Hollywood or Entertainment. #Sad| I suspected as much, Now its Confirmed.| They are a bunch of Bigots.| #Inauguration2017| #MAGA",#sad,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T12:19:01.000Z,814808004734418945,814785856800165889,Twitter for Android,3635910557,en,@someuser @someuser @someuser @someuser @someuser @someuser Once again talking before he even knows the details. #idiot #AMJoy #trumpisgross #sad,#sad,,759251,"[{'type': 'replied_to', 'id': '814785856800165889'}]"
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T12:17:28.000Z,814807615393894400,814807615393894400,IFTTT,832633014,en,"Annabelle: #India #Elections : Vote wisely, elect #SAD-#BJP for third time, says #Punjab CM Badal in Patiala via htTweets ...",#sad,,,
everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2016-12-30T12:15:03.000Z,814807005646979073,814807005646979073,Twitter for iPhone,47077497,en,This pic is hung up in the US Captiol. #sad http://someurl,#sad,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T12:11:00.000Z,814805989824274432,814805989824274432,Instagram,59817390,en,Eyes speak another language... #eyes #color #cheetah #beautiful #sad #gazing #perspective #zoo... http://someurl,#sad,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T12:10:12.000Z,814805787537264641,814805787537264641,Instagram,20543456,en,Some people have to do this! #getoverit #due #black #ginger #why #how #sad #beautify #fat #awful... http://someurl,#sad,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T12:08:41.000Z,814805405662593025,814804103096213506,Twitter for Android,2888095762,en,@someuser 3 days back followed u..nw unable to search ur profile #sad😯,#sad,,2706827731,"[{'type': 'replied_to', 'id': '814804103096213506'}]"
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T12:08:02.000Z,814805241862520832,814805241862520832,SquillopTweetBot,3091190290,en,new #Stickers for iOS 10!| | http://someurl| | #indiedev #sad #grumpy #iMessageApps #iMessage #miserable #happymeal Bot12:8,#sad,,,
everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2016-12-30T12:07:17.000Z,814805051789242369,814805051789242369,Twitter Web Client,3813235755,en,So President-elect @someuser would rather vacation in Florida than get up to speed on national security issues. #Sad @someuser http://someurl,#sad,,,"[{'type': 'quoted', 'id': '814611077392662528'}]"
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T12:01:51.000Z,814803687050768385,814798823868481536,Twitter for iPhone,805806394251313152,en,@someuser Set back woman in sports media years (not my words) #Sad,#sad,,127569346,"[{'type': 'replied_to', 'id': '814798823868481536'}]"
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T11:57:32.000Z,814802597911658496,814802597911658496,Glue Games,769018903104290818,en,dead tree memes #sad,#sad,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T11:55:49.000Z,814802168523812868,814802168523812868,Twitter Web Client,176316764,en,Really worried to look at the state of #TamilNadu - our state couldnt even proudce one good city to be listed in such charts?! #Sad http://someurl,#sad,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T11:52:32.000Z,814801339079426048,814801339079426048,Glue Games,769018903104290818,en,bad foot stock photos #sad,#sad,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T11:49:14.000Z,814800510817550336,814800510817550336,Instagram,785351199478325250,en,"Pretty Lady Sexy Women #sad @ Los Angeles, California http://someurl",#sad,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T11:48:40.000Z,814800367233933313,814800367233933313,Twitter for iPhone,364157313,en,Let close 2016 #sad list; #RIP; #DavidBowie #AlanRickman #Prince #PeteBurns #GeorgeMichael #MuhammadAli #ChristinaGrimmie #debbieandcarrie http://someurl,#sad,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T11:45:58.000Z,814799689681866752,814799689681866752,SocialOomph,2929003502,en,Emotions play such a big part in your job search! #jobsearch #emotions #happy #sad #careers #careeradvice,#sad,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T11:43:18.000Z,814799016668045312,814799016668045312,Twitter for iPhone,20667240,en,@someuser  @someuser Victoria not serving your free cookies due to till issues #sad #notsomerry,#sad,,1209025490,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T11:39:30.000Z,814798061088178180,814798061088178180,Twitter for iPhone,210525210,en,She is an #idiot like her #dumbass boss @someuser #sad http://someurl,#sad,{'place_id': '1f9eabd5dd5438b6'},,"[{'type': 'quoted', 'id': '814719003251720195'}]"
everyone,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 3, 'quote_count': 2}",2016-12-30T11:37:43.000Z,814797610657660933,814797610657660933,Twitter for iPhone,803605387509452801,en,True... #quote #sadquotes #sad #life #inspiration #brokenhearted #note #hurts #love #ihateboys http://someurl,#sad,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-12-30T11:34:40.000Z,814796845348229120,814796845348229120,Twitter Web Client,67567972,en,"#Happiness is as #Expensive for a #Sad #Heart, as #Water in #Desert for #Thirsty. Be the One who brings Happiness.| | #Humanphile_ http://someurl",#sad,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T11:32:29.000Z,814796296615841792,814796296615841792,Share.Radionomy.com,2814657699,en,Now playing  :  Eiko Yamashita -  Nocturne on| | http://someurl| | #melancholy #sad #melancholymusic,#sad,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T11:29:55.000Z,814795650676178948,814795650676178948,Twitter for iPhone,587343475,en,My #timehop keeps showing me pictures of Carrie Fisher these days. 2 years ago she was in the light again. #sad http://someurl,#sad,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-12-30T11:25:45.000Z,814794599361290240,814684497643978757,Twitter for Android,2470136080,en,@someuser Losing is losing. Only losers try to excuse a loss by saying its not a bad loss. How quickly weve become this again. #sad,#sad,,4632332901,"[{'type': 'replied_to', 'id': '814684497643978757'}]"
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T11:25:06.000Z,814794437712744448,814794437712744448,Twitter for iPhone,43487257,en,#IsntItFunny How Were Often Focus Solely On Forgiving The Ones That Cause The Brokenness & Not On Helping The Broken Ones Heal🤔🤦🏾‍♂️😔#Sad💔,#sad,{'place_id': 'b2fda7385aa963dd'},,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T11:24:06.000Z,814794185807163392,814794185807163392,Facebook,2445362676,en,#SAD SHE WROTE: How he beaten me up all in the name of love some men are just monsters thats for sure from... http://someurl,#sad,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 5, 'quote_count': 0}",2016-12-30T11:22:10.000Z,814793698873638912,814793698873638912,Twitter for iPhone,2748973631,en,Every time I hear a van come past my house immediately look out the window to check if its my deliveries but never is #sad :(,#sad,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T11:19:39.000Z,814793063541440513,814793063541440513,Twitter Web Client,25233989,en,Week 52 - Track 52.  A #sad song about losing the ones we love. #atmospheric #bass #triphop Potishead style. http://someurl,#sad,,,
everyone,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 1}",2016-12-30T11:19:27.000Z,814793015856365568,814793015856365568,Vine - Make a Scene,751500366605352965,en,#naruto #sasuke #sad #itachi #Jiraiya (Vine by @someuser http://someurl,#sad,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T11:18:50.000Z,814792860704903168,814792860704903168,Twitter for iPhone,814078117891502080,en,I feel sick to my stomach about my own life. #sad #alone,#sad,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T11:16:58.000Z,814792388195426304,814789076540944384,Twitter for iPhone,260383307,en,@someuser @someuser good idea!!!!!!! #sad #realfan #georgemichael #TributeforGeorgeMichael,#sad,{'place_id': '871685aa82f8a489'},17537348,"[{'type': 'replied_to', 'id': '814790885040947201'}]"
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T11:15:42.000Z,814792068988080128,814792068988080128,ZindyMiller,798184854731030528,en,#Sad Samwell #gameofthrones #got http://someurl,#sad,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T11:09:59.000Z,814790634326269952,814790634326269952,Twitter for BlackBerry,259108194,en,"But the truth is that the man is gone, we never gonna see again, not even on the first of Jan as promised #Sad",#sad,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T11:09:56.000Z,814790619360993281,814790619360993281,TweetDeck,2963790965,en,"It is #Sad to see what all things are finding their way into our #Body. Be aware and #Beware, because #Health is a very #Precious thing. http://someurl",#sad,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T11:08:02.000Z,814790142800097280,814790142800097280,SquillopTweetBot,3091190290,en,new #Stickers for iOS 10!| | http://someurl| | #indiedev #sad #grumpy #iMessageApps #iMessage #miserable #happymeal Bot11:8,#sad,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-12-30T11:02:55.000Z,814788853756293120,814788853756293120,Twitter for iPhone,814078117891502080,en,A part of me truly believes that I will never be happy. Hope is what keeps me going. #mentalhealth #MentalHealthMatters #depression #sad,#sad,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T11:02:39.000Z,814788787993612289,814788787993612289,Twitter for Android,25445958,en,There is little worse than when a government loses the respect & confidence of the people as this administration has. @someuser @someuser  #sad,#sad,{'place_id': 'e0060cda70f5f341'},,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T11:00:43.000Z,814788298656849920,814788298656849920,Twitter for iPhone,814078117891502080,en,"It feels like the only thing I have going for me is a career. Is that enough to be happy? Gosh, what an empty feeling. #mentalhealth #sad",#sad,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T10:55:38.000Z,814787020769722368,814787020769722368,Twitter for Android,2809148855,en,@someuser share with you.. 🎵  #Sad http://someurl,#sad,{'place_id': '00059b04495a7e37'},372793017,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T10:46:15.000Z,814784659745886208,814784659745886208,Twitter for iPhone,3186856391,en,Thinking of my beautiful friend today. #sad #loss. God bless your mumma ❤️️❤️️❤️️❤️️,#sad,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T10:45:15.000Z,814784408888578048,814784408888578048,Twitter for Android,796926895208075268,en,"Day 200 million, I still have no WiFi and am forced to use my phone data...| | #WorstNightmare #Sad #noanime",#sad,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T10:37:39.000Z,814782494201540608,814782494201540608,Twitter for iPhone,3212968576,en,"Im out, heartbroken.. time for #2016 to end because it killed the meaning of #TrueLove Ill always be #Team #Marcnnifer #sad #JLo 😢😢 http://someurl",#sad,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T10:35:36.000Z,814781980072087552,814781980072087552,Twitter for Android,229930940,en,@someuser I might stop supporting the team I love and supported for 36yrs. Here I thought all #manunited fans matters. #sad & #disappointed,#sad,,57299064,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-12-30T10:34:53.000Z,814781798005673985,814781798005673985,Twitter Web Client,112064261,en,@someuser Why?? Oh why??? Mumbai release why not??.. So many Kannda come.. just not urs... Not fair #KirikParty #Sad #disappointed,#sad,,91037587,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T10:34:30.000Z,814781703373946880,814781703373946880,Twitter for Android,796041197441654785,en,"Somebody asks me if I knew u, a million memories flashed through my mind, I just smiled and said I used to. #sad",#sad,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T10:34:13.000Z,814781630309142528,814781630309142528,Share.Radionomy.com,2814657699,en,Now playing  :  Yuhki Kuramoto -  Vision on| | http://someurl| | #sadmusic #sadsong #sad,#sad,,,
everyone,"{'retweet_count': 4, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T10:30:06.000Z,814780593493999616,814780593493999616,Twitter for Android,84618953,en,#lhh #lhhny All that money @someuser is making she cant help her fix her mother-in-law nasty raggedy mouth #sad http://someurl,#sad,,,
everyone,"{'retweet_count': 5, 'reply_count': 0, 'like_count': 8, 'quote_count': 0}",2016-12-30T10:26:22.000Z,814779655014285313,814298887083081728,Twitter for Android,2308720454,en,@someuser Rex Tillerson & GREEDY @someuser will be a boon to Russia while they destroy sovereign USA. Putin is very proud. #sad,#sad,,785327755214725120,"[{'type': 'replied_to', 'id': '814303754950320129'}]"
everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2016-12-30T10:22:56.000Z,814778791637549057,814778652558663680,Twitter for iPhone,1899022393,en,@someuser and I sleep next to him😒 #sad,#sad,,2939766771,"[{'type': 'replied_to', 'id': '814778652558663680'}]"
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T10:19:35.000Z,814777950096752641,814766308785004544,Twitter for iPhone,387865514,en,@someuser @someuser rip to a true gent to the game !! !! !! !! Xxxxxx #WhyMatt #SayByeTo2016 #Sad,#sad,,1055911404,"[{'type': 'replied_to', 'id': '814766308785004544'}]"
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T10:17:49.000Z,814777503667679233,814777503667679233,Instagram,99403233,en,"Nearly there, nearly there... | #RIP2016 #2016 #2017 #nye #nye2016 #whatayear #sad #nomoreheroes... http://someurl",#sad,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",2016-12-30T10:15:47.000Z,814776991165677568,814776991165677568,Twitter Web Client,46936895,en,"@someuser had a total meltdown seeing the love between @someuser and his wife Nicole on Jimmy Fallon, 27 stop with ur delusions #sad",#sad,,3007905597,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T10:12:01.000Z,814776044091633665,814776044091633665,Facebook,1565258743,en,Why ?| What Happen ?| | #Sad — hilang semangat,#sad,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T10:08:02.000Z,814775042236092416,814775042236092416,SquillopTweetBot,3091190290,en,new #Stickers for iOS 10!| | http://someurl| | #indiedev #sad #grumpy #iMessageApps #iMessage #miserable #happymeal Bot10:8,#sad,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T10:06:56.000Z,814774766867456000,814774766867456000,Zapier.com,728455909073027072,en,Tamaras wish for happiness - Waterloo Chronicle http://someurl #be #happy #not #sad,#sad,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T10:06:16.000Z,814774598260719616,814774598260719616,Twitter for Android,263008856,en,Wish I could say I  loved The Guards by Ken Bruen but I didnt and wont be reading more. #sad,#sad,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T10:04:07.000Z,814774056943636480,814774056943636480,Twitter Web Client,798520426146107392,en,why do people blame you even you did nothing??😫😢| | #pissed| #sad| #Confused,#sad,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T10:02:32.000Z,814773656542912512,814773656542912512,Glue Games,769018903104290818,en,mad cs:go|  stock photos #sad,#sad,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T10:01:50.000Z,814773483024556033,814773483024556033,Twitter for Android,808377763073769472,en,The Sadness Will Last Forever #sad #depression #depressed #tired #vangogh,#sad,,,
