source,public_metrics,geo,author_id,text,id,conversation_id,lang,reply_settings,created_at,search_query,referenced_tweets,in_reply_to_user_id
TwitterBender,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 5, 'quote_count': 0}",,3309529355,2015 mercedes benz cls| #mercedesbenz| #autos| #wonderful http://someurl,747967603889606656,747967603889606656,tl,everyone,2016-06-29T01:39:07.000Z,#wonderful,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,58430318,Beijing Opera #thankyou #wonderful #greatgift #instalike #like4like http://someurl,747800629259665408,747800629259665408,tl,everyone,2016-06-28T14:35:38.000Z,#wonderful,,
TwitterBender,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,3321184001,Yamaha Passol| #Yamaha| #motorbike| #wonderful http://someurl,747596790464143360,747596790464143360,tl,everyone,2016-06-28T01:05:39.000Z,#wonderful,,
TwitterBender,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,3321184001,Yamaha Majesty| #Yamaha| #superbike| #wonderful http://someurl,747583838226911232,747583838226911232,tl,everyone,2016-06-28T00:14:11.000Z,#wonderful,,
IFTTT,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,16946467,Super cute Iwacko erasers http://someurl #futurism #science #gadgets #wonderful #Politics #Tech #News #Re... http://someurl,746447456947347456,746447456947347456,tl,everyone,2016-06-24T20:58:36.000Z,#wonderful,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,724159587373449216,#wonderful #woman #polishwoman #polishgilrs #crazygirl magdalenamucha1982 #mua #makeup... http://someurl,746388570974322688,746388570974322688,tl,everyone,2016-06-24T17:04:37.000Z,#wonderful,,
TwitterBender,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,3309529355,2013 ssangyong siv 1 concept| #autos| #wonderful http://someurl,746331980841816064,746331980841816064,tl,everyone,2016-06-24T13:19:45.000Z,#wonderful,,
IFTTT,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,3015945746,The Maldives Islands | Per Aquum Niyama -| @someuser| #travel #coral| #awesome #wonderful| #beautiful #dream #goodv... http://someurl,746321660266045440,746321660266045440,tl,everyone,2016-06-24T12:38:44.000Z,#wonderful,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,37707922,"View 3 #Xalapa #City #Amazing #Great #Wonderful #Mountains @ Xalapa, Ver. http://someurl",745854759379275776,745854759379275776,tl,everyone,2016-06-23T05:43:26.000Z,#wonderful,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'place_id': '00a7834164189296', 'coordinates': {'type': 'Point', 'coordinates': [100.494, 13.7522]}}",366668847,Nong Dao ❤️| #tomboystyle #world #wonderful #wonderland #earth #tattoo #ThaiBoy #Thailand #indie... http://someurl,745852101041979392,745852101041979392,tl,everyone,2016-06-23T05:32:52.000Z,#wonderful,,
TwitterBender,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,3321184001,Kawasaki KX125| #Kawasaki| #wonderful http://someurl,745719322258071552,745719322258071552,tl,everyone,2016-06-22T20:45:15.000Z,#wonderful,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2219767423,Bangali Cheese! #chefmoonu #wonderful #flowers #art #of #culinary #chef #cheese #bangali... http://someurl,745293890580779008,745293890580779008,tl,everyone,2016-06-21T16:34:45.000Z,#wonderful,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,738090220210556928,Yusupofs palace(2) #livingroom #room #mirror #wonderful #so #room #palace #place #instaplace... http://someurl,745018337160134656,745018337160134656,tl,everyone,2016-06-20T22:19:48.000Z,#wonderful,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,738090220210556928,Yusupofs palace! #palace #petersburg #wonderful #place #instapalace #instaplace #places #loveit... http://someurl,745018313105805312,745018313105805312,tl,everyone,2016-06-20T22:19:42.000Z,#wonderful,,
Foodspotting,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,71308095,#spicy #crispy #wonderful (Chongquing Chicken With Dry... @ Mama Jis) http://someurl,744321593795436544,744321593795436544,tl,everyone,2016-06-19T00:11:11.000Z,#wonderful,,
TwitterBender,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,3309529355,2015 Aston Martin Db9 Carbon Edition| #astonmartin| #wonderful| #autos http://someurl,744276454075170816,744276454075170816,tl,everyone,2016-06-18T21:11:49.000Z,#wonderful,,
IFTTT,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,16946467,Hulk Hairgan http://someurl #futurism #science #gadgets #wonderful #Politics #Tech #News #Reviews http://someurl,743100257609908225,743100257609908225,tl,everyone,2016-06-15T15:18:02.000Z,#wonderful,,
TwitterBender,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,3321184001,Kawasaki VN900 Custom| #Kawasaki| #wonderful| #amazing http://someurl,743049733925687296,743049733925687296,tl,everyone,2016-06-15T11:57:16.000Z,#wonderful,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","{'place_id': '017a4afa29d71c65', 'coordinates': {'type': 'Point', 'coordinates': [121.0208543, 14.55374091]}}",79766593,"A #wonderful #Monday afternoon meeting Disney/Pixar Filipino sketch artist Paul Abadilla, as he... http://someurl",742362680548298753,742362680548298753,tl,everyone,2016-06-13T14:27:10.000Z,#wonderful,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'place_id': '86ec6f6dd2bcb686', 'coordinates': {'type': 'Point', 'coordinates': [116.41611111, -8.40805556]}}",96535927,Padang savana #latepost #wonderful #Indonesia #rinjani @ Gunung Rinjani National Park http://someurl,741979719634169856,741979719634169856,tl,everyone,2016-06-12T13:05:25.000Z,#wonderful,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'place_id': '00ea57e4497878a5', 'coordinates': {'type': 'Point', 'coordinates': [121.053, 14.7936]}}",296906916,"#Myra #wonderful #love @ Gaya-Gaya, Bulacan, Philippines http://someurl",741888672438583296,741888672438583296,tl,everyone,2016-06-12T07:03:37.000Z,#wonderful,,
TwitterBender,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,3321251266,namib desert dunes| #amazing| #wonderful http://someurl,741452563774595072,741452563774595072,tl,everyone,2016-06-11T02:10:41.000Z,#wonderful,,
IFTTT,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,3015945746,The Maldives Islands |Per Aquum Niyama| -| @someuser| #travel #view| #awesome #wonderful| #beautifuldestinations #... http://someurl,741312065537740801,741312065537740801,tl,everyone,2016-06-10T16:52:23.000Z,#wonderful,,
TwitterBender,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,3309529355,mansory porsche panamera| #porsche| #bestcars| #wonderful http://someurl,740753894922407937,740753894922407937,tl,everyone,2016-06-09T03:54:25.000Z,#wonderful,,
TwitterBender,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,3321184001,Kawasaki D-Tracker| #Kawasaki| #wonderful| #wheels http://someurl,740683395521519616,740683395521519616,tl,everyone,2016-06-08T23:14:17.000Z,#wonderful,,
TwitterBender,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,3321184001,Kawasaki VN1700 Classic Tourer| #Kawasaki| #wonderful| #ride http://someurl,740665687878815745,740665687878815745,tl,everyone,2016-06-08T22:03:55.000Z,#wonderful,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'place_id': '00a7834164189296', 'coordinates': {'type': 'Point', 'coordinates': [100.494, 13.7522]}}",366668847,Haiya...!| 😁😁😁😁| #tomboystyle #world #wonderful #wonderland #earth #tattoo #ThaiBoy #Thailand... http://someurl,740178726391058432,740178726391058432,tl,everyone,2016-06-07T13:48:54.000Z,#wonderful,,
Twitter for iPhone,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,70978239,Family!! Isang wonderful clap para kay danica!! 👏👏👏🙌 #wonderful,739796765650477056,739796765650477056,tl,everyone,2016-06-06T12:31:08.000Z,#wonderful,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'place_id': '1a27537478dd8e38', 'coordinates': {'type': 'Point', 'coordinates': [2.18944444, 41.40333333]}}",178098948,KAS Torre Agbar #barcelona #españa #spain #europa #europe #skyscraper #building #wonderful... http://someurl,739559491285483520,739559491285483520,tl,everyone,2016-06-05T20:48:17.000Z,#wonderful,,
IFTTT,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 4, 'quote_count': 1}",,3015945746,The Maldives Islands | PerAquum Niyama| @someuser| | #travel #view| #awesome #wonderful| #beautifuldestinations #e... http://someurl,739105485769592832,739105485769592832,tl,everyone,2016-06-04T14:44:14.000Z,#wonderful,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,2219767423,Indian Masala Marinating Eggs! #chefmoonu #wonderful #flowers #art #of #culinary #chef #eggs... http://someurl,738365496626708480,738365496626708480,tl,everyone,2016-06-02T13:43:47.000Z,#wonderful,,
TwitterBender,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,3321251266,half moon bay marina| #landscape| #wonderful http://someurl,738340110173929473,738340110173929473,tl,everyone,2016-06-02T12:02:54.000Z,#wonderful,,
TwitterBender,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,3321184001,Kawasaki KX250F| #Kawasaki| #wonderful http://someurl,738156434102194179,738156434102194179,tl,everyone,2016-06-01T23:53:02.000Z,#wonderful,,
IFTTT,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,16946467,Mosh Pit Simulator http://someurl #futurism #science #gadgets #wonderful #Politics #Tech #News #Reviews http://someurl,737612984290152448,737612984290152448,tl,everyone,2016-05-31T11:53:34.000Z,#wonderful,,
Instagram,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,237684315,Sunset di Pelabuhan Paotere Makassar #photograph #wonderful #pesonaindonesia #pesonanusantara... http://someurl,737225058238763008,737225058238763008,tl,everyone,2016-05-30T10:12:05.000Z,#wonderful,,
TwitterBender,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,3321251266,sunset singapore| #wonderful| #landscape http://someurl,737028213222854658,737028213222854658,tl,everyone,2016-05-29T21:09:54.000Z,#wonderful,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","{'place_id': 'ebdc4aa39ecb7cb1', 'coordinates': {'type': 'Point', 'coordinates': [14.2406024, 40.83490682]}}",123866286,Sabon di luzlg ❤ mancavi tu 😙 | #sabon #wonderful #fantastic #instapic #instaitalia #instaworld... http://someurl,736525365712171008,736525365712171008,tl,everyone,2016-05-28T11:51:45.000Z,#wonderful,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'place_id': '7d62cffe6f98f349', 'coordinates': {'type': 'Point', 'coordinates': [-121.88898, 37.333]}}",2538586878,Ahhhhh hahahaha #wet #dontknow #wonderful angelsmde @ MG Image Salon http://someurl,735941429923454976,735941429923454976,tl,everyone,2016-05-26T21:11:24.000Z,#wonderful,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2992512774,HiTina💓@someuser @someuser @someuser @someuser @someuser @someuserderful #friends #smile😇 http://someurl,735595270361088000,730224885373358083,tl,everyone,2016-05-25T22:15:53.000Z,#wonderful,"[{'type': 'replied_to', 'id': '735519553325699072'}]",2411330978
TwitterBender,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,3321184001,Yamaha Tricker Concept| #Yamaha| #amazing| #wonderful http://someurl,735007363791499266,735007363791499266,tl,everyone,2016-05-24T07:19:45.000Z,#wonderful,,
IFTTT,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2383783760,InstaPic by rosyespos_: Buonanotte 😍| #wonderful #place #amalficoast #amalfi #coast #goodnight #night #adoro #bellez... http://someurl,734891316291764224,734891316291764224,tl,everyone,2016-05-23T23:38:38.000Z,#wonderful,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'place_id': 'e52e231315b975c1', 'coordinates': {'type': 'Point', 'coordinates': [19.05275702, 47.49380158]}}",194943640,#budapest #hungary #tbt #travel #traveler #travelgram #wonderful #wonderfulplaces @ Danube... http://someurl,734812344207978496,734812344207978496,tl,everyone,2016-05-23T18:24:49.000Z,#wonderful,,
IFTTT,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,4831111589,Labuan Bajo in the afternoon 💙| | #ExploreTheDiversity #AsitaNTT #labuanbajo #ntt #flores #pesonaindonesia #wonderful... http://someurl,734625289637093376,734625289637093376,tl,everyone,2016-05-23T06:01:32.000Z,#wonderful,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,63133382,... #JustinBIllboaRDeliciou*s2*| #wondErfUl 😍😍😍😍😍😍😍| #IwIll 🙃🙃🙃🙃🙃🙃🙃 #MY hahaha #sHowER 💋💋💋💋💋💋💋,734543458560577537,734542145714032644,tl,everyone,2016-05-23T00:36:22.000Z,#wonderful,"[{'type': 'replied_to', 'id': '734542564506898434'}]",63133382
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'place_id': 'dea1eac2d7ef8878', 'coordinates': {'type': 'Point', 'coordinates': [-76.874776, 38.673072]}}",208304966,Ariba aribaaaa my #birthdayweekend was #wonderful . #slayed @ Chevys Fresh Mex http://someurl,734509318473719811,734509318473719811,tl,everyone,2016-05-22T22:20:42.000Z,#wonderful,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'place_id': '1a27537478dd8e38', 'coordinates': {'type': 'Point', 'coordinates': [2.17638889, 41.38388889]}}",178098948,Barcelona KAS #barcelona #spain #europe #church #architecture #wonderful #amazing #sky #bluesky... http://someurl,734351684739190785,734351684739190785,tl,everyone,2016-05-22T11:54:19.000Z,#wonderful,,
Twitter for Windows Phone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,704753685595815936,#Wonderful Pakistan# http://someurl,734318001021976577,734318001021976577,tl,everyone,2016-05-22T09:40:29.000Z,#wonderful,,
TwitterBender,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,3321184001,Kawasaki ZZR 1400| #Kawasaki| #ride| #wonderful http://someurl,734157358402768896,734157358402768896,tl,everyone,2016-05-21T23:02:08.000Z,#wonderful,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2953810679,"#saturday #sky #sun  #amazing #wonderful #beatiful ❤❤❤ @ Khumalag, Severnaya Osetiya-Alaniya,... http://someurl",734045440065294337,734045440065294337,tl,everyone,2016-05-21T15:37:25.000Z,#wonderful,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,20100967,mamacleos_7kittenss video http://someurl   #wonderful #mamaCat 😻❤️🙏 #kittenSeason 🙏❤️😿,733903254279446528,733903254279446528,tl,everyone,2016-05-21T06:12:25.000Z,#wonderful,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,723401766008582144,Proudly presenting #wonderful #sastamala #lake #suomi 🇫🇮 @ Sastamala http://someurl,733768341970690048,733768341970690048,tl,everyone,2016-05-20T21:16:20.000Z,#wonderful,,
IFTTT,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2761314652,#wonderful #evening ♥ by katetwin17 http://someurl http://someurl,733557841471016960,733557841471016960,tl,everyone,2016-05-20T07:19:52.000Z,#wonderful,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",,3163543645,Lucban #PahiyasFestival2016| 💛💜👑💙❤🌺🌻🌻🌼🌸| #Colorful #vsco #vscoph #wonderful #flower #kiping... http://someurl,732232224838275072,732232224838275072,tl,everyone,2016-05-16T15:32:21.000Z,#wonderful,,
IFTTT,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,2383783760,InstaPic by mae_mae_64: #positano #italia #italy #italie #amalficoast #city #cityview #beach #italylover #wonderful... http://someurl,732215520347312130,732215520347312130,tl,everyone,2016-05-16T14:25:58.000Z,#wonderful,,
IFTTT,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,721699461160951808,wakougi0613: #肉のお寿司 #お肉 #三国一 #黒田店 #美味 #美味しい #絶品 #ディナー #お寿司 #sushi #meat #love #delicious #wonderful #fantastic #wak... http://someurl,731852081624174594,731852081624174594,tl,everyone,2016-05-15T14:21:48.000Z,#wonderful,,
TwitterBender,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,3321184001,Kawasaki Versys| #Kawasaki| #wonderful| #motor http://someurl,731555297773400067,731555297773400067,tl,everyone,2016-05-14T18:42:29.000Z,#wonderful,,
test app post php,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,4208817982,#mp3 #music #songs #Wonderful Big Bang http://someurl,731474932161499137,731474932161499137,tl,everyone,2016-05-14T13:23:08.000Z,#wonderful,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'place_id': '58a4c3a0d54e1400', 'coordinates': {'type': 'Point', 'coordinates': [103.85121, 1.28978]}}",149915287,#sahasg #wonderful #saha #nationalgallery #all_shots #foodpron @ SAHA Signature Indian... http://someurl,731215098543546369,731215098543546369,tl,everyone,2016-05-13T20:10:39.000Z,#wonderful,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'place_id': '58a4c3a0d54e1400', 'coordinates': {'type': 'Point', 'coordinates': [103.85121, 1.28978]}}",149915287,#sahasg #wonderful #saha #nationalgallery #all_shots #foodpron#meringue @ SAHA Signature Indian... http://someurl,731214856356007936,731214856356007936,tl,everyone,2016-05-13T20:09:41.000Z,#wonderful,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,190970918,Thats #wonderful✨ #Akihabara| #さすが✨#秋葉原 @ Akihabara Tokyo http://someurl,730712708191031297,730712708191031297,tl,everyone,2016-05-12T10:54:20.000Z,#wonderful,,
IFTTT,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,152364872,Wonders of Kumano Kodo| | #Japan #okujapan #walking #hiking #travel #wonderful #awesome #outdoors #explore #wander #w... http://someurl,730537044645154816,730537044645154816,tl,everyone,2016-05-11T23:16:18.000Z,#wonderful,,
TwitterBender,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,3321251266,japan digital nature| #wonderful| #landscape http://someurl,730283114388455424,730283114388455424,tl,everyone,2016-05-11T06:27:17.000Z,#wonderful,,
TwitterBender,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,3321184001,Kawasaki ZX 14 2| #Kawasaki| #wonderful| #motorcycles http://someurl,730214398543990784,730214398543990784,tl,everyone,2016-05-11T01:54:13.000Z,#wonderful,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2936417047,Yohio so kawaii #wonderful #random #pretty #love #kawaii #great #fabulous #fab #amazing #awesome... http://someurl,730061409950826498,730061409950826498,tl,everyone,2016-05-10T15:46:18.000Z,#wonderful,,
TwitterBender,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,3321251266,digital cg japan widescreen| #wonderful| #photo http://someurl,729789191853322240,729789191853322240,tl,everyone,2016-05-09T21:44:36.000Z,#wonderful,,
TwitterBender,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,3321184001,Yamaha Passol| #Yamaha| #wonderful| #bikes http://someurl,729324566397456384,729324566397456384,tl,everyone,2016-05-08T14:58:21.000Z,#wonderful,,
TwitterBender,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,3321184001,Yamaha Tesseract| #Yamaha| #wonderful| #wheels http://someurl,729209868750565376,729209868750565376,tl,everyone,2016-05-08T07:22:35.000Z,#wonderful,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,1959545360,"@someuser Have #Wonderful day! #Moms! Bacci ,,,Uyuyuyiiii #Josefina! Email:signorino1961@someuser ..Ciao!",728615889285812225,728575105404653568,tl,everyone,2016-05-06T16:02:19.000Z,#wonderful,"[{'type': 'replied_to', 'id': '728575105404653568'}]",22650211
Mobile Web (M2),"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,163003164,"Mayroong magandang mangyayari, mayroong pagpapala... Magsama-sama tayo, at magpuri sa Kanya! ~ just feeling #Wonderful",728461123280764928,728461123280764928,tl,everyone,2016-05-06T05:47:20.000Z,#wonderful,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,452158175,sana constant ❤️❤️❤️ para #wonderful talaga http://someurl,728120801568776193,728120801568776193,tl,everyone,2016-05-05T07:15:01.000Z,#wonderful,"[{'type': 'quoted', 'id': '728120559033180160'}]",
Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,48637059,Salamat karajaw sa tanan. See you again soon #Surigao. Salamat Lord sa experience (#Wonderful #Nature).,728020817959784449,728020817959784449,tl,everyone,2016-05-05T00:37:43.000Z,#wonderful,,
Mobile Web (M2),"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,4835389875,endabeni asiyeni ngethi #WonderFul-Day @someuser @someuser 12to3 #siditjhile,727450925581881346,727450925581881346,tl,everyone,2016-05-03T10:53:10.000Z,#wonderful,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,190567071,"#buddhism | #Peaceful #wonderful 🙏🙏🙏 @ Shwedagon Pagoda, Yango, Myanmar http://someurl",726311269314211840,726311269314211840,tl,everyone,2016-04-30T07:24:35.000Z,#wonderful,,
TwitterBender,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,3321184001,Kawasaki KX65| #Kawasaki| #bikes| #wonderful http://someurl,725391153705656320,725391153705656320,tl,everyone,2016-04-27T18:28:22.000Z,#wonderful,,
TwitterBender,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,3309529355,lamborghini murcielago lp 670 4 superveloce china| #lamborghini| #wonderful| #voitures http://someurl,725017724674560000,725017724674560000,tl,everyone,2016-04-26T17:44:30.000Z,#wonderful,,
IFTTT,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,719236366983426049,#toureiffel #paris #me #holiday #fun #wonderful by jacopo9214 http://someurl,724923680648736769,724923680648736769,tl,everyone,2016-04-26T11:30:48.000Z,#wonderful,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'place_id': 'd2a0bb4acbd6b824', 'coordinates': {'type': 'Point', 'coordinates': [-85.91666667, 12.91666667]}}",173183634,Sunday in Matagalpa! #jw #jwnicaragua #tj #funny #friends #happy #cool #kawaii #cute #wonderful... http://someurl,724606901930082305,724606901930082305,tl,everyone,2016-04-25T14:32:02.000Z,#wonderful,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'place_id': '00a7834164189296', 'coordinates': {'type': 'Point', 'coordinates': [100.494, 13.7522]}}",366668847,Hiya lil 🌾🌼🌸| #tomboystyle #world #wonderful #wonderland #earth #tattoo #ThaiBoy #Thailand #indie... http://someurl,724493249663123456,724493249663123456,tl,everyone,2016-04-25T07:00:25.000Z,#wonderful,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'place_id': '0185a65a271b66e9', 'coordinates': {'type': 'Point', 'coordinates': [126.98227178, 37.56428481]}}",31685696,"Kung may laglag bala, meron ding pulot pera gang! #WONderful 🇰🇷👌🏼💸🔫... http://someurl",724304184221290496,724304184221290496,tl,everyone,2016-04-24T18:29:09.000Z,#wonderful,,
IFTTT,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,719920706302132224,#magnificent #love #wonderful #lovemylife #loveinfinity #sexy #sexyboy #Iansomerhalder #Damonsalvatore#iloveyou #my... http://someurl,723627851086483456,723627851086483456,tl,everyone,2016-04-22T21:41:38.000Z,#wonderful,,
TwitterBender,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,3321184001,Kawasaki KX85-II| #Kawasaki| #wonderful| #motorbike http://someurl,723153364515737600,723153364515737600,tl,everyone,2016-04-21T14:16:12.000Z,#wonderful,,
TwitterBender,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,3321184001,Yamaha Majesty| #Yamaha| #wonderful| #bikes http://someurl,723069854501199872,723069854501199872,tl,everyone,2016-04-21T08:44:21.000Z,#wonderful,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,366668847,Hi afternoon ✨| #tomboystyle #world #wonderful #wonderland #earth #tattoo #ThaiBoy #Thailand... http://someurl,723065546086989824,723065546086989824,tl,everyone,2016-04-21T08:27:14.000Z,#wonderful,,
Twitter for Android,"{'retweet_count': 1, 'reply_count': 2, 'like_count': 1, 'quote_count': 0}",,2542853210,Krunal Pandya : 4-24 #Wonderful #MIvRCB #MI,722814660278288384,722814660278288384,tl,everyone,2016-04-20T15:50:18.000Z,#wonderful,,
IFTTT,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,16946467,God-Man v Human-Man http://someurl #futurism #science #gadgets #wonderful #Politics #Tech #News #Reviews http://someurl,722799498876055552,722799498876055552,tl,everyone,2016-04-20T14:50:04.000Z,#wonderful,,
IFTTT,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,3015945746,The Maldives Islands |Per Aquum Niyama -| -| #travel #view| #awesomeness #wonderful| #wonderful_places #exploremore #go... http://someurl,722799284064763909,722799284064763909,tl,everyone,2016-04-20T14:49:12.000Z,#wonderful,,
TwitterBender,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,3321184001,Kawasaki Versys| #Kawasaki| #wonderful| #amazing http://someurl,722475188630208512,722475188630208512,tl,everyone,2016-04-19T17:21:22.000Z,#wonderful,,
