source,public_metrics,author_id,text,id,conversation_id,lang,reply_settings,created_at,search_query,in_reply_to_user_id,referenced_tweets,geo
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",113705314,Gaurav hai toh Aaryan hai..Gaurav nahi toh Aryan kuch bhi nahi!! Epic!! #FANTrailerLaunch #FANtastic #April15awaited..,704349132958228480,704349132958228480,hi,everyone,2016-02-29T16:54:54.000Z,#fantastic,,,
Twitter for Android,"{'retweet_count': 2, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",4768640773,"OMFGGG...!!! #FAN trailor is JUST BLOODY BRILLIANTTTT #FANtastic 👏 Gaurav hai toh Aryan hai, Gaurav nahi toh Aryan kuch bhi nahi.. #Epic 😍😘💕",704348672784400384,704348672784400384,hi,everyone,2016-02-29T16:53:04.000Z,#fantastic,,,
Mobile Web (M2),"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",3582902236,@someuser #FANtastic line Gaurav nhe toh Aryan kuch v nhe :3 #FANtasticTrailer,704331476586864640,704328911220576256,hi,everyone,2016-02-29T15:44:44.000Z,#fantastic,2742442175,"[{'type': 'replied_to', 'id': '704329050995744768'}]",
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",328680945,Rose & Julie #readyfor #rockyhorror #Southampton #mayflower #fantastic #Show http://someurl,703551578809221120,703551578809221120,hi,everyone,2016-02-27T12:05:42.000Z,#fantastic,,,{'place_id': '1c4cd8e4ae3a1959'}
Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1200573703, #FANTASTIC 5 <3 <3 <3 <3 <3 | | Kajol | Sridevi | Karishma Kapoor | Kareena Kapoor | Alia Bhatt... http://someurl,700998436334739456,700998436334739456,hi,everyone,2016-02-20T11:00:25.000Z,#fantastic,,,
Twitter Web App,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",695405364137762816,@someuser @someuser #Fantastic!!! India ka dumm. Modiji aage badhiye hum aapke saath hain.,698395831276179456,698389724923179008,hi,everyone,2016-02-13T06:38:36.000Z,#fantastic,119621958,"[{'type': 'replied_to', 'id': '698389724923179008'}]",
IFTTT,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",3103973645,nikolapaula23 -#wedding #makeup #life #love #like #emotions #fantastic #super Make up-@someuser 💄🎀💯❤ http://someurl,694968737842225152,694968737842225152,hi,everyone,2016-02-03T19:40:33.000Z,#fantastic,,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",283221068,Joshi  Byaaah Mubarak. | #feeling #happy #wedding #fantastic #five -... http://someurl,692441124888317954,692441124888317954,hi,everyone,2016-01-27T20:16:43.000Z,#fantastic,,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2883796009,@someuser @someuser @someuser #Fantastic!!! Bharat Mata Ki Jai!!!,690784750177398784,690778163102625792,hi,everyone,2016-01-23T06:34:53.000Z,#fantastic,306407686,"[{'type': 'replied_to', 'id': '690778163102625792'}]",
Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",843529538,कूलपैड की शानदार पेशकश | #Mobile #fantastic #offer #Kulpad http://someurl,689007699241992193,689007699241992193,hi,everyone,2016-01-18T08:53:31.000Z,#fantastic,,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",3162201679,Baniye ka dimaaag ......| Miyaann bhai ki Daring......| #Raees| #FANtastic year,688925335220391936,688925335220391936,hi,everyone,2016-01-18T03:26:14.000Z,#fantastic,,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",318630676,"#fantastic #morning @ Bhagat Tarachand, Vashi http://someurl",685308113344442368,685308113344442368,hi,everyone,2016-01-08T03:52:41.000Z,#fantastic,,,"{'place_id': '514d0719e0a80a43', 'coordinates': {'type': 'Point', 'coordinates': [73.00521126, 19.08997183]}}"
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",218516731,#Dubai #uae #mydubai  #cloud #cloudy #love #like #wow #fantastic #shot #iphone #iphone6s @ Shikh... http://someurl,684020443561365504,684020443561365504,hi,everyone,2016-01-04T14:35:56.000Z,#fantastic,,,"{'place_id': '001907e868d06e24', 'coordinates': {'type': 'Point', 'coordinates': [55.238902, 25.169]}}"
erased9073052,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",3328823160,Listen Audio in Sanskrit of Shreemad Bhagwat Geeta - http://someurl   http://someurl  #ViveksNewYearSuperSale  #FANtastic,682832957552214016,682832957552214016,hi,everyone,2016-01-01T07:57:18.000Z,#fantastic,,,
Mobile Web (M2),"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",3293022865,@someuser  wah bhai #fantastic,682473047589269504,682468131449782272,hi,everyone,2015-12-31T08:07:08.000Z,#fantastic,102355805,"[{'type': 'replied_to', 'id': '682471480018505728'}]",
Twitter for Android,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",4393748358,जब शराब पीता हु तोह लोग बोलते है | लड़का शराबी है| जब fanta पीता हु| कोई नही बोलता | लड़का #fantastic है,682036900991897600,682036900991897600,hi,everyone,2015-12-30T03:14:03.000Z,#fantastic,,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2407569583,"Ahaan!! #Fantastic #WahidaJis Song..| Bekaraar karke hume yun naa jaaiyee,| Aapko humaari kasam laut aaiyeee...| #ListeningBack #SundayRequest",679403951628783616,679403951628783616,hi,everyone,2015-12-22T20:51:39.000Z,#fantastic,,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",251030211,Had an authentic Rajasthani lunch in #Rajdhani Koramangla ! #TeamParty #Fantastic #Awesome #WithTeam #ECToBTMToKrmla http://someurl,677524444667994112,677524444667994112,hi,everyone,2015-12-17T16:23:10.000Z,#fantastic,,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",3260243979,Looking #fantastic with #bijoutifuljewelry #danielkleinwatch & #bvlgari #ring ... ti gezosh ela_muka http://someurl,676764607021752325,676764607021752325,hi,everyone,2015-12-15T14:03:50.000Z,#fantastic,,,
Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",180881416,Tm sb logo ke liye hi h.. Akshay  Rajat  Saurabh  Sachin| #Fantastic #FIve http://someurl,674636166151454721,674636166151454721,hi,everyone,2015-12-09T17:06:10.000Z,#fantastic,,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",4394949624,@someuser @someuser  virat bhaiya.. aaj pitch ke bare me koyi bat nhi kr rha... sbki bolti bnd kr di aapne.. brilliant #fantastic #JaiHo.,673803199485087744,673802646646484992,hi,everyone,2015-12-07T09:56:16.000Z,#fantastic,185142711,"[{'type': 'replied_to', 'id': '673802646646484992'}]",
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",4394949624,Yessssssssssssssss....... we won. Badhayi badhayi.. #JaiHo #JaiHo #fantastic @someuser @someuser  @someuser  #IndvSA. #Incredible.,673799641691893760,673799641691893760,hi,everyone,2015-12-07T09:42:07.000Z,#fantastic,,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",4394949624,@someuser @someuser badhayi badhayi... badhayi...  we are winner...  #Supererb #fantastic #sensational #incredible #Amezing. #JaiHo!,673798199652442112,673796026931806208,hi,everyone,2015-12-07T09:36:24.000Z,#fantastic,185142711,"[{'type': 'replied_to', 'id': '673796026931806208'}]",
Twitter Web Client,"{'retweet_count': 4, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",11589192,Pandit Bhimsen Joshi Raga Yaman http://someurl via @someuser #fantastic,673165248069828612,673165248069828612,hi,everyone,2015-12-05T15:41:16.000Z,#fantastic,,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",854560903,रतन टाटा ने #UP को बताया #Fantastic. उन्नाव में #SportsAcademy के शिलान्यास में @someuser के साथ आए थे। @someuser,670245768310067200,670245768310067200,hi,everyone,2015-11-27T14:20:18.000Z,#fantastic,,,{'place_id': '504e739994acf111'}
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",83576780,#perfumes #yas #oriental #arabic #fantastic #women #yasparfums ❤️ @ Riyadh KSA http://someurl,667098822867308544,667098822867308544,hi,everyone,2015-11-18T21:55:28.000Z,#fantastic,,,"{'place_id': '01bf5c1e56ac186d', 'coordinates': {'type': 'Point', 'coordinates': [46.68538063, 24.69172429]}}"
TweetCaster for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",3348538253,#mast #Fantastic #jalaas | Agli Diwali shivaay wali |  @someuser @someuser @someuser @someuser @someuser,665548327212220416,665548327212220416,hi,everyone,2015-11-14T15:14:21.000Z,#fantastic,,,
Twitter for iPhone,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",3583625773,@someuser @someuser #fantastic ye hua na Sach bharat wadi bharat Mata Ki Jai vande matram,661889737595088896,661841213763383296,hi,everyone,2015-11-04T12:56:25.000Z,#fantastic,55193817,"[{'type': 'replied_to', 'id': '661841213763383296'}]",{'place_id': '317fcc4b21a604d5'}
Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",117657532,सुबह सुबह उठना पड़ता है कमाने के लिए।| | आराम कमाने निकलता हूँ आराम छोड़कर।| | #Fantastic (y),661589290409787396,661589290409787396,hi,everyone,2015-11-03T17:02:33.000Z,#fantastic,,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",589136523,@someuser Aaj ki Raat hai zindagi👌👌👌👌👍💪😊😊 #fantastic work sir..,660855452431962112,660855452431962112,hi,everyone,2015-11-01T16:26:32.000Z,#fantastic,145125358,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",3194645726,@someuser | DIVYANKA TRIPATHI.....| #AWESOME #FANTASTIC #SUPERB #GOURGIES #ROCKSTAR #SIMPLE #CUTE #NICE  #PRETTY #AMAZING #AISHWARIYA RAI...,660435528785879040,660435528785879040,hi,everyone,2015-10-31T12:37:55.000Z,#fantastic,568225177,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",593027893,#niceday #fantastic @ Sharm El Shikh http://someurl,659197288078774272,659197288078774272,hi,everyone,2015-10-28T02:37:35.000Z,#fantastic,,,
Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",873491856,She is so #electric| #Nachdi ve jadon #mainu lagdi #majestic| #Quality ve shag #kudi tu ae #fantastic| Khich di ae... http://someurl,659004937158832128,659004937158832128,hi,everyone,2015-10-27T13:53:15.000Z,#fantastic,,,
Gravity!,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",761270258,For me #Fantastic means chatak pathakhaa orangey jhatkaa #FANTAsticTwist @someuser,658926352100274176,658926352100274176,hi,everyone,2015-10-27T08:40:59.000Z,#fantastic,,,
Twitter SMS,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",3013661556,#Words:#Adherence:| Himayatkarna | #Hungry:bhoukh| #Fantastic:Behtar | #Injoured:| Chaut lg jana | #Let me go:| mujhe jane do | #ZakirjaN B.T.,658147400347836416,658147400347836416,hi,everyone,2015-10-25T05:05:42.000Z,#fantastic,,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2724097218,@someuser shrutihaasan|  #OrangeyFanta #FANTAstic http://someurl,654997190578995200,654997190578995200,hi,everyone,2015-10-16T12:27:54.000Z,#fantastic,3279507235,,
Twitter Web Client,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",3168249863,#MyKindOfSmile| Zaheer Khan| #TransformWithTetley| #MobilesOnBigBillionDays| #MojoUnleashed| #NissanICC| #FANTAstic| #Geeta| Anand Sharma,654610857729507328,654610857729507328,hi,everyone,2015-10-15T10:52:45.000Z,#fantastic,,,
Twitter Web Client,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",3168249863,#TryForGold| #MobilesOnBigBillionDays| #FANTAstic| Zaheer Khan| #AajPadosiJalenge| Rs 2.71| #BribeIsGood| Amitav Ghosh| Anand Sharma| #AbdulKalam,654595151394811904,654595151394811904,hi,everyone,2015-10-15T09:50:20.000Z,#fantastic,,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",489302225,Shruti bhi diwani hai fanta ki #OrangeyFanta #FANTAstic http://someurl @someuser http://someurl,654582131532808192,654582131532808192,hi,everyone,2015-10-15T08:58:36.000Z,#fantastic,,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",489302225,"Fanta ke diwane hai sab, #OrangeyFanta #FANTAstic http://someurl @someuser http://someurl",654581995679252481,654581995679252481,hi,everyone,2015-10-15T08:58:03.000Z,#fantastic,,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",767114298,Shruti Haasan grooves in the #OrangeyFanta @someuser http://someurl   #FANTAstic,654581280781242368,654581280781242368,hi,everyone,2015-10-15T08:55:13.000Z,#fantastic,,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",489302225,Chulbula @someuser machata ahi charak matak #OrangeyFanta #FANTAstic http://someurl,654581125818413056,654581125818413056,hi,everyone,2015-10-15T08:54:36.000Z,#fantastic,,,
Twitter for iPhone,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2869040184,@someuser #fantastic muvi👌👌👌dildaariyaan👍👍,654327213035130880,654296047032774656,hi,everyone,2015-10-14T16:05:39.000Z,#fantastic,156925359,"[{'type': 'replied_to', 'id': '654296047032774656'}]",{'place_id': '4f64b30fb4b38075'}
Mobile Web (M2),"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",347834040,@someuser Chadhary @ Amitraj @someuser @someuser Dhaga Dhaga Reshami dua. #fantastic # Lovely sung by@someuser wawre @someuser Joshi.,653507939219607557,653507939219607557,hi,everyone,2015-10-12T09:50:08.000Z,#fantastic,6863,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",139643881,सुप्रभात! आज मैं #Fantastic Four देखूँगा! :D,652226680082141184,652226680082141184,hi,everyone,2015-10-08T20:58:52.000Z,#fantastic,,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",239013577,Loving this chatak matak jingle! Ek dam mast hai|  #FANTAstic Dubsmash @someuser  #OrangeyFanta,652108433051766784,652108433051766784,hi,everyone,2015-10-08T13:09:00.000Z,#fantastic,,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",363577574,Chataka Pataka!| Mast hai bole to #FANTAstic Dubsmash @someuser  #OrangeyFanta,652105280340238336,652105280340238336,hi,everyone,2015-10-08T12:56:29.000Z,#fantastic,,,
Mobile Web (M2),"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",3342685413,#BajrangiAtBusanFilmFest #Fantastic yaar,651424199551119360,651424199551119360,hi,everyone,2015-10-06T15:50:06.000Z,#fantastic,,,
Mobile Web (M2),"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2795681010,@someuser #fantastic #outstanding trailer maza aagya Prem Bhai Prem bhai,650354869589508096,650354869589508096,hi,everyone,2015-10-03T17:00:58.000Z,#fantastic,3439469566,,
Mobile Web (M2),"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",3342685413,@someuser #fantastic khaate pahadi,648836707324923904,648827919305850880,hi,everyone,2015-09-29T12:28:20.000Z,#fantastic,365918709,"[{'type': 'replied_to', 'id': '648827919305850880'}]",
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2898508228,ChaiyyaChaiyya #DilSe #ManiRathnam @someuser @someuser @someuser #SapnaAwasthi #NP #DilChahtaHai @someuser @someuser #Fantastic,648801230249172992,648801230249172992,hi,everyone,2015-09-29T10:07:22.000Z,#fantastic,,,
Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",146969105,"Retweeted Rishabh Purohit (@someuser| | #fantastic #nightout with @someuser bhaiya, @someuser didi, @someuser http://someurl",648540436097724421,648540436097724421,hi,everyone,2015-09-28T16:51:03.000Z,#fantastic,,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2898508228,HaanHaseeBanGaye #Hasee #HamariAdhuriKahani @someuser #Fantastic! #NP #DilChahtaHai @someuser @someuser @someuser,646612998501572608,646612998501572608,hi,everyone,2015-09-23T09:12:06.000Z,#fantastic,,,
IFTTT,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",3116789685,abhi_samantha43: #Fantastic #Colorful #NightLife #AtlanticCity #Casinos #Fun #LongDrive :D http://someurl,646177329664892928,646177329664892928,hi,everyone,2015-09-22T04:20:55.000Z,#fantastic,,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2898508228,SunSaathiya #ABCD2 @someuser @someuser #DivyaKumar #Fantastic #NP #DilChahtaHai @someuser @someuser @someuser @someuser,645904787591065600,645904787591065600,hi,everyone,2015-09-21T10:17:56.000Z,#fantastic,,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",312925845,#Fantastic #Fun at #Delhi @someuser #studio with #super #vivacious #dazzling rjdivyaa &... http://someurl,643017065599774720,643017065599774720,hi,everyone,2015-09-13T11:03:09.000Z,#fantastic,,,
Mobile Web (M2),"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1939781449,#tweetyourbeat | #Chal waha jathe ho... | #Fantastic Song| #Cute Kriti Sanon..,641843805600137217,641843805600137217,hi,everyone,2015-09-10T05:21:02.000Z,#fantastic,,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",273507256,homeminister Mom aadasa  Aadesh Bandekar #Fun #Fantastic #Sweet Memory #Aderoble http://someurl,641660840345735168,641660840345735168,hi,everyone,2015-09-09T17:14:00.000Z,#fantastic,,,
TweetDeck,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",3032413664,पहली बार बिना ड्राइवर के सड़क पर दौड़ी बस #Fantastic | http://someurl http://someurl,641630925151866880,641630925151866880,hi,everyone,2015-09-09T15:15:08.000Z,#fantastic,,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",1594880406,कहने वाले ने क्या खुब कहा है.. |  मेरी जिंदगी इतनी अच्छी नही कि मै मौत से डर जाऊँ #Fantastic 👌,640225408101711872,640225408101711872,hi,everyone,2015-09-05T18:10:06.000Z,#fantastic,,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2647398270,"@someuser Manjhi is #great, #fantastic and #alive",639498838261170176,639498838261170176,hi,everyone,2015-09-03T18:02:59.000Z,#fantastic,1978851349,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",938365560,@someuser @someuser @someuser @someuser @someuser @someuser @someuser   @someuser #super #Lol Bhai!#Fantastic!,639439890262822912,639292323935838208,hi,everyone,2015-09-03T14:08:44.000Z,#fantastic,2915164169,"[{'type': 'replied_to', 'id': '639292323935838208'}]",
Twitter Web Client,"{'retweet_count': 4, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",2898508228,Suno Naa Sangemarmar Ki Yeh Minaare #Youngistaan @someuser @someuser @someuser #Fantastic #NP #DilChahtaHai @someuser @someuser,639374473976791040,639374473976791040,hi,everyone,2015-09-03T09:48:48.000Z,#fantastic,,,
IFTTT,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2507224825,kujy82: #Likuliku #Lagoon #Resort and #spa #Fiji #luxury #relaxing #honeymoon #fantastic #beach #منتجع... http://someurl,637977831058837505,637977831058837505,hi,everyone,2015-08-30T13:19:02.000Z,#fantastic,,,
Twitter Web Client,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 3, 'quote_count': 0}",938365560,"@someuser #GoodMorning Bhai,have a #Fantastic #Friday! http://someurl",637122336693489664,637122336693489664,hi,everyone,2015-08-28T04:39:36.000Z,#fantastic,2915164169,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",938365560,@someuser @someuser @someuser @someuser @someuser @someuser  @someuser @someuser #Fantastic Bhai!,636908128466923521,636581154972262400,hi,everyone,2015-08-27T14:28:25.000Z,#fantastic,2915164169,"[{'type': 'replied_to', 'id': '636581154972262400'}]",
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2898508228,HaseeBanGaye #HamariAdhuriKahani @someuser #FANTASTIC #NP #SunnySideUp @someuser @someuser @someuser,636071502446768128,636071502446768128,hi,everyone,2015-08-25T07:03:58.000Z,#fantastic,,,
Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2211171744,mujhe neend na aaye tri shudh hindi sunke Woman . | #fantastic http://someurl,634421667025002496,634421667025002496,hi,everyone,2015-08-20T17:48:07.000Z,#fantastic,,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2407569583,ab naa bichadna khudaya..Muhobbat ruh ki hein laaz vizaa.. #Fantastic | @someuser | On #Breakfast,633907077384028160,633907077384028160,hi,everyone,2015-08-19T07:43:19.000Z,#fantastic,,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2898508228,YehShaamMastani #KatiPatang #AnandBakshi #RDBurman #KishoreKumar #Fantastic #GoldenEraClassic #NP @someuser @someuser @someuser,632127453922783232,632127453922783232,hi,everyone,2015-08-14T09:51:44.000Z,#fantastic,,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",726209900,@someuser #FANtastic Gaurav araha hai Dil Tham lo,628447145775857664,628447145775857664,hi,everyone,2015-08-04T06:07:30.000Z,#fantastic,264034657,,
TweetDeck,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",296337670,#Drivetime with @someuser #NowPlaying Mera Naam Mary Hai @someuser @someuser #awesometune #Brothers #fantastic,627155171743805440,627155171743805440,hi,everyone,2015-07-31T16:33:39.000Z,#fantastic,,,
Twitter Web Client,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",938365560,@someuser @someuser @someuser  @someuser @someuser @someuser  @someuser  @someuser  @someuser #Fantastic Bhai,626238773404172288,626238439092924416,hi,everyone,2015-07-29T03:52:13.000Z,#fantastic,2915164169,"[{'type': 'replied_to', 'id': '626238439092924416'}]",
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",938365560,@someuser @someuser @someuser @someuser @someuser @someuser @someuser @someuser  @someuser #Fantastic Bhai!,625998148914155521,625878489049137152,hi,everyone,2015-07-28T11:56:03.000Z,#fantastic,2915164169,"[{'type': 'replied_to', 'id': '625878489049137152'}]",
Twitter SMS,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",3062788189,"#Fantastic Lines| |  BeShak Namaz Hi Behtreen Sathi Hai | .| Duniya Se Qabar Tak,| Qabar Se Hashar Tak| Hashar Se Janat Tak",625220801038557184,625220801038557184,hi,everyone,2015-07-26T08:27:09.000Z,#fantastic,,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",2407569583,#Drivetime with @someuser | | HUM DARD MUHOBBAT KAA MITA SAKTEY H LEKIN YE ROG PURAANA H ZARA DER LAGEGI | #Fantastic ❤😍😍,624607135301644288,624606569833979905,hi,everyone,2015-07-24T15:48:40.000Z,#fantastic,2407569583,"[{'type': 'replied_to', 'id': '624606569833979905'}]",
Twitter for Android,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2898508228,Kyun Dooriyan #prayers #Pritam @someuser #AshishPandit @someuser #FANTASTIC #NP #SunnySideUp @someuser @someuser @someuser,624464193148817408,624464193148817408,hi,everyone,2015-07-24T06:20:40.000Z,#fantastic,,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",1049918358,Aaj ki party meri taraf se ......| Damum dugur dugur....#fantastic #song #BajrangiBhaijaan :-):-),623730259897135104,623730259897135104,hi,everyone,2015-07-22T05:44:16.000Z,#fantastic,,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",938365560,@someuser #Fantastic Bhai!3 #Handsome #Gentlemen in 1 #Selfie!#Wow!#Amazing #Selfies!,622388639159324675,622270433660792832,hi,everyone,2015-07-18T12:53:09.000Z,#fantastic,2915164169,"[{'type': 'replied_to', 'id': '622270433660792832'}]",
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2898508228,Sun sathiya #ABCD2 @someuser @someuser #DivyaKumar #FANTASTIC #NP #theHitlist @someuseri @someuser #REPLAY,622372655740682240,622372655740682240,hi,everyone,2015-07-18T11:49:38.000Z,#fantastic,,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 2, 'quote_count': 0}",938365560,@someuser @someuser #LOL Bhai!#Fantastic!,621601821874765824,621438499628019712,hi,everyone,2015-07-16T08:46:37.000Z,#fantastic,2868560775,"[{'type': 'replied_to', 'id': '621601560754171905'}]",
Twitter Web Client,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",938365560,@someuser @someuser @someuser @someuser @someuser @someuser @someuser @someuser #Fantastic Edit bhai!,621283972589326336,621283560855613440,hi,everyone,2015-07-15T11:43:36.000Z,#fantastic,2915164169,"[{'type': 'replied_to', 'id': '621283560855613440'}]",
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",938365560,@someuser 2 #Beauties ki #Wajah se toh yeh #Fantastic Bani hain #Sweetie!,618799303658635265,618795149468942336,hi,everyone,2015-07-08T15:10:25.000Z,#fantastic,2922334484,"[{'type': 'replied_to', 'id': '618798534125457408'}]",
