lang,reply_settings,source,public_metrics,created_at,text,conversation_id,id,author_id,search_query,referenced_tweets,in_reply_to_user_id,geo
nl,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-08-06T03:12:05.000Z,Pfff dat was even schrikken dacht dat er werd #ingebroken bij ons maar het bleek de krantenbezorger te zijn #scared #peur #bang,496856207718879233,496856207718879233,569855065,#scared,,,
nl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2014-08-06T02:30:02.000Z,Zometeen vliegen #scared,496845624155729922,496845624155729922,101505966,#scared,,,
nl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-08-06T01:03:00.000Z,"Waaajoh, ik ben niet gemaakt voor zon serie over demonen enzo #scared",496823723799093249,496823723799093249,128849252,#scared,,,"{'place_id': 'e414343ff5facd59', 'coordinates': {'type': 'Point', 'coordinates': [5.7786161, 53.1893624]}}"
nl,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-08-05T20:03:35.000Z,Wuhahahaha ik ga helemaal stuk om dit #haunted #house2 #waynes #iam  #scared #as #fuck http://someurl,496748370589777920,496748370589777920,1683279138,#scared,,,
nl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-08-04T09:58:18.000Z,Catfish kijken!  De dingen die dat slachtoffer zegt kloppen PRECIES #scared,496233659062841344,496233659062841344,66731428,#scared,,,"{'place_id': 'e8bc70a6afc003cb', 'coordinates': {'type': 'Point', 'coordinates': [6.6018897, 52.2304958]}}"
nl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-08-03T04:54:00.000Z,Klaar voor 140km (of toch 180?) Hel van de Heuvelrug met Master of Disaster Ron. #scared,495794690038722560,495794690038722560,1602890790,#scared,,,
nl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-07-29T23:13:48.000Z,Heb spijt dat k saw heb gekeken :$ #scared :$$$,494259523725828096,494259523725828096,186797138,#scared,,,
nl,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-07-29T17:02:44.000Z,HALLO REGEN STOP AUB SEBIET IS HET DAK VAN ONZE VERANDA KAPOT #scared #thunderandlightning #rain,494166142949150721,494166142949150721,226511740,#scared,,,
nl,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-07-28T16:13:00.000Z,Italiaan klinken altijd boos als ze Italiaans praten #scared,493791239284985856,493791239284985856,190655444,#scared,,,
nl,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-07-27T21:21:50.000Z,hoe kunnen mensen onweer leuk vinden.. #scared,493506570878468097,493506570878468097,385991423,#scared,,,
nl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",2014-07-27T16:01:24.000Z,Morgen crazy met mn haar! #BeOriginal #scared #enandersgroeithetwelweerzeker,493425933156892672,493425933156892672,2335330110,#scared,,,
nl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2014-07-25T20:09:30.000Z,@someuser fkn double haha #scared x,492761624957419520,492763592924889088,21475941,#scared,"[{'type': 'replied_to', 'id': '492762961577246721'}]",1080438608,
nl,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2014-07-25T10:28:12.000Z,Later beginnen. Ben voor het eerst de vlogs van @someuser aan het kijken. Misschien er toch ook maar eens aan wagen. #blog #vlog #scared,492617304589729792,492617304589729792,21110332,#scared,,,"{'place_id': 'ea0a61fa0c646676', 'coordinates': {'type': 'Point', 'coordinates': [4.53539654, 51.94535418]}}"
nl,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-07-24T18:29:24.000Z,ik ga s kijken wat n eerste tweet was #scared,492376016170799104,492376016170799104,896023417,#scared,,,
nl,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-07-24T12:36:46.000Z,@someuser ja ik ook ik vlieg dinsdag ochtend weer terug naar NL 😔 #scared,492277738565533696,492287273015472128,354861829,#scared,"[{'type': 'replied_to', 'id': '492277738565533696'}]",120412800,
nl,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-07-23T22:06:32.000Z,31 juli again naar het ziekenhuis voor een leuk onderzoek #not! #scared #ankle #knie #hips #bag #hurts q,492068269827047424,492068269827047424,453530856,#scared,,,
nl,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-07-23T20:19:38.000Z,Morgen eerste dag werken #scared,492041366315495424,492041366315495424,2386280782,#scared,,,
nl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-07-23T15:35:59.000Z,Fysio komt zo langs #scared ):,491969983497650176,491969983497650176,1618252561,#scared,,,"{'place_id': 'd3cfd09a7ac43879', 'coordinates': {'type': 'Point', 'coordinates': [5.5359835, 53.0726854]}}"
nl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2014-07-23T09:29:08.000Z,Hopelijk laatste keer bij de tandarts voorlopig #wortelkanaalbehandeling #scared,491877665125986304,491877665125986304,251193653,#scared,,,"{'place_id': '754b90d6ec17121d', 'coordinates': {'type': 'Point', 'coordinates': [5.5401513, 52.0345092]}}"
nl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2014-07-21T21:45:32.000Z,"Wrong turn, ik heb veel enge films gezien maar dit.. tjah heb er geen woorden voor #scared",491338211797778433,491338211797778433,134092294,#scared,,,
nl,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-07-21T14:43:04.000Z,Toch wel akelig als de lift langs alle kanten piept en kraakt #scared #lifttweet,491231893585932288,491231893585932288,148458469,#scared,,,
nl,everyone,IFTTT,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-07-21T14:22:19.000Z,@someuser by sophiewoodhead Indoor #sky #diving in #miltonkeynes last #friday #scared #fun #adrenaline #exci... http://someurl,491226672113676288,491226672113676288,1024125966,#scared,,1024125966,
nl,everyone,Twitter for Windows Phone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-07-21T07:13:43.000Z,@someuser owky #scared,491118429957783552,491118808656912385,130759675,#scared,"[{'type': 'replied_to', 'id': '491118429957783552'}]",539865765,
nl,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-07-20T17:39:00.000Z,#scared voor onderzoeken morgen .,490913779623161856,490913779623161856,358835799,#scared,,,
nl,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2014-07-19T20:33:35.000Z,Handen.voor.ogen. #harrypotter #spinnenscene #brrr #rillingen #scared,490595326605414401,490595326605414401,314138969,#scared,,,
nl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-07-17T19:11:44.000Z,Boahh en schatjee moet nog vliege binnenkort #scared,489849951921643520,489849951921643520,356807389,#scared,,,
nl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-07-16T20:06:45.000Z,#skydive #helpforheroes #countdown #scared !!!!! Sponsor link http://someurl /mrsrobshaw http://someurl,489501408769867776,489501408769867776,570289096,#scared,,,
nl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2014-07-16T06:43:43.000Z,@someuser @someuser Van Gaal schooled Mourinho! #Scared ? :-),489298323308683264,489299322555469825,2419434555,#scared,"[{'type': 'replied_to', 'id': '489298323308683264'}]",100480907,
nl,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2014-07-15T14:16:42.000Z,zovele jaren later nog steeds een dijk van een schijf! #scared #dildowarheads #belpop #music #nostalgia http://someurl,489050929904488448,489050929904488448,146575954,#scared,,,
nl,everyone,Echofon,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-07-14T07:18:51.000Z,Net wakker geworden door het geluid van de glazenwassers... Sinds wanneer beginnen ze zo vroeg?! #scared,488583385229832192,488583385229832192,306221425,#scared,,,
nl,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-07-13T19:29:50.000Z,Morgen dokter 😫 #scared,488404958619115521,488404958619115521,175907749,#scared,,,
nl,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2014-07-11T20:46:29.000Z,@someuser ik volg het @someuser en nu dus seizoen 3 aant zien. #scared! #pll,487677434024980480,487699470835277825,82391314,#scared,"[{'type': 'replied_to', 'id': '487699020035661824'}]",158433926,
nl,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-07-11T10:03:52.000Z,We zijn nog niet vertrokken op Chirokamp en mijn benen zijn al een trainwreck! 🏨 #Chiro #kamp #scared... http://someurl,487537750707408896,487537750707408896,471374097,#scared,,,
nl,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2014-07-11T09:15:03.000Z,Mensen die vannacht niks gemerkt hebben van de onweer verdienen een applaus! Het huis trilde namelijk ook op het ritme van de donder #scared,487525467818565632,487525467818565632,170315871,#scared,,,
nl,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-07-10T23:35:20.000Z,Kan niet slapen door die kut onweer !! De grond trilde net !!! #scared,487379575522201601,487379575522201601,215022320,#scared,,,
nl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-07-10T23:04:50.000Z,Bliksem en donder #scared,487371898188496896,487371898188496896,1569117798,#scared,,,
nl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-07-10T22:49:27.000Z,Goh rommelt als ik ga slapen en het rommelt nu nog steeds.  Rot onweer en flitsen..... #scared,487368028376793088,487368028376793088,273471721,#scared,,,
nl,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 6, 'quote_count': 0}",2014-07-10T22:14:18.000Z,Misschien moet ik mij toch maar openstellen #scared#daten#hopenophetbeste ☺️,487359180601581568,487359180601581568,1584607987,#scared,,,
nl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-07-10T22:11:22.000Z,Wat een onweer!! #scared,487358444488634369,487358444488634369,271500817,#scared,,,
nl,everyone,Tweetbot for iΟS,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-07-10T08:49:01.000Z,Vandaag poging twee maar wagen. #scared,487156526382333952,487156526382333952,257058348,#scared,,,{'place_id': '42da2308b3d29143'}
nl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-07-09T16:37:25.000Z,En dan zit je met de lampen aan en de gordijnen dicht haha #onweer #knallen #regen #scared :(,486912017123799041,486912017123799041,812848350,#scared,,,
nl,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-07-08T12:15:23.000Z,Het is echt eng als je alleen thuis bent 😨 #scared #homealone,486483682795225088,486483682795225088,462247870,#scared,,,"{'coordinates': {'type': 'Point', 'coordinates': [3.19797417, 51.1574596]}, 'place_id': '68fe20e62389c76b'}"
nl,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-07-07T21:37:34.000Z,Hedgehog #ballofspikes #scared http://someurl,486262776206082050,486262776206082050,20320594,#scared,,,
nl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-07-07T10:50:14.000Z,Morgen is de dag waarvoor k het hele jaar me best gedaan heb🙈| #Scared,486099868382134272,486099868382134272,327798077,#scared,,,
nl,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-07-06T21:38:47.000Z,Denk toch dat ik hiernaast ga slapen #scared,485900691509358592,485900691509358592,278232897,#scared,,,"{'coordinates': {'type': 'Point', 'coordinates': [4.48149704, 51.30604097]}, 'place_id': 'ad0818e2fb208dde'}"
nl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-07-06T20:18:34.000Z,Met zusje kijken naar de flitsen vanuit men kamer #scared,485880507117613056,485880507117613056,1121978918,#scared,,,
nl,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-07-05T21:38:05.000Z,ik moe echt soms opletn me oe da dingn overkomen :( #scared,485538127961141248,485538127961141248,206748950,#scared,,,
nl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-07-04T21:28:32.000Z,"Volg @someuser om me alvast voor te bereiden, maar word er eigenlijk ook verdrietig van... #scared",485173338479034368,485173338479034368,2287413766,#scared,,,
nl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2014-07-04T21:07:12.000Z,Mega eng stil thuis nu niemand er is..#scared,485167971145621504,485167971145621504,241901568,#scared,,,
nl,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-07-04T03:34:32.000Z,Stampede begins! #cowboys #obvi #besties #blonde #club #typical #eo #itsonly9 #scared @someuser @someuser http://someurl,484903056266391552,484903056266391552,240015877,#scared,,,"{'coordinates': {'type': 'Point', 'coordinates': [-114.05498985, 51.04043565]}, 'place_id': '53504716d445dcad'}"
nl,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-07-03T22:59:43.000Z,Enge geluiden horen van beneden 😰 #scared,484833898556563456,484833898556563456,2172398103,#scared,,,
nl,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",2014-07-01T16:42:21.000Z,spannendste seizoensfinale ooit #greysanatomy #scared,484014152953126912,484014152953126912,586008924,#scared,,,
nl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2014-06-30T12:44:16.000Z,"Ik wil mijn mobiel testen onderwater, doen of niet doen? #scared",483591849605865472,483591849605865472,390999909,#scared,,,
nl,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-06-29T17:51:15.000Z,Ik voorspel penalties #nedmex #scared,483306718206906368,483306718206906368,157274376,#scared,,,
nl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-06-28T11:46:28.000Z,OMG Ek villain... danger starting... #Scared..,482852527470166017,482852527470166017,102941676,#scared,,,
nl,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-06-27T21:06:02.000Z,"Omg, bus heeft geflasht.. Nu sta ik zo zielig alleen bij de halte. #Scared #Itsdark #Ijustwannagethome #Drinkacupoftea",482630961033916417,482630961033916417,575779270,#scared,,,
nl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-06-27T18:44:05.000Z,Horrorfilm kijken met annekay en rianne 😲😲😲😲😲 #disturbia #scared,482595237911863296,482595237911863296,389609946,#scared,,,
nl,everyone,Twitter for iPad,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-06-27T15:01:27.000Z,RT @someuser onweer en dan naar huis fietsen #scared,482539207861501953,482539207861501953,579184034,#scared,"[{'type': 'retweeted', 'id': '482517424676564992'}]",,
nl,everyone,Twitter for Android,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-06-27T13:34:53.000Z,onweer en dan naar huis fietsen #scared,482517424676564992,482517424676564992,1891354394,#scared,,,
nl,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-06-27T07:20:54.000Z,Damn wat een avond/nacht.... Maar heb t idee dat dit pas het begin is... #scared,482423310886912000,482423310886912000,186797138,#scared,,,
nl,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-06-27T06:35:27.000Z,Straks krijg ik mn rapport #scared 😱,482411869651886080,482411869651886080,1480575906,#scared,,,
nl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-06-26T09:00:54.000Z,Peter bel nou pfff #scared,482086085586325504,482086085586325504,461126406,#scared,,,"{'coordinates': {'type': 'Point', 'coordinates': [5.5908253, 51.5187277]}, 'place_id': 'ca662fb987e95e47'}"
nl,everyone,Twitter for  Android,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2014-06-24T22:20:03.000Z,"@someuser Vandaag is t dan zo ver, uitslag van herexamen! #scaredjo ook had ik niet verwacht",481562425326829568,481562425326829568,310221278,#scared,,,
nl,everyone,Twitter for  Android,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-06-24T22:19:48.000Z,"RT @someuser Vandaag is t dan zo ver, uitslag van herexamen! #scared",481562359576952832,481562359576952832,310221278,#scared,"[{'type': 'retweeted', 'id': '481561094197366784'}]",,
nl,everyone,Twitter for iPhone,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2014-06-24T22:14:46.000Z,"Vandaag is t dan zo ver, uitslag van herexamen! #scared",481561094197366784,481561094197366784,229965220,#scared,,,
nl,everyone,Twitter Web App,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2014-06-24T07:15:46.000Z,Met de zus achter het stuur naar bobbejaanland #scared,481334851929645056,481334851929645056,1071757507,#scared,,,
nl,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-06-23T20:29:25.000Z,"“@someuser “@someuser Ieuuuw, zon meisje is verliefd op mij #scared😖” je voelt je niet veilig he😭” neee😭💔",481171858788982784,481172195918757888,411089265,#scared,"[{'type': 'replied_to', 'id': '481171985754759168'}]",121516964,
nl,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2014-06-23T20:29:15.000Z,"“@someuser “@someuser Ieuuuw, zon meisje is verliefd op mij #scared😖” je voelt je niet veilig he😭” ik ben ook verliefd op je ..",481171858788982784,481172151694024705,219687925,#scared,"[{'type': 'replied_to', 'id': '481171985754759168'}]",121516964,
nl,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",2014-06-23T20:28:35.000Z,"“@someuser Ieuuuw, zon meisje is verliefd op mij #scared😖” je voelt je niet veilig he😭",481171858788982784,481171985754759168,121516964,#scared,"[{'type': 'replied_to', 'id': '481171858788982784'}]",411089265,
nl,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2014-06-23T20:28:05.000Z,"Ieuuuw, zon meisje is verliefd op mij #scared😖",481171858788982784,481171858788982784,411089265,#scared,,,
nl,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",2014-06-23T08:06:45.000Z,Op dit moment wordt 5STW besproken #scared,480985295765377024,480985295765377024,1513138650,#scared,,,
nl,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-06-23T06:13:58.000Z,Zo mondeling duits #scared #nervous,480956914998976512,480956914998976512,1162985154,#scared,,,
nl,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-06-22T20:27:30.000Z,morgen naar dokter #scared!,480809322847666176,480809322847666176,485849759,#scared,,,
nl,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-06-22T16:30:55.000Z,"Voor school bezig, morgen assessment 😱 #scared",480749784589144065,480749784589144065,182470377,#scared,,,
nl,everyone,Twitter for  Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2014-06-21T20:26:10.000Z,Ik hoor hier dus weer allemaal geluide in huis en weer geen kat da mij gelooft e #scared #bangerikdaikben,480446599915925504,480446599915925504,73734131,#scared,,,
nl,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-06-20T10:17:38.000Z,@someuser wil je me please succes wensen met mijn engels mondeling ik ben zooo zenuwachtig😩 #scared #nervous,479931070243430400,479931070243430400,1162985154,#scared,,1305855631,
nl,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-06-20T09:03:45.000Z,@someuser wil je me please succes wensen met mijn engels mondeling ik ben zooo nerveus😩 #scared #nervous,479912474867957760,479912474867957760,1162985154,#scared,,105859515,
nl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-06-20T08:15:00.000Z,Bij de tandarts #scared :(,479900210114879488,479900210114879488,227354019,#scared,,,
nl,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2014-06-19T20:45:56.000Z,proberen te slapen.. #scared #with @someuser ...,479726799069663232,479726799069663232,295174500,#scared,,,
nl,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-06-19T18:47:38.000Z,@someuser @someuser @someuser @someuser @someuser willen jullie me succes wensen met mijn toetsen en mondelingen? #scared,479697028222840832,479697028222840832,1162985154,#scared,,136383267,
nl,everyone,Twitter for Android Tablets,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-06-19T11:03:31.000Z,Tot zover mijn stage in den Delhaize. Stomme knie :( #scared #pain #meh,479580231364534272,479580231364534272,1324575386,#scared,,,
nl,everyone,Twitter for Windows Phone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-06-18T18:49:15.000Z,Deze twee uren karate training waren hopelijk genoeg om de puntjes op de i te zetten.. Zaterdagochtend examen. Whootwhoot. #scared#excited.,479335046713991168,479335046713991168,431049387,#scared,,,
nl,everyone,Twitter for  Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-06-18T13:21:34.000Z,omgg met @someuser en amina horror kijke tijdens muziekles #scared,479252583723573249,479252583723573249,860959237,#scared,,,
nl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-06-18T09:02:05.000Z,school ging en nu loopt ie ergens rond omg. #scared #probablyateit,479187281694437377,479187281694437377,80847181,#scared,,,"{'coordinates': {'type': 'Point', 'coordinates': [4.4869179, 52.1459572]}, 'place_id': '99ad54d1cccb950b'}"
nl,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-06-17T20:23:15.000Z,Morgen 6 uur opstaan en 8 uur op Schiphol zijn dan gaat op 11 uur het vliegtuig #scared wish me luck😰😰💪,478996316610363392,478996316610363392,2314247791,#scared,,,
nl,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-06-17T19:08:32.000Z,Morgen uitslag bloedprikken #spannend #scared,478977510420799488,478977510420799488,56462748,#scared,,,
nl,everyone,Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-06-17T09:16:52.000Z,hahaha awh| | #scared Karren Jane I. J http://someurl,478828614364831744,478828614364831744,286999868,#scared,,,
nl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-06-16T22:56:22.000Z,Morgen dan eindelijk duidelijkheid!  Over paps! #scared,478672462323154944,478672462323154944,287348649,#scared,,,
nl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-06-15T21:11:19.000Z,"Suikerspiegel op 2,9.... #nietzobest #scared",478283636954120192,478283636954120192,2425654240,#scared,,,
nl,everyone,Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-06-13T15:58:50.000Z,Wie wil kom oorslaap? Ek is aleen in hierdie moerse flat #scared haha,477480219075309568,477480219075309568,289245666,#scared,,,
nl,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2014-06-12T21:43:14.000Z,#marathonradio  er vliegt een supperdikke mot tegen het raam save me!!! #scared,477204505340444673,477204505340444673,1574991727,#scared,,,
nl,everyone,iOS,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-06-12T19:53:23.000Z,Twee groene puppy’s geboren in Spanje #mutants #scared http://someurl,477176860749860864,477176860749860864,269274499,#scared,,,
nl,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-06-11T20:47:34.000Z,the conjuring kijke met danielle  #scared#eyes#blauw#mweh http://someurl,476828107685777408,476828107685777408,912836173,#scared,,,
nl,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",2014-06-11T18:28:21.000Z,Dus dat wordt een darm scopie in augustus waar ik heeeel erg tegen op zie 😔 #scared,476793073444593665,476793073444593665,254968002,#scared,,,
nl,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-06-10T22:47:39.000Z,Morgen examenuitslag #scared 😁,476495938354417664,476495938354417664,376233871,#scared,,,
nl,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-06-10T09:13:16.000Z,Morgen mijn grootste angst overwinnen. Naar de dokter om een enorme naald in me te krijgen en een bloedtest te doen! #scared,476290995248988160,476290995248988160,203174740,#scared,,,
