source,conversation_id,author_id,text,geo,reply_settings,created_at,id,public_metrics,lang,search_query,referenced_tweets,in_reply_to_user_id
Twitter for iPhone,806146923203883009,502052771,its just #amazing 😁| esta gratificación del taller de fotografía con @someuser es © de @someuser also #great http://someurl,,everyone,2016-12-06T14:42:58.000Z,806146923203883009,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",es,#great,,
Twitter Web Client,806095780662706176,129274153,...al menos esta clara @someuser en sus pretensiones @someuser #Great,{'place_id': '043383f8b2b79918'},everyone,2016-12-06T11:19:45.000Z,806095780662706176,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
Twitter Web App,806000965405048832,377627207,Azotado por la cita de hoy Wait a Minute...#Job #Really #Great http://someurl,,everyone,2016-12-06T05:02:59.000Z,806000965405048832,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",es,#great,,
Facebook,805996300432973828,1191943736,Tips para sacar buenas fotografías desde tu smartphone o réflex así seas un Amateur 😎📷| #Pics #Great http://someurl,,everyone,2016-12-06T04:44:27.000Z,805996300432973828,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
Instagram,805968042010275841,207844271,"Feliz, feliz noche.. No desistir✨🍃 #me #love #bonanit #prettygirl #great #instagood #sweetdreams... http://someurl","{'coordinates': {'type': 'Point', 'coordinates': [-71.6333, 10.65]}, 'place_id': '01be351754bcbe13'}",everyone,2016-12-06T02:52:10.000Z,805968042010275841,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
Twitter for Android,805944415416094720,509368818,Puerto Varas at night.| #Chile #loslagos #puertovaras #visitchile #ilovechile #springtime #southernchile #llanquihuelake #ilovenature #great http://someurl,{'place_id': '0028bc6e26ddf8ff'},everyone,2016-12-06T01:18:17.000Z,805944415416094720,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
Instagram,805943803660025856,953034889,Festival Japonés #stikers #omandu #pockys #delicious #awesome #great #time #sunday #evening http://someurl,,everyone,2016-12-06T01:15:51.000Z,805943803660025856,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
Twitter for Android,805938062069006336,184992536,Torta espectacular del cumple de mi amiguita #Great http://someurl,,everyone,2016-12-06T00:53:02.000Z,805938062069006336,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
Instagram,805892207416733696,59054873,Gentlemen • Caballeros 🎩🍃 #great #weeding #boda #brothers #family #travel #blessed @ Costa de Oro http://someurl,"{'coordinates': {'type': 'Point', 'coordinates': [-96.11027001, 19.10644001]}, 'place_id': '63b42cf9e0b05dad'}",everyone,2016-12-05T21:50:49.000Z,805892207416733696,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",es,#great,,
Twitter for iPhone,805828511520825344,811548289,@someuser @someuser @someuser @someuser @someuser #great #Mcdavid Ice Retro RC /149 #wscbigpulls #collectconnor http://someurl,,everyone,2016-12-05T17:37:43.000Z,805828511520825344,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 4, 'quote_count': 0}",es,#great,,85440942
Twitter Web Client,805816029012250624,559395742,#great hard sex emo nude free,,everyone,2016-12-05T16:48:07.000Z,805816029012250624,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
Instagram,805757404755337216,60625731,Quejicas❤️ #quejicas #photo #girls #selfie #meeting #great #moments #madrid #city #winter... http://someurl,{'place_id': '206c436ce43a43a3'},everyone,2016-12-05T12:55:10.000Z,805757404755337216,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
Twitter for iPad,805709408604975106,2740648817,Compartir trabajos de Deanna Halsall no es fácil.| | #Grandes #ilustraciones TODAS| #great #art #illustration #GIF | | http://someurl http://someurl,,everyone,2016-12-05T09:44:27.000Z,805709408604975106,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",es,#great,,
Twitter for Android,805647075207684096,150701736,"Es la primera vez que veo #DrunkHistory en @someuser está genial, de lo que me había perdido #historiaborracha #great",,everyone,2016-12-05T05:36:45.000Z,805647075207684096,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
Twitter for iPhone,805638124177149953,61817481,Son la 1 de la mañana me tengo que despertar a las 7 y no dejo de pensar #Great,,everyone,2016-12-05T05:01:11.000Z,805638124177149953,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
Linkis: turn sharing into growth,805547463474118658,149413057,Pintando 😛💦| #myroom #painting #blue #sunnyday #tired #lookatme #gayboy #instalike #great @ Casa... http://someurl,"{'coordinates': {'type': 'Point', 'coordinates': [-71.273, -32.99541]}, 'place_id': '01a6dee5328f585b'}",everyone,2016-12-04T23:00:56.000Z,805547463474118658,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
Instagram,805523125337092096,166481871,Cabaña en California #California #niceplace #usa #great #greatpic #greatday #amazingview #usa🇺🇸... http://someurl,,everyone,2016-12-04T21:24:13.000Z,805523125337092096,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
Buffer,805522296937050112,3092451509,5 #great #reasons to establish a #bilingual #signlanguage #household @someuser #ASL #language #communication #deaf #bilingualism http://someurl,,everyone,2016-12-04T21:20:56.000Z,805522296937050112,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,#great,"[{'type': 'quoted', 'id': '805512062210281472'}]",
Twitter Web Client,805503509940604928,125319038,mama y hijo porno #great amateur tits http://someurl,,everyone,2016-12-04T20:06:16.000Z,805503509940604928,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
Instagram,805470017613598720,154282022,"Domingooooooo #relax #lunctime #great 😄✌🏼️😜 @ Bogotá, Colombia http://someurl","{'coordinates': {'type': 'Point', 'coordinates': [-74.0833, 4.6]}, 'place_id': '0161be1b3f98d6c3'}",everyone,2016-12-04T17:53:11.000Z,805470017613598720,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
Instagram,805462824319328257,207844271,Al que le guste bien y al que no también✌️✨ #me #smile #day #good #instalike #great #love... http://someurl,"{'coordinates': {'type': 'Point', 'coordinates': [-71.6333, 10.65]}, 'place_id': '01be351754bcbe13'}",everyone,2016-12-04T17:24:36.000Z,805462824319328257,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
Instagram,805461886313566208,1157054016,#friendsdayout #sundaytrip #awsome #views #great #fort #camewithlotsofjoy @ Lohagad Lonavala http://someurl,,everyone,2016-12-04T17:20:53.000Z,805461886313566208,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
Twitter Web Client,805460168771338241,324564130,free pornoe #great nude scenes http://someurl,,everyone,2016-12-04T17:14:03.000Z,805460168771338241,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
Instagram,805442385178193921,120315207,Zapatos rojos 👠 #B | | .| | #zapatos #shoes #rojos #red #great #yeah #tacones #lady http://someurl,,everyone,2016-12-04T16:03:23.000Z,805442385178193921,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
Twitter for iPhone,805433789770067970,4765622247,Al teatro!Hoy 18 horas Musical Don Juan Tenorio!Te lo vas a perder?☀️#great @someuserhilips @someuser #Teatro #musical http://someurl,,everyone,2016-12-04T15:29:14.000Z,805433789770067970,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",es,#great,,
Twitter Web Client,805371039664533505,60534497,14 y o nude #great sex ideas http://someurl,,everyone,2016-12-04T11:19:53.000Z,805371039664533505,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
Instagram,805359495509671936,14593681,San Diego. #America #great @ Lucha Libre Taco Shop http://someurl,"{'coordinates': {'type': 'Point', 'coordinates': [-117.18154373, 32.74327218]}, 'place_id': 'a592bd6ceb1319f7'}",everyone,2016-12-04T10:34:01.000Z,805359495509671936,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
Instagram,805350181285859328,314197888,Great!!| pacampoy #great #awesome @ Ituzaingo Bs As. http://someurl,,everyone,2016-12-04T09:57:00.000Z,805350181285859328,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
Twitter for Android,805256760252473344,788997046556647424,@someuser @someuser #great pita g,,everyone,2016-12-04T08:39:16.000Z,805330618695356416,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,"[{'type': 'replied_to', 'id': '805257065602027520'}]",2856719948
Instagram,805254830746988544,137788399,Con el gran Danny👏🏻👏🏻👏🏻.... #picoftheday #instagood #instagram #me #friends #monkeys #great... http://someurl,,everyone,2016-12-04T03:38:07.000Z,805254830746988544,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
Instagram,805245093116575744,222915638,The Perfect Dúo ❤| | #tacos #beer #perfect #foodhunter #amazing #love #great #delicious #pornfood... http://someurl,"{'coordinates': {'type': 'Point', 'coordinates': [-99.98809576, 20.39527855]}, 'place_id': '71872bada6ab8f72'}",everyone,2016-12-04T02:59:25.000Z,805245093116575744,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",es,#great,,
Twitter for Android,805232989055713280,1707012054,estoy contenta pq me sale todo lo de matemática #great,,everyone,2016-12-04T02:11:19.000Z,805232989055713280,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",es,#great,,
Instagram,805203624179748864,2888583099,Mi #date con ellas🌟🎄| #Diciembre #Hermoso #Navidad #luces #great... http://someurl,,everyone,2016-12-04T00:14:38.000Z,805203624179748864,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
Twitter Web Client,805156509227356164,84558918,#great free porn gambar porno indonesia http://someurl,,everyone,2016-12-03T21:07:25.000Z,805156509227356164,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",in,#great,,
Hootsuite,805154925269368832,879455688,Una buena elección de colores puede expresar mucho sin decir nada.| #LukeBordados #colors #articulos #publicitarios #great #job http://someurl,,everyone,2016-12-03T21:01:07.000Z,805154925269368832,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
Instagram,805143644122451968,95823999,Última carrera del año #idea #great #invierno #run #timerun #mexico #mx @ Plaza Oasis Coyoacan http://someurl,"{'coordinates': {'type': 'Point', 'coordinates': [-99.17939377, 19.34548499]}, 'place_id': '609d1bbc180f1434'}",everyone,2016-12-03T20:16:18.000Z,805143644122451968,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
Instagram,805134956611698689,60087219,La mejor de las películas! Puedo verla mil veces #Interestelar #Great #Excelente #Movietime... http://someurl,,everyone,2016-12-03T19:41:46.000Z,805134956611698689,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
Instagram,805128403624005632,94047461,Esta es mi cuadra jajajajajajaja| | #gif #yo #risas #me #ame #lol #reir #lastnight #great... http://someurl,"{'coordinates': {'type': 'Point', 'coordinates': [-64.17771527, -31.42379293]}, 'place_id': '00f84d414936f28e'}",everyone,2016-12-03T19:15:44.000Z,805128403624005632,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
Twitter Web Client,805087308735201280,1556262870,#3Dic| | Ahora si mi Arbolito quedo perfecto @someuser  #FelizSabado #Great http://someurl,,everyone,2016-12-03T16:32:26.000Z,805087308735201280,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",es,#great,,
Instagram,805086400848793600,46985475,Esa presión de dar el último #wbs y💪 cerrar con broche de oro ❤ #priceless  #great #photo... http://someurl,,everyone,2016-12-03T16:28:50.000Z,805086400848793600,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
Instagram,805068644959002625,47413977,Hoy es el gran #Clasico ⚽ #barcelonafc #RealMadrid #laliga #futbol #pic #great #instagram... http://someurl,,everyone,2016-12-03T15:18:17.000Z,805068644959002625,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
Instagram,805067513209978881,382819660,Con madre chico ....#todo un éxito #Tatiana #japi #san pedro #great... http://someurl,,everyone,2016-12-03T15:13:47.000Z,805067513209978881,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
Instagram,805067278358220800,95823999,"Yo aún no aprendo #enjoy #phrases #frases #great #idea @ Mexico City, Mexico http://someurl","{'coordinates': {'type': 'Point', 'coordinates': [-99.1333, 19.4333]}, 'place_id': 'bfc35dcc7e63252a'}",everyone,2016-12-03T15:12:51.000Z,805067278358220800,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
Instagram,805066138870775808,90432272,Muy Buenos días mi gente ! Que tengan un día maravilloso! A sonreír 😁😁😁#love #wonderful #great... http://someurl,,everyone,2016-12-03T15:08:19.000Z,805066138870775808,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",es,#great,,
Twitter for iPhone,805057483307884544,482220564,#Great #seminar #today in Villaviciosa de Odon (#Madrid)| #PepeCarbonell #PCKata #Karate #Kata #kamikaze @someuser http://someurl,,everyone,2016-12-03T14:33:55.000Z,805057483307884544,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 6, 'quote_count': 1}",es,#great,,
Twitter for Android,805034393232412674,117078032,Mi hija se despierta todos los días al rededor de las 9... hoy sábado: 7:30!!! #great,,everyone,2016-12-03T13:02:10.000Z,805034393232412674,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
Facebook,804983529352245249,324996449,Carga casi lista ... Bombear y jai !! 😀| #ironpumping #instamood #instagram #instagreat #great #ifbb #good #go... http://someurl,,everyone,2016-12-03T09:40:03.000Z,804983529352245249,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
Linkis: turn sharing into growth,804969889832337408,2586151694,"El profesor, explorador de tecnología para fomentar habilidades de pensamiento en la educación que nos viene #great http://someurl",,everyone,2016-12-03T08:45:52.000Z,804969889832337408,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
Instagram,804901114864922624,145767771,Hermosa historia 😍💒#architecture #history #great #beautiful #leongto #memories #unique @ Templo... http://someurl,"{'coordinates': {'type': 'Point', 'coordinates': [-101.67533581, 21.12016443]}, 'place_id': '35b07b8fa46547c5'}",everyone,2016-12-03T04:12:34.000Z,804901114864922624,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
IFTTT,804854948617998336,802884103481724928,Posted by: NealSchaffer #Socialmedia RT hijiri_kouya: ＃Great Jestepar Consejos y recomendaciones para #Twitter  http://someurl,,everyone,2016-12-03T01:09:07.000Z,804854948617998336,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
Twitter Web Client,804853290248929280,122165099,#great tits porn porno cubano http://someurl,,everyone,2016-12-03T01:02:32.000Z,804853290248929280,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
Twitter Web Client,804853214789050368,445940499,＃Great @someuser Consejos y recomendaciones para #Twitter  http://someurl,,everyone,2016-12-03T01:02:14.000Z,804853214789050368,"{'retweet_count': 4, 'reply_count': 1, 'like_count': 4, 'quote_count': 0}",es,#great,,
Instagram,804813664540880896,108369848,OMG! ¡Esta sí es tremenda sorprecita de Santa! #mint + #chocolate  +  #vemma =  #great #healthy... http://someurl,,everyone,2016-12-02T22:25:04.000Z,804813664540880896,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
Instagram,804782773689061389,395601839,#Nunca te canses de hacerlo bien... ✌😉 #rocknroll #studio #producing #mastering #mixing #great... http://someurl,,everyone,2016-12-02T20:22:20.000Z,804782773689061389,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
Sprout Social,804777229049794560,3278128448,Resistentes al clima y perfectas para terrazas o jardines #Ventura te espera en @someuser [ #KEF is #GREAT ] http://someurl,,everyone,2016-12-02T20:00:18.000Z,804777229049794560,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
Twitter Web Client,804747067558076416,364871364,#great nude teen galleries reyna cruz porn,,everyone,2016-12-02T18:00:27.000Z,804747067558076416,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
Instagram,804600817063956481,714611268,Y llegó el viernes !! 💃🏽💃🏽| #tagsforlikes #instadaily #like4like #great #funny #video #me #kiss... http://someurl,,everyone,2016-12-02T08:19:18.000Z,804600817063956481,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
Instagram,804579671505399808,166481871,San Diego... #sandiego #nice #place #amazingview #usa#sandiego_ca #beach #usa #great... http://someurl,,everyone,2016-12-02T06:55:16.000Z,804579671505399808,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
Twitter Web Client,804542392074469376,347984464,hispanas porno #great office sex http://someurl,,everyone,2016-12-02T04:27:08.000Z,804542392074469376,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
Instagram,804524411051241472,227809577,Ese clima!! 😊😊 #Guatemala #Guate #Great #Day #Cold #Weather #InTheMiddleOfNoWhere http://someurl,,everyone,2016-12-02T03:15:41.000Z,804524411051241472,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
Instagram,804496513841774592,114374013,Escalera al cielo... #bigday #great #congreso #subway #metro #blackandwhite http://someurl,,everyone,2016-12-02T01:24:50.000Z,804496513841774592,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
Hootsuite,804445307220193281,769336055413796864,"Ginger is #GREAT for relieving disgestive problems como las náuseas, pérdida del apetito, mareos y dolores en general #SUPERFOOD #FunFact",,everyone,2016-12-01T22:01:21.000Z,804445307220193281,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
Twitter for Android,804435428074029056,1036353979,"La gente de medicina nunca tiene tiempo y cuando lo tienen, estan cansados #Great #Quebueno",,everyone,2016-12-01T21:22:06.000Z,804435428074029056,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
Twitter Web Client,804415884060028928,2805832248,@someuser | Delegación La Libertad Norte realizó Campamentos #GREAT Educando a la niñez y juventud http://someurl,,everyone,2016-12-01T20:04:26.000Z,804415884060028928,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,117157927
Twitter Web Client,804415316293918720,117157927,Delegación La Libertad Norte realizó Campamentos #GREAT Educando a la niñez y juventud http://someurl,{'place_id': '43bf7210cd175772'},everyone,2016-12-01T20:02:11.000Z,804415316293918720,"{'retweet_count': 5, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",es,#great,,
Twitter Web Client,804373233462083584,403941378,jordan capri nude video #great sex coupons http://someurl,,everyone,2016-12-01T17:14:58.000Z,804373233462083584,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
Instagram,804337306060648448,47413977,La Navidad en Venezuela... #PuraRealidad #pic #great #instagram #instagrammers #comments... http://someurl,,everyone,2016-12-01T14:52:12.000Z,804337306060648448,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
Facebook,804300452498063360,1607260724,Hasta la Victoria sempre | #fidel castro memorial service | #great revolutionary,,everyone,2016-12-01T12:25:45.000Z,804300452498063360,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
Twitter for iPhone,804281541455134721,150207530,#ApplePay tarjeta @someuser añadida en 1 min. #Great!Tarjeta @someuser imposible. Cc @someuser @someuser http://someurl,,everyone,2016-12-01T11:10:36.000Z,804281541455134721,"{'retweet_count': 3, 'reply_count': 2, 'like_count': 2, 'quote_count': 1}",es,#great,,
Twitter Web Client,804236955294859264,191369189,#great porn video carmen electra nude porn http://someurl,,everyone,2016-12-01T08:13:26.000Z,804236955294859264,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
Twitter for iPhone,804236825883709440,358307595,Ahora me dio hambre #great,,everyone,2016-12-01T08:12:55.000Z,804236825883709440,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
Twitter Web Client,804209035805421568,149048728,#great tits porn nude guitar teen http://someurl,,everyone,2016-12-01T06:22:30.000Z,804209035805421568,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
Twitter Web Client,804207071239557120,416955337,#great hard sex nun anal http://someurl,,everyone,2016-12-01T06:14:41.000Z,804207071239557120,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
Twitter for Android,804151995129073665,1604833423,SOY EL HIJO DEL DUEÑO! | @someuseros | #ClubDeEmpresarios | #god #inspiration #inspiracion #motivation #motivacion #great #amazing #sk8 http://someurl,,everyone,2016-12-01T02:35:50.000Z,804151995129073665,"{'retweet_count': 4, 'reply_count': 0, 'like_count': 6, 'quote_count': 0}",es,#great,,
Instagram,804121519156764672,129372303,Graduados #GREAT... http://someurl,,everyone,2016-12-01T00:34:44.000Z,804121519156764672,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
Instagram,804120283321921536,15857355,"No hay movimiento más imponente, que el de la mandíbula del Gran Tiburón Blanco.| #great #white... http://someurl","{'coordinates': {'type': 'Point', 'coordinates': [-116.6, 31.7833]}, 'place_id': 'fac230fa9cf16fd6'}",everyone,2016-12-01T00:29:50.000Z,804120283321921536,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
Instagram,804108325776408576,1191631392,Muy Bien acompañado en THE HOUSE OF RUFFIANS! #followme #great #like4like #like #lifestyle... http://someurl,,everyone,2016-11-30T23:42:19.000Z,804108325776408576,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
Twitter Web Client,804102412894093312,477877945,tengo un cd stuck en mi laptop #great,,everyone,2016-11-30T23:18:49.000Z,804102412894093312,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
Instagram,804077548242161667,91094320,#Great también se suma al #maniquichallenge!! http://someurl,,everyone,2016-11-30T21:40:01.000Z,804077548242161667,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
Foursquare,804061087192743937,48462174,#swim #Ballenas2016 #NadaMejor •7  #great en @someuser (@ Acuatica Nelson Vargas) http://someurl http://someurl,"{'coordinates': {'type': 'Point', 'coordinates': [-98.2368476, 19.03419033]}, 'place_id': '0ac8a42f23e8f736'}",everyone,2016-11-30T20:34:36.000Z,804061087192743937,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",es,#great,,
Twitter Web Client,804060717360021504,195188201,Felicidades a las Zonas Policiales que ocuparon los primeros lugares con más estudiantes graduados en los programas #GREAT y #DARE http://someurl,,everyone,2016-11-30T20:33:08.000Z,804060717360021504,"{'retweet_count': 4, 'reply_count': 0, 'like_count': 5, 'quote_count': 0}",es,#great,,
Twitter Web Client,804059385651720193,195188201,"Estudiantes de diferentes centros educativos a nivel nacional, reciben medallas por su participación en los programas #GREAT y #DARE http://someurl",,everyone,2016-11-30T20:27:50.000Z,804059385651720193,"{'retweet_count': 10, 'reply_count': 0, 'like_count': 8, 'quote_count': 0}",es,#great,,
Twitter Web Client,804058562716717056,195188201,"La Policía de Niñez y Adolescencia, clausura los programas #GREAT y #DARE , con más de 30 mil estudiantes en el 2016. http://someurl",,everyone,2016-11-30T20:24:34.000Z,804058562716717056,"{'retweet_count': 5, 'reply_count': 0, 'like_count': 6, 'quote_count': 0}",es,#great,,
Twitter Web Client,804034320977510400,451696922,#great nude scenes vivi fernandez pussy pics http://someurl,,everyone,2016-11-30T18:48:15.000Z,804034320977510400,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
Instagram,803977966984237056,1149039967,#tired #hummel #great #snäpchat @ Nobel Oteli http://someurl,"{'coordinates': {'type': 'Point', 'coordinates': [34.62619291, 36.79805806]}, 'place_id': '157e4452632b5256'}",everyone,2016-11-30T15:04:19.000Z,803977966984237056,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
Hootsuite,803977298454183936,769336055413796864,"Nuestra #WCW es la reina de los más exclusivos seafood dishes en #SouthFlorida. Yes, we are talking about Chef Claudia Guerios. Shes #GREAT http://someurl",,everyone,2016-11-30T15:01:39.000Z,803977298454183936,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
Twitter Web Client,803924992878583808,1114705004,#great body nude interacial anal tube http://someurl,,everyone,2016-11-30T11:33:49.000Z,803924992878583808,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,#great,,
Instagram,803899957430218752,243531912,Empezamos bien el dia!!..#great #rainbow #valencia #nature #rain #spain #señales #newday #hope... http://someurl,,everyone,2016-11-30T09:54:20.000Z,803899957430218752,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
Twitter for Android,803795152317849600,2788248016,Esa acento que tiene Mónica 😁👌 #Great #LaDoñaGranEstreno,,everyone,2016-11-30T02:57:52.000Z,803795152317849600,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",es,#great,,
Instagram,803748545446768641,472381641,#great #romantic #appetizers #beef empanadas #salad #tomato #salad #fresh #healthy #organic... http://someurl,,everyone,2016-11-29T23:52:40.000Z,803748545446768641,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
Twitter for iPhone,803740257866891265,1015424053,Hoy es el unico dia que tengo libre para hacer lo de español y ni he comenzado| #great,,everyone,2016-11-29T23:19:44.000Z,803740257866891265,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#great,,
Twitter for iPhone,803732709306605568,714948578,@someuser @someuser #Great (sarcasm),,everyone,2016-11-29T22:52:04.000Z,803733293984157697,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",es,#great,"[{'type': 'replied_to', 'id': '803732709306605568'}]",1623554539
