source,text,reply_settings,lang,conversation_id,id,referenced_tweets,author_id,created_at,public_metrics,search_query,geo,in_reply_to_user_id
Twitter for Android,RT @someuser 2010 Zenvo St1| #zenvo| #wonderful| #motor http://someurl,everyone,nl,701892800657416192,701892800657416192,"[{'type': 'retweeted', 'id': '701843113338339329'}]",2868627741,2016-02-22T22:14:18.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
TwitterBender,2010 Zenvo St1| #zenvo| #wonderful| #motor http://someurl,everyone,nl,701843113338339329,701843113338339329,,3309529355,2016-02-22T18:56:52.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#wonderful,,
Twitter for Android,RT @someuser 2015 Nissan 370Z Nismo Roadster Concept| #nissan| #autos| #wonderful http://someurl,everyone,nl,701416729197424641,701416729197424641,"[{'type': 'retweeted', 'id': '701295342965420032'}]",4817817078,2016-02-21T14:42:34.000Z,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
TwitterBender,2015 Nissan 370Z Nismo Roadster Concept| #nissan| #autos| #wonderful http://someurl,everyone,nl,701295342965420032,701295342965420032,,3309529355,2016-02-21T06:40:13.000Z,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#wonderful,,
IFTTT,RT : ChefMoonu: Fruits Custead !!...| #chefmoonu #wonderful #food #chef #international #instagram #bengladesh... http://someurl,everyone,nl,701041611459919875,701041611459919875,,3143085166,2016-02-20T13:51:59.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
IFTTT,RT evanderkleijn #wonderful #worcester #table #art http://someurl http://someurl,everyone,nl,700413281098457088,700413281098457088,,3058517419,2016-02-18T20:15:13.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Instagram,#snow in #knokke #love #winter #happy #wonderful @ Knokke le Zoute http://someurl,everyone,nl,700284660664897536,700284660664897536,,1121269298,2016-02-18T11:44:08.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,"{'place_id': '9be3d13a9a626ea8', 'coordinates': {'type': 'Point', 'coordinates': [3.29804421, 51.34803782]}}",
Instagram,#goodmorning #sunshine #sunrise #wonderful #amazing #nature #godsmasterpiece @ Aalborg E45 http://someurl,everyone,nl,699851252394520576,699851252394520576,,78782150,2016-02-17T07:01:55.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,"{'place_id': 'b28d4ce807565ae9', 'coordinates': {'type': 'Point', 'coordinates': [9.96605036, 57.08321196]}}",
Instagram,Vive NL #coladecaballo #blue #photoshoot #wonderful #benatural 📸 @someuser http://someurl,everyone,nl,698170104022892544,698170104022892544,,321741651,2016-02-12T15:41:38.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
twitterfeed,"RT Frederik Faillie: Skiën, zon en verse sneeuw #snow #holiday #ski #wonderful @ Montgenèvre http://someurl http://someurl",everyone,nl,697758930374512640,697758930374512640,,2726431543,2016-02-11T12:27:47.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Instagram,"Skiën, zon en verse sneeuw #snow #holiday #ski #wonderful @ Montgenèvre http://someurl",everyone,nl,697752498455650304,697752498455650304,,354857741,2016-02-11T12:02:13.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",#wonderful,"{'place_id': '245cdfa0acf0a04b', 'coordinates': {'type': 'Point', 'coordinates': [6.72403975, 44.93138977]}}",
Instagram,Vans| #tomboystyle #world #wonderful #wonderland #earth #tattoo #ThaiBoy #Thailand #indie #peace... http://someurl,everyone,nl,697354593840340992,697354593840340992,,366668847,2016-02-10T09:41:06.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#wonderful,,
Instagram,"Winter Wonderland #winter #snow #wonderful #beautiful @ Greensburg, Pennsylvania http://someurl",everyone,nl,695589370175365120,695589370175365120,,2663964402,2016-02-05T12:46:43.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,"{'place_id': '2d2cc38bfa01da4a', 'coordinates': {'type': 'Point', 'coordinates': [-79.5445, 40.3045]}}",
Instagram,Mjammie #ducatigent #ducati #wonderful #bikeporn #motovlog #motosalon #motorbike #moto... http://someurl,everyone,nl,695001375869042688,695001375869042688,,3376573505,2016-02-03T21:50:15.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Twitter for Android,@someuser dat is dan niet zo #wonderful haha http://someurl,everyone,nl,692237676993499136,692237676993499136,"[{'type': 'quoted', 'id': '692231294089043968'}]",3215608731,2016-01-27T06:48:18.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",#wonderful,,219230903
Twitter for Android,Ach. #Black is dood! Na een tragisch ongeluk is de zanger van Sweetest Smile en #Wonderful Life (1987) maandag jl. overleden.,everyone,nl,692145999909888000,692145999909888000,,396848531,2016-01-27T00:44:00.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Instagram,Vans!| #tomboystyle #world #wonderful #wonderland #earth #tattoo #ThaiBoy #Thailand #indie #peace... http://someurl,everyone,nl,692004209672241153,692004209672241153,,366668847,2016-01-26T15:20:35.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Twitter for Android,RT @someuser 2013 Jaguar Xf Sportbrake| #jaguar| #wonderful| #car http://someurl,everyone,nl,691950826894573568,691950826894573568,"[{'type': 'retweeted', 'id': '691895863870885888'}]",2868627741,2016-01-26T11:48:27.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
TwitterBender,2013 Jaguar Xf Sportbrake| #jaguar| #wonderful| #car http://someurl,everyone,nl,691895863870885888,691895863870885888,,3309529355,2016-01-26T08:10:03.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#wonderful,,
Instagram,Vans. #VansGirl #tomboystyle #world #wonderful #wonderland #earth #tattoo #ThaiBoy #Thailand... http://someurl,everyone,nl,691492573236629504,691492573236629504,,366668847,2016-01-25T05:27:31.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Twitter for Android,RT @someuser Het is begonnen in San Sebastian 2016 #wonderful #openingsshow @someuser  http://someurl,everyone,nl,691376059447668738,691376059447668738,"[{'type': 'retweeted', 'id': '691283502164217857'}]",1460596374,2016-01-24T21:44:32.000Z,"{'retweet_count': 4, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Twitter Web Client,Het is begonnen in San Sebastian 2016 #wonderful #openingsshow @someuser  http://someurl,everyone,nl,691283502164217857,691283502164217857,"[{'type': 'quoted', 'id': '690984651813490691'}]",267244158,2016-01-24T15:36:44.000Z,"{'retweet_count': 4, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",#wonderful,,
Buffer,http://someurl #Two-TierERPStrategy #Stop #Safely #epic #Sturdy #Solution #Wonderful #Unsurpassed #tellus ... http://someurl,everyone,nl,691215643677454336,691215643677454336,,571553244,2016-01-24T11:07:06.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Instagram,Vans | #VansGirl #world #wonderful #wonderland #earth #tattoo #ThaiBoy #Thailand #indie #peace... http://someurl,everyone,nl,688918936755245056,688918936755245056,,366668847,2016-01-18T03:00:48.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,"{'place_id': '00a7834164189296', 'coordinates': {'type': 'Point', 'coordinates': [100.494, 13.7522]}}",
Instagram,#dance #friendship #instep #wonderful #love @ TinkerDance http://someurl,everyone,nl,688711733389737985,688711733389737985,,2798655253,2016-01-17T13:17:27.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
TwitterBender,2015 Nissan 370Z Nismo Roadster Concept| #nissan| #car| #wonderful http://someurl,everyone,nl,688498958486863873,688498958486863873,,3309529355,2016-01-16T23:11:58.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Twitter Web Client,@someuser en dan de zanger #Black in coma na ongeval. #wonderful-life  ??,everyone,nl,687615820944531456,687625726737121280,"[{'type': 'replied_to', 'id': '687615820944531456'}]",1729373407,2016-01-14T13:22:03.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",#wonderful,,148688068
beirutlife,jouj.s92 : #amazing #food #yummy #wonderful hospitality @someuser #sharing is #caring http://someurl #beirut,everyone,nl,687383821390606336,687383821390606336,,2456943074,2016-01-13T21:20:48.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#wonderful,"{'place_id': '583bd538eb3129d1', 'coordinates': {'type': 'Point', 'coordinates': [35.59191146, 33.93312207]}}",
Twitter for Android,RT @someuser 2015 Nissan 370Z Nismo Roadster Concept| #nissan| #sportscar| #wonderful http://someurl,everyone,nl,687362918355177472,687362918355177472,"[{'type': 'retweeted', 'id': '683228512531169280'}]",3416565759,2016-01-13T19:57:44.000Z,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Twitter for Android,#DavidBowie Ik ben terug in t Groninger Museum David Bowie Is... laat niemand dat veranderen in was .... He still is #wonderful #amazing,everyone,nl,686542552753946624,686542552753946624,,391512681,2016-01-11T13:37:54.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Instagram,♥ Fijn weekend allemaal! ♥| #weekend #enjoy #uitslapen #relaxen #shoppen #genieten #wonderful http://someurl,everyone,nl,685496442685886464,685496442685886464,,338203993,2016-01-08T16:21:02.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Buffer,http://someurl #Identity-ProofingServices #oomf #Keep #Lifetime #libraries #toolkitpromo #Wonderful #accom... http://someurl,everyone,nl,684815496601047044,684815496601047044,,574387236,2016-01-06T19:15:12.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Instagram,🎵 Armin Van Buuren - Beautiful Life| | #beach #sea #blue #water #sky #clouds #light #wonderful... http://someurl,everyone,nl,684693890411020289,684693890411020289,,275897038,2016-01-06T11:11:59.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#wonderful,,
Instagram,Vans...| #world #wonderful #wonderland #earth #tattoo #ThaiBoy #Thailand #indie #peace #PhotoArt... http://someurl,everyone,nl,684273905821958144,684273905821958144,,366668847,2016-01-05T07:23:06.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
TwitterBender,Vespa S 150 ie| #Vespa| #wonderful| #wheels http://someurl,everyone,nl,684227522498834432,684227522498834432,,3321184001,2016-01-05T04:18:48.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Instagram,#Panorama #wonderful of Natsepa #Beach in #Ambon #Maluku #Indonesia #vacation #vsco #jj @ Pantai... http://someurl,everyone,nl,684019664175927296,684019664175927296,,63372082,2016-01-04T14:32:51.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
TwitterBender,2015 Nissan 370Z Nismo Roadster Concept| #nissan| #sportscar| #wonderful http://someurl,everyone,nl,683228512531169280,683228512531169280,,3309529355,2016-01-02T10:09:05.000Z,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",#wonderful,,
Twitter Web Client,RT @someuser 2016 nissan maxima| #nissan| #wonderful| #motor http://someurl,everyone,nl,681167743668727808,681167743668727808,"[{'type': 'retweeted', 'id': '681107986715127809'}]",2413398547,2015-12-27T17:40:20.000Z,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
TwitterBender,2016 nissan maxima| #nissan| #wonderful| #motor http://someurl,everyone,nl,681107986715127809,681107986715127809,,3309529355,2015-12-27T13:42:53.000Z,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Instagram,#wonderful#walk amsterdamsewaterleidingduinen | #wanderlust #royalsnappingartists #water #lake... http://someurl,everyone,nl,680777982374473729,680777982374473729,,49639941,2015-12-26T15:51:33.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,"{'place_id': '824dd417dedc38a8', 'coordinates': {'type': 'Point', 'coordinates': [4.58299814, 52.34580618]}}",
Twitter for iPad,RT @someuser Na de Brusselse wafels nu dus ook Brusselse fietsen. #wonderful| http://someurl,everyone,nl,680498142387802112,680498142387802112,"[{'type': 'retweeted', 'id': '679653822818553856'}]",1323001562,2015-12-25T21:19:34.000Z,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Instagram,Vrolijk Kerstfeest!! Wonderful Xmas!! 🎄❤| #christmas #wonderful #love... http://someurl,everyone,nl,680348824133582848,680348824133582848,,226308486,2015-12-25T11:26:14.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Twitter for iPhone,Na de Brusselse wafels nu dus ook Brusselse fietsen. #wonderful| http://someurl,everyone,nl,679653822818553856,679653822818553856,,395347702,2015-12-23T13:24:33.000Z,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#wonderful,{'place_id': '9b7c6c7d75d2089e'},
Facebook,Bij Rilana is het the most #wonderful time of the year! Benieuwd hoe ze dit viert samen met haar #dochters?... http://someurl,everyone,nl,678072027593490436,678072027593490436,,2883971723,2015-12-19T04:39:04.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Twitter for iPhone,@someuser heerlijke startup #jeugdsentiment #wonderful days,everyone,nl,677759611550699520,677759611550699520,,435300413,2015-12-18T07:57:38.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,8886852
IFTTT,Effel tower 😍👌🏻 #paris #toureiffel #beauty #wonderful #parisianstyle by eugeniepvy http://someurl http://someurl,everyone,nl,677603110559330304,677603110559330304,,4497785489,2015-12-17T21:35:45.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
TweetDeck,"We kunnen er niet omheen, ‘The #most #wonderful time of the #year’. Althans... http://someurl #ondernemen http://someurl",everyone,nl,677027657695911936,677027657695911936,,3069452901,2015-12-16T07:29:06.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
TwitterBender,new citroen c5| #citroen| #wonderful| #macchina http://someurl,everyone,nl,676705017617870849,676705017617870849,,3309529355,2015-12-15T10:07:03.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#wonderful,,
TwitterBender,2015 nissan 370z nismo roadster concept| #nissan| #wonderful http://someurl,everyone,nl,674847408807890944,674847408807890944,,3309529355,2015-12-10T07:05:34.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#wonderful,,
Twitter for Android,RT @someuser 2009 nissan 370z| #nissan| #cars| #wonderful http://someurl,everyone,nl,674787776034816000,674787776034816000,"[{'type': 'retweeted', 'id': '674786068609245184'}]",3192857797,2015-12-10T03:08:37.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
TwitterBender,2009 nissan 370z| #nissan| #cars| #wonderful http://someurl,everyone,nl,674786068609245184,674786068609245184,,3309529355,2015-12-10T03:01:50.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#wonderful,,
Twitter Web App,@someuser #Magnifique #Deliciosa   #Gostosa   #Mooie Schatje #wonderful lm in love!!!,everyone,nl,674735426897379328,674753096753500160,"[{'type': 'replied_to', 'id': '674735426897379328'}]",1609168165,2015-12-10T00:50:49.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,370208201
Twitter for Android,RT @someuser 2014 Citroen Ds 5Ls R Concept| #citroen| #wonderful| #cars http://someurl,everyone,nl,674467425698516992,674467425698516992,"[{'type': 'retweeted', 'id': '674456989020381184'}]",843424837,2015-12-09T05:55:39.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
TwitterBender,2014 Citroen Ds 5Ls R Concept| #citroen| #wonderful| #cars http://someurl,everyone,nl,674456989020381184,674456989020381184,,3309529355,2015-12-09T05:14:11.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Twitter for Android,"@someuser haha, cheers Richie! #wonderful ☺",everyone,nl,674236372039966722,674238013510197252,"[{'type': 'replied_to', 'id': '674237208904208384'}]",768077690,2015-12-08T14:44:03.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,3223987991
IFTTT,Wij zijn dol op kerstbomen: ☆The most W O N D E R F U L time of the year☆ #kerst #christmas #wonderful #christmastr... http://someurl,everyone,nl,674220667487784961,674220667487784961,,14691180,2015-12-08T13:35:08.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
TwitterBender,volkswagen nils ev concept car| #volkswagen| #wonderful| #supercars http://someurl,everyone,nl,673996821354651649,673996821354651649,,3309529355,2015-12-07T22:45:39.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
IFTTT,#mexico #cabosanlucas #travelling #mytravelgram #instatravel #wonderful #wanderlust #cruise 2003 by angelinavanhoof http://someurl,everyone,nl,673634282754166785,673634282754166785,,318856306,2015-12-06T22:45:03.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",#wonderful,,
TwitterBender,Vespa LX 125 ie| #Vespa| #wonderful| #amazing http://someurl,everyone,nl,672872321150033921,672872321150033921,,3321184001,2015-12-04T20:17:17.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Instagram,Vans n Nike!| #world #wonderful #wonderland #earth #tattoo #ThaiBoy #Thailand #indie #peace... http://someurl,everyone,nl,672678001474183169,672678001474183169,,366668847,2015-12-04T07:25:07.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
IFTTT,RT gofondue RT gofondue RT BradleyBGroover #food #foodporn #mashedpotatoes #love #foodie #wonderful #BBGroover#201... http://someurl,everyone,nl,672449438749691905,672449438749691905,,3278791459,2015-12-03T16:16:54.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Twitter for Android,RT @someuser 2015 Donkervoort D8 Gto Bilster Berg Edition| #motor| #wonderful http://someurl,everyone,nl,671834408639455232,671834408639455232,"[{'type': 'retweeted', 'id': '671832313441972224'}]",2953690713,2015-12-01T23:32:59.000Z,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
TwitterBender,2015 Donkervoort D8 Gto Bilster Berg Edition| #motor| #wonderful http://someurl,everyone,nl,671832313441972224,671832313441972224,,3309529355,2015-12-01T23:24:40.000Z,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#wonderful,,
Instagram,.| | .| | Best Kunafa in town 👍🏻.| | .| | .| | #kunafa #turkey #istanbul #mado #wonderful #food #desert... http://someurl,everyone,nl,671666717337264128,671666717337264128,,86085328,2015-12-01T12:26:39.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
IFTTT,Wij zijn dol op kerstbomen: || already that wonderful time of the year 🎄|| #already #that #wonderful #time #of #the... http://someurl,everyone,nl,671461989491806208,671461989491806208,,14691180,2015-11-30T22:53:08.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Twitter Web Client,"RT @someuser Een lekkere van #Eels in @someuser , de cd #Wonderful,Glorious.",everyone,nl,671403875694477312,671403875694477312,"[{'type': 'retweeted', 'id': '671403810716311552'}]",2760754385,2015-11-30T19:02:12.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Twitter for Android,"Een lekkere van #Eels in @someuser , de cd #Wonderful,Glorious.",everyone,nl,671403810716311552,671403810716311552,,1729373407,2015-11-30T19:01:57.000Z,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Instagram,"#lovely #wonderful #maastricht #daytrip #enjoying #sun @ Maastricht, Netherlands http://someurl",everyone,nl,670942836972519426,670942836972519426,,1276045124,2015-11-29T12:30:12.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
TwitterBender,201 citroen ds4| #citroen| #amazing| #wonderful http://someurl,everyone,nl,670858240301879296,670858240301879296,,3309529355,2015-11-29T06:54:03.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
TwitterBender,2010 citroen survolt concept| #citroen| #automotive| #wonderful http://someurl,everyone,nl,670527085979504640,670527085979504640,,3309529355,2015-11-28T08:58:09.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
IFTTT,RT ChefMoonu Papdri Chaat !!| #chefmoonu #wonderful #flowers #art #of #culinary #chef #vegetarian #foodfood... http://someurl,everyone,nl,670322267495247873,670322267495247873,,3058517419,2015-11-27T19:24:17.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#wonderful,,
Instagram,Papdri Chaat !!| #chefmoonu #wonderful #flowers #art #of #culinary #chef #vegetarian #foodfood... http://someurl,everyone,nl,670322067049345026,670322067049345026,,2219767423,2015-11-27T19:23:29.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#wonderful,,
Twitter for iPhone,"#Molenbeek #Belgium #wonderful #PleaseLikeMe #belgie dat mooie landje, #Molenbeek in al zn #charmes #WeAreBelgium http://someurl",everyone,nl,669618852871995393,669618852871995393,,2375939737,2015-11-25T20:49:10.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
TwitterBender,citroen ds inside concept| #citroen| #bestcars| #wonderful http://someurl,everyone,nl,669536500514758656,669536500514758656,,3309529355,2015-11-25T15:21:55.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
TwitterBender,2015 Nissan 370Z Nismo Roadster Concept| #nissan| #wonderful http://someurl,everyone,nl,668601439275638785,668601439275638785,,3309529355,2015-11-23T01:26:19.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Instagram,Ma32oul Adde Bhebba Hal Ensene??? 😍😍😍| #great #friend #wonderful #friendship #3amKaffer3anZnoube 😂 @someuser http://someurl,everyone,nl,668538786410696704,668538786410696704,,469762100,2015-11-22T21:17:22.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,"{'place_id': '583bd538eb3129d1', 'coordinates': {'type': 'Point', 'coordinates': [35.52743375, 33.89734481]}}",
TwitterBender,VTX1300S Mag| #wonderful http://someurl,everyone,nl,668355931508469761,668355931508469761,,3321184001,2015-11-22T09:10:46.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Twitter Web Client,RT @someuser 2010 citroen survolt concept| #citroen| #voitures| #wonderful http://someurl,everyone,nl,667684472901472256,667684472901472256,"[{'type': 'retweeted', 'id': '667682542758268928'}]",2940615974,2015-11-20T12:42:37.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
TwitterBender,2010 citroen survolt concept| #citroen| #voitures| #wonderful http://someurl,everyone,nl,667682542758268928,667682542758268928,,3309529355,2015-11-20T12:34:57.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Instagram,Rinjani Trekking xxx #lake #mountains #rinjani #rinjanimountain #beautiful #nature #wonderful... http://someurl,everyone,nl,667633133966127105,667633133966127105,,93118461,2015-11-20T09:18:37.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Twitter Web Client,Nieuw favoriet bandje: @someuser #wonderful #music http://someurl,everyone,nl,667399907590959105,667399907590959105,,100618461,2015-11-19T17:51:52.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Cute Frenchie!,"Enzo, in Bergdorf Goodman #wonderful #frenchbulldog #friendly #playful #happy #fullofjoy http://someurl http://someurl",everyone,nl,665695748915224576,665695748915224576,,2340671790,2015-11-15T01:00:09.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#wonderful,,
TwitterBender,2011 citroen ds3| #citroen| #wonderful| #amazing http://someurl,everyone,nl,665483767805583361,665483767805583361,,3309529355,2015-11-14T10:57:48.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Instagram,"#wonderful #moments in #Egypt @ El Gouna, Egypt http://someurl",everyone,nl,664524829069062148,664524829069062148,,312184119,2015-11-11T19:27:20.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
TwitterBender,chrysler super s 2012| #wonderful| #sportscar http://someurl,everyone,nl,664493514873577472,664493514873577472,,3309529355,2015-11-11T17:22:54.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Twitter for iPhone,RT @someuser 2011 Jaguar Xkr Speed| #jaguar| #supercars| #wonderful http://someurl,everyone,nl,664242280438607875,664242280438607875,"[{'type': 'retweeted', 'id': '664241344085381124'}]",71319953,2015-11-11T00:44:35.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
TwitterBender,2011 Jaguar Xkr Speed| #jaguar| #supercars| #wonderful http://someurl,everyone,nl,664241344085381124,664241344085381124,,3309529355,2015-11-11T00:40:52.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
IFTTT,RT AedreApryll #wonderful #instahair #runningwild #Camden Gseo no.1 #seo #community: GSEO. Net is a one stop SEO C... http://someurl,everyone,nl,663863931207852032,663863931207852032,,2410368991,2015-11-09T23:41:09.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
