lang,public_metrics,id,text,author_id,reply_settings,created_at,conversation_id,source,search_query,geo,in_reply_to_user_id,referenced_tweets
it,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",479746906772348928,@someuser http://someurl #pissing  #piss #pissed #squirt #xxx #porn #sex #watersports http://someurl rico,1345828771,everyone,2014-06-19T22:05:50.000Z,479746906772348928,Twitter for Android,#pissed,,,
es,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",479729095203254272,vine a la fkn u por el fkn gusto ahhh hubiera visto el partido cool en la casa :( #pissed,713541344,everyone,2014-06-19T20:55:03.000Z,479729095203254272,Twitter for  Android,#pissed,,,
es,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",479369280517963776,No puedo creer que españa fur eliminado en la primers Ronda de la copa 😔😣 #pissed 🇪🇸,363852991,everyone,2014-06-18T21:05:17.000Z,479369280517963776,Twitter for iPhone,#pissed,,,
es,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",479299853370290176,@someuser no emojis #pissed,411562539,everyone,2014-06-18T16:29:24.000Z,479298638838267904,Twitter for  Android,#pissed,,2417641377,"[{'type': 'replied_to', 'id': '479298638838267904'}]"
es,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",479100085159358464,"Los hipocritas hacen que no quiera salir de mi casa y lidiar con ellos, insignificantes humanos #pissed #badday #fuckmylife #truth",243435233,everyone,2014-06-18T03:15:36.000Z,479100085159358464,Twitter for Android,#pissed,,,
es,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",478589805027414018,Ese momento en q la posibilidad de q te compren un auto se va a la mierda ... #pissed,172902845,everyone,2014-06-16T17:27:55.000Z,478589805027414018,Twitter for iPhone,#pissed,,,
es,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",478321315825614848,Este calor no es normal!!!! #pissed #tienenqueparar #cantdeal http://someurl,2453863634,everyone,2014-06-15T23:41:03.000Z,478321315825614848,Instagram,#pissed,,,
es,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",478220867688992768,Estaría padre si pusieras atención a los detalles en las cosas que haces -..- #pissed-off,138628684,everyone,2014-06-15T17:01:54.000Z,478220867688992768,Twitter for Android,#pissed,,,
es,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",478048679929315328,Mil maneras de hacerme enojar: Que dejen tiradero en la cocina cuando he pasado gran parte de mi tiempo limpiado ... #pissed,59130928,everyone,2014-06-15T05:37:41.000Z,478048679929315328,Twitter Web Client,#pissed,,,
it,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",477983201571262465,hahahah 2-1 nice #pissed #england @ Puerto Rico http://someurl,563036585,everyone,2014-06-15T01:17:30.000Z,477983201571262465,Instagram,#pissed,,,
es,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",477960821616951296,"Habia muchas ganas de salir, pero nooo, yo me tenia que quedar en casa leyendo y viendo futbol...#Pissed#Mad",2295249548,everyone,2014-06-14T23:48:34.000Z,477960821616951296,Twitter for Android,#pissed,,,
es,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",477910316417036289,Revolution de Cuba..... #pissed #WC2014,217219266,everyone,2014-06-14T20:27:53.000Z,477910316417036289,Twitter for iPhone,#pissed,,,
es,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",477858054751285249,Esto de estar viajando to el día y no poder ver los juegos no me gusta #Pissed  #FifaWorldCup2014,38583158,everyone,2014-06-14T17:00:13.000Z,477858054751285249,Twitter for iPhone,#pissed,,,
it,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",477851295483564033,GDL until march #pissed,168791663,everyone,2014-06-14T16:33:21.000Z,477851295483564033,Twitter for iPhone,#pissed,,,
es,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",477593042199658496,Bienvenida a la realidad con mi mamá #pissed 🙇😤😡,109898954,everyone,2014-06-13T23:27:09.000Z,477593042199658496,Twitter for iPhone,#pissed,"{'coordinates': {'type': 'Point', 'coordinates': [-99.13812142, 23.76373703]}, 'place_id': 'b8779fa4f42b81de'}",,
es,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",477289396027133953,"Es para nada que hago esto, ojala tener la opcion de soltar to en banda... #pissed",54056307,everyone,2014-06-13T03:20:34.000Z,477289396027133953,Twitter Web Client,#pissed,,,
es,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",477168735866732544,Enseñan las protestas por todo Brazil pero no la apertura mi canción la celebración OSEA!! No vale estos gringos 😡 #pissed,37058284,everyone,2014-06-12T19:21:06.000Z,477168735866732544,Twitter for iPad,#pissed,,,
es,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",476876566681907200,#Pissed#me#men #andtheretoys,2249323437,everyone,2014-06-12T00:00:08.000Z,476876566681907200,Twitter for iPhone,#pissed,,,
es,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",476798334490116096,Ojalá les cobraran por cada minuto de ineficiencia a los empleados de gobierno... a ver si así hacen algo #pissed,313512681,everyone,2014-06-11T18:49:16.000Z,476798334490116096,Twitter for Android,#pissed,,,
es,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",476441809556897792,Sería capaz de tomarme una taza de café a esta hora. #Pissed,126723690,everyone,2014-06-10T19:12:33.000Z,476441809556897792,Twitter for Android,#pissed,,,
es,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",476441705168637953,"Estresado, cabreado,  emputado,  haRRRRRTO... #Pissed",126723690,everyone,2014-06-10T19:12:09.000Z,476441705168637953,Twitter for Android,#pissed,,,
es,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",475945139396173824,"@someuser ,, no- apoligies #pissed:)#goodday http://someurl",489832637,everyone,2014-06-09T10:18:58.000Z,475942689415122944,Twitter for  Android,#pissed,,199805985,"[{'type': 'replied_to', 'id': '475942689415122944'}]"
es,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",475511195651547136,O sea 😒😤 me largo a dormir | #pissed,2352460524,everyone,2014-06-08T05:34:38.000Z,475511195651547136,Twitter for iPhone,#pissed,,,
es,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",475126819784773634,La bella de mi hermana dejo las savanas en la lavadoro todo el dia y ahora tengo que volverlas a lavar. #pissed,718091664,everyone,2014-06-07T04:07:15.000Z,475126819784773634,Twitter for Android,#pissed,,,
es,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",474874705023758337,"Un viernes, donde sesupone q no tengo clases. Al profe la sale de los *** darla hoy. -.- #pissed",2222332034,everyone,2014-06-06T11:25:27.000Z,474874705023758337,Twitter for iPhone,#pissed,,,
es,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",474787562826264576,"Piicoooo weon, tumblr qliao anda entero webiao y no puedo enchularlo, andate a la shushetumareee #tumblrreqliao #pissed",523743725,everyone,2014-06-06T05:39:10.000Z,474787562826264576,Twitter Web Client,#pissed,,,
es,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",474717133620789249,Saliendo de la oficina... ya no llego al fut. #pissed,171293005,everyone,2014-06-06T00:59:19.000Z,474717133620789249,Twitter for Android,#pissed,,,
es,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",474362794331361280,"Im #tired and #pissed Aun en el trabajo, bien tarde... ya van 4 dias así en menos de una semana... http://someurl",274323178,everyone,2014-06-05T01:31:18.000Z,474362794331361280,Instagram,#pissed,,,
es,"{'retweet_count': 1, 'reply_count': 2, 'like_count': 8, 'quote_count': 0}",473973879426134018,Memo & Sierra 😍 💏 #pissed,543005710,everyone,2014-06-03T23:45:53.000Z,473973879426134018,Twitter for iPhone,#pissed,,,
es,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",473839209804206080,ughhhh por qué éste sueño no pudo ser verdad???????? -.- #pissed,2334726789,everyone,2014-06-03T14:50:45.000Z,473839209804206080,Twitter for iPhone,#pissed,,,
es,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",473814189484814336,Que arte para arruinar todas mis mañanas con sus majaderías. Ojalá núnca se me agote la paciencia porque no respondo...... #pissed,29755212,everyone,2014-06-03T13:11:20.000Z,473814189484814336,Twitter for Android,#pissed,,,
es,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",473687495293816832,"Yo no me llevo a tus amigos, ellos se van por que sabes que eres un bostazo de persona. Hop off my dick and die painfully #pissed",431790464,everyone,2014-06-03T04:47:54.000Z,473687495293816832,Twitter for Android Tablets,#pissed,,,
es,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",473590071497863168,Falcao #Pissed,467788380,everyone,2014-06-02T22:20:46.000Z,473590071497863168,Twitter for iPhone,#pissed,,,
es,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",473338187784671232,Ser feo si es lo hp PIOR a lo bien... #Pissed,107779473,everyone,2014-06-02T05:39:52.000Z,473338187784671232,Twitter for Android,#pissed,,,
es,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",473294317931356160,No entiendo esa psicología (egoísta) de abusar y tomar por sentado el tiempo de los demás #pissed,65807794,everyone,2014-06-02T02:45:33.000Z,473294317931356160,Twitter Web Client,#pissed,,,
es,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",473208656553836544,He sido buena con gente que ahora mismo me da asco.” #pissed #angry,1158397482,everyone,2014-06-01T21:05:10.000Z,473208656553836544,Twitter Web Client,#pissed,,,
es,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",473192816630591488,Cristiano Ronaldo has a kid... #pissed,2497100641,everyone,2014-06-01T20:02:13.000Z,473192816630591488,Twitter SMS,#pissed,,,
es,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",473183000583094272,Wtf con el 0-0 es Camerun caray!!! #Pissed Si a mis bebés les está costando... Mexico seguro pierde con Camerun... #ThereISaidIt,32969998,everyone,2014-06-01T19:23:13.000Z,473183000583094272,Twitter for Android,#pissed,,,
es,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",473022395096514560,Honestamente... Si no veo temas interesantes de personas voy a empezar a unfollow #pissed,1494379016,everyone,2014-06-01T08:45:01.000Z,473022395096514560,Twitter for iPhone,#pissed,,,
es,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",472610028461912065,X-men 😑 #Pissed #SoDisappointed,626215620,everyone,2014-05-31T05:26:26.000Z,472610028461912065,Twitter for iPhone,#pissed,,,
es,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",472560949791297537,Amo a mi país pero no veo para cuando deje de ser una mierda #pissed,299448611,everyone,2014-05-31T02:11:24.000Z,472560949791297537,Twitter for Android,#pissed,,,
es,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",472471861641904128,Lo peor del mundo es confiar en que alguien pueda cambiar teniendo claro que eso nunca va a suceder ! #PISSED,2314539186,everyone,2014-05-30T20:17:24.000Z,472471861641904128,Twitter Web Client,#pissed,,,
es,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",472186660273520640,Ahora también hago resúmenes :@ #Pissed,244079221,everyone,2014-05-30T01:24:07.000Z,472186660273520640,Twitter Web Client,#pissed,,,
es,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",472129896656154624,Después de comer se debería terminar la jornada laboral !!!!! #Pissed,299448611,everyone,2014-05-29T21:38:33.000Z,472129896656154624,Twitter Web Client,#pissed,,,
es,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",471814453580025856,En este antro se pueden ir al mismisimo infierno!!!!!!!! #pissed,88102208,everyone,2014-05-29T00:45:06.000Z,471814453580025856,Twitter for Android,#pissed,,,
es,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",471791732355772416,Qué lindo muerto el que me cayó... #pissed,311823596,everyone,2014-05-28T23:14:49.000Z,471791732355772416,Twitter for iPhone,#pissed,,,
es,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",471729152064630784,"Ni siquiera pueden leer un miserable mail, ¿como esperamos tener el hábito de la lectura? #ptm #pissed",789416136,everyone,2014-05-28T19:06:08.000Z,471729152064630784,Twitter for Android,#pissed,,,
es,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",471619861312200704,Cama! Cama! Porque me abandonaste?  #chateado #desole #pissed,13997652,everyone,2014-05-28T11:51:51.000Z,471619861312200704,Twitter for Android,#pissed,,,
es,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",471394092736602113,Dejen de andar chingando la borrega y vallan a cuidar a sus ninos :#pissed,1719076602,everyone,2014-05-27T20:54:44.000Z,471394092736602113,Twitter for Android,#pissed,,,
es,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",471299256549380096,Bye bye molecular bio #Pissed #WastedTime,64284599,everyone,2014-05-27T14:37:53.000Z,471299256549380096,Twitter for iPhone,#pissed,,,
es,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",471102084096724992,ese CHICO es tan jodidamente grosero kmt| | #pissed,1638501800,everyone,2014-05-27T01:34:24.000Z,471102084096724992,Facebook,#pissed,,,
es,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",470914815385698304,@someuser #pissing #peeing #pee #piss #pissed http://someurl muero porque una mujer me haga esto mientras cogemos.,79657597,everyone,2014-05-26T13:10:15.000Z,470686060066770944,Twitter for Windows Phone,#pissed,,1918666057,"[{'type': 'replied_to', 'id': '470686060066770944'}]"
fr,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",470854081565569024,Me & ma bestie #love #nightout #pissed ☺💚💜😘 http://someurl,417383807,everyone,2014-05-26T09:08:55.000Z,470854081565569024,Instagram,#pissed,,,
es,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",470691189533188096,Shauna gal #spewylewy #pissed #birthday #girl http://someurl,1847727433,everyone,2014-05-25T22:21:39.000Z,470691189533188096,Instagram,#pissed,,,
it,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",470666614355288064,Sono senza parole... #speechless #pissed,1734872456,everyone,2014-05-25T20:44:00.000Z,470666614355288064,Twitter for Windows Phone,#pissed,,,
es,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",470313978879819776,@someuser @someuser @someuser @someuser @someuser @someuser @someuser @someuser Hola! #pissed,37677166,everyone,2014-05-24T21:22:45.000Z,462207553913749505,Twitter for iPhone,#pissed,,278937008,"[{'type': 'replied_to', 'id': '470307292714647552'}]"
es,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",470290953748500480,#pissed df off!,290830143,everyone,2014-05-24T19:51:15.000Z,470290953748500480,Twitter for iPhone,#pissed,,,
it,"{'retweet_count': 1, 'reply_count': 2, 'like_count': 1, 'quote_count': 0}",470290194919202816,@someuser @someuser No inv eh #pissed,470843533,everyone,2014-05-24T19:48:14.000Z,470275519163142145,Twitter for iPhone,#pissed,,881259204,"[{'type': 'replied_to', 'id': '470275519163142145'}]"
es,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",469929514492239872,No hay nada peor q estar en la horrorosa fila del banco y que un escuincle no pare de llorar #pissed,258182502,everyone,2014-05-23T19:55:01.000Z,469929514492239872,Twitter for  Android,#pissed,,,
es,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",469836712794132480,Photo: Tan cabreado mi maldito bus Nunca Vino a buscarme yo no lo Creer sí puedo .... fml #pissed #stranded... http://someurl,1705400990,everyone,2014-05-23T13:46:16.000Z,469836712794132480,Tumblr,#pissed,,,
es,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",469836705797652481,Tan cabreado mi maldito bus Nunca Vino a buscarme yo no lo Creer sí puedo .... fml| #pissed #stranded @someuser http://someurl,1705400990,everyone,2014-05-23T13:46:14.000Z,469836705797652481,Instagram,#pissed,"{'coordinates': {'type': 'Point', 'coordinates': [-122.2884087, 47.0543256]}, 'place_id': '08a26cd724eca51d'}",,
es,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",469708002287566849,Jealousy level: volcano | #pissed .,1515086065,everyone,2014-05-23T05:14:49.000Z,469708002287566849,Twitter for Android,#pissed,,,
es,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",469451745375318016,El tiempo no vale nada en esta ciudad. Levantarse y salir media hora mas temprano es como salir a la misma hora #Pissed #FuckingTraffic,294975926,everyone,2014-05-22T12:16:32.000Z,469451745375318016,Twitter for Android,#pissed,,,
es,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",469334150710050816,Que feo con la gente irresponsable!!!! #pissed,1023508754,everyone,2014-05-22T04:29:15.000Z,469334150710050816,Twitter Web Client,#pissed,,,
es,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",469326773164212224,"Molesto, pensé que sacaba 9 y al final fue un triste 6 😡 #enojado #pissed",61373239,everyone,2014-05-22T03:59:57.000Z,469326773164212224,Twitter for iPhone,#pissed,,,
es,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",469204567754678272,aaaaaaaaaah #pissed porque hay tanto dumbass en el mundo !!!!! Diooooos!,1061613277,everyone,2014-05-21T19:54:21.000Z,469204567754678272,Twitter Web Client,#pissed,{'place_id': '25530ba03b7d90c6'},,
es,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",468958178831777793,Acabo de descubrir que #myspace borró tooooodas mis conversaciones #hatethem #pissed . Ahi estaban mis primeras charlas con Christian :(,79385808,everyone,2014-05-21T03:35:17.000Z,468958178831777793,Twitter Web Client,#pissed,,,
ht,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",468940941186064384,“@someuser @someuser @someuser yo avi...lol” #pissed 😂,236137209,everyone,2014-05-21T02:26:47.000Z,468940264422518785,Twitter for iPhone,#pissed,,18202106,"[{'type': 'replied_to', 'id': '468940576973660160'}]"
es,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",468868570337013760,NADA PEOR que alguien que solo COPIA tus tareas #Pissed,269965466,everyone,2014-05-20T21:39:12.000Z,468868570337013760,Twitter for Android,#pissed,,,
es,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",468846116361207808,"Si algo no tolero en la vida es la gente racista,especialmente xenofóbica.Venir a agredir a quien ayuda a los demás, INTOLERABLE! #pissed",108115706,everyone,2014-05-20T20:09:59.000Z,468846116361207808,Twitter for iPhone,#pissed,,,
it,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",468347815370842112,Damo arte! #pissed,318384932,everyone,2014-05-19T11:09:55.000Z,468347815370842112,Twitter for Android Tablets,#pissed,,,
es,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",467903919314583552,Sooooooooooooioooooooooooo #pissed,111232875,everyone,2014-05-18T05:46:02.000Z,467903919314583552,Echofon,#pissed,,,
es,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",467760302570737664,NUNCA NUNCA fucking NUNCA viajen por UNITED #pissed,123034394,everyone,2014-05-17T20:15:21.000Z,467760302570737664,Twitter Web Client,#pissed,,,
es,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",467460265483567104,Cara de chata en la u jajaj 😁 #pissed #tired http://someurl,32710211,everyone,2014-05-17T00:23:06.000Z,467460265483567104,Instagram,#pissed,,,
es,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",466931563062886400,Pues ni modo a ver pelis en la compu #DayOff #Pissed #BadMood,346181018,everyone,2014-05-15T13:22:14.000Z,466931563062886400,Twitter for  Android,#pissed,,,
es,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",466813977042124800,Si quiere platicar que se vaya al parque #Pissed,75488640,everyone,2014-05-15T05:34:59.000Z,466813977042124800,Twitter Web Client,#pissed,,,
es,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",466746301045301248,Nados turned into a party #pissed,702873626,everyone,2014-05-15T01:06:04.000Z,466746301045301248,Twitter for Android,#pissed,,,
es,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",466391230554050561,"Tomaron Castillos de Cartón, se limpiaron su popó con ella y con el resultado hicieron el guión de la pelicula #pissed",73506853,everyone,2014-05-14T01:35:09.000Z,466391230554050561,Twitter Web Client,#pissed,,,
es,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",466315957355696128,Si te cojo te mato. Eso te lo juro pendeja.| #Pissed #BitchesNeedToFuckOff,2541046948,everyone,2014-05-13T20:36:02.000Z,466315957355696128,Twitter for Android Tablets,#pissed,,,
es,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",465807184014487552,BASTOS. #pissed,52684357,everyone,2014-05-12T10:54:21.000Z,465807184014487552,Twitter for iPhone,#pissed,,,
es,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",465739343294771200,Algo pasa con mi Instagram #pissed 🔨,2292789131,everyone,2014-05-12T06:24:47.000Z,465739343294771200,Twitter for iPhone,#pissed,"{'coordinates': {'type': 'Point', 'coordinates': [-84.0758262, 9.94549695]}, 'place_id': 'e44e7dc5a2e1c3f1'}",,
es,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",465638035204636672,Pues vete a la chingada!/.-t #pissed,1069507808,everyone,2014-05-11T23:42:13.000Z,465638035204636672,Twitter for Android,#pissed,,,
es,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",465628666085380096,¿Pueden ser más lentos en la caja de Cinépolis? #pissed,419886394,everyone,2014-05-11T23:04:59.000Z,465628666085380096,Twitter for iPhone,#pissed,,,
en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",465488566769176576,"Y!!!! GOD,Y ME!!!!! #PISSED #FUCKMYLIFE",2216569632,everyone,2014-05-11T13:48:17.000Z,465488566769176576,Twitter for iPhone,#pissed,,,
es,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",465302166211530752,The Bhoys sefie laaaaaaaa #Steaming #Lads #pissed #Irish #Drunk #ireland #Buckskiiwha http://someurl,979219501,everyone,2014-05-11T01:27:35.000Z,465302166211530752,Instagram,#pissed,,,
es,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",465197750930268160,Necesito un auto nuevo. Se aceptan donaciones #pissed,42096735,everyone,2014-05-10T18:32:41.000Z,465197750930268160,TweetCaster for Android,#pissed,,,
es,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",464939699707314176,Estoy en los mejores capitulos y se va la luz. Solo a mi. #pissed,218994735,everyone,2014-05-10T01:27:17.000Z,464939699707314176,Twitter for iPhone,#pissed,,,
es,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",464891675790159872,@someuser En vez de Talavera Moisés Muñoz debería estar a ahí.... #pissed,97681013,everyone,2014-05-09T22:16:27.000Z,464891675790159872,Twitter for iPhone,#pissed,,268361752,
es,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",464151452537991168,No le voy a seguir aguantando mierdas a NADIE . #Pissed,1354716362,everyone,2014-05-07T21:15:04.000Z,464151452537991168,Twitter SMS,#pissed,,,
es,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",464147245508870145,Me molesta la negatividad de las personas -.-| | #Pissed,2271372639,everyone,2014-05-07T20:58:21.000Z,464147245508870145,Twitter for Android,#pissed,,,
es,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",463901867240460289,@someuser bingo... #pissed,842609118,everyone,2014-05-07T04:43:18.000Z,463901141357441025,Twitter for iPhone,#pissed,,207186726,"[{'type': 'replied_to', 'id': '463901786181361664'}]"
es,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",463881293172703234,Pá lado de la verga me dejo el pelo #pissed :@,574079218,everyone,2014-05-07T03:21:33.000Z,463881293172703234,Twitter for Android,#pissed,"{'coordinates': {'type': 'Point', 'coordinates': [-109.6819566, 29.8071405]}, 'place_id': '1b13550d1f2cc381'}",,
es,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",463817362399952898,@someuser no Alex #pissed,212706873,everyone,2014-05-06T23:07:31.000Z,463816475543744512,Twitter for iPhone,#pissed,,66004466,"[{'type': 'replied_to', 'id': '463817268661477377'}]"
es,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",463707716691955712,Si El Señor me hizo venas dificiles de encontrar... Creo firmemente que es para que nunca me saquen sangre. #Pissed,19691777,everyone,2014-05-06T15:51:49.000Z,463707716691955712,Mobile Web (M2),#pissed,,,
es,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",463655253075058689,Que #&€@someuser De mañana #pissed,363362569,everyone,2014-05-06T12:23:21.000Z,463655253075058689,Twitter for iPhone,#pissed,,,
es,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",463551360021975041,DID NOT HAVE AN ENCHILADA OR A MARGARITA ON CINCO DE MAYO #pissed,585433056,everyone,2014-05-06T05:30:31.000Z,463551360021975041,Twitter for iPhone,#pissed,"{'coordinates': {'type': 'Point', 'coordinates': [-80.15292088, 26.95304917]}, 'place_id': '4ec01c9dbc693497'}",,
es,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",463315999328968704,"Que pinche necesidad, neta #pissed 😡",34446100,everyone,2014-05-05T13:55:16.000Z,463315999328968704,Twitter for iPhone,#pissed,,,
es,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",463197297288179712,Que tiene los hombres con pintarse el cabello?! Primero NPH y ahora Adam. Quien sigue? Bradley Cooper?! #pissed,218994735,everyone,2014-05-05T06:03:36.000Z,463197297288179712,Twitter for iPhone,#pissed,,,
es,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",463178025484308481,Quién carajo te dijo que puedes salir con otra? #Pissed,410303948,everyone,2014-05-05T04:47:01.000Z,463178025484308481,Twitter for Android,#pissed,,,
