created_at,source,public_metrics,text,conversation_id,author_id,id,reply_settings,lang,search_query,in_reply_to_user_id,referenced_tweets,geo
2015-04-30T06:13:02.000Z,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Dhoka sarfaraz ne nhi balke barish ne diya #RCBvRR #RCB #downer #angry,593659306102247424,2339976877,593659306102247424,everyone,hi,#angry,,,{'place_id': '7929cea6bd5b32bd'}
2015-04-24T15:46:44.000Z,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Kash bangladesh 26 march 1971 me pakistan se alag na howa hota                       #PakvsBan #t20 #sad #angry,591629352208478208,3130585782,591629352208478208,everyone,hi,#angry,,,
2015-04-17T01:08:16.000Z,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",: कुछ अलगाववादी कश्मीरियों को पाकिस्तान से बहुत लगाव है जाहिर सी बात है सूअरों के लिए तो गटर ही जन्नत है । #Angry,588871563472048129,153678267,588871563472048129,everyone,hi,#angry,,,
2015-04-16T18:15:19.000Z,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",कुछ अलगाववादी कश्मीरियों को पाकिस्तान से बहुत लगाव है जाहिर सी बात है सूअरों के लिए तो गटर ही जन्नत है । #Angry,588767641067618304,873281912,588767641067618304,everyone,hi,#angry,,,
2015-04-16T11:19:05.000Z,Twitter for Windows Phone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@someuser कुछ..कश्मीरियों को पाकिस्तान से बहुत लगाव है जाहिर सी बात है सूअरों... केl #Pichay say Sink ghusa k bhunna chahiye #Angry,588652283946110977,2415732301,588662894822232064,everyone,hi,#angry,793472011,"[{'type': 'replied_to', 'id': '588652283946110977'}]",
2015-04-16T10:47:17.000Z,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",@someuser कुछ अलगाववादी कश्मीरियों को पाकिस्तान से बहुत लगाव है जाहिर सी बात है सूअरों के लिए तो गटर ही जन्नत है । #Angry,588654891012231168,3055945964,588654891012231168,everyone,hi,#angry,,,
2015-04-10T11:44:42.000Z,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",पाकिस्तान किस कदर आतंकवाद को खत्म करने में मदद करेगा ये लखवी की रिहाई से साफ हो गया है :( #angry #Lakhvireleased,586495015112876034,363627738,586495015112876034,everyone,hi,#angry,,,
2015-04-02T01:09:54.000Z,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Ni bolaa #angry http://someurl,583436160107548672,209350457,583436160107548672,everyone,hi,#angry,,,
2015-03-26T11:57:56.000Z,Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",जीत गई इंडिया। (:| | सबको बाबा जी का ठुल्लु मुबारक :)| | #angry,581062525766238208,1639655726,581062525766238208,everyone,hi,#angry,,,
2015-03-26T11:49:47.000Z,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Abhi Pakistan k bhikaari ne mujhe chirdaane k liye do miss call maare. #BleedBlue #IndvsAus #BleedBlueAndGold #Angry #Jealous #hypocrites,581060476374638592,3020088625,581060476374638592,everyone,hi,#angry,,,
2015-03-26T11:14:29.000Z,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",अब होगी भारतीय टीम की शर्मनाक 😳 हार | #disAppointed #IndiavsAus #IndiaHarega. #IndvsAus #Angry #doobMaro| ⏰ 😈 #CWC15 #ICCWorldCup2015,581051591152701440,72885262,581051591152701440,everyone,hi,#angry,,,
2015-03-26T11:14:00.000Z,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",अब होगी भारतीय टीम की शर्मनाक 😳 हार | #disAppointed #IndiavsAus #IndiaHarega. #IndvsAus #Angry #doobMaro| ⏰ 😈,581051471350747136,72885262,581051471350747136,everyone,hi,#angry,,,
2015-03-26T10:51:02.000Z,Twitter for Android,"{'retweet_count': 2, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",@someuser @someuser @someuser | | Single ki maa ka ... Pheli bar match dekhrahi ho aur vo b aisa dekhne ko milraha 😠😠😠😠😠 | | #Angry ..,581043601158729728,2353145696,581045691192987649,everyone,hi,#angry,2165431412,"[{'type': 'replied_to', 'id': '581045121619259392'}]",
2015-03-26T07:52:22.000Z,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@someuser sahab is #angry “@someuser Yeh kaise hain Aussies, kuch bhi catch claim kar rahe hain ! #IndvAus http://someurl",581000246722867200,3019552370,581000727327207426,everyone,hi,#angry,1925368664,"[{'type': 'replied_to', 'id': '581000246722867200'}]",
2015-03-21T17:23:05.000Z,Twitter for iPad,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",@someuser yeh choti soch news ko koi clear kyu nahi kar raha hai #NOTCOOL  #angry,579330175273295872,81323251,579332415140667392,everyone,hi,#angry,2271597968,"[{'type': 'replied_to', 'id': '579330547828293632'}]",
2015-03-21T17:13:33.000Z,Twitter for Android,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Ye haldiram walo ko meri shakal pasand aagai... mere order lekar hi nahi aarahe...!!!| #Hungry #Angry #Hangry,579330014186844160,45578090,579330014186844160,everyone,hi,#angry,,,"{'coordinates': {'type': 'Point', 'coordinates': [77.3410515, 28.5870748]}, 'place_id': '2e6064382c71b343'}"
2015-03-15T14:14:39.000Z,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","kismat bhi baddi kutti chij hai hai, sali kabhi bhi badal jati hai #angry",577110663845130240,214013444,577110663845130240,everyone,hi,#angry,,,
2015-03-12T07:03:40.000Z,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@someuser ⚡| #Angry 😡😤 😜 @ Boddhobhumi, Sreemangal http://someurl",575915039678427137,2659126909,575915039678427137,everyone,hi,#angry,2659126909,,"{'coordinates': {'type': 'Point', 'coordinates': [91.7237844, 24.3046836]}, 'place_id': '010646103d955cb2'}"
2015-03-08T17:38:26.000Z,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",अब तुझे क्या हुआ बे... मुंह लटका के क्यों बैठा है? #Angry,574625235904786432,13816672,574625235904786432,everyone,hi,#angry,,,
2015-03-07T11:01:05.000Z,TweetDeck,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",Popu ki toh mein haddi-pasli ek karunga! Uski aisi himmat ki Roshan Singh Sodhi ko ghar mein bandh kar dein?! #angry #TMKOC #PopuKiKhairNahi,574162850467328002,2814930936,574162850467328002,everyone,hi,#angry,,,
2015-03-06T05:46:46.000Z,Twitter for Android,"{'retweet_count': 8, 'reply_count': 3, 'like_count': 12, 'quote_count': 0}",आज धुलेटि उपर से मैच और ये हलकट एग्जाम हे मेरी कल... yaaaarrr हम बिचारो पे clg वालो को दया भी ना आती..| #angry,573721362839117824,2319241064,573721362839117824,everyone,hi,#angry,,,
2015-03-04T07:30:42.000Z,Twitter for iPad,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#NewGeneration.. atyar sundhi jaaidat na karane sabandho ma tirad padti hati ane have to Ek award j Kafi che... #angry #shame,573022740258680832,133391167,573022740258680832,everyone,hi,#angry,,,
2015-03-03T13:08:22.000Z,Mobile Web (M2),"{'retweet_count': 1, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}","बिजली ,पानी ,पेट्रोल के दाम तो कोई| भी सरकार कम करा सकती है,......| कोई सरकार बीवियों के नखरे कम कराए तो बात| बने... #Angry.",572745329336037376,428179376,572745329336037376,everyone,hi,#angry,,,
2015-03-03T12:19:54.000Z,hindi.news24online.com,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",अनुष्का से जुड़े लेख पर वि ... - http://someurl #Angry #Misbehaviour #ViratKohli #अनषकशरम #गसस #वरटकहल http://someurl,572733134132809728,34206701,572733134132809728,everyone,hi,#angry,,,
2015-03-03T06:14:19.000Z,Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#Angry Prabhas >_<| #Happy Prabhas ^_^| #Sad Prabhas :( http://someurl,572641129587474432,2744149739,572641129587474432,everyone,hi,#angry,,,
2015-03-02T09:32:54.000Z,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Koi marr jata hai tab bhi kaunsi jaat hai, kaun poochta hai ye bakwaas 😱😱😱😱 #shocked #surprised #angry #frustrated #annoyedwithstupidpeople",572328719064281088,377297121,572328719064281088,everyone,hi,#angry,,,
2015-03-02T03:49:42.000Z,World of Warcraft,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Cheesin #Warcraft #Angry #Illidan http://someurl,572242349159391233,167395788,572242349159391233,everyone,hi,#angry,,,
2015-03-01T10:27:29.000Z,Mobile Web (M2),"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",मतलब चुनाव| पकिस्तान ने कराये और सरकार बीजेपी ने| पीडीपी के साथ बनायीं । — Feeling #Angry...#AntiNationalBJP,571980068148260865,241516907,571980068148260865,everyone,hi,#angry,,,
2015-02-28T11:14:03.000Z,TweetDeck,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",Bhide shaant hone ka naam hi nahi le raha! Ab usko seedha karne ka #time aa gaya hai! #angry #irritated #LakhpatiBhide #TMKOC,571629396139749379,2797756284,571629396139749379,everyone,hi,#angry,,,
2015-02-26T15:49:37.000Z,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",banday ko gussa tab aata hai| jab uskkay fon say personal| data koi delete karta hai| .| .| #Angry,570973972734423041,2421054517,570973972734423041,everyone,hi,#angry,,,
2015-02-25T11:26:22.000Z,TweetDeck,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",AAJ DAYA KI KHAIR NAHI!! USNE MERE SAPNEY PHIR SE CHOOR-CHOOR KAR DIYE! #angry #TMKOC,570545333878394880,2797756284,570545333878394880,everyone,hi,#angry,,,
2015-02-23T15:18:36.000Z,Twitter for Windows Phone,"{'retweet_count': 2, 'reply_count': 3, 'like_count': 5, 'quote_count': 0}",आत्म-सम्मान और अहंकार Different है...!!!कुछ लोग ये Different समज नहीं पाते और मुझमे अहंकार है ऐसा कहकर ज्ञान देते है...‼#Angry,569879002216685568,2813126401,569879002216685568,everyone,hi,#angry,,,
2015-02-20T07:46:27.000Z,Twitter for Android,"{'retweet_count': 1, 'reply_count': 4, 'like_count': 3, 'quote_count': 0}",भेन्चोद 2 बार दूध फट गया साला 40₹ का नुक्सान हो गया मादरचोद दूकान दार बहुत गुस्सा आ रहा हे ये फटा हुआ दूध उसकी गांड में डाल कर आ जाऊ| #Angry,568678052068089857,2543636824,568678052068089857,everyone,hi,#angry,,,
2015-02-18T06:33:56.000Z,Twitter for Android,"{'retweet_count': 34, 'reply_count': 18, 'like_count': 92, 'quote_count': 0}",VARUN AB MAIN ISASE JYADA ANGRY NAHI HO SAKTI😂😂😂 #Badapur #Angry #Selfie 😡😠😂 @someuser #BADLAPURthisFRIDAY http://someurl,567935027608047617,2589036318,567935027608047617,everyone,hi,#angry,,,"{'coordinates': {'type': 'Point', 'coordinates': [77.7637218, 20.8934769]}, 'place_id': '1b8bf34b41bee082'}"
2015-02-16T10:02:49.000Z,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Cutting karwa kar aya ... Pagal anny Nayi ny tind hi kar di hai :( ... | #Angry,567262815690293248,188636584,567262815690293248,everyone,hi,#angry,,,
2015-02-15T10:24:06.000Z,Mobile Web (M2),"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Sohaib maqsood kay toh main warri jaun -Shoaib Akhtar #Angry,566905784236138496,937500823,566905784236138496,everyone,hi,#angry,,,
2015-02-12T19:02:07.000Z,Twitter for Android,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",Jis jis ne mujhe nazar lagai.. sabki eye sight week ho jaye... sala fever kar dia| #angry,565948985878142978,213992876,565948985878142978,everyone,hi,#angry,,,
2015-02-02T09:54:43.000Z,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Jo apno ke na ho sake to dusro ke kya honge #angry,562187349937774595,588854606,562187349937774595,everyone,hi,#angry,,,
2015-01-27T09:39:43.000Z,TweetDeck,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 4, 'quote_count': 0}",Bhide ki khair nahi! Manojbhai ke nazroon mein mujhe gira diya! Bhide ko mujhe javaab dena hi hoga! #angry #investment #LakhpatiBhide #TMKOC,560009247790882817,2797756284,560009247790882817,everyone,hi,#angry,,,
2015-01-25T13:02:30.000Z,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@someuser otha sunni payya. Sondhama edho panna maatiya? #angry,559335504529747968,45150392,559335504529747968,everyone,hi,#angry,210505078,,
2015-01-25T11:16:42.000Z,hindi.news24online.com,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",जैक्लीन को मत बुलाना इस नाम से वरना - http://someurl #Angry #JacquelineFernandez #Name http://someurl,559308877049516032,34206701,559308877049516032,everyone,hi,#angry,,,
2015-01-23T06:28:38.000Z,Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",सिरदर्द तो नहीं गुस्सैल बच्चे| #Angry   #Child  #Headache| http://someurl http://someurl,558511607421349888,2201706786,558511607421349888,everyone,hi,#angry,,,
2015-01-11T07:14:58.000Z,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Loadshedding aisay hukmaraanon ka kya faida jab awam apnay masail k hal k liye ehtijaj karain phir b masail hal na ho #angry,554174614352297985,97853325,554174614352297985,everyone,hi,#angry,,,
2015-01-07T14:51:53.000Z,Twitter for Android,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Aaune bela ma ta aaunu ni yaar. Loadshedding le dhurukkai ruwaisakyo! :@ #Angry,552840047292993536,142681466,552840047292993536,everyone,hi,#angry,,,
2015-01-07T06:17:22.000Z,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}","Random, unscheduled loadshedding. Ye kya naya mazaak hai? Ab nashta bhi 2 baje kiya karun? #Hungry #Angry #PleaseSendFood",552710564237955072,45335134,552710564237955072,everyone,hi,#angry,,,
2015-01-02T06:08:35.000Z,Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",‘पीके’ को कर मुक्त करने से हिन्दूवादी संगठन नाराज| #angry #hindu #pk| http://someurl http://someurl,550896417938485248,2201706786,550896417938485248,everyone,hi,#angry,,,
2014-12-23T18:07:15.000Z,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Yar tum har mazedar baat k time bhaagti kyun ho???? @someuser >:-((((((( #Angry,547453396085506048,152568627,547453396085506048,everyone,hi,#angry,,,
2014-12-23T12:50:07.000Z,hindi.news24online.com,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",इन दिनों काफी गुस्‍से में हैं सलमान खान...  - http://someurl #Angry #Bollywood #SalmanKhan http://someurl,547373587619803136,34206701,547373587619803136,everyone,hi,#angry,,,
2014-12-23T10:49:35.000Z,Twitter for Android,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",Kahaan reh gayi @someuser Aaj bahu sasur ka #naya #roop dekhegi!! #gussa #angry #abdekhna #TMKOC,547343251858927616,2799370537,547343251858927616,everyone,hi,#angry,,,
2014-12-22T08:05:55.000Z,Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#ANGRY <3| | Like :- Mahabharat <3 http://someurl,546939676742156288,1139003809,546939676742156288,everyone,hi,#angry,,,
2014-12-19T03:15:43.000Z,Mobile Web (M2),"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",@someuser it was completely inhuman. koi bhi human aisa kaam nai kar sakta hai. they all are monster #angry,544458552614846464,301557049,545779485082001409,everyone,hi,#angry,728418889,"[{'type': 'replied_to', 'id': '545727340475473921'}]",
2014-12-17T14:33:27.000Z,Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Behanchod Kya Ho Rha Hai Duniya Ko????| | #angry http://someurl,545225266545430528,419335697,545225266545430528,everyone,hi,#angry,,,
2014-12-17T06:30:31.000Z,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#Dekho #Wahi #jii @someuser | Aise apne #Wahians ko #sad and #Angry na kiya karo | #Kabhi #Kabhi... http://someurl,545103731218726912,434348771,545103731218726912,everyone,hi,#angry,,,
2014-12-14T23:13:18.000Z,Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#SalmanBhai Dont #Angry Him .... Tanna Ji Ki #Watt Laggai Aaj .... http://someurl,544268925446660096,132829170,544268925446660096,everyone,hi,#angry,,,
2014-12-13T18:36:25.000Z,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",GAAAAAAAHHHHHHJHJHHHHHHHHHHHHHHHHHHHHHHHHHHH #angry,543836857709363200,2621415802,543836857709363200,everyone,hi,#angry,,,
2014-12-12T18:18:15.000Z,Twitter for Android,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",@someuser @someuser @someuser agr ticket khareedna tha tuh ap log Kis din kaam aate #angry,543351405369503746,2583993522,543469898580504576,everyone,hi,#angry,232515142,"[{'type': 'replied_to', 'id': '543459988400644096'}]",
2014-12-11T11:52:45.000Z,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@someuser @someuser Yeh duniya yeh mehfil mere kaam ki nahi #angry @someuser #DealsterContest 😈😈😈😈😈😬😬😬😣😣😤😤😤😱😱😲😲😰😰?,543009414202916864,2858064506,543010497184792576,everyone,hi,#angry,2605378513,"[{'type': 'replied_to', 'id': '543010265696989184'}]",
2014-12-10T13:08:50.000Z,Mobile Web (M2),"{'retweet_count': 3, 'reply_count': 3, 'like_count': 4, 'quote_count': 0}",muh te yaar mere piche daga-daar saale... #angry #IDGAF,542667256509890560,469445161,542667256509890560,everyone,hi,#angry,,,
2014-12-08T20:47:54.000Z,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Danda hoga ab in logon ki G mein. Van Gaal zara zor se charhana!! #angry,542058005215182848,176857989,542058005215182848,everyone,hi,#angry,,,
2014-12-08T19:11:05.000Z,Mobile Web (M2),"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@someuser i cant believe that ki ye show abhi tak chal raha.hai #angry,541985568238747648,301557049,542033640403001344,everyone,hi,#angry,372302995,"[{'type': 'replied_to', 'id': '541986404918493184'}]",
2014-12-08T12:42:44.000Z,Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",मेरे को लगने लगा है की दोनों ही पांचवी पास हैं  ||| | समझ आया तो ठोको लाइक :p ;) :p #Angry — feeling angry at KIIT... http://someurl,541935911513366529,322528961,541935911513366529,everyone,hi,#angry,,,
2014-11-29T16:14:54.000Z,Twitter for Android,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",what was Ch.contaier saying again? hum jamhuriat pe yaqeen rakhty hain..koi rukawat nai dalain gay | yab yab na kar jokeraa... #Angry,538727813663449088,1039498699,538727813663449088,everyone,hi,#angry,,,
2014-11-22T03:20:19.000Z,Twitter for Websites,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#Angry Ravish on #muya रवीश की कलम से : समाजवाद का रिऐलिटी शो - NDTV http://someurl,535996167708880896,86019731,535996167708880896,everyone,hi,#angry,,,
2014-11-18T11:01:35.000Z,Twitter Web Client,"{'retweet_count': 6, 'reply_count': 4, 'like_count': 4, 'quote_count': 0}",मुलायम सिंह यादव का कहना है कि जो लोग महिलाओं से पर्दा कराएं उन्हें जेल में डाल देना चाहिए |  #OTeri #AzamKhan #Angry ? #ATM ?,534662697640394753,1642473805,534662697640394753,everyone,hi,#angry,,,
2014-11-16T17:37:49.000Z,Twitter for Windows Phone,"{'retweet_count': 22, 'reply_count': 5, 'like_count': 20, 'quote_count': 0}",ये ओवैसी तो उसको जन्म देने वाली माँ का भी सन्मान करना नहीं जानता उससे गाय माताका सन्मान कैसे होगा?ये हिजड़ा हैओवैसी खुल्लेआम कहती हु।#Angry,534037637493841920,2813126401,534037637493841920,everyone,hi,#angry,,,
2014-11-13T00:13:21.000Z,Twitter for BlackBerry®,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@someuser bhuti luzuko iyandiChaphukisa lento #kutheni elilizwe lase alakhatala kanje...#angry,532687624008663040,2549307575,532687624008663040,everyone,hi,#angry,59417428,,
2014-11-11T09:37:11.000Z,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",In RT karne walo ne Gaand Main Bambu kar diya hai... #Angry,532104741732765696,1565299075,532104741732765696,everyone,hi,#angry,,,
2014-11-09T18:59:31.000Z,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",[ Koi kaam na hona bhi bohhht azaab hai... | #Frustrated #Irritated #Angry ] 😡😤,531521485349740544,527268690,531521485349740544,everyone,hi,#angry,,,
2014-11-09T15:27:13.000Z,Twitter for Windows Phone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Fiyagandu Koshalaafa In Bodu Dhoonyeh Koshin Nerelaifi.. Balaaali Iru Rulhi Gadhavefaa Inna #Angry Bird . Thalagand Medhun #Handhu Araane..,531468058049519617,536629137,531468058049519617,everyone,hi,#angry,,,
2014-11-05T15:23:01.000Z,Twitter for Windows Phone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Ahmad kya aap Ko meri tweet nazar nhi aati Jo aap rply toh kya fav bhi nhi data 😐aap Ko mujh Sa kya dushmani  hai #angry @someuser 😒,530017449991614464,2853304758,530017449991614464,everyone,hi,#angry,,,
2014-11-04T19:59:29.000Z,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@someuser furrr have kem aavija .... #angry #bye,529698159329427456,334473355,529724633684398081,everyone,hi,#angry,2399984929,"[{'type': 'replied_to', 'id': '529724395984805888'}]",
2014-10-29T12:39:44.000Z,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",@someuser haan mai past few days se vahi karte rahi..aaj mera net #angry| | slow hai...,527435808903426049,2701148678,527439642660843520,everyone,hi,#angry,450538367,"[{'type': 'replied_to', 'id': '527439381175349248'}]",
2014-10-28T15:55:28.000Z,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",@someuser काली माई पाप देेगी जो अब मेरे खाते में आने वाले काले धन पर किसी ने नज़र लगाई तो........ :P #angry,527125103511736322,2283778657,527126512948887552,everyone,hi,#angry,2412507092,"[{'type': 'replied_to', 'id': '527125538712727553'}]",
2014-10-25T19:57:58.000Z,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Devam ke ulan 😉 #serious #angry #hair #handsome #boss #picoftheday #danger #home #instaboy #cool... http://someurl,526100375984545792,993663212,526100375984545792,everyone,hi,#angry,,,
2014-10-25T11:37:53.000Z,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Aj phir tum pey Khoaar aya hai!| #Angry #AngerManagement needed! #CodeRed #RandomThought!,525974524878004225,451999882,525974524878004225,everyone,hi,#angry,,,
2014-10-21T07:01:08.000Z,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",kuch shopkeeper itne ghatiya hote h ki man karta h ek bomb phod du unki shop pe....| #Angry,524455326326595584,473940229,524455326326595584,everyone,hi,#angry,,,
2014-10-19T04:08:34.000Z,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","#Beagle #pup #puppy #angry #poser #funtimes #instasize #instapic @ Tambaram, Chennai http://someurl",523687122792767488,1862688283,523687122792767488,everyone,hi,#angry,,,"{'coordinates': {'type': 'Point', 'coordinates': [80.11866718, 12.92747431]}, 'place_id': '2a3a6daaec3b0848'}"
2014-10-16T07:11:32.000Z,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",मैं सबको RT देती हूँ समझे ज्यादा बकवास न कर वरना गोटिया फोड़ दूंगी समझा #ANgry,522646003888164864,1565299075,522646003888164864,everyone,hi,#angry,,,
2014-10-16T06:08:11.000Z,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Tu Kya JanE MErE DiL KA #DarD  | PhEnK K MarOn TuJhE #AnGrY BirD,522630063104081920,2843258412,522630063104081920,everyone,hi,#angry,,,
2014-10-03T11:21:22.000Z,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","इन्कार किया जिन्होंने मेरा समय देखकर,वादा है मेरा ऐसा समय भी लाऊंगा कि मिलना पड़ेगा मुझसे समय लेकर। #angry #frustrated",517997836281995264,121334025,517997836281995264,everyone,hi,#angry,,,"{'coordinates': {'type': 'Point', 'coordinates': [73.0379902, 26.302827]}, 'place_id': '4093957f0fab11d6'}"
2014-10-01T22:30:15.000Z,Twitter for Android,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",@someuser aj kal tw tv say dour raho agar dakhna he ho tw #bhi ki taqreer ya #angry bird kheel lo dono kaam mazy k hain,517439740593729536,2298185316,517441388649000961,everyone,hi,#angry,511942421,"[{'type': 'replied_to', 'id': '517439740593729536'}]",
2014-10-01T14:35:29.000Z,Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Tu kiya jane mere dil ka dard | Phaink k maron tujhe #angry #bird :P =D,517321910078959616,492189468,517321910078959616,everyone,hi,#angry,,,
2014-09-27T09:15:50.000Z,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Is bar Aam kuch ache nahi aye...| | #angry #walla,515791916386893824,229766891,515791916386893824,everyone,hi,#angry,,,
2014-09-26T06:55:28.000Z,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@someuser tumare jaisi phaphay kutni aurat dozakh mei sab se neechay hogi.... for you, shalwarain utarwao, mulk sanwaroo...| #angry",515394203417726976,86533148,515394203417726976,everyone,hi,#angry,56650317,,
