source,conversation_id,author_id,reply_settings,id,text,created_at,public_metrics,lang,search_query,referenced_tweets,geo,in_reply_to_user_id
Twitter for iPhone,360507064973402112,261737337,everyone,360507064973402112,Notebook gekeken 😭 #depressed,2013-07-25T21:09:16.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,,
Twitter for Android,360112274104520704,133831174,everyone,360112274104520704,Ik dacht dat dit een leuke zomer ging worden #depressed,2013-07-24T19:00:31.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,,
Twitter for iPhone,359379603669794819,1497412962,everyone,359379603669794819,Zig zag zoom boom loom coon vroom #depressed #HARDSummer http://someurl,2013-07-22T18:29:09.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,,
Twitter for iPhone,357968376825520129,1219686246,everyone,357968376825520129,vanaf nu tot dinsdag zonder boo :( #sad #depressed,2013-07-18T21:01:26.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,,
Twitter Web App,357842150957920257,1126048736,everyone,357874444707958784,@someuser gelukzak xd kmoet hier nog 2 weken rotten xs :( #Depressed,2013-07-18T14:48:11.000Z,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",nl,#depressed,"[{'type': 'replied_to', 'id': '357842150957920257'}]",,149258499
Twitter for iPhone,357091921736384512,429222708,everyone,357091921736384512,Snnnoooooooooooooop #TITP #depressed,2013-07-16T10:58:43.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",nl,#depressed,,,
Twitter for iPhone,357064660152889344,222126917,everyone,357064660152889344,Wat kan die week voor de #congé toch traag vooruit gaan.... #Depressed #iwantholiday,2013-07-16T09:10:23.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,"{'coordinates': {'type': 'Point', 'coordinates': [3.20361328, 50.81806564]}, 'place_id': '18398fb81f145299'}",
Mobile Web (M2),355912535565811712,138797764,everyone,355912535565811712,Broken hookah broken bong broken bowl #Trife #papers #depressed,2013-07-13T04:52:15.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,,
Twitter for BlackBerry®,355600297575452673,238279965,everyone,355600297575452673,Tien voor 11 boeken inleveren is niet lachen!!! #moe #depressed,2013-07-12T08:11:32.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,,
Twitter for iPhone,355442743134261248,236368043,everyone,355442743134261248,Ik hoop dat ik deze vakantie niet vaker zon dag als vandaag krijg! #Depressed #vervelen,2013-07-11T21:45:28.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,,
Twitter for Android,355441376193814529,275441986,everyone,355441376193814529,Waarom praat niemand uit zichzelf tegen me :((( #depressed #sad #crying #sigh,2013-07-11T21:40:02.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,,
Twitter for iPad,355423325926854658,88429864,everyone,355430339230969856,@someuser nee ik kan niet slapen en heb fuckking honger #Depressed,2013-07-11T20:56:11.000Z,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",nl,#depressed,"[{'type': 'replied_to', 'id': '355429998439571456'}]",,115893771
Twitter for Android,355414343451541506,251607199,everyone,355414343451541506,Morgen laatste dagje met mn schatje voor altijd :( #depressed,2013-07-11T19:52:37.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,,
Instagram,354228602923008000,908564910,everyone,354228602923008000,Wandelen in de regen #fts #rain #depressed #ikbenderode #regencape #walking #hateit #mountains http://someurl,2013-07-08T13:20:54.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,,
Twitter Web Client,353807050519740416,442136543,everyone,353807050519740416,Kavos over #depressed #headfucked,2013-07-07T09:25:48.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,,
Twitter for iPhone,351762974341480449,409415542,everyone,351762974341480449,KUT SCHOOL IK GA NAAR 3TL :((((( #depressed,2013-07-01T18:03:23.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,,
Twitter for iPhone,350932157797105664,415462183,everyone,350932157797105664,Eindelijk! Da weer trekt hier op niks! #depressed,2013-06-29T11:02:01.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,,
Twitter for iPhone,350244086130802688,817955070,everyone,350244086130802688,Amai zonet een deprimerende mix van één van Biggies liedjes gehoord #depressed,2013-06-27T13:27:52.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,,
Twitter for BlackBerry®,350238711734222848,378730410,everyone,350238711734222848,Fkn rain #depressed,2013-06-27T13:06:30.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,,
Twitter for iPhone,350230257325965313,260899880,everyone,350230257325965313,RT @someuser FACK YOU COLLIE BUDDZ GA JE VLIEGTUIG HALEN!! #depressed,2013-06-27T12:32:54.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,"[{'type': 'retweeted', 'id': '350229435649232896'}]",,
Twitter Web Client,350229435649232896,465657206,everyone,350229435649232896,FACK YOU COLLIE BUDDZ GA JE VLIEGTUIG HALEN!! #depressed,2013-06-27T12:29:39.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,,
Twitter for Android,350048046685495296,975042546,everyone,350048046685495296,Omw home #Depressed,2013-06-27T00:28:52.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,,
Twitter for Android,349945524864024576,299092440,everyone,349947997972475904,@someuser door jou heb ik nu allemaal fotoooos op mn mobiel #huuln #depressed,2013-06-26T17:51:19.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",nl,#depressed,"[{'type': 'replied_to', 'id': '349947520719400960'}]",,359384474
Mobile Web (M2),349899499130462209,339658603,everyone,349899499130462209,Sims 1 spele... Kben depressief #depressed,2013-06-26T14:38:36.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,,
Twitter for iPhone,349824253698392064,906413371,everyone,349824253698392064,Dan maar Noodles maken of zo.. #depressed,2013-06-26T09:39:36.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,,
Twitter for Android,349801448013443073,982498454,everyone,349801448013443073,Waarom waarom waarom heb ik nog examen waarom? #depressed,2013-06-26T08:08:58.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,,
Twitter Web Client,349503569772281859,1082404021,everyone,349503569772281859,"Mijn tv werk ni, noooooo, kuisvrouw, wat heb je met mijn tv gedaan :(:( #depressed",2013-06-25T12:25:19.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",nl,#depressed,,,
TweetCaster for Android,349252820538638339,20253858,everyone,349252820538638339,*happy face vast klaarleggen op nachtkastje* schijn ik morgen weer nodig te hebben. Samen met mn sociaal-jasje.. #depressed,2013-06-24T19:48:55.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,,
Instagram,348863375884828673,22019939,everyone,348863375884828673,Genieten van de Hollandse zomer #yeay #zon #rain #Depressed http://someurl,2013-06-23T18:01:25.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,,
Twitter for BlackBerry®,348767930508533761,365640606,everyone,348776901223018497,@someuser bad mood ☹ #off #fml #nitfm #sosad #depressed ☹ ambai z3alt ☹=)),2013-06-23T12:17:47.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,"[{'type': 'replied_to', 'id': '348774427233759232'}]",,398111630
Twitter for BlackBerry®,348522733119877120,873447109,everyone,348523702595489792,@someuser Ek haat jou meer as wat ek my eie lewe haat! #depressed,2013-06-22T19:31:40.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,"[{'type': 'replied_to', 'id': '348522733119877120'}]",,893643312
Twitter Web Client,348200219197964288,833488556,everyone,348200219197964288,wie maakt mij blij met wat lieve vraagjes? #depressed http://someurl,2013-06-21T22:06:16.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,,
Twitter Web Client,348050697922691072,450130456,everyone,348050697922691072,waaaaa :( kwil ook geen examens meer :( #depressed #bleiten #home #idk #hashtag #lol,2013-06-21T12:12:07.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,,
Twitter Web Client,347836931582865408,982498454,everyone,347836931582865408,Stop met het zo moeilijk te maken voor elkaar. Jullie maken het gewoon erger.  #depressed #2omf,2013-06-20T22:02:41.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,,
Mobile Web (M2),347631753445400576,417710240,everyone,347631753445400576,Ik mis mijn lieve @someuser hij liet zijn ipad thuis terwijl ik elke les kan praten vandaag :O whyyy?! #depressed,2013-06-20T08:27:23.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,,
Twitter for iPhone,347452254862835712,1412308712,everyone,347452254862835712,Waarom is iedereen al klaar morgen behalve ik #depressed,2013-06-19T20:34:07.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,,
Twitter for BlackBerry®,347076044064428032,884921647,everyone,347076044064428032,Pfff vandaag heb ik niet kunnen genieten van de zon #depressed,2013-06-18T19:39:11.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,,
Twitter for iPhone,347050702989848576,429978784,everyone,347050702989848576,Echt naaiend dat ik geen ijsje van je mocht @someuser .... #depressed,2013-06-18T17:58:30.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,,
Twitter for iPhone,346706765766868992,1510480639,everyone,346709241735806976,“@someuser @someuser ja spijtig genoeg eh..” #depressed hahahhahaha oke nee,2013-06-17T19:21:39.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,"[{'type': 'replied_to', 'id': '346709025024512003'}]",,1475642312
Twitter Web Client,346681833657868288,260853081,everyone,346681833657868288,"wakker blijven, wakker blijven, wakker blijven #sad #depressed #mad #angry",2013-06-17T17:32:44.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,,
Twitter for Android,346634530385428480,197357243,everyone,346634530385428480,Waarom gebeurd alles nu in één keer :( #depressed,2013-06-17T14:24:46.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,,
Instagram,346313009708298240,404921171,everyone,346313009708298240,Nogsteeds niet gedaan #depressed #hungry #dead http://someurl,2013-06-16T17:07:10.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,,
Twitter for BlackBerry®,346216379864723456,585624206,everyone,346216379864723456,"Hoek0m iS die lewe so0 mOeilik #depressed ... ,, ek weet nie !!! HOek0m is jy so0 blerrie iriterend ..",2013-06-16T10:43:12.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,,
Twitter Web Client,344897674845224960,232271679,everyone,344897674845224960,RT @someuser @someuser vorige week was riri nu mother mary aant zingen #depressed #ikmishaarzo,2013-06-12T19:23:08.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,"[{'type': 'retweeted', 'id': '344897569496911872'}]",,
Twitter Web Client,344897569496911872,303234228,everyone,344897569496911872,@someuser vorige week was riri nu mother mary aant zingen #depressed #ikmishaarzo,2013-06-12T19:22:43.000Z,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,,232271679
Twitter for Android,344891337826516992,629249932,everyone,344891337826516992,Door sommige liedjes krijg ik altijd kei veel zin om te gaan feesten!! #depressed,2013-06-12T18:57:57.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,,
Twitter for iPhone,344706799838056449,125007629,everyone,344707014712254464,@someuser  kga in mijnen jogging #depressed,2013-06-12T06:45:31.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",nl,#depressed,"[{'type': 'replied_to', 'id': '344706799838056449'}]",,159623294
Twitter for iPhone,344394124906090497,961238120,everyone,344541517723074560,@someuser Wr blijve gy da enthousiasme aaln?!:p #depressed #hateschool,2013-06-11T19:47:53.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,"[{'type': 'replied_to', 'id': '344394514250752000'}]",,237841861
Onderwerpeninfo,344386786233028608,717427050,everyone,344386786233028608,Betekenis van #depressed http://someurl,2013-06-11T09:33:02.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,,
Twitter for iPhone,343848995149459456,124524148,everyone,343848995149459456,Kan niet slapen #depressed,2013-06-09T21:56:03.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,,
Twitter for iPhone,343529116915609600,747885672,everyone,343529116915609600,Omg weekend is bijna voorbij #depressed,2013-06-09T00:44:58.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,,
Twitter for BlackBerry®,343294388065165314,820137534,everyone,343294388065165314,Kakste gevoel ooit om nie by wacky wine te weesi!! Jinne.. #depressed sal maar i #kwv5jaar slaan omy beter te laat voel!,2013-06-08T09:12:14.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,,
Twitter for iPhone,342273229999710208,310967050,everyone,342273229999710208,Mijn hele vakantie staat op klappen #depressed 😔,2013-06-05T13:34:31.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,,
Twitter for Android,342250145213198336,25808451,everyone,342250145213198336,Ik kom er net achter dat ik niet kan knorren #depressed,2013-06-05T12:02:47.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,,
Twitter for iPhone,341977981729775616,364414857,everyone,341977981729775616,Ga je naar de sportschool gaat de les weer niet door. Doen ze yoga in de plaats -.- #depressed,2013-06-04T18:01:19.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,,
Twitter for BlackBerry®,340908141522849793,572800391,everyone,340908141522849793,Mn 8al el final exams jarbt !!! #dream #uob #depressed #dont_care !!!!☹,2013-06-01T19:10:09.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,,
Twitter Web Client,340405939708497920,22139151,everyone,340407800888963072,@someuser pfft #depressed #needsun,2013-05-31T10:01:58.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,"[{'type': 'replied_to', 'id': '340407643233452033'}]",,21003342
Twitter for iPhone,338762786303799296,295218187,everyone,338762786303799296,En dan ga je helemaal depressed slapen #depressed,2013-05-26T21:05:16.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,,
TweetCaster for Android,337307250647519233,384330685,everyone,337307250647519233,"Feedme stopt dus voor een tijdje met djen, #depressed #favoritedj",2013-05-22T20:41:30.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,,
Twitter Web App,337155948328132609,329281545,everyone,337155948328132609,RT @someuser Struggle cu wiskunde #depressed,2013-05-22T10:40:16.000Z,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,"[{'type': 'retweeted', 'id': '337047185030004736'}]",,
Twitter Web Client,337047185030004736,362074099,everyone,337047185030004736,Struggle cu wiskunde #depressed,2013-05-22T03:28:05.000Z,"{'retweet_count': 3, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",nl,#depressed,,,
Twitter for Android,336921587079069698,919370958,everyone,336921587079069698,Slapen #depressed,2013-05-21T19:09:00.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,,
Twitter for Android,336571597198618624,550284217,everyone,336571597198618624,Ik ga slapen #schooltomorrow #depressed,2013-05-20T19:58:16.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,,
Twitter for Android,336443710638280704,1405443270,everyone,336443710638280704,"het weer is zo deprimerend! het is bewolkt en maar 11 graden. wat wordt het sebiet, sneeuw in augustus? #depressed",2013-05-20T11:30:06.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,,
Twitter Web Client,336105874630250497,252120767,everyone,336105874630250497,Wil zooooo graag naar dancetour maar het word een avondje werken #unfair #depressed #ritshehoeve,2013-05-19T13:07:39.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,,
Twitter for iPhone,335667090868539394,851159982,everyone,335667090868539394,Fuckmylife gezakt vieze kk overijssel #depressed,2013-05-18T08:04:05.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,,
Twitter for iPhone,335509241785901056,300654760,everyone,335509241785901056,Last wodie left... #depressed,2013-05-17T21:36:51.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,,
Twitter Web Client,335499629896531969,329953154,everyone,335499629896531969,FUCK U ALL. ZHXYCGFUOHDSOUXFDVHFXHV F #DEPRESSED,2013-05-17T20:58:39.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,,
Twitter for BlackBerry®,335129439857934336,905683280,everyone,335129439857934336,Ik heb een kkr gevoel over wiskunde! Maar kan er niks meer aan doen! Ga met kutangst dat examen in morgen .... #depressed #StressedAsHell,2013-05-16T20:27:39.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,,
Twitter Web Client,335126521243136000,420653896,everyone,335126521243136000,wat doe je als de gene die je leuk vind verdrietig is en je haar niet kan opvrolijken.| het is gewoon te pijnlijk om niks te doen #depressed,2013-05-16T20:16:03.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,,
Twitter for Android,335034220428800000,1028619426,everyone,335034220428800000,Muziek luisteren op bed.. #depressed #tired #sad,2013-05-16T14:09:17.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,,
Twitter for iPhone,335005672913637377,747885672,everyone,335005672913637377,Het is fucking 16 mei en kijk t weer buiten :S #depressed #emo,2013-05-16T12:15:51.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,,
Twitter for iPhone,334751177331851265,1291873129,everyone,334751177331851265,MIJN VOORSTE CAMERA WERKT NIET MEEER MET SNAPCHAT 😢 #depressed,2013-05-15T19:24:34.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,,
Twitter Web App,334418942183485440,773752842,everyone,334418942183485440,Maar gaan slapen... Heb het echt zo gehad vandaag... -__- #Depressed,2013-05-14T21:24:23.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,,
Twitter for Android,334190610879762433,158661620,everyone,334190610879762433,Ik verkloot het elke keer #depressed,2013-05-14T06:17:05.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,,
Twitter for Android,333675068968271872,411361126,everyone,333675068968271872,RT @someuser Zooo moe en dan de gedachte dat je morgen weer naar school moet #depressed,2013-05-12T20:08:30.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,"[{'type': 'retweeted', 'id': '333669925220659200'}]",,
Twitter for iPhone,333669925220659200,391288498,everyone,333669925220659200,Zooo moe en dan de gedachte dat je morgen weer naar school moet #depressed,2013-05-12T19:48:04.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,,
Twitter Web Client,333316007064129536,1109413460,everyone,333316007064129536,"Romantische film zien,  tijd om depressief te worden.. #depressed",2013-05-11T20:21:43.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,,
Twitter for iPhone,333134278508548097,427932470,everyone,333252271330701313,“@someuser #depressed? http://someurl Ameen,2013-05-11T16:08:27.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,"[{'type': 'replied_to', 'id': '333134278508548097'}]",,311718552
Tumblr,332629903243608064,311680915,everyone,332629903243608064,Foto: michellevonmonroe: #ana #anorexia #blithe #bulimia #cutter #cutting #depression #depressed #fuckyou... http://someurl,2013-05-09T22:55:23.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,,
Twitter for iPhone,332523572423696384,138790168,everyone,332523572423696384,Maar kuttt als die #1bigannouncement is dan zit ik alweer op school :( #depressed,2013-05-09T15:52:52.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,,
Echofon,331191933303128066,437675106,everyone,331191933303128066,RT @someuser WAAROM BEN IK WAKKER. IK HAAT HET LEVEN. #emo #depressed,2013-05-05T23:41:24.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,,
Twitter for Android,331191048346939395,475277499,everyone,331191048346939395,WAAROM BEN IK WAKKER. IK HAAT HET LEVEN. #emo #depressed,2013-05-05T23:37:53.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,,
UberSocial for BlackBerry,331107013172015105,231556095,everyone,331107013172015105,"RT @someuser Laatste aflevering van Pretty Little Liars gezien, nu wachten tot 1 juni :( #depressed",2013-05-05T18:03:58.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,"[{'type': 'retweeted', 'id': '331083120210223104'}]",,
Twitter for iPhone,331083120210223104,329795630,everyone,331083120210223104,"Laatste aflevering van Pretty Little Liars gezien, nu wachten tot 1 juni :( #depressed",2013-05-05T16:29:01.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,,
Twitter for iPhone,330770048803278849,273879657,everyone,330770048803278849,Nu @someuser met @someuser heeft kan ik Douwe niet meer chanten. #sad #depressed,2013-05-04T19:44:59.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,"{'coordinates': {'type': 'Point', 'coordinates': [4.75569814, 52.62922997]}, 'place_id': 'baa51f292e5b9af1'}",
Twitter for Android,330472521407266816,367383267,everyone,330472521407266816,Hoor net dat 1D in Den Haag was terwijl ik daar ook was! Heb ze nieteens gezien :( #depressed,2013-05-04T00:02:43.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,,
Tweetbot for iOS,330411034999414784,249823434,everyone,330411034999414784,Damn..elke dag voelt als een zondag tegenwoordig.. #depressed,2013-05-03T19:58:24.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,,
Twitter for Android,330253721374183424,430742894,everyone,330253721374183424,Wat zal het schatje @someuser vandaag in een dip zitten... de echte directioner niet naar hun concert laat gaan. #minuutstilte #depressed:(,2013-05-03T09:33:17.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,,
Twitter Web Client,330089815108378624,63510218,everyone,330089815108378624,http://someurl - waar was ik? #depressed,2013-05-02T22:41:59.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,,
Mobile Web (M2),329321829778989059,53070135,everyone,329323083087364097,yeeees  @someuser @someuser 0-0| nkt #Depressed,2013-04-30T19:55:16.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,"[{'type': 'replied_to', 'id': '329321829778989059'}]",,589451229
Twitter Web Client,328588705931608066,618379196,everyone,328588705931608066,RT @someuser Ugh. Iedereen is aan t aftellen tot TMHT. #depressed,2013-04-28T19:17:07.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,"[{'type': 'retweeted', 'id': '328534611888050176'}]",,
Twitter for Android,328534611888050176,570925200,everyone,328534611888050176,Ugh. Iedereen is aan t aftellen tot TMHT. #depressed,2013-04-28T15:42:10.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,,
Twitter for iPhone,327828447172886528,300173371,everyone,327828447172886528,Hoe zot is dees! #file #depressed #Iwanttomove #Iwantairplane !!! 😡,2013-04-26T16:56:07.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,,
Twitter Web Client,326206517554581505,358262202,everyone,326475786301370371,@someuser hahaha nvm:) #nosociallife #depressed #tear #yaquieromicelular #nuncalotendre,2013-04-22T23:21:07.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,"[{'type': 'replied_to', 'id': '326307189792854016'}]",,356358491
Twitter for BlackBerry®,325983304585195520,496972699,everyone,325983304585195520,"K2, Pakistan. http://someurl Ek sit heeldag in n koshuiskamer en dis hoe die wereld daarbuite lyk? #inspired #depressed",2013-04-21T14:44:10.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,,,
Twitter for iPad,325579646747963392,235653615,everyone,325592309456580609,“@someuser @someuser JE KUNT HET” ben er weer hoi wedden nu ben jij weg #depressed,2013-04-20T12:50:30.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",nl,#depressed,"[{'type': 'replied_to', 'id': '325585180351938560'}]",,198134414
