reply_settings,lang,conversation_id,author_id,public_metrics,id,text,source,created_at,search_query,referenced_tweets,in_reply_to_user_id,geo
everyone,en,813837517417947137,127812596,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",813837517417947137,#still #going #off #fire #more #pissed #plus #l #dont #need #a #jackass #friends #l #dont #give #a #F#ckin,Twitter Web App,2016-12-27T20:02:39.000Z,#pissed,,,
everyone,en,813837272588029953,465129416,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 13, 'quote_count': 0}",813837272588029953,A tiny small dumb idiot bird just attacked me for a muffin that wasnt even good #pissed,Twitter for iPhone,2016-12-27T20:01:40.000Z,#pissed,,,
everyone,en,813835375122718720,185051884,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",813835375122718720,Returned sneakers to go get uggs #pissed,Twitter for iPhone,2016-12-27T19:54:08.000Z,#pissed,,,
everyone,en,813817389095653376,26871631,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 2, 'quote_count': 0}",813817389095653376,So happy Im a loyal customer w/ a CC for @someuser WHEN ALL MY FLIGHTS ARE DELAYED & now I have to take an even l8er connection #PISSED,Twitter for iPhone,2016-12-27T18:42:40.000Z,#pissed,,,
everyone,en,813817154864906240,263355226,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",813817154864906240,@someuser broke down and wont send another bus for 2 hours after waiting an hour already #pissed never riding this bus service again,Twitter for iPhone,2016-12-27T18:41:44.000Z,#pissed,,18949896,{'place_id': '0087044712e427d4'}
everyone,en,813815525956526080,364043976,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",813815525956526080,"@someuser Over an hour wait for our pizza, it states it was delivered, never even got to us, and now no one will pick up the phone. #pissed",Twitter Web App,2016-12-27T18:35:16.000Z,#pissed,,31444922,
everyone,en,813813546467397633,208020503,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",813813546467397633,"@someuser must have just gotten/restocked #griffey 1 Max recently, and they dont have 10.5 of course! #pissed http://someurl",Twitter for iPhone,2016-12-27T18:27:24.000Z,#pissed,,8817832,
everyone,en,813812458112614400,902914686,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",813812458112614400,#PISSED because I lost 3 snap streaks with people when we still snapped eachother in the same day what the fuck @someuser,Twitter for iPhone,2016-12-27T18:23:04.000Z,#pissed,,,{'place_id': '926a4f92afde501e'}
everyone,en,813810285836431360,613759220,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",813810285836431360,My appt. was 30 minutes ago. Everyone who got here after me has already gone back. Im still waiting. #pissed,Twitter for iPhone,2016-12-27T18:14:26.000Z,#pissed,,,
everyone,en,813809520229154819,342205294,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",813809520229154819,When the Hepples met the Pearsons and we tried and chose the wedding wine! #wedding #pissed... http://someurl,Instagram,2016-12-27T18:11:24.000Z,#pissed,,,
everyone,en,813804642421207040,49233819,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",813804642421207040,A close(?) friend got married and he didnt even tell me. Just thought we were tight. Guess not. Someones off my wedding guest list. #pissed,Twitter for Android,2016-12-27T17:52:01.000Z,#pissed,,,
everyone,en,813802838941958144,109743976,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",813802838941958144,#JoshHomme was on @someuser 2 wks ago... My DVR did not record it and its not OnDemand for some reason😩😩😩 #wtf #gtfoh #pissed WHYYYYY,Twitter for iPhone,2016-12-27T17:44:51.000Z,#pissed,,,
everyone,en,813788053588185088,2247989789,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",813788053588185088,Am I the only only whos bitter about #ffxv ending for not being  of cgi-movie quality!? Just realised this now #subtleyetobvious #pissed,Twitter for Android,2016-12-27T16:46:06.000Z,#pissed,,,
everyone,en,813783324745408512,752214582903668736,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",813783524016877568,@someuser I literally threw the whole cup away 😞 #pissed,Twitter for iPhone,2016-12-27T16:28:06.000Z,#pissed,"[{'type': 'replied_to', 'id': '813783324745408512'}]",241527685,
everyone,en,813776818071339008,257191439,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 3, 'quote_count': 0}",813776818071339008,I hate life right now =_= #Pissed because I missed such a great opportunity ._.,Twitter Web Client,2016-12-27T16:01:27.000Z,#pissed,,,
everyone,en,813761023551426560,115257255,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",813761023551426560,Stomach be fucked up on the first bite smh #Pissed,Twitter for iPhone,2016-12-27T14:58:41.000Z,#pissed,,,
everyone,en,813760358997520384,19041468,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",813760358997520384,@someuser @someuser - You SUCK! 1 wk of outages. I work from home and cant work half days w/ your ability to keep your network up!! #pissed,Twitter for iPhone,2016-12-27T14:56:03.000Z,#pissed,,89587925,
everyone,en,813746682135515136,2455391924,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",813746682135515136,Cheetahs are almost extinct thanks to stupid people and poachers 😌 hope yall are happy 😡 #pissed,Twitter for iPhone,2016-12-27T14:01:42.000Z,#pissed,,,{'place_id': '4ec01c9dbc693497'}
everyone,en,813742263792791552,335516312,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",813742263792791552,@someuser thanks for automatically renewing my membership after telling me Id be notified prior to said renewal so I could cancel. #pissed,Twitter for Android,2016-12-27T13:44:08.000Z,#pissed,,15690243,
everyone,en,813738381410586624,414324787,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",813738381410586624,Flying into Boise to go home today... AND THE ROADS ARE ALREADY FUCCCKING CLOSED #pissed #fuckholidaytravel #thisisgay,Twitter for iPhone,2016-12-27T13:28:43.000Z,#pissed,,,
everyone,en,813722192680808450,2988535623,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",813722192680808450,"Mosquitoes ,Dead rat smell. Hot, Humid weather ,sand fleas, deer flies. Thats my morning . #FML #Job #Stress #Hate #this #Quit #Pissed",Twitter for Windows Phone,2016-12-27T12:24:23.000Z,#pissed,,,
everyone,en,813717717580587016,32479523,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",813717717580587016,"@someuser Why would an offer come through that was accepted, to find out you were lying? #customerservice #pissed",Twitter for iPhone,2016-12-27T12:06:36.000Z,#pissed,,274673392,
everyone,en,813712294475657218,509168305,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",813712294475657218,"Why woud @someuser cancel the 6:48 from SA for a week, w/o making any announcements on Friday? Some of us have to go to work.#pissed",Twitter for iPhone,2016-12-27T11:45:03.000Z,#pissed,,,
everyone,en,813702002169495552,812572754511806464,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",813702002169495552,I really fucking hate when people eat with their mouth wide open | #annoyed #wtf #pissed,Twitter for iPhone,2016-12-27T11:04:09.000Z,#pissed,,,
everyone,en,813698207469293568,269541732,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",813698207469293568,It was a great Christmas night out! Thanks everyone🎄🎅🎉🍻🍷🍖| | #christmas #nightout #pissed #2016 @someuser http://someurl,Instagram,2016-12-27T10:49:05.000Z,#pissed,,,
everyone,en,813696967897444352,818227854,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",813696967897444352,Never Ever Speak To Abo Gogo In Jozi CBD| They Are The Worst Criminals| #Pissed,Mobile Web (M2),2016-12-27T10:44:09.000Z,#pissed,,,
everyone,en,813683324426354688,417178937,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",813683324426354688,@someuser Been having this issue for a week now about linking my account to @someuser WHY IG WHY??? #Instagram #Twitter #Issue #Pissed http://someurl,Twitter for iPhone,2016-12-27T09:49:56.000Z,#pissed,,180505807,
everyone,en,813678386107269120,356371988,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",813678386107269120,Oh and Im pretty positive shes using my expensive ass body wash cause I can fucking smell it. #pissed,Twitter for iPhone,2016-12-27T09:30:19.000Z,#pissed,,,
everyone,en,813671029998395394,719418603632664577,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",813671029998395394,When you get a job and they ask if you want to get paid before xmas but its been 5 days and I still havent been paid. #pissed,Twitter for Android,2016-12-27T09:01:05.000Z,#pissed,,,
everyone,en,813668881470525440,805340881213603840,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",813668881470525440,Never trust an enemy...they fuck u up the worse kind but u see it coming...friends u neva...lifes a bitch fuck it...#pissed,Twitter for Android,2016-12-27T08:52:33.000Z,#pissed,,,
everyone,en,813650883170877440,2460790418,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",813650883170877440,My mood just dropped so fucking fast. #pissed,Twitter for iPhone,2016-12-27T07:41:02.000Z,#pissed,,,{'place_id': '684b2b4e552bfa08'}
everyone,en,813650882973880321,1380825806,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",813650882973880321,#Bristmas was totally successful tho! Ben and Randy were absolutely #pissed it was great! Im gonna miss the #Canadians and Ben!,Twitter Web Client,2016-12-27T07:41:02.000Z,#pissed,,,
everyone,en,813632715492724736,135398367,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",813632715492724736,Passengers who pay an arm and a leg for flights should NEVER be waiting on a fucking pilot #SouthwestAirlines #pissed,Twitter for iPhone,2016-12-27T06:28:50.000Z,#pissed,,,
everyone,en,813630369857683456,1491667003,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",813630369857683456,"@someuser just gave me this....and called in cinnamon delights, where is the cinnamon? #notworth$4.29 #pissed #workerwasmean http://someurl",Twitter for Android,2016-12-27T06:19:31.000Z,#pissed,,7831092,
everyone,en,813618434269323264,789340552382717953,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",813623121018114048,@someuser no cheese...... #pissed,Twitter for iPhone,2016-12-27T05:50:43.000Z,#pissed,"[{'type': 'replied_to', 'id': '813618434269323264'}]",789340552382717953,{'place_id': '00493354515eda8e'}
everyone,en,813618554448781312,362040653,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",813618960897810433,"@someuser horrible performance, so #pissed rn #SMH",Twitter for Android,2016-12-27T05:34:11.000Z,#pissed,"[{'type': 'replied_to', 'id': '813618554448781312'}]",34755643,
everyone,en,813614404994531328,563014256,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",813614404994531328,Fuck all u niggas #pissed,Twitter for Android,2016-12-27T05:16:05.000Z,#pissed,,,
everyone,en,813607851763658756,43772839,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",813607851763658756,Seriously the one WR I dont need getting points and he throws a TD pass? #Pissed http://someurl,Twitter for iPhone,2016-12-27T04:50:02.000Z,#pissed,"[{'type': 'quoted', 'id': '813590647760306177'}]",,
everyone,en,813607334266040321,27287001,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",813607334266040321,Spent my time folding clothes at the laundry mat just for my grandma to refill everything once I get home #pissed!,Twitter for iPhone,2016-12-27T04:47:59.000Z,#pissed,,,
everyone,en,813602769307308032,587533044,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 2, 'quote_count': 0}",813602769307308032,"Tied @someuser in the first round of the playoffs, out scored all of his opponents since then and he just won the Fantasy title....#pissed",Twitter for iPhone,2016-12-27T04:29:50.000Z,#pissed,,,
everyone,en,813595898131398656,127973790,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",813595898131398656,Since when did Totally Tan close?! #pissed,Twitter for iPhone,2016-12-27T04:02:32.000Z,#pissed,,,
everyone,en,813592297140948992,531571795,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 8, 'quote_count': 0}",813592297140948992,just waited in a 40 min line for in n out & it was the worst meal I have ever eaten from there.. #pissed,Twitter for iPhone,2016-12-27T03:48:14.000Z,#pissed,,,
everyone,en,813592126588125187,3429338889,"{'retweet_count': 2, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",813592126588125187,Anyone noticed that http://someurl has 4 dallass highlight vids & NO @someuser vids? #DetroitvsEverybody #pissed  #OnePride #whatAjoke http://someurl,Twitter for Android,2016-12-27T03:47:33.000Z,#pissed,,,
everyone,en,813589332443402240,1162277221,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",813589332443402240,This is the 3rd time in a week that my furnace has stopped working #freezing #pissed #jesusmakeitwarm http://someurl,Twitter for iPhone,2016-12-27T03:36:27.000Z,#pissed,,,
everyone,en,813580057843273734,564158266,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",813580057843273734,@someuser way to go on blacking out the Cowboys game half way through the second. Cant watch what I paid for? #cancelling #pissed,Twitter for iPhone,2016-12-27T02:59:36.000Z,#pissed,,752919901203894272,
everyone,en,813555566035562497,219426253,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",813555566035562497,Fernet oclock with jimbuck85 #fernet #pissed #xmas #nofilter #alcohol #drink http://someurl,Instagram,2016-12-27T01:22:16.000Z,#pissed,,,
everyone,en,813545663657050112,806110639601176576,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",813545663657050112,Allardyces Palace pissed off via Deeney equaliser -- #Allardyces #Palace #pissed #off #v... http://someurl http://someurl,NewsMiM.com,2016-12-27T00:42:55.000Z,#pissed,,,
everyone,en,813537399074603008,2282625264,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",813537399074603008,You always gottta find a way to ruin my mood #pissed 😤,Twitter for iPhone,2016-12-27T00:10:05.000Z,#pissed,,,
everyone,en,813526553233502208,636743353,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",813527433630531586,@someuser didnt gain a single pound. Ill never reach my goal now. #Pissed,Twitter for Android,2016-12-26T23:30:29.000Z,#pissed,"[{'type': 'replied_to', 'id': '813526553233502208'}]",636743353,
everyone,en,813523104987279361,173326570,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",813523104987279361,Just got home and the folks upstairs already having a track meet. #pissed,Twitter for iPhone,2016-12-26T23:13:17.000Z,#pissed,,,
everyone,en,813522243032666112,473591221,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",813522243032666112,Everybody wanna be a STAR until theyre called upon to be a STAR #Pissed,Twitter for iPhone,2016-12-26T23:09:51.000Z,#pissed,,,
everyone,en,813497088369688576,596090360,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 4, 'quote_count': 0}",813519301348970496,@someuser @someuser @someuser Wtf am I? Ugly step friend no one likes #pissed,Twitter for iPhone,2016-12-26T22:58:10.000Z,#pissed,"[{'type': 'replied_to', 'id': '813497088369688576'}]",2170608422,
everyone,en,813518782027223040,4850358363,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",813518782027223040,Giz a kiss #pissed http://someurl,Twitter for iPhone,2016-12-26T22:56:06.000Z,#pissed,,,
everyone,en,813510133053431808,25648802,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 3, 'quote_count': 0}",813510133053431808,He literally just gave me a big chop & i look like im either a) about to start a natural hair blog or b) a new Ifá initiate & im c) #pissed,Twitter for iPhone,2016-12-26T22:21:44.000Z,#pissed,,,
everyone,en,813498789596135424,298978560,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",813498789596135424,"Weve renamed this card game Whats Happening?| As this is the most frequently said sentence.| (By frequent, I mean every 2 mins).| | #pissed",Twitter for iPhone,2016-12-26T21:36:40.000Z,#pissed,,,
everyone,en,813484984703062016,90631758,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",813495697819504641,"@someuser sorry, wrong person lol #pissed",Twitter for Android,2016-12-26T21:24:23.000Z,#pissed,"[{'type': 'replied_to', 'id': '813484984703062016'}]",19854851,
everyone,en,813493185297207297,774794335137116160,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",813493185297207297,Hey @someuser why aint there any cashier aisle open. 5 aisle open and lines back to the clothes on everyone! #pissed,Twitter for Android,2016-12-26T21:14:24.000Z,#pissed,,,
everyone,en,813491338087956481,2724828470,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 3, 'quote_count': 1}",813491338087956481,Sick of speedways bull shit never have the juul pods I want #pissed,Twitter for iPhone,2016-12-26T21:07:03.000Z,#pissed,,,
everyone,en,813486527892295680,19997135,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",813486527892295680,#tyrkry #pissed to fuck http://someurl,Twitter for Android,2016-12-26T20:47:56.000Z,#pissed,,,
everyone,en,813484449182744576,287262510,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",813484449182744576,"So I drive 20 min to the gym thinking its open, checked online prior, pre workout consumed, annnnnd its closed. Fuck. #pissed",Twitter for iPhone,2016-12-26T20:39:41.000Z,#pissed,,,
everyone,en,813478377386446848,177934949,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",813478377386446848,ugh why is it so fcking hard to get ultra boost in my size #pissed,Twitter for iPhone,2016-12-26T20:15:33.000Z,#pissed,,,
everyone,en,813474855584759810,197890195,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",813474855584759810,"Oooohhh booze, bananarama and Boxing Day! @someuser #pissed #pleased #pieeyed http://someurl",Twitter for iPhone,2016-12-26T20:01:33.000Z,#pissed,,,
everyone,en,813473394738008064,619555479,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",813473394738008064,And Christmas is complete #COYB #Pissed,Twitter Web App,2016-12-26T19:55:45.000Z,#pissed,,,
everyone,en,813472329984569344,40377255,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",813472329984569344,"@someuser ordered a pizza that was a half hr late and then got the wrong pizza! Called the store, no answer! #GrandAve   #st.paul #pissed",Twitter for iPhone,2016-12-26T19:51:31.000Z,#pissed,,31444922,
everyone,en,813471087753306112,2310104264,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",813471087753306112,"getting #pissed on new years eve, seeing fiatp in february, atl in march, green day in july and if i get my shit together reading festival http://someurl",Twitter for Android,2016-12-26T19:46:35.000Z,#pissed,"[{'type': 'quoted', 'id': '813094552173166592'}]",,
everyone,en,813467839424184321,568728077,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",813467839424184321,If everything I ate yesterday doesnt go straight to booty gains Im gonna be #pissed,Twitter for iPhone,2016-12-26T19:33:41.000Z,#pissed,,,
everyone,en,813465591189225472,282112932,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 1}",813465591189225472,"To who stole $500 out of my car, Fuck you. I hope you and your family die a slow death to cancer. And your dog gets hit by a car. #pissed",Twitter for Android,2016-12-26T19:24:45.000Z,#pissed,,,
everyone,en,813464176521842690,1078179582,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",813464176521842690,Merry freakin Christmas too me..| Someone hacked my bank account and paid their Dish bill. #pissed #wannakillsomeone,Twitter for iPhone,2016-12-26T19:19:07.000Z,#pissed,,,
everyone,en,813455047342325760,43717316,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",813455047342325760,@someuser your rentals @ BNA airport is terrible. Why did I reserve a car weeks ago 2 be told I have to wait an hour for a car?!! #pissed,Twitter for Android,2016-12-26T18:42:51.000Z,#pissed,,28111785,
everyone,en,813454571150475269,45363623,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 3, 'quote_count': 0}",813454571150475269,When you go to @someuser house and they offer you a glass of wine... or a jug? #pissed http://someurl,Twitter for iPhone,2016-12-26T18:40:57.000Z,#pissed,,,
everyone,en,813449240643072001,2153771533,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",813449240643072001,I hate everyone that thinks girls are just a peace of ass and dont care about them #pissed,Twitter for iPad,2016-12-26T18:19:46.000Z,#pissed,,,
everyone,en,813448092817178626,161171973,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",813448229736038400,"@someuser bro forreal, it was frozen last week for like a day. Then it melted lol #Pissed",Twitter for iPhone,2016-12-26T18:15:45.000Z,#pissed,"[{'type': 'replied_to', 'id': '813448092817178626'}]",2729426499,
everyone,en,813424268063150081,1169688726,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",813445514054299648,"@someuser I was winning on one slot one time and I got up to cash out, came back and this old man was on my slot and he hit BIG! #Pissed",Echofon,2016-12-26T18:04:58.000Z,#pissed,"[{'type': 'replied_to', 'id': '813444975568551940'}]",277297105,
everyone,en,813439003642892288,795982166844805120,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",813439003642892288,"Come join me, or youll be left behind #BIGOLIVE > #pissed off.  http://someurl http://someurl",Twitter for iPhone,2016-12-26T17:39:06.000Z,#pissed,,,
everyone,en,813436655822520320,611403764,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 1, 'quote_count': 0}",813436655822520320,"Why the hell is everything closed, like its Monday and Christmas is over. Get back to work America #pissed",Twitter for Android,2016-12-26T17:29:46.000Z,#pissed,,,
everyone,en,813428744715194369,104516772,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",813428744715194369,Northampton with a 93rd minute goal and then Bradford and Scunthorpe let me down #Pissed http://someurl,Twitter for iPhone,2016-12-26T16:58:20.000Z,#pissed,,,
everyone,en,813427259692449793,23641307,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",813427259692449793,"http://someurl #pissed didnt want2unlock til I started upgrading! Shouldnt just by clicking pic,not unlock! http://someurl",Twitter for Android,2016-12-26T16:52:26.000Z,#pissed,,,
everyone,en,813417783451090944,4658760276,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",813417783451090944,When you lose a streak on snap that youve been working on for 99 days.🙄🙄 #pissed,IFTTT,2016-12-26T16:14:46.000Z,#pissed,,,
everyone,en,813411571699421184,2817726888,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",813411571699421184,@someuser way to schedule me 4 a rental pick up and then not call me to tell me you dont open today. #pissed Any other rental org suggestions?,Twitter for iPhone,2016-12-26T15:50:05.000Z,#pissed,,18001417,
everyone,en,813411354912686081,2149750216,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",813411354912686081,Lost weight unsure HOW but now Im pissed cause now I still have five pounds left to gain #pissed,Twitter for iPhone,2016-12-26T15:49:14.000Z,#pissed,,,
everyone,en,813400546753335296,415861880,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",813400546753335296,Nice to see @someuser enjoying Christmas #pissed http://someurl,Twitter for iPhone,2016-12-26T15:06:17.000Z,#pissed,,,
everyone,en,813400156020166657,2871341,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",813400156020166657,2016 just got personal #pissed,Twitter for iPhone,2016-12-26T15:04:44.000Z,#pissed,,,
everyone,en,813398455670493185,102207169,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",813398455670493185,Guess my friend wont get part of her Christmas gift because @someuser dont reply to tickets... #pissed #😒,Twitter for iPhone,2016-12-26T14:57:58.000Z,#pissed,,,
everyone,en,813394178453467137,1121033791,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",813394178453467137,NOBODY IN MY FAMILY HAS RESPECT FOR OTHER PEOPLES TIME🙄🙄🙄😡 #PISSED,Twitter for iPhone,2016-12-26T14:40:58.000Z,#pissed,,,
everyone,en,813388586531823616,749934582817026048,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",813388586531823616,When someone kindly buys you a load of nasty beer for Xmas and you have to plough through it before drinking your own. #pissed #brownbeer,Twitter for iPhone,2016-12-26T14:18:45.000Z,#pissed,,,
everyone,en,813383164928389120,69734011,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",813383164928389120,Woke up early thinking I had to open up the store...dont go in until 11:30 #pissed,Twitter for iPhone,2016-12-26T13:57:13.000Z,#pissed,,,
everyone,en,813382712127983616,724421445099495425,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",813382712127983616,Wow people never fail to piss me off huh 💢💢💢 #pissed,Twitter for Android,2016-12-26T13:55:25.000Z,#pissed,,,
everyone,en,813366481295552512,785438742999818240,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",813366481295552512,oh come on rain ! | R.I.P. MAKEUP #Pissed,Twitter Web Client,2016-12-26T12:50:55.000Z,#pissed,,,
everyone,en,813359342195970048,2833664295,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",813359342195970048,I cannot wait to get home and scram the Boxing Day buffet and get smashed. #BoxingDay #buffet #smashed #pissed #drunk #absinthe #bringiton💪🏼,Twitter for iPhone,2016-12-26T12:22:33.000Z,#pissed,,,
everyone,en,813350808226037760,54754726,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",813350808226037760,its been a WHOLE WEEK and @someuser STILL hasnt found my luggage 🙄 #pissed #findmybag #getyourshittogether,Twitter for iPhone,2016-12-26T11:48:38.000Z,#pissed,,,
everyone,en,813349872480976897,2199599345,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",813349872480976897,"Mood: #pissed| No Bigbang, Blackpink, CL and Sechskies red carpet. | #SBSGayoDaejun",Twitter for BlackBerry,2016-12-26T11:44:55.000Z,#pissed,,,
everyone,en,813349225920663552,115886663,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",813349225920663552,Some people convince you to go with them to KFC and expect pay #Pissed  this is not #Ayoba  @someuser,Twitter for Android,2016-12-26T11:42:21.000Z,#pissed,,,"{'place_id': 'af5ad75457a60467', 'coordinates': {'type': 'Point', 'coordinates': [28.411213, -26.1341975]}}"
everyone,en,813339167895613440,197419311,"{'retweet_count': 1, 'reply_count': 2, 'like_count': 6, 'quote_count': 0}",813339167895613440,Professionalism and respect guys.. try it. -_- #pissed,Twitter Web Client,2016-12-26T11:02:23.000Z,#pissed,,,
everyone,en,813333117612204032,129466781,"{'retweet_count': 1, 'reply_count': 2, 'like_count': 2, 'quote_count': 0}",813333117612204032,Contemplating trying to recreate the #Denbigh #BoxingDay  feeling by having my first #drink of the day at bang on 11am! #pissed,Twitter for Android,2016-12-26T10:38:20.000Z,#pissed,,,{'place_id': '68f3012fe4848e35'}
