source,conversation_id,author_id,text,referenced_tweets,in_reply_to_user_id,reply_settings,created_at,id,public_metrics,geo,lang,search_query
Twitter for Android,754759324375904257,3531931215,Als ons geklaag over het #weer  de diep trieste omstandigheden in de wereld konden verbeteren zou ik een marathon houden. #Nice #Turkey #sad,,,everyone,2016-07-17T19:27:00.000Z,754759324375904257,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,nl,#sad
Hootsuite,754754059303780352,194533719,Het einde van 30 jaar Blokkeer/Duinrelltoernooi http://someurl #sad #bedankt #vrijwilligers #toptoernooi,,,everyone,2016-07-17T19:06:05.000Z,754754059303780352,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",,nl,#sad
Tweetbot for iΟS,754662551691091968,75040437,"@someuser nog een weekje vrij, maar wel weer terug in de kou, ja #sad","[{'type': 'replied_to', 'id': '754746526811947008'}]",18083049,everyone,2016-07-17T19:06:02.000Z,754754050097381376,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,nl,#sad
Twitter for iPhone,754387456305291264,30191390,@someuser geen idee dat spel is nog steeds overbelast! #sad,"[{'type': 'replied_to', 'id': '754420746017988608'}]",42004522,everyone,2016-07-16T21:09:41.000Z,754422779064221696,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,nl,#sad
Twitter for iPad,754241226648457216,405775258,Omstander weigert gecrashte agent te helpen: Ik ben geen politievriend| Het Nederland van nu. Soms best ziek.| #sad| | http://someurl,,,everyone,2016-07-16T09:08:16.000Z,754241226648457216,"{'retweet_count': 20, 'reply_count': 5, 'like_count': 8, 'quote_count': 8}",,nl,#sad
Twitter for iPhone,754139488398573568,58277348,"Normaal gesproken lees ik nu even het nieuws op nu.nl, ik denk dat ik dat deel van mijn ochtendritueel even oversla. #sad",,,everyone,2016-07-16T02:23:59.000Z,754139488398573568,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",{'place_id': '32d6f273d0426c1f'},nl,#sad
Twitter for Android,754100817142091776,215739554,@someuser ohja #sad,"[{'type': 'replied_to', 'id': '754100817142091776'}]",215739554,everyone,2016-07-15T23:50:37.000Z,754100889884000257,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,nl,#sad
Twitter for Android,754082731223556096,294027722,Alle...krijg te horen dat Erdogan van heel de coup wist en waarschijnlijk deze samen gepland heeft...gewoon om onrust te stoken... #sad,,,everyone,2016-07-15T22:38:27.000Z,754082731223556096,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,nl,#sad
Twitter for Android,754077422706909186,1147826694,Wat is er toch aan de hand op deze wereld! #sad #turkey,,,everyone,2016-07-15T22:17:22.000Z,754077422706909186,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,nl,#sad
Twitter for iPhone,754057185617965056,49162428,"Erdogan moest weg (understatement) , maar dit is niet de manier!! #Turkey #sad #afraid  http://someurl","[{'type': 'quoted', 'id': '754049141186109441'}]",,everyone,2016-07-15T20:56:57.000Z,754057185617965056,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,nl,#sad
Twitter for Android,753975115004645376,499626507,En goeie teksten. #sad,"[{'type': 'replied_to', 'id': '753975115004645376'}]",499626507,everyone,2016-07-15T15:34:14.000Z,753975970785353728,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,nl,#sad
Twitter Web Client,753960939641241600,3041280159,@someuser zocht er ook al eentje vandaag maar niks gevonden #sad :( xD,"[{'type': 'replied_to', 'id': '753960939641241600'}]",2939264103,everyone,2016-07-15T14:45:11.000Z,753963626810183680,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,nl,#sad
Twitter for Android,753941153117007872,85648974,RIP pooiergolf van @someuser #sad,,,everyone,2016-07-15T13:15:53.000Z,753941153117007872,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 1}",{'place_id': '99cdab25eddd6bce'},nl,#sad
Twitter for Android,753927314287755264,3084560723,RT @someuser Trop is TE VEEL! #nice #prayfornice #sad 😞😞|  http://someurl,"[{'type': 'retweeted', 'id': '753715846288203776'}]",,everyone,2016-07-15T12:20:53.000Z,753927314287755264,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,nl,#sad
Twitter for Android,753910468067074048,2335330110,Ik betwijfel als ik ooit kinderen op deze wereld wil zetten.. #sad,,,everyone,2016-07-15T11:13:57.000Z,753910468067074048,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,nl,#sad
Twitter for iPhone,753842663187632129,129036432,Slachtwagen. #NiceAttack #sad,,,everyone,2016-07-15T06:44:31.000Z,753842663187632129,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",{'place_id': '2eb454a27a749770'},nl,#sad
Twitter for iPad,753842348941991936,86273371,Wat een idioten leven er toch in de wereld #sad #nice #verschrikkelijk,,,everyone,2016-07-15T06:43:16.000Z,753842348941991936,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,nl,#sad
Instagram,753830042392682496,178281946,Zo verschrikkelijk verdrietig... - So so sad...| #sad #verdriet #nice #istanbul #bagdad #brussels... http://someurl,,,everyone,2016-07-15T05:54:22.000Z,753830042392682496,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,nl,#sad
Twitter for iPhone,753823120364965888,123225619,Wat een verschrikkelijk beeld....😔 #sad http://someurl,"[{'type': 'quoted', 'id': '753711947367976960'}]",,everyone,2016-07-15T05:26:51.000Z,753823120364965888,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,nl,#sad
Twitter for Android,753724362574954496,217558374,@someuser @someuser De Tour mag morgen uit respect voor de slachtoffers wel stil gelegd worden #nice #sad #TourdeFrance,"[{'type': 'replied_to', 'id': '753724362574954496'}]",52349731,everyone,2016-07-14T22:59:32.000Z,753725648095612932,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,nl,#sad
Twitter for iPhone,753715872771047424,1337749086,"RT @someuser Wanneer zal dit stoppen? Hoeveel keer zullen we nog pray for ... moeten delen? 🙏🏼 zieke wereld, zieke mensen... #sad...","[{'type': 'retweeted', 'id': '753714830960365569'}]",,everyone,2016-07-14T22:20:42.000Z,753715872771047424,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,nl,#sad
Twitter for Android,753715846288203776,551138743,Trop is TE VEEL! #nice #prayfornice #sad 😞😞|  http://someurl,,,everyone,2016-07-14T22:20:35.000Z,753715846288203776,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,nl,#sad
Twitter for iPhone,753714830960365569,4129696330,"Wanneer zal dit stoppen? Hoeveel keer zullen we nog pray for ... moeten delen? 🙏🏼 zieke wereld, zieke mensen... #sad #PrayForNice #peace 😢",,,everyone,2016-07-14T22:16:33.000Z,753714830960365569,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,nl,#sad
Twitter for iPhone,753713804140240896,151949069,"Hoe vaak moeten we dit nog zien? Om te kotsen al die aanslagen, kappen nou! #nicefrance #sad #BastilleDay #monsters http://someurl","[{'type': 'quoted', 'id': '753710797243768834'}]",,everyone,2016-07-14T22:12:28.000Z,753713804140240896,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",{'place_id': 'ef0bc536202c76e3'},nl,#sad
Twitter for iPhone,753711645818511362,268766900,@someuser NOS-verslaggevers zijn sowieso hilarisch bij plotselinge gebeurtenissen. Dat kan een 10-jarig -1 kind ook ;) #sad #Nice,"[{'type': 'replied_to', 'id': '753711645818511362'}]",1260628848,everyone,2016-07-14T22:09:23.000Z,753713026096824320,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,nl,#sad
Twitter for iPhone,753711686545276928,916773410,"Plan voor vnv was vuurwerk in Nice gaan bekijken, gelukkig zijn we nog van gedacht veranderd 😳🙁 #sad",,,everyone,2016-07-14T22:04:04.000Z,753711686545276928,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 8, 'quote_count': 0}",,nl,#sad
Twitter for iPhone,753703407706370051,395419060,Kostelijk vermaak vandaag met #tdf etappe naar #MontVentoux maar in #Phoenix en #Nice schiet men er weer op los #sad,,,everyone,2016-07-14T21:31:10.000Z,753703407706370051,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",{'place_id': '78812364f4fd264d'},nl,#sad
Twitter for BlackBerry®,753638193258500096,1247813862,"Ugh,die #Waggie ding kan maar nou klaar kry.Ek voel so ongemaklik,pleks hulle wys nou vir #Paula #Sad#7deLaan",,,everyone,2016-07-14T17:12:01.000Z,753638193258500096,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,nl,#sad
Twitter for iPhone,753623733915512836,758013348,@someuser HAHA ik had ook ooit zon situatie. #sad,"[{'type': 'replied_to', 'id': '753623733915512836'}]",892983170,everyone,2016-07-14T17:04:50.000Z,753636383537897472,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,nl,#sad
Twitter for iPhone,753610189241257984,18937447,Altijd als ik #boos kijk ga ik tussendoor roken of andere dingen doen omdat t anders zo snel voorbij is #sad http://someurl,"[{'type': 'quoted', 'id': '753591710538690560'}]",,everyone,2016-07-14T15:20:45.000Z,753610189241257984,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 12, 'quote_count': 1}",,nl,#sad
TweetDeck,753489408255488000,196941150,MA WAG VIR HULP NADAT 6 KIDS STERF| #mother #kids #sad| http://someurl http://someurl,,,everyone,2016-07-14T07:20:48.000Z,753489408255488000,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,nl,#sad
Twitter for iPhone,753302950697639936,908872496,@someuser @someuser ik wil die app ook #sad,"[{'type': 'replied_to', 'id': '753331305480351744'}]",730393150209052672,everyone,2016-07-13T20:53:26.000Z,753331526637608960,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 1, 'quote_count': 0}",,nl,#sad
Twitter for iPhone,753315754779475969,39084813,@someuser dit wordt echt hel als ik American Horror Story klaar ben #sad,"[{'type': 'replied_to', 'id': '753315754779475969'}]",114751034,everyone,2016-07-13T19:51:26.000Z,753315922136432642,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,nl,#sad
Twitter for iPhone,753311831607873536,1601084718,Zoveel mooie sneakers van Adidas  die ik zie op Twitter maar geen enkel die je kan vinden in de online shop #sad,,,everyone,2016-07-13T19:35:11.000Z,753311831607873536,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,nl,#sad
TweetDeck,753309102554701828,85648974,"Nou ja zeg, die malle @someuser heeft me zomaar ontvolgt! #sad",,,everyone,2016-07-13T19:24:20.000Z,753309102554701828,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,nl,#sad
Twitter for iPhone,753280271840051200,438416355,Iemand enig idee hoe dit kan? Heb al zeker 2 km gelopen maar mn ei komt niet uit #PokemonGO #Sad http://someurl,,,everyone,2016-07-13T17:29:46.000Z,753280271840051200,"{'retweet_count': 0, 'reply_count': 4, 'like_count': 0, 'quote_count': 0}",,nl,#sad
Twitter for Android,753217816388628480,717268767567429633,Altijd hetzelfde. Nooit goed kunnen doen doet pijn. 😔 #sad http://someurl,,,everyone,2016-07-13T13:21:36.000Z,753217816388628480,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,nl,#sad
Twitter for Android,753025400230391809,525847704,@someuser geen contact te krijgen met jullie klantenservice #tele2 #tele2fail #nocustomerservice #sad http://someurl,,179928132,everyone,2016-07-13T00:37:00.000Z,753025400230391809,"{'retweet_count': 1, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",,nl,#sad
Twitter for iPhone,752885324087488512,568439172,@someuser waarom is de video ja. Verwijderd? :( zat er naar uit te kijken om hem te bekijken 😔 #sad,,402858635,everyone,2016-07-12T15:20:23.000Z,752885324087488512,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,nl,#sad
TweetDeck,752769914495262721,196941150,MA IN SKOK NA MOORD OP SEUN| #mother #son #murdered #shocked #sad | http://someurl http://someurl,,,everyone,2016-07-12T07:41:48.000Z,752769914495262721,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,nl,#sad
Twitter for Android,752607156873158656,2891536468,@someuser | | Volwassenen met zon theemuts in primaire kleuren op hun kop. #sad,"[{'type': 'replied_to', 'id': '752607156873158656'}]",69407602,everyone,2016-07-11T21:55:01.000Z,752622245999218688,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,nl,#sad
Twitter for iPhone,752621145447337984,1949453790,Hoe een spel meer aandacht krijgt dan echte mensen #sad,,,everyone,2016-07-11T21:50:38.000Z,752621145447337984,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",,nl,#sad
Twitter for Android,752601133806448641,717268767567429633,Tleven kan soms heel hard zijn. #sad 😭,,,everyone,2016-07-11T20:31:07.000Z,752601133806448641,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,nl,#sad
Twitter Web Client,752599669088391168,261644981,Dat doen ze niet. Dan maar een muziek docu bekijken. #sad http://someurl,"[{'type': 'quoted', 'id': '752599130946596864'}]",,everyone,2016-07-11T20:25:18.000Z,752599669088391168,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,nl,#sad
Twitter for Android,752570544432803840,65770272,"#Sad omdat ik geen gyroscope heb en dus niet Pokémon GO in AR kan spelen. Wauw, het lijkt bijna alsof ik verstand van dit soort dingen heb.",,,everyone,2016-07-11T18:29:34.000Z,752570544432803840,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,nl,#sad
Twitter for iPhone,752564622784335873,2400823567,Omw home #sad,,,everyone,2016-07-11T18:06:02.000Z,752564622784335873,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,nl,#sad
Twitter for iPhone,752416576335405056,414819330,@someuser open alsjeblieft die snapchats van xlaurynn #hardgaan #sad #BOOS http://someurl,,65881225,everyone,2016-07-11T08:17:45.000Z,752416576335405056,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,nl,#sad
Twitter for iPhone,752258884862173187,1310758482,@someuser ha mijn verjaardag is over 7 minuten over #sad,"[{'type': 'replied_to', 'id': '752259285875294210'}]",963245323,everyone,2016-07-10T21:53:37.000Z,752259507946938368,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,nl,#sad
Curious Cat,752233252048494592,2336967200,Ben je #sad :( of #unsad :) — okee lotte http://someurl,,,everyone,2016-07-10T20:09:17.000Z,752233252048494592,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,nl,#sad
Twitter for iPhone,719908538244538372,139764786,@someuser omg jezus ik zie dit nu pas hahahaha #sad,"[{'type': 'replied_to', 'id': '719908538244538372'}]",143368894,everyone,2016-07-10T19:39:15.000Z,752225693950500864,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,nl,#sad
Twitter for iPhone,752174770976911360,436968990,@someuser triest gezicht vast zon meisje dat Pokemons aan t vangen is #sad,"[{'type': 'replied_to', 'id': '752178563483308032'}]",605677337,everyone,2016-07-10T16:32:33.000Z,752178709210292224,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",,nl,#sad
Twitter for iPhone,752174770976911360,605677337,"@someuser nee, ik moet naar de speeltuin die zowat voor mn huis is #sad","[{'type': 'replied_to', 'id': '752178464158015488'}]",436968990,everyone,2016-07-10T16:31:58.000Z,752178563483308032,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",,nl,#sad
TweetDeck,751888006970245120,85648974,@someuser Ik heb helemaal niks meer x) #sad,"[{'type': 'replied_to', 'id': '751889337223114752'}]",3239379563,everyone,2016-07-09T21:22:53.000Z,751889385487011840,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,nl,#sad
TweetDeck,751888006970245120,85648974,Ik heb honger. Maar al mn voedsel is op .. #sad,,,everyone,2016-07-09T21:17:24.000Z,751888006970245120,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 2, 'quote_count': 0}",,nl,#sad
Twitter Web Client,751881182225264640,3837724941,Nsj uitverkocht...heel heel jammer. Nu op tv kijken maar das toch anders #nsj2016 #npo3 #missit #sad,,,everyone,2016-07-09T20:50:17.000Z,751881182225264640,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,nl,#sad
Twitter for Android,751755705460424704,194879200,Politiegeweld: de videos die leidden tot boosheid en rellen - http://someurl #SAD #brutal,,,everyone,2016-07-09T12:31:41.000Z,751755705460424704,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,nl,#sad
Twitter for iPhone,751543051424759809,92541877,Ik wist dus niet dat my man James Blake in het land was en nu ben ik #sad ☹️ http://someurl,"[{'type': 'quoted', 'id': '751529467512848384'}]",,everyone,2016-07-08T22:26:41.000Z,751543051424759809,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,nl,#sad
Zapier.com,751415162398179328,728455909073027072,Let Eid strengthen brotherhood: CM http://someurl #be #happy #not #sad,,,everyone,2016-07-08T13:58:29.000Z,751415162398179328,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,nl,#sad
Twitter Web Client,751394153431347200,128879109,Wat staan sommige mensen toch negatief in het leven.. Ik begin het bijna treurig te vinden. Wat een k*t leven heb je dan zeg! #sad,,,everyone,2016-07-08T12:35:01.000Z,751394153431347200,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",{'place_id': 'fca36af0f615e102'},nl,#sad
TweetDeck,751371879433269248,196941150,OUMA VAS NÁ SY BABA GLO VERLAAT| #grandmother #baby #dead #sad| http://someurl http://someurl,,,everyone,2016-07-08T11:06:30.000Z,751371879433269248,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,nl,#sad
Twitter Web Client,751333504785539072,104912559,Werken terwijl je ziek bent terwijl al je vrienden vakantie hebben en je bijna uit elkaar barst van ellende #sad,,,everyone,2016-07-08T08:34:01.000Z,751333504785539072,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,nl,#sad
TweetDeck,751095898457960448,2200372164,@someuser @someuser Nee maar ik heb er nog NOOIT een in de echte wereld gehad... :/ #sad,"[{'type': 'replied_to', 'id': '751097056295542784'}]",74183992,everyone,2016-07-07T16:55:36.000Z,751097343655706625,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,nl,#sad
Twitter Web Client,751060223759151104,2807701452,WALIBI LIEGT EN JONGEMAN PLAST NOG IN BED | #BOOS AFL. 5 http://someurl via @someuser @someuser #SAD shit nu denk ik aan Tim:(,,,everyone,2016-07-07T14:28:06.000Z,751060223759151104,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,nl,#sad
TweetDeck,751032264419606528,196941150,JONG CRAVENWEEK SPELER OORLEDE| #cravenweek #rugby #death #sad| http://someurl http://someurl,,,everyone,2016-07-07T12:36:59.000Z,751032264419606528,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,nl,#sad
Twitter for iPhone,751003721895739392,2294947622,Je upload dan een keer en dan bekijkt niemand die video ?! #sad,,,everyone,2016-07-07T10:43:34.000Z,751003721895739392,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,nl,#sad
Zapier.com,750931243232100352,728455909073027072,10% Happier : Thupten Jinpa http://someurl #be #happy #not #sad,,,everyone,2016-07-07T05:55:34.000Z,750931243232100352,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,nl,#sad
Twitter for Android,750858770222383105,263297555,@someuser het #etnischprofileren van de #politie mag omgekeerd kennelijk wel | #sad,"[{'type': 'replied_to', 'id': '750858770222383105'}]",1392269551,everyone,2016-07-07T01:16:07.000Z,750860917584322560,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,nl,#sad
erased1004033,750594243081699329,3690891,"RT @someuser 620 doden per jaar in Nederland door kolencentrales. Maar, wel lekker goedkoop...! #sad http://someurl","[{'type': 'retweeted', 'id': '750232357802762240'}]",,everyone,2016-07-06T07:36:27.000Z,750594243081699329,"{'retweet_count': 7, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,nl,#sad
Twitter Web Client,750429605803266049,94392723,Halve kilo chocolade schepijs achterover drukken. Nou en. Laat me met rust. #fat #sad #:(,,,everyone,2016-07-05T20:42:14.000Z,750429605803266049,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,nl,#sad
Twitter for Android,750427185958322177,1416272916,En dan nog te bedenken dat ik de Skeleton cave keihard heb gefaald. .. #sad,,,everyone,2016-07-05T20:32:38.000Z,750427185958322177,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,nl,#sad
TweetDeck,750232357802762240,2285054700,"620 doden per jaar in Nederland door kolencentrales. Maar, wel lekker goedkoop...! #sad http://someurl",,,everyone,2016-07-05T07:38:27.000Z,750232357802762240,"{'retweet_count': 7, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",,nl,#sad
Twitter for iPhone,750074218868506624,3911195363,RT @someuser That moment dat Matthias Schoenaerts naast u staat en ge geen foto durft te vragen #sad #groteheld,"[{'type': 'retweeted', 'id': '749710743944228865'}]",,everyone,2016-07-04T21:10:04.000Z,750074218868506624,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,nl,#sad
Twitter for iPhone,750020302910947328,549166951,Vandaag precies 6 maanden geleden dat ik me lieve babytje moest laten gaan #sad #emptyness #awfullfeeling miss u so! http://someurl,,,everyone,2016-07-04T17:35:49.000Z,750020302910947328,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,nl,#sad
Twitter Web Client,750008387656675328,186110536,Een land zonder leiders maar boordevol lijders. #Sad http://someurl,"[{'type': 'quoted', 'id': '750006087034757120'}]",,everyone,2016-07-04T16:48:28.000Z,750008387656675328,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,nl,#sad
Twitter for Android,749959158057865217,252707446,Weten dat een dezer dagen iemand overlijd. #life #sad,,,everyone,2016-07-04T13:32:51.000Z,749959158057865217,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,nl,#sad
Twitter for Android,749933426678099968,360720037,RT @someuser Dit kreeg vriendin in de bus! #020 oost.| Wat doe jij dit weekend?| Lekker moslims beledigen.| | #sad http://someurl,"[{'type': 'retweeted', 'id': '749283645815459840'}]",,everyone,2016-07-04T11:50:36.000Z,749933426678099968,"{'retweet_count': 17, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,nl,#sad
Twitter for iPhone,749918271273574400,192658660,"Als nerd docenten je een 5,3 voor een project geven waardoor je voor de extra herkansing in augustus moet gaan of anders niet over gaat #sad",,,everyone,2016-07-04T10:50:23.000Z,749918271273574400,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,nl,#sad
Facebook,749853956260724736,1009067071,Wauw heftig maar realiteit! #sad http://someurl,,,everyone,2016-07-04T06:34:49.000Z,749853956260724736,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,nl,#sad
Twitter for iPhone,749710743944228865,455695797,That moment dat Matthias Schoenaerts naast u staat en ge geen foto durft te vragen #sad #groteheld,,,everyone,2016-07-03T21:05:44.000Z,749710743944228865,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",,nl,#sad
Twitter for Android,749556318118305792,185198597,@someuser @someuser wij hadden 2 van die springende witte jongens kunnen zijn 😭😭 #sad,"[{'type': 'replied_to', 'id': '749556318118305792'}]",2758294577,everyone,2016-07-03T21:00:29.000Z,749709421832527873,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,nl,#sad
Twitter for Android,749705442322944001,4132531403,RT @someuser Niet verdiend voor Ijsland... #sad #FRAISL,"[{'type': 'retweeted', 'id': '749691311826071552'}]",,everyone,2016-07-03T20:44:40.000Z,749705442322944001,"{'retweet_count': 4, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,nl,#sad
Twitter for iPhone,749691311826071552,607516562,Niet verdiend voor Ijsland... #sad #FRAISL,,,everyone,2016-07-03T19:48:31.000Z,749691311826071552,"{'retweet_count': 4, 'reply_count': 0, 'like_count': 5, 'quote_count': 0}",{'place_id': 'e62e717b45ee0a92'},nl,#sad
Twitter for iPhone,749540843162365952,245888635,Opnieuw weer veel mensen zinloos vermoord deze maand #moorden #terrorism #ramadan #sad #jihad #killed http://someurl,,,everyone,2016-07-03T09:50:37.000Z,749540843162365952,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,nl,#sad
Twitter for Android,749165785277427713,404806826,"@someuser @someuser jy sien dt ,jy lees van dit tot jy self deel raak van dit, om een te groet is erg, maar as jy by 2 kiste staan #sad","[{'type': 'replied_to', 'id': '749165785277427713'}]",111278246,everyone,2016-07-03T06:46:26.000Z,749494494094057472,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",,nl,#sad
Twitter for iPad,749360588883623938,4689349681,Iedereen is  online ( behalve Thijs #sad) denk maar niet dat ik nu ga pitten,,,everyone,2016-07-02T21:54:21.000Z,749360588883623938,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,nl,#sad
Twitter for Android,749341522655580160,3534386674,@someuser excuses. Ik ben er inderdaad dus helaas achter gekomen dat ik het alleen leuk vind als Nederland speelt #sad,"[{'type': 'replied_to', 'id': '749342800630669312'}]",246910664,everyone,2016-07-02T20:50:29.000Z,749344514502959104,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,nl,#sad
Twitter for iPhone,749332389466247169,240321318,Zon vrouw uit Memphis die haar 4 kinderen heeft vermoord. Ik vind daar wat van! Sommige mensen moeten gewoon geen kinderen krijgen. #sad,,,everyone,2016-07-02T20:02:18.000Z,749332389466247169,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",,nl,#sad
Twitter for iPad,749296740369633281,17615883,RT @someuser Hassan Bahara in Vonk over de herontdekking van Gloria Wekker en Philomena Essed (en ik ontdek dat hij twitter verlaten heeft...,"[{'type': 'retweeted', 'id': '749130234918735872'}]",,everyone,2016-07-02T17:40:38.000Z,749296740369633281,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,nl,#sad
