source,public_metrics,author_id,text,id,conversation_id,lang,in_reply_to_user_id,reply_settings,created_at,search_query,referenced_tweets,geo
Mobile Web (M2),"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",1610765208,@someuser awkae den dat meanz m a #BadGirl ryt... :( #HeartBroken hehe!!!,505026983458529281,505012104471261185,tl,2183967900,everyone,2014-08-28T16:19:50.000Z,#heartbroken,"[{'type': 'replied_to', 'id': '505026258829189120'}]",
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",537049906,"Nakaka tamad na, wala ng inspiration eh. May girlfriend na si crush sa evening class. #Heartbroken HAHAHA",504178730495782912,504178730495782912,tl,,everyone,2014-08-26T08:09:11.000Z,#heartbroken,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",53401694,Lumayas ka na Nala :(( malandi kaaaaaa :(( pupunta ka lang sa bahay pag kakain ka na tas lalayas ka nanaman :(( #heartbroken,504143906674458624,504143906674458624,tl,,everyone,2014-08-26T05:50:48.000Z,#heartbroken,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",38972726,"aww men!  #heartbroken my dear ka pa ahh.. kainis naman tong allkpop news, panira sa mga delusional fans..",503940303917563905,503940303917563905,tl,,everyone,2014-08-25T16:21:45.000Z,#heartbroken,,
Mobile Web (M2),"{'retweet_count': 0, 'reply_count': 1, 'like_count': 3, 'quote_count': 0}",561936962,I wish ADAM LAMBERT gay na hota!| #sedlyf| #heartbroken| #gaycrush,503854845808226305,503854845808226305,tl,,everyone,2014-08-25T10:42:11.000Z,#heartbroken,,
Twitter for iPhone,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",42173174,CORRECT ME IF IM WRONG PERO DIBA HOUSE GUEST SIYA?? I MISSED ABOUT 3 WEEKS BEFORE. MAY NANGYARI PARA MAGING OFFICIAL SIYA? #heartbroken,503550774698201088,503550774698201088,tl,,everyone,2014-08-24T14:33:54.000Z,#heartbroken,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",565455261,Huhuhu. Loisa is the latest evictee. #heartbroken #PBB13thEvictionNight,503184140871557120,503184140871557120,tl,,everyone,2014-08-23T14:17:02.000Z,#heartbroken,,"{'coordinates': {'type': 'Point', 'coordinates': [120.48721327, 14.83538097]}, 'place_id': '6760f628c14560d4'}"
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2753728514,Ayaw ko na >.< | Online siya pero di agad nagrereply sa chat ko </3!| | #heartbroken,503009933877473281,503009933877473281,tl,,everyone,2014-08-23T02:44:48.000Z,#heartbroken,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",328786483,"Sansa, please :( #heartbroken",502902131968729089,502902131968729089,tl,,everyone,2014-08-22T19:36:26.000Z,#heartbroken,,
Twitter for iPhone,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",254868975,Mahal padin kita kahit iniwan mo na ako #heartbroken #emomode,501940787416821760,501940787416821760,tl,,everyone,2014-08-20T03:56:23.000Z,#heartbroken,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",73075709,Hndi ako magsisisi dahil pinakawalan ko sya.. Hayaan ko siyang magsisi dahil pinakawalan nya ko.. 💔 #single #heartbroken 😭,501892642439831552,501892642439831552,tl,,everyone,2014-08-20T00:45:05.000Z,#heartbroken,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",595566166,Jelesnya Reus bagi kat aysha the sweet signature. #heartbroken,501341702116749313,501341702116749313,tl,,everyone,2014-08-18T12:15:50.000Z,#heartbroken,,
UberSocial for BlackBerry,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",324924735,Ngiyagcina ukubuka ama idols today #HeartBroken #IdolsSA,501031255891529728,501031255891529728,tl,,everyone,2014-08-17T15:42:14.000Z,#heartbroken,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",600682436,huwag kang magpaasa dahil marami na ngayong assuming.| | #heartbroken  #hurt #emo #pretender #player... http://someurl,500560113418383360,500560113418383360,tl,,everyone,2014-08-16T08:30:05.000Z,#heartbroken,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",2452365018,yung feeling na Mahal ka nya tpos| meron na pala syang iba Tpos Best Friend mo pa :/| #hashtagIsuckInLove| #heartbroken,499862971724484608,499862971724484608,tl,,everyone,2014-08-14T10:19:54.000Z,#heartbroken,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",1232887980,@someuser di ka pwede? #heartbroken. Yan walang emoticon,499203542406541312,499036074086109184,tl,1318749542,everyone,2014-08-12T14:39:33.000Z,#heartbroken,"[{'type': 'replied_to', 'id': '499203251921616896'}]",
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",1636839924,NaNo NaNo #Heartbroken http://someurl,498987836067282945,498987836067282945,tl,,everyone,2014-08-12T00:22:25.000Z,#heartbroken,,
Twitter Web Client,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",274607094,@someuser huhu bakit kasi walang sykcable sa area namin -__- #heartbroken ako wala pa silang CINEMAONE!!!,498662638172135425,498661346032881665,tl,18547291,everyone,2014-08-11T02:50:12.000Z,#heartbroken,"[{'type': 'replied_to', 'id': '498661346032881665'}]",
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",223701290,No Babye Mama #heartbroken #sorrybaby,498641592752693248,498641592752693248,tl,,everyone,2014-08-11T01:26:34.000Z,#heartbroken,,
Twitter for iPad,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",983039263,Huhuhuh I miss you my baby 😭😭😭 saan ka na kaya ngayon?:( #heartbroken #iphone4s,498138626530619393,498138626530619393,tl,,everyone,2014-08-09T16:07:58.000Z,#heartbroken,,"{'coordinates': {'type': 'Point', 'coordinates': [120.99230373, 14.57227853]}, 'place_id': '53df18e21825a89c'}"
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2712459674,Pwede bang magmahal ng hindi nasasaktan? Ng di umiiyak? BAKIT kasi nauso pa yung LOVE?! -.-| #heartbroken#ShouldIrEallyLetYouGO??,497945255467945985,497945255467945985,tl,,everyone,2014-08-09T03:19:34.000Z,#heartbroken,,
Twitter for Android Tablets,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",620021122,Nakakaasar! Bakit ngayon pa naging strict mama ko. 😭💔💔💔😭 #HeartBroken #WrongTiming,497916002496020480,497916002496020480,tl,,everyone,2014-08-09T01:23:20.000Z,#heartbroken,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",705281023,Manloloko.Manloloko forever #heartbroken heartbroken#brokenpromise,496670383865466881,496670383865466881,tl,,everyone,2014-08-05T14:53:41.000Z,#heartbroken,,"{'coordinates': {'type': 'Point', 'coordinates': [120.9669792, 14.6536664]}, 'place_id': '53df18e21825a89c'}"
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",589289454,yung #heartbroken status ni talatayod > hirap maka-get over haha,496285315548446720,496285315548446720,tl,,everyone,2014-08-04T13:23:34.000Z,#heartbroken,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",231796333,"@someuser @someuser baki sab theek , per yeh chemistry ko tu badnaam na kro|  #heartbroken",495844133484122113,495841644378615808,tl,1276896252,everyone,2014-08-03T08:10:28.000Z,#heartbroken,"[{'type': 'replied_to', 'id': '495842318151606272'}]",
Twitter for Android,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",432444534,Yung mga kinakanta nung mga tropa mo sa room kanina it brings back memories #HeartBroken,495568535280562178,495568535280562178,tl,,everyone,2014-08-02T13:55:20.000Z,#heartbroken,,"{'coordinates': {'type': 'Point', 'coordinates': [121.027784, 14.3601788]}, 'place_id': '53df18e21825a89c'}"
Facebook,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2148306408,..uhm!! Selfie ng naboboring tulad ko.. Lastweek pa ito.. :D | | #MMK #HEARTBROKEN :D http://someurl,495553603592265728,495553603592265728,tl,,everyone,2014-08-02T12:56:00.000Z,#heartbroken,,
Mobile Web (M2),"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2694487574,PinagTagpo Tayo Ng Kahapon | | Anung Nangyare Sa NgayOn| | #HeartBroken,495241649346584576,495241649346584576,tl,,everyone,2014-08-01T16:16:25.000Z,#heartbroken,,
Twitter for iPad,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2673505472,"TANGINA SINABIHAN MO KO NA LOVE MO KO, TINAWAG MO KONG BABE TAS SASABIHIN MO NA HINDI TAYO?! WAG MO NGA AKO GINAGAGO #heartbroken #tangina 😡",494782567208349697,494782567208349697,tl,,everyone,2014-07-31T09:52:11.000Z,#heartbroken,,
Twitter for BlackBerry®,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",780452280,Muvhango! ☹ #HeartBroken,494206393420107776,494206393420107776,tl,,everyone,2014-07-29T19:42:40.000Z,#heartbroken,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",453830595,Sayang talaga yung stuff toy kanina... Kung diang na error yung machine eh 😭😭😭 Huehue 💔 #HeartBroken,494061368425730049,494061368425730049,tl,,everyone,2014-07-29T10:06:24.000Z,#heartbroken,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",295662635,Naiiyak ako. Di ko naabutan yung ballad songs. HUHUHU #HeartBroken #TheVoiceKidsFinale,493005520890916864,493005520890916864,tl,,everyone,2014-07-26T12:10:50.000Z,#heartbroken,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2397166524,Sana nga dumating yung araw na yon </3 #HeartBroken</3,492684244989120512,492684244989120512,tl,,everyone,2014-07-25T14:54:12.000Z,#heartbroken,,
Twitter for BlackBerry®,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1380795847,Ni hinay ang net <3 #heartbroken,492660980917100544,492660980917100544,tl,,everyone,2014-07-25T13:21:45.000Z,#heartbroken,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",2671192974,kaines !! umaasa lng. pala ako sa crush ko putik #badtrip emeese leng pele eke se kenye !!!!! #heartbroken    umaasa lng. pala ako sa kanya!,492481974242533376,492481974242533376,tl,,everyone,2014-07-25T01:30:27.000Z,#heartbroken,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",123987404,Naya Rivera nooooo! #HeartBroken :-(,492124302804672512,492124302804672512,tl,,everyone,2014-07-24T01:49:11.000Z,#heartbroken,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",368882122,@someuser hashtag #heartbroken #laslas hahahahaha yung mga lyrics pa songs na wala naman kinalaman sa pic,491925964968841216,491918898967494656,tl,121973220,everyone,2014-07-23T12:41:04.000Z,#heartbroken,"[{'type': 'replied_to', 'id': '491923068302790656'}]",{'place_id': '53df18e21825a89c'}
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",43535422,"@someuser @someuser @someuser #heartbroken yung pupunta sa banyo, uupo sa sahig at maliligo ng nakadamit saying ang dumi dumi ko",491626154080468994,491617434063740929,tl,43535422,everyone,2014-07-22T16:49:43.000Z,#heartbroken,"[{'type': 'replied_to', 'id': '491623499438362625'}]",
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",1264456400,@someuser Mxm agh MTN ka ntho tsa mahala #Heartbroken,491502875601031168,491493882824511489,tl,33203798,everyone,2014-07-22T08:39:51.000Z,#heartbroken,"[{'type': 'replied_to', 'id': '491493882824511489'}]",
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",80301581,ZOMG!!! @someuser esta casado?!?! #heartbroken @someuser wag ka muna magpapakasal ha? #waitforme #taketwo,491475134503333888,491475134503333888,tl,,everyone,2014-07-22T06:49:37.000Z,#heartbroken,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",80301581,ZOMG!!! @someuser esta casado?!?!?! #heartbroken @someuser wag ka muna magpakasal ha!,491473670670254080,491473670670254080,tl,,everyone,2014-07-22T06:43:48.000Z,#heartbroken,,
Nimbuzz Mobile,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",469394208,RT @someuser @someuser wala tayong magagamit binutas pa kanina yung isa hahaha </3 #heartbroken :(,491226444727455747,491225313376866306,tl,93587406,everyone,2014-07-21T14:21:25.000Z,#heartbroken,"[{'type': 'replied_to', 'id': '491225584907714560'}]",
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",93587406,@someuser wala tayong magagamit binutas pa kanina yung isa hahaha </3 #heartbroken :(,491225584907714560,491225313376866306,tl,469394208,everyone,2014-07-21T14:18:00.000Z,#heartbroken,"[{'type': 'replied_to', 'id': '491225313376866306'}]",
Mobile Web (M2),"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",303708148,hayy titigil na ako mahirap umasa.| at ayw ko naman kasi mag assume.| | #heartbroken| #agadkahitwalapa,491176930562281472,491176930562281472,tl,,everyone,2014-07-21T11:04:40.000Z,#heartbroken,,
Mobile Web (M2),"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",96471060,waaaaaa!!!! fourth pls. Stay!!! huhuhuh #heartbroken #PBB9thEvictionNight,490867380504240128,490867380504240128,tl,,everyone,2014-07-20T14:34:38.000Z,#heartbroken,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2260636014,“Sana ako na lang siya” -- Linya ng mga taong nagmamahal ng patago.”| | #HeartBroken #Malala 😖💔😲😢 http://someurl,490434678529064960,490434678529064960,tl,,everyone,2014-07-19T09:55:13.000Z,#heartbroken,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",141443713,TSA took away my cocada #heartbroken,489584689317806080,489584689317806080,tl,,everyone,2014-07-17T01:37:40.000Z,#heartbroken,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2647277617,tsk.! tsk.! | panu nayan friends nalang daw.! | #heartbroken,489024127605284864,489024127605284864,tl,,everyone,2014-07-15T12:30:12.000Z,#heartbroken,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",498826338,#heartbroken. .. huhuhu.,488130910001197056,488130910001197056,tl,,everyone,2014-07-13T01:20:52.000Z,#heartbroken,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",150613648,@someuser wushu! #Heartbroken,487978684343537664,487978218666745856,tl,602597026,everyone,2014-07-12T15:15:59.000Z,#heartbroken,"[{'type': 'replied_to', 'id': '487978218666745856'}]",
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",905412667,ang hirap magka-crush sa isang tao na peg din ang peg mo | #heartbroken | #LVC| #GAY,487933379564675072,487933379564675072,tl,,everyone,2014-07-12T12:15:57.000Z,#heartbroken,,
Twitter for  Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2413676240,nakakainis siya! | | #heartbroken,487926833115959296,487926833115959296,tl,,everyone,2014-07-12T11:49:56.000Z,#heartbroken,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1162481143,Sila na. 😭 di ko kinaya. 😭💣🔫 #HeartBroken #WhyAra? http://someurl,487236750503211008,487236750503211008,tl,,everyone,2014-07-10T14:07:48.000Z,#heartbroken,,
Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1067738731,#OUT| ~| #HEARTBROKEN| KASI MAY IBA SIYANG GF:(| PERO HINDI AKO YUN :( — feeling heartbroken,487215615598292992,487215615598292992,tl,,everyone,2014-07-10T12:43:49.000Z,#heartbroken,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",528525570,Gutom na po ako. :( #heartbroken,487210797169274881,487210797169274881,tl,,everyone,2014-07-10T12:24:40.000Z,#heartbroken,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",188324122,Pinapaasa lang ako nitong IST na to.  #heartbroken #nilokomoako,486794335606689792,486794335606689792,tl,,everyone,2014-07-09T08:49:48.000Z,#heartbroken,,
Twitter for Android,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",86955197,Oh bre sa e dhimbshme...| | #heartbroken | | #thash http://someurl,486790440067551232,486790440067551232,tl,,everyone,2014-07-09T08:34:19.000Z,#heartbroken,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",238424205,Gago ka sinaktan mo ko #transgirl #trans #mtf #hrt #transexual #tgirl #transgender #heartbroken #baliw... http://someurl,486716653905125376,486716653905125376,tl,,everyone,2014-07-09T03:41:07.000Z,#heartbroken,,
Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2362343719,-C Maguad ang aRte.| | #HeartBroken!,486652855198429184,486652855198429184,tl,,everyone,2014-07-08T23:27:36.000Z,#heartbroken,,
Path,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",111590925,James cried 😭| Ikaw padin naman pinakamagaling this season.| Idol!| #heartbroken,485180496989544448,485180496989544448,tl,,everyone,2014-07-04T21:56:59.000Z,#heartbroken,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",47626715,At coffee bean! :))))) jeanneespinosa hehe madami kami kanina. Nawala na sila. #heartbroken chwdeniel... http://someurl,485016052414173184,485016052414173184,tl,,everyone,2014-07-04T11:03:32.000Z,#heartbroken,,
Twitter for BlackBerry®,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",66685996,lefu ke ngwetsi ya malapa ohle #heartbroken,484933907344011264,484933907344011264,tl,,everyone,2014-07-04T05:37:07.000Z,#heartbroken,,
Twitter for BlackBerry®,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",110667865,Nalulungkot talaga ako. #HeartBroken kay #Kean Sila na ni #Eunice. Huhuhu. #HindiKoKeri :((,484732949162508288,484732949162508288,tl,,everyone,2014-07-03T16:18:35.000Z,#heartbroken,,"{'coordinates': {'type': 'Point', 'coordinates': [121.01058, 14.57361]}, 'place_id': '53df18e21825a89c'}"
Twitter for iPad,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",141914876,"At dahil ngayon ang bentahan ng tix pero hindi ako nakabili, bigti na po. >.< #heartbroken",484672924171784192,484672924171784192,tl,,everyone,2014-07-03T12:20:04.000Z,#heartbroken,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",220961264,"Buti pa ang emoticon, marunong magmahal. @someuser #FeelsAgain <//3 #heartbroken #morefeels HAHA. Sleep tight. :))",484344673800974336,484344673800974336,tl,,everyone,2014-07-02T14:35:43.000Z,#heartbroken,,
Twitter for BlackBerry®,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",477497999,Nx! Waze wanginyanyisa☹#heartbroken,484308842185228288,484308842185228288,tl,,everyone,2014-07-02T12:13:20.000Z,#heartbroken,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2525028264,akala ko lahat ng pinagusapan natin magkakatotoo na. pala ganto ang manyayari. #heartbroken </3,484049791404363776,484049791404363776,tl,,everyone,2014-07-01T19:03:58.000Z,#heartbroken,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",174742658,Ano ba?????? Si Rafael Nadal una tapos #Sui naman. Not a good day for love. #Heartbroken,484040901367328768,484040901367328768,tl,,everyone,2014-07-01T18:28:38.000Z,#heartbroken,,
Twitter for  Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2193777361,@someuser Ba Pensulo is anonymous ;) @someuser @someuser @someuser @someuser @someuser @someuser #heartbroken :(,484024732627783680,484024732627783680,tl,372182695,everyone,2014-07-01T17:24:23.000Z,#heartbroken,,
Twitter for  Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",304710726,#Heartbroken si Ryan sa pag-alis ni Julia! :(| #ByeJulia #TheHeirs http://someurl,483899413434073088,483899413434073088,tl,,everyone,2014-07-01T09:06:25.000Z,#heartbroken,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",375836928,“@someuser Damn luigi is simping on twitter rn #Rare #HeartBroken” #notrare #bitchmade #sinceday1,483885806948323328,483885613628682241,tl,406044018,everyone,2014-07-01T08:12:21.000Z,#heartbroken,"[{'type': 'replied_to', 'id': '483885613628682241'}]",
Twitter for Android,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",149208767,:D osiso! @someuser I cn imagine@someuser Ndo. Lucky bu anumanu. Bata na Direct Message m @someuser Gosh #heartbroken,483593611834306561,483593611834306561,tl,,everyone,2014-06-30T12:51:16.000Z,#heartbroken,,
Twitter for  Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",899403961,I cn imagine@someuser Ndo. Lucky bu anumanu. Bata na Direct Message m @someuser Gosh #heartbroken@someuser Ezi,483593219075477504,483593219075477504,tl,,everyone,2014-06-30T12:49:42.000Z,#heartbroken,,
Twitter for Android,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",149208767,Ndo. Lucky bu anumanu. Bata na Direct Message m @someuser Gosh #heartbroken@someuser Ezi okwu@someuser Wat!!!!!!!!!! Lky!,483592596867264512,483592596867264512,tl,,everyone,2014-06-30T12:47:14.000Z,#heartbroken,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",466241482,@someuser wala brad di tayo na-greet ni crush @someuser #sad #heartbroken #angsakitsakit 😔,483555979317886976,483555979317886976,tl,38791611,everyone,2014-06-30T10:21:44.000Z,#heartbroken,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",362686879,Wow. RIP Lutzy #heartbroken,483294013186134016,483294013186134016,tl,,everyone,2014-06-29T17:00:46.000Z,#heartbroken,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",78457156,@someuser medyo tatlong beses ko na ata iyan pinagdaanan :D The intensity of pain is very much different from each other. #HeartBroken,483272887999008769,483263562077315072,tl,1432499934,everyone,2014-06-29T15:36:49.000Z,#heartbroken,"[{'type': 'replied_to', 'id': '483272446120710144'}]",
Mobile Web (M2),"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",332676400,May wife na si Matt Evans? :( #Heartbroken #GGV,483267284174389248,483267284174389248,tl,,everyone,2014-06-29T15:14:33.000Z,#heartbroken,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",362442716,@someuser @someuser Ako namimiss ko section natin #hay #love #heartbroken #tearscomingdown,482733243511209984,482575042488709120,tl,28759557,everyone,2014-06-28T03:52:28.000Z,#heartbroken,"[{'type': 'replied_to', 'id': '482717016017473536'}]",
Samsung Mobile,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",413743076,10_jarame: #HeartBroken| Masakit pala yung feeling ng ganito . Yung si crush pa mismong  nagsabi na IWASAN ko na sya at WAG NG ISIPIN PA .,482566570485350401,482566570485350401,tl,,everyone,2014-06-27T16:50:10.000Z,#heartbroken,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",414822584,Katy Perry at Dollywood.... #heartbroken,482362698160545792,482362698160545792,tl,,everyone,2014-06-27T03:20:03.000Z,#heartbroken,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 2, 'quote_count': 0}",2229874639,@someuser hinde e. kala ko tlga meron tyo e. wala e. #Kim2014 #Heartbroken #Awtsubelibels #AwtsuBay #GGWP #4r4yKhoBheh,482111120430206978,481756327329267712,tl,1504304460,everyone,2014-06-26T10:40:22.000Z,#heartbroken,"[{'type': 'replied_to', 'id': '482109668290854912'}]",
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",374408265,"Yung kina-excite ko kagabi, kinalungkot ko naman ngayon sa nalaman ko. #heartbroken #ICONAPOP",481963203350380544,481963203350380544,tl,,everyone,2014-06-26T00:52:36.000Z,#heartbroken,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",140929133,"Tu vi russ gya yara, PREET kalla reh gya #punjabi #sadsong #heartbroken",481854953086914560,481854953086914560,tl,,everyone,2014-06-25T17:42:27.000Z,#heartbroken,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",348516582,Talo Italy................................. #heartbroken,481593991444451329,481593991444451329,tl,,everyone,2014-06-25T00:25:29.000Z,#heartbroken,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",1345826215,@someuser @someuser saklap #heartbroken,481414141186306048,481406221417594881,tl,2563124334,everyone,2014-06-24T12:30:50.000Z,#heartbroken,"[{'type': 'replied_to', 'id': '481413787413516288'}]",
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",246930345,"Haist. Idk, happy ending din naman mlfts pero ang bigat pa rin sa puso hahahahaha! BAKIT?!? 😖😱 #heartbroken #effinemotional #otoke",481406744531591170,481406744531591170,tl,,everyone,2014-06-24T12:01:26.000Z,#heartbroken,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",4523141,"#heartbreaking #heartbroken Make it whole again, Lord. Kasalanan mo toh, @someuser :p",481139134640050177,481139134640050177,tl,,everyone,2014-06-23T18:18:03.000Z,#heartbroken,,
