lang,reply_settings,source,public_metrics,created_at,text,conversation_id,id,author_id,search_query,in_reply_to_user_id,referenced_tweets,geo
tl,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-11-28T17:16:29.000Z,@someuser kailan po dd2 sah Davao I really watch promise #excited,803176670425415680,803286452092026880,790889900941815808,#excited,762125629131075584,"[{'type': 'replied_to', 'id': '803176670425415680'}]",
tl,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-28T15:42:43.000Z,"#hellokitty #excited #daaniaedrin #babydaania daaniaedrin @ Hello Kitty Family Theme Park,Puteri... http://someurl",803262855734816768,803262855734816768,154323280,#excited,,,"{'place_id': '72d5ecacd2d3a055', 'coordinates': {'type': 'Point', 'coordinates': [103.65708356, 1.41674653]}}"
tl,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 1}",2016-11-28T12:53:42.000Z,"Wala pang countdown, umilaw na agad. #excited",803219476405567489,803220320739958784,2492661349,#excited,2492661349,"[{'type': 'replied_to', 'id': '803219476405567489'}]",
tl,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-28T11:08:28.000Z,ay may TS na soon #Excited sayaaaaaaaaa ko!!!!!!!!!!!!!!!!!!!!!!!! #ALDUBTWINS,803193837321523201,803193837321523201,4533507518,#excited,,,
tl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-28T10:08:50.000Z,Ito na ba yun 😊 #excited #ALDUBTVShow http://someurl,803178831443955712,803178831443955712,606057365,#excited,,"[{'type': 'quoted', 'id': '803163858592350208'}]",
tl,everyone,Twitter Web Client,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-11-28T10:01:14.000Z,#MAYWARDSpreadsKiligInMasbate hahahah kinilig ako sa mayward wew! hinintay ko ang pic ni nadine at mayward hahahah | #excited,803176918027829248,803176918027829248,801427420377030656,#excited,,,
tl,everyone,Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-28T04:34:32.000Z,off to las pinas 😘 ayos muna ng papers then dalaw kay mami kO ❤️😘😍| #excited| #guideuslorgod| #happyus — feeling thankful,803094703038005248,803094703038005248,539791655,#excited,,,
tl,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-28T01:16:44.000Z,Malapit na mag december !! #excited!!,803044923846971392,803044923846971392,85766878,#excited,,,
tl,everyone,Twitter for Android,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-11-27T16:45:47.000Z,@someuser  kailan naman namin aabangan ung concert nyo ni @someuser ???😍😍😍| #Excited,802916341099339776,802916341099339776,3306613770,#excited,248585481,,
tl,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",2016-11-27T16:16:00.000Z,#Watching #TheJungleBookOnStarMovies @someuser @someuser Aaryans #first #JungleBook #story #Excited @someuser @someuser @someuser,802908842367426562,802908842367426562,1312878126,#excited,,,
tl,everyone,Mobile Web (M2),"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",2016-11-27T15:51:45.000Z,@someuser mare anong oras ka mag uud ??? :-) #Excited hahahaha,802469686755459072,802902739839750148,2820161263,#excited,2193278851,"[{'type': 'replied_to', 'id': '802469686755459072'}]",
tl,everyone,Twitter Web Client,"{'retweet_count': 5, 'reply_count': 0, 'like_count': 7, 'quote_count': 0}",2016-11-27T15:21:35.000Z,may alam kaya si Lugaw dyan? eh puro photo shoots at pangi-ngiti lang ang trabaho!?! | | #excited maging pangulo pwe! #lugaw na bulok! http://someurl,802895149185404928,802895149185404928,710844409407885313,#excited,,"[{'type': 'quoted', 'id': '802432519274524672'}]",
tl,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",2016-11-27T15:08:18.000Z,Konti na lang baby magiging tae ka na #excited #blessed http://someurl,802891805826031617,802891805826031617,153015109,#excited,,,
tl,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-27T13:13:32.000Z,ay grabe siya....| | #Excited http://someurl,802862923387314177,802862923387314177,733813850479284224,#excited,,"[{'type': 'quoted', 'id': '802376570878840832'}]",
tl,everyone,Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-27T07:07:22.000Z,I week nlng mabubuntis na ako!!| Asan n ung tatayong ama nito?| #excited #mahalKo — feeling crazy,802770777527427073,802770777527427073,159499578,#excited,,,
tl,everyone,Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-27T02:40:01.000Z,Naa na diay ang result sa LET? Kinsay may info. puede makibalita?| | #excited,802703494666821632,802703494666821632,1229016066,#excited,,,
tl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-27T01:43:11.000Z,Shiiitt! Malapit na field trip namin! #excited #feels,802689191049973765,802689191049973765,2466273588,#excited,,,
tl,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-27T00:02:42.000Z,Tulugan na para sa team building mamaya. #Excited #SXMLeadership,802663906137120768,802663906137120768,393971744,#excited,,,
tl,everyone,Twitter for Android,"{'retweet_count': 9, 'reply_count': 0, 'like_count': 34, 'quote_count': 0}",2016-11-26T16:47:25.000Z,@someuser paki play po song ni vivoree na KAYA PA available na po sya sa spotify Thank you po .| | #Excited,802554364791377920,802554364791377920,763391169682223105,#excited,83055581,,
tl,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-26T15:38:10.000Z,@someuser bakit po wala pa sa youtube yung mga performance videos today? Hehe. #excited,802536936539754497,802536936539754497,800319598977380352,#excited,743784451935604736,,
tl,everyone,Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-26T13:09:29.000Z,"so cute, mapapanood q ba i2 za pinas ;) #excited http://someurl",802499519460081664,802499519460081664,3917250052,#excited,,,
tl,everyone,Twitter Web App,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-11-26T09:15:51.000Z,@someuser omg #excited na ko kung ano 😍😍,802440240140926976,802440722100015104,745935446853685248,#excited,402483632,"[{'type': 'replied_to', 'id': '802440240140926976'}]",
tl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2016-11-26T05:19:03.000Z,@someuser akala ko January? #Excited.,801710700779356161,802381129856602112,382435486,#excited,88090477,"[{'type': 'replied_to', 'id': '801710700779356161'}]",
tl,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-26T02:06:05.000Z,"kahit sobrang haba ng pila, pumili pa rin kami para lang makasali sa Acquaintance Party/Senior Night. #tired. #baks. #excited. http://someurl",802332567579918336,802332567579918336,789450535824916480,#excited,,,{'place_id': '00a917c36387c815'}
tl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-11-26T01:34:46.000Z,http://someurl @someuser ipapalabas ngayonh 2017 sa Abs-Cbn ang The Legend of the Blue Sea #Excited 😜😜😜😜😜,802324686793150464,802324686793150464,2985677575,#excited,,,
tl,everyone,Twitter for Android,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-25T17:02:38.000Z,Lifes good..| Love u zindagi..| DEAR ZINDAGI RULING HEARTS.| #Excited,802195805251604480,802195805251604480,2210092063,#excited,,,
tl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-25T15:09:14.000Z,Yey! Bukas na ang PYD😊| #Excited | #PYD,802167266192146432,802167266192146432,794505197078736896,#excited,,,
tl,everyone,Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-25T14:33:28.000Z,Dati nakakatakot mag business 🤗🤗🤗| Ngayun grabeee nakakaexcite mag business Royale pak!! 👍🤗🤗🤗| | #Excited,802158265203380224,802158265203380224,151830767,#excited,,,
tl,everyone,Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-25T13:34:38.000Z,"Umuulan.. Sarap sana matulog noh?! Kaso may pasok! :( But, Thank God its Friday.. Yey!| | #Excited",802143458257346561,802143458257346561,401156364,#excited,,,
tl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-25T12:40:47.000Z,"Hindi pa nagsisimula ang december, Ang dami ko ng gagawin sa buwan na yun 😂 #excited",802129907367047168,802129907367047168,72810123,#excited,,,
tl,everyone,Twitter for Android,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-25T11:17:33.000Z,Xmas ahoy 2nite with @someuser @someuser #jinglebells #djlife # Xmas #excited #bristol #winteriscoming http://someurl,802108962057424897,802108962057424897,119364687,#excited,,"[{'type': 'quoted', 'id': '802072224064802816'}]",
tl,everyone,Twitter Web App,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-25T11:08:34.000Z,@someuser #excited na ako #MayWard,802106224439218176,802106701163872256,800835291560833024,#excited,763175269322530816,"[{'type': 'replied_to', 'id': '802106224439218176'}]",
tl,everyone,Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-25T10:52:08.000Z,Naa nakuy Gift . Yey !  | #Excited <3,802102564711854080,802102564711854080,739733501365354496,#excited,,,
tl,everyone,Mobile Web (M2),"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-25T10:26:09.000Z,Puyat si daddy kay sige raman syag storya ni baby 😍| #lucky #blessed #excited,802096024130965504,802096024130965504,1422591356,#excited,,,
tl,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",2016-11-25T07:21:00.000Z,Asta ang heart gi apil ug hashtag 😂 @someuser #excited #tuesday #inutzfamily #trip #lovelots #❤️,802049432006987776,802049432006987776,2504000090,#excited,,,{'place_id': '00370a296d59c6a3'}
tl,everyone,Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-25T06:25:33.000Z,3 weeks nalang.. | | ..OMG... Kulba much nah...| Mag sge Na bya syag busog.| | # feeling positive| #excited to see u bb girl..,802035475389313024,802035475389313024,616661577,#excited,,,
tl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-25T01:57:48.000Z,@someuser hala mayward😘| #excited,801956681634574336,801968096659402753,786391358802059264,#excited,800346074862886913,"[{'type': 'replied_to', 'id': '801956681634574336'}]",
tl,everyone,Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-24T18:32:49.000Z,EPISODE 4 aha naka?| #EXCITED #KILIGCUTE| #LegendOfTheBlueSea <3,801856112819507200,801856112819507200,280507084,#excited,,,
tl,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-24T17:42:34.000Z,#excited tsismisan p tyo bukas pra mag trending pa TWBA,801843464803450880,801843464803450880,770900522739965952,#excited,,,
tl,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-24T15:25:18.000Z,paano ba yan may bago na naman akong aabangan!! http://someurl| #excited for @someuser @someuser,801808920981291009,801808920981291009,700610544,#excited,,,
tl,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",2016-11-24T09:57:20.000Z,omgee.. mukang mgnda nga. il watch a block screening on the 26th w/@someuser #excited http://someurl,801726388059262976,801726388059262976,68172646,#excited,,,
tl,everyone,Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-24T09:49:09.000Z,"Kain ng maaga. Tulog ng maaga. Dahil simula bukas hanggang myerkules, walang pagkakaiba ang gabi sa araw. | | #excited^_^",801724327582461952,801724327582461952,3802142474,#excited,,,
tl,everyone,Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-24T07:57:59.000Z,"yahooooo nakaabot pra sa mga christmas gifts 😘| #excited — feeling excited at Megatrade Hall 3, SM Megamall http://someurl",801696350937042944,801696350937042944,539791655,#excited,,,
tl,everyone,Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-24T03:51:01.000Z,gusto ko na mamili ng mga gamit pang baby ❤ haha #excited,801634198318706688,801634198318706688,634621492,#excited,,,
tl,everyone,Twitter for iPad,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-24T02:06:27.000Z,halos araw araw na yung taping ng kimchong sa kanikanilang teleserye para next year!😍 may aabangan na talaga ako! #excited,801607886547734528,801607886547734528,150962357,#excited,,,
tl,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-23T14:35:45.000Z,LaLuna Sangre ❤️ #excited,801434062170701824,801434062170701824,1256764814,#excited,,,
tl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-23T07:53:17.000Z,#La Luna Sangre soon 2017.| #excited na agad| #Kathniel,801332779690708993,801332779690708993,799974033080975361,#excited,,,
tl,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-23T06:30:15.000Z,malapit na din movie niya| | #excited na ako http://someurl,801311886130245634,801311886130245634,792579748882853888,#excited,,,
tl,everyone,GBCoupons,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-11-23T06:00:03.000Z,Coupon for 2PCS LiitoKala 26650 5000mAh ONLY 9.59$ -> http://someurl #coupon #excited #quality http://someurl,801304285556473857,801304285556473857,772990782257061889,#excited,,,
tl,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-23T02:06:33.000Z,kiligan na naman to mamaya | #excited| @someusernesda,801245521591402496,801245521591402496,765111083572920320,#excited,,,
tl,everyone,Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-23T01:38:19.000Z,MUNATO FESTIVAL|  AT SARAGANI PROVINCE..!!| | ANO NA JAN MGA GIRLS|     LAAG NATA..!!| | #EXCITED| #volleyball | #LATER| #GOODMORNING,801238416478371840,801238416478371840,2225839789,#excited,,,
tl,everyone,Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-23T00:19:37.000Z,CONGRATS! :)| Armelyn Maurillo | #excited kaayo!| #GRAD.day,801218609687076864,801218609687076864,1146790249,#excited,,,
tl,everyone,Twitter for iPhone,"{'retweet_count': 4, 'reply_count': 2, 'like_count': 5, 'quote_count': 0}",2016-11-22T15:37:42.000Z,"Ay, wag niyong gagawing nanay ni kathryn si Angel Locsin! Tita na lang or Ate!? Choooos! #excited http://someurl",801087267229966336,801087267229966336,38854190,#excited,,"[{'type': 'quoted', 'id': '801086058674819072'}]",
tl,everyone,Twitter for Windows Phone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-22T15:13:44.000Z,Nawala antok ko dun a. Hahaha. #excited #26,801081236428947458,801081236428947458,875789545,#excited,,,
tl,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",2016-11-22T15:03:24.000Z,pasabog ang ABS-CBN this 2017!!! Mapa-primetime man o movies!!!!!!! #excited,801078633146105856,801078633146105856,294494419,#excited,,,
tl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-22T13:55:22.000Z,Ehem ehem UP Diliman| #excited,801061512290783232,801061512290783232,739029685732937728,#excited,,,
tl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-22T13:53:46.000Z,"After 6 years, may kadugtong na. Fave ko to dati lalo na yung Imortal. Nageexpect ako ng magandang storyline! #excited http://someurl",801061112313573376,801061112313573376,309540353,#excited,,"[{'type': 'quoted', 'id': '801055760398417920'}]",
tl,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-22T13:15:28.000Z,Ugma na jud!! #excited 😍💕,801051470514819073,801051470514819073,145549900,#excited,,,
tl,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2016-11-22T12:07:42.000Z,@someuser omg ari nlng ta cebu kia biiii hahaha #excited,800953403471822848,801034418366267393,3930777552,#excited,309020843,"[{'type': 'replied_to', 'id': '801034126551678976'}]",
tl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-22T11:58:01.000Z,Aur mjhe aj time mila hai insano wali bday edits krne ka !| #Excited 😍| @someuser 💕,801031981320511489,801031981320511489,2325649064,#excited,,,{'place_id': '00cc0d5640394308'}
tl,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-22T11:57:00.000Z,Inter Marian shirt (Pwede na makuha).. Hahahaha #excited 😊😊🙏 http://someurl,801031725555953664,801031725555953664,1144635859,#excited,,,
tl,everyone,Twitter for iPad,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-11-22T10:02:33.000Z,Kyaahhh~excited na ako bukas going to tarlac PARA sa tapsayawit| | #excited| #goingtotarlac| #happy,801002923228471301,801002923228471301,759684918809100288,#excited,,,
tl,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-22T03:42:46.000Z,Great idea! Ottor @someuser gawa ka ng GC dali!!! #excited 😍❤️😍 #ALDUB3Wks3Mos http://someurl,800907348533354496,800907348533354496,3718670593,#excited,,"[{'type': 'quoted', 'id': '800904471224020996'}]",
tl,everyone,Twitter Web Client,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",2016-11-21T18:18:11.000Z,Sonu bhai ka bdy is coming #Excited http://someurl,800765266925797377,800765266925797377,2413712108,#excited,,,
tl,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-21T16:02:56.000Z,Malapit na ang Pasko!!! #excited,800731230459215872,800731230459215872,267950780,#excited,,,
tl,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",2016-11-21T14:54:37.000Z,AT MAY PLAY AKOOOO... well reading ng PLAY.... kelangan ng SOUL minsan... #excited,800714035813457920,800714035813457920,88151905,#excited,,,
tl,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2016-11-21T14:31:28.000Z,@someuser parang last last week lang 2 weekendish tayo nagkita kita 😢hindi ko pa naman ikakasurprise si c u soon di ba? haha #excited lol,800525809324683264,800708210369785856,383328221,#excited,2523098312,"[{'type': 'replied_to', 'id': '800707721192349696'}]",
tl,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-11-21T14:16:01.000Z,ako unang una nag bayad sa fieldtrip hahaha #excited😍,800704323139178496,800704323139178496,3062148168,#excited,,,
tl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-21T13:06:59.000Z,Yey be cha lo maya-maya #excited hahaha LAI FAM BE CHA LO (most probably tapos na kayo tho huhu) 🍴,800686951170871296,800686951170871296,324896998,#excited,,,{'place_id': '006523c50dfe9086'}
tl,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-21T12:38:32.000Z,Lapit na field Trip gusto kona na pumunta sa Star City!!!!....| #Excited| #FieldTripStillWaiting,800679790210469888,800679790210469888,797690849471512576,#excited,,,
tl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-21T03:14:50.000Z,@someuser #excited typo hahaha,800536968635420672,800537931198758913,2534356969,#excited,2534356969,"[{'type': 'replied_to', 'id': '800537836118151168'}]",
tl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 3, 'quote_count': 0}",2016-11-21T00:54:43.000Z,Omg yay may nagreply na sakin na ka-DDS!! But later ako magrerep after exam. Iaadd ko siya mamamayang gabi as friend para creepy #EXCITED,800502667189501952,800502667189501952,187408732,#excited,,,
tl,everyone,Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-21T00:08:59.000Z,kay diha man mo malipay hala hulata hapit na :)| | #excited| #ihavereadeverything/gc,800491158430285824,800491158430285824,2200500949,#excited,,,
tl,everyone,Mobile Web (M2),"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-20T15:19:25.000Z,@someuser @someuser wow happy 1yrs and 5mon team barbie stay solid.. Aabngan namin yan soon ni bie.. #excited,800355890679271424,800357889047031809,1173763118,#excited,548859746,"[{'type': 'replied_to', 'id': '800355890679271424'}]",
tl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-11-20T14:28:43.000Z,Klase nsd ugma. #Excited HAHAHAHAHAHAHAHAHAHA,800345130817290241,800345130817290241,97656357,#excited,,,
tl,everyone,Mobile Web (M2),"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-20T12:41:03.000Z,FieldTrip! Pinapakilig mo nako!| #Excited,800318035370201090,800318035370201090,785046778311618560,#excited,,,
tl,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-20T12:07:29.000Z,Osaka night #ramen #shopping #pagoda #excited #happytummy,800309588046135296,800309588046135296,1150942440,#excited,,,
tl,everyone,Twitter for Android,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-11-20T11:34:27.000Z,Aabangan ko to tlga..mapuyat man ako ngyun gabi sa kkbasa at kakatwit..#Excited to see #YongKissward http://someurl,800301274310639617,800301274310639617,3867512539,#excited,,"[{'type': 'quoted', 'id': '800287287556775936'}]",
tl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-20T10:31:06.000Z,@someuser    wag po kayung  charot  charot ha.  😁😁😁| #Excited,800282191573880833,800285333757661184,3092924941,#excited,186712788,"[{'type': 'replied_to', 'id': '800282191573880833'}]","{'place_id': '002b9a356f4ff2ed', 'coordinates': {'type': 'Point', 'coordinates': [120.5933152, 18.1991074]}}"
tl,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-19T15:42:29.000Z,@someuser @someuser KALBO na lang! 😃 #excited,799999278814892032,800001305074765825,414732572,#excited,2383663014,"[{'type': 'replied_to', 'id': '800001082202042369'}]",{'place_id': '0c4cd224fc7fb579'}
tl,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-19T15:28:42.000Z,@someuser #weartherose. #excited # cnonengland http://someurl,799997839040540673,799997839040540673,3399166317,#excited,819555056,,
tl,everyone,Twitter for Android,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-19T12:14:51.000Z,"Welcome back sa walang kasing sweet na baby ko, @someuser ❤ Uuwi na ako para makapanaood hihi. #excited| | WelcomeBack KISSES",799949054037757952,799949054037757952,2789474936,#excited,,,
tl,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-19T11:27:07.000Z,yeheyy mlpit n kame magkameron :)| | #excited,799937041760825344,799937041760825344,788882876037074945,#excited,,,
tl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-19T10:30:21.000Z,MICKY FLANAGAN!!!!!!!!!!!!!!! Wahooooooo!!!!| #Excited,799922756255150080,799922756255150080,121554189,#excited,,,
tl,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-11-19T10:20:00.000Z,@someuser dapat after 15 days pa tani pwede ibury kay basi may ma file pa for motion for reconsideration #excited,799648570668290048,799920149943853056,2556317484,#excited,2251126447,"[{'type': 'replied_to', 'id': '799648570668290048'}]",
tl,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",2016-11-19T08:30:26.000Z,anong pasabog kaya ang inihanda ng mga Bulldogs? #UAAPCDC79 #excited,799892578111848448,799892578111848448,283169018,#excited,,,
tl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 1}",2016-11-19T04:26:56.000Z,@someuser @someuser ohh its the first ever tandem of @someuser & Angge. Makapanood nga! May kantahan kayang magaganap? #excited,799830203417694208,799831300316086272,76792623,#excited,39956328,"[{'type': 'replied_to', 'id': '799830203417694208'}]",
tl,everyone,Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-19T01:27:11.000Z,God sana nextyear na talaga yung pinakahihintay ko please. 🙏 Amen. #WorkAbroad #Priorities #Pursue #Excited #Dreams 😍,799786063254298624,799786063254298624,1279263241,#excited,,,
tl,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-19T01:00:34.000Z,Kanina tahimik. Natulog. Ngayon andaldal na. #Excited #FieldTrip #VMS #Haileypotpot @ Subic Bay... http://someurl,799779366989336576,799779366989336576,118307943,#excited,,,"{'place_id': '0037f84c697560c6', 'coordinates': {'type': 'Point', 'coordinates': [120.28218269, 14.81632304]}}"
tl,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",2016-11-18T16:35:22.000Z,Mag coconcert na yung cold play sa pinas. Kelan kaya magcoconcert ulit si justine bieber? #excited,799652226633318400,799652226633318400,2378811169,#excited,,,
tl,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-11-18T15:09:12.000Z,@someuser wo to movie aayegi to pta chl jaega| #excited,799596284290023426,799630543390285824,2534373140,#excited,54829997,"[{'type': 'replied_to', 'id': '799596284290023426'}]",
