source,conversation_id,author_id,reply_settings,id,text,created_at,public_metrics,lang,geo,search_query,in_reply_to_user_id,referenced_tweets,withheld
Twitter for iPad,806130960605581312,2462497536,everyone,806137203206144001,@someuser Shes a HUGE proponent of vouchers.  Sigh.  #worried,2016-12-06T14:04:21.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,2890190033,"[{'type': 'replied_to', 'id': '806130960605581312'}]",
Twitter for iPhone,806129431722893312,147350466,everyone,806129431722893312,New Vibes http://someurl #Worried 🙃 http://someurl,2016-12-06T13:33:28.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Twitter for Android,806120055050215425,243389412,everyone,806120055050215425,"The backing that @someuser has just given Pardew is akin to self harming, should we call someone? #worried #cpfc #6in39",2016-12-06T12:56:12.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,{'place_id': '569c1d39d5de5775'},#worried,,,
Twitter for Android,806110636342210560,2183161358,everyone,806110636342210560,Have they found their owner yet?  #worried 🐻 http://someurl,2016-12-06T12:18:47.000Z,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",en,,#worried,,,
Twitter for iPhone,806101532743712769,228439192,everyone,806101532743712769,Really dont know how I feel about mum going in for an operation on her head today #worried,2016-12-06T11:42:36.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
WordPress.com,806096923358855169,130501124,everyone,806096923358855169,"#Kumble #satisfied with #DRS, not #worried about #injuries http://someurl http://someurl",2016-12-06T11:24:17.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Twitter Web Client,806091110372102144,2912091205,everyone,806091110372102144,are you #worried about you #future #education then check this out now @someuser| http://someurl,2016-12-06T11:01:11.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Twitter Web Client,806069306475814912,776020644844756992,everyone,806069306475814912,#Worried about how youll pay for those #Christmas #presents?| We recycle your old phone and pay you #cash!| | http://someurl #Bizhour http://someurl,2016-12-06T09:34:33.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Twitter for Android,806051386974732288,764393965823156225,everyone,806051386974732288,"So Im on the way way walk and this taxi driver is busy with his Whats app text, I dont feel safe yoh😢#Worried",2016-12-06T08:23:21.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,{'place_id': 'e564d30dc173d2a8'},#worried,,,
Twitter for Android,806033960232951809,725259852,everyone,806033960232951809,Its nights like this when I cant sleep that I wish I was back in Louisville sitting at the waterfront hiding & clearing my mind😒 #worried,2016-12-06T07:14:06.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",en,,#worried,,,
Facebook,806032530063446016,147350466,everyone,806032530063446016,W 🙃 R R I E D http://someurl #Worried [ link in bio ] http://someurl,2016-12-06T07:08:25.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",en,,#worried,,,
Twitter for iPad,806031354831904768,27497793,everyone,806031354831904768,Has anyone ever seen @someuser laugh??? Laughter is a natural response of a healthy human brain. #worried #Trump,2016-12-06T07:03:44.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",en,,#worried,,,
Twitter for iPhone,806029442451546112,714279638,everyone,806029442451546112,Fuckkk hoping my hair doesnt come out too light #worried #firstworldproblems,2016-12-06T06:56:09.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Twitter for Android,806027947400232960,1189549705,everyone,806027947400232960,"I am amazed with how people can handle living with so much hatred. For me loving is easy, hating is a tough job to do. #worried #humanity",2016-12-06T06:50:12.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",en,,#worried,,,
Twitter for iPad,806013405547155456,367174466,everyone,806013405547155456,Appreciate it was Black Friday weekend @someuser but why is my order STILL showing as waiting to be packed? Its a Xmas present #worried,2016-12-06T05:52:25.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Buffer,806010214080282624,467650770,everyone,806010214080282624,"Colorado peeps, it would be super helpful if you would, RIGHT NOW, mark yourself safe from the impending snow storm. | #worried| #justdont",2016-12-06T05:39:44.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",en,,#worried,,,
Twitter for Android,806008099236642816,2467996515,everyone,806008099236642816,why am I awake.. #worried,2016-12-06T05:31:20.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Twitter for iPhone,805973801678696448,1283931114,everyone,805973801678696448,My cup is gone. I am so very sad right now. I hope it wasnt thrown away ☹️. #worried #sad #depressed #mine #pusheen,2016-12-06T03:15:03.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Twitter for iPhone,805971938174713856,803251602190692352,everyone,805971938174713856,OMG!!! My ship just sank! And I think I lost my beloved twin sister Viola😔😥 #heartbroken #worried,2016-12-06T03:07:38.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Twitter for iPhone,805944320394031110,499694387,everyone,805944320394031110,#worried about a #friend,2016-12-06T01:17:54.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",en,,#worried,,,
Twitter for Android,805941135424122881,1479048242,everyone,805941135424122881,@someuser has hobbled off thr court and it doesnt look good. #worried @someuser #NBA,2016-12-06T01:05:15.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,349719397,,
Twitter for iPad,805925182950948864,1419803700,everyone,805926302993694720,@someuser R u ok? #worried,2016-12-06T00:06:18.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,{'place_id': '0073b76548e5984f'},#worried,95169762,"[{'type': 'replied_to', 'id': '805925182950948864'}]",
Twitter for iPhone,805903071196938241,422817181,everyone,805903071196938241,Paul on the roof of the truck im #worried,2016-12-05T22:33:59.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Twitter Web App,805885023639506944,3622654695,everyone,805885023639506944,"@someuser hi,order placed over a week ago and still no email confirmation/order history,items have definitely been paid for!?#worried",2016-12-05T21:22:16.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,189107088,,
Twitter for iPhone,805873443082293248,248386269,everyone,805873443082293248,"Dear @someuser , my iPhone6 shuts itself off if under 50* outside. Im moving to chicago. Its never over 50. Soooo??? #worried",2016-12-05T20:36:15.000Z,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",en,,#worried,,,
Twitter for iPhone,805856256959184896,123818454,everyone,805861579946237952,@someuser no my son is coming in .. cant cancel #worried,2016-12-05T19:49:07.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",en,,#worried,35157615,"[{'type': 'replied_to', 'id': '805860615491305472'}]",
Twitter for Android,805859932071399428,358824201,everyone,805859932071399428,"The composers of The Gift, Deolinda and Rita Redshoes. This sounds great to me and is giving me hope #worried #eurovision #portugal",2016-12-05T19:42:34.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",en,,#worried,,,
Twitter for Windows Phone,805852128111640576,2767740779,everyone,805852128111640576,Watching #facup draw mentioned that Chappers gets everywhere. Wife responded wistfully: Not quite everywhere. #worried #bbcsport,2016-12-05T19:11:34.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",en,,#worried,,,
Twitter Web App,805842912919621632,777921990745137152,everyone,805842912919621632,Wheres the love in my life? #worried,2016-12-05T18:34:56.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",en,,#worried,,,
Twitter for iPhone,805831794410958848,147350466,everyone,805831794410958848,new. new. new. http://someurl #Worried 🙃,2016-12-05T17:50:46.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",en,,#worried,,,
Facebook,805829675469541376,475000637,everyone,805829675469541376,Some 💦 bead porn for your Ceramic PRO pleasure 😈😈😈 #yesitseesrain #andsnow #worried #notworried... http://someurl,2016-12-05T17:42:20.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Instagram,805829643873841152,475000637,everyone,805829643873841152,Some 💦 bead porn for your Ceramic PRO pleasure 😈😈😈 #yesitseesrain #andsnow #worried... http://someurl,2016-12-05T17:42:13.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,"{'coordinates': {'type': 'Point', 'coordinates': [-72.97523638, 41.26385086]}, 'place_id': 'c783883e2edd7454'}",#worried,,,
Twitter for iPhone,805811730496372736,147350466,everyone,805811730496372736,"We aint worried bout it, Nah we aint worried bout it. http://someurl #Worried",2016-12-05T16:31:02.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 1}",en,,#worried,,,
Twitter for iPhone,805746800040824833,778669255906750464,everyone,805811421833555968,@someuser @someuser even Ben said he wasnt qualified! Is this Gov101? Nobody in DT admin has a clue what they r doing! #scary #worried,2016-12-05T16:29:48.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",en,,#worried,2836421,"[{'type': 'replied_to', 'id': '805746800040824833'}]",
Twitter for iPhone,805769803084525569,417865367,everyone,805785218053509121,@someuser @someuser nothing here on the @someuser news too. They say she is somehoe disappeared. #paraphrasing #worried,2016-12-05T14:45:41.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,2495516532,"[{'type': 'replied_to', 'id': '805769803084525569'}]",
Twitter for iPhone,805779112816218112,805770883214278656,everyone,805779112816218112,Finally got in but I cant find her 😐#iheardher #worried,2016-12-05T14:21:25.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Instagram,805778300601778176,63945002,everyone,805778300601778176,We get so #worried about being #pretty. Lets be pretty #Kind. Pretty #Funny. Pretty #Smart.... http://someurl,2016-12-05T14:18:12.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
UberSocial© PRO,805763538509824000,294917571,everyone,805763538509824000,Worried about my off shore team today.  http://someurl Stay safe Chennai. #worried,2016-12-05T13:19:32.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Instagram,805762963458191360,2539084628,everyone,805762963458191360,#Worried Happen me unit !!! 😔😔😞😞 http://someurl,2016-12-05T13:17:15.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Twitter Web Client,805746660668243968,2444216466,everyone,805746660668243968,What is going to happen next with #EU and #europe. First #brexit and now Italian Primeminister @someuser resigning his post. #worried,2016-12-05T12:12:28.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",en,,#worried,,,
Twitter for iPhone,805743071195496448,4641538337,everyone,805743071195496448,So the PEOTUS decides to talk trade with China on twitter. Period.#USA #PresidentElectTrump #cause #of #anxiety #worried #globalcitizen,2016-12-05T11:58:12.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Twitter Ads,805735981772963840,369593422,everyone,805735981772963840,#worried #scared #nervous #anxious ? | Free #Anxiety support group Dec 1: http://someurl| #Montreal http://someurl,2016-12-05T11:30:02.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Twitter for Android,805708232429703168,28837129,everyone,805710944802246657,"@someuser I was supposed to be in Chennai this week ya... good I didnt come, I think. but my mom is there. #worried @someuser",2016-12-05T09:50:33.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",en,{'place_id': '5f55bb82cf16ac81'},#worried,350040079,"[{'type': 'replied_to', 'id': '805710705697525761'}]",
Twitter Web Client,805686957225504768,449616728,everyone,805686957225504768,Does anyone else get the distinct impression that @someuser is trying to antagonise as many people and countries as possible #worried,2016-12-05T08:15:14.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Twitter for iPhone,805666207915458560,186771337,everyone,805666207915458560,"@someuser cant check in and cant find the airline on your list, flying today so feeling a little concerned now #worried",2016-12-05T06:52:47.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",en,,#worried,151517249,,
Twitter Web Client,805646689918861313,805641006540472320,everyone,805646689918861313,I NEED BESH FRIEND | #Worried| #Excited,2016-12-05T05:35:13.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Facebook,805614324639297536,320967093,everyone,805614324639297536,WWE please be careful with AJs old back injury :( #Worried #WWETLC,2016-12-05T03:26:37.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",en,,#worried,,,
Facebook,805614234671476736,147350466,everyone,805614234671476736,T o m o r r o w #Worried http://someurl,2016-12-05T03:26:15.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 1}",en,,#worried,,,
Twitter for Android,805611766843486208,789906868487323648,everyone,805611766843486208,Is .@someuser or anyone else worried that .@someuser could start  WW3 in less than 140 characters? #worried #isthisreallife,2016-12-05T03:16:27.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",en,,#worried,,,
Twitter for iPhone,805608046898462720,157218153,everyone,805608046898462720,I knew it! Saw it when it happened and tweeted my concern. @someuser #Worried http://someurl,2016-12-05T03:01:40.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",en,,#worried,,"[{'type': 'quoted', 'id': '805607532014239744'}]",
Twitter for iPhone,805603546515341314,2859116024,everyone,805603546515341314,#Worried WOOPS,2016-12-05T02:43:47.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",en,,#worried,,,
Twitter for Android,805600014051348480,23623858,everyone,805600014051348480,ET3 may be the most important defender in the league this side of JJ Watt #seahawks #nfl #worried http://someurl,2016-12-05T02:29:45.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,{'place_id': '300bcc6e23a88361'},#worried,,"[{'type': 'quoted', 'id': '805599315314020353'}]",
Instagram,805589904902078464,1947452816,everyone,805589904902078464,Had to take my poor princess is in the hospital....I hope its nothing too bad.| #worried @someuser http://someurl,2016-12-05T01:49:35.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,"{'coordinates': {'type': 'Point', 'coordinates': [-86.0908647, 33.4399149]}, 'place_id': '4a44bb4252b6fa76'}",#worried,,,
Twitter Web Client,805576702214684673,1692760682,everyone,805576702214684673,@someuser @someuser #Heartland #ILoveHeartland This is all such a disaster & theres only a few moments left!! #Worried,2016-12-05T00:57:07.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",en,,#worried,16301271,,
Twitter for iPhone,805561921009229824,587102799,everyone,805561921009229824,Her Pussy Be WRINKLED Like The #Face Of A #Worried Parent ☺️,2016-12-04T23:58:23.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Twitter for iPhone,805498730120028160,373042824,everyone,805556111348617216,@someuser @someuser have you heard anything about Italys vote? #worried,2016-12-04T23:35:18.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",en,,#worried,422164503,"[{'type': 'replied_to', 'id': '805554150050267141'}]",
Twitter for iPhone,805550031923191808,2447302008,everyone,805550031923191808,This man is dangerous #italianreferendum #worried http://someurl,2016-12-04T23:11:08.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,"[{'type': 'quoted', 'id': '805520882890395648'}]",
Twitter for iPhone,805528169851850753,845877877,everyone,805528169851850753,What the hell is wrong with Carey lately? #worried,2016-12-04T21:44:16.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Twitter for Android,805526071101648896,1347840582,everyone,805526071101648896,@someuser what happened to your poor little finger? #worried,2016-12-04T21:35:55.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,40068395,,
Twitter for iPhone,805523918811463680,588546698,everyone,805523918811463680,Saba enjoying @someuser @someuser not easy to see through him. #CatsOfTwitter #worried #cat http://someurl,2016-12-04T21:27:22.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",en,,#worried,,,
Twitter for iPhone,805516778684170240,786717463572545536,everyone,805516778684170240,Factually untrue again  @someuser you call  Stein recount effort scam why are you paying lawyers to fight it🤔🤔 #worried #AuditTheVote http://someurl,2016-12-04T20:59:00.000Z,"{'retweet_count': 5, 'reply_count': 0, 'like_count': 8, 'quote_count': 1}",en,,#worried,,,
Twitter for iPhone,805512400099278848,240867041,everyone,805512400099278848,Please god let her be found alive #whereisbana #worried @someuser 😢,2016-12-04T20:41:36.000Z,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",en,,#worried,,,
Twitter for Android,805510870449188864,139755592,everyone,805510870449188864,Er think there leaving it a bit late to be sending the VIp tickets out like #worried#hopewegetthemsoon#tengoodreasons#excited,2016-12-04T20:35:31.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",en,,#worried,,,
Twitter for iPhone,805505572447678464,19457241,everyone,805505572447678464,Has anyone seen the Cheshire Cat recently? #worried #XFactor http://someurl,2016-12-04T20:14:28.000Z,"{'retweet_count': 4, 'reply_count': 0, 'like_count': 5, 'quote_count': 0}",en,,#worried,,,
Twitter for iPhone,805497244812242946,2225603801,everyone,805497244812242946,Dad asked us to take a selfie with him last night... what is becoming of this generation #worried,2016-12-04T19:41:23.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",en,,#worried,,,
Live.me ,805474301558263808,496901135,everyone,805474301558263808,✨✔😘😘Defeat The Ghost For Me! 👻 Rachel 😛 Scotland💋:#worried about | http://someurl http://someurl,2016-12-04T18:10:13.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Twitter for Android,805463540899467264,590119389,everyone,805463540899467264,Despite my deep loathing and hatred of Man Utd @someuser @someuser I do like the 5 Cantonas song. #ExplainThat #Worried #MUFC,2016-12-04T17:27:27.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",en,,#worried,,,
Twitter Web Client,805459843196731394,474593554,everyone,805459843196731394,#jayalalithaa more unpleasant #news are #broadcast-ed in many #channels #scared and #worried abt #AMMA hope all is well with her #Apollo,2016-12-04T17:12:45.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Twitter for iPad,805185282442076161,63705901,everyone,805451453586407425,@someuser @someuser @someuser While missing important briefings! #worried,2016-12-04T16:39:25.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,805180157157740544,"[{'type': 'replied_to', 'id': '805185282442076161'}]",
"Cheap Bots, Done Quick!",805436808066646016,725422018577977345,everyone,805436808066646016,#worried af tonight :o,2016-12-04T15:41:13.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Twitter for iPhone,805431050759507968,2174058994,everyone,805431050759507968,Hope you are ok @someuser #worried http://someurl,2016-12-04T15:18:21.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,"[{'type': 'quoted', 'id': '805394074949849088'}]",
TweetDeck,805429715058257922,735938902914125827,everyone,805430108173565952,@someuser Uh oh... That sounds like BIG trouble... #worried,2016-12-04T15:14:36.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,2573387844,"[{'type': 'replied_to', 'id': '805429715058257922'}]",
Twitter for iPhone,805429817101393921,1072698607,everyone,805429817101393921,This weather is not playing. Grown Spartans being carted out with hypothermia blankets.  #wherearemykids! #worried,2016-12-04T15:13:27.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",en,,#worried,,,
Twitter for iPhone,805427404680417280,65254322,everyone,805427404680417280,Not sure why @someuser & @someuser wouldnt start #Adler #Wood & #Lassoga. We need a win and 3 of your best on the bench. #worried #Bundesliga,2016-12-04T15:03:52.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Twitter for iPhone,805396441317437440,731572201225371649,everyone,805396441317437440,The Sad Skeleton | http://someurl | #ChildrensBooks #children #emotions #wellbeing #schools #parents #sad #happy #worried http://someurl,2016-12-04T13:00:49.000Z,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 5, 'quote_count': 0}",en,,#worried,,,
Twitter for iPhone,805262494948204545,34712143,everyone,805395445845467136,@someuser this is not a good tweet 😰 #worried,2016-12-04T12:56:52.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",en,,#worried,29025885,"[{'type': 'replied_to', 'id': '805262494948204545'}]",
Instagram,805387160119611392,17125899,everyone,805387160119611392,Should I be #worried ? http://someurl,2016-12-04T12:23:56.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Twitter for Android,805382737024716801,3025579142,everyone,805382737024716801,"@someuser bin roped in2  chester 1/2 mara in may,now i retired from footie at 40,since then put feet up,any tips how 2 start #worried 😂",2016-12-04T12:06:22.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",en,,#worried,355054477,,
XYZ Share and Publish,805330400356732928,401022871,everyone,805330400356732928,We Should Really Be #Worried About Obama’s #Secret #Deal To Take In A ... - http://someurl - #Australias #LatestNews #Obamas,2016-12-04T08:38:24.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Twitter Web Client,805316792105041920,803103538834329600,everyone,805326684366831616,@someuser but how else will i assert my dominance over a lesser being?? #worried #cantrape #allmenarerapists,2016-12-04T08:23:38.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,2172667340,"[{'type': 'replied_to', 'id': '805316792105041920'}]",
Twitter Web Client,805313620028424193,2556187417,everyone,805313620028424193,im the same ROSS #worried http://someurl,2016-12-04T07:31:43.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Facebook,805310009567571968,442574710,everyone,805310009567571968,I am less likely to have a gun now that Trump is going to be president because its a cowards way out. | | #Worried?,2016-12-04T07:17:22.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Twitter Web Client,805291887284408324,989772409,everyone,805291887284408324,"Where there is #smoke, there is #Fire. #Trump and #GOP all #worried about #Michigan #recount enough to #interfere? Why? http://someurl",2016-12-04T06:05:22.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,"[{'type': 'quoted', 'id': '805291433661964288'}]",
Twitter for iPhone,805284291324186624,702820255391830016,everyone,805284291324186624,Hope your face is ok beautiful @someuser ???? #worried #Inghamfamily,2016-12-04T05:35:11.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,{'place_id': '01864a8a64df9dc4'},#worried,,,
Twitter for Android,805267541908221952,249945931,everyone,805267541908221952,Being rushed to hospital 😡😢 going to be a long ass night/day! #sick #worried #stressed,2016-12-04T04:28:37.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Twitter for iPhone,805256969619697664,206025214,everyone,805256969619697664,And when you learn it burned down 11 buildings... #worried @someuser thank god your building is fine!!!,2016-12-04T03:46:37.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",en,,#worried,,,
Twitter for iPhone,805256538461966336,206025214,everyone,805256538461966336,When your husband lives 2 buildings away and you see this on the news while youre in Montreal: #worried #cambridgefire #boston http://someurl,2016-12-04T03:44:54.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",en,,#worried,,,
Twitter Web Client,805256248392384512,18018500,everyone,805256248392384512,#Austria’s #worried #Jews #pray #farright will #fail to #win #presidency http://someurl,2016-12-04T03:43:45.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Instagram,805247141664829440,785642231935840256,everyone,805247141664829440,When it looks like your parlay goes 0/4. #sportsgambling #nhl #worried #rethinklife http://someurl,2016-12-04T03:07:33.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",en,,#worried,,,
Twitter for Android,805243810422865920,212056192,everyone,805243810422865920,and now *if it wasnt crazy dangerous enough* on top of it all Trump is going to be president! #worried,2016-12-04T02:54:19.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Instagram,805237544183009281,745330099,everyone,805237544183009281,How about some pumpkin gnocchi ( never had it #worried) with some alfredo chicken and then... http://someurl,2016-12-04T02:29:25.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Twitter Ads,805215063292284929,369593422,everyone,805215063292284929,If you have someone you love living with #mentalillness: support group Monday Dec 1 http://someurl| #worried #scared #sad #confused,2016-12-04T01:00:05.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",en,,#worried,,,
Twitter for Android,805210039480975360,263306954,everyone,805210039480975360,@someuser @someuser please from a fans point look into the ref from the Panthers game players will get injured out of a career #Worried,2016-12-04T00:40:08.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,68489999,,
Twitter Web Client,805194037535850496,12592522,everyone,805194037535850496,"Cant get the #PaRappa demo to recognise me coolness. Did that only become possible after clearing it once, or have I lost it? #worried",2016-12-03T23:36:32.000Z,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 3, 'quote_count': 0}",en,,#worried,,,
Twitter for iPhone,805127810411073536,18475244,everyone,805193138314813440,@someuser hopefully the new segregations will stand up to Leeds at home next year the way things are going #worried,2016-12-03T23:32:58.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,18847276,"[{'type': 'replied_to', 'id': '805191836687945728'}]",
