lang,reply_settings,source,public_metrics,created_at,geo,text,conversation_id,id,author_id,search_query,referenced_tweets,in_reply_to_user_id,withheld
en,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T20:53:42.000Z,"{'coordinates': {'type': 'Point', 'coordinates': [-80.21666667, 44.5]}, 'place_id': '721eff9856a56962'}","Look what I got today! So #happy @ Collingwood, Ontario http://someurl",814937530370052096,814937530370052096,3154866917,#happy,,,
en,everyone,Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T20:53:34.000Z,,✨New Year is coming✨-1 -1 -1 -1 -1 -1 -1-1 🔝🔝🔝🔝🔝🔝🔝 #new #year #is #coming #happynewyear #happyyear #happy... http://someurl,814937493896302592,814937493896302592,1690694148,#happy,,,
en,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T20:52:46.000Z,,regrann from @someuser  -  Shrimp Po Boy!| | #happy hour... http://someurl,814937295539372032,814937295539372032,25912426,#happy,,,
en,everyone,Polyvore,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T20:52:12.000Z,,I just entered a @someuser contest: 🎁🎁Join and win prizes in cash on Your Pay Pal account🎁 #happy #2017 http://someurl,814937151737430016,814937151737430016,235939634,#happy,,,
en,everyone,Polyvore,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T20:51:15.000Z,,I just entered a @someuser contest: Pack and Go: Winter Getaway #packandgo #happy #2017 http://someurl #polyvoreStyle,814936914646036480,814936914646036480,235939634,#happy,,,
en,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-12-30T20:50:43.000Z,,I hope coffee is this good in 2017 #coffee #delicious #happy #brisbane #goodwillbridge... http://someurl,814936777525903360,814936777525903360,358464853,#happy,,,
en,everyone,Polyvore,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T20:50:06.000Z,,I just entered a @someuser contest: So Pretty: Rose Gold Jewelry #rosegold #happy #2017 http://someurl #polyvoreStyle,814936623481663488,814936623481663488,235939634,#happy,,,
en,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",2016-12-30T20:49:23.000Z,,Heres to a successful new year! - Jerry | | #success #positive #quote #happy #choice #kindness... http://someurl,814936443692916736,814936443692916736,36956753,#happy,,,
en,everyone,Twitter for Nokia S40,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T20:48:51.000Z,,#Happy Last Friday of 2016,814936310553124864,814936310553124864,3396232036,#happy,,,
en,everyone,IFTTT,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T20:48:11.000Z,,http://someurl | #HEAL With the #LawOfAttraction #LOA  !! | #AltWaysToHeal  #Healthy  #Happy  #Wellness !! http://someurl,814936140927168512,814936140927168512,3134514136,#happy,,,
en,everyone,Twitter Web Client,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",2016-12-30T20:47:59.000Z,,I am #woman who was born for #love... I am always in aweome mood and #happy person at all http://someurl #beautifulgirl #sexygirl http://someurl,814936092445122560,814936092445122560,946136576,#happy,,,
en,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T20:47:42.000Z,,Yeah. Please dont forget to be Awesome :)| #awesome #HAPPY #celebrations #love #enough... http://someurl,814936019535433728,814936019535433728,741265202,#happy,,,
en,everyone,Twitter for Android,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",2016-12-30T20:46:55.000Z,,Suprise party for @someuser 👌 💯| | #Birthday #Bday #Party #family #Celebrate #Fun #happy #smile #fam #loyalty #brothers #brotherhood #love http://someurl,814935822445191168,814935822445191168,2429512026,#happy,,,
en,everyone,Twitter Web Client,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 5, 'quote_count': 0}",2016-12-30T20:46:37.000Z,,#Holiday Refreshment #Inspo 😛 #Happy #New #Year Everyone!  Does time fly or what?! #2017 #Goals #Work #Relax #Enjoy #Celebrate #RealEstate http://someurl,814935748281409536,814935748281409536,2485600122,#happy,,,
en,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",2016-12-30T20:46:32.000Z,{'place_id': '35cb15d355ed9f1a'},She makes me smile just looking at her or even thinking about her 😌 #happy,814935725359644672,814935725359644672,2267827273,#happy,,,
en,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T20:45:58.000Z,,Had a really nice catch up with an old friend today . Had a nice meal and a goold natter and even solved a few of her issues too :) #Happy,814935583822872576,814935583822872576,22618177,#happy,,,
en,everyone,Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T20:45:42.000Z,,Red Velvet! Grab yours on this last Friday of 2016! #donuts #happy #newyear #vanilla #instagood #foodie #yummy... http://someurl,814935515099234304,814935515099234304,1906752206,#happy,,,
en,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-12-30T20:45:38.000Z,,#Happy New Years​ whos going out for new years tommorw night retweet this 😇,814935499869736960,814935499869736960,814933192356593664,#happy,,,
en,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T20:45:18.000Z,,Just in time for Holiday reading: 5 Stars for #Happy #Homicides 13 #Cozy #Mysteries for the Holidays Vol.1: http://someurl ... ... ... http://someurl,814935415648088068,814935415648088068,1576599271,#happy,,,
en,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2016-12-30T20:45:12.000Z,,I ordered the Ronda Rousy fight gonna smoke me some ribs and watch it on my new 55 4K smart tv WOOOOT!#HAPPY,814935390947659776,814935390947659776,453306940,#happy,,,
en,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",2016-12-30T20:44:50.000Z,,"From our #Fleet Family to yours, wishing everyone a #Safe #Happy and #Healthy New Year! #HAPPYNEWYEAR #CheersTo2017 #NewYear #Family http://someurl",814935296626266113,814935296626266113,1880405886,#happy,,,
en,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T20:44:27.000Z,,#Children deserves to be #Happy always... Theyre beautiful #gift to the #world... http://someurl,814935203303030784,814935203303030784,810267735406026752,#happy,,,
en,everyone,Twitter Web App,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T20:44:19.000Z,,Tears are words the heart cant express... #emotional #goodbye #sad #but #happy,814935169425698820,814935169425698820,4103222537,#happy,,,
en,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T20:43:13.000Z,,Wishing you a #happy #New #year #nye #nye2016 #miashealth #hellokitty http://someurl,814934891779473408,814934891779473408,3069624247,#happy,,,
en,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T20:43:08.000Z,,Introducing baby Evynn | #newbaby #theefamily #happy #3kiddos http://someurl,814934869134299136,814934869134299136,2546863142,#happy,,,
en,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-12-30T20:43:00.000Z,,177 Days ✌✌✌💜💜 @someuser #happy #beliebers http://someurl,814934836527988736,814934836527988736,266555011,#happy,"[{'type': 'quoted', 'id': '814893826489905153'}]",,
en,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T20:42:52.000Z,"{'coordinates': {'type': 'Point', 'coordinates': [-84.4341954, 33.4539509]}, 'place_id': '7969d4d66b90a22e'}",From #cali to #georgia #love the #south #happy at #home #rescue #rescuecat @ Critter Sitters Inc... http://someurl,814934803724324865,814934803724324865,2513778796,#happy,,,
en,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T20:42:37.000Z,,All the best for 2017 to all friends and followers!!!| #blaueroute #happy #climbing #sport #fun... http://someurl,814934741665378305,814934741665378305,1227319728,#happy,,,
en,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-12-30T20:42:20.000Z,,"#NewYearsEveEve We wish everybody a #healthy #happy, prosperous, and an even bigger and brighter 2017! #HAPPYNEWYEAR #coldfeet #US #London http://someurl",814934668135038976,814934668135038976,3915314413,#happy,,,
en,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-12-30T20:42:11.000Z,{'place_id': 'b2e39072b9847c46'},Very nice 2017 earring 😘💋blink2 tau ✨✨thanks @someuser utk new year gift ni 🎁 | #bestie #newyeargift2017 | #wish2017yangindahje| #love #happy http://someurl,814934630176391168,814934630176391168,34161245,#happy,,,
en,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-12-30T20:41:40.000Z,,Hoy!! #newvideo #tonight check out my fan page on Facebook 💙 #tap #michaeljackson #happy http://someurl,814934501763727360,814934501763727360,152133254,#happy,,,
en,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T20:41:25.000Z,,How was everyones Christmas 🎄 🎅 ❄️ ❄️ #merry #christmas #happy #holiday #santa #reindeer #present #toys #color #2016 #frozen #peppapig http://someurl,814934439939678209,814934439939678209,814308013603487744,#happy,,,
en,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T20:41:20.000Z,,"Working on new music now!!!! #newmusic #newtunes #hardcore #happy @ Hounslow, Hounslow, United... http://someurl",814934419161096200,814934419161096200,3166877727,#happy,,,
en,everyone,Twitter Web App,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 1}",2016-12-30T20:40:51.000Z,,#dearcustomer I wont see you til next year! #happy #PTO #weekend #retail #cashierlife  😄😄😄,814934295659823105,814934295659823105,2894110231,#happy,,,
en,everyone,Twitter Web Client,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",2016-12-30T20:40:35.000Z,{'place_id': '96683cc9126741d1'},#NYE #2017 #Happy #NewYear  | So GLAD 2016 is on the way OUT!!! xoxo😍🤣😜😬😝😄🤡😜 http://someurl,814934226554515457,814934226554515457,2554304023,#happy,,,
en,everyone,SocialOomph,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T20:40:18.000Z,,Happy Hippos Munching On Watermelons| | VIDEO: http://someurl| | #happy #hippos #hippopotamus #watermelon http://someurl,814934157784711168,814934157784711168,756414562539233280,#happy,,,
en,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-12-30T20:40:07.000Z,,Having a supernatural day is this winter weather. #winner #winterseason #singer #happy... http://someurl,814934112368807938,814934112368807938,183890412,#happy,,,
en,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T20:39:26.000Z,,#2017in3words #happy new year# Happy me#no new year resolution,814933938024103936,814933938024103936,814923820150751233,#happy,,,
en,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T20:39:13.000Z,,Check out my vlog on YouTube #vlogging #vlog #follow #like #share #me #happy #proud #instagood... http://someurl,814933886450814976,814933886450814976,3421774761,#happy,,,
en,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T20:39:08.000Z,"{'coordinates': {'type': 'Point', 'coordinates': [-82.282, 29.5065]}, 'place_id': '4ec01c9dbc693497'}",These kids have been working hard all day building a fort out of bamboo #cousins #happy... http://someurl,814933862216175616,814933862216175616,26795650,#happy,,,
en,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T20:39:04.000Z,,Love!!! I love it!| | #yummy #sushi #food #happy #goodnight #love #japanesefood http://someurl,814933847318163456,814933847318163456,76281408,#happy,,,
en,everyone,Seller Tools,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T20:38:50.000Z,,⭐⭐⭐⭐⭐ review by signaturetshirts: Ring is so beautiful. Thanks for fast shipping and great service. #happy ... #etsy http://someurl http://someurl,814933789298270213,814933789298270213,107723606,#happy,,,
en,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T20:38:24.000Z,,"When Your OVER #HAPPY about getting Your Dreds Highlighted, Washed &... http://someurl",814933680015581185,814933680015581185,940118424,#happy,,,
en,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T20:37:41.000Z,,🙌 🔝 #love #instagood #photooftheday top.tags #tbt #cute #me #beautiful #followme #happy #follow... http://someurl,814933497538347008,814933497538347008,51073409,#happy,,,
en,everyone,twittbot.net,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T20:36:39.000Z,,Happy is doesnt mean forever because theres a sad sto #Happy is doesnt mean forever cause there sad story when the happy is ending,814933237008986112,814933237008986112,4484463920,#happy,,,
en,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T20:36:18.000Z,,We hope you all have a wonderful weekend and New Year celebration! #newyears #2017 #happy http://someurl,814933151927664640,814933151927664640,2411543856,#happy,,,
en,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T20:34:23.000Z,,#Bts #army #ARMYSelcaDay ❤️❤️ #Happy babys http://someurl,814932669909897216,814932669909897216,814893245394276356,#happy,,,
en,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T20:33:40.000Z,,May God give us all inspiration to respect n maintain freedom n safety of all communities in #US| | Attack on 1 is attack on all| #Happy 2017 http://someurl,814932488976039936,814932488976039936,3179622204,#happy,"[{'type': 'quoted', 'id': '814917494167244801'}]",,
en,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T20:32:52.000Z,,@someuser Thank you so much for following me. Please do read #FlightOfALifetime; you’ll be very glad you did #happy #smiles,814932286021992448,814932286021992448,16902248,#happy,,21897281,
en,everyone,Twitter Web App,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T20:32:30.000Z,,My handmade gifts were well received. 😇 #happy,814932193055215616,814932193055215616,60707032,#happy,,,
en,everyone,Dynamic Tweets,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T20:31:13.000Z,,See new webpage for The Orlando File http://someurl #goodread #happy #goodbook #bookclub #Top10 #MedicalThriller,814931872279134212,814931872279134212,1148221298,#happy,,,
en,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",2016-12-30T20:30:54.000Z,,When family supports your business! #yeah #happy #ifwedontsupportourownthenwho #techgeek #efficiency #edupreneur,814931790121017344,814931790121017344,590956648,#happy,,,
en,everyone,Hootsuite,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",2016-12-30T20:30:53.000Z,,We invite you to stay in bed snuggled up...why? Because we have that #FridayFeeling. #Happy #Snuggle #Relax #WeekendisHere #Friday #Weekend http://someurl,814931785918320642,814931785918320642,755311562852802560,#happy,,,
en,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T20:30:22.000Z,,Wishing you a #happy and #healthy 2017. #nye http://someurl,814931657211936768,814931657211936768,2575316042,#happy,,,
en,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T20:30:11.000Z,,My girls! 😍. #happydaddy | .| .| .| .| .| .| .| .| .| .| .| .| .| .| #family #daughter #happy #instagood... http://someurl,814931609623347201,814931609623347201,176857767,#happy,,,
en,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T20:29:56.000Z,"{'coordinates': {'type': 'Point', 'coordinates': [-76.6472422, 37.2301543]}, 'place_id': '5635c19c2b5078d1'}",Snow White & the 7 dwarfs ❤️💛💙 #sneezy #grumpy #happy #sleepy... http://someurl,814931547644198912,814931547644198912,586022977,#happy,,,
en,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T20:29:12.000Z,"{'coordinates': {'type': 'Point', 'coordinates': [-2.2748, 51.0375]}, 'place_id': '7de1bd78ab26761d'}",I love you @someuser #Fiancee #Love #BestFriend #SoulMate #Happy #MyEverything #MyWorld 😍😘❤ @someuser http://someurl,814931365409984512,814931365409984512,326328801,#happy,,,
en,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T20:29:09.000Z,,#Happy new year millai the world without war and bleeding http://someurl,814931351346511873,814931351346511873,2269478160,#happy,,,
en,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T20:28:40.000Z,,Another #happy #seller & #buyer closed right before the new year... http://someurl,814931229833195520,814931229833195520,545361748,#happy,,,
en,everyone,Dynamic Tweets,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T20:28:33.000Z,,"If everyone in the #world lives longer, what then? We cant all #live forever? http://someurl #goodread #happy #goodbook #bookclub",814931198577352704,814931198577352704,1148221298,#happy,,,
en,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 12, 'quote_count': 0}",2016-12-30T20:28:00.000Z,,I LOVE this #chibi artwork by @someuser <3 Look at me and @someuser Now Im ready for summer again! #happy #alilfoxz http://someurl,814931060991676416,814931060991676416,710541330670350338,#happy,,,
en,everyone,Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T20:27:42.000Z,,Counting my #blessings and feeling #happy. #babyboy #family #love #jewelry #muyombanojewelry #proudmom... http://someurl,814930987847192580,814930987847192580,256908200,#happy,,,
en,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-12-30T20:26:49.000Z,,Cider +monster munch + new series of modern family = perfect Friday #happy bunny http://someurl,814930763560972288,814930763560972288,3138437777,#happy,,,
en,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T20:26:19.000Z,,•Are you sure is perfectly fine?. Project A.• •Saul•©| •| •| •| •| •| •| •| •| #me #follow #happy... http://someurl,814930639153528832,814930639153528832,2616426297,#happy,,,
en,everyone,Twitter for iPhone,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-12-30T20:25:21.000Z,,I am thankful for my recovery #thankful #positive #happy #recovery #grateful #NA #JFT  http://someurl http://someurl,814930396060286976,814930396060286976,743873749187887105,#happy,,,
en,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T20:24:52.000Z,,Wish everyone a #iran #Christmas and a very #Happy #Newyear See you all in 2017 http://someurl,814930275088166912,814930275088166912,723052783436353536,#happy,,,
en,everyone,SocialOomph,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T20:24:29.000Z,,Happy Little Turtle Dancing In Tub| | VIDEO: http://someurl| | #happy #turtle #dancing #animals #cute http://someurl,814930175246958592,814930175246958592,2263797415,#happy,,,
en,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T20:24:20.000Z,,I am thankful for my home group  #thankful #positive #happy #NA #recovery #grateful  http://someurl http://someurl,814930140052549632,814930140052549632,743873749187887105,#happy,,,
en,everyone,Instagram,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-12-30T20:24:18.000Z,,Happy New Year 2017| #newyear #happy #happiness #happyplace #neonart #neontext #neoncolors... http://someurl,814930132087570432,814930132087570432,606197949,#happy,,,
en,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T20:23:21.000Z,,Have a #Happy #NewYear from #United #iran  Center in #2017 http://someurl,814929892441726978,814929892441726978,723052783436353536,#happy,,,
en,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-12-30T20:23:19.000Z,,"With only a few hours to go to the new year, meet the team who will be celebrating this event with you! | #interconfiji #bula #Fiji #happy http://someurl",814929884682170368,814929884682170368,326447477,#happy,,,
en,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T20:23:09.000Z,,got sunday and monday off #happy,814929842076549121,814929842076549121,751115076543873024,#happy,,,
en,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 2}",2016-12-30T20:22:37.000Z,,Home #movingday #newchapter #love #newyear #joy #happy #together #foreverendeavor ❤️ http://someurl,814929706457804800,814929706457804800,811531896,#happy,,,
en,everyone,Twitter for iPhone,"{'retweet_count': 2, 'reply_count': 1, 'like_count': 6, 'quote_count': 0}",2016-12-30T20:22:32.000Z,,Draft2 is done!!! #amwriting #celebrate #amreading #happy ewyeartome! http://someurl,814929687902187520,814929687902187520,485993675,#happy,,,
en,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T20:22:21.000Z,,#iran #Wishing #everyone #HAPPYNEWYEAR 2017! Make the #best of new 365 days. #happy #newyear  - http://someurl,814929641920139265,814929641920139265,723052783436353536,#happy,,,
en,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T20:22:14.000Z,"{'coordinates': {'type': 'Point', 'coordinates': [-77.0367, 38.8951]}, 'place_id': '01fbe706f872cb32'}","#sisters #poppicktrain #happy #merry @ Washington, District of Columbia http://someurl",814929610538385408,814929610538385408,14699741,#happy,,,
en,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-12-30T20:22:09.000Z,,Want to loose weight? Try slimroast coffee 2day!   http://someurl #delicious #slimroast #coffee #weightloss #focus #happy #energy http://someurl,814929589986328577,814929589986328577,2369236236,#happy,,,
en,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-12-30T20:21:58.000Z,,When your #gains match your #mood 💁🏾💅🏾 #happy #caribbeangirl #love #blackgirlmagic http://someurl,814929544150917120,814929544150917120,2601859628,#happy,,,
en,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T20:21:54.000Z,,#buffalowildwings before #StarWars #RogueOne  ... Add in a nice IPA from Goose Island and Buddy is #happy.,814929528799760384,814929528799760384,241158447,#happy,,,
en,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T20:21:45.000Z,,Wishing you a #happy #holidays and #peaceful and  #iran  #NewYear .. #2017 http://someurl,814929490749034496,814929490749034496,723052783436353536,#happy,,,
en,everyone,Dynamic Tweets,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T20:21:43.000Z,,Husband asked me why I was #crying...I was reading The Sleeping Truth  #Romantic Great #book http://someurl  #happy !,814929480389185536,814929480389185536,1097723378,#happy,,,
en,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T20:21:35.000Z,,"All our best wishes of happiness, health and prosperity in this holiday season #happy #newyear #2017 #iran http://someurl",814929448906747904,814929448906747904,723052783436353536,#happy,,,
en,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T20:21:18.000Z,,dear 2017 be nice to me #happy #funny #iran  #newyear http://someurl,814929375388901377,814929375388901377,723052783436353536,#happy,,,
en,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T20:21:00.000Z,,#Happy New Year 2017 http://someurl,814929299610488832,814929299610488832,723052783436353536,#happy,,,
en,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-12-30T20:20:52.000Z,,Such a happy child #herworld #happy #autism #autismspeaks #autismawareness http://someurl,814929266303528960,814929266303528960,770713041985994753,#happy,,,
en,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T20:20:25.000Z,,New Year’s #Resolutions to Make 2017 Your Happiest Year Ever:| NewYear #happy #healthy #IRAN http://someurl,814929154613321728,814929154613321728,723052783436353536,#happy,,,
en,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T20:20:18.000Z,,"#Happy #NewYear #2017!!! Best wishes. Health, wealth and a lot of happiness. Love and be loved!! | #GustavoFarfan http://someurl",814929122669559808,814929122669559808,26944188,#happy,,,
en,everyone,Rustik Forever,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T20:19:31.000Z,,#happy #weddingparty | | Wedding Coasters http://someurl http://someurl,814928928762564608,814928928762564608,779235830179201024,#happy,,,
en,everyone,Twitter for iPhone,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-12-30T20:18:11.000Z,,"So #happy & proud to open up the dance for New Years Eve concert at 10,30 pm. Are you ready #Cosenza? #songwriter http://someurl",814928591276412928,814928591276412928,828832526,#happy,,,
en,everyone,The Social Jukebox,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T20:18:05.000Z,,Live simply. Dream big. Be grateful. Give love. Laugh lots. - Unknown #quote #inspiration #happy,814928564432863233,814928564432863233,2156124402,#happy,,,
en,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-12-30T20:17:29.000Z,,🙋🏾‍♂️💈🙌🏽Saving lives one cut at a time lol | #happy #friday #fun #barber #artist #musician... http://someurl,814928413299458048,814928413299458048,61913795,#happy,,,
