reply_settings,lang,conversation_id,author_id,public_metrics,id,text,source,created_at,search_query,in_reply_to_user_id,referenced_tweets,geo
everyone,nl,368145124255338496,318461722,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",368145124255338496,Papa en mama zijn vanochtend om 11 uur vertrokken na Amsterdam en zijn nog steeds njet terug. . #worried,Twitter for Android,2013-08-15T23:00:12.000Z,#worried,,,
everyone,nl,368135404299780096,635986894,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",368137118176264192,@someuser ek dink ook so. n hartklop van 120 is nou nie ideaal nie... En dink nie ek is veronderstel om so te bewe nie #worried,Twitter for BlackBerry®,2013-08-15T22:28:23.000Z,#worried,522166067,"[{'type': 'replied_to', 'id': '368135735498395649'}]",
everyone,nl,367970872163696640,51057873,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",367970872163696640,Uuhhhhmmm............  Znhscjosjfkdkeijdmm!?!;$;$:&-@ #worried #impatient,Twitter for iPad,2013-08-15T11:27:47.000Z,#worried,,,
everyone,nl,367386443418980352,155903736,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",367386443418980352,Weet iemand waar @someuser is?;l #worried,Twitter for iPhone,2013-08-13T20:45:28.000Z,#worried,,,
everyone,nl,367365711746039808,543299499,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",367365711746039808,@someuser gaan wij anders een school zoeke voor Siham? #dikleb #worried,Twitter for iPhone,2013-08-13T19:23:05.000Z,#worried,258378102,,
everyone,nl,366665686572990464,335939698,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",366665686572990464,Wat me bezig houd???? Dat ik niks hoor van iemand die me app dat hij achter het stuur aant Appen is!!! #worried,Twitter for iPhone,2013-08-11T21:01:26.000Z,#worried,,,
everyone,nl,365547213704798210,1338988940,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",365547213704798210,Ik maak me zorge om Miloud.. Hy is al de hele dag zo zwakjes en doe ni anders dan slapen. Of heb ik gwn een luie kat? #worried,Twitter for Nokia S40,2013-08-08T18:57:01.000Z,#worried,,,
everyone,nl,365091278372880385,413339072,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",365091386351030273,@someuser wtaf??? #worried,Twitter for iPhone,2013-08-07T12:45:44.000Z,#worried,365663645,"[{'type': 'replied_to', 'id': '365091278372880385'}]",
everyone,nl,364505083284684800,717728990,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",364505083284684800,oke net dikke onweer en mn lieve katjes buiten #worried :( #pikachu #twister :(,Twitter Web Client,2013-08-05T21:55:58.000Z,#worried,,,
everyone,nl,364080500065193984,239873175,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",364081521394597890,"@someuser tejjjyyy. Dont die, I beg you hahahahah #worried",Twitter for iPhone,2013-08-04T17:52:53.000Z,#worried,325194296,"[{'type': 'replied_to', 'id': '364080500065193984'}]",
everyone,nl,363973535582388224,44647372,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",363999140340330496,@someuser oh gelukkig je had helemaal niet meer getweet ik was vet #worried,Twitter for iPhone,2013-08-04T12:25:32.000Z,#worried,378712733,"[{'type': 'replied_to', 'id': '363998663976034304'}]",
everyone,nl,363853140166451200,996128077,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",363853140166451200,Geen reactie.. #worried,Twitter for Android,2013-08-04T02:45:23.000Z,#worried,,,
everyone,nl,362979455683551232,1430775528,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",362979455683551232,Mn broer weer opgenomen in WKZ (Wilemina Kinder Ziekenhuis) #sad #worried,Twitter for iPhone,2013-08-01T16:53:40.000Z,#worried,,,
everyone,nl,362465259107254272,53103094,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",362465259107254272,Zie ik dat goed? @someuserreland is verdwenen? #worried,Twitter Web Client,2013-07-31T06:50:26.000Z,#worried,,,
everyone,nl,361938464779927552,419395195,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",361938881114935296,#worried hotlines hatuwezimek!,Twitter for BlackBerry®,2013-07-29T19:58:48.000Z,#worried,419395195,"[{'type': 'replied_to', 'id': '361938464779927552'}]",
everyone,nl,359029290207158272,312193792,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",359029290207158272,pff laat nou alsjeblieft wat weten .. #worried #about #you,Twitter Web Client,2013-07-21T19:17:07.000Z,#worried,,,
everyone,nl,357254636287168514,973729813,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",357254636287168514,Nadenken of ik iets verkeerds gedaan heb....... #worried,Twitter for Android,2013-07-16T21:45:17.000Z,#worried,,,
everyone,nl,353983678759698432,248565952,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",353983678759698432,RT @someuser Omg nee dit meen je niet @someuser bij spoedeisende hulp :O #worried,Twitter Web Client,2013-07-07T21:07:40.000Z,#worried,,"[{'type': 'retweeted', 'id': '353981099900289024'}]",
everyone,nl,353983246410858496,342333407,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",353983246410858496,@someuser Omg nee dit meen je niet @someuser bij spoedeisende hulp :O #worried,Twitter for Android,2013-07-07T21:05:57.000Z,#worried,,,
everyone,nl,353981099900289024,245297961,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",353981099900289024,Omg nee dit meen je niet @someuser bij spoedeisende hulp :O #worried,Twitter for BlackBerry®,2013-07-07T20:57:25.000Z,#worried,,,
everyone,nl,353821178948890625,217015215,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",353821178948890625,Ben je weer jezelf of is het een act? #worried,UberSocial for BlackBerry,2013-07-07T10:21:57.000Z,#worried,,,
everyone,nl,352610197237284865,403554142,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",352610197237284865,Heart beating fast.... #worried ggsgefgsxfahfiejjsknf,Twitter Web App,2013-07-04T02:09:56.000Z,#worried,,,
everyone,nl,352550672501190656,917584154,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",352550672501190656,@someuser better kik me fast.| 😨 #worried,Twitter for iPhone,2013-07-03T22:13:25.000Z,#worried,849823188,,
everyone,nl,352193616661331970,255663762,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",352193616661331970,Oke waar is @someuser #worried,Twitter for Android,2013-07-02T22:34:36.000Z,#worried,,,
everyone,nl,352171650881560576,222808645,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",352171650881560576,Tandjes poetsen en in bed gaan liggen.  Niet dat ik nu in slaap val maar goed :(  #worried,Twitter for Android,2013-07-02T21:07:19.000Z,#worried,,,
everyone,nl,351798451039768577,574036809,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",351811437666119682,@someuser @someuser @someuser #worried mwhahaha,Twitter for iPad,2013-07-01T21:15:57.000Z,#worried,315249093,"[{'type': 'replied_to', 'id': '351810583630319617'}]",
everyone,nl,351707480360878080,234812061,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",351707480360878080,pfff beter mag me broertje zo t ziekenhuis uit !!! #worried,Twitter for Android,2013-07-01T14:22:52.000Z,#worried,,,
everyone,nl,351669136608329728,73148448,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",351669136608329728,Wat ik de laatste tijd ammel wel niet met mn ma mee maak 0_0 dit loopt nog een keer verkeerd af #worried,Twitter for BlackBerry®,2013-07-01T11:50:30.000Z,#worried,,,
everyone,nl,351570236635484161,316974315,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",351570236635484161,Date Nitee #We #Aint #Worried #Bout #Youu #Youu #Or #Youu #Btchh http://someurl,Instagram,2013-07-01T05:17:30.000Z,#worried,,,
everyone,nl,350704544734392321,995384388,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",350704544734392321,Hoopt dat nalapoes snel beter is :( #worried,Twitter Web Client,2013-06-28T19:57:33.000Z,#worried,,,
everyone,nl,350000696915009538,235925090,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",350000696915009538,Nog effe 9gag bekijken en dan maar gaan slapen #worried #goodnight,Twitter for Android,2013-06-26T21:20:43.000Z,#worried,,,
everyone,nl,349588492763926528,58303030,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",349637890675982337,@someuser al 3 uur geen tweet over #cyc4libnb - gaat het wel goed daar? #worried,Twitter Web Client,2013-06-25T21:19:03.000Z,#worried,15431437,"[{'type': 'replied_to', 'id': '349589587053641728'}]",
everyone,nl,349046017821384704,303643825,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",349046017821384704,mommaa :( #worried,Twitter Web Client,2013-06-24T06:07:10.000Z,#worried,,,
everyone,nl,348883625196003328,576386420,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",348883625196003328,RT @someuser Hoopt echt dat ze dinsdag geen telefoontje krijgt van school ... #worried,Twitter Web Client,2013-06-23T19:21:52.000Z,#worried,,"[{'type': 'retweeted', 'id': '348883335524794369'}]",
everyone,nl,348883335524794369,460335813,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",348883335524794369,Hoopt echt dat ze dinsdag geen telefoontje krijgt van school ... #worried,Twitter Web Client,2013-06-23T19:20:43.000Z,#worried,,,
everyone,nl,347843436730265600,587497484,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",347843436730265600,luna antwoord ni #worried,Twitter for iPhone,2013-06-20T22:28:32.000Z,#worried,,,
everyone,nl,347245153095917569,982498454,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",347245153095917569,Waar is mama? #worried,Twitter for Android,2013-06-19T06:51:10.000Z,#worried,,,
everyone,nl,347034245203648514,166061537,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",347034245203648514,Wiele lyk los van die Bokkies! Tot #KingKolbe het nou ñ shocker geskop!| | #worried,Twitter for iPad,2013-06-18T16:53:06.000Z,#worried,,,
everyone,nl,346688546117152769,100783526,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",346688546117152769,Waarom heeft @someuser nog niks getweets en al hele dag niet op whapp geweest? #worried,Twitter for iPhone,2013-06-17T17:59:25.000Z,#worried,,,
everyone,nl,346318871554301952,156327280,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",346318871554301952,R U OK?? :s #worried #goingcrazy,Twitter Web Client,2013-06-16T17:30:27.000Z,#worried,,,
everyone,nl,345644696237916160,425976988,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",345644696237916160,Kan niet slapen :( shiva alleen thuis + boyfriend hangt weer bij zn vriendjes + morgen examen #stress #worried,Twitter for iPhone,2013-06-14T20:51:32.000Z,#worried,,,
everyone,nl,345333500334989312,255121934,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",345333500334989312,Steeds als ik in slaap val word ik weer wakker #cantsleep #worried,Plume for Android,2013-06-14T00:14:57.000Z,#worried,,,
everyone,nl,345275024036491264,776433385,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",345275024036491264,Slapen morgen laatste lesdag:-) maar de hel is nog niet voorbij dan die pwweek nog #worried,Twitter for Android,2013-06-13T20:22:35.000Z,#worried,,,
everyone,nl,345174413748088832,406227054,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",345174413748088832,Ann in 911-mode... De vrouw van mijn pa is onvindbaar. #worried,Twitter for iPhone,2013-06-13T13:42:47.000Z,#worried,,,
everyone,nl,344551870947262466,469425594,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",344551870947262466,Mam nog steeds niet thuis #worried,Twitter for Android,2013-06-11T20:29:02.000Z,#worried,,,
everyone,nl,344231554853244929,37501079,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",344231554853244929,"Ik vertrouw dit niet, jay ( @someuser ) is al een half uur onderweg.. Je fietst er 10min op normaal.. #worried #bestee",Mobile Web (M2),2013-06-10T23:16:12.000Z,#worried,,,
everyone,nl,344143748030144513,433473063,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",344143748030144513,auto game pvr ? #worried,TweetDeck,2013-06-10T17:27:18.000Z,#worried,,,
everyone,nl,342134172036501504,1035704113,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",342134172036501504,"holy hell, yasiel puig. #worried",Twitter Web Client,2013-06-05T04:21:57.000Z,#worried,,,
everyone,nl,341961646962532352,540408908,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",341961646962532352,Algebra scores came in whuut .. /.\ #worried.,Twitter for Android,2013-06-04T16:56:24.000Z,#worried,,,
everyone,nl,341563926623952896,512196561,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",341563926623952896,Soms wil ik wel weten wat er is met iemand als die zo kort af is #worried #about #you!!,Twitter for Android,2013-06-03T14:36:00.000Z,#worried,,,
everyone,nl,341153433375617024,717591416,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",341153433375617024,N@ feelin so guwd #worried,Mobile Web (M2),2013-06-02T11:24:51.000Z,#worried,,,
everyone,nl,340743341320843264,202376921,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",340743341320843264,"Mensen, ik ben na 1 gig me stem meestal kwijt. Vana heb ik er 2 op een avond... iemand tips? #worried",Twitter for Android,2013-06-01T08:15:17.000Z,#worried,,,
everyone,nl,340587323521642496,182278459,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",340587323521642496,Kan niet eens rustig slapen zonder dat er iets gebeurt hierzo #worried.,Twitter for Android,2013-05-31T21:55:20.000Z,#worried,,,
everyone,nl,340151359196233728,374165032,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",340158999242616832,@someuser ik noem de mijnen ook me vent.... do i need help? #worried,Twitter for Android,2013-05-30T17:33:19.000Z,#worried,17822864,"[{'type': 'replied_to', 'id': '340151359196233728'}]",
everyone,nl,340151897447096321,202376921,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",340151897447096321,@someuser Ben mijn stem al meestal na 1 gig bijna kwijt. Moet er zaterdag 2. Gebruik jij wat voor je keel? #worried,Twitter for Android,2013-05-30T17:05:06.000Z,#worried,220619155,,
everyone,nl,339499113756368900,167898725,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",339731344093499393,@someuser idd ma op de liverpoolsite stond da liverpool als eerste een move ging maken #worried,Twitter for Android,2013-05-29T13:13:58.000Z,#worried,55626959,"[{'type': 'replied_to', 'id': '339730853754195971'}]",
everyone,nl,339435180873891840,516778154,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",339435180873891840,@someuser reageer dan ei 🍳 #worried,Twitter for iPhone,2013-05-28T17:37:08.000Z,#worried,268460832,,
everyone,nl,339135815877816320,234812061,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",339135815877816320,nu maar proberen te slapen #worried #goodnight,Twitter for Android,2013-05-27T21:47:34.000Z,#worried,,,
everyone,nl,338362468923502593,389635643,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",338362468923502593,@someuser omw wats wrong! #worried,Twitter for BlackBerry®,2013-05-25T18:34:33.000Z,#worried,269187059,,
everyone,nl,338019699612872704,302626400,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",338019699612872704,@someuser @someuser Naveen? #worried,Twitter for BlackBerry®,2013-05-24T19:52:31.000Z,#worried,408647523,,
everyone,nl,337677744789917696,1028460344,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",337677744789917696,Proberen te slapen.. Gaat sws niet lukken #spijt #worried...,TweetDeck,2013-05-23T21:13:42.000Z,#worried,,,
everyone,nl,336855807838797825,1028460344,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",336855807838797825,Mn broertje is dus weg gelopen.. Niemand weet waar heen of waar hij nu is.. #worried..,TweetDeck,2013-05-21T14:47:37.000Z,#worried,,,
everyone,nl,336836710983946241,338311709,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",336836710983946241,Omw to hosp. #worried af~,Twitter Web Client,2013-05-21T13:31:44.000Z,#worried,,,
everyone,nl,336460159922614274,198927771,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",336460159922614274,"justin playbackte kapot veel gisteren, en als ie zong klonk t niet mooi.. #worried",Twitter Web Client,2013-05-20T12:35:27.000Z,#worried,,,
everyone,nl,336204109009014784,378711490,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",336204109009014784,oke thijs is dus spoorloos verdwenen na festival Eindhoven gister. niks laten weten en niemand weet waar die is. #worried,Twitter for Android,2013-05-19T19:38:00.000Z,#worried,,,
everyone,nl,334575938044047360,228720705,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",334575938044047360,"alweer uurtje  wakker, slapen wil ook niet meer .. #worried",Twitter for Android,2013-05-15T07:48:14.000Z,#worried,,,
everyone,nl,334434108962906112,357599616,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",334434108962906112,Gvd kan niet slapen maak me weer veelste druk #worried,Twitter for Android,2013-05-14T22:24:39.000Z,#worried,,,
everyone,nl,334293846504660992,231525134,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",334299345824407552,"@someuser geen mailing gehad nog, whats going on? #worried #knuffeltweet denk aan je mopje!",Twitter for iPhone,2013-05-14T13:29:09.000Z,#worried,332717031,"[{'type': 'replied_to', 'id': '334293846504660992'}]",
everyone,nl,333560147295232000,462279697,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",333560147295232000,Oke de piste is echt eng als ze nat is! #worried,Mobile Web (M2),2013-05-12T12:31:51.000Z,#worried,,,
everyone,nl,333361748491005952,106025723,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",333361748491005952,RT @someuser Mobiel weg #worried - wassup bro?,UberSocial for BlackBerry,2013-05-11T23:23:29.000Z,#worried,,,
everyone,nl,333352921393664000,212975259,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",333352921393664000,Omg mama is nogsteeds niet thuis #worried,Twitter for iPhone,2013-05-11T22:48:24.000Z,#worried,,,
everyone,nl,332990468143058944,379363960,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",332990468143058944,Nu slapen #goodnight #worried #doei,Twitter for Android,2013-05-10T22:48:08.000Z,#worried,,,
everyone,nl,332302361907322881,80218807,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",332303244502122497,@someuser r u ok Greg? #worried,Twitter for iPhone,2013-05-09T01:17:22.000Z,#worried,142922788,"[{'type': 'replied_to', 'id': '332302361907322881'}]",
everyone,nl,331475840326041600,377115489,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",331475840326041600,Omw Home . .| | #Worried :/,Facebook,2013-05-06T18:29:33.000Z,#worried,,,
everyone,nl,331305593170169856,221835002,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",331305593170169856,hopelijk is het niets ergs  #worried,TweetDeck,2013-05-06T07:13:03.000Z,#worried,,,
everyone,nl,331051343089373184,413524787,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",331051343089373184,Pahal PKR je nie??? #worried,Twitter for BlackBerry®,2013-05-05T14:22:45.000Z,#worried,,,
everyone,nl,330982072342695937,1391912065,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",330982072342695937,@someuser: Gaat het wel goed met Nils en met jou? #worried @someuser,Twitter for Android,2013-05-05T09:47:30.000Z,#worried,,,
everyone,nl,330510833509617664,145212366,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",330510833509617664,Nog nooit met zoveel plezier updates gekregen uit Wetteren op een vrijdagnacht #worried Be safe babies! #treinbrand,Twitter for iPhone,2013-05-04T02:34:57.000Z,#worried,,,
everyone,nl,330032769663115266,1300604065,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",330032769663115266,@someuser kvraag me nogsteeds af of eenden wel tegen chocolade en/of cake kunnen :s #worried - HAHAHAHHAHHAHA,Twitter for Android,2013-05-02T18:55:18.000Z,#worried,,,
everyone,nl,328999458782208001,386176139,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",328999458782208001,"@someuser Nachtje doortrekken, ben er voor me schatje @someuser ♥! #worried #ziekenhuis dankjewel voor alles schat houvanjouu",Twitter for Android,2013-04-29T22:29:18.000Z,#worried,,,"{'place_id': '0cbaaffecade923d', 'coordinates': {'type': 'Point', 'coordinates': [5.61838346, 51.44143678]}}"
everyone,nl,328990531793326080,359910424,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",328990531793326080,"Nachtje doortrekken, ben er voor me schatje @someuser ♥! #worried #ziekenhuis",Twitter for Android,2013-04-29T21:53:49.000Z,#worried,,,
everyone,nl,328158622901219328,773963600,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",328338418910253056,@someuser >.< Zeen ? #Worried,Twitter Web Client,2013-04-28T02:42:33.000Z,#worried,174425567,"[{'type': 'replied_to', 'id': '328338225393451010'}]",
everyone,nl,328276246452649985,451495994,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",328276246452649985,"Het wordt echt een zotte week, ik ga kapot zijn en dan de week daarna superveel toetsen.. #worried",Twitter for iPhone,2013-04-27T22:35:30.000Z,#worried,,,
everyone,nl,327747071446769664,1274244522,"{'retweet_count': 0, 'reply_count': 4, 'like_count': 0, 'quote_count': 0}",327747071446769664,Tigers #introuble #worried #needagoal,Twitter for iPhone,2013-04-26T11:32:45.000Z,#worried,,,
everyone,nl,327731125181104129,520716165,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",327731125181104129,Is er in zeeland ieberhout wat te doen met koninginnedag ??? #worried,Twitter for iPhone,2013-04-26T10:29:23.000Z,#worried,,,
everyone,nl,327663341084504065,271997432,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",327663341084504065,voel me kut! #worried,Twitter for Android,2013-04-26T06:00:02.000Z,#worried,,,
everyone,nl,327494506201096192,245047074,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",327494506201096192,Slapen #worried,Twitter for Android,2013-04-25T18:49:09.000Z,#worried,,,
everyone,nl,326856187612102656,244681521,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",326856187612102656,Ik haat het als mensen zeggen dat ze moeten praten.. pff ): #worried,Twitter for Android,2013-04-24T00:32:42.000Z,#worried,,,"{'place_id': '34926d9276c89b2f', 'coordinates': {'type': 'Point', 'coordinates': [5.5453156, 52.3196642]}}"
everyone,nl,326782009106124800,16485316,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",326782009106124800,Barça- WTF?!?!  Or is bayern Munich really this good??? #worried,Twitter for iPhone,2013-04-23T19:37:56.000Z,#worried,,,
everyone,nl,326423998302916608,471041433,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",326423998302916608,Nog 1 ding voordat ik ga pitten... Keep your head up....#worried....Moest het nog ff kwijt....#twexit,Twitter for Android,2013-04-22T19:55:20.000Z,#worried,,,
everyone,nl,326410641579581440,954039301,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",326410641579581440,"@someuser lieveke reageer eens op men smsjes,heb er al zeker 20 gestuurd fso! #worried bout you! <3 x x x",Twitter Web App,2013-04-22T19:02:16.000Z,#worried,448852919,,
everyone,nl,325506171391852544,340830534,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",325506171391852544,@someuser Blauw = good/bad? 😳😳 RT “@someuser @someuser cubie is ook blauw!” #worried good,Twitter for Android,2013-04-20T07:08:13.000Z,#worried,,,
everyone,nl,324923312650199040,1252425475,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",324923312650199040,Laat dan toch iets weten van je! Ik kom hier echt zot! #worried,Twitter for iPhone,2013-04-18T16:32:09.000Z,#worried,,,
everyone,nl,324611525035839489,467199365,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",324908304075747330,Blauw = good/bad? 😳😳 RT “@someuser @someuser cubie is ook blauw!” #worried,Twitter for iPhone,2013-04-18T15:32:30.000Z,#worried,340830534,"[{'type': 'replied_to', 'id': '324907308394110976'}]",
everyone,nl,324733598936735745,455639036,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",324733598936735745,Omw to school #worried,Twitter for BlackBerry®,2013-04-18T03:58:17.000Z,#worried,,,
everyone,nl,324042489856159744,574642671,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",324042489856159744,@someuser ntja mme ..hw a u feeling ths morning??#worried,Twitter for BlackBerry®,2013-04-16T06:12:04.000Z,#worried,1329668798,,
everyone,nl,323623759594524672,462351763,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",323623759594524672,RT @someuser Keeping Elkhart schools in my prayers. #worried @someuser,Twitter Web Client,2013-04-15T02:28:11.000Z,#worried,,"[{'type': 'retweeted', 'id': '323621240080310272'}]",
everyone,nl,323621240080310272,320513451,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",323621240080310272,Keeping Elkhart schools in my prayers. #worried @someuser,Twitter Web Client,2013-04-15T02:18:10.000Z,#worried,,,
everyone,nl,322701784760086529,242038329,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",322701784760086529,Iedereen weet zn TRV cijfer al en ik niet .. #worried,Twitter for Android,2013-04-12T13:24:35.000Z,#worried,,,
everyone,nl,322452664979947520,258919946,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",322452664979947520,Voel me nu een echte kunstenaar. #still #blazin #OGKush #weed #and #hasj #worried #bout #a #hater?... http://someurl,Instagram,2013-04-11T20:54:40.000Z,#worried,,,
