lang,public_metrics,id,text,author_id,reply_settings,created_at,conversation_id,source,search_query,referenced_tweets,geo,in_reply_to_user_id
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",348064807947206656,Nog 5 uur werken dan alles inpakken enzo #pumped,128312686,everyone,2013-06-21T13:08:11.000Z,348064807947206656,Twitter for iPhone,#pumped,,,
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",348056847632191488,Over 2 weken zit ik hier #greece #samos #kokkari #holiday #sun #apartment #fun #pumped #dutch http://someurl,238602272,everyone,2013-06-21T12:36:33.000Z,348056847632191488,Instagram,#pumped,,,
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",347384053009362947,Legal woop woop :) #pumped,1228071782,everyone,2013-06-19T16:03:06.000Z,347384053009362947,Twitter for Android,#pumped,,,
nl,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",346833320732160000,Teen Wolf!! Omg! #pumped #littlegirlsqueel,1393705992,everyone,2013-06-18T03:34:42.000Z,346833320732160000,Twitter for Android,#pumped,,,
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",346691423866859523,5 DAYS OK IM FREAKING OUT OMG OMG AJSJFJTIFN| #PUMPED,121238736,everyone,2013-06-17T18:10:51.000Z,346691423866859523,Twitter for iPhone,#pumped,,,
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",346598687885111298,Meerkat Manor! #Pumped,151875715,everyone,2013-06-17T12:02:21.000Z,346598687885111298,Twitter for iPhone,#pumped,,,
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",346583567842832384,Vanochtend ook ff met Daniel weer aan t fitnessen geweest #pumped,1522784971,everyone,2013-06-17T11:02:16.000Z,346583567842832384,Twitter for iPhone,#pumped,,,
nl,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",346385398597054464,HOODIE ALLEN. #pumped,764770046,everyone,2013-06-16T21:54:49.000Z,346385398597054464,Twitter for iPhone,#pumped,,,
nl,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",346354531061346305,Hoodie Allen #pumped #almostthere,266842128,everyone,2013-06-16T19:52:09.000Z,346354531061346305,Twitter for iPhone,#pumped,,,
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",346349361208373248,Superman Man of Steel #pumped #betterbegood,340779407,everyone,2013-06-16T19:31:37.000Z,346349361208373248,Twitter for iPhone,#pumped,,,
nl,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",346340787405086720,Nieuwe stick!! #pumped,176920107,everyone,2013-06-16T18:57:33.000Z,346340787405086720,Twitter for iPhone,#pumped,,,
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",345663235342610434,Man of Steel in 3D #pumped,539668781,everyone,2013-06-14T22:05:12.000Z,345663235342610434,Twitter for iPhone,#pumped,,,
nl,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",345360016552906752,@someuser @someuser woop woop! #excited #woo #pumped #lmao,534771097,everyone,2013-06-14T02:00:19.000Z,345359712977571841,Twitter for iPhone,#pumped,"[{'type': 'replied_to', 'id': '345359712977571841'}]","{'coordinates': {'type': 'Point', 'coordinates': [-78.4078459, 39.95883432]}, 'place_id': 'dd9c503d6c35364b'}",1403840568
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",345303995654471680,Trusten mensen morgen nieuwe dag om mezelf weer cross klaar te maken #pumped,228115089,everyone,2013-06-13T22:17:42.000Z,345303995654471680,Twitter for Android,#pumped,,,
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",345278695830855680,Man of Steel later!! #pumped#superman,967363807,everyone,2013-06-13T20:37:10.000Z,345278695830855680,Twitter for iPhone,#pumped,,,
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",345192070048251904,"Nog even wat jammen, eten dan weer naar Rockschool #pumped",219763861,everyone,2013-06-13T14:52:57.000Z,345192070048251904,Twitter Web Client,#pumped,,,
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",344941386400940032,Daance shoow ! #walkerville #dancerlife #pumped #bestfriend @someuser http://someurl,505012587,everyone,2013-06-12T22:16:50.000Z,344941386400940032,Twitter for BlackBerry®,#pumped,,,
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",344662366006415360,Jazzfest coming sooo soon weeooooo #pumped,403728536,everyone,2013-06-12T03:48:06.000Z,344662366006415360,Twitter for Android,#pumped,,,
nl,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",344642441640550401,RT @someuser Pools open! #officiallysummer #pumped http://someurl,35915970,everyone,2013-06-12T02:28:55.000Z,344642441640550401,Twitter Web Client,#pumped,"[{'type': 'retweeted', 'id': '337263860698472449'}]",,
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",344564020650598401,"Tan, nails & blonder #grad #pumped",348901623,everyone,2013-06-11T21:17:18.000Z,344564020650598401,Twitter for iPhone,#pumped,,,
nl,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",344280708770045953,RT @someuser Teen wolf!!! #pumped #favoriteshow,629854162,everyone,2013-06-11T02:31:32.000Z,344280708770045953,Twitter for Android,#pumped,"[{'type': 'retweeted', 'id': '344270619954786307'}]",,
nl,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",344270619954786307,Teen wolf!!! #pumped #favoriteshow,589611388,everyone,2013-06-11T01:51:26.000Z,344270619954786307,Twitter for iPhone,#pumped,,,
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",344186042926116864,Eerrmeerrgeerrd eerrmeerrrgeerrd eerrmeerrrgerrrd @someuser wednesday #pumped,25889569,everyone,2013-06-10T20:15:21.000Z,344186042926116864,Twitter for Android,#pumped,,,
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",344157009312104448,Geggffhyshttkjdskogredujabubdrjvtgdrhkxygcgcayifuiirtjeglpgbwfjvugtribcyniccixuxgjfzufhfyjdtovdsewsgipjklugglyfhgfhj #cus #yolo #pumped ####,347784655,everyone,2013-06-10T18:19:59.000Z,344157009312104448,Twitter for iPhone,#pumped,,,
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",344057421611819009,Off to kinnik stadium #pumped,513861972,everyone,2013-06-10T11:44:16.000Z,344057421611819009,Twitter for Android,#pumped,,,
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",343903641612193794,@someuser ERMAHGERD #pumped,593231485,everyone,2013-06-10T01:33:12.000Z,343838933018365952,Twitter for iPhone,#pumped,"[{'type': 'replied_to', 'id': '343903541498351618'}]",,499255844
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",343738363322433536,Volleyball on sportsnet #pumped,142140070,everyone,2013-06-09T14:36:26.000Z,343738363322433536,Twitter for BlackBerry®,#pumped,,,
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",343697860388335616,Terug van sportschool. #pumped,866570526,everyone,2013-06-09T11:55:30.000Z,343697860388335616,Twitter for Android,#pumped,,,
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",342824201859760128,"Graceland, hellooooo Aaron Tveit :) #pumped",451054781,everyone,2013-06-07T02:03:53.000Z,342824201859760128,Twitter for iPhone,#pumped,,,
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",342288718981386241,Vanavond rambo trainen #pumped,466702173,everyone,2013-06-05T14:36:04.000Z,342288718981386241,Twitter for iPhone,#pumped,,,
nl,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",342079479847464960,RT @someuser: BVJ TICKETS ARE IN OMGGGGGG 🎉🎊 @someuser @someuser #PUMPED AHHHH,304163598,everyone,2013-06-05T00:44:38.000Z,342079479847464960,Twitter for iPhone,#pumped,"[{'type': 'retweeted', 'id': '342056941788475392'}]",,
nl,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",342056941788475392,BVJ TICKETS ARE IN OMGGGGGG 🎉🎊 @someuser @someuser #PUMPED AHHHH,581949950,everyone,2013-06-04T23:15:04.000Z,342056941788475392,Twitter for iPhone,#pumped,,,
nl,"{'retweet_count': 4, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",342002223615709186,RT @someuser AHHH TEEN WOLF😭😭😍😍😍😘😘😘🐺🐺 #soexcited #pumped #teenwolf #tylerposey #crystalreed @someuser @someuser @someuser ...,516905268,everyone,2013-06-04T19:37:38.000Z,342002223615709186,Twitter for iPhone,#pumped,"[{'type': 'retweeted', 'id': '341731430847639556'}]",,
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",341959738415779840,@someuser: Over een week al auditie doen....#pumped #HGT succes !,457608259,everyone,2013-06-04T16:48:49.000Z,341959738415779840,Twitter for Android,#pumped,,,
nl,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",341760302959968257,RT @someuser Teen Wolf #Pumped,1358061469,everyone,2013-06-04T03:36:20.000Z,341760302959968257,Twitter for iPhone,#pumped,"[{'type': 'retweeted', 'id': '341759963292651521'}]",,
nl,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",341759963292651521,Teen Wolf #Pumped,425568811,everyone,2013-06-04T03:34:59.000Z,341759963292651521,Twitter for Android,#pumped,,,
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",341758582771023872,TEEN WOLF! #newseason #pumped,1246819004,everyone,2013-06-04T03:29:30.000Z,341758582771023872,Twitter for iPhone,#pumped,,,
nl,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",341738001392607234,RT @someuser teen wolf #pumped 🐺,393777369,everyone,2013-06-04T02:07:43.000Z,341738001392607234,Twitter for Android,#pumped,"[{'type': 'retweeted', 'id': '341734556052901888'}]",,
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",341736381598560256,Teen Wolf! 😍❤🐺 #pumped,418804158,everyone,2013-06-04T02:01:17.000Z,341736381598560256,Twitter for iPhone,#pumped,,,
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",341736215906775041,Teen Wolf!!! #pumped,1029453176,everyone,2013-06-04T02:00:37.000Z,341736215906775041,Twitter for iPhone,#pumped,,,
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",341736190208266240,Teen wolf baby!!!! #pumped,1187877265,everyone,2013-06-04T02:00:31.000Z,341736190208266240,Twitter for iPhone,#pumped,,,
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",341735900486709249,Teen wolf! #season3 #pumped #next,1123356980,everyone,2013-06-04T01:59:22.000Z,341735900486709249,Twitter for iPhone,#pumped,,,
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",341735408331259904,Teen wolf!!! #3minutes!!  #pumped,290193306,everyone,2013-06-04T01:57:25.000Z,341735408331259904,Twitter for iPhone,#pumped,,,
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",341734980432580609,TEEN WOLF #pumped 😁😁,437175885,everyone,2013-06-04T01:55:43.000Z,341734980432580609,Twitter for iPhone,#pumped,,,
nl,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",341734556052901888,teen wolf #pumped 🐺,924489235,everyone,2013-06-04T01:54:01.000Z,341734556052901888,Twitter for iPhone,#pumped,,,
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",341733481476419584,TEEN WOLF #cantwait #pumped #season3 #thismighthurt 🌑🐺😱😱😱😍😍😍😍😭😭👏👌👌,450945956,everyone,2013-06-04T01:49:45.000Z,341733481476419584,Twitter for iPhone,#pumped,,,
nl,"{'retweet_count': 4, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",341731430847639556,AHHH TEEN WOLF😭😭😍😍😍😘😘😘🐺🐺 #soexcited #pumped #teenwolf #tylerposey #crystalreed @someuser @someuser @someuser @someuser,898498652,everyone,2013-06-04T01:41:36.000Z,341731430847639556,Twitter for iPhone,#pumped,,,
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",341727964754497537,Teen wolf>> #pumped,159241240,everyone,2013-06-04T01:27:50.000Z,341727964754497537,Twitter Web Client,#pumped,,,
nl,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",341726562053406721,RT @someuser Teen Wolf Teen Wolf Teen Wolf #PUMPED #TeenWolfSeason3,846752827,everyone,2013-06-04T01:22:16.000Z,341726562053406721,Twitter for iPhone,#pumped,"[{'type': 'retweeted', 'id': '341721592033849345'}]",,
nl,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",341721592033849345,Teen Wolf Teen Wolf Teen Wolf #PUMPED #TeenWolfSeason3,107554152,everyone,2013-06-04T01:02:31.000Z,341721592033849345,Twitter Web Client,#pumped,,,
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",341721306565328896,Teen Wolf!! #pumped,611352292,everyone,2013-06-04T01:01:23.000Z,341721306565328896,Twitter for Android,#pumped,,,
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",341709418003578880,TEEN WOLF!!!!! #pumped,760409838,everyone,2013-06-04T00:14:08.000Z,341709418003578880,Twitter for iPhone,#pumped,,,
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",341678925803556864,Teen wolf #itsawrap #pumped,213505854,everyone,2013-06-03T22:12:58.000Z,341678925803556864,Twitter for Windows Phone,#pumped,,"{'coordinates': {'type': 'Point', 'coordinates': [-73.08238, 41.33115]}, 'place_id': 'c2231ed99cad982e'}",
nl,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",341669232070782976,@someuser TEEN WOLF!!!! #PUMPED,487840042,everyone,2013-06-03T21:34:27.000Z,341668152838606848,Twitter for iPhone,#pumped,"[{'type': 'replied_to', 'id': '341668152838606848'}]",,140801893
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 5, 'quote_count': 0}",341638570274070530,TEEN WOLF TEEN WOLF TEEN WOLF TEEN WOLF TEEN WOLF TEEN WOLF #pumped,613565310,everyone,2013-06-03T19:32:37.000Z,341638570274070530,Twitter for iPhone,#pumped,,,
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",341635480112205824,TEEN WOLF @someuser  #Party #thebest #EXCITED #pumped,297709237,everyone,2013-06-03T19:20:20.000Z,341635480112205824,Twitter for iPhone,#pumped,,,
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",341633822602960896,Teen wolf!!! #pumped #teenwolftonight,1380829460,everyone,2013-06-03T19:13:45.000Z,341633822602960896,Twitter for iPhone,#pumped,,,
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",341563841538293760,TEEN WOLF #pumped #ready #my #shit,1477444531,everyone,2013-06-03T14:35:40.000Z,341563841538293760,Twitter for iPhone,#pumped,,,
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",341524910889369602,TEEN WOLF!!!!!!!! #thismighthurt #stiles #pumped,32624359,everyone,2013-06-03T12:00:58.000Z,341524910889369602,Twitter for iPhone,#pumped,,,
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",341510285133234177,Nieuwe #GoT #pumped,1157842428,everyone,2013-06-03T11:02:51.000Z,341510285133234177,Twitter Web Client,#pumped,,,
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",341408606157152256,A week until my buurrrffffddaaaaaayyyyyyyy! #fuckintits #pumped,18524533,everyone,2013-06-03T04:18:49.000Z,341408606157152256,Twitter for iPad,#pumped,,,
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",341319089131765761,Teen Wolf #1Day #Pumped,840299810,everyone,2013-06-02T22:23:06.000Z,341319089131765761,Mobile Web (M2),#pumped,,,
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",340866301922783232,Vanavond feestje Kirsty :-D zin in!  #boy #guy #party #pumped http://someurl,129167450,everyone,2013-06-01T16:23:54.000Z,340866301922783232,Instagram,#pumped,,,
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",340775293377708032,Vanmiddag met de band optreden @someuser en @someuser om 14.00 uur en 15.30 uur. #dagvandemuziek #denhelder #PUMPED,39264606,everyone,2013-06-01T10:22:15.000Z,340775293377708032,Mobile Web (M2),#pumped,,,
nl,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",340714358621478912,RT @someuser Al tijdje wakker haha #EOJONGERENDAG #pumped #zinin oeoe oeoe - jeeeeeeej,215800284,everyone,2013-06-01T06:20:07.000Z,340714358621478912,UberSocial for BlackBerry,#pumped,,,
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",340707410421379072,Al tijdje wakker haha #EOJONGERENDAG #pumped #zinin oeoe oeoe,919348302,everyone,2013-06-01T05:52:31.000Z,340707410421379072,TweetDeck,#pumped,,,
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",340590955101052928,Lekker voor een gezellig enthousiast publiek gezongen vanavond samen met de band and the girls! Het was echt een mooie avond! #Pumped,171223805,everyone,2013-05-31T22:09:46.000Z,340590955101052928,Twitter for Android,#pumped,,,
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",340582138640490496,"Zooo bedtijd!!, Na een super gezellige weekje London morgen EOJD!!!, Super veel zin in!!! #PUMPED! #GOODNIGHT",99584285,everyone,2013-05-31T21:34:44.000Z,340582138640490496,TweetDeck,#pumped,,,
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",340575803131695104,#summerjam2013 #sunday #pumped #metlifestadium #weinthatbitch #gunnabeinsane braandymartin👌🔊🎶 http://someurl,1202354210,everyone,2013-05-31T21:09:33.000Z,340575803131695104,Instagram,#pumped,,,
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",340491809908207616,Armin van buurens intense albums is so good #pumped,201987647,everyone,2013-05-31T15:35:48.000Z,340491809908207616,Twitter for Android,#pumped,,,
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",340482937558544384,Sprinnnngfest #pumped,385085275,everyone,2013-05-31T15:00:32.000Z,340482937558544384,Twitter for iPhone,#pumped,,,
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",340449352415838208,Super vet dat @someuser de aanbidding gaat leiden morgen @someuser ♥ #pumped,59785926,everyone,2013-05-31T12:47:05.000Z,340449352415838208,UberSocial for BlackBerry,#pumped,,,
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",340448160075894784,morgen de kruisfinales op nunspeet! #pumped #hyped #LEGGO,408475802,everyone,2013-05-31T12:42:21.000Z,340448160075894784,Twitter Web Client,#pumped,,,
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",340358367551819776,Sleutel en klusdag @someuser met @someuser ! Whoehoe! #pumped! Dat wordt schuren en klooien vandaag!,29440296,everyone,2013-05-31T06:45:33.000Z,340358367551819776,Twitter for Android,#pumped,,,
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",340319073881686018,@someuser woop woop. #pumped,610409538,everyone,2013-05-31T04:09:24.000Z,340315259552268288,Twitter for Android,#pumped,"[{'type': 'replied_to', 'id': '340315725543645185'}]",,709141698
nl,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",340088071615811584,Daar is ie dan ! Mn eojd kaartjee! #pumped #nog2daagjes ♥ http://someurl,59785926,everyone,2013-05-30T12:51:29.000Z,340088071615811584,UberSocial for BlackBerry,#pumped,,,
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",339690576221990913,@someuser Dit was nou een mal lekker gym sessie :D. #pumped,392394612,everyone,2013-05-29T10:31:59.000Z,339690576221990913,Twitter for BlackBerry®,#pumped,,,19529816
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",339557971363246080,TEEN WOLF #pumped,764119315,everyone,2013-05-29T01:45:03.000Z,339557971363246080,Twitter for Android,#pumped,,,
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",339068542999732224,Ermergerd. #Pumped,532584267,everyone,2013-05-27T17:20:14.000Z,339068542999732224,Twitter for iPhone,#pumped,,,
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",339063838819360769,"Zometeen eerste training met nieuwe b1, woensdag eerste wedstrijd. hopen op een mooi seizoen #Pumped",344782418,everyone,2013-05-27T17:01:33.000Z,339063838819360769,UberSocial for BlackBerry,#pumped,,,
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",338710172497244163,Alle #clcallstars neem gepast de 15 euro mee voor de bus zaterdag ! Zie je daar! #pumped #EOJD #Yeeeeeey! #zinin,59785926,everyone,2013-05-26T17:36:12.000Z,338710172497244163,UberSocial for BlackBerry,#pumped,,,
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",338478773945114625,Omw to Fast 6. #Pumped,331495514,everyone,2013-05-26T02:16:42.000Z,338478773945114625,Twitter for Android,#pumped,,,
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",338386522690703361,Gooooaal| #Yes #pumped,1046402322,everyone,2013-05-25T20:10:08.000Z,338386522690703361,Twitter for iPad,#pumped,,,
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",337997306022490112,"Morgen meedoen met C6 en om 3uur eigen wedstrijd, optijd naar bed dan maar #pumped 😊",310967050,everyone,2013-05-24T18:23:32.000Z,337997306022490112,Twitter for iPhone,#pumped,,,
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",337687661793906688,@someuser teen wolf #nohate #june3 #season3 #pumped,392447026,everyone,2013-05-23T21:53:07.000Z,337685877008510976,Twitter for iPhone,#pumped,"[{'type': 'replied_to', 'id': '337685877008510976'}]",,461821818
nl,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",337657423542247425,"Haartjes geknipt, pak hangt klaar, quickstep geleerd. Helemaal klaar voor de bruiloft! #PUMPED",376384616,everyone,2013-05-23T19:52:57.000Z,337657423542247425,Twitter for Android,#pumped,,,
nl,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",337595529846472704,Mijn tattoo word zo awesome #pumped,289808469,everyone,2013-05-23T15:47:01.000Z,337595529846472704,Twitter for iPhone,#pumped,,,
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",337515964662943744,@someuser upcoming #UFC160 ! #pumped Zo! Echt he?!,236445248,everyone,2013-05-23T10:30:51.000Z,337515964662943744,Twitter for BlackBerry®,#pumped,,,
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",337485131688312832,"Vandaag eerste #examen a/d hogeschool, #pumped #excited ma vooral #scaredshitless",505193360,everyone,2013-05-23T08:28:20.000Z,337485131688312832,Twitter for iPhone,#pumped,,,
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",337330818928218113,"Blonde, blonde, BLONDE! 👯 #pumped",559147563,everyone,2013-05-22T22:15:09.000Z,337330818928218113,Twitter for iPhone,#pumped,,,
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",337277474536816640,Cheer cheer cheer cheer #pumped,371529867,everyone,2013-05-22T18:43:10.000Z,337277474536816640,Twitter for iPhone,#pumped,,,
nl,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",337263860698472449,Pools open! #officiallysummer #pumped http://someurl,340021603,everyone,2013-05-22T17:49:05.000Z,337263860698472449,Twitter for iPhone,#pumped,,,
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",336885971628986369,nog 13 min tot nieuwe xbox #pumped #XboxReveal,215217014,everyone,2013-05-21T16:47:29.000Z,336885971628986369,Twitter Web Client,#pumped,,,
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",336846077913362432,Wonderland tmo💖 #pumped,842602182,everyone,2013-05-21T14:08:57.000Z,336846077913362432,Twitter for iPhone,#pumped,,,
nl,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",336628118724952065,RT @someuser: @someuser MSVU.. I rep daat and Frost week? Ima do daat #pumped,39468702,everyone,2013-05-20T23:42:52.000Z,336628118724952065,TweetDeck,#pumped,"[{'type': 'retweeted', 'id': '336627878412296192'}]",,
nl,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",336627878412296192,@someuser MSVU.. I rep daat and Frost week? Ima do daat #pumped,1424342556,everyone,2013-05-20T23:41:55.000Z,336627878412296192,Twitter for BlackBerry®,#pumped,,,39468702
nl,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",336592314963226624,@someuser ik same!!! 😁😝 #pumped #ham,1125714822,everyone,2013-05-20T21:20:36.000Z,336572918899286017,Twitter for iPhone,#pumped,"[{'type': 'replied_to', 'id': '336572918899286017'}]",,414340948
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",335768216209084416,Lili & Rebe krijgen er een zusje bij !!!! #pumped About it,415800270,everyone,2013-05-18T14:45:55.000Z,335768216209084416,Twitter for iPhone,#pumped,,,
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",335767322541301760,Infieldfest! #preakness #stakes #macklemore #fgl #pitbull #afrojack #pumped http://someurl,32329391,everyone,2013-05-18T14:42:22.000Z,335767322541301760,Vine - Make a Scene,#pumped,,,
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",335705462852960256,"Zometeen even gaan sporten, woehoe! #pumped",50693996,everyone,2013-05-18T10:36:34.000Z,335705462852960256,Twitter Web Client,#pumped,,,
