lang,referenced_tweets,reply_settings,source,public_metrics,in_reply_to_user_id,created_at,text,conversation_id,id,author_id,search_query,geo
en,,everyone,Pinterest,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-21T15:11:20.000Z,GUARDIAN ANGEL :) Feliz Navidad... Have a #Wonderful #Falalalalalalalala #Month #Peace and #Love #SW http://someurl,811589877921959936,811589877921959936,2260768729,#wonderful,
en,,everyone,Pinterest,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-21T15:10:32.000Z,My God will meet your needs... Feliz Navidad... Have a #Wonderful #Falalalalalalalala #Month #Peace  http://someurl,811589677576757248,811589677576757248,2260768729,#wonderful,
en,,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,2016-12-21T15:09:41.000Z,#wonderful...Day with my friend 😎 http://someurl,811589463298015232,811589463298015232,811581262540378112,#wonderful,
en,,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-21T15:08:31.000Z,Good night . | .| .| #night #seoul #beautiful #light #wonderful #5days #christmas #korea #gateway... http://someurl,811589169575301120,811589169575301120,273919048,#wonderful,
en,,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-21T15:04:41.000Z,Its Official! Happy First Day of Winter! ❄| Be Blessed. Be Productive and Be Happy! 😊| #wonderful... http://someurl,811588205044645888,811588205044645888,41308073,#wonderful,
en,,everyone,Pinterest,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-21T15:03:58.000Z,Angel Number 1212... Feliz Navidad... Have a #Wonderful #Falalalalalalalala #Month #Peace and #Love  http://someurl,811588025486548992,811588025486548992,2260768729,#wonderful,
en,,everyone,Pinterest,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-21T15:00:17.000Z,Everyday Affirmations for Daily Positivity: #Affirmations Feliz Navidad... Have a #Wonderful #Falala http://someurl,811587098260148224,811587098260148224,2260768729,#wonderful,
en,,everyone,Pinterest,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-21T14:58:45.000Z,Archangel Raphael - Patron of Travellers... Feliz Navidad... Have a #Wonderful #Falalalalalalalala # http://someurl,811586710903672832,811586710903672832,2260768729,#wonderful,
en,,everyone,Pinterest,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-21T14:57:55.000Z,Happy News | Angel Therapy... Feliz Navidad... Have a #Wonderful #Falalalalalalalala #Month #Peace a http://someurl,811586503575015424,811586503575015424,2260768729,#wonderful,
en,,everyone,Pinterest,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-21T14:56:21.000Z,Rest | Angel Therapy... Feliz Navidad... Have a #Wonderful #Falalalalalalalala #Month #Peace and #Lo http://someurl,811586109553643523,811586109553643523,2260768729,#wonderful,
en,,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-21T14:45:58.000Z,Thank you very much for the #Likes #RT @someuser  Have a #Wonderful #Falalalalalalalala #Month  #Peace and #Love #SWaGKing,811583494522601472,811583494522601472,2260768729,#wonderful,
en,,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-21T14:36:23.000Z,Have a #wonderful #lifted day peeps #sotonerchick #420 #stonerwife #granddaddypurple #happiness... http://someurl,811581084802482176,811581084802482176,760184834,#wonderful,
en,,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",,2016-12-21T13:51:20.000Z,GLASS ORNAMENT Day 19 -   #WorldWatercolorGroup http://someurl via @someuser #art #watercolor #wonderful,811569746952982528,811569746952982528,353397078,#wonderful,
en,,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-21T13:35:28.000Z,"Its the most #wonderful time of the year,make him feel extra #special with #fantastic #Christmasgifts at the #ErmenegildoZegna outlet store http://someurl",811565752780201984,811565752780201984,118683629,#wonderful,
en,,everyone,Spotify,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-21T13:09:45.000Z,#NowPlaying Somebody To Love av Broken Door :) <3 #Love #Lovethis #lovethismusic #happiness #wonderful ♫ http://someurl,811559283523485696,811559283523485696,321356390,#wonderful,
en,,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",,2016-12-21T13:04:04.000Z,Good morning world hope you have a #wonderful day❤️,811557851588136960,811557851588136960,3053201125,#wonderful,
en,,everyone,IFTTT,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-21T12:54:24.000Z,I came across this beautiful sight on my recent trip to Puerto Rico. [1080 x 1080] [OC] #Earth #EarthPorn #Wonderful http://someurl,811555417159585792,811555417159585792,2608731229,#wonderful,
en,,everyone,IFTTT,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-21T12:14:46.000Z,"Summer in Denali National Park, Alaska [4608x2592] [OC] #Earth #EarthPorn #Wonderful http://someurl",811545443884732421,811545443884732421,2608731229,#wonderful,
en,,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-21T12:12:32.000Z,daily sex book #wonderful fucking http://someurl,811544882380763137,811544882380763137,601983049,#wonderful,
en,,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-21T11:47:35.000Z,Wish you a very Merry Christmas!!| #festival #prosperity #love #blessings #joy #wonderful #fun... http://someurl,811538602261762048,811538602261762048,2546170182,#wonderful,
en,,everyone,Twitter for Android,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-21T11:29:10.000Z,"#Happy first day of #winter, stay #warm out there and have a #wonderful day. The days get longer from here. #birdhousesbybarman #birdhouses",811533967920926724,811533967920926724,714974022908452865,#wonderful,
en,,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-21T11:13:42.000Z,As #Christmas approaches wed love to #thank everyone weve worked with for a #wonderful #year2016 and look forward to #2017 #promo http://someurl,811530077506826240,811530077506826240,2336843238,#wonderful,
en,,everyone,Pinterest,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-21T10:58:40.000Z,Choose Peace...  Ascended Masters... Feliz Navidad... Have a #Wonderful #Falalalalalalalala #Month # http://someurl,811526294831767552,811526294831767552,2260768729,#wonderful,
en,,everyone,Pinterest,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-21T10:57:13.000Z,The Angels are among us... Feliz Navidad... Have a #Wonderful #Falalalalalalalala #Month #Peace and  http://someurl,811525926899032064,811525926899032064,2260768729,#wonderful,
en,,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-21T10:51:46.000Z,Thank You so much .....Had a #Wonderful #One x x #Merry #Christmas x x x http://someurl,811524556561256452,811524556561256452,33798892,#wonderful,
en,,everyone,Pinterest,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-21T10:49:06.000Z,Inspirational Bible Verses-  1 Thessalonians 5:17 Feliz Navidad... Have a #Wonderful #Falalalalalala http://someurl,811523887943086081,811523887943086081,2260768729,#wonderful,
en,,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-21T10:47:43.000Z,A #Wonderful view in #Thailand ^^ #Seaview Apartment #ForSale in #KoSamui... http://someurl,811523539761295361,811523539761295361,2325745908,#wonderful,
en,,everyone,Pinterest,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-21T10:42:35.000Z,The Angel Number 11 is a number of awakening and enlightenment... Feliz Navidad... Have a #Wonderful http://someurl,811522248259629056,811522248259629056,2260768729,#wonderful,
en,,everyone,IFTTT,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-21T10:39:25.000Z,Crowfoot glacier in Banff National Park. [5312 x 2988] [OC] #Earth #EarthPorn #Wonderful http://someurl,811521448967868416,811521448967868416,2608731229,#wonderful,
en,,everyone,IFTTT,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-21T10:39:23.000Z,"Shark Fin Cove, California [OC] [2000x3000] #Earth #EarthPorn #Wonderful http://someurl",811521442386939904,811521442386939904,2608731229,#wonderful,
en,,everyone,Pinterest,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-21T10:38:54.000Z,212 angel numbers | Feliz Navidad... Have a #Wonderful #Falalalalalalalala #Month #Peace and #Love # http://someurl,811521318269157377,811521318269157377,2260768729,#wonderful,
en,,everyone,Pinterest,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-21T10:38:05.000Z,Seagull... Feliz Navidad... Have a #Wonderful #Falalalalalalalala #Month #Peace and #Love #SWaGKing http://someurl,811521113830424576,811521113830424576,2260768729,#wonderful,
en,,everyone,Hootsuite,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-21T10:35:12.000Z,"The Clifton Club is a #wonderful #wedding venue, visit http://someurl for more information",811520386265452545,811520386265452545,2656700100,#wonderful,
en,,everyone,Pinterest,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",,2016-12-21T10:34:25.000Z,"Angel number 1222,12:22, 1222 ... Feliz Navidad... Have a #Wonderful #Falalalalalalalala #Month #Pea http://someurl",811520192505409536,811520192505409536,2260768729,#wonderful,
en,,everyone,Pinterest,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-21T10:24:47.000Z,Angel Numbers... Feliz Navidad... Have a #Wonderful #Falalalalalalalala #Month #Peace and #Love #SWa http://someurl,811517767820177408,811517767820177408,2260768729,#wonderful,
en,,everyone,Pinterest,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",,2016-12-21T10:24:28.000Z,Numerology: Number 404 | #numerology #number404 Feliz Navidad... Have a #Wonderful #Falalalalalalala http://someurl,811517687004299264,811517687004299264,2260768729,#wonderful,
en,,everyone,Pinterest,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-21T10:23:31.000Z,When you believe...  #Gifted Angelic Realm Connection... Feliz Navidad... Have a #Wonderful #Falalal http://someurl,811517447148892160,811517447148892160,2260768729,#wonderful,
en,,everyone,Pinterest,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-21T10:22:27.000Z,Reflect His... Feliz Navidad... Have a #Wonderful #Falalalalalalalala #Month #Peace and #Love #SWaGK http://someurl,811517179942367232,811517179942367232,2260768729,#wonderful,
en,,everyone,Pinterest,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-21T10:21:54.000Z,123 angel numbers | Feliz Navidad... Have a #Wonderful #Falalalalalalalala #Month #Peace and #Love # http://someurl,811517041517744128,811517041517744128,2260768729,#wonderful,
en,,everyone,Pinterest,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-21T10:17:20.000Z,Looking Deeper... #Gateway Feliz Navidad... Have a #Wonderful #Falalalalalalalala #Month #Peace and  http://someurl,811515892022603776,811515892022603776,2260768729,#wonderful,
en,,everyone,Pinterest,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-21T10:15:06.000Z,Radiance... Feliz Navidad... Have a #Wonderful #Falalalalalalalala #Month #Peace and #Love #SWaGKing http://someurl,811515329264414720,811515329264414720,2260768729,#wonderful,
en,,everyone,Pinterest,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-21T10:13:25.000Z,Signs from the Angels... Feliz Navidad... Have a #Wonderful #Falalalalalalalala #Month #Peace and #L http://someurl,811514904985346049,811514904985346049,2260768729,#wonderful,
en,,everyone,Hootsuite,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-21T10:05:14.000Z,Happy Wednesday #ladies! Make sure you have a #wonderful day and stay #positive! #lazeme #wednesday #happy http://someurl,811512846811013120,811512846811013120,76010468,#wonderful,
en,,everyone,Twitter Web Client,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",,2016-12-21T10:03:08.000Z,"As the year comes to a close, I would like to wish you all a #HappyChristmas and a #wonderful and #prosperous 2017! http://someurl",811512319469568000,811512319469568000,43528520,#wonderful,
en,,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-21T09:58:17.000Z,Thank you very much for the #Likes #RT  @someuser Have a #Wonderful #Falalalalalalalala #Month #Peace and #Love  #SWaGKing,811511099241721857,811511099241721857,2260768729,#wonderful,
en,"[{'type': 'replied_to', 'id': '811506969014050816'}]",everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",810046146458636289,2016-12-21T09:49:36.000Z,@someuser Sending you #Happy #smiles for every moment of your #specialday Have  #wonderful time and #enjoy well #wishes #from ur #fan http://someurl,811506196041449472,811508911710896128,306717885,#wonderful,
en,,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-21T09:39:26.000Z,Morning in Naples. ∆ #city #vesuvio #love #sun #wonderful #goodtime #winter #naples #instagram... http://someurl,811506353952980992,811506353952980992,1242721580,#wonderful,
en,,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,2016-12-21T09:29:14.000Z,May your #day be as #wonderful as the first sip!| #coffeetime #wednesdaymotivation #beautifulday #goodmorning http://someurl,811503788209111041,811503788209111041,702076687492714496,#wonderful,
en,,everyone,Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-21T09:25:10.000Z,"As we #hear about #3marriage of #someone, when #think about their #perfect and #wonderful #life, but to #make a... http://someurl",811502765084147712,811502765084147712,2787871627,#wonderful,
en,,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",,2016-12-21T09:21:04.000Z,I saw a #wonderful #bird during my #walk at #Chôfu today.| #photography #trip #japan #nature... http://someurl,811501733880791040,811501733880791040,93188529,#wonderful,
en,,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,2016-12-21T09:18:58.000Z,We are very #Happy to serve you #Wonderful experience. Check out what #Ishita have to say. Do give us that #Smile again! @someuser http://someurl,811501203808985088,811501203808985088,708915541243604992,#wonderful,
en,,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-21T09:12:23.000Z,"In #Paris now, on cold #dayliketoday i really #love looking back at this #wonderful moment... http://someurl",811499547738460160,811499547738460160,157642271,#wonderful,
en,,everyone,Buffer,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 5, 'quote_count': 0}",,2016-12-21T09:04:01.000Z,Wonderful austrian misty mountains in Winter #Austria #mountains #wonderful #beauty #travelling #nature #winter #photo by Pezibear http://someurl,811497439526010880,811497439526010880,764346501040570368,#wonderful,
en,,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,2016-12-21T08:51:51.000Z,"Feeling like @someuser has my playlist this morning 😊Leroy Anderson, Nigel Hess and the wonderful For Unto Us A Child Is Born #wonderful 🎄🎤",811494377512202240,811494377512202240,384578181,#wonderful,
en,,everyone,IFTTT,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-21T08:44:36.000Z,Have a day ful of wonders| http://someurl| http://someurl| #wonderful: Have a day ful of wonders❤| http://someurl http://someurl,811492553807855616,811492553807855616,198654612,#wonderful,
en,"[{'type': 'replied_to', 'id': '811317681093754880'}]",everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 5, 'quote_count': 0}",194594772,2016-12-21T08:40:21.000Z,@someuser A #Wonderful way to encounter #Badness | A #Method of #Coverting enemies in #Friends | Thank you #Teacher #Mohammadshaik,811316641866858496,811491483937292289,794582310259662852,#wonderful,
en,,everyone,dlvr.it,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-21T08:37:25.000Z,MEElectronics SportFi M6 NoiseIsolating InEar Headphones with Memory #Speakers #wonderful http://someurl,811490745223786496,811490745223786496,389833291,#wonderful,
en,,everyone,Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-21T08:34:23.000Z,Always win or learn but never loose .#Wonderful#Winning #Wednesday,811489983374753792,811489983374753792,398884734,#wonderful,
et,,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-21T08:13:05.000Z,Christmas vibes 🎄#mostwonderfultimeoftheyear #wonderful #christmasvibes http://someurl,811484625226919936,811484625226919936,3417560363,#wonderful,
en,,everyone,Twitter Web Client,"{'retweet_count': 21, 'reply_count': 7, 'like_count': 87, 'quote_count': 1}",,2016-12-21T08:12:53.000Z,#Mute #Swan...#Good #morning #Tweeps I hope your #wednesday is #wonderful. http://someurl,811484573938909184,811484573938909184,198236459,#wonderful,
en,,everyone,IFTTT,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-21T07:44:22.000Z,Mount St. Helens is letting us know its still very much alive [2048x1152] [OC] #Earth #EarthPorn #Wonderful http://someurl,811477396994031616,811477396994031616,2608731229,#wonderful,
en,,everyone,IFTTT,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-21T07:44:19.000Z,"Stevens Pass, WA [3021 × 3905] (OC) #Earth #EarthPorn #Wonderful http://someurl",811477383983337472,811477383983337472,2608731229,#wonderful,
en,,everyone,IFTTT,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 10, 'quote_count': 0}",,2016-12-21T07:39:02.000Z,Have a day ful of wonders❤| http://someurl| http://someurl| #wonderful http://someurl http://someurl,811476054774845440,811476054774845440,703902241783226368,#wonderful,
en,,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-21T07:37:28.000Z,Today Im just #blessed. Two #wonderful #friends have made me feel very #special today each in... http://someurl,811475661512577024,811475661512577024,39616343,#wonderful,
en,"[{'type': 'replied_to', 'id': '811458730919219201'}]",everyone,Twitter for iPhone,"{'retweet_count': 4, 'reply_count': 0, 'like_count': 5, 'quote_count': 1}",520767292,2016-12-21T07:20:15.000Z,@someuser @someuser @someuser @someuser @someuser @someuser @someuser @someuser @someuser @someuser @someuser @someuser Hello DG #Friends #wonderful to see You #Wishing You #happiness #always #sincerely 😇 http://someurl,811448337970974720,811471328800817152,2992512774,#wonderful,
tl,,everyone,Twitter for BlackBerry®,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,2016-12-21T07:14:09.000Z,#Indonesia #wonderful #OmTeloletOm hahahahaha,811469791969972224,811469791969972224,747391230120648704,#wonderful,
en,,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-21T07:09:40.000Z,"WHAT A #WONDERFUL #REUSE OF A #PREWAR #BUILDING IN #PHILADELPHIA, ALL #HAIL “THE HALE BUILDING” http://someurl #interiordesign",811468665526816769,811468665526816769,20725212,#wonderful,{'place_id': '8890a39a2dfcd43f'}
en,,everyone,Twitter for iPhone,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-21T06:45:42.000Z,❤️❤️❤️😻😻😻HERBIE WAS #ADOPTED #TODAY❣ #WONDERFUL MEWS❣😻😻❤️❤️❤️ #FUREVERHomeForTheHolidays 🙏🏻😻🌲 http://someurl,811462631752015872,811462631752015872,20100967,#wonderful,
en,,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-21T06:45:39.000Z,Saw some show last night. | #omg #beautiful #wonderful #amazing #aurora #northernlights #iceland... http://someurl,811462619647201280,811462619647201280,347730332,#wonderful,"{'coordinates': {'type': 'Point', 'coordinates': [-21.9141348, 64.14184068]}, 'place_id': 'c3932d3da7922986'}"
en,,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 4, 'quote_count': 0}",,2016-12-21T06:37:32.000Z,100% positive my throat is closing up and Im losing my voice #The #Most #Wonderful #Time #Of #The #Year 🤒,811460577734303744,811460577734303744,77906102,#wonderful,
en,,everyone,Hootsuite,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-21T06:20:14.000Z,Always believe that something #wonderful is about to happen :) #MotivationStation http://someurl,811456223308615681,811456223308615681,1412373150,#wonderful,
en,,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-21T06:09:31.000Z,I cant stop throwing up #wonderful (-:,811453526278860800,811453526278860800,321740960,#wonderful,
en,,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-21T05:52:13.000Z,"Alway, suck it up and push #yourself to #new #levels.| | Be #BlessedAndGrateful for each #wonderful day🌞",811449173077848065,811449173077848065,508417614,#wonderful,
en,,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-21T05:36:08.000Z,had such a #wonderful and #busy day yesterday! - exploring #festive #vilnius and then #date time with Jonas and #dinner with our friend <3,811445126530813954,811445126530813954,3245359569,#wonderful,
en,,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-21T05:22:06.000Z,Had a #wonderful #experience this evening chinesetuxedo the #food and #service was #amazing... http://someurl,811441593563615232,811441593563615232,98876962,#wonderful,
en,,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-21T05:14:42.000Z,"The #Sing cast joined Jimmy Fallon, The Roots, and Paul McCartney for #Wonderful Christmastime - http://someurl",811439733322584064,811439733322584064,14455829,#wonderful,
en,"[{'type': 'quoted', 'id': '811254434047135744'}]",everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",,2016-12-21T05:05:42.000Z,You have the most amazing animal pics :)  So cool!  Thanks for subscribing & have a #wonderful #Wednesday http://someurl,811437465835892736,811437465835892736,23792669,#wonderful,
en,,everyone,Twitter for iPhone,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,2016-12-21T04:26:19.000Z,Sometimes it is easy to forget about all the #wonderful things that happened this year. http://someurl #lovenothate,811427556314509312,811427556314509312,196310151,#wonderful,
en,,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-21T04:22:44.000Z,And then there are days when you just cant do anything at all and still on those days you are #wonderful #beautiful #strong,811426655419957248,811426655419957248,56627375,#wonderful,
en,,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2273507228,2016-12-21T04:22:28.000Z,"@someuser goodnight, #sleepwell #sweetdreams #greatpoetess #leadinglady #saltysweet #wonderful #sweetjasmineandmoonlightmagnolia #siren ❤💡",811426585303715841,811426585303715841,41907998,#wonderful,
en,,everyone,Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-21T04:10:41.000Z,We are so gonna try this...| #wonderful #cosy #comfort http://someurl,811423621050667008,811423621050667008,2898227731,#wonderful,
en,,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-21T04:09:48.000Z,Thank you very much for the #Connect @someuser Have a #Wonderful #Falalalalalalalala #Month #Peace and #Love #SWaGKing :D,811423400023486464,811423400023486464,2260768729,#wonderful,
en,,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-21T04:05:40.000Z,Thank you very much for the #Likes #RT  @someuser Have a #Wonderful #Falalalalalalalala #Month #Peace and #Love #SWaGKing,811422357885767680,811422357885767680,2260768729,#wonderful,
en,,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-21T03:55:59.000Z,#wonderful woman http://someurl,811419923528327170,811419923528327170,730827714374995970,#wonderful,
en,,everyone,IFTTT,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-21T03:54:08.000Z,After the snow - Wenatchee National Forest [OC 5344 x 3006] #Earth #EarthPorn #Wonderful http://someurl,811419455486038016,811419455486038016,2608731229,#wonderful,
en,,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-21T03:43:24.000Z,Evening my #wonderful #people 💓💗 http://someurl,811416756031922176,811416756031922176,33751844,#wonderful,
en,,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-21T03:21:14.000Z,When you #work so much that you dont even realize its December until #Christmas week. #wonderful http://someurl,811411178593234945,811411178593234945,14236294,#wonderful,
en,,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,2016-12-21T03:02:10.000Z,What a #wonderful event to show off my new hair color | @someuser you made my first #basketball... http://someurl,811406379424608256,811406379424608256,36324853,#wonderful,"{'coordinates': {'type': 'Point', 'coordinates': [-73.9923478, 40.7506734]}, 'place_id': '01a9a39529b27f36'}"
en,,everyone,Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-21T02:51:37.000Z,Not only my #wonderful #baby #boy #firstbirthday but our very last day just the three of us! Full time in the... http://someurl,811403721934602240,811403721934602240,174316408,#wonderful,
en,,everyone,IFTTT,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-21T02:39:09.000Z,"Meyers Creek Beach, Oregon Coast [2000x1294] #Earth #EarthPorn #Wonderful http://someurl",811400587283726336,811400587283726336,2608731229,#wonderful,
en,,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-21T02:32:41.000Z,james bond girls naked #wonderful naked females http://someurl,811398956999725057,811398956999725057,92475644,#wonderful,
