created_at,source,public_metrics,geo,text,conversation_id,author_id,id,reply_settings,lang,search_query,referenced_tweets,in_reply_to_user_id
2016-12-30T11:23:32.000Z,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,We Miss u @someuser #Excited to see u in #ODI against #Eng😍😍 http://someurl,814794044291182593,813713205717532672,814794044291182593,everyone,en,#excited,,
2016-12-30T11:22:57.000Z,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",{'place_id': '56c45474148ca4da'},Booked and going with fellow patients and HCPs #excited @someuser @someuser @someuser @someuser @someuser @someuser,814501332371537920,711976346616864769,814793896760922112,everyone,en,#excited,"[{'type': 'replied_to', 'id': '814501332371537920'}]",1374143616
2016-12-30T11:22:15.000Z,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,@someuser easy tiger 🐯. Still a long way to go! #excited 😀,814793156830982145,240923402,814793720469950464,everyone,en,#excited,"[{'type': 'replied_to', 'id': '814793156830982145'}]",27594601
2016-12-30T11:20:23.000Z,Twitter Web Client,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,#NewYears2017 is a #NewEra for #NewEngland #Television: #NBC moves to #WBTS and becomes NBC O&O #NBCBoston! #Excited!,814793249273606144,26422223,814793249273606144,everyone,en,#excited,,
2016-12-30T11:19:59.000Z,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 1}",{'place_id': '01983bef79d0f0cf'},Looking forward to seeing my love today @someuser #excited,814793148547395584,561726474,814793148547395584,everyone,en,#excited,,
2016-12-30T11:15:19.000Z,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 1}",{'place_id': '7a998c6fcc0867eb'},Lunch booked at @someuser today! #Excited its been way too long since I was last there.,814791976486838272,401657768,814791976486838272,everyone,en,#excited,,
2016-12-30T11:13:22.000Z,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,D-1 : looks like were not the only ones to be impatient for the party to begin ! 😉 🐱⚡ #lespetitesparis #party #ready #excited #cat http://someurl,814791485564526592,786911400,814791485564526592,everyone,en,#excited,,
2016-12-30T11:09:57.000Z,Twitter Web App,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,Because travelling alone need a lot of planning #excited http://someurl,814790625576947713,2850283801,814790625576947713,everyone,en,#excited,,
2016-12-30T11:09:10.000Z,Twitter for Android,"{'retweet_count': 0, 'reply_count': 3, 'like_count': 20, 'quote_count': 0}",,Despite the fog we are on board and all set for @someuser @someuser here we come!!!! #excited #virginatlantic  #reevesfamilyadventures http://someurl,814790428943929346,714085434075258882,814790428943929346,everyone,en,#excited,,
2016-12-30T11:09:09.000Z,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,"2017, the year of Rebirth! #hope #outoftheash #new #excited #newyear",814790423243816960,212831652,814790423243816960,everyone,en,#excited,,
2016-12-30T11:07:58.000Z,Twitter for Android,"{'retweet_count': 4, 'reply_count': 0, 'like_count': 7, 'quote_count': 0}",,Brand new Gym @someuser totally awesome equiptment #newyear #newgym  #fitness # fitfam #excited #teamaber  👊👊 http://someurl,814790124630315008,2744399332,814790124630315008,everyone,en,#excited,,
2016-12-30T11:07:47.000Z,Twitter for Android,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,Newyears eve gonna be great.. semi final with @someuser the a night with friends #excited,814790076890804224,302849541,814790076890804224,everyone,en,#excited,,
2016-12-30T11:06:24.000Z,Twitter for Android,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",,With my boy @someuser  #NewMusicOnTheWay #Excited 2017 http://someurl,814789731426979840,276598287,814789731426979840,everyone,en,#excited,,
2016-12-30T11:04:20.000Z,Twitter for iPhone,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 3, 'quote_count': 0}",{'place_id': '68f3012fe4848e35'},"edinburgh hotel booked, always wanted to go to Scotland 😍 #excited",814789210796388352,20043454,814789210796388352,everyone,en,#excited,,
2016-12-30T11:04:17.000Z,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,-2 to the NEW YEAR!!| #Happiness #NewYearsEve #excited http://someurl,814789197232017408,3020061041,814789197232017408,everyone,en,#excited,,
2016-12-30T11:01:53.000Z,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,With my boy @someuser #NewMusicOnTheWay 😃 #Excited http://someurl,814788593344397313,276598287,814788593344397313,everyone,en,#excited,,
2016-12-30T11:01:26.000Z,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",,KICKSTARTER?!?!?!?!  Greenlight?!?!?!  AHHHHH 2017 is looking AMAZ-BALLS! #excited http://someurl,814788479628562432,2679870786,814788479628562432,everyone,en,#excited,"[{'type': 'quoted', 'id': '814771218268221440'}]",
2016-12-30T10:59:44.000Z,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,@someuser AND 2017 IS STARTING OVER #EXCITED,814776898186186752,3020678256,814788053214498816,everyone,en,#excited,"[{'type': 'replied_to', 'id': '814776898186186752'}]",1264501351
2016-12-30T10:53:37.000Z,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",{'place_id': '6db5ad50c6c8f2ba'},Eagerly waiting for the postman to bring me the white label version of #htbahb @someuser #excited,814786513821167616,465780406,814786513821167616,everyone,en,#excited,,
2016-12-30T10:52:17.000Z,Twitter for Android,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",,Just sat down to read my Christmas holidays book trilogy @someuser  #sleeplessinmanhattan loved puffin island and I love NYC #excited http://someurl,814786178478206979,524408549,814786178478206979,everyone,en,#excited,"[{'type': 'quoted', 'id': '814396433625387008'}]",
2016-12-30T10:51:25.000Z,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,Face masque and hair masque on. #prepfornye #excited #readyfor2017 #ultimateliftingmasque... http://someurl,814785959451574274,729420993664425984,814785959451574274,everyone,fr,#excited,,
2016-12-30T10:50:56.000Z,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",{'place_id': '2371490f9d073edc'},"Sleeples week, but so excited about my work that still cant sleep:)) #productivity #fun #work #Masholand #excited #happy",814785836612866048,46463154,814785836612866048,everyone,en,#excited,,
2016-12-30T10:49:59.000Z,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,Are you Gonna #excited #3hourspecial #episode of #BB10 😂😂😍😛,814785597734785024,451924878,814785597734785024,everyone,en,#excited,,
2016-12-30T10:45:23.000Z,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",,"@someuser Live from 12pmGMT Midday till 3pm! | They have a brilliant show planned, #excited #music #FridayFeeling",814784443357470720,3073270546,814784443357470720,everyone,en,#excited,,794325644666687489
2016-12-30T10:44:28.000Z,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,Day seeing all my girls and then seeing my boo later- could you get a better day? 😁😍❤️ #happy #excited,814784210552623104,64472207,814784210552623104,everyone,en,#excited,,
2016-12-30T10:41:44.000Z,Twitter for iPad,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,Off to @someuser to look for a new tv #excited,814783524704239619,62349661,814783524704239619,everyone,en,#excited,,
2016-12-30T10:41:19.000Z,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",,"Going on a little #break for #NewYearsEve , 8! Our #Caravan   just me the #hubby and our #dogs. Our boy is staying with #nanny so #excited",814783416227024896,813721291190599681,814783416227024896,everyone,en,#excited,,
2016-12-30T10:41:02.000Z,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",,Ive spent the last four hours making kandi for my fam and friends. Took forever! Hope yall love this shit ahaha. #omfg2017 #excited,814783348744724480,288075556,814783348744724480,everyone,en,#excited,,
2016-12-30T10:40:18.000Z,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,"Thinking about streaming on #twitch soon, but first need to get some things sorted out for the channel #excited 😁",814783164421959680,806602202135613445,814783164421959680,everyone,en,#excited,,
2016-12-30T10:39:46.000Z,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,About to finally watch Rogue One! #excited #RogueOne,814783028471988224,751026003401666560,814783028471988224,everyone,en,#excited,,
2016-12-30T10:38:07.000Z,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",{'place_id': '208d28e57bdc12e9'},I cant wait for this! #Excited #delicious #DawnFrench  @someuser looking damn fine! 🔥 🔥 🔥 http://someurl,814782613223342080,30033075,814782613223342080,everyone,en,#excited,"[{'type': 'quoted', 'id': '814757926304940032'}]",
2016-12-30T10:32:55.000Z,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 4, 'quote_count': 0}",,Editing some videos now. 2 days to go and kimchivlog365 is ON! #excited 🙌🏽,814781302629011456,275374472,814781302629011456,everyone,en,#excited,,
2016-12-30T10:31:36.000Z,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,My facetime chat with @someuser is tonight😁 #excited,814780971669159937,756236441617825793,814780971669159937,everyone,en,#excited,,
2016-12-30T10:29:38.000Z,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,"#excited to be opening this,beautiful clothes inside beautiful packaging @someuser http://someurl",814780477500493825,516909426,814780477500493825,everyone,en,#excited,,
2016-12-30T10:28:41.000Z,Twitter Web Client,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,From 12pm Midday join @someuser for three hours of fun and laughter! You saw it here first! #excited #FridayFeeling #Music #talk,814780239066918912,3073270546,814780239066918912,everyone,en,#excited,,
2016-12-30T10:28:16.000Z,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 5, 'quote_count': 0}",,Off to see another #MMFF.Still cant decide which though. 😊 😆 😄 #happynewyear #happyholidays #mesfilles #excited #family #SweetJus #SweetJac,814780134032949248,36342544,814780134032949248,everyone,en,#excited,,
2016-12-30T10:27:41.000Z,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,I made my BA ... I activated my Netflix account for #ShadowhuntersSeason2 #Ready #Impatient #excited #3days mood : 😊🤔😱😡😭😉😂🙊🙈😛😍💟💪🏻❣😘 #waiting,814779986913660928,78898335,814779986913660928,everyone,en,#excited,,
2016-12-30T10:27:18.000Z,Twitter for iPhone,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 5, 'quote_count': 0}",,So #excited to have former 12 year #nfl #vet Mr. Eric Barton attending our #speaking #academy in Kansas City!! @someuser @someuser 🙏🙏 http://someurl,814779890629246977,2944971436,814779890629246977,everyone,en,#excited,,
2016-12-30T10:26:29.000Z,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,@someuser @someuser Totally love the trailer Disha!! ❤😊 #Excited,814773395879432192,211230008,814779684974010368,everyone,en,#excited,"[{'type': 'replied_to', 'id': '814773395879432192'}]",507662284
2016-12-30T10:22:00.000Z,Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,New year na bwas. | Free kiss naman heh nuh. | Sa FACE | :* :* :*| | #excited| #g0odbye2016,814778558015041537,3289617540,814778558015041537,everyone,tl,#excited,,
2016-12-30T10:19:02.000Z,Twitter for iPhone,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,We have a very special treat for 3 of our pupils who have had 100% attendance all term. Find out what it is tomorrow! @someuser #excited http://someurl,814777809889529856,799543083226591234,814777809889529856,everyone,en,#excited,,
2016-12-30T10:18:06.000Z,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,Lets journey begins ^_^| .| .| .| #actress #emotion #traveling #adventure #excited #dream_come_true... http://someurl,814777574505250817,3009272978,814777574505250817,everyone,en,#excited,,
2016-12-30T10:16:00.000Z,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,Tmrw is NYE #excited cant wait to say bye to this Pretty Fucking Basic Bitch of a year #RIP2016 #2016in4words #2k16 #2k17,814777047046361088,813349838251233280,814777047046361088,everyone,en,#excited,,
2016-12-30T10:13:45.000Z,Twitter for Android,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",{'place_id': '017a4afa29d71c65'},Waahhhh! 3 days to go... #excited,814776481477865473,59525108,814776481477865473,everyone,en,#excited,,
2016-12-30T10:12:19.000Z,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,Cant wait to go Galway tomorrow to celebrate New Years merrrppp 💁🏼💁🏻‍♂️🎉 #nye #galway #excited @someuser,814776120763711489,98732842,814776120763711489,everyone,en,#excited,,
2016-12-30T10:08:41.000Z,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,Set to record on series link. Dont wanna miss any episodes! #excited #cantwait http://someurl,814775207021965312,151818705,814775207021965312,everyone,en,#excited,"[{'type': 'quoted', 'id': '814624297016819712'}]",
2016-12-30T09:57:52.000Z,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}","{'coordinates': {'type': 'Point', 'coordinates': [34.78508901, 32.07198527]}, 'place_id': '2edb6e240797c549'}",#i am so #excited ! ♡ my song #was #on #air on the #end #2016 #playlist by my #favorite #radio... http://someurl,814772482284474368,3072358012,814772482284474368,everyone,en,#excited,,
2016-12-30T09:57:33.000Z,Twitter Web Client,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",,Its the #AVPNYE2016 today!!! #RavenclawPride #excited http://someurl,814772404086042624,3064994746,814772404086042624,everyone,en,#excited,,
2016-12-30T09:56:50.000Z,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,#vapefam @someuser have a great looking range take a look on http://someurl  #excited #vaping #ukvapers #vaper #teamboss,814772225068924928,3875768231,814772225068924928,everyone,en,#excited,,
2016-12-30T09:44:18.000Z,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",{'place_id': '20548cd375c9c081'},@someuser cant wait #excited #climbing #adventure,814762175332020224,291991834,814769071132647425,everyone,en,#excited,"[{'type': 'replied_to', 'id': '814762175332020224'}]",783909702514139136
2016-12-30T09:43:51.000Z,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,So excited to launch first #Newsletter! Subscribe!| #HappyReading :)| #thepinkfoundation  #subscribers #excited #newyearlaunch,814768958318350336,2611066386,814768958318350336,everyone,en,#excited,,
2016-12-30T09:42:14.000Z,Sprout Social,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,@someuser The snow looks amazing we cant wait to ski it #excited,814768106447007744,86059837,814768551164870656,everyone,en,#excited,"[{'type': 'replied_to', 'id': '814768260365320192'}]",2270659739
2016-12-30T09:37:27.000Z,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,Only going to see Guns n Roses in London! 😬😱😁#gunsnroses #excited,814767344710991872,3027282644,814767344710991872,everyone,en,#excited,,
2016-12-30T09:34:52.000Z,Twitter for iPhone,"{'retweet_count': 4, 'reply_count': 0, 'like_count': 6, 'quote_count': 0}",,3 days to go!!! @someuser  @someuser @someuser @someuser #Celebfatfighters #excited  🍊🍊🍊🍊👍🏻👍🏻👍🏻😜😜 http://someurl,814766696825311232,576584419,814766696825311232,everyone,en,#excited,,
2016-12-30T09:34:33.000Z,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,Is today the day? | #wannabe #excited #scared,814766613987807232,4054017683,814766613987807232,everyone,en,#excited,,
2016-12-30T09:33:31.000Z,Twitter for iPhone,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",,@someuser | Cannot wait for some birthday dinner tonight. #excited #food #dinner #northampton,814766356813979648,526304792,814766356813979648,everyone,en,#excited,,4024050149
2016-12-30T09:32:46.000Z,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,1 week and 6 days till i start back at uni. EEEEK! #Excited #nervous,814766165767712768,3656566461,814766165767712768,everyone,en,#excited,,
2016-12-30T09:31:07.000Z,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,Its nearly here #2017 #excited #primelettings  #primesales #propertymanagement We will look... http://someurl,814765753488576512,782927507230187524,814765753488576512,everyone,en,#excited,,
2016-12-30T09:30:23.000Z,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,New runners!  #excited #asicsgel #nimbus18 🏃🏻‍♀️💪🏻🚴👟 @someuser.. http://someurl,814765569107001344,1464209042,814765569107001344,everyone,en,#excited,,
2016-12-30T09:22:05.000Z,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,@someuser @someuser signed up to volunteer for #MelbGGJ for #GGJ17! So pumped to help! Whats next? #excited,811537429580509184,1211144114,814763478003040256,everyone,en,#excited,"[{'type': 'replied_to', 'id': '811751152630931456'}]",91004913
2016-12-30T09:19:45.000Z,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 4, 'quote_count': 0}",,Jetting off to Belfast again to see the New Year in with my @someuser and his wonderful family! #NewYearsEve #belfast #excited,814762889747763201,387901713,814762889747763201,everyone,en,#excited,,
2016-12-30T09:10:21.000Z,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,Already soo much planned and organised.......and still so much in the pipeline 😀😀| #excited #2017... http://someurl,814760526194638848,4482018003,814760526194638848,everyone,en,#excited,,
2016-12-30T09:07:51.000Z,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",{'place_id': '3f14ce28dc7c4566'},Back from a beautiful day- to find a surprise at my door & the best news!! 💙😍 #happy #excited #cantwait,814759896885301249,101368769,814759896885301249,everyone,en,#excited,,
2016-12-30T09:07:25.000Z,Twitter for BlackBerry,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,@someuser Love to win this amazing phone signed by my fav @someuser #ILikeSelfieExpert #excited http://someurl,814759789586616321,99651788,814759789586616321,everyone,en,#excited,,2313218292
2016-12-30T09:03:00.000Z,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,This time next week Ill be on my way to the USA 🛫🇺🇸 #excited,814758675411832833,260469188,814758675411832833,everyone,en,#excited,,
2016-12-30T09:01:16.000Z,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,I am attending Global FPSO Vessel and Maintenance Summit #excited http://someurl #monbien #fpso #summit via @someuser,814758240139571200,4826682737,814758240139571200,everyone,en,#excited,,
2016-12-30T09:00:27.000Z,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,Tonite we will eventually get to watch the final episode in the @someuser box set... #excited,814758033536548864,26751610,814758033536548864,everyone,en,#excited,,
2016-12-30T08:59:06.000Z,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",,Neon party countdown tomorrow yeah #excited,814757694535933953,1005781987,814757694535933953,everyone,en,#excited,,
2016-12-30T08:58:43.000Z,Twitter Web Client,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,#excited ⚡️ “The Gang is Back” by @someuser| | http://someurl,814757597396041728,52843888,814757597396041728,everyone,en,#excited,,
2016-12-30T08:58:06.000Z,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,Im so excited while the little girl is sleepy by swinging..| .| .| #aunty #niece #excited #swing... http://someurl,814757443649568769,61493162,814757443649568769,everyone,en,#excited,,
2016-12-30T08:55:58.000Z,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,Not long now until the 50th Birthday weekend at @someuser v Toulouse. #excited #COYW,814756904870232064,2788673176,814756904870232064,everyone,en,#excited,,
2016-12-30T08:55:29.000Z,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",{'place_id': 'b004be67b9fd6d8f'},Just finished up a nearly 4am writing session. Cant wait for yall to hear this ! #excited #writingsession #musicianlife #4amwriting,814756785630433280,752167109157752832,814756785630433280,everyone,en,#excited,,
2016-12-30T08:50:49.000Z,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,Im #EXCITED Are YOU ? Greater Value Coming From Guess who...201$ is Coming!! #srolonjr1 #Determined http://someurl,814755609908101120,414208719,814755609908101120,everyone,en,#excited,,
2016-12-30T08:47:24.000Z,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,We all love ❤️ a Friday 😁| #excited #bestday http://someurl,814754748758982656,103965123,814754748758982656,everyone,en,#excited,,
2016-12-30T08:45:32.000Z,Twitter for iPad,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,Its NYE eve hope youre all having a super day #excited,814754279575564289,2706139752,814754279575564289,everyone,en,#excited,,
2016-12-30T08:43:59.000Z,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,What a show @someuser is! When will Season 5 come out?! CANT WAIT!!! #Excited #Underwood2016 #FU,814753888788094976,4716144846,814753888788094976,everyone,en,#excited,,
2016-12-30T08:40:18.000Z,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,YASS #excited http://someurl,814752961733730304,117908255,814752961733730304,everyone,en,#excited,,
2016-12-30T08:37:33.000Z,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,Preparing the run for No 1 daughters ski race #excited #Austria http://someurl,814752271791751168,468523012,814752271791751168,everyone,en,#excited,,
2016-12-30T08:36:57.000Z,Twitter for Android,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",,Cant wait 🙏🙌 #Excited #NewAlbun #NewTunes #NewTour 🙌🙌| Stunning edit ❤❤❤ http://someurl,814752121987940352,2938386490,814752121987940352,everyone,en,#excited,,
2016-12-30T08:29:48.000Z,Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,🎉🎉🎉🎉FIREWORKSSSSS!!!! 🎇🎇🎇🎇😘😘😘💑💑💑| |  #Excited Much!!! 😝😝| #GoraKahitDiPaMasyadoMagaling!! 😆😆😂😂😂😂 — traveling to riverbanks marikina,814750319561162752,3234995494,814750319561162752,everyone,en,#excited,,
2016-12-30T08:26:27.000Z,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 41, 'quote_count': 0}",,Good morning. gym done. Now time for last practice of the year #excited lets play hard for everything coming up 2017 @someuser,814749479022825472,461876667,814749479022825472,everyone,en,#excited,,
2016-12-30T08:25:08.000Z,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",{'place_id': '3bc1b6cfd27ef7f6'},Looks like Ill be London bound for NYE!! #excited #nye,814749146909470720,503028474,814749146909470720,everyone,en,#excited,,
2016-12-30T08:23:42.000Z,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",,Honestly I cannot wait until I get my braces off!! Not much longer 😬 #excited,814748784492236801,3026108609,814748784492236801,everyone,en,#excited,,
2016-12-30T08:20:07.000Z,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,Vulgar display of #comics by #LauraGuglielmo.| (Im so #proud and #excited.)| | #EmmaWrong #fumetti... http://someurl,814747884847501312,27719329,814747884847501312,everyone,en,#excited,,
2016-12-30T08:18:23.000Z,Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,😊🍍💪🏼 I am SOOOO excited for 2017 eeek #TheFlawlessLife #excited #2017 http://someurl,814747447205515264,785317904,814747447205515264,everyone,en,#excited,,
2016-12-30T08:17:32.000Z,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",{'place_id': '38eabeb176f29378'},"@someuser Aye, tho Id best get up now as I have a new phone to collect from the shop this morning #excited 😃👍",814736035552854016,70357996,814747232465551360,everyone,en,#excited,"[{'type': 'replied_to', 'id': '814746363590082560'}]",998071242
2016-12-30T08:14:23.000Z,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,We found ours extremely useful @someuser we will definitely be using one when baby No.2 arrives in Feb.  #expecting #excited http://someurl,814746442476687360,801137223030767617,814746442476687360,everyone,en,#excited,,
2016-12-30T08:13:50.000Z,Twitter for Android,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",,@someuser @someuser tickets for the wild card game booked! Flying over from London! First Steelers home game! #excited #HereWeGo,814746302575738880,176534750,814746302575738880,everyone,en,#excited,,19426729
2016-12-30T08:13:16.000Z,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,Yesterday i found a new topic im imterested in: #deauth attacks| | This will take my time for a week now. #excited,814746161483542528,813643774316412928,814746161483542528,everyone,en,#excited,,
2016-12-30T08:13:15.000Z,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",{'place_id': '3a16272f05577d7e'},Just bought my ticket to go to Mexico at the end of January! #excited 😎🇲🇽,814746154034282496,34679879,814746154034282496,everyone,en,#excited,,
2016-12-30T08:13:08.000Z,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",{'place_id': '28e63b0c82a96705'},Writing my #2017 #goals today. What are yours? #NewYear #excited #newchapter,814746126477885440,32956208,814746126477885440,everyone,en,#excited,,
2016-12-30T08:11:31.000Z,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,Postive reviews #Excited :))| #VjSuresh anna vaalthukal @someuser http://someurl,814745719202545664,607497993,814745719202545664,everyone,en,#excited,"[{'type': 'quoted', 'id': '814697143252422656'}]",
2016-12-30T08:08:45.000Z,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,Today is the day #excited :),814745022495150080,839240742,814745022495150080,everyone,en,#excited,,
