reply_settings,public_metrics,created_at,id,conversation_id,source,author_id,lang,text,search_query,in_reply_to_user_id,geo,referenced_tweets
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-07-13T14:04:08.000Z,488322990346469376,488322990346469376,Twitter for Windows Phone,232627000,hi,Bhik mangne wale baccho ko 10rs denese log kya bhikari ho jate h kya??unki situation dekhke keh bhi kaise sakte ho aage jao? #depressed,#depressed,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-07-11T05:03:59.000Z,487462282448756736,487462282448756736,Twitter for Android,152865941,hi,"Ktnaa naadan hai ye dil,| Kaise samjhaau ise....| Jise ye khona nhi chahta...| wo iska hona nhi chahta...| #depressed",#depressed,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-07-06T22:14:58.000Z,485909797733400576,485909797733400576,Twitter for Android,68653024,hi,Kia har kam.karnay say pehlay dil ki ijazat lazmi hay kabhi damag ki b sun leni chaye #depressed,#depressed,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-06-27T16:29:50.000Z,482561451739979776,482561451739979776,Twitter for Windows Phone,1556222204,hi,"Feeling #Depressed :( dil kar raha hai saari dunya ko jala k raakh Kr dun,... :/",#depressed,,,
everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2014-06-24T10:09:38.000Z,481378610365100032,481378610365100032,Twitter Web Client,383722372,hi,German Desh dekhi sarai ris uthayo.. Afulai chahiyako documents sabai uni harukai vasama.. #depressed,#depressed,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-06-04T03:17:17.000Z,474027080837902336,474027080837902336,Mobile Web (M2),1649272934,hi,Funny logg aksar zyadatar #depressed| hotay hein.| #Hainnn,#depressed,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-06-02T06:42:01.000Z,473353828507467776,473353828507467776,Twitter Web Client,98634085,hi,फरेब के झाल मेँ उलझी है दुनियां इतनी .... कि यकीन शब्द से ही यकीन उठ सा गया । #depressed,#depressed,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-05-31T06:13:06.000Z,472621774681952256,472621774681952256,Mobile Web (M2),183643161,hi,do pal ki jane kun ha zindagi...! #Fact #Depressed,#depressed,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-05-29T08:40:01.000Z,471933971027079168,471920604229029888,Twitter for iPhone,143835374,hi,@someuser @someuser sharm aati hai is mahaan desh k mahaan logo ki mahanta dekh kar!! #depressed,#depressed,15199808,,"[{'type': 'replied_to', 'id': '471920604229029888'}]"
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-05-27T18:51:08.000Z,471362988381716480,471362988381716480,Twitter for Android,536302451,hi,"Tum thay to zinda thay, jaatay hoe jaan bhi le gae #depressed",#depressed,,"{'place_id': '64a07f675a8a699a', 'coordinates': {'type': 'Point', 'coordinates': [74.3288209, 31.4969055]}}",
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-05-20T04:04:47.000Z,468603214758043649,468603214758043649,Twitter for iPhone,2263550550,hi,ए जिंदगी दूर हो जाने की तलब है तो शौक से जा..!| | बस याद रहे की मुड़ कर देखने की आदत इधर भी नही...!!| #SomethingDifferent #shayri #depressed,#depressed,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-05-05T21:04:19.000Z,463423971401416704,463423971401416704,TweetDeck,134399820,hi,"Jane kub houn gay kum, Liverpool fans ke ghum #Depressed",#depressed,,,
everyone,"{'retweet_count': 1, 'reply_count': 3, 'like_count': 0, 'quote_count': 0}",2014-05-05T17:20:45.000Z,463367709229875200,463367709229875200,Twitter for  Android,1357301041,hi,Kal paper hai :| #depressed,#depressed,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-05-05T10:06:50.000Z,463258510365822976,463258510365822976,Instagram,25574379,hi,jheneaiko champagnepapi @someuser #ovoxo #niggasbelike #bitchesbelike #depressed http://someurl,#depressed,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-04-27T10:49:24.000Z,460370119714033664,459773383551352832,Twitter Web Client,537349915,hi,@someuser #depressed big b sir dilli b haar gyi thi usi din chill maro waise b ..har kr jitne wale ko bazigar kehte hai @someuser dialogue,#depressed,145125358,,"[{'type': 'replied_to', 'id': '459773383551352832'}]"
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-04-25T08:49:12.000Z,459615096700801024,459615096700801024,Twitter for Windows Phone,153429581,hi,"Azhagana neram, adhai needhan koduthai..Azhiyadha sogam, adhaiyum needhan koduthai..#love #depressed",#depressed,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2014-04-25T07:19:12.000Z,459592444477046784,459592444477046784,Twitter Web Client,2325257778,hi,1 month  hogya hai per ye baarish abhi bhi nh ruki ... kyun ?  #depressed,#depressed,,,
everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2014-04-23T03:46:53.000Z,458814240271663104,458814240271663104,Mobile Web (M2),110389013,hi,Uncle!!.. ab yahi sunna baaki rah gaya tha iss khelne koodne ki umr me! #Depressed,#depressed,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2014-04-18T18:15:28.000Z,457220885510778880,457220885510778880,Twitter for Android,75532959,hi,@someuser @someuser @someuser | | Ab Rajdeep ki baari hai..| | #Depressed,#depressed,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2014-04-18T18:11:26.000Z,457219870761816064,457217972302381056,Twitter Web Client,2381098495,hi,@someuser @someuser | | Ab Rajdeep ki baari hai..| | #Depressed,#depressed,75532959,,"[{'type': 'replied_to', 'id': '457217972302381056'}]"
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-04-16T20:02:48.000Z,456523120417832960,456523120417832960,Twitter for Android,109398715,hi,Kal strike nahin hai #Depressed,#depressed,,,
everyone,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2014-04-11T11:39:05.000Z,454584419110510592,454584419110510592,Twitter for Android,27887900,hi,#FF ______>@someuser #FF waala day.:P .And subah se mujhe kisine ek #FF tak nahi diya..:(| #Sadlife #depressed :( :P,#depressed,,,
everyone,"{'retweet_count': 1, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",2014-04-11T10:29:00.000Z,454566779491078144,454566779491078144,Twitter Web Client,1344513373,hi,#FF waala day.:P .And subah se mujhe kisine ek #FF tak nahi diya..:(| #Sadlife #depressed :( :P,#depressed,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2014-04-06T21:23:29.000Z,452919546924380160,452919546924380160,iOS,762177620,hi,Zindagi ke Lawde Lage Huye Hain Bhenchod -_- #Dead #Depressed #Tensed >_<,#depressed,,,
everyone,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-03-25T23:49:52.000Z,448607729285087232,448607729285087232,Tumblr,41051986,hi,Photo: C H A I | 🍵 #tea #chaitea #relax #sick #nobueno #notfeelingit #yumm #drink #depressed #instahub... http://someurl,#depressed,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-03-25T23:47:31.000Z,448607138701533184,448607138701533184,Facebook,128340672,hi,Kr le jitna kr sakta hai tu bewafaai hum se..| ...| Roz e mehshar dunya mei hi manaein ge ik din!!| #DEPRESSED,#depressed,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2014-03-11T20:01:51.000Z,443476916788793344,443476916788793344,Twitter for iPad,786435888,hi,Kabhi kisi ko dukh na do | Kyu kal wo dukh jab | Wohi shkas tumai | Wohi dukh daiga | Tou dard zaida hoga #depressed,#depressed,,,
everyone,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",2014-03-10T15:59:10.000Z,443053455993618432,443052123337404416,Twitter Web Client,1490748427,hi,@someuser tere frnd hain tujhe meri jarurat nahi..!!abhi jo chahiye tha wo bhi hain!!!#sad..#depressed,#depressed,542047482,,"[{'type': 'replied_to', 'id': '443053035401396224'}]"
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-03-08T15:52:41.000Z,442327051446788096,442327051446788096,Twitter for iPhone,541254234,hi,Aaah pak lost #depressed 😭😭😭 | Pak-tum jeeto ya haaro humme tumse pyaar hai 💚💚💚💚 #GreenShirts,#depressed,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-02-01T21:36:49.000Z,429730078885310464,429730078885310464,Twitter for iPhone,112490022,hi,Jin Pa Hota Ha Dil Ko Bharosa Tabish Waqt Parne Pa Wohe Log Daga Dete Ha #Depressed,#depressed,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-01-29T17:37:35.000Z,428582711796580352,428582711796580352,Facebook,496232716,hi,montU kibA bhaL loganaI | .| .| .| korbaT furibO jabO moN goisE duR asiN thaiT| .| .| nirobE okolE diN ratI paaR koribO moN goisE| .| #depresseD :(,#depressed,,,
everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",2014-01-25T21:31:53.000Z,427192120664141824,427177574016757760,Twitter for iPhone,470521878,hi,"“@someuser Krabi, Thailand http://someurl @someuser #depressed 💛",#depressed,981234032,,"[{'type': 'replied_to', 'id': '427177574016757760'}]"
everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2014-01-25T12:19:44.000Z,427053167600500736,427053167600500736,Twitter for BlackBerry®,998913914,hi,Anaa we Dinaa #depressed ☹ @someuser,#depressed,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-01-20T16:09:55.000Z,425299159596695552,425299159596695552,Instagram,297439814,hi,Chillin with Israa elgayar #best #friend #depressed #handasa http://someurl,#depressed,,,
everyone,"{'retweet_count': 2, 'reply_count': 1, 'like_count': 6, 'quote_count': 0}",2014-01-14T08:39:01.000Z,423011356212617216,423011356212617216,Twitter for Android,2219496410,hi,Jaaney wo kese log they jinko Fawad se milna milaa:(| Humne to jabh mulaqat mangi to tasaweer ka saath mila:(| #deeply #depressed,#depressed,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-01-03T16:38:31.000Z,419145759645122560,419145759645122560,Twitter Web Client,197798249,hi,Ae khuda chun chun k takleef na de..| ya toh khushi baksh de..| ya bin tadpaaye apne paas bula le.. #depressed,#depressed,,,
everyone,"{'retweet_count': 4, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",2013-12-24T12:46:31.000Z,415463499871961088,415463499871961088,Twitter Web Client,214164996,hi,"Shia ban kai bhi dekh lia, Sunni ban kai bhi dekh lia.. Ab Umati ban kai bhi dekh lo. #feeling #depressed",#depressed,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-12-23T15:19:14.000Z,415139543663529984,415139543663529984,Twitter for iPhone,1140889399,hi,Watartile a3sabe kif bade khales kil shi ya allahhhhhhhhhhhh #depressed,#depressed,,"{'coordinates': {'type': 'Point', 'coordinates': [35.33631959, 33.2428032]}}",
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-12-23T09:08:06.000Z,415046141755936770,415046141755936770,Twitter Web Client,292888301,hi,OH NO: रिटायरमेंट के बाद डिप्रेशन का शिकार हो जाते हैं क्रिकेटर http://someurl #Cricket #News #depressed,#depressed,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-12-14T02:56:34.000Z,411691152417374208,411691152417374208,Twitter Web Client,259066597,hi,Aaron Samuels is gay!?!  #isthisoldnews #ijustfoundout #depressed,#depressed,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-12-09T17:00:39.000Z,410091634517221376,410091634517221376,Facebook,1368754777,hi,"Laag ja gale...k phir ye haseen mulakat ho na ho,| shayeed phir uss janam pe mulakat hooo na hooooo.| #depressed",#depressed,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-12-01T04:47:44.000Z,407008086881079296,407008086881079296,Twitter Web Client,1386902198,hi,Funny logg aksar zyadatar #depressed hotay hein.,#depressed,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-12-01T03:24:47.000Z,406987212031422465,406987212031422465,Twitter SMS,472004116,hi,#FaCts| Kya Aap Jaantey Hein?| #funny logg aksar zyadatar #depressed hotay hein. #Urdu #Amazing #GK #INFO #FACT #TW #PG #FB #RT #RETWEET #pk,#depressed,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-11-14T17:11:20.000Z,401034625553690624,401034625553690624,Twitter Web Client,602487546,hi,hum tumhe bhula de aisa ho nahi sakta...aur tum hume bhool jao aisa hum hone nahi dain ge #lonely #depressed #BrokenDevil,#depressed,,,
everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2013-11-10T04:28:40.000Z,399393141867831298,399380274141999104,Twitter for iPhone,258930482,hi,@someuser par mere paas mobile net nahi hai. Mai Ghar jaane kab aajungi. Aisa kyun hota hai #depressed,#depressed,45315198,,"[{'type': 'replied_to', 'id': '399391548519235584'}]"
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-11-07T06:22:15.000Z,398334563761410048,398334563761410048,Twitter for Nokia S40,518352609,hi,Agar Insan Ka Dil Gandu Ho Toh Usse Mout Bhi Nahi Aati.... | #TheRealFact #Depressed,#depressed,,,
everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",2013-11-06T10:40:26.000Z,398037151759101953,398036888801386496,Twitter Web Client,553000539,hi,@someuser Ewwwww Yeaakhhhhhh Sachi .. #Depressed Logon ki nishani Huh !!,#depressed,1479327818,,"[{'type': 'replied_to', 'id': '398036888801386496'}]"
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-11-01T09:52:46.000Z,396213216461996032,396213216461996032,Twitter for BlackBerry®,464210764,hi,"7aram walahi dah 3azaab, el wa7ed 3ayesh yet3azeb #5araa #depressed",#depressed,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-10-26T03:45:14.000Z,393946394492678144,393946394492678144,Hootsuite,28511469,hi,Malnash naseeb el 7az ya5od balo menna shewaya #Depressed,#depressed,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-10-25T18:46:08.000Z,393810724461350912,393810724461350912,Twitter Web Client,1701197743,hi,aaj sochaa to aansoo bhar aaye muddat ho gayee muskuraye  #alone #depressed @someuser @someuser @someuser,#depressed,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-10-06T00:22:08.000Z,386647524712251392,386647524712251392,Twitter for Android,587663924,hi,Jis bat ka dar tha wahi hogaya..#depressed..,#depressed,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-10-03T16:51:54.000Z,385809446112210944,385809446112210944,Twitter Web Client,278065834,hi,Unna yen di paathen :( :/ !! #Depressed,#depressed,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-09-27T23:32:55.000Z,383736038025216000,383736038025216000,Twitter for iPhone,131751295,hi,Vayasu perige kodhi manchi thanam chachipothadha? 😒😞 #depressed,#depressed,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-09-20T15:15:08.000Z,381074051831037953,381074051831037953,Twitter SMS,472004116,hi,#FaCts| Woh shakh jo apney #app ko #relationship me na khush samajhta h zyada #depressed hota eik #single tanha admi sey b zyada. #URDU #rw,#depressed,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-09-17T18:11:37.000Z,380031300339761152,380031300339761152,Twitter for iPhone,59204872,hi,Ho kya raha hai? #Depressed,#depressed,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-09-17T05:01:59.000Z,379832584504479744,379832584504479744,Twitter Web Client,118022859,hi,Kyun khoye khoye chaand ki firak mein talaash mein udhas hai dil !! #depressed !,#depressed,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-09-14T01:09:26.000Z,378686896035352576,378686896035352576,Write Longer,302934593,hi,#depressed RT @someuser #frustrated MauLeeDee: #stressed,#depressed,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-09-13T09:10:49.000Z,378445652763893760,378445652763893760,Mobile Web (M2),113892535,hi,Har kisiko nahi milta yaha pyar zindagi main  !! #depressed,#depressed,,,
everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2013-09-11T13:58:41.000Z,377793321961533440,377764695588876288,Twitter for Android,1435609909,hi,@someuser ab toh tu yahi bolegi tujhe jo mil gayi :p #depressed  @someuser,#depressed,816832802,,"[{'type': 'replied_to', 'id': '377792930393505792'}]"
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-09-10T21:32:06.000Z,377545037468672000,377545037468672000, Tweedle,35487611,hi,Ajeeb #depressed jaga hai yeh. Real life manhoosiat kam hai ke abhi online bhi beth kar ansu bahaen...,#depressed,,,
everyone,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-09-09T17:18:30.000Z,377118831980077056,377118831980077056,Twitter for iPhone,428813200,hi,"Idhar to insaf nahi milna,perh Roze Hashr mai Shahrukh ke yahi haath Gawahi dainge #Gutted #Depressed #SorryShahzeb #JusticeforShahzeb",#depressed,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-09-03T15:43:21.000Z,374920559555272704,374920559555272704,Mobile Web (M2),77723429,hi,किस तरह जीते हैं ये लोग बता दो यारों| हमको भी जीने का अंदाज़ सिखा दो यारों....!!#depressed,#depressed,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-09-02T10:43:50.000Z,374482795248517121,374482795248517121,Mobile Web (M2),1144833223,hi,Yaad aatey hai beetey zamaaney ...jab tum aaye the  humko manaaney #depressed,#depressed,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-08-30T07:34:59.000Z,373348103895527424,373348103895527424,Twitter SMS,125669695,hi,#PrayInFaith: #Sad? Pray.| #Overthinking? Pray.| #Givingup? Pray.| #Hurting? Pray.| #Depressed? Pray.| #Struggling? Pray.| #Worried? Pray.| #Br ...,#depressed,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-08-28T11:18:21.000Z,372679541388750848,372679541388750848,Twitter for iPad,1008573230,hi,Dawatein kha kha ke moti hogyi #depressed.,#depressed,,,
everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2013-08-28T10:02:45.000Z,372660515061137408,372652810950959104,Twitter for iPad,216018253,hi,“@someuser #depressed” ko dhara chiii chanetsa,#depressed,496755653,,"[{'type': 'replied_to', 'id': '372652810950959104'}]"
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-08-19T15:35:08.000Z,369482670968803329,369482670968803329,Twitter for iPhone,991758506,hi,Maine pichle saat dinon mein yeh sab haii khoyaa  #Depressed,#depressed,,,
everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2013-08-09T09:19:59.000Z,365764382606626817,365764117883125760,Twitter for Android,139177206,hi,@someuser bhai koi achhi khabar bhi day do please! #Depressed #Pakistan #Turmoil,#depressed,58573593,,"[{'type': 'replied_to', 'id': '365764117883125760'}]"
everyone,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",2013-08-08T14:35:59.000Z,365481522314215425,365473721944780800,Twitter Web Client,285470139,hi,@someuser aruu...tujhe kya lagta hai kuch hoga mera...:-((..#Depressed,#depressed,953115217,,"[{'type': 'replied_to', 'id': '365480216308621314'}]"
everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2013-08-08T14:16:11.000Z,365476538528960512,365473721944780800,Twitter Web Client,285470139,hi,@someuser pata nahi kya hoga...#Depressed,#depressed,953115217,,"[{'type': 'replied_to', 'id': '365476118221950976'}]"
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-08-06T18:23:24.000Z,364813975835246593,364813975835246593,Facebook,359284036,hi,Kaash tum meri mout hoti toh kabhi na kabhi toh mil hi jati...| #depressed #feeling #bad,#depressed,,,
everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2013-08-01T17:03:19.000Z,362981883547615232,362890963326222336,Twitter Web Client,134867509,hi,"@someuser Confused. waqt lagega irrada, spasht hone ke liye. #Depressed",#depressed,171922609,,"[{'type': 'replied_to', 'id': '362980851140665344'}]"
everyone,"{'retweet_count': 4, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",2013-07-31T02:27:59.000Z,362399209133056000,362399209133056000,Twitter for iPhone,1012641361,hi,Ridhwan is gone.. #Depressed,#depressed,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-07-28T15:33:26.000Z,361509711524270082,361509711524270082,Twitter Web Client,1463924455,hi,Mujhe tu itna bata de ke tu jaza hai saza hai? #Depressed,#depressed,,,
everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2013-07-27T19:31:56.000Z,361207342865448960,361207342865448960,Twitter for BlackBerry®,288902771,hi,Na barish hoti hay.. Na kuch hota hay.. #Depressed,#depressed,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-07-19T20:01:30.000Z,358315680430424064,358315680430424064,Twitter for BlackBerry®,1548436424,hi,Samantha: #Depressed,#depressed,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-07-19T09:47:41.000Z,358161210870480896,358161210870480896,Twitter for Android,946135399,hi,Rishte sambhalte hue hi zindgi gujaar di..ab koi to rishta ho jo mujhe bhi sambhaal le. #depressed,#depressed,,,
everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",2013-07-14T13:56:18.000Z,356411836117168129,356411836117168129,Twitter for Android,18165464,hi,Match daikhnay sae bahtar hai main baith k 20 min Pakooroon ko ghoor loon #Depressed #PakvWI,#depressed,,,
everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2013-07-07T04:00:53.000Z,353725282097696769,353725282097696769,Twitter for Windows Phone,236817531,hi,"Aunty: beta kya kr Rae ho aajkalMe: aunty job ki joining ka waitAunty: beta aaegi bhi ki nai, aajkal recession h suna hMe: 😓#depressed",#depressed,,,
everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2013-07-06T11:39:17.000Z,353478252729352192,353451355341459456,TweetCaster for Android,806544216,hi,@someuser Yaar ... Cutti:( | #sad #depressed,#depressed,1548786390,,"[{'type': 'replied_to', 'id': '353478121439244288'}]"
everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2013-07-03T04:18:24.000Z,352280135573057537,352280135573057537,Twitter Web Client,18023990,hi,kabhi socha nahi tha Ayan Mukherjee ki film say walkout karunga.....#depressed,#depressed,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-06-28T15:09:58.000Z,350632169674248193,350632169674248193,Facebook,221281618,hi,kantaal gaya yaar #exams likh likh k...| #sick & #tired now.| #frustated #depressed pata nahi kya kya.. :O #yawning,#depressed,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-06-22T03:32:02.000Z,348282204570406912,348282204570406912,Twitter Web Client,110895865,hi,Chaka ko talaga. :/ #Depressed,#depressed,,,
everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2013-06-17T04:19:55.000Z,346482314399850498,346480098595176448,Mobile Web (M2),195765382,hi,@someuser lol_mera to man kuch aisa he ki av se raat tak daru peeu_aur dunya ko aajke liye vul jau_ #depressed #frustrated #bored!,#depressed,126548875,,"[{'type': 'replied_to', 'id': '346481201474859008'}]"
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2013-06-15T21:08:07.000Z,346011260799815680,346011260799815680,Twitter for BlackBerry®,110050623,hi,Maine paan mein poudeena nahi dekha. #Depressed,#depressed,,,
everyone,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-06-14T09:27:26.000Z,345472537221791744,345472537221791744,Twitter for iPhone,858907081,hi,yayee vendredi! 😄 #school #depressed,#depressed,,,
everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2013-06-12T18:31:31.000Z,344884687052865539,344831563890049024,Twitter for iPhone,549115360,hi,@someuser @someuser bhai allah bhi insanoon ko hidayat deeta hai kuttin ko naheen tu bhool gaoo #depressed,#depressed,1214870672,,"[{'type': 'replied_to', 'id': '344884312426029058'}]"
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-06-12T13:21:40.000Z,344806710172585984,344806710172585984,TweetDeck,405048707,hi,"Sub ke Amma Abba aatay hain, mere hi nai atay #Feeling #Depressed",#depressed,,,
everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2013-06-10T10:28:30.000Z,344038355429912577,344033045231316992,Twitter Web Client,581855496,hi,@someuser Wahi beh.. Bolti hai bhul jaa jo 10th ka hua abh aage padh fir khud hi 10th ka topic nikalti hai :/ >_< #Screwed #Depressed,#depressed,1060357422,,"[{'type': 'replied_to', 'id': '344035488564391936'}]"
everyone,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 4, 'quote_count': 0}",2013-06-08T19:46:53.000Z,343454101700505601,343454101700505601,Twitter for Android,48537997,hi,Sharab ~ Khatam ~ Ho ~ Gayi ~ Hai| Aankhen ~ Bhi ~ Num ~ Ho ~ Gayi ~ Hai| #MicroPoetry #Emotional #Depressed #Senti #LoveSms #ShayariSms,#depressed,,,
