source,public_metrics,author_id,text,id,conversation_id,lang,reply_settings,created_at,search_query,referenced_tweets,in_reply_to_user_id,geo
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",752296273,Ge moet al niemr sture :) #pissed,406756903709335552,406756903709335552,nl,everyone,2013-11-30T12:09:37.000Z,#pissed,,,"{'coordinates': {'type': 'Point', 'coordinates': [4.5080762, 51.26591757]}, 'place_id': 'cc3625d1c7796fb0'}"
Twitter for Android,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",415642233,"Shoutout to my sister, kap met dat hinderlijke piano spel van je en ga met je school bezig #pissed",406419288627884032,406419288627884032,nl,everyone,2013-11-29T13:48:03.000Z,#pissed,,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",272259564,Ugggggggghsjfnwkenworjwkejekek| #pissed,406161803748454400,406161803748454400,nl,everyone,2013-11-28T20:44:54.000Z,#pissed,,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 3, 'like_count': 0, 'quote_count': 0}",17101492,"mensen die ongevraagd mijn nummer aan een verzekeringen- of pensioenspaarverkoper doorgeven, die mag ik toch martelen, hé? #pissed",406149730201124864,406149730201124864,nl,everyone,2013-11-28T19:56:56.000Z,#pissed,,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",264167915,Dit is echt ongelofelijk. #pissed,406119598350925824,406119598350925824,nl,everyone,2013-11-28T17:57:12.000Z,#pissed,,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",149931046,Waarom een piano buurman ... ? #pissed  #tisbijnablok,405015715666604033,405015715666604033,nl,everyone,2013-11-25T16:50:46.000Z,#pissed,,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",52039902,Dat laatste uurtje op school heeft me echt chagg gemaakt damn :s #pissed,405008236514115584,405008236514115584,nl,everyone,2013-11-25T16:21:02.000Z,#pissed,,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",44137038,Kunnen de jongens van een één of andere dierenorganisatie in @someuser eens leren hoe ze mensen/vrouwen moeten aanspreken. Bah #pissed😡,404921313162448897,404921313162448897,nl,everyone,2013-11-25T10:35:38.000Z,#pissed,,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",492028401,Ik word hier aangevallen door een Japanse en absoluut ONNODIG #pissed,404902376139534336,404902376139534336,nl,everyone,2013-11-25T09:20:23.000Z,#pissed,,,
Twitter for Windows,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",520883461,ech stupid vam om der me stensel te lenen ugh 😠 en hoe ga k het nu leren mtf -_-| | #pissed,404405718662778880,404405718662778880,nl,everyone,2013-11-24T00:26:51.000Z,#pissed,,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",406473649,Dooooooooodlachen gy. Ik doe ni fars nee vooral ni #kwaad #pissed,403998698352697345,403998698352697345,nl,everyone,2013-11-22T21:29:30.000Z,#pissed,,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",369987632,"De @someuser zou tot 23.00 uur bereikbaar moeten zijn, maar nu effe niet #pissed",403634182141640704,403634182141640704,nl,everyone,2013-11-21T21:21:02.000Z,#pissed,,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",56530577,Buma-Stemra was zoek naar illegale Sinterklaas cds! Zozo! Ik zet bij deze Spotnet de hele dag aan! @someuser kom maar stakkers! #pissed,403468351285886976,403468351285886976,nl,everyone,2013-11-21T10:22:05.000Z,#pissed,,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",163393611,"@someuser mijn laptop 3weken weg en ik krijg hem terug en NIETS is verandert, terug al 2 weken zonder #pissed #ikhebmijnlaptopnodig !",403272551943909376,403272551943909376,nl,everyone,2013-11-20T21:24:03.000Z,#pissed,,21616044,
Twitter for iPad,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",376238853,Ga normaal doen met je grote bek tgn @someuser en dan nie durven reaa op wapp #pissed,403261892950757377,403261892950757377,nl,everyone,2013-11-20T20:41:42.000Z,#pissed,,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",221099476,@someuser @someuser en dat terwijl er over 2013 winst wordt gemaakt. #cvz #pissed,403189526958731265,403189331504168960,nl,everyone,2013-11-20T15:54:08.000Z,#pissed,"[{'type': 'replied_to', 'id': '403189331504168960'}]",221099476,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",515507404,"Blijven lachen, Sofie. #pissed #appartement #nietvoorditjaar",403113833239031808,403113833239031808,nl,everyone,2013-11-20T10:53:21.000Z,#pissed,,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",853542638,"Ik haat joen zo fucking hard, geen enkele avond meer dak normaal kan gaan slapen, kon ik dit ma in je gezicht zeggen... Fuck off #pissed",402552269163728897,402552269163728897,nl,everyone,2013-11-18T21:41:54.000Z,#pissed,,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",765323960,"@someuser Ben je eindelijk uit, besluit lotstra de klas 20 minuten na te laten blijven... #pissed",402452470112485376,402452470112485376,nl,everyone,2013-11-18T15:05:20.000Z,#pissed,,444776595,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",444776595,"ben je eindelijk uit, besluit lotstra eens even om je 20 na te laten blijven #pissed",402447692267544576,402447692267544576,nl,everyone,2013-11-18T14:46:21.000Z,#pissed,,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",82593516,"Bah, het ligt dus echt niet in mijn natuur om onrecht stilletjes te slikken eh. Grmbl. #pissed",402394571042459648,402394571042459648,nl,everyone,2013-11-18T11:15:16.000Z,#pissed,,,"{'coordinates': {'type': 'Point', 'coordinates': [3.67363065, 50.97866206]}, 'place_id': 'a4ef7b303b4d3709'}"
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",179008820,"Dat was de zondagmiddag 3,5 uur in de trein zitten! #pissed en morgen kunnen we weer werken! #laatstezeurtweet",402110857557344256,402110857557344256,nl,everyone,2013-11-17T16:27:53.000Z,#pissed,,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",1400293195,"België is echt een kutland, dan gade al de winkels af en dan moete nog 2 maanden wachten op die gouden iphone #pissed",401745252975136768,401745252975136768,nl,everyone,2013-11-16T16:15:07.000Z,#pissed,,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",48585691,Lemme stop #too #pissed,401598634484957184,401598634484957184,nl,everyone,2013-11-16T06:32:30.000Z,#pissed,,,"{'coordinates': {'type': 'Point', 'coordinates': [-82.97235816, 39.88275252]}, 'place_id': '3df0e3eb1e91170b'}"
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",103048752,En dan vergeten ze uw fucking stoofvleessaus #pissed #fuckmylife,401393298209644544,401393298209644544,nl,everyone,2013-11-15T16:56:34.000Z,#pissed,,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",337864125,slaaplekker #pissed,401115751136104448,401115751136104448,nl,everyone,2013-11-14T22:33:42.000Z,#pissed,,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",20617409,"Hoe vergeet ge een presentatie die op zot veel punten staat, hoe?! #pissed",400979830159970304,400979830159970304,nl,everyone,2013-11-14T13:33:36.000Z,#pissed,,,
TweetCaster for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",290643226,"@someuser heeft gefraudeerd met de toetsen,  alle toetsen ongeldig verklaard. #pissed of",400926336690442241,400926336690442241,nl,everyone,2013-11-14T10:01:02.000Z,#pissed,,193814633,
Twitter for BlackBerry®,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",453899224,I hou rerig nie van afbreekente mense... #Pissed,400681310861422592,400681310861422592,nl,everyone,2013-11-13T17:47:23.000Z,#pissed,,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",746169756,bvdjksbvjds #PISSED,400432268675522560,400432268675522560,nl,everyone,2013-11-13T01:17:47.000Z,#pissed,,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1717383282,Laat me naar college gaan voor ik gekke dingen begin te tweetten #pissed,400350836054036481,400350836054036481,nl,everyone,2013-11-12T19:54:12.000Z,#pissed,,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",330190292,@someuser Ik had graag dat iemand mij morgen belt over de brief inzake nieuwe kosten voor beleggen. #pissed,400348120955248642,400348120955248642,nl,everyone,2013-11-12T19:43:24.000Z,#pissed,,16964728,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",303337838,stomme fruitvliegen!! wat kan ik nu nog meer doen om jullie weg te krijgen? #frustratie #pissed 😩😠,400147729898569728,400147729898569728,nl,everyone,2013-11-12T06:27:07.000Z,#pissed,,,
UberSocial for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",51604662,hoezo kan je niet meer vanaf je telefoon op de full site van fucking tumblr? bullshit. #pissed,399685360852434944,399685360852434944,nl,everyone,2013-11-10T23:49:50.000Z,#pissed,,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",625640031,Uh oh. Airport beers. #pissed #early #hometime #brilliant @ Berlin-Schönefeld Airport (SXF) http://someurl,399677201014341633,399677201014341633,nl,everyone,2013-11-10T23:17:25.000Z,#pissed,,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1260343820,Die man d8 echt dat ie grappig was #pissed,399626623282335744,399626623282335744,nl,everyone,2013-11-10T19:56:26.000Z,#pissed,,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",185401687,aarrrrhhhhh ima slap a hoe!!!!! #pissed #enoughisenough,399580124816744448,399580124816744448,nl,everyone,2013-11-10T16:51:40.000Z,#pissed,,,
Twitter for iPhone,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",449122542,"RT @someuser: Alles op een ander steken, zodat gij er makkelijk vanaf komt #pissed",399248678432800768,399248678432800768,nl,everyone,2013-11-09T18:54:37.000Z,#pissed,"[{'type': 'retweeted', 'id': '399239199792320512'}]",,
Twitter for iPhone,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2151102663,"Alles op een ander steken, zodat gij er makkelijk vanaf komt #pissed",399239199792320512,399239199792320512,nl,everyone,2013-11-09T18:16:57.000Z,#pissed,,,"{'coordinates': {'type': 'Point', 'coordinates': [4.44279743, 50.93235416]}, 'place_id': '32a0272643686d2c'}"
Twitter for BlackBerry®,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",481888214,Omw to belgium #ok #pissed #imout,399142792334950400,399142792334950400,nl,everyone,2013-11-09T11:53:52.000Z,#pissed,,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",398596074,fkn stop elise #pissed,399039637294837760,399039637294837760,nl,everyone,2013-11-09T05:03:57.000Z,#pissed,,,
Twitter for iPad,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1852118942,Net ff een potje hungergames gdn het is impossebru dat een ventje in leather met stone sword mij kilt ik met iron en een dia sword #pissed,398514777422835712,398514777422835712,nl,everyone,2013-11-07T18:18:21.000Z,#pissed,,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",556292042,"@someuser als ik wou, ga ik naar jou huis breek je en ga weer terug #goeietijd #unfollow #pissed #idee",398432253635997696,398432253635997696,nl,everyone,2013-11-07T12:50:26.000Z,#pissed,,233592068,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",240261798,1 overdrijft is nie en 2 houdt allemaal elle bakkes toe alsge iemand nie kent of ge weet nie wa er mee gebeurd is... #pissed #shutthef*ckup,398182089721274368,398182089721274368,nl,everyone,2013-11-06T20:16:22.000Z,#pissed,,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",367782001,Gaan slapen. even overal klaar mee #pissed #goodnight #dreams,397837065528033281,397837065528033281,nl,everyone,2013-11-05T21:25:22.000Z,#pissed,,,
Mobile Web (M2),"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",284748397,ma op de volgende training slaag ik u kapot #pissed #off #kickboxing,397835900211970048,397835900211970048,nl,everyone,2013-11-05T21:20:44.000Z,#pissed,,,
iOS,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",436878193,Bestie #fridayy #pissed http://someurl,397658826838523904,397658826838523904,nl,everyone,2013-11-05T09:37:07.000Z,#pissed,,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",947225923,IEEEEUW KMOE MORGEN NA SCHOOL VAN ME PAPA #Pissed,397420445571751936,397420445571751936,nl,everyone,2013-11-04T17:49:52.000Z,#pissed,,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",717773784,Asseblief moenie my jong ni en as jy my jongie noem dan bliksem ek jou eers!! #pissed,397090433391947776,397090433391947776,nl,everyone,2013-11-03T19:58:31.000Z,#pissed,,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",1543728541,MAPPP telef. is gewooooon gecrashed.....alll me 300 liedren zyn kouso weg!!!!!!! #PISSED,396427807888515074,396427807888515074,nl,everyone,2013-11-02T00:05:29.000Z,#pissed,,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",220114168,"en Zoals elke vrijdag avond voetbal international op tv -,-  fock off #pissed",396361228538609664,396361228538609664,nl,everyone,2013-11-01T19:40:55.000Z,#pissed,,,
Twitter for Windows Phone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",448118343,Huurkor offers kak property #Pissed @someuser,396267468404305920,396267468404305920,nl,everyone,2013-11-01T13:28:21.000Z,#pissed,,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",437606891,diegene da nu 1 ding verkeerd tegen mij zegt heeft er van #pissed,396246134827782144,396246134827782144,nl,everyone,2013-11-01T12:03:35.000Z,#pissed,,,
Twitter for BlackBerry®,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",72295612,Wil julle nie maar net n fokken bord opsit nie?!?!? Holy fuck. #pissed #befok,396231231454863360,396231231454863360,nl,everyone,2013-11-01T11:04:21.000Z,#pissed,,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",373438762,"Moest een keer boven water komen he. En er maar op doorgaan met die tweets van je, je spoort echt niet. Trap er niet nog een keer in.#pissed",396224949595422720,396224949595422720,nl,everyone,2013-11-01T10:39:24.000Z,#pissed,,,
Tweetbot for iOS,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",19152679,Pfff.. Dan leen je iets uit.. Krijg je t kapot terug! #pissed,396202535469711360,396202535469711360,nl,everyone,2013-11-01T09:10:20.000Z,#pissed,,,{'place_id': '89ff4d89d6afab3c'}
Twitter for Android,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",245020087,Must love #inholland. Eerst de digitale toets die niet werkt. Vervolgens blijkbaar de verkeerde toets gemaakt..! #pissed,396027081349668864,396027081349668864,nl,everyone,2013-10-31T21:33:08.000Z,#pissed,,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",149599036,Als er iets is waar ik écht niet tegen kan is dat ze mij kinderachtig noemen. #pissed #gvd #sterf,395988226667585536,395988226667585536,nl,everyone,2013-10-31T18:58:44.000Z,#pissed,,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",905655516,http://someurl Goedeavond #pissed #off,395987947633127424,395987947633127424,nl,everyone,2013-10-31T18:57:38.000Z,#pissed,,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",630125376,Slow ni Internet shit. :/ #pissed,395848261929414656,395848261929414656,nl,everyone,2013-10-31T09:42:34.000Z,#pissed,,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",218791612,Blijf met je tengels uit mijn mail!!!! Ook nog jou nummer invullen voor als k mijn wachtwoord reset #pissed #oorlog #dedruppel,395451224419737600,395451224419737600,nl,everyone,2013-10-30T07:24:53.000Z,#pissed,,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",752273893,Ajaiwhebsjsnanajsjsjjs #fucking #pissed #asshole #didunotthinkiwouldfindout,395400762920304641,395400762920304641,nl,everyone,2013-10-30T04:04:22.000Z,#pissed,,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",372700832,Ik had nu dus gewoon bij Jay-Z kunnen staan #traininggaatnietdoor #pissed,395259510962790401,395259510962790401,nl,everyone,2013-10-29T18:43:05.000Z,#pissed,,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",214450288,Neem ik extra drie treinen eerder om op tijd te komen bij mijn tentamen weet de @someuser het zeker alsnog te verpesten. #Pissed,395145982071287808,395145982071287808,nl,everyone,2013-10-29T11:11:58.000Z,#pissed,,,
Twitter for BlackBerry®,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",861818144,Ware vriende en vriendinne? Agh asb mens kry ni mea so its ni #mxm #pissed!!!!,394808926996533248,394808926996533248,nl,everyone,2013-10-28T12:52:38.000Z,#pissed,,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",492028401,"@someuser Maar wel het lef hebben om je te komen vragen om een betere band, over de rest spreek ik dan nog niet #pissed",394532466704134144,394524267338924032,nl,everyone,2013-10-27T18:34:04.000Z,#pissed,"[{'type': 'replied_to', 'id': '394531716276047872'}]",221445437,
Twitter for BlackBerry®,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",580535858,Die sein in bethal is fokken crap ! #pissed,394192334730330113,394192334730330113,nl,everyone,2013-10-26T20:02:30.000Z,#pissed,,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",123068495,"Contact met @someuser heeft ook niets opgeleverd, beloven veel, verandert niets. Erover aan het denken om contract te ontbinden #pissed",393466661002412032,393466661002412032,nl,everyone,2013-10-24T19:58:56.000Z,#pissed,,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",122791054,Zara had gewoon de slechtste collectie die k ooit heb gezien -_- #pissed,393386642167590912,393386642167590912,nl,everyone,2013-10-24T14:40:58.000Z,#pissed,,,
Twitter for Windows Phone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",545265932,Tering kut mensen hier n beetje vuurwerk afschieten ik wil slapen morgen half 6 op gvd....#pissed,393115037944283136,393115037944283136,nl,everyone,2013-10-23T20:41:43.000Z,#pissed,,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",634606128,"Eindlijk thuis #pissed en vanavond nog een lezing over de econnomische crisis, nu eerst studeren",393014096603652096,393014096603652096,nl,everyone,2013-10-23T14:00:37.000Z,#pissed,,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",700549487,Gvd wie had nou een beurs van een moeder van 2 kids..!!!!! Kk zielig....!!! Moet die persoon niet in me handen krijgen #pissed,392971036729573376,392971036729573376,nl,everyone,2013-10-23T11:09:30.000Z,#pissed,,,
iOS,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",252749881,Welke achterlijke gehandicapten randdebiel ging mij snachts steeds wakker bellen gvd #pissed #wakker,392922026165673984,392922026165673984,nl,everyone,2013-10-23T07:54:45.000Z,#pissed,,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",280148174,Slapen #pissed,392405636254040064,392405636254040064,nl,everyone,2013-10-21T21:42:48.000Z,#pissed,,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",312068799,"Mn moeder zei dat ik een afspraak had bij de ortho, ik er helemaal heen fietsen, blijkt dat ik helemaal geen afspraak had #pissed",392299377777467392,392299377777467392,nl,everyone,2013-10-21T14:40:34.000Z,#pissed,,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",995384388,Om 4u snachts moeten opstaan voor uw zus binnen te laten als ze is uitgeweest mevrouwtje was haar sleutel vergeten 😤 #pissed,391854563709685760,391854563709685760,nl,everyone,2013-10-20T09:13:02.000Z,#pissed,,,"{'coordinates': {'type': 'Point', 'coordinates': [4.4283322, 50.90415241]}, 'place_id': '16ad25c2e8f6aff7'}"
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",456446823,Pfft go to bed. #pissed,391805559122321408,391805559122321408,nl,everyone,2013-10-20T05:58:19.000Z,#pissed,,,
Tweetbot for iOS,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",232362573,Hoe kinderachtig kan je zijn man.. Mij de schuld geven en dan zelf iets gedaan hebben.. Ga lekker buiten spelen ofzo djieeeszz! #pissed 😒😡,391747967734255616,391747967734255616,nl,everyone,2013-10-20T02:09:28.000Z,#pissed,,,
Twitter for BlackBerry®,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",758503196,Die zwarte blokjes beginnen me nu well de keel uit te hangen hoor pfff #pissed,391726841578680320,391726841578680320,nl,everyone,2013-10-20T00:45:31.000Z,#pissed,,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",432485388,Matchday VV Houtem 0-0 KV Woluwe-Zaventem #KVWZaventem #patatteveld #pissed & #tired,391510209782611969,391510209782611969,nl,everyone,2013-10-19T10:24:42.000Z,#pissed,,,"{'coordinates': {'type': 'Point', 'coordinates': [4.43620309, 50.92941584]}, 'place_id': '32a0272643686d2c'}"
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",634007545,Typisch! Dan zijn ze in Brussel en laten ze niks weten. #onnozelworden #pissed,391497953850167296,391497953850167296,nl,everyone,2013-10-19T09:36:00.000Z,#pissed,,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",242129246,Gelukkig word t weer een party overslaan met zo veel haat en tegenzin... #pissed,391252074203467776,391252074203467776,nl,everyone,2013-10-18T17:18:58.000Z,#pissed,,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",31369232,Als er vandaag ene auto nog snel in mijne weg komt staan terwijl ik groen heb zal ne spiegel mogen bestellen. #fietser #pissed,391088344534622208,391088344534622208,nl,everyone,2013-10-18T06:28:22.000Z,#pissed,,,"{'coordinates': {'type': 'Point', 'coordinates': [4.41863858, 51.1954799]}, 'place_id': '2a8a74486cd0d519'}"
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",339736938,Training ging vandaag dus niet door #Pissed,390531062918823936,390531062918823936,nl,everyone,2013-10-16T17:33:55.000Z,#pissed,,,
Twitter for BlackBerry®,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",456447576,Voetsek maan!#Pissed,390365200534499328,390365200534499328,nl,everyone,2013-10-16T06:34:51.000Z,#pissed,,,
Twitter for BlackBerry,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",126368418,Ik Heb er echt al genoeg van #pissed off,390268835926126592,390268835926126592,nl,everyone,2013-10-16T00:11:55.000Z,#pissed,,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",312728260,Iemand nog meer problemen met whatsapp?? #klotezooi #pissed,390216355955232768,390216355955232768,nl,everyone,2013-10-15T20:43:23.000Z,#pissed,,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",320300758,Kanker whatsapp ligt eruit. Dit kan ik zoo niet gebruiken nu.. #pissed #mortal,390210119591804928,390210119591804928,nl,everyone,2013-10-15T20:18:36.000Z,#pissed,,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",131639177,FUUUCK! Ik ben men tiket vergeten te kopen voor Lil Wayne donderdag #Pissed,390155490078244864,390155490078244864,nl,everyone,2013-10-15T16:41:32.000Z,#pissed,,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",256447817,Niet kunnen slapen #aargh #pissed #ikbenmoe #morgenexamen,389892618089676800,389892618089676800,nl,everyone,2013-10-14T23:16:58.000Z,#pissed,,,"{'coordinates': {'type': 'Point', 'coordinates': [4.29001646, 51.07472159]}, 'place_id': '6ca22bdb2d344523'}"
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",121440437,Moest er toevallig iemand in Leuven een skipak hebben liggen ... mijn verwarming op kot werkt niet #pissed,389801411472416768,389801411472416768,nl,everyone,2013-10-14T17:14:33.000Z,#pissed,,,
Mobile Web (M2),"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",261153260,Mijn telefoon moet even aan gaan #pissed,389634783061753856,389634783061753856,nl,everyone,2013-10-14T06:12:26.000Z,#pissed,,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",51806143,Die gozer naast die Jaqueline is zwaar pissed hehehe!!!| #miljoenenjacht #pissed #boos,389469211992391680,389469211992391680,nl,everyone,2013-10-13T19:14:30.000Z,#pissed,,,
UberSocial for BlackBerry,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",497241091,** Ik moet mij zo inhouden gvd #pissed **,389439492165492736,389439492165492736,nl,everyone,2013-10-13T17:16:25.000Z,#pissed,,,
