author_id,created_at,reply_settings,conversation_id,id,source,text,lang,public_metrics,search_query,in_reply_to_user_id,referenced_tweets,geo
2789170969,2015-05-18T14:33:16.000Z,everyone,600308172021059584,600308172021059584,Twitter for Android,"Yung maskit na, ung pakiramdam mo tapos, nag.alalala kapa sa taong mahal mo :(| (Where na u??)| #worried",tl,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#worried,,,
754637052,2015-05-17T14:49:16.000Z,everyone,599949811257724928,599949811257724928,Twitter Web Client,wala na sure na cia!! sure na cia na dun mag sschool sa CDO! kawawa nman ako!!!| #helpme | #worried,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#worried,,,
1325926933,2015-05-17T13:52:51.000Z,everyone,599935614751023104,599935614751023104,Facebook,Te Enaj Alvarez sorry di po aq nakapunta may emergency po kasi.| | #worried| #stressed| #affected,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#worried,,,
2388282938,2015-05-16T02:26:26.000Z,everyone,599400485590671360,599400485590671360,Twitter for iPhone,May date si Babe ngayon. Should I be #proud or #worried?,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#worried,,,
1524022813,2015-05-14T04:20:54.000Z,everyone,598704516775587840,598704516775587840,Twitter for Android,Tsk!! Palapit n ng palapit .| | #worried,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#worried,,,{'place_id': '01f4aec23e8d3394'}
69355362,2015-05-11T17:24:08.000Z,everyone,597814460376559616,597814460376559616,erased675638,So Kung Jin is Mortal Kombat Xs gay playable character? #worried @someuser,tl,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",#worried,,,
1666081038,2015-05-09T12:17:29.000Z,everyone,597012510458281985,597012510458281985,twitterfeed,REPORTS: Hala lakas.ng ulan dito takut ako sa kulog kidlat huhuhuhu #WORRIED http://someurl,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#worried,,,
445405206,2015-05-08T15:22:21.000Z,everyone,596696645817004032,596696645817004032,Facebook,Drink siya ug distilled water kay dili okay iyang tummy :( 2days na siya wala nag popo -.- | #worried #hurt... http://someurl,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#worried,,,
285031812,2015-05-08T11:20:49.000Z,everyone,596617815278288896,596635863569698816,Twitter for Android,@someuser May sakit ka po ba talaga? 😢 #worried,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",#worried,39793392,"[{'type': 'replied_to', 'id': '596617815278288896'}]",
3058909381,2015-05-07T13:19:41.000Z,everyone,596303390503604224,596303390503604224,Twitter for iPhone,Kelangan ko na magpalinis ng ngipin. #worried #scared,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#worried,,,
74934946,2015-05-07T12:11:58.000Z,everyone,596286348170002432,596286348170002432,Facebook,E hana hoshwa..ke itse ke e tshela ka metsi a batang empa ha hona phethoho #worried,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#worried,,,
1472075761,2015-05-07T12:09:00.000Z,everyone,596285601722146816,596285601722146816,Facebook,ARAI!!TSK2X!!| | WHOO!!| Sakit ng batok ko!!| mukhang highblood o high choresterol na to!!| | awts!!| | #helpmelord| #worried| #ayay — feeling pained,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#worried,,,
508627243,2015-05-06T13:27:51.000Z,everyone,595943055187791872,595943055187791872,Facebook,Hoooooh! Dyusko! :( di maghuna-huna ning mga tawhana! Kapanga-away! :( Kapungot gajud!!!!!! #LordHelp #Worried #NotOkay,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#worried,,,
488306141,2015-05-06T07:29:21.000Z,everyone,595852835549503488,595852835549503488,Twitter Web Client,hmmm....npa dya balikk2 demam nhe ?? :(((  #worried,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#worried,,,
2736867350,2015-05-05T14:21:05.000Z,everyone,595594066693238784,595594066693238784,Twitter for Android,Ano ba ang nangyari sayo?| #Worried 😰,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#worried,,,
273161439,2015-05-04T23:22:44.000Z,everyone,595366971648057344,595367987822997504,Mobile Web (M2),@someuser sana nakatulong ng maganda yung long rest ng Cavs... malaki ang nawala since the K-Love injury... :( #worried,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#worried,80825579,"[{'type': 'replied_to', 'id': '595366971648057344'}]",
1604933856,2015-05-04T08:39:09.000Z,everyone,595144881846226944,595145629401223168,Twitter for BlackBerry®,😛 bakaDlala kayona kere L_Tido so u 😛heeeheee #worried @someuser,tl,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",#worried,2156418873,"[{'type': 'replied_to', 'id': '595144881846226944'}]","{'coordinates': {'type': 'Point', 'coordinates': [28.38724, -26.29765]}, 'place_id': '77f7184aca0f1561'}"
54847562,2015-05-03T16:24:51.000Z,everyone,594900435644882944,594900435644882944,Instagram,Nganu nihilak man ka #MamaMary ?Unsai pasabot ani? 😦😕 #Miracle #worried 😦 http://someurl,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#worried,,,
2718371947,2015-05-03T04:50:52.000Z,everyone,594725788336848897,594725788336848897,Twitter for Android,Kabadtrip... bka di na magbabayad ung mga binigyan ko ng ticket... #PacquiaoMayweather #Worried,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#worried,,,{'place_id': '001f00b31958ca79'}
2485004066,2015-05-02T07:29:00.000Z,everyone,594403197222985728,594403197222985728,Mobile Web (M2),Sama ng tingin nung coach ng kazakhstan. #worried,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#worried,,,
1298243682,2015-04-30T15:05:21.000Z,everyone,593793267814248448,593793267814248448,Facebook,Lord keep me ad my Family Safe..| | May nararamdamang kkaiba.| #Worried| #GOdwillMakeAway| #ITRUSThim| | #YOY?| AjaKakayanin. — feeling sad,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#worried,,,
253543781,2015-04-29T15:08:22.000Z,everyone,593431639117598721,593431639117598721,Twitter for Mac,"Time to practice waking up at 5 again. Kahapon, 11. Kanina, 9. Bukas, sana 6. #Worried",tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#worried,,,
3178392427,2015-04-29T07:32:37.000Z,everyone,593316946117951488,593316946117951488,Twitter for Android,Uwah...😭| Cnong nakapag enroll na.? Mabinians? | Anong mga dadalhin?| | #worried| #kabaders,tl,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 1, 'quote_count': 0}",#worried,,,
3173755254,2015-04-26T00:40:58.000Z,everyone,592126187448602624,592126187448602624,Twitter Web Client,@someuser bakit hindi na kita ma open ngayon? #Worried #iLostMyOldTwitter #BagoUlitAngTwitterAccountKo,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#worried,505608860,,
3171535453,2015-04-25T14:42:41.000Z,everyone,591975623041495040,591975623041495040,Twitter Web Client,Nangita kog QUOTES na Sakto sa akung na FEEL ron 😭😭| #WORRIED 😭😭,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#worried,,,
3169425727,2015-04-25T04:15:31.000Z,everyone,591817792610938880,591817792610938880,Twitter for Android Tablets,Bakit last ang idol ko na si James Reid????| #worried http://someurl,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#worried,,,
3168622424,2015-04-23T11:46:07.000Z,everyone,591206413562556417,591206413562556417,Twitter Web Client,di ko masearch twitter ni kua #worried,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#worried,,,
148664189,2015-04-23T00:13:14.000Z,everyone,591032042185437184,591032042185437184,Mobile Web (M2),Lahi lage ug tinexan si lola run? #worried #shessick,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#worried,,,
117000033,2015-04-22T20:36:43.000Z,everyone,590977555555082240,590977555555082240,Twitter for Android,Sasa kesho ntaweza kwenda job before 8am!!!! #Worried,tl,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",#worried,,,
31832568,2015-04-22T08:39:22.000Z,everyone,590797029053313024,590797029053313024,Twitter Web Client,tom tom... :( sana  okay ka lang talaga.. :( | | #worried,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#worried,,,
552389894,2015-04-21T11:45:38.000Z,everyone,590481515588509696,590481515588509696,Facebook,Gabi na aman..| Dinner  ...| | #worried :/,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#worried,,,
2753264645,2015-04-20T13:25:12.000Z,everyone,590144185551970304,590144185551970304,Mobile Web (M2),ndikatazekile cse ifrnd yam yaseNigeria kufb wam ibale imasage ukuti tina sibulala obrother babo #worried i explain  4him,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#worried,,,
1483700468,2015-04-20T04:17:37.000Z,everyone,590006380767027201,590006380767027201,Twitter for Android,Kung kelan 1st day ko sa work at wala pa masyado pinapagawa saka sya hindi nagtetext sakin. Hes not even answering my calls :( #worried,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#worried,,,
3162511699,2015-04-19T09:03:13.000Z,everyone,589715864426971136,589715864426971136,Twitter Web Client,#feeling ko my sick ako #sad #worried,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#worried,,,
1067814374,2015-04-18T20:30:25.000Z,everyone,589519241604427776,589526418461220864,Twitter for BlackBerry,@someuser @someuser ngathy uyazi mxm eish #worried,tl,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",#worried,1480532226,"[{'type': 'replied_to', 'id': '589519241604427776'}]",
3004922502,2015-04-18T05:15:29.000Z,everyone,589296167134973952,589296167134973952,Twitter Web Client,Ang init !sa mindanao!wla pang kuryente !!| #worried | #Selfie,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#worried,,,
2274667902,2015-04-18T04:10:05.000Z,everyone,588720706109591552,589279710716104705,Twitter for iPhone,@someuser search Pablo O. :((( huhu ang scary... #worried,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#worried,82300552,"[{'type': 'replied_to', 'id': '588871317434212353'}]",
3036201044,2015-04-17T05:04:56.000Z,everyone,588931124174331904,588931124174331904,Twitter Web Client,Gosh! Ano kaya magiging reaksyon ni Xander sa nalaman nya at ni Agnes? Sana namn di na lumayo ang loob nito sa knya! :(| | #Worried| #LizQuen,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#worried,,,
3146509139,2015-04-17T03:08:50.000Z,everyone,588901905729855488,588901905729855488,Twitter for Windows Phone,Bakit ganun pag na blowjob ba nagdudugo ?????#worried,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#worried,,,
3073254840,2015-04-16T16:00:18.000Z,everyone,588733662968971264,588733662968971264,Twitter Web App,Napaaga? Baka mapressure sila 😨 #worried,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#worried,,,
189768207,2015-04-16T12:58:58.000Z,everyone,588684294903570432,588688028769472514,Twitter for Android,@someuser Tawagan kita pag nandun na ko. Haha. I miss @someuser #worried,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#worried,212211483,"[{'type': 'replied_to', 'id': '588687631409549312'}]",
2957652229,2015-04-16T03:39:43.000Z,everyone,587881884647952384,588547292799508480,Twitter for Android,@someuser Omg! Kuya okay ka na ngayon DBA?| #Worried,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#worried,1362027067,"[{'type': 'replied_to', 'id': '587881884647952384'}]",
210159829,2015-04-14T18:41:21.000Z,everyone,588049419066548228,588049419066548228,Instagram,...Ay nahohomesick.| | #homesick #missingUAE #sleepless #sadness #worried http://someurl,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#worried,,,
2906458808,2015-04-14T18:37:15.000Z,everyone,588048386604998656,588048386604998656,Twitter for Android,"excluding that muscle tightness, m feeling fine, bp 150/100, hb pero keri ng katawan hindi yata ng ulo ko. #worried#brainaneurysmwagnaman😞😞",tl,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",#worried,,,
351443661,2015-04-14T09:04:32.000Z,everyone,587904258214731777,587904258214731777,Twitter for Android,Heavy rain at Nagpur | | #Worried more farmers can commit suicide#He Bhagwan Kishano ke Priwar ka Raksha Karna.| @someuser Bhagwan| @someuser,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#worried,,,
3008913510,2015-04-14T07:27:37.000Z,everyone,587879867846230017,587879867846230017,Twitter Web Client,@someuser gaea ngano wla pako nimo gi unblock sa fb????????????????| | #worried| #sad,tl,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",#worried,2983936046,,
806359410,2015-04-14T06:14:10.000Z,everyone,587861384731340800,587861384731340800,Twitter Web Client,finally na open kuna sya | #worried,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#worried,,,
3045995881,2015-04-13T17:18:11.000Z,everyone,587666101481254912,587666101481254912,Twitter for Android,Hirap mag isip:(| #worried,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#worried,,,
1064821009,2015-04-13T04:19:03.000Z,everyone,587454277297123328,587470027659419648,Mobile Web (M2),@someuser @someuser @someuser @someuser @someuser @someuser @someuser ha kuch jyada hi close frnship hai #worried,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",#worried,2886410822,"[{'type': 'replied_to', 'id': '587469526582702080'}]",
115090531,2015-04-12T08:48:57.000Z,everyone,587175562105327616,587175562105327616,Twitter Web Client,Jusko....wag naman sana..... papa G.. guide him. Wag mo siyang iiwan. #badomen #worried #mahirap,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#worried,,,
3146729172,2015-04-10T08:52:45.000Z,everyone,586451739227721728,586451739227721728,Twitter Web Client,Tao din ako nakakaramdam din. :( :( </3| #Worried.,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#worried,,,
565313606,2015-04-09T23:48:22.000Z,everyone,586314742597287936,586314742597287936,Facebook,Kinakabahan ako? :( why?| #Worried</3,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#worried,,,
110938670,2015-04-09T12:49:01.000Z,everyone,586148813854744577,586148813854744577,Twitter for Android,Series of vomiting. Yaaaay sana wala po akong sakit. #worried,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#worried,,,
2581283010,2015-04-09T04:31:31.000Z,everyone,586023612307615746,586023612307615746,Instagram,2 hours na kitang tintwagan hon markhean32717  wake up na po at late kna. | | #worried| #stillcalling http://someurl,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#worried,,,
2433074154,2015-04-09T01:28:22.000Z,everyone,585977519439904768,585977519439904768,Twitter for Android,Bat antagal nila? 😥| #worried,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#worried,,,
46042708,2015-04-08T13:47:07.000Z,everyone,585801044128501760,585801044128501760,Twitter Web Client,Natakot naman ako bigla na mag-aral. Papaano kapag di umubra powers ko? Waaaa Looooord......... #worried #pressure,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#worried,,,
304447861,2015-04-07T15:57:23.000Z,everyone,585471439463129088,585471439463129088,Twitter for BlackBerry®,@someuser kekopa ho botsa hore #TopTen hoetsahalang ka yona hle? Ebe santse letlo kgetha ho yona kapa jwang? #worried,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#worried,90855679,,
1108439592,2015-04-07T09:21:17.000Z,everyone,585284279791296512,585371758229790720,Twitter for iPad,"@someuser hahaha kaya nga, ano kaya gagawin ni Julie Plec sa role ni elena (if ever macontinue ang season 7) chos #worried #affected hahaha",tl,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",#worried,48322585,"[{'type': 'replied_to', 'id': '585364424728317953'}]",
381513690,2015-04-06T05:52:45.000Z,everyone,584956889537970176,584956889537970176,Twitter for iPhone,Tiwala langs me. #compreresult #anxious #nervous #worried,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#worried,,,
169401542,2015-04-04T13:26:06.000Z,everyone,584346203392843776,584346203392843776,Twitter for iPhone,"Ilang araw ng lutang, parang gusto kong sumigaw ng super lakas. #worried #myfault #mybaby #myson",tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#worried,,,
284084448,2015-04-03T14:06:54.000Z,everyone,583994082747265024,583994082747265024,Twitter Web Client,Nababaliw na yung pinsan ko dito! Kinakausap yung tab niya! #worried HAHAHA,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#worried,,,
2359223081,2015-04-02T08:16:14.000Z,everyone,583543450185965569,583543450185965569,Facebook,"Ksasa yiGud, i hope leJoyina yami isanglingana yazi bantu.... | Makungenjalo kuyomele ngiyayi kwasanhlobo kuGudi| | #Worried",tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#worried,,,
280826531,2015-04-02T03:08:00.000Z,everyone,583465878919995392,583465878919995392,Facebook,"Lord SAna Po lungi his yung bagong darating, para PO di po Masira yung mga tanim na palay. #worried",tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#worried,,,
2881870178,2015-04-01T12:38:18.000Z,everyone,583247012423847936,583247012423847936,Mobile Web (M2),Kawawa nmn c jay! Mgpakita kna agnes plz..... #worried,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#worried,,,
2608887308,2015-04-01T11:15:09.000Z,everyone,583226086600900608,583226086600900608,Facebook,bat diko maopen SIS account ko?| nung nangyare???| | #worried| #grades,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#worried,,,
359363436,2015-04-01T03:44:34.000Z,everyone,583112692614836224,583112692614836224,Twitter for Android,Theologyy!!! Bakit ni isang grado wala ka pa! #worried,tl,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",#worried,,,
345921441,2015-03-30T23:58:33.000Z,everyone,582693425150971904,582693425150971904,Twitter Web Client,"Lord please....ang grade sa literary criticism, dako unta para okay na tanan. :/ Please. #Worried #labanLang",tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#worried,,,
1461309656,2015-03-30T03:11:17.000Z,everyone,582379539961126912,582379539961126912,Facebook,Wala untay gamay skng grades uhy -_- :3 #Worried #SaligLg,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#worried,,,
398739929,2015-03-29T06:53:38.000Z,everyone,582073108846116864,582073108846116864,Twitter for iPhone,Bakit hindi gumagalaw ang audience ng Sunday All Stars? #worried,tl,"{'retweet_count': 6, 'reply_count': 0, 'like_count': 16, 'quote_count': 0}",#worried,,,
3041794644,2015-03-27T16:00:47.000Z,everyone,581486029246353408,581486029246353408,Twitter for Android,",wla parin c kua .,anung oras na..#worried...",tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#worried,,,
50180351,2015-03-26T16:41:00.000Z,everyone,581133760109752320,581133760109752320,Twitter for Android,Wag mo ako pagalalahanin please... #Worried,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#worried,,,
2814298064,2015-03-25T14:18:57.000Z,everyone,580733801531195392,580735624635809793,Twitter for Android Tablets,@someuser Dunno why 😔 Oo while nagtataping cla nasugatan cya 😖😖 #worried,tl,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",#worried,491993622,"[{'type': 'replied_to', 'id': '580734590244909057'}]",
2591463697,2015-03-25T13:42:01.000Z,everyone,580726333229035521,580726333229035521,Twitter for Android,3 days nlng ila graduation tne maka abot sya.. #worried  😭😭😭😭,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#worried,,,
2899978448,2015-03-25T12:11:58.000Z,everyone,580703668946616320,580703668946616320,Twitter for Android,awwww nagkasugat c Jane sa taping ng nknkk sa  SUBIC tsk... OK na kaya sya..: ( | sana ok nman sya.. | #Worried,tl,"{'retweet_count': 3, 'reply_count': 3, 'like_count': 0, 'quote_count': 0}",#worried,,,
43308518,2015-03-23T15:15:08.000Z,everyone,580024987907596288,580024987907596288,Twitter for Android,grabe a mingggraduate aya sa kinder ka lawan sa miamakaapas sa law school ang celebration. tonaa dn amay ko grade 6? #Worried,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#worried,,,
2996780256,2015-03-23T08:13:28.000Z,everyone,579918873157185536,579918873157185536,Twitter for Android,Wag naman sana.😔 #Worried,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#worried,,,
132191320,2015-03-22T16:28:01.000Z,everyone,579680943650172930,579680943650172930,Twitter for Android,Please Lord huwag naman po sana... 🙇#worried#pleaseLord#hearmeLord#trust#faith,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#worried,,,
1542251011,2015-03-21T14:43:14.000Z,everyone,579292185901813761,579292185901813761,Facebook,Hirap matulog ng maraming iniisip. :/:(| | #Worried| #Annoyed — feeling sleepy,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#worried,,,
1415836190,2015-03-20T10:45:39.000Z,everyone,578870009826414593,578870009826414593,Twitter Web Client,Ab Pakistani team ko kon bachaya kare ga| | #Worried #ThankYouMisbah #LOveYou,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#worried,,,
2907306626,2015-03-18T13:38:35.000Z,everyone,578188754260627456,578188754260627456,Twitter Web Client,bl na hindi ko nmn kasalanan pero nasali sa case| sana hindi na ko masali| #worried,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#worried,,,
483497795,2015-03-17T10:37:48.000Z,everyone,577780867835166720,577780867835166720,Twitter for Android,Sana ok lang sister in law koooo :( #worried,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#worried,,,
201205332,2015-03-16T18:56:03.000Z,everyone,577083987467714560,577543868180090882,Twitter for iPhone,“@someuser Nabulunan ka ba ngayong araw? Hope not. #Worried @someuser @someuservzMendoza  ❤️,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#worried,2901597690,"[{'type': 'replied_to', 'id': '577083987467714560'}]",
282950680,2015-03-16T03:16:06.000Z,everyone,577307324152352768,577307324152352768,Twitter for iPhone,"Nakuuuu wag kang bubuhos, wala akong payong #worried #offtobinondo",tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#worried,,,
857736494,2015-03-15T17:16:49.000Z,everyone,577156510758866944,577156510758866944,Instagram,Pag ikaw di ka nakapasok bukas yare ka saken! 👿👿| #Worried #CantSleep http://someurl,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#worried,,,
2901597690,2015-03-15T12:28:38.000Z,everyone,577083987467714560,577083987467714560,Twitter for Android,Nabulunan ka ba ngayong araw? Hope not. #Worried @someuser @someuser,tl,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",#worried,,,
419302820,2015-03-14T20:07:57.000Z,everyone,576837189012758528,576837189012758528,Twitter for BlackBerry®,A.aa swapano nako e telele wthout sex its not wealthy @someuser bo abhuty ba PE ele hore haba re bone na kswaaaaaaaaaaaaa #worried,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#worried,,,
2931854894,2015-03-14T05:31:00.000Z,everyone,576616495054086144,576616495054086144,Twitter Web Client,May nagsasabi sa akin na ang may nunal daw sa ibaba ng mata ay pa.ibaiba daw ang asawa?..totoo ba yon??.. #confused??| #worried :(,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#worried,,,
2894343852,2015-03-13T12:14:47.000Z,everyone,576355725183709184,576355725183709184,Instagram,Kapoi. #worried http://someurl,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#worried,,,
2250942578,2015-03-12T18:02:36.000Z,everyone,576080868109783040,576080868109783040,Twitter for iPhone,"Mulhang masama na to, di na nawala sakit ng likod at dibdib ko though tolerable naman... :( #worried #whattodo",tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#worried,,,
832564812,2015-03-12T00:33:58.000Z,everyone,575816968625725440,575816968625725440,Twitter for Mac,Gusto kong isipin ako ba yng kulang sa tulog? Nkalimutan daw ni daddy yng cp nya txt ko daw sya #mgataosabahay #worried? #lol #mademymorning,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#worried,,,
78899567,2015-03-11T19:03:34.000Z,everyone,575733822957858816,575733822957858816,Twitter for Android,Every day ganito!| Eating chocolates while skyping with you. Duh mutaba lagi ko ani before ko kalupad pinas.| | #worried http://someurl,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#worried,,,
1429002252,2015-03-11T14:22:27.000Z,everyone,575663075291959296,575663075291959296,Instagram,another one....| kwangathi kuyakhuluphaleka | #worried.... :o http://someurl,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#worried,,,
1919150359,2015-03-11T13:36:28.000Z,everyone,575651503605682177,575651503605682177,Facebook,Ang numumula kong pimple! 󾌹󾌹󾌹󾌹| #worried http://someurl,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#worried,,,
1497071707,2015-03-08T09:19:03.000Z,everyone,574499561126764544,574499561126764544,Facebook,may magmamahal pa kaya saken??| 󾍁󾍁󾍁| #worried?? ✌,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#worried,,,
254030680,2015-03-07T09:06:30.000Z,everyone,574133686951501824,574134012194615297,Twitter for Android,".@someuser hahahahaha, phrr kahii yeh bhi out nhi hojae Team se.. #worried",tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#worried,334120255,"[{'type': 'replied_to', 'id': '574133686951501824'}]",
