lang,reply_settings,source,public_metrics,created_at,text,conversation_id,id,author_id,search_query,geo,referenced_tweets,in_reply_to_user_id
es,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-06-27T17:13:16.000Z,Mi mamá está haciendo todo lo posible porque mi malgenio no se quite 😤 #todayisnotmyday #angry #hungry,747477913109422080,747477913109422080,180510556,#angry,{'place_id': '00698bbe577bad5b'},,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-06-27T16:33:31.000Z,Maldito Sol Te Odió jajajaja...| #Sol #Vamonosss #FY #Angry #11 http://someurl,747467908532543488,747467908532543488,449126074,#angry,,,
es,everyone,Twitter Web App,"{'retweet_count': 1, 'reply_count': 2, 'like_count': 24, 'quote_count': 0}",2016-06-26T11:42:42.000Z,Como cuando tienes unas ganas enormes de reventarle el culo a alguien y nadie esta disponible o estan muy lejos #angry #fuck 😡😠😧,747032334919172096,747032334919172096,2935776562,#angry,,,
es,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",2016-06-26T04:18:37.000Z,"O sea, apenas estoy empezando a caminar decentemente y me caigo en la escalera ¿pos qué pues? #angry",746920577034641408,746920577034641408,134188354,#angry,,,
es,everyone,Google,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-06-25T19:27:53.000Z,Me ha gustado un vídeo de @someuser (http://someurl - Peppa Pig Maleficent #Fairy #Angry Bird #Peppa pig throw stone #Peppa,746787013811126273,746787013811126273,220479216,#angry,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-06-25T19:11:13.000Z,Clase en la que un tutorial hubiera sido suficiente pffff :( #angry and #hopingmore http://someurl,746782818810863620,746782818810863620,84125062,#angry,,,
es,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-06-25T15:20:20.000Z,"no puedo, en serio... necesito terminarlo ya, quiero que acabe y ver cómo terminan todos los malditos #angry",746724714521853952,746724714521853952,746605208994648065,#angry,,,
es,everyone,Mobile Web (M2),"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-06-25T11:18:20.000Z,la concha de martina y ariana . | tengo el telefono lleno de las fotos de jesus y del perro horrible de martina| #angry ahr,746663814159015936,746663814159015936,715313934648127488,#angry,,,
es,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-06-25T07:10:35.000Z,ya van como tres artistas que no están en spotify #angry,746601464831811584,746601464831811584,204610234,#angry,{'place_id': '2dfa9ecb0179a4e4'},,
es,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-06-25T03:04:15.000Z,Mi app de @someuser me notifica pero no puedo ver el contenido de las notificaciones!! 😠 #angry #esuncomplot http://someurl,746539474000052224,746539474000052224,3524555298,#angry,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-06-25T01:13:28.000Z,Cuál es el punto de estar de mal humor si nadie está cerca para notarlo? #Gumball #angry #mad... http://someurl,746511594494976000,746511594494976000,119111705,#angry,,,
es,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-06-24T23:13:12.000Z,Hora de un buen café ☕ #coffee #Freetime #angry 🙌🙌,746481327239798785,746481327239798785,1259935471,#angry,,,
es,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-06-24T22:51:18.000Z,Estoy #angry,746475815932727299,746475815932727299,275699567,#angry,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-06-24T08:58:06.000Z,Viva la revolucion!| | #charliebrown #peanuts #art #artist #angry #fight #rebel #paint #painter... http://someurl,746266136254234625,746266136254234625,3104106026,#angry,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-06-24T02:32:32.000Z,Cansado y con poco humor... #selfie #angry #NotFunny #GDL #market @ Fresko La Rioja http://someurl,746169103589715969,746169103589715969,152523726,#angry,"{'place_id': '7a41c007ca0ad00e', 'coordinates': {'type': 'Point', 'coordinates': [-103.4559349, 20.5705053]}}",,
es,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-06-23T21:38:07.000Z,La culpa es mia y siempre sera hasta que me enoje y rompa todo #angry,746095011519938560,746095011519938560,57229277,#angry,{'place_id': '4e43cac8250a8b20'},,
es,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-06-23T15:04:59.000Z,Ota ve alo ?? #cab #taxi #conuberestonopasa #cansado #angry #mad #andatebonomi http://someurl,745996078458208256,745996078458208256,742909083322318849,#angry,{'place_id': '01a9dbb9232f0fac'},"[{'type': 'quoted', 'id': '745995140804796416'}]",
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-06-23T04:38:13.000Z,Hoy me siento muerto😠💔 #black #angry #guy #fuckyou #instachile #chilegram http://someurl,745838347222908928,745838347222908928,584144255,#angry,,,
es,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-06-22T20:35:20.000Z,También estoy hasta los huevos hoy de instalar programas en el nuevo SO con el HDD nuevo... #angry,745716823203581953,745716823203581953,3304609030,#angry,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-06-22T02:07:29.000Z,Mandril muy enojado #montevideo #uruguay #mandril #mono #animal #animals #zoo #baboon #angry... http://someurl,745438025866305537,745438025866305537,252625969,#angry,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-06-21T22:49:58.000Z,Como cuando tienes hambre y estas en clases 😀| #Mood #Hungry #Angry #Cute #Happy #Smile #Follow... http://someurl,745388320641867777,745388320641867777,121903332,#angry,,,
es,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",2016-06-21T22:41:52.000Z,santiago sabe que ODIO que me hagan upa y apenas me ve me alza #angry,745386280096239616,745386280096239616,334344993,#angry,,,
es,everyone,Twitter Web Client,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",2016-06-21T22:24:36.000Z,"Coach #BigTurkey of Montevideo #RedDevils renunció a su cargo tras dos weeks & #Angry con el Extranjero Its him or me, dijo Ok, go home",745381935925518337,745381935925518337,3436974333,#angry,,,
es,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-06-21T13:48:02.000Z,Quiero Matar a alguien!!| #angry #OdioEterno #SoloObedece| #Rutina #Monotonia http://someurl,745251938044887040,745251938044887040,453110379,#angry,,,
es,everyone,Foursquare,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-06-21T00:03:13.000Z,"Y nada #noShop #angry (@ Mall del Sol in Guayaquil, Guayas) http://someurl",745044363881906176,745044363881906176,244575933,#angry,"{'place_id': '009924a469d7ace1', 'coordinates': {'type': 'Point', 'coordinates': [-79.89255667, -2.15583698]}}",,
es,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-06-21T00:00:10.000Z,Y ahi estaba el una vez mas controlando mi modo #Angry 😣,745043595321704448,745043595321704448,1252878456,#angry,,,
es,everyone,Mobile Web (M2),"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-06-20T19:01:53.000Z,el tuiter no me deja subir fotos. | #angry,744968530743988224,744968530743988224,715313934648127488,#angry,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-06-19T21:34:35.000Z,Namecciana.| #sometimesimgreen #green #greenskin #skin #pale #alien #angry #lights #instagram... http://someurl,744644572135956480,744644572135956480,115348491,#angry,,,
es,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-06-19T21:28:28.000Z,Mix: Cinco pequeños #Peppa #Angry #Birds saltando en la cama #Nursery #Rhymes Letras y másccvvrd http://someurl,744643032423636992,744643032423636992,634652668,#angry,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-06-19T19:28:13.000Z,Perdidos y enojados en Ecatepunk! #Angry #furious #tmnt #mike #friends #faces #ufie #cdmx... http://someurl,744612771359137792,744612771359137792,20249035,#angry,"{'place_id': 'f879e41db043d14c', 'coordinates': {'type': 'Point', 'coordinates': [-99.05791268, 19.54102967]}}",,
es,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-06-19T19:19:00.000Z,¿Cómo es posible que en un restaurante le aumenten el precio a los platos por ser el día del padre?  😠 #Angry #FaltaDeRespeto,744610451611336704,744610451611336704,3876225915,#angry,,,
es,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-06-19T19:03:29.000Z,La Envidia Es Peor Que El Hambre| Las Cosas Cuestan| Rayense Las Nalgas Ustedes| El Carro No Sabe Defenderse Solo| #Angry,744606547792146432,744606547792146432,3952005372,#angry,,,
es,everyone,Vine for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-06-19T05:23:14.000Z,"C/@someuser NO planeado, jajaja #wopwop #funny #angry (Vine by @someuser http://someurl",744400125099913216,744400125099913216,1723815685,#angry,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-06-18T01:44:24.000Z,El precioso con su #Angry #Birds http://someurl,743982664588328960,743982664588328960,1890795128,#angry,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-06-18T00:05:06.000Z,Con mi Mejor ✌😊❤ | #Friend #BestFriend #Angry http://someurl,743957676778872832,743957676778872832,469973205,#angry,,,
es,everyone,TweetDeck,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-06-17T17:20:08.000Z,Tu #gato se cree un #angry cat y ¿aún no le has hecho su #WEB? | #Regístrate y da de alta SU WEB #gratis. | http://someurl,743855760841400322,743855760841400322,2286811788,#angry,,,
es,everyone,TwitPane for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-06-17T04:23:04.000Z,él partido mas decepcionante del mundo..! #angry,743660205934772225,743660205934772225,209410090,#angry,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-06-16T23:07:50.000Z,Primera consulta | Teas revenge | #Angry #Hungry @ Nueva Cordoba http://someurl,743580875720368130,743580875720368130,326492505,#angry,"{'place_id': '00f84d414936f28e', 'coordinates': {'type': 'Point', 'coordinates': [-64.17768365, -31.42375309]}}",,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-06-16T16:11:46.000Z,Ellos estan #angry y yo #ungry http://someurl,743476171044757508,743476171044757508,1259946152,#angry,,,
es,everyone,Twitter Web Client,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-06-16T15:26:27.000Z,#FelizJueves para todos! ya  esta el episodio de #GordosdeTantoPop acerca de #Angry Birds -http://someurl #iTunes,743464762944724993,743464762944724993,4845372724,#angry,,,
es,everyone,Buffer,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2016-06-16T11:30:25.000Z,Feeling #Spanish #WOTD:anojada= #angry| (e.j: estaba tan anojada con el que me fue)| @someuser @someuser http://someurl,743405364398415872,743405364398415872,121110827,#angry,,,
es,everyone,IFTTT,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-06-16T10:45:41.000Z,"¿Con cual te identificas tu? #Joy #Disgust #Angry #Sadness #Fear , ¡Feliz Jueves A todos! http://someurl http://someurl",743394108635488256,743394108635488256,3111502446,#angry,,,
es,everyone,Vine for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-06-16T04:39:34.000Z,El guardia me kcho!! :v (when the cop is so angry) jajaja xD #arcoiris_leo #risa #guardia #cop  #angry #happy http://someurl,743301970006413312,743301970006413312,1963549777,#angry,,,
es,everyone,Twitter Ads,"{'retweet_count': 6, 'reply_count': 0, 'like_count': 15, 'quote_count': 0}",2016-06-16T02:30:11.000Z,La mejor forma de acabar con tu #hambre es con las #Angry #Pizzas. #PizzaGamers http://someurl,743269412732444673,743269412732444673,48581776,#angry,,,
es,everyone,Twitter Web Client,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-06-16T00:18:59.000Z,De esos días en los que quieres renunciar a todo...#fuck #angry #mevolvihulk,743236391354699777,743236391354699777,382660219,#angry,,,
es,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-06-15T17:34:32.000Z,3er avion en 2 dias... 3er retraso... #jartito #tratadearrancarlo #angry #Coketraveller http://someurl,743134609144156166,743134609144156166,11342922,#angry,{'place_id': '73a5d83329504007'},,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-06-15T17:08:46.000Z,"Cristina enojada, cortesía de chuforomatic #sketch #me #draw #angry http://someurl",743128124032995328,743128124032995328,205489068,#angry,,,
es,everyone,Google,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-06-15T04:41:49.000Z,Me gustó un video de @someuser de @someuser http://someurl #Five Little #Peppa #Angry #Birds Jumping on the Bed #Nursery,742940150104248320,742940150104248320,712098322,#angry,,,
es,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",2016-06-15T03:06:25.000Z,Brenda H @someuser Div Norte cree rapidez=eficiencia ERROR   Xq Gde no=Venti para cubrir dif mi The Chai Latte+H2O=Agua Calcetín #angry,742916139999592448,742916139999592448,46194047,#angry,,,
es,everyone,Instagram,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-06-14T17:17:13.000Z,Cuando el sol saca lo peor de ti :v | #Angry #HastaLaMadre http://someurl,742767865288392704,742767865288392704,100083009,#angry,,,
es,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-06-14T13:56:49.000Z,De Cuatro Caminos a Banco España con un horrible y constante pitido agudo en el vagón.... #graciasmetromadrid #quierovolarmelacabeza #angry,742717431093821440,742717431093821440,42410586,#angry,,,
es,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-06-14T04:59:32.000Z,Gracias controladores franceses por regalarme 1 hora de retraso en mi vuelo desde Madrid y complicar mi dia de trabajo en Londres. #angry,742582219634573312,742582219634573312,11342922,#angry,,,
es,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-06-13T22:15:28.000Z,Así los leo #freakingout #angry #hangry http://someurl,742480535239303168,742480535239303168,548689477,#angry,,,
es,everyone,Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-06-13T04:51:41.000Z,"Cuando la sed es tanta que te impide pensar, jajajajajaa! | | #cerveza #tiemblo #stop #beer #angry #molesto #funny... http://someurl",742217858814513152,742217858814513152,180048827,#angry,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-06-12T19:10:03.000Z,Ta fumanchero el #Angry http://someurl,742071485322432512,742071485322432512,1650816060,#angry,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-06-12T10:14:13.000Z,#angry @ Ponte Milvio http://someurl,741936637995716616,741936637995716616,208130207,#angry,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-06-12T06:59:06.000Z,Cuando quieres y buscas venganza 👊🐰🔥| #revenge #fury #angry #damn #funnyface #freak http://someurl,741887535052378112,741887535052378112,1023194485,#angry,,,
es,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-06-11T21:46:41.000Z,Lo mas crítico es q las personas se dejan llevar por pseudolideres locales #angry @someuser @someuser @someuser @someuser,741748516154802176,741748516154802176,215493523,#angry,,,
es,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-06-11T21:44:28.000Z,Cuando desatamos nuestros demonios arde Troya... #Angry 😒,741747957016317952,741747957016317952,67023407,#angry,{'place_id': '0ac8a42f23e8f736'},,
es,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-06-11T16:40:02.000Z,#never vote 4 #angry loser RINOs http://someurl,741671345159692288,741671345159692288,104544884,#angry,,,
es,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",2016-06-11T01:50:13.000Z,Esto representa toda mi semana.| | #Art? #SnifSnif #Angry #Funny(?) http://someurl,741447413282406400,741447413282406400,3189182516,#angry,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-06-11T00:30:40.000Z,Mi nuevo compinche en la oficina ⚡⚡⚡ #Pokemon #Pikachu #Pokeball #Figure #Anime #Angry 😡 http://someurl,741427393869586432,741427393869586432,128085794,#angry,,,
es,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2016-06-10T13:55:31.000Z,Puto @someuser cancelando AVE...estamos en un país de pandereta coño. Y ahora una cola de espera en At. Cliente de mil pares de narices #angry,741267552878350336,741267552878350336,174992542,#angry,,,
es,everyone,Google,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-06-10T13:02:26.000Z,¡MARTINA Y LUCI JUEGAN A ANGRY BIRDS!| #angry #birds #martina #luci #tremendinggirls http://someurl,741254195299246081,741254195299246081,2951080949,#angry,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-06-10T00:27:59.000Z,Como cuando tus ojos son mas sensuales que vos (? #Me #Dormida #Angry #Aburrida #Pretty #Gorrito... http://someurl,741064330980904960,741064330980904960,3243955426,#angry,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-06-09T22:59:20.000Z,Una vieja. 🚀🚀| #Me #Boy #Angry http://someurl,741042022392467463,741042022392467463,231256605,#angry,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-06-09T21:04:38.000Z,Cuando duermo y despierto enojado #angry #juuuum #jueves #yeah # http://someurl,741013155736899584,741013155736899584,541118155,#angry,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-06-09T19:14:52.000Z,Me ponen #enojado. #turn me #angry. #dog #dogs #perros. #schnauzersofinstagram #schnauzer... http://someurl,740985532939788288,740985532939788288,483310150,#angry,,,
es,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-06-09T05:56:12.000Z,"#MuyCabronQue te sientes, pero apenas te toco y ya eres homosexual. #Angry",740784542508802049,740784542508802049,727225220054970368,#angry,,,
es,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-06-09T03:52:59.000Z,"En algún momento se me va a desatar la ira, y se lo voy a decir. #Angry #BadFriend",740753532048056320,740753532048056320,710101837916086272,#angry,,,
es,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-06-08T22:58:34.000Z,"No facasé en todo pero si me equivoque terriblemente en una cuestión,  no fue solo mi culpa pero lo sufrí igual #Sad #Angry #Gil",740679441282654210,740679441282654210,406954338,#angry,,,
es,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-06-08T17:33:57.000Z,"Lo q yo necesito hoy es sabiduría, paciencia y temple para no baxearle su rptsma face a esa persona!!!!!! #Angry #Baxear #Harto #PokerFace",740597749918224388,740597749918224388,452657188,#angry,,,
es,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-06-08T02:13:04.000Z,De verdad no entiendo en lo mínimo a la gente que se da por vencido muy rápido. Me enoja mucho!!! #nosoporto #angry 😡😤,740366002282627072,740366002282627072,708451672326942720,#angry,,,
es,everyone,Google,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",2016-06-07T23:59:08.000Z,Agregué un video a una lista de reproducción de @someuser http://someurl #Five Little #Peppa #Angry #Birds Jumping on the,740332294565724160,740332294565724160,177289709,#angry,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-06-07T15:49:13.000Z,Gracias mcdonaldspy por los #Angrys que ganamos... #Enzo y #Lucca #felices #imlovinit... http://someurl,740209003972567041,740209003972567041,217840385,#angry,"{'place_id': '01f2931e2c7f48a8', 'coordinates': {'type': 'Point', 'coordinates': [-57.6079196, -25.28784812]}}",,
es,everyone,IFTTT,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-06-07T15:28:42.000Z,Enojado #angry #bird #parrot #red #magic #majestic #alpha http://someurl http://someurl,740203839979196416,740203839979196416,38526912,#angry,,,
es,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-06-07T05:23:45.000Z,Como dejan lecturas en inglés #angry,740051598282522624,740051598282522624,842708010,#angry,,,
es,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-06-07T03:51:07.000Z,Que descaro enojarse porque toman sus cosas pero no le molesta tomar lo que no es de él #angry,740028289025085440,740028289025085440,115152201,#angry,,,
es,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-06-07T02:39:05.000Z,@someuser dije que si tenía más de 26 NO! 26 AÑOS NO ES VIEJO LPM! #angry #ahre,740001578761981952,740010158311493637,734611369920761857,#angry,,"[{'type': 'replied_to', 'id': '740009162927661056'}]",2246620195
es,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",2016-06-06T22:39:48.000Z,Asta la mdre ...kn los politoco....#angry,739949943067160580,739949943067160580,739943350372028416,#angry,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-06-06T19:46:35.000Z,Fungus Humor #DeLilleMedia #SuitePixels #littleangrycloud #little #angry #cloud #fungi #mushroom... http://someurl,739906349329436672,739906349329436672,20914304,#angry,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-06-06T16:24:59.000Z,#Cool #Drive #car #angry #quitateidiota #bestfriend @ La Roma Condesa http://someurl,739855616236093440,739855616236093440,325758725,#angry,"{'place_id': 'bfc35dcc7e63252a', 'coordinates': {'type': 'Point', 'coordinates': [-99.17493, 19.41563]}}",,
es,everyone,Twitter for Android,"{'retweet_count': 2, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2016-06-06T05:32:06.000Z,A ese weon estaba darle una pta patada en toda su masturbada en medio de la gente/concierto verga #angry,739691311918260225,739691311918260225,90907872,#angry,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-06-05T20:38:50.000Z,Alguien está enojado conmigo. | Igual de berrinches que yo. | 💙| #boy #nephew #smile #angry @someuser http://someurl,739557112846503936,739557112846503936,583478365,#angry,"{'place_id': 'bfc35dcc7e63252a', 'coordinates': {'type': 'Point', 'coordinates': [-99.1333, 19.4333]}}",,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-06-05T20:00:09.000Z,"#angry #bite #puglife #thuglife @ Vila Nova, Azores, Portugal http://someurl",739547375904006144,739547375904006144,1894390782,#angry,,,
es,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",2016-06-05T05:03:41.000Z,Estaba reparando mi guitarra tiempo sin tocarla y reventó una cuerda 😔😂😂😂😂 carajo casi pierdo un ojo #epicfail #CopaAmerica #angry 😒😒😒😂😂😂😗😗⚽,739321775041974272,739321775041974272,3026046487,#angry,,,
es,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-06-05T02:35:52.000Z,Esto de que no se me curen los labios NO ME VIENE BIEN! 😑😑😑 #angry,739284574669312000,739284574669312000,533350820,#angry,,,
es,everyone,Twitter for BlackBerry®,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-06-04T23:26:23.000Z,Detesto que me escriban gente sin rostro #Angry #SinRostroNoMolestes.,739236891472453632,739236891472453632,2851568488,#angry,,,
es,everyone,Google,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-06-04T07:04:59.000Z,#android #funny #game #Angry #birds #characters vector http://someurl #freepik #angrybirds #app #bird,738989911513137152,738989911513137152,58372607,#angry,,,
es,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-06-04T04:49:06.000Z,Fastidio total!! Mirame y no me toques #fail #angry 😈😈😈😬😬😬,738955716577218560,738955716577218560,104671057,#angry,,,
es,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-06-03T23:52:57.000Z,"Ni siquiera era mi obligación, no es mi culpa que no sepan inglés. #angry #superangry",738881188677328897,738881188677328897,516042161,#angry,,,
es,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2016-06-03T16:21:44.000Z,Nuevamente sin luz @someuser  ayer vinieron pero pues nada más no queda en #ojodeagua #tengotrabajo #luz #comeback #angry #please #fak,738767636691968000,738767636691968000,219238045,#angry,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-06-03T13:36:10.000Z,#fedup #angry #fustrated #why⁉️ #love #savetheworld #instagood @ 48 Rue Condorcet http://someurl,738725970899828736,738725970899828736,3304416028,#angry,,,
