public_metrics,source,created_at,id,geo,conversation_id,text,author_id,lang,reply_settings,search_query,referenced_tweets,in_reply_to_user_id
"{'retweet_count': 4, 'reply_count': 0, 'like_count': 40, 'quote_count': 0}",Twitter Web Client,2016-12-22T21:34:47.000Z,812048764865310720,,812048764865310720,"Spent just 30 minutes at my local indie The Bookworm and they were selling & wrapping so many books, it made me feel #hopeful for 2017.",14428909,en,everyone,#hopeful,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Windows,2016-12-22T21:22:04.000Z,812045565676716032,,812045565676716032,"@someuser @someuser #lifeaftter ~THE~ most nerve-wracking, heartbreaking amazing audio drama Ive ever heard. Ever. #ep9 #hopeful",23812623,en,everyone,#hopeful,,47169767
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,2016-12-22T21:18:22.000Z,812044633899462656,{'place_id': '000f5d882d46f326'},812044633899462656,Shattered my screen today maybe Santa will give me a new iPhone #hopeful #doubtful,100274276,en,everyone,#hopeful,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter Web Client,2016-12-22T20:36:22.000Z,812034064500817920,,812034064500817920,Saw 3 men stop traffic today & push a Ladys car to a gas station. Chivalry isnt dead; kindness is all around us #hopeful #ThankfulThursday,16833538,en,everyone,#hopeful,,
"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android,2016-12-22T20:26:17.000Z,812031526389039104,,812031526389039104,It Feels Good To Say Once Again... Compliments Of D Season!! Recession Or Not... We Are Still Here... #Thankful #Hopeful #Joyful #Grateful 🙌,141380072,en,everyone,#hopeful,,
"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Buffer,2016-12-22T20:07:14.000Z,812026734832971776,,812026734832971776,"Peers & Indy Worker Guild (Natalie Foster, Saket Soni @someuser leading charge on portable benefits? #hopeful http://someurl",25864331,en,everyone,#hopeful,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Mobile Web (M2),2016-12-22T20:03:46.000Z,812025858504458242,,812025858504458242,"Some1 plz plan a YUGE FREE A-LIST MUSIC CONCERT to air same nite as Drumpf inauguration, so we can watch something #Hopeful. #FREEDOMConcert",20809640,en,everyone,#hopeful,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",IFTTT,2016-12-22T19:59:20.000Z,812024745080320001,,812024745080320001,RT OutThinkingPD Hope and Mental Health  http://someurl #hopeful,805177118468489216,en,everyone,#hopeful,,
"{'retweet_count': 4, 'reply_count': 1, 'like_count': 38, 'quote_count': 0}",Twitter Web Client,2016-12-22T19:22:25.000Z,812015454281666560,,811988086091640832,@someuser @someuser I am shocked by the number of men who DO get it and are willing to educate others. #hopeful,4260745379,en,everyone,#hopeful,"[{'type': 'replied_to', 'id': '811988086091640832'}]",230653661
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 1}",Twitter Web Client,2016-12-22T18:28:45.000Z,812001948396355584,,812001948396355584,Hopeful schools | Mary Myatt Learning | http://someurl via @someuser....Liking the sound of this...#hopeful,745007284582031361,en,everyone,#hopeful,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter for iPhone,2016-12-22T18:07:14.000Z,811996535936299012,,811996535936299012,"When one door closes, another door opens. #hopeful",277231481,en,everyone,#hopeful,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Instagram,2016-12-22T17:52:00.000Z,811992698731319297,,811992698731319297,"You can watch me, mock me, try to block me, but you will never stop me. #determined #hopeful... http://someurl",64409334,en,everyone,#hopeful,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,2016-12-22T17:33:51.000Z,811988131834687488,{'place_id': '8cb4875f846d7f46'},811988131834687488,Sending off a book that Im hopeful gets published and starting a sequel of sorts to it. It can and will help others if published #hopeful,362847899,en,everyone,#hopeful,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter Web Client,2016-12-22T17:28:21.000Z,811986748955914241,,811925511467335680,"@someuser If the storyline is strong enough then she could do it. Edge returned, won the RR, but took a backsteat to Taker & Shawn. #hopeful",56237189,en,everyone,#hopeful,"[{'type': 'replied_to', 'id': '811925511467335680'}]",22174401
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web Client,2016-12-22T17:23:38.000Z,811985559937830912,,811985559937830912,hmm I smell a different Christmas. #hopeful #faithful,67570997,en,everyone,#hopeful,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2016-12-22T17:18:39.000Z,811984308101611521,,811984308101611521,@someuser @someuser any of samba band #hopeful,341165721,en,everyone,#hopeful,,863307894
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",erased12280494,2016-12-22T17:18:21.000Z,811984231287189507,,811984231287189507,#French #ex-PM #and #presidential #hopeful #Valls #flour-bombed #during #campaign #walkabout http://someurl http://someurl,724665080923717632,en,everyone,#hopeful,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,2016-12-22T16:55:53.000Z,811978576459284480,{'place_id': '01bb53b81ba40196'},811978576459284480,Back to werk! Goodnight🙂 #hopeful,117912249,en,everyone,#hopeful,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",WordPress.com,2016-12-22T16:42:23.000Z,811975180251787264,,811975180251787264,#Gujarat #hopeful of #regaining #ease of doing #business #top #slot http://someurl http://someurl,130501124,en,everyone,#hopeful,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2016-12-22T16:33:17.000Z,811972889398296576,,811972889398296576,waiting to get my x-ray taken right before work...hope I dont have to call in that Ill be late! 😞 #xray #waitingRoom #hopeful,2697066096,en,everyone,#hopeful,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App,2016-12-22T16:00:57.000Z,811964754315116544,,811964754315116544,Better Things On The Way In 2017. #Hopeful,4902821242,en,everyone,#hopeful,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Instagram,2016-12-22T15:47:51.000Z,811961458766581760,"{'coordinates': {'type': 'Point', 'coordinates': [-122.7959162, 45.4789893]}, 'place_id': 'e0c5378910ca41e0'}",811961458766581760,What?!? #hopeful #letitsnow #probablywonthappen @ Portland Oregon http://someurl,1191591535,en,everyone,#hopeful,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2016-12-22T15:42:39.000Z,811960148897972224,,811960148897972224,Getting what you deserve is something bad sometimes.. But it works out in the end #Hopeful,108169385,en,everyone,#hopeful,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Hootsuite,2016-12-22T15:31:12.000Z,811957268052844544,,811957268052844544,"See the greatness of God, and give thanks for the blessings he’s placed in your life. #Advent2016 #hopeful #authentic #presence http://someurl",3236316446,en,everyone,#hopeful,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web Client,2016-12-22T14:47:45.000Z,811946332969582594,,811946332969582594,#Day Recedes #Invitation - #Buy on #Zazzle! http://someurl #hope #hopeless #despair #CurrentEvents #anxious #grief #sunset #hopeful,330147265,en,everyone,#hopeful,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web Client,2016-12-22T14:29:49.000Z,811941819265073152,,811941819265073152,#Day Recedes #GreetingCard - on #Zazzle! http://someurl #hope #hopeless #despair #CurrentEvents #anxious #grief #sunset #hopeful,330147265,en,everyone,#hopeful,,
"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,2016-12-22T14:27:59.000Z,811941356268584961,,804756858808500224,@someuser Im striking out getting a response about an interview. Is there another contact? #hopeful.,118133203,en,everyone,#hopeful,"[{'type': 'replied_to', 'id': '804800956823171072'}]",118133203
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone,2016-12-22T13:55:52.000Z,811933274754924544,,811933274754924544,This Guy Putting His Sleeping Girlfriends Bonnet On Is True Love #Goals | #SometimesTwitterMakesMe #READY #HOPEFUL  http://someurl,19775606,en,everyone,#hopeful,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web Client,2016-12-22T13:40:11.000Z,811929328258682880,,811929328258682880,#Day Recedes #Postcard - #Buy on #Zazzle! http://someurl #hope #hopeless #despair #CurrentEvents #anxious #grief #sunset #hopeful,330147265,en,everyone,#hopeful,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web Client,2016-12-22T13:40:00.000Z,811929282566123520,,811929282566123520,Im expecting great things for me in the New Year 2017 & you should be too! #hopeful #faith,133137456,en,everyone,#hopeful,,
"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter Web Client,2016-12-22T13:02:59.000Z,811919966211604480,{'place_id': '01c7de39d50eab15'},811919966211604480,@someuser There is a trickle of water into the toilet #Hopeful #ThankYou,328568018,en,everyone,#hopeful,,82128267
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 1}",Twitter for iPhone,2016-12-22T12:01:35.000Z,811904515779756032,,811904515779756032,Could this cure a #hangover ? Lets find out.... #cheese #hanging #hopeful http://someurl,351644309,en,everyone,#hopeful,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Mobile Web (M2),2016-12-22T11:34:43.000Z,811897755387957248,,811897755387957248,2016 is the past 2017 is the future #newstart #hopeful #success #happiness #growth. #ThursdayThought,3384911530,en,everyone,#hopeful,,
"{'retweet_count': 3, 'reply_count': 0, 'like_count': 3, 'quote_count': 1}",Twitter for iPhone,2016-12-22T10:44:34.000Z,811885132084822016,,811885132084822016,"We are excited to join the @someuser for the National Day of Racial Healing January 17, 2017 #Safe #Healthy #Hopeful #Communities http://someurl",2340942108,en,everyone,#hopeful,"[{'type': 'quoted', 'id': '811635683177721861'}]",
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2016-12-22T10:41:02.000Z,811884244192677889,,811884244192677889,Last bit of Christmas shopping today #hopeful,215601042,en,everyone,#hopeful,,
"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone,2016-12-22T10:26:33.000Z,811880600038686721,,811880600038686721,"It may be stormy now, but it never rains forever. #BeStrong because things will get better! #Optimism #hopeful http://someurl",811299117360095232,en,everyone,#hopeful,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Instagram,2016-12-22T08:17:51.000Z,811848210037800960,,811848210037800960,Look up.| #sky #blue #bluesky #ruins #hope #hopeful #pinetree #instagram #picoftheday... http://someurl,35648288,en,everyone,#hopeful,,
"{'retweet_count': 0, 'reply_count': 1, 'like_count': 3, 'quote_count': 0}",Tweetlogix,2016-12-22T07:39:38.000Z,811838592725172224,,811838592725172224,Its been a few years (decades?) since the last time my first thing to do was light the fire! #boilerlurgy #newboilerday #hopeful #thankful,104459090,en,everyone,#hopeful,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",Twitter for Android,2016-12-22T05:19:20.000Z,811803286881771520,,811803286881771520,Job interview tomorrow wish me luck 😇 #hopeful,600445308,en,everyone,#hopeful,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Instagram,2016-12-22T04:15:51.000Z,811787309020389376,,811787309020389376,Skipping leg-day is not an option!.| .| .| .| #beard #beardedvillains #hopeful #bluehousegym #kemang... http://someurl,47276248,en,everyone,#hopeful,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,2016-12-22T02:37:39.000Z,811762597884293123,,811762597884293123,On the way back up...| #Hopeful http://someurl,3033034751,en,everyone,#hopeful,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2016-12-22T02:28:12.000Z,811760216912134144,,811760216912134144,My #parents faces got #hopeful that I was going on a #date when I mentioned that I was #goingout; hope faded when I said for a drive #sad,1586312677,en,everyone,#hopeful,,
"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2016-12-22T02:10:27.000Z,811755752197070848,,811755379650609152,@someuser   Thx for letting me know!!! #hopeful,739033350,en,everyone,#hopeful,"[{'type': 'replied_to', 'id': '811755642419609604'}]",2833174641
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,2016-12-22T00:49:42.000Z,811735428495798272,,811735428495798272,I dont want to keep bugging @someuser but I do want a signed book! #hopeful #TAFAIC 🙌,214617051,en,everyone,#hopeful,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 6, 'quote_count': 1}",Twitter for Android,2016-12-22T00:40:18.000Z,811733063352729600,,811733063352729600,My hope for 2017 is for @someuser to be in more projects. I wont give up hope. You are a great person #hopeful #optimistforever,43624238,en,everyone,#hopeful,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web Client,2016-12-21T23:58:50.000Z,811722627244904448,,811722627244904448,#Day Recedes #Value #Poster - on #Zazzle! http://someurl #hope #hopeless #despair #CurrentEvents #anxious #grief #sunset #hopeful,330147265,en,everyone,#hopeful,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 5, 'quote_count': 0}",Twitter for iPhone,2016-12-21T23:36:56.000Z,811717117074554880,,811717117074554880,just finished an interview at red lobster and it went soooo well😍 things are looking up! #hopeful,361472152,en,everyone,#hopeful,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,2016-12-21T23:12:05.000Z,811710865070292993,,811710865070292993,Cinema may be out in favour of gym and writing again. Sorry @someuser more holidays I reckon & maybe love I hope? #hopeful #2017,30938600,en,everyone,#hopeful,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Instagram,2016-12-21T23:01:53.000Z,811708297598431232,,811708297598431232,I hope you found a reason to smile today. 😊 #Smile #BeHappy #Blessed #Grateful #Hopeful... http://someurl,101358704,en,everyone,#hopeful,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2016-12-21T22:27:19.000Z,811699597185716224,,811699597185716224,"easy or tough, eventually the day will end #hopeful #ThyWillBeDone",81573136,en,everyone,#hopeful,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter for iPhone,2016-12-21T22:25:42.000Z,811699190225141761,,811699190225141761,Welcome to the team @someuser - there is much work to be done as we help mayors build #Safe #Healthy #Hopeful communities for all! http://someurl,2340942108,en,everyone,#hopeful,"[{'type': 'quoted', 'id': '811671950779187200'}]",
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,2016-12-21T22:08:27.000Z,811694848994639872,,811694848994639872,Folks - were on the hunt for a PR or branding expert. Any suggestions??On the #comeup or at least being #hopeful. Tweet us! http://someurl,751826088842715137,en,everyone,#hopeful,,
"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2016-12-21T21:55:29.000Z,811691586597756928,,811691586597756928,@someuser @someuser @someuser When do I get to see my handle in that list? Thanks for the epic giveaway but I am still waiting... #hopeful,1960220299,en,everyone,#hopeful,,504020426
"{'retweet_count': 3, 'reply_count': 0, 'like_count': 5, 'quote_count': 0}",TweetDeck,2016-12-21T21:50:38.000Z,811690368030928897,,811690368030928897,We are excited to have @someuser & @someuser join the @someuser Team!  Working to create #Safe #Healthy #Hopeful communities for all http://someurl,27339092,en,everyone,#hopeful,"[{'type': 'quoted', 'id': '811689243655421952'}]",
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,2016-12-21T21:49:54.000Z,811690179958362112,{'place_id': '487d1d7af6bda2a5'},811669180202315776,@someuser @someuser @someuser Oh that is brilliant news!! In time for the Jan UK tour?? #optimistic #hopeful,306466160,en,everyone,#hopeful,"[{'type': 'replied_to', 'id': '811669180202315776'}]",236153428
"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone,2016-12-21T21:33:42.000Z,811686107087769602,,811686107087769602,Praying for a miracle with this project. #PrayerWorks #Believe #Hopeful,38700878,en,everyone,#hopeful,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter Web Client,2016-12-21T21:26:55.000Z,811684399146291204,,811684399146291204,Plot twist.  #YeahRIght #Daydreaming #KiddingMyself #optimistic #Hopeful http://someurl,16791200,en,everyone,#hopeful,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,2016-12-21T21:21:43.000Z,811683088493330432,,811680655545434112,@someuser @someuser Really thinking about it... but not sure if Id have to leave my NHS job to do it or take a career break #hopeful,219741222,en,everyone,#hopeful,"[{'type': 'replied_to', 'id': '811680655545434112'}]",160926944
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,2016-12-21T20:58:42.000Z,811677295496859648,,811677295496859648,Thinking about my relationship with my dad. Our biggest failures can become the greatest opportunities to illustrate genuine faith. #hopeful,354904039,en,everyone,#hopeful,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Mobile Web (M2),2016-12-21T20:41:06.000Z,811672869151223808,,811672869151223808,Its when things seem worst that you must not quit!!#hopeful,94287458,en,everyone,#hopeful,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web Client,2016-12-21T20:30:13.000Z,811670130920812544,,811670130920812544,#Day Recedes #Square #Stickers -on #Zazzle! http://someurl #hope #hopeless #despair #CurrentEvents #anxious #grief #sunset #hopeful,330147265,en,everyone,#hopeful,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,2016-12-21T20:12:46.000Z,811665735663714312,,811665735663714312,"Two out of three is good, but still eagerly waiting on this third piece of *good* news. #AllIWantForChristmas #Hopeful",25709699,en,everyone,#hopeful,,
"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter for Android,2016-12-21T19:53:17.000Z,811660833579266052,,811652222798991360,"@someuser indeed! 😡 | Trying to get replacement glass instead, fingers crossed!  | #hopeful",614307720,en,everyone,#hopeful,"[{'type': 'replied_to', 'id': '811656306440499200'}]",2687199692
"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",TweetDeck,2016-12-21T19:44:48.000Z,811658699592859648,,811637563714916352,@someuser @someuser I did hear that some programs have purportedly been locked in for 5 years. I think it will be ok... #hopeful,394879847,en,everyone,#hopeful,"[{'type': 'replied_to', 'id': '811646702218256385'}]",156989502
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,2016-12-21T19:36:15.000Z,811656547218653184,,811656547218653184,"Fingers crossed, but I think I have a whole row to my self! #hopeful",196685664,en,everyone,#hopeful,,
"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,2016-12-21T18:48:52.000Z,811644623290597376,,811640917379739648,@someuser can I come? I have a onesie 😐 #hopeful,3243242489,en,everyone,#hopeful,"[{'type': 'replied_to', 'id': '811640917379739648'}]",630331939
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2016-12-21T18:39:45.000Z,811642330025459712,,811642330025459712,Im wondering who I need to talk to to get @someuser to sign my Game 6 NLCS tickets...thatd be an amazing Christmas present. #Hopeful,543034190,en,everyone,#hopeful,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 1}",Twitter for Android,2016-12-21T18:33:10.000Z,811640671157239810,,811640671157239810,I hope my perception on certain things will change  in 2K17 . #Hopeful,247150203,en,everyone,#hopeful,,
"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter for Android,2016-12-21T18:19:00.000Z,811637109035560962,,811637109035560962,The fact that someone like Gary Lineker is assuming a role as a social hero? That makes me #hopeful.,322232287,en,everyone,#hopeful,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2016-12-21T18:16:50.000Z,811636560403857408,,811636560403857408,Experiencing the strength and optimistic - always optimistic - approach to life by my friends (especially @someuser makes me #hopeful,322232287,en,everyone,#hopeful,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2016-12-21T18:14:48.000Z,811636052268085248,,811636052268085248,Walking past my local nightclub taking donations for refugees in Calais? That made me #hopeful,322232287,en,everyone,#hopeful,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2016-12-21T18:10:22.000Z,811634933609431040,,811634933609431040,Watching my best friends little ones growing into awesome little people always makes me #hopeful,322232287,en,everyone,#hopeful,,
"{'retweet_count': 2, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android,2016-12-21T18:09:06.000Z,811634615601532928,,811634615601532928,"It has been a hell of a year, hasnt it? One of the major things that has made #hopeful is the amazing work being done by @someuser",322232287,en,everyone,#hopeful,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android,2016-12-21T16:54:11.000Z,811615761953411072,,811615761953411072,"Twitting is like talking alone,,, let somebody find me.. #hopeful",320039405,en,everyone,#hopeful,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter for iPhone,2016-12-21T16:44:15.000Z,811613261808287744,,811613261808287744,Seems like Korea 2017 will happen. :) #hopeful,83979128,en,everyone,#hopeful,,
"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Instagram,2016-12-21T16:29:33.000Z,811609562927206401,"{'coordinates': {'type': 'Point', 'coordinates': [-2.58333, 51.45]}, 'place_id': '7f15dd80ac78ef40'}",811609562927206401,"Merry #solstice everyone.| Heres my #tarot card of the day, the #hopeful and #positive 3 of... http://someurl",247691147,en,everyone,#hopeful,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter Web Client,2016-12-21T16:26:17.000Z,811608741934026752,,811608741934026752,"As a proponent of having more home games during the late Spring and Summer, this opening schedule pleases me greatly, @someuser #hopeful",21707809,en,everyone,#hopeful,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,2016-12-21T16:24:05.000Z,811608186402832384,,811608186402832384,Will the @someuser orders arrive at @someuser before Christmas? #Hopeful http://someurl,27683984,en,everyone,#hopeful,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter Web Client,2016-12-21T15:58:26.000Z,811601733407436800,,811586180441604096,"@someuser OMG! Hope Slade has a non-zero impact on #Coventrys fortunes, especially as ... Iiiitttssss Chriiiiiissssmaass xx  #Hopeful",372805464,en,everyone,#hopeful,"[{'type': 'replied_to', 'id': '811589406792491008'}]",46886801
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web Client,2016-12-21T15:35:29.000Z,811595954977546240,,811595954977546240,Im waiting for a @someuser @someuser scene also.. wondering which company will make it someday.. #Hopeful,2828134381,en,everyone,#hopeful,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Hootsuite,2016-12-21T15:31:17.000Z,811594901188214785,,811594901188214785,God has chosen you to share in his life! So close to Christmas don’t get distracted from that fact #Advent2016 #hopeful #authentic #presence http://someurl,3236316446,en,everyone,#hopeful,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web Client,2016-12-21T15:26:25.000Z,811593676921061376,,811593676921061376,#Day Recedes #BusinessCards - on #Zazzle! http://someurl #hope #hopeless #despair #CurrentEvents #anxious #grief #sunset #hopeful,330147265,en,everyone,#hopeful,,
"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",Twitter for iPhone,2016-12-21T15:20:43.000Z,811592239549972480,,811592239549972480,"So thankful the lil bean is doing ok, now 35 weeks more #rainbowbaby #infertility #firsttrimester #5weeks #praying #hopeful",734905943159410689,en,everyone,#hopeful,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web Client,2016-12-21T15:01:38.000Z,811587438812479488,,811587438812479488,#Hopeful till the very end. President Obama: Protect undocumented workers before you leave office http://someurl via @someuser,61891709,en,everyone,#hopeful,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Tweetbot for iΟS,2016-12-21T15:01:19.000Z,811587358932013057,,811587358932013057,@someuser any shot for podcast interview in new year? #hopeful not the usual bs. DM me,30227658,en,everyone,#hopeful,,225539878
"{'retweet_count': 9, 'reply_count': 0, 'like_count': 10, 'quote_count': 1}",Twitter Web Client,2016-12-21T15:00:08.000Z,811587061547499520,,811587061547499520,On the 9th day of #PhoneJustice: study showing regular contact w/ loved ones reduces rate of recidivism http://someurl #Hopeful,2260619350,en,everyone,#hopeful,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2016-12-21T14:43:39.000Z,811582912403542020,,811542468437147649,@someuser oh my goodness how pretty is this??!  #hopeful Merry Christmas 🎄 ❄ 🎄,763838874,en,everyone,#hopeful,"[{'type': 'replied_to', 'id': '811542468437147649'}]",597835613
"{'retweet_count': 1, 'reply_count': 2, 'like_count': 17, 'quote_count': 0}",Twitter Web Client,2016-12-21T14:27:56.000Z,811578958328295425,,810159655846637568,@someuser @someuser @someuser @someuser i know that feeling.... still waiting for a jonas or @someuser to tweet me back #hopeful,2151392802,en,everyone,#hopeful,"[{'type': 'replied_to', 'id': '810196375161991169'}]",1067418498
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,2016-12-21T14:26:15.000Z,811578533185277953,,811578533185277953,Im POSI+IVE that ill stick to having a twitter this time 😂 #Hopeful,811364917261406208,en,everyone,#hopeful,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,2016-12-21T13:45:08.000Z,811568186760065024,,811568186760065024,How long after the exam start do we have to wait for our professor to show up? #Praying #Hopeful #Finals,2566966838,en,everyone,#hopeful,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Facebook,2016-12-21T13:09:19.000Z,811559174005997568,,811559174005997568,Retweeted itimes (@someuser| | .@someuser #Hopeinthefuture is the #hopeful #song of the #year! #melody for... http://someurl,615982000,en,everyone,#hopeful,,
