reply_settings,geo,conversation_id,public_metrics,id,text,created_at,source,author_id,lang,search_query,referenced_tweets,in_reply_to_user_id
everyone,,696977101442977792,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",696977101442977792,這就是無限曬到飽的新春陽光🌞🌞🌞 #happynewyear #spring #sunshine #wonderful #life http://someurl,2016-02-09T08:41:04.000Z,Instagram,504557662,zh,#wonderful,,
everyone,,696663623482081280,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",696663623482081280,#wonderful #view #night #cold| | 當天整個城市，那樣輕快，沿路一起走半里長街。| | #約定 #黃菲 #黃靖雯 #lyrics| 還 #記得 #街燈 #照出 #一 #臉... http://someurl,2016-02-08T11:55:25.000Z,Instagram,2957047580,zh,#wonderful,,
everyone,,696572582057742337,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",696572582057742337,http://someurl #iAsk #美食 #停車場 #停車 #Wonderful #旺得福 Wonderful 旺得福 碳烤三明治有停車場或是附近有停車的...,2016-02-08T05:53:39.000Z,iAskNewQuestion,3299571025,zh,#wonderful,,
everyone,,696570338650546176,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",696570338650546176,#wonderful #view #sunset #countryside| | 我願意這條情路相守相隨。| | #你最珍貴 #張學友 #高慧君 #lyrics| #我 #會 #送 #你 #紅色 #玫瑰... http://someurl,2016-02-08T05:44:45.000Z,Instagram,2957047580,zh,#wonderful,,
everyone,,696253900328955904,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",696253900328955904,發光既Candy Ball lol| 讓記憶統統說byebye ♪| #維園 #cottoncandy #sweet #igers #hkboy #fat #kai #wonderful http://someurl,2016-02-07T08:47:20.000Z,IFTTT,807177378,zh,#wonderful,,
everyone,,696251399135457280,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",696251399135457280,#wonderful #view #fireworks| | 公主與白雪都不需要羨慕，因可跟你在長夜裡擁抱。| | #他約我去廸士尼 #陳慧琳 #陳曉琪 #lyrics| #星空 #不算 #是 #太高... http://someurl,2016-02-07T08:37:23.000Z,Instagram,2957047580,zh,#wonderful,,
everyone,,695964689432514560,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",695964689432514560,"Wonderful, 新年快樂~!| 9週年紀念 將於2月10日 晚上8點 V앱 LIVE^_^| #WonderGirls #WonderFul |  http://someurl",2016-02-06T13:38:07.000Z,Twitter for iPad,2317405817,zh,#wonderful,"[{'type': 'quoted', 'id': '695940182319628288'}]",
everyone,,695886690322407425,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",695886690322407425,#wonderful #view #sunset #tsimshatsui| | 那小火花卻讓我，過敏地回應太多。| | #沒有人 #麥俊龍 #lyrics| #原來 #沒有 #從來 #都 #沒 #有... http://someurl,2016-02-06T08:28:10.000Z,Instagram,2957047580,zh,#wonderful,,
everyone,,695875166480547841,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",695875166480547841,喜洋洋過好年😁與母親大人一起做了好多好多紅豆年糕😍😍😍 #過年 #親手製作 #加料 #爆滿紅豆 #Q彈 #紅豆 #年糕 #life #wonderful http://someurl,2016-02-06T07:42:23.000Z,Instagram,504557662,zh,#wonderful,,
everyone,,695874949580509184,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",695874949580509184,過年與母親大人一起做了好多好多紅豆年糕😍😍😍 #過年 #親手製作 #加料 #爆滿紅豆 #Q彈 #紅豆 #年糕 #life #wonderful http://someurl,2016-02-06T07:41:31.000Z,Instagram,504557662,zh,#wonderful,,
everyone,,695579204935643136,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",695579204935643136,#wonderful #view #sunset #laufaushan #PhotoOfToday| | 黃昏在等一座空城，像咖啡在等一個人。| | #咖啡在等一個人 #周慧敏... http://someurl,2016-02-05T12:06:20.000Z,Instagram,2957047580,zh,#wonderful,,
everyone,,695512599732080640,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",695512599732080640,#wonderful #table #coffee #starbucks #friendship| | 咖啡在等一個人，苦澀慢慢蒸餾出圓潤香醇。| | #咖啡在等一個人 #周慧敏... http://someurl,2016-02-05T07:41:40.000Z,Instagram,2957047580,zh,#wonderful,,
everyone,,695227238556405760,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",695227238556405760,有小天使～| 真好！😍| #angel #nicemorning #wonderful #happiness http://someurl,2016-02-04T12:47:45.000Z,Instagram,390345190,zh,#wonderful,,
everyone,,694818971984478208,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",694818971984478208,#wonderful #view #sunset #cold| | 為何未夠好? 請聽我預告，就算跟你未遊盡花都。| | #合久必婚 #李克勤 #陳苑淇 #容祖兒 #lyrics| #可 #給 #妳... http://someurl,2016-02-03T09:45:26.000Z,Instagram,2957047580,zh,#wonderful,,
everyone,,694468138369454080,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",694468138369454080,#wonderful #view #sea #beach #sunny| | 寫信告訴我，今天海是甚麼顏色?| | #聽海 #張惠妹 #lyrics| #夜夜 #陪着 #妳 #的 #海 #心情 #又... http://someurl,2016-02-02T10:31:21.000Z,Instagram,2957047580,zh,#wonderful,,
everyone,"{'coordinates': {'type': 'Point', 'coordinates': [106.63912603, 26.64493103]}, 'place_id': '0067f2951fe42971'}",693980177194455040,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",693980177194455040,願身边我爱的人们都能被歲月溫柔以待......#love #snowwhite #hyatt #hotel ##goodmorning #wonderful #guiyang #goodtimes... http://someurl,2016-02-01T02:12:22.000Z,Instagram,403097940,zh,#wonderful,,
everyone,"{'coordinates': {'type': 'Point', 'coordinates': [106.63912603, 26.64493103]}, 'place_id': '0067f2951fe42971'}",693979067801038848,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",693979067801038848,爱上你的每一个秋每一个冬。#秋 #雪 #love #hyattregency #guiyang #goodmorning #wonderful @ Hyatt Regency Guiyang http://someurl,2016-02-01T02:07:57.000Z,Instagram,403097940,zh,#wonderful,,
everyone,,693948991088824320,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",693948991088824320,#harvard 偽學霸🤓 #instagood #instadaily #instamood #wonderful #igers #igdaily #igersoftheday #mood #beautiful #life #a... http://someurl,2016-02-01T00:08:27.000Z,IFTTT,3220285717,zh,#wonderful,,
everyone,,693401996716589056,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",693401996716589056,#wonderful #urban #view #sunset #stadium| | 誰亦明白火花終有日耗盡，但為何霎眼停了手?| | #愛不釋手 #李克勤 #容祖兒 #lyrics| #如 #難... http://someurl,2016-01-30T11:54:53.000Z,Instagram,2957047580,zh,#wonderful,,
everyone,,693008642036088832,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",693008642036088832,#wonderful #drawing #CherryBlossom #art| | 如有天櫻花再開，期望可跟妳示愛。| | #櫻花樹下 #張敬軒 #hinscheung #lyrics| #當天... http://someurl,2016-01-29T09:51:50.000Z,Instagram,2957047580,zh,#wonderful,,
everyone,,692711928788049920,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",692711928788049920,闊別十年的新髮色 ～♡ 哈哈哈哈哈 好開心 !!! #newhair #newhairstyle #newhaircolor #thankful #happy #wonderful... http://someurl,2016-01-28T14:12:48.000Z,Instagram,136214047,zh,#wonderful,,
everyone,,692711591909945344,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",692711591909945344,闊別十年的新髮色 ～♡ 哈哈哈哈哈 好開心 !!! | | #newhair #newhairstyle #newhaircolor #thankful #happy #wonderful... http://someurl,2016-01-28T14:11:28.000Z,Instagram,136214047,zh,#wonderful,,
everyone,,692710063098626048,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",692710063098626048,http://someurl #iAsk #美食 #食記 #評價 #Wonderful #旺得福 有Wonderful 旺得福 碳烤三明治的食記可以參考嗎？,2016-01-28T14:05:23.000Z,iAskNewQuestion,3299571025,zh,#wonderful,,
everyone,,692683469898563584,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",692683469898563584,RT http://someurl 滴滴答答尾牙去！| #foodporn #duck #tofu #twig #raining #delicious #wonderful #crabs #lobster #c... http://someurl,2016-01-28T12:19:43.000Z,IFTTT,3579298455,zh,#wonderful,"[{'type': 'quoted', 'id': '692682771815337985'}]",
everyone,,692682771815337985,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",692682771815337985,滴滴答答尾牙去！| #foodporn #duck #tofu #twig #raining #delicious #wonderful #crabs #lobster #colorful... http://someurl,2016-01-28T12:16:56.000Z,Instagram,125097640,zh,#wonderful,,
everyone,,692680798651154432,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",692680798651154432,滴滴答答尾牙去！| #foodporn #duck #tofu #twig #raining #delicious #wonderful @ 印月創意東方宴 http://someurl,2016-01-28T12:09:06.000Z,Instagram,125097640,zh,#wonderful,,
everyone,,692037842004897792,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",692037842004897792,【德國】這才是名符其實的「汽車旅館」！德國特色飯店打造車迷天堂 #motel #nowplaying #wonderful @someuser http://someurl,2016-01-26T17:34:13.000Z,Twitter for iPhone,195695979,zh,#wonderful,,
everyone,"{'coordinates': {'type': 'Point', 'coordinates': [103.85877987, 1.28371272]}, 'place_id': '58a4c3a0d54e1400'}",692024735664766978,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",692024735664766978,恭喜发财 | | #ThankYouSosoMuch #LordJesus for this #prosperous and #wonderful #blessing  😽😽😽... http://someurl,2016-01-26T16:42:08.000Z,Instagram,63741595,zh,#wonderful,,
everyone,,691913247914639361,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",691913247914639361,好喜歡陽光🌞🌞🌞#love #sunshine #warm #life #wonderful http://someurl,2016-01-26T09:19:08.000Z,Instagram,504557662,zh,#wonderful,,
everyone,,689802630604922882,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",689802630604922882,都市裡有水隨便都好美😁😁😁 #thai #bangkok #waterway #wonderful #citylife http://someurl,2016-01-20T13:32:17.000Z,Instagram,504557662,zh,#wonderful,,
everyone,,688686057802567680,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",688686057802567680,#wonderful #view #sunset #HabourCity| | 為你寫的歌，最後怎麼相反饋贈給我?| | #薄情歌 #CAllStar #lyrics| #問 #哪 #首 #歌 #那樣... http://someurl,2016-01-17T11:35:26.000Z,Instagram,2957047580,zh,#wonderful,,
everyone,,688318335356895232,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",688318335356895232,#wonderful #view #cloudy #sunshine| | 迷失中，尋初衷，| 歲月無情，或者增加了裂縫。| | #紙牌屋 #李克勤 #lyrics| #山窮 #水窮 #沖 #不 #走... http://someurl,2016-01-16T11:14:14.000Z,Instagram,2957047580,zh,#wonderful,,
everyone,,687933328289349632,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",687933328289349632,希望大家喺落雨嘅日子都見到美麗嘅夕陽啦 :) #Hope #You #Like #It| #wonderful #view #sunset #舊相 #laufaushan| | #no... http://someurl,2016-01-15T09:44:21.000Z,Instagram,2957047580,zh,#wonderful,,
everyone,"{'coordinates': {'type': 'Point', 'coordinates': [121.23508707, 25.07932238]}, 'place_id': '008c994a10edec85'}",687590114487226369,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",687590114487226369,Its a #wonderful #life | Lets live it @ 臺灣桃園國際機場第二航廈 Taiwan Taoyuan International Airport... http://someurl,2016-01-14T11:00:32.000Z,Instagram,59330292,zh,#wonderful,,
everyone,,687226207461617666,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",687226207461617666,#wonderful #view #sunset #warm| | 那動人時光，不同常回看。| | #羅生門 #麥浚龍 #謝安琪 #lyrics| #能 #提取 #溫暖 #以後 #渡 #嚴寒 #就... http://someurl,2016-01-13T10:54:30.000Z,Instagram,2957047580,zh,#wonderful,,
everyone,,687223774677176320,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",687223774677176320,#wonderful #view #sunset #warm| | 那動人時光，不用常回看。| | #羅生門 #麥浚龍 #謝安琪 #lyrics| #能 #提取 #溫暖 #以後 #渡 #嚴寒 #就... http://someurl,2016-01-13T10:44:50.000Z,Instagram,2957047580,zh,#wonderful,,
everyone,,686158705038065664,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",686158705038065664,#wonderful #view #raining #cloudy #sunset| | 晴或雨、晴或雨，無論看多久也未會輸。| | #他的故事 #張敬軒 #hinscheung... http://someurl,2016-01-10T12:12:38.000Z,Instagram,2957047580,zh,#wonderful,,
everyone,,686078533362266112,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",686078533362266112,加拿大旅行社老​​闆分享: WV酒店預訂和入住經歷| http://someurl| | #WVlife #lifestyle #travel #wonderful,2016-01-10T06:54:03.000Z,Twitter for Android,3318232303,zh,#wonderful,,
everyone,,685843942009614336,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",685843942009614336,我的#眼鏡哥幫我上熱門貼文了！！！| 還在#TOP 旁邊！！！| #hotpost #first #wonderful #twig http://someurl,2016-01-09T15:21:52.000Z,Instagram,125097640,zh,#wonderful,,
everyone,,685814811028922368,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",685814811028922368,Yummy😝😝| #suppermoment #delicious #打冷 #潮州 #dinner #wonderful #free #cokacola #creamsoda @ 德發潮州飯店 http://someurl,2016-01-09T13:26:07.000Z,Instagram,4298891773,zh,#wonderful,,
everyone,,685107676142022656,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",685107676142022656,#wonderful #birthday #韓燒| | 多謝大家，好開心呀 :)| 估唔到大家俾個咁正嘅驚喜我，多謝大家嘅生日蛋糕呀! 好感動呀!!| | 另外，基基生日快樂!| #生日飯 #新麻蒲... http://someurl,2016-01-07T14:36:13.000Z,Instagram,2957047580,zh,#wonderful,,
everyone,,684758614628790272,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",684758614628790272,#wonderful #birthday #google #doodle| | 今日並唔係一個時期嘅結束，而係新一個階段嘅開始。| | 多謝所有祝福我、陪伴我嘅朋友 :) 非常感謝你地嘅心意 :)... http://someurl,2016-01-06T15:29:10.000Z,Instagram,2957047580,zh,#wonderful,,
everyone,{'place_id': '01cb3bd54f92388e'},684689970200719360,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",684689970200719360,"Its my first time to be here, wonderful | #lucky #wonderful @ 香港賽馬會跑馬地馬場 Hong Kong Jockey Club... http://someurl",2016-01-06T10:56:24.000Z,Instagram,56889940,zh,#wonderful,,
everyone,,681832993435086849,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",681832993435086849,#wonderful #moment| | 8D 班聚 :) | 好開心呀 XD| 下次再見啦 HAHAHA| | #BQQ #好有愛 @ 蝴蝶灣燒烤場 http://someurl,2015-12-29T13:43:48.000Z,Instagram,2957047580,zh,#wonderful,,
everyone,,680753185775042560,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",680753185775042560,只要有妳們，我就覺得一切都完整了| | #bestfriends | #bestfriend #bestoftheday | #wonderful #gifts | #beautiful... http://someurl,2015-12-26T14:13:01.000Z,Instagram,3845981534,zh,#wonderful,,
everyone,,680383402114027520,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",680383402114027520,雖然不是基督徒，但聖誕節真是令人開心的日子😇💓✨| 謝謝送糖果的友人們！💖😳😘| #lovely_day #warm #wonderful... http://someurl,2015-12-25T13:43:38.000Z,Instagram,1154043438,zh,#wonderful,,
everyone,,679991443390201856,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",679991443390201856,願大家有一個#心境平靜 的#平安夜 。 再#迎接 明天#萬世歡騰 的#聖誕節 。| #Wish all of u have a #peaceful #silentnight and a #Wonderful #Christmas http://someurl,2015-12-24T11:46:08.000Z,Twitter for iPhone,914057936,zh,#wonderful,,
everyone,,679234538422292480,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",679234538422292480,🚲3h| 一個人有些孤單| 卻也有一個人的自由自在| | 然後大腿已酸到爆炸又傻眼無限酸| -| #bike| #wonderful #lovely #love #mine #Loa #happy... http://someurl,2015-12-22T09:38:28.000Z,Instagram,2359622876,zh,#wonderful,,
everyone,,679173718074122240,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",679173718074122240,美好的事物| 冬季難得的艷陽天| 知名店家的美食| | 我都好喜歡呦！| 真是開心的一天| #wonderful #delicious #lucky http://someurl,2015-12-22T05:36:47.000Z,Instagram,1127919216,zh,#wonderful,,
everyone,,678395084497383424,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",678395084497383424,#maple #wonderful #view| | 估唔到咁靚 😃 咁到俾我地撞正時間 HOHOHO @ 大棠楓香林 http://someurl,2015-12-20T02:02:46.000Z,Instagram,2957047580,zh,#wonderful,,
everyone,,678097846609059840,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",678097846609059840,#wonderful #view #reservoir| | 閉起的眼中無論重又重，仍是見着你面容在我心湖中| | #愛是永恆 #張學友 #lyrics| #每 #略過 #也 #似 #風 #撩動 #令... http://someurl,2015-12-19T06:21:39.000Z,Instagram,2957047580,zh,#wonderful,,
everyone,"{'coordinates': {'type': 'Point', 'coordinates': [120.65528164, 24.15456206]}, 'place_id': '0039bc7a30aaa885'}",677680854513139712,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",677680854513139712,早安！與耶濃有約👯| #耶濃 #豆漿 #yanon #wonderful @ 耶濃豆漿 http://someurl,2015-12-18T02:44:41.000Z,Instagram,413644621,zh,#wonderful,,
everyone,,677411094458183681,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",677411094458183681,我喜歡這暗夜的純粹| 橘紅色的晚霞雲邊| 拾獲了一些精神| 這天馬行空只要有一個人懂就好| 多餘的就隨塵埃消逝| 消失在烏托邦的道路上| 就這樣走吧| -| #wonderful #lovely #love... http://someurl,2015-12-17T08:52:45.000Z,Instagram,2359622876,zh,#wonderful,,
everyone,,677078735942742016,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",677078735942742016,#wonderful #view #sunset| | 曾聽說過尋覓愛情，就像天與地別離和重聚過程。| | #你的名字我的姓氏 #張學友 #lyrics| #而 #我跟妳 #平靜 #旅程 #並 #沒有... http://someurl,2015-12-16T10:52:04.000Z,Instagram,2957047580,zh,#wonderful,,
everyone,,677072096787345408,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",677072096787345408,#wonderful #view #sunset| | 曾聽說過尋覓愛情，就像天與地別離和重聚過程。| | #你的名字我的姓氏 #張學友 #lyrics| #而 #我跟妳 #平靜旅程 #並 #沒有 #驚心... http://someurl,2015-12-16T10:25:41.000Z,Instagram,2957047580,zh,#wonderful,,
everyone,,676638084981760001,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",676638084981760001,覺得午餐份量剛剛好☺️| #sushi #japanesefood #taipei #lunch #wonderful @ 游壽司 金華街 http://someurl,2015-12-15T05:41:05.000Z,Instagram,469268002,zh,#wonderful,,
everyone,"{'coordinates': {'type': 'Point', 'coordinates': [121.72192234, 24.77067732]}, 'place_id': '003102e76f9f8573'}",676003268334612480,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",676003268334612480,🐻小熊提拉米蘇陪我看宜蘭的夜景✨✨✨| #view #night #beautiful #romantic #coffee #tiramisu #bear #cute #wonderful... http://someurl,2015-12-13T11:38:33.000Z,Instagram,405528120,zh,#wonderful,,
everyone,,674650359411974146,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",674650359411974146,我.. 下輩子投胎做個男生，娶個像我這樣的女生..| #life #mylife #simplelife #godblessme #happygolucky #moment #wonderful... http://someurl,2015-12-09T18:02:34.000Z,Instagram,15002296,zh,#wonderful,,
everyone,,673759238645227520,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",673759238645227520,清水寺，完全木造撐起，超厲害的舞臺。| #traveljp #travel #ilovekyoto #enjoy #life #wonderful #清水寺 #旅行 #kyoto #... http://someurl http://someurl,2015-12-07T07:01:34.000Z,IFTTT,3108125627,zh,#wonderful,,
everyone,,672811359466295296,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",672811359466295296,近排的生活很忙碌，同時也很精彩~#model #job #busy #work #wonderful #life #shooting #makeup #demo #Instagram... http://someurl,2015-12-04T16:15:02.000Z,Instagram,1447054614,zh,#wonderful,,
everyone,"{'coordinates': {'type': 'Point', 'coordinates': [120.30478665, 22.66990565]}, 'place_id': '00dcc81a0ec32f15'}",672769079946690560,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",672769079946690560,#what #a #wonderful #memory @ 散步路徑 http://someurl,2015-12-04T13:27:02.000Z,Instagram,113604335,zh,#wonderful,,
everyone,,671219319435493376,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",671219319435493376,越來越有聖誕氛圍～☺️💕假日人潮好多，原來都在排這個 路過好大一顆史奴比聖誕樹，上面掛了閃耀的星星🌟 #snoopy #christmas #christmastree #wonderful #love... http://someurl,2015-11-30T06:48:51.000Z,Instagram,581018536,zh,#wonderful,,
everyone,,670212642536075264,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",670212642536075264,多年的合作夥伴 有你放心哂 😘😘😘😘#goodshow #magic #donnaching #lolamb #MC #lovemyjob #wonderful #林曉峰 @ JW Marriott... http://someurl,2015-11-27T12:08:40.000Z,Instagram,4277929994,zh,#wonderful,,
everyone,,668035658028597248,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",668035658028597248,Thanks to every skaters! | Awesome 👍👍👍| #WorldShampionShipKaohsiung | #wonderful @ 高雄仁武國際滑輪溜冰場 http://someurl,2015-11-21T11:58:07.000Z,Instagram,916705429,zh,#wonderful,,
everyone,,667303923208720384,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",667708310318133248,MT @someuser | 在這只有眼前那一片的美麗| #taiwan #taipei #life #mountain #nature #wonderful #amazing #relax #photo #shot http://someurl,2015-11-20T14:17:21.000Z,Twitter for Android,2766100206,zh,#wonderful,"[{'type': 'replied_to', 'id': '667303923208720384'}]",3650654782
everyone,,667591911616696321,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",667591911616696321,左邊簡單卻超好吃的蜂蜜吐司👍🏻| | #honeytoast #toast #cake #songbirdcoffee #dessert #good #yami #incredible #wonderful... http://someurl,2015-11-20T06:34:49.000Z,Instagram,2359622876,zh,#wonderful,,
everyone,,667184760641441792,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",667184760641441792,來京都見美少女咪嗖| 兩個不知在看哪裡傻笑著😆💕| | #kyoto #bff #miso #beauty #wonderful #lovely #Loa #life #ching_JPLife #japan... http://someurl,2015-11-19T03:36:57.000Z,Instagram,2359622876,zh,#wonderful,,
everyone,,666269126189535232,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",666269126189535232,Vacation 🌻懶的整理照片，ㄧ直假裝還在渡假 #beach #instagood #wonderful #sunbath #beautiful #lifeisgood #sea #ocean... http://someurl,2015-11-16T14:58:33.000Z,Instagram,456367810,zh,#wonderful,,
everyone,,666259471660781568,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",666259471660781568,美好的聚會😊| #福川老師 #一起晚餐 #wonderful #college_life #bff http://someurl,2015-11-16T14:20:11.000Z,Instagram,709353524,zh,#wonderful,,
everyone,,665512665633173504,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",665512665633173504,时间过得太快，想抓也抓不住，谢谢你昨晚的陪伴，我很喜欢那些卡，等我回来呀( ^)o(^ )| #kennyNmin #wonderful #night #love #is beautiful http://someurl,2015-11-14T12:52:38.000Z,Instagram,1874861834,zh,#wonderful,,
everyone,,664251978231504896,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",664251978231504896,再忙| 早上還是要來杯每日特調| 開始精彩的一天| | #快樂 #精彩 #創業 #生活| #happy #exciting #wonderful http://someurl,2015-11-11T01:23:07.000Z,Instagram,1127919216,zh,#wonderful,,
everyone,,662484337506390016,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",662484337506390016,美好的日子♡| #coffee #wonderful http://someurl,2015-11-06T04:19:09.000Z,Twitter for Android,3224771598,zh,#wonderful,,
everyone,"{'coordinates': {'type': 'Point', 'coordinates': [-0.08642645, 51.5147065]}, 'place_id': '3eb2c704fe8a50cb'}",662099149177888768,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",662099149177888768,拚命顧著聊天照片隨便拍ㄧ拍| 感謝英國室友推薦我這家超好吃的倫敦牛排名店🍷🍾🍷🍾| .| #white#London #love #wonderful #life... http://someurl,2015-11-05T02:48:33.000Z,Instagram,313854731,zh,#wonderful,,
everyone,,661902756815478784,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",661902756815478784,¨前往目的地的路上我放空.¨😛#bophut #beach #kohsamui #samui #Thailand #amazing #wonderful #lifesbeautiful #波普沙灘 #蘇梅島 http://someurl,2015-11-04T13:48:09.000Z,Instagram,1006491318,zh,#wonderful,,
everyone,,659520463966744577,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",659520463966744577,都會過去，不要忘記快樂和美好還在;你們想怎樣都好。 #morning #work #nobodycares #bali #flower #beauty #wonderful #always #life... http://someurl,2015-10-29T00:01:46.000Z,Instagram,2466070063,zh,#wonderful,,
everyone,,658650857790029824,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",658650857790029824,一個很冷的感覺😂| 好好保暖啊🙋🏻| #土浦 #wonderful #lovely #goodnight #gotosleep #LOA #life #Ching_JPlife #Japan #Taiwan... http://someurl,2015-10-26T14:26:16.000Z,Instagram,2359622876,zh,#wonderful,,
