lang,created_at,public_metrics,in_reply_to_user_id,reply_settings,text,id,author_id,conversation_id,source,search_query,geo,referenced_tweets
hi,2016-10-30T12:14:47.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,everyone,दीपावली के पावन अवसर पर सभी देशवासियों को हार्दिक शुभकामनाएं। #Happy Diwali #wynx group http://someurl,792701281349480448,3248643175,792701281349480448,Twitter Web Client,#happy,,
hi,2016-10-30T12:11:09.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",348328548,everyone,@someuser #Happy Diwali Jyothika Mam http://someurl,792700364248219648,719960787075362816,792700364248219648,Twitter for Android,#happy,,
hi,2016-10-30T12:03:16.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,everyone,#HaPPy  #DiPaWLi ....#FnDs @ Muzaffarnagar City http://someurl,792698380979961856,762408002695540736,792698380979961856,Instagram,#happy,,
hi,2016-10-30T11:42:23.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,everyone,दीपावली की आप सभी को हार्दिक शुभकामनाएं !| #2016 #2k16 #happy #diwlai... http://someurl,792693126154575872,327938086,792693126154575872,Instagram,#happy,"{'place_id': '7183a365d1754d10', 'coordinates': {'type': 'Point', 'coordinates': [77.02, 28.98]}}",
hi,2016-10-30T11:15:26.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,everyone,💕🐾💕🐾  ⚜#happy|   🐾       💕      सुभ💘|       🐾💕 💕🐾 💕🐾 |                  🐾        💕 |                      🐾💕 🏅| दीपावली dear😊,792686342522097664,2995341380,792686342522097664,Twitter for Android,#happy,,
hi,2016-10-30T10:38:29.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,everyone,#HAPPY DIWALI /आज का दिन जवानो के नाम जय जवान जय हिन्द  हैप्पी दिवाली,792677045541056513,2758573495,792677045541056513,Twitter for Android,#happy,,
hi,2016-10-30T10:30:57.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,everyone,🙏🏵 एक दिया उन शहीदो के नाम का भी जलायें .....| | जिनके घर  के दिये बुझ गये हमारे घर के दिये जलाते जलाते 🏵🙏| #happy diwali| #selute to soldiers,792675149157920768,783701163829030912,792675149157920768,Twitter for Android,#happy,,
hi,2016-10-30T10:16:01.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,everyone,And diwali pe noise pollution se birds and animals ko harm hota hain and EID pe to unki puja hoti hain jse...  #happy #दीपावली http://someurl,792671390155407360,3112550953,792671390155407360,Twitter Web Client,#happy,,
hi,2016-10-30T08:57:20.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,everyone,#HAPPY THEVAR JAYANTHI http://someurl,792651591035813888,2935062097,792651591035813888,Twitter for Android,#happy,,
hi,2016-10-30T08:49:44.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,everyone,एक दीप मेरे बॉर्डर पे तैनात फौजी भाइयों के लिए एक दीप उन बच्चों के लिए जिन्हे दिवाली क्या होती है नही पता घर घर पहुंचे खुशियाँ #Happy Diwali,792649677493633024,717653501304635392,792649677493633024,Twitter for Android,#happy,,
hi,2016-10-30T08:45:43.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,everyone,कह दो अँधेरों से कहीं और घर बना लें ..!| आज मेरे मुल्क में रौशनी का सैलाब आने वाला है..!!| #Happy Diwali :),792648666796421120,80756864,792648666796421120,Mobile Web (M2),#happy,,
hi,2016-10-30T08:45:06.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",3238748358,everyone,"@someuser #Happy Deevali>| | Aaj #HinduBrotheri Deevali Mana Rahe He,| Tamam #HinduCommunty Ko Deevali Ki Mubarik.| By,| Sajjad Khoso| & #s...",792648510168522752,3190800050,792648510168522752,Twitter SMS,#happy,,
hi,2016-10-30T08:36:51.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",1153045459,everyone,@someuser सभी सम्मानित कांग्रेसजनों को दीपावली की हार्दिक शुभकामनाएं।#happy Diwali @someuser @someuser @someuser @someuser http://someurl,792646435074433028,759339734015549440,792646435074433028,Twitter for Android,#happy,,
hi,2016-10-30T08:25:23.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2303157602,everyone,@someuser @someuser @someuser #Happy diwali Cham Cham -Rashgola :)))) @someuser,792643547652644865,4192068035,792612827722686465,Mobile Web (M2),#happy,,"[{'type': 'replied_to', 'id': '792634413162958848'}]"
hi,2016-10-30T08:11:18.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,everyone,#Cat #Kitty #happy SIVA KRISHNA PRASAD:,792640004153413632,703522494293082112,792640004153413632,twitterfeed,#happy,,
hi,2016-10-30T08:11:16.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,everyone,Lakshmi Poojan! @someuser| #lakshmi #poojan  #happy #diwali #fun #enjoy... http://someurl,792639996326924288,3166544353,792639996326924288,Instagram,#happy,,
hi,2016-10-30T08:11:00.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,everyone,Diya jalao khao piyo or soo jao.. :3 | Or Crackers jalate waqt khud mt jal jao 😂😂| #Be! #Safe | #happy #diwali..,792639928429637632,573832474,792639928429637632,Facebook,#happy,,
hi,2016-10-30T08:04:03.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,everyone,#दिनाँक - 30/10/2016)| #समय 01:34 दोपहर..| #HAPPY दिवाली..,792638179442618369,747047395821756416,792638179442618369,Mobile Web (M2),#happy,,
hi,2016-10-30T08:02:19.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,everyone,Lakshmi Poojan @someuser| #car #diwali2k16 #filters #enjoy #fun #happy... http://someurl,792637744858095616,3166544353,792637744858095616,Instagram,#happy,,
hi,2016-10-30T08:01:27.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,everyone,#happy #Diwali #greetings #festival #festive #seasonsgreetings @ Shivalik Nagar http://someurl,792637525470777344,18280561,792637525470777344,Instagram,#happy,,
hi,2016-10-30T08:00:59.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,everyone,"#happy diwali @ Sarikhurad, Lusvada, Navsari http://someurl",792637407615123456,321957607,792637407615123456,Instagram,#happy,,
hi,2016-10-30T07:54:21.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,everyone,#happy 😊 #diwali💥 @someuser #friends @ Jamkhambhaliya http://someurl,792635738852626432,4638396036,792635738852626432,Instagram,#happy,,
hi,2016-10-30T07:50:16.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",,everyone,"आप समस्त छात्र, छात्राओं एवं देशवासियों को दीपावली की हार्दिक बधाई  ।।शुभ दीपावली ।।| #Wish #You #All #Happy #Diwali http://someurl",792634713076822016,1396507915,792634713076822016,Facebook,#happy,,
hi,2016-10-30T07:48:38.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 2}",,everyone,#YOU #ARE #ALL #INVITED| #FOR #WISHING #A #VERY| #HAPPY #DEEPAWALI #16. @ Samarth Nagar http://someurl,792634300986429440,107349249,792634300986429440,Instagram,#happy,,
hi,2016-10-30T07:43:49.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,everyone,"तेरे बिना मेरी #दिवाली #Happy कैसे हो सकती है , तू है तो मेरा सारा #जहाँ है ... 😔",792633089310752768,2957549197,792633089310752768,Twitter for Android,#happy,,
hi,2016-10-30T07:08:07.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,everyone,Aap ko bhi  #happy diwali. http://someurl,792624102775357442,3251210694,792624102775357442,Twitter for Android,#happy,,
hi,2016-10-30T07:02:13.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,everyone,Sabhi jawan or unke parivar balon ko #happy diwali.,792622620458029057,3251210694,792622620458029057,Twitter for Android,#happy,,
hi,2016-10-30T06:58:05.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,everyone,Hv a #happy & #safe Diwali!!| | Shreyash Tiwari & Family http://someurl,792621578060124160,130047913,792621578060124160,Instagram,#happy,,
hi,2016-10-30T06:54:32.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,everyone,देश 🇮🇳दिवाली 💥मना रहा है....कोई खड़ा🔫💣है वहा🇮🇳 जो कीमत चुका रहा है...| #Happy🙏Diwali💥| #Indian🇮🇳Army🔫💣,792620684958633984,3228015198,792620684958633984,Twitter for Android,#happy,,
hi,2016-10-30T06:40:19.000Z,"{'retweet_count': 12, 'reply_count': 0, 'like_count': 5, 'quote_count': 0}",405427035,everyone,@someuser #removefixpay from guj| #happy diwali http://someurl,792617107183796224,777443561230958592,792617107183796224,Twitter for Android,#happy,,
hi,2016-10-30T06:34:32.000Z,"{'retweet_count': 12, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",765535468104585217,everyone,@someuser @someuser #fix pay karmachario na jivan no andhkar kyare dur thase saheb.?#happy diwali..#removefixpay,792615652276178944,777443561230958592,792590620233695232,Twitter for Android,#happy,,"[{'type': 'replied_to', 'id': '792590620233695232'}]"
hi,2016-10-30T06:28:50.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",,everyone,सभी को#दीपोत्सव#की हार्दिक शुभकामनायें।| #Happy Diwali# http://someurl,792614220701597696,3123254041,792614220701597696,Twitter for Android,#happy,"{'place_id': '6cd3acb3731c7ad5', 'coordinates': {'type': 'Point', 'coordinates': [75.6415564, 25.4346318]}}",
hi,2016-10-30T05:56:23.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",,everyone,#Happy Diwali hamare desh ke jawaam hamare desh ke rakhwale.... May the god protect you.... #Jai Hind.. #Sandesh2Soldiers,792606053334745088,786944960230719488,792606053334745088,Twitter for Android,#happy,,
hi,2016-10-30T05:51:42.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",,everyone,"# आप सभी की जीवन में हमेशा यूं हि उजाला बनी रहे यही मंगल कामना करता हूँ। जय हिन्द, जय भारत।#happy diwali http://someurl",792604874336763904,361790275,792604874336763904,Twitter for Android,#happy,,
hi,2016-10-30T05:47:54.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",,everyone,#HaPPy.DIWALI to all of you.| Ye diwali hum mana raha hai kyuki #Aap humari rakhsha karte ho... WE #love u #PROVED U http://someurl,792603919046303745,773517547190755328,792603919046303745,Twitter for Android,#happy,,
hi,2016-10-30T05:45:22.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,everyone,✨शुभ दीवाली✨| | आपको सहपरिवार दीवाली महापर्व की हार्दिक शुभकामनाएँ।| | #bizsol #erp #wishes #happy #diwali http://someurl,792603280421560320,740237221979029505,792603280421560320,Facebook,#happy,,
hi,2016-10-30T05:42:53.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,everyone,आज भारत मना रहा है दिपावली! !| #happy #diwali http://someurl,792602657286414336,4908869483,792602657286414336,Twitter for Android,#happy,,
hi,2016-10-30T05:31:06.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",,everyone,प्रकाश का पर्व दिपावली की सभी प्रदेशवाशियो को हार्दिक शुभकामनाएं।| #Happy dipawalee http://someurl,792599691036856320,750573242415480833,792599691036856320,Twitter for Nokia S40,#happy,,
hi,2016-10-30T05:18:32.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,everyone,#happy dipavali EK DIYA US BETI KE NAAM JISKA PATI Kabhi wapas nahi aayega jo sirf  desh  ke liye sahid hue hai,792596527046885376,779310709582749696,792596527046885376,Mobile Web (M2),#happy,,
hi,2016-10-30T05:10:21.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2852359916,everyone,@someuser #happy dewali pita ji and sare insan ko,792594467530403845,761030591349334016,792594467530403845,Twitter for Android,#happy,,
hi,2016-10-30T04:51:36.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 1}",,everyone,#दीपावली  के पर्व पर सबको ढेर सारी शुभकामनाएँ।#Happy #Deepawali http://someurl,792589748497821696,113281350,792589748497821696,Twitter for iPhone,#happy,,
hi,2016-10-30T04:47:15.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,everyone,"I Pray to god give u shanti, shakti , Sampati ,Swarup Saiyam , Saadgi , Samridhi, Sanskar, aur Sneh .......| | #Happy Diwali to ll !!!!!!!",792588656557060096,2959376143,792588656557060096,Mobile Web (M2),#happy,,
hi,2016-10-30T04:46:17.000Z,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",,everyone,अपने इतिहास में पहली बार संयुक्त राष्ट्र दिवाली मना रहा है. UN मुख्यालय कल शाम से चमक रहा है #दीपावली #Happy Diwali (फोटो- ट्विटर) http://someurl,792588412813389824,4057311554,792588412813389824,Twitter Web Client,#happy,,
hi,2016-10-30T04:44:44.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,everyone,"#Happy Diwali . . . . . . @ Ringnod, Madhya Pradesh, India http://someurl",792588022344781824,493793393,792588022344781824,Instagram,#happy,"{'place_id': '159a141cad06f102', 'coordinates': {'type': 'Point', 'coordinates': [74.9333, 22.6167]}}",
hi,2016-10-30T04:39:59.000Z,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",,everyone,आपको और आपके समस्त परिवार को दीपावली के पावन पर्व पर हमारी ओर से हार्दिक शुभकामनाएँ| #Sandesh2Soldiers| #Happy Diwali http://someurl,792586827119071232,721219869211885568,792586827119071232,Twitter for Android,#happy,,
hi,2016-10-30T04:39:57.000Z,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,everyone,अनार फोड़ने का समय:| शाम 7:15 बजे भारत-पाक फाइनल खत्म होगा| एशियन चैंपियन्स ट्रॉफी फाइनल आज शाम 6 बजे #दीपावली #Happy Diwali,792586818021564416,4057311554,792586818021564416,Twitter Web Client,#happy,,
hi,2016-10-30T04:37:12.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,everyone,#happyDiwali #HappyDeepavali #happy#दीपावली,792586127420985344,171450624,792586127420985344,Twitter Web Client,#happy,,
hi,2016-10-30T04:36:24.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,everyone,"दीप जलते जगमगाते रहे,हम आपको आप हमें याद आते रहे,जब तक ज़िन्दगी है,दुआ है हमारी,आप चाँद की तरह जगमगाते रहे,#Happy Diwali!",792585924085477376,905493841,792585924085477376,Twitter for Android,#happy,,
hi,2016-10-30T04:31:41.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,everyone,#Happy #Diwali | #विजयकुमारसिंहरैकवार| पूर्व जिला पंचायत अध्यक्ष-#बहराइच | 288-विधानसभा-#कैसरगंज. http://someurl,792584737546182656,775335327615639552,792584737546182656,Twitter for Android,#happy,{'place_id': '7d409869b9a1e6b1'},
hi,2016-10-30T04:23:41.000Z,"{'retweet_count': 7, 'reply_count': 1, 'like_count': 9, 'quote_count': 0}",,everyone,मन का झुकना बहुत ज़रूरी है..| | केवल सर झुकाने से भगवान नहीं मिलते..| | #Happy Diwali to all the lovely people .😊,792582724825473024,109650948,792582724825473024,Twitter for Android,#happy,,
hi,2016-10-30T04:11:39.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,everyone,"#Happy Deevali>| | Aaj #HinduBrotheri Deevali Mana Rahe He,| Tamam #HinduCommunty Ko Deevali Ki Mubarik.| By, Sayed Ahmed Ali shah Mehar",792579697620037632,703838509556043776,792579697620037632,Twitter SMS,#happy,,
hi,2016-10-30T04:06:16.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,everyone,"#Happy Deevali>| | Aaj #HinduBrotheri Deevali Mana Rahe He,| Tamam #HinduCommunty Ko Deevali Ki Mubarik.| By,Pram Sagar Bheel",792578340121030657,703838509556043776,792578340121030657,Twitter SMS,#happy,,
hi,2016-10-30T03:59:50.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,everyone,दिन के 11 बजे सभी आकाशवाणी के चैनलों पर #मन की बात # @someuser  का अवश्य सुनें। #Happy Diwali #,792576720905773056,4687183519,792576720905773056,Twitter for Windows Phone,#happy,,
hi,2016-10-30T03:59:47.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,everyone,"#Happy Deevali>| | Aaj #HinduBrotheri Deevali Mana Rahe He,| Tamam #HinduCommunty Ko Deevali Ki Mubarik.| By,| Sajjad Khoso| & #DaduExpress Team",792576711145775104,3238748358,792576711145775104,Twitter SMS,#happy,,
hi,2016-10-30T03:59:31.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,everyone,देश🇮🇳दिवाली💥मना रहा है....कोई खड़ाहै वहा🇮🇳जो कीमत चुका रहा है...#Happy🚩Diwali💥#Indian🇮🇳Army http://someurl,792576642552107008,362977457,792576642552107008,Twitter for Android,#happy,,
hi,2016-10-30T03:50:51.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,everyone,"#happy#diwali💥 @ Alwar,Rajisthan http://someurl",792574460905783296,776504453969182720,792574460905783296,Instagram,#happy,,
hi,2016-10-30T03:50:29.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,everyone,#Happy #Diwali!🎉| ॥ ॐ शुभ दीवाली ॥,792574369734111233,1200415699,792574369734111233,Facebook,#happy,,
hi,2016-10-30T03:50:15.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,everyone,कुछ #दीपावली इस तरह भी मनती है भारत में । एक  दीपक इनके लिए भी जलाएँ । #Happy Deepavali .| #Sandesh To soldiers http://someurl,792574308841299968,711796600675274752,792574308841299968,Twitter for Android,#happy,,
hi,2016-10-30T03:46:02.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,everyone,yuvi paji 200 score hon ton baad diwali shuru honi aa saadi @someuser #happy diwali #200#bai bai#ranji trophy punjabi,792573249125175296,2919142610,792573249125175296,Twitter for iPhone,#happy,{'place_id': '0022e3c837579650'},
hi,2016-10-30T03:33:16.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",,everyone,शुभ दीपावली | | #shubh #deepawali #shubhdeepawali #happy #diwali #happydiwali #hindi #devnagari #calligraphy #wishes #logo #दीपावली http://someurl,792570037471182848,100459183,792570037471182848,Twitter for Android,#happy,,
hi,2016-10-30T03:31:38.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,everyone,Rekhta: मेरी साँसों को गीत और आत्मा को साज़ देती है| ये दीवाली है सब को जीने का अंदाज़ देती है| #नज़ीर_बनारसी #happy... http://someurl,792569624424480768,732324868008464384,792569624424480768,IFTTT,#happy,,
hi,2016-10-30T03:02:15.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",18839785,everyone,"@someuser सीमा पर जवान मर रहे हैं मेरे देश के, मैं कैसे कह दूं #happy diwali😢",792562229166084097,744361578833686529,792531861075472384,Twitter for Android,#happy,,"[{'type': 'replied_to', 'id': '792531861075472384'}]"
hi,2016-10-30T02:51:52.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,everyone,सभी को दीपावली की हार्दिक शुभकामनाएँ #Happy Diwali!#Sandesh2Soldiers,792559615938400256,36662710,792559615938400256,Facebook,#happy,,
hi,2016-10-30T02:48:32.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",1402944379,everyone,@someuser #Happy #Thevar jeyanthi.,792558777669001217,785088821490806784,792557643676028928,Twitter for Android,#happy,,"[{'type': 'replied_to', 'id': '792557643676028928'}]"
hi,2016-10-30T02:44:35.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",,everyone,चलो जलाये दीप वहाँ जहाँ अभी भी अंधेरा है #happy Diwali #Sandesh2Soldiers http://someurl,792557784139169792,1497448172,792557784139169792,Twitter for Android,#happy,,
hi,2016-10-30T02:36:46.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,everyone,माँ लछमी आपको इतना धन दे की आपका नाम काले धन कि सूची मे पहले नम्बर पर आये.....| #Happy diwali| .| .😂😂🖐🏻,792555818654793728,2539022221,792555818654793728,Facebook,#happy,,
hi,2016-10-30T02:30:07.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,everyone,देश दिवाली 💥मना रहा है ....| कोई खड़ा है वहा जो कीमत चुका रहा है...| #Happy 🚩 #Diwali💥| #Indian #Army| #SAM,792554142497583104,4633679172,792554142497583104,Facebook,#happy,,
hi,2016-10-30T02:21:56.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,everyone,Ye diwali apne #fozi #bhaiyo 😘👮✌k naam| #happy  #दीपावली http://someurl,792552085170581504,3250710414,792552085170581504,Twitter for Android,#happy,,
hi,2016-10-30T02:16:26.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,everyone,#happy deepawali दीपावली के पावन अवसर पर आप  सभी  को हार्दिक शुभकामनाएं।| Happy Diwali!   #दीपावली,792550700035211264,1609733143,792550700035211264,Twitter for Android,#happy,,
hi,2016-10-30T01:58:19.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,everyone,सभी भारतीय मित्रों को झिलमिलाते दीपों के इस पावन त्योहार *दीपावली* की शुभ कामनाए। | | #Happy... http://someurl http://someurl,792546140382175232,1359091460,792546140382175232,IFTTT,#happy,,
hi,2016-10-30T01:55:12.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 1}",,everyone,देश 🇮🇳दिवाली 💥मना रहा है....| कोई खड़ा🔫💣 है वहा🇮🇳 जो कीमत चुका रहा है...| | #Happy🙏🚩Diwali💥 | #Indian🇮🇳Army🔫💣 @someuser #HappyDiwali #DilonKiDiwali http://someurl,792545356470943745,390590938,792545356470943745,Twitter for iPhone,#happy,,
hi,2016-10-30T01:53:54.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",19760270,everyone,@someuser #happy diwali Aap ko bhi mam http://someurl,792545029831163904,1484486538,792512439615123456,Twitter for Android,#happy,,"[{'type': 'replied_to', 'id': '792512439615123456'}]"
hi,2016-10-30T01:52:20.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,everyone,Mere tumhare sabke liye hai #happy diwali #IndianArmy #salute2soldiers,792544634006306820,2461824725,792544634006306820,Twitter for Android,#happy,,
hi,2016-10-30T01:48:53.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",,everyone,चाहे जो भी ही अगर आज तुम दिख जाओ तो अपनी भी दीवाली हो जाये।#happy diwali..#neerajthepoet,792543765487583232,3680346493,792543765487583232,Twitter for Android,#happy,,
hi,2016-10-30T01:43:19.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",,everyone,"जलाओ दीये पर रहे ध्यान इतना, अँधेरा धरा पर कहीं रह न जाये~ ज्योतिपर्व दीपावली मंगलमय हो. #Happy #Diwali ! http://someurl",792542364585824256,424289431,792542364585824256,Twitter for iPad,#happy,,
hi,2016-10-30T01:37:37.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,everyone,देश 🇮🇳दिवाली 💥मना रहा है😚....| कोई खड़ा🔫💣 है वहा🇮🇳 जो कीमत चुका रहा है...| | #Happy🙏🚩Diwali💥| #Indian🇮🇳Arm,792540931366854656,149121689,792540931366854656,Facebook,#happy,,
hi,2016-10-30T01:15:22.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,everyone,"आपको एवं आपके परिजनों को प्रकाश पर्व दीपावली की हार्दिक शुभकामनाये।| माँ लक्ष्मी आपको सुख,समृद्धि, शांति व वैभव प्रदान करे।| #Happy Diwali",792535333707649024,129216325,792535333707649024,Twitter for Android,#happy,,
hi,2016-10-30T00:49:50.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,everyone,Diwali wishes #happy #diwali #wish #designers #designer #logos #logodesigner #graphicdesign... http://someurl,792528905844523009,57589537,792528905844523009,Instagram,#happy,,
hi,2016-10-29T23:29:34.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,everyone,#Sandesh2Soldiers.#Indian army| #happy #diwali #krunal #india| | मेरे फौजी भाईओ को ईश आम हिदुस्तानी... http://someurl,792508708303491072,2303531635,792508708303491072,Instagram,#happy,,
hi,2016-10-29T19:54:38.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,everyone,"!!जय माता दी!!|  #शुभ #दीवाली #Happy #Deepawali| उत्तर से उन्नति,| दक्षिण से दायित्व ,| पूर्व से प्रतिष्ठा,| पश्चिम से... http://someurl",792454615656562688,271263760,792454615656562688,Facebook,#happy,,
hi,2016-10-29T19:36:56.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,everyone,देश 🇮🇳दिवाली 💥मना रहा है😚....| कोई खड़ा🔫💣 है वहा🇮🇳 जो कीमत चुका रहा है...| | #Happy🙏🚩Diwali💥| #Indian🇮🇳Army🔫💣,792450160882094080,585379116,792450160882094080,Facebook,#happy,,
hi,2016-10-29T19:27:15.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1153045459,everyone,@someuser #happy diwali ..madam Ji ki congress ko 1 bhi vote na dekar andhkaar mitayenge..jai hind.,792447727455961088,790307416499814404,792414073929347072,Twitter Web App,#happy,,"[{'type': 'replied_to', 'id': '792414838290919425'}]"
hi,2016-10-29T19:26:21.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,everyone,Ye Intizar Sahar Ka Tha Ya Tumhara Tha| *| *| *| Diya Jalaya Bhi Main Ne Diya Bujhaya Bhi Maine.| | #HaPpy Deepwali| #In Addvance| | #By SeD_Poetry,792447500661784577,1420486130,792447500661784577,Twitter for Nokia S40,#happy,,
