source,conversation_id,author_id,text,reply_settings,created_at,id,public_metrics,lang,search_query,geo,referenced_tweets,in_reply_to_user_id
Twitter for iPad,588687025542311938,130106609,NAKAKABITIN! #AsiasGotTalent  #Velascobrothers #fantastic 👏👏👏😃😃😄 #pinoypride,everyone,2015-04-16T12:54:58.000Z,588687025542311938,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#fantastic,"{'coordinates': {'type': 'Point', 'coordinates': [121.06072833, 14.51392004]}, 'place_id': '01be2d58751929bc'}",,
Instagram,587976436448948224,171843786,#luigiguidetti#mybigdad#lovely #fantastic#memories... http://someurl,everyone,2015-04-14T13:51:21.000Z,587976436448948224,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#fantastic,,,
dlvr.it,587740076014088192,101681164,#SALE Puritan Hawaiian rayon navy floral pineapple tiki button... http://someurl #FANTASTIC @someuser http://someurl,everyone,2015-04-13T22:12:08.000Z,587740076014088192,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#fantastic,,,
Instagram,586578734473281536,537488201,Gnam gnam 😁😁😍😍😋❤️| #josephinevent #chocolate #fruits #red #passion#love #fantastic #dessert http://someurl,everyone,2015-04-10T17:17:23.000Z,586578734473281536,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#fantastic,,,
Twitter Web App,586537465395093506,2928030343,Sobrang saya kanina sa mojica. :> Ang daming tumambay kanina e. :) oj lahat tapos si Jewel best in hugot. Hahahaha! #FANTASTIC,everyone,2015-04-10T14:33:23.000Z,586537465395093506,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#fantastic,,,
Twitter for Android Tablets,586305539543564288,2364070765,Gino Sheffield decampo!!!|  #celebrityjuice #bydeedpoll #fantastic #keytosheffild,everyone,2015-04-09T23:11:48.000Z,586305539543564288,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#fantastic,"{'coordinates': {'type': 'Point', 'coordinates': [0.0702818, 51.4306912]}, 'place_id': '1eccff5b77dbb122'}",,
Instagram,585619962678611968,1932207115,#EliteKontentCrew at #UIC #MySassyKorea dancing to #Henrys #Fantastic uic_kasa http://someurl,everyone,2015-04-08T01:47:34.000Z,585619962678611968,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#fantastic,,,
Twitter Web Client,584702479960383489,2899764150,"Kakaiba ka talaga Melai, youre such a blessing to all of us. #Fantastic Bravo!! 👏👏 #Tulai as Salbakuta",everyone,2015-04-05T13:01:49.000Z,584702479960383489,"{'retweet_count': 14, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",tl,#fantastic,,,
Hootsuite,584597619932028928,3092750986,Mega Man amiibo.| Tap & play!! - http://someurl | | #gadgets #cool #crazy #absurd #fantastic #wow #tech http://someurl,everyone,2015-04-05T06:05:08.000Z,584597619932028928,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#fantastic,,,
Twitter Web Client,584449083764563969,267894006,@someuser Bhahaha! MOL+MOL! #fantastic #unsurpassed @someuser @someuser @someuser @someuser @someuser,everyone,2015-04-04T20:24:13.000Z,584451427017347072,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",tl,#fantastic,,"[{'type': 'replied_to', 'id': '584450213277859840'}]",745362979
Twitter for Android,584042622114594816,2783867312,@someuser khud to khokar tjhko paaya iss tarah se mjhko jeena aya #feeling relaxed #fantastic track ♥♥,everyone,2015-04-03T17:19:46.000Z,584042622114594816,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#fantastic,,,1419867823
Instagram,583864312692899840,119331979,Makan2 w/ Panitia NLC Schematics 2014 #PhotoGrid #schematics #nlc #Informatics #dinner #fantastic... http://someurl,everyone,2015-04-03T05:31:14.000Z,583864312692899840,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#fantastic,,,
Twitter Web Client,582734158788620288,1466156923,Nanalo si TRIPLE H laban kay Sting :D :D #Fantastic :D,everyone,2015-03-31T02:40:24.000Z,582734158788620288,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#fantastic,,,
Twitter for iPhone,582203411187294210,3115322495,Sushi🍱❤️ #food #sushi #Japanese #fantastic #follow #rt #RT #followback #follobackforfolloback #FOLLOWME http://someurl,everyone,2015-03-29T15:31:24.000Z,582203411187294210,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#fantastic,,,
Instagram,581765478462308352,1962385454,Happy day in Taipa😄 #starbucks im.tata joshua_jld #happy #fun #fantastic http://someurl,everyone,2015-03-28T10:31:13.000Z,581765478462308352,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",tl,#fantastic,,,
Hootsuite,581697332300922881,3092750986,"Robot Restaurant – Tokyo, Japan. | | #robot #restaurant #cool #crazy #absurd #fantastic #like4like #wow #tech http://someurl",everyone,2015-03-28T06:00:26.000Z,581697332300922881,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#fantastic,,,
Facebook,578851888289980416,1008354462,#mayaahmed#maya_ahmed#pretty #beautiful #gorgeous #fantastic #cute #amazing #sweet #perfect #celebrity... http://someurl,everyone,2015-03-20T09:33:39.000Z,578851888289980416,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#fantastic,,,
Instagram,577487337627734016,482447258,"❤️❤️❤️  #Brindisi #sunday #friends #love #fantastic #felicità #2015 #salento @ Brindisi, Italy http://someurl",everyone,2015-03-16T15:11:25.000Z,577487337627734016,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#fantastic,,,
Instagram,577244926741757952,82152606,#doginabag #music #livemusic #rockband #copenhagen #concert #fantastic @someuser doginabagmusic... http://someurl,everyone,2015-03-15T23:08:09.000Z,577244926741757952,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",tl,#fantastic,,,
Instagram,577164251950907393,1583879954,Dahi Batata Puri at Bollywood Cafe in High Street Phoenix in #Mumbai #India #MustTry #Fantastic... http://someurl,everyone,2015-03-15T17:47:35.000Z,577164251950907393,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",tl,#fantastic,,,
iOS,576888466644070400,162016839,lgwildthings video http://someurl| | Kiyo slo mo entering paddock hill #fantastic #mce #bsb,everyone,2015-03-14T23:31:43.000Z,576888466644070400,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#fantastic,,,
Facebook,576858244439764992,1330096891,#Freak & #Fugly & #Fantastic  #FFF <3 !! GooodTiimes :3 http://someurl,everyone,2015-03-14T21:31:37.000Z,576858244439764992,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#fantastic,,,
Twitter for iPad,576416566968987649,219339803,- Azure Bay - Paros - #azurebay #paros #greekisland #villa #villarental #fantastic #pool #view #holiday #summer2015 http://someurl,everyone,2015-03-13T16:16:33.000Z,576416566968987649,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#fantastic,,,
Twitter Web Client,576056530677600256,1397470238,Thank U #Siddalingaiah for giving #Fantastic #films | Bangaarada Manushya| Bhootayyana Maga Ayyu| Mayor Muthanna,everyone,2015-03-12T16:25:54.000Z,576056530677600256,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#fantastic,,,
Facebook,575217496338210816,2686532545,DI NADAMAY S SUNOG  ANG LOKAL!| | #fantastic! http://someurl,everyone,2015-03-10T08:51:52.000Z,575217496338210816,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#fantastic,,,
Echofon,574218741333929984,23390098,DAngelo on #WatchingRage  #Fantastic #HotInTheHouse,everyone,2015-03-07T14:43:11.000Z,574218741333929984,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#fantastic,,,
Twitter for Android,573939578068987904,1539087642,#Just lean on me #fantastic Friday night hakuna Kulala nation,everyone,2015-03-06T20:13:53.000Z,573939578068987904,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",tl,#fantastic,"{'coordinates': {'type': 'Point', 'coordinates': [39.223755, -6.7057511]}, 'place_id': '00d9827647c0ff5a'}",,
Twitter Web Client,573631825714741248,920909612,LALALA LAA LAL ALLAL LA | I vote so #R5family -R5 #Fantastic @someuser,everyone,2015-03-05T23:50:59.000Z,573631825714741248,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#fantastic,,,
Twitter Web Client,573626405939998721,920909612,lalalaal | I vote so #R5family -R5 #Fantastic @someuser,everyone,2015-03-05T23:29:27.000Z,573626405939998721,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#fantastic,,,
Twitter Web Client,573614738476761088,3073538169,LALALALALA KARO TE AMO LALALALAL I vote so #R5family -R5 #Fantastic @someuser,everyone,2015-03-05T22:43:05.000Z,573614738476761088,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#fantastic,,,
Path,572764884510777345,453767870,#fantastic 4...| Wew... [pic] — http://someurl,everyone,2015-03-03T14:26:04.000Z,572764884510777345,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#fantastic,,,
IFTTT,572583816038129664,80065982,Sushi ❤ #Japanese #EatTokyo #Starving #Delicious #Fantastic #Food #ethnic #foodporn http://someurl http://someurl,everyone,2015-03-03T02:26:34.000Z,572583816038129664,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#fantastic,,,
Instagram,572265665408733184,2234836364,#Im #Happy #PortoSokhna #Egypt #fantastic#good😉😊👍 @ Porto Sokhna http://someurl,everyone,2015-03-02T05:22:21.000Z,572265665408733184,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#fantastic,,,
Instagram,572155350884990976,221905415,#MuseoSoumaya #Mexico #DF #Fantastic #Happy  #InstaSize #PicturesAmazing @ Museo Soumaya http://someurl,everyone,2015-03-01T22:04:00.000Z,572155350884990976,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#fantastic,"{'coordinates': {'type': 'Point', 'coordinates': [-99.204583, 19.440806]}, 'place_id': '3ad512d283f67a11'}",,
Facebook,572057260643512320,630133029,#fAnTaStIc.. — feeling fantastic at Banyan Paradise http://someurl,everyone,2015-03-01T15:34:13.000Z,572057260643512320,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#fantastic,,,
Vine for Android,571934111478243328,2820713321,dahhhellllo #lmao #gfm  #S3PZ #Lol #Dahheello #Funny #Must #Watch #RNShit  #watch #Fantastic http://someurl,everyone,2015-03-01T07:24:52.000Z,571934111478243328,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#fantastic,,,
Instagram,569748376247525376,387474085,"Ketinggalan upload gaes, latepost haha 😁😁| #gubernur #nyentrik #tamuindia #ajudan #fantastic #makeup... http://someurl",everyone,2015-02-23T06:39:32.000Z,569748376247525376,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#fantastic,,,
dlvr.it,569690945051975680,1442744276,Maroon #Fantastic! ☞,everyone,2015-02-23T02:51:20.000Z,569690945051975680,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#fantastic,,,
dlvr.it,569690899589959680,389669612,Maroon #Fantastic! ❀ ❀,everyone,2015-02-23T02:51:09.000Z,569690899589959680,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#fantastic,,,
IFTTT,569683711660310529,433115572,Maroon #Fantastic!,everyone,2015-02-23T02:22:35.000Z,569683711660310529,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#fantastic,,,
dlvr.it,569682902679552001,389637601,Maroon #Fantastic! ☝ ☝,everyone,2015-02-23T02:19:22.000Z,569682902679552001,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#fantastic,,,
IFTTT,569681933535477760,389263463,Maroon #Fantastic!☊,everyone,2015-02-23T02:15:31.000Z,569681933535477760,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#fantastic,,,
IFTTT,569681851901718528,384965718,☊Maroon #Fantastic!,everyone,2015-02-23T02:15:12.000Z,569681851901718528,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",tl,#fantastic,,,
Twitter for iPhone,569677419092840449,21349670,“@someuser Maroon #Fantastic!”@someuser,everyone,2015-02-23T02:01:03.000Z,569678291713560576,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#fantastic,,"[{'type': 'replied_to', 'id': '569677419092840449'}]",22084427
Instagram,569226665890615296,1544327946,#Fantastic #world for akbati kids http://someurl,everyone,2015-02-21T20:06:27.000Z,569226665890615296,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#fantastic,,,
Instagram,567011057001299968,253350424,#amazing #fabulous #inspiring #sensational #fantastic #deadicated #truebelieber #follow #acct _bizzlexbae http://someurl,everyone,2015-02-15T17:22:25.000Z,567011057001299968,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#fantastic,,,
Twitter Web Client,565167255500369920,2245627522,@someuser #PeakeyBlinders #Mr Murphy aka #ThomaShelby #fantastic series,everyone,2015-02-10T16:53:47.000Z,565191912337186818,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",tl,#fantastic,,"[{'type': 'replied_to', 'id': '565167255500369920'}]",46789367
Twitter for iPhone,564619251085234178,371513563,Katy Perry... #Fantastic #Grammys2015,everyone,2015-02-09T02:58:14.000Z,564619251085234178,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#fantastic,,,
dlvr.it,563903751014998018,2253517669,#FANTASTIC Simply Vera Wang Evident taupe nude beige patent sandals heels... http://someurl @someuser http://someurl,everyone,2015-02-07T03:35:05.000Z,563903751014998018,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#fantastic,,,
dlvr.it,563903645763117056,101681164,#FANTASTIC Simply Vera Wang Evident taupe nude beige patent... http://someurl @someuser @someuser http://someurl,everyone,2015-02-07T03:34:40.000Z,563903645763117056,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#fantastic,,,
Twitter for Android Tablets,563869346481446915,2938700712,@someuser < In a sigh feeling so much.>| < En un suspiro sentir tanto. >| #Illustration Wallpaper #fantastic http://someurl,everyone,2015-02-07T01:18:23.000Z,563869346481446915,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,#fantastic,,,
Instagram,563474568002928640,82152606,#doginabag doginabagmusic  #dropinn #copenhagen #musicplace #music #fantastic #brilliant #band #rock... http://someurl,everyone,2015-02-05T23:09:40.000Z,563474568002928640,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#fantastic,,,
Instagram,563473262773305344,82152606,#dropinn #doginabag doginabagmusic #music #brilliant #fantastic :) ♥ http://someurl,everyone,2015-02-05T23:04:29.000Z,563473262773305344,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#fantastic,,,
TweetDeck,562387048330297345,2842435220,Magsusundo ulit kami mamaya xx | #Fantastic,everyone,2015-02-02T23:08:15.000Z,562387048330297345,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#fantastic,,,
Instagram,562090523562115073,16220168,.katyperry #FANTASTIC #Show ! #SuperBowl #HalfTime #Arizona #XLIX #SB49 http://someurl,everyone,2015-02-02T03:29:58.000Z,562090523562115073,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#fantastic,,,
Instagram,562064291021746176,177306827,Adorei!💖💖💖👏👏👏👏👏 katyperry #fantastic #katyperrySuperbowl http://someurl,everyone,2015-02-02T01:45:44.000Z,562064291021746176,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#fantastic,,,
Instagram,562058278939930624,152450492,katyperry #sb49 #Patriotswin #mexico #SuperBowl #fantastic #friends #family #yeah #xD http://someurl,everyone,2015-02-02T01:21:50.000Z,562058278939930624,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#fantastic,,,
Twitter for Android,561419200099393536,157829069,@someuser  just came out from PVR after watching #BABY shukla ji aap to kamal ho ji . aapka koi jabab hi nahi hai.#fantastic,everyone,2015-01-31T07:02:22.000Z,561419200099393536,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",tl,#fantastic,,,76294950
Instagram,560050709929140225,400142130,#fantastic #vegan #lunch #raw at daluma.official #sogood #dailyhappa #quinoa #sprouts #lime... http://someurl,everyone,2015-01-27T12:24:29.000Z,560050709929140225,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#fantastic,,,
Twitter for BlackBerry®,559262546612342784,387487066,@someuser #hematTerjangkau #limited #Fantastic | langsung ke (✆/✉) 085740054154 | PIN : 2A2FBF15 http://someurl,everyone,2015-01-25T08:12:36.000Z,559262546612342784,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#fantastic,,,2613575736
Twitter for Android,558890248277467138,2928030343,Idol po nila ako. :) Hahaha! w/ mga Boss. :))) #Fantastic http://someurl,everyone,2015-01-24T07:33:13.000Z,558890248277467138,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#fantastic,,,
Twitter for Android,557995685690474496,371170570,Mehhn!  That brief interview by Halima Buhari #Fantastic,everyone,2015-01-21T20:18:33.000Z,557995685690474496,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#fantastic,,,
Instagram,557218996408557568,758436218,Sushi time 🈵🈴✌️| #SeaFood #Fantastic @ Vanak Sq. http://someurl,everyone,2015-01-19T16:52:16.000Z,557218996408557568,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",tl,#fantastic,,,
Postcron App,557163326443388929,2415991542,"Clew Bay, Co. Mayo. #fantastic #ireland #love http://someurl",everyone,2015-01-19T13:11:03.000Z,557163326443388929,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",tl,#fantastic,,,
IFTTT,556975754941321217,599835132,loveucats: #cat #colour #vibrant #fantastic #memory #visual IG > imaakim http://someurl http://someurl,everyone,2015-01-19T00:45:42.000Z,556975754941321217,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#fantastic,,,
Twitter for iPhone,555025344949141507,53435870,“@someuser Mahali Selepe | Closer http://someurl #mahaliselepe via @someuser #Fantastic #Gospel #Music !!!”,everyone,2015-01-18T08:27:49.000Z,556729662735253504,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",tl,#fantastic,,"[{'type': 'replied_to', 'id': '555025344949141507'}]",99577793
IFTTT,556292074191212546,2837627801,Simply #Fantastic Bukkake with Sarah! #Slutsunday #Camsex http://someurl,everyone,2015-01-17T03:29:00.000Z,556292074191212546,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#fantastic,,,
Facebook,555717822714630145,2449136377,#aydongker| #aydunowatyortokingabawt| #fantastic| #awesome| #amazing| #Meerschaum (mga gahig ulo -_-),everyone,2015-01-15T13:27:08.000Z,555717822714630145,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#fantastic,,,
Instagram,555328799408418816,118348857,Patawad  🙈 xD  #JGH #Shutdown #Fantastic! 😍 #FinallyGetMyCravingsSatisfied.☺️☺️👌 http://someurl,everyone,2015-01-14T11:41:17.000Z,555328799408418816,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",tl,#fantastic,,,
Twitter Web Client,555025344949141507,99577793,Mahali Selepe | Closer http://someurl #mahaliselepe via @someuser #Fantastic #Gospel #Music !!!,everyone,2015-01-13T15:35:28.000Z,555025344949141507,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",tl,#fantastic,,,
Twitter for Android,554717457785847808,234449011,"@someuser RT @someuser Clew Bay, Co. Mayo. #fantastic #ireland #love http://someurl",everyone,2015-01-12T19:12:02.000Z,554717457785847808,"{'retweet_count': 4, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",tl,#fantastic,,,1574777198
Instagram,554716264812535808,82152606,#newsingle #blueskies #doginabag  doginabagmusic #music #brilliant #fantastic  #lovemusic ! http://someurl,everyone,2015-01-12T19:07:18.000Z,554716264812535808,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#fantastic,,,
Twitter for Android,553972770736832513,220405916,@someuser #CrimePatrol superb performance ms. Kapadia #fantastic episode...!!,everyone,2015-01-10T17:52:55.000Z,553972770736832513,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",tl,#fantastic,,,935220097
iOS,553746675479482369,75259875,Dambisa Moyo: Is China the new idol for emerging economies?#fantastic http://someurl,everyone,2015-01-10T02:54:30.000Z,553746675479482369,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#fantastic,,,
Twitter for Android,551898589358989313,119030564,"Pic álainn #MaighEoAbú @someuser WOW  #MaighEo RT @someuser Clew Bay, Co. Mayo. #fantastic #ireland #love http://someurl",everyone,2015-01-05T00:30:52.000Z,551898589358989313,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",tl,#fantastic,,,
Twitter for iPhone,551842306207129601,388875992,Ohmygoshohmygoshohmygosh its snowing!!!!!! #fantastic #totalsarcasm,everyone,2015-01-04T20:47:13.000Z,551842306207129601,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#fantastic,,,
Twitter for Websites,551527206778699777,1976561646,"3-8 by Anastasiya #Fantastic, Anastasiya!| Thanks a lot for including my #abstract #painting #orange #print! http://someurl via @someuser",everyone,2015-01-03T23:55:07.000Z,551527206778699777,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#fantastic,,,
Instagram,550539971778854912,144515745,Yuni Yoshida Exhibition| #YuniYoshida #Exhibition #art #fantastic #originality #impact #eri #LAFORE... http://someurl,everyone,2015-01-01T06:32:12.000Z,550539971778854912,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#fantastic,,,
Instagram,550530613141196800,144515745,Yuni Yoshida Exhibition| #fashionweek #benz #YuniYoshida #Exhibition #art #fantastic #originality... http://someurl,everyone,2015-01-01T05:55:01.000Z,550530613141196800,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#fantastic,,,
Instagram,549943182495326208,62182763,"Highlight of Bali Trip 2014: Sea Walker 😁👍 🐟🐡 #new #experience #fantastic @ Nusa Lombongan Island,... http://someurl",everyone,2014-12-30T15:00:46.000Z,549943182495326208,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#fantastic,"{'coordinates': {'type': 'Point', 'coordinates': [115.17755977, -8.70418431]}, 'place_id': '6ab2f5132f36eb85'}",,
Instagram,549557184997392385,398825765,Petronas Towers #kualalumpur #malaysia #fantastic #skybar #view #​nailed @ SkyBar Kuala Lumpur http://someurl,everyone,2014-12-29T13:26:57.000Z,549557184997392385,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#fantastic,"{'coordinates': {'type': 'Point', 'coordinates': [101.71462917, 3.15401717]}, 'place_id': '7b02fbddf4d9f2c6'}",,
Instagram,549130956758843392,446624584,Kikay cutix #InstaMagAndroid #Instatata #instacherry #Cutix 💅 #Fanatic #Fantastic #Loveit #Kikay... http://someurl,everyone,2014-12-28T09:13:17.000Z,549130956758843392,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#fantastic,,,
Twitter for Android,549019178498547713,789849882,@someuser @someuser wow il saluto di mika *-* she is very fortunate. #fantastic,everyone,2014-12-28T06:36:53.000Z,549091597967953920,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",tl,#fantastic,,"[{'type': 'replied_to', 'id': '549019178498547713'}]",24296476
Instagram,549070802050899968,81671887,Big love adagio #bigloveadagio #bond #albinoni #piano #good #fantastic #beautiful #love #biglove... http://someurl,everyone,2014-12-28T05:14:15.000Z,549070802050899968,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#fantastic,,,
Tumblr,548428732030279680,27262969,"Photo: FANtastic, Kyoto. #kyoto #FANtastic #japan #travel (at Gion, Kyoto, Japan) http://someurl",everyone,2014-12-26T10:42:53.000Z,548428732030279680,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#fantastic,,,
Instagram,548323585589518336,465363567,#sirB #christmasgift #thankyou #unique #fantastic #nakakaloka| | -ganyan kadame ko pinagisipan kung pano... http://someurl,everyone,2014-12-26T03:45:04.000Z,548323585589518336,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#fantastic,,,
Instagram,547819888019275776,82152606,#doginabag #doginabagmusic doginabagmusic #band #rock #fantastic #music #band #dropinn #23december... http://someurl,everyone,2014-12-24T18:23:33.000Z,547819888019275776,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#fantastic,,,
Instagram,547760392219287552,82152606,doginabagmusic  #doginabagmusic #doginabag #rockband #fantastic  #music #dropinn #copenhagen #denmark... http://someurl,everyone,2014-12-24T14:27:09.000Z,547760392219287552,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#fantastic,,,
Twitter for iPhone,546067560471736321,187249199,@someuser Watching the Papua New Guinea episode! #fantastic,everyone,2014-12-21T02:20:01.000Z,546490242451382272,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",tl,#fantastic,,"[{'type': 'replied_to', 'id': '546067560471736321'}]",33553702
Twitter for iPhone,545298397390176256,2867740292,“@someuser: Balance... http://someurl #fantastic ❗️❗️👏👏,everyone,2014-12-20T21:29:29.000Z,546417126249340929,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#fantastic,,"[{'type': 'replied_to', 'id': '545298397390176256'}]",2597498814
Twitter Web Client,546076852893528065,2842435220,Walang tulog :) Wala ring kain :) HAHA! | #Fantastic,everyone,2014-12-19T22:57:22.000Z,546076852893528065,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#fantastic,,,
