reply_settings,public_metrics,created_at,id,conversation_id,source,author_id,lang,text,search_query,referenced_tweets,in_reply_to_user_id,geo
everyone,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2014-08-23T20:44:33.000Z,503281663829635073,503281663829635073,Vine - Make a Scene,464764273,nl,"It happens 😩 #drinking #fountain #angry #thristy #time #night #popularproblems angelajkb, Martina Taylor http://someurl",#angry,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-08-23T11:02:08.000Z,503135094413201408,503135094413201408,Instagram,519656850,nl,Modus #angry #curiga http://someurl,#angry,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-08-23T01:14:43.000Z,502987263299837952,502987263299837952,Twitter for BlackBerry®,383698573,nl,"So pissed,,cant even sleep_* Lee blikke maak diè meeste geraas #angry,, thank God ii can control my anger,, shitit -_/",#angry,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-08-22T08:55:22.000Z,502740801022357505,502740801022357505,IFTTT,896065706,nl,#Angry Birds Stella verschijnt op 4 september http://someurl,#angry,,,
everyone,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-08-21T05:41:06.000Z,502329526576504832,502329526576504832,Twitter for iPad,184460280,nl,RT @someuser #goedemorgen we moeten dus maar niet meer #boos worden toch? #behappy #noanger #happiness #angry #blij... http://someurl,#angry,"[{'type': 'retweeted', 'id': '502328471759384576'}]",,
everyone,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-08-21T05:36:55.000Z,502328471759384576,502328471759384576,Instagram,241211380,nl,#goedemorgen we moeten dus maar niet meer #boos worden toch? #behappy #noanger #happiness #angry #blij... http://someurl,#angry,,,
everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2014-08-20T22:22:41.000Z,502219195460096000,502217372137422848,Twitter for iPhone,423321523,nl,@someuser haha!! #screwed #angry #cutecouple  .. Snapchat😉,#angry,"[{'type': 'replied_to', 'id': '502218781977247744'}]",444776490,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-08-19T17:55:47.000Z,501789639347548160,501789639347548160,Twitter for Android,1231146456,nl,Ek is regtig moeg daarvoor dat mense dink dis okay om f*cked up met my te wees. #angry,#angry,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-08-17T12:06:08.000Z,500976870582943745,500976870582943745,Twitter for Windows Phone,339562173,nl,Waarom werken computers me altijd tegen......... #angry,#angry,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-08-15T13:23:49.000Z,500271644259405824,500271644259405824,Twitter for Android,342033324,nl,Blijkbaar zijn ze hier ergens met kabels bezig.. Internet liep op pc vast waardoor ik nu ook bij photoshop opnieuw moet beginnen.. 😠 #angry,#angry,,,
everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2014-08-13T23:20:58.000Z,499697145847365632,499693113430908928,Twitter Web Client,1326620677,nl,@someuser we still are not talking kflkjijgjrkgkl #angry,#angry,"[{'type': 'replied_to', 'id': '499693113430908928'}]",2730446142,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-08-13T14:21:45.000Z,499561449245908992,499561449245908992,Twitter for iPhone,54695360,nl,Laptop werkt nimmer grrr #angry#pff,#angry,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-08-11T21:55:23.000Z,498950832696864768,498950832696864768,Twitter for iPhone,451022545,nl,Hoor net van mijn zus dat bij de internationale verhuizing een aantal van hun spullen van de container zijn gevallen #ANGRY,#angry,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-08-10T20:50:44.000Z,498572176564711425,498572176564711425,Twitter for Android,1606760137,nl,Wat is dat toch met dat werkvolk uit den bouw? Kunnen die nu zich echt niet aan hun afspraken houden! #angry,#angry,,,
everyone,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",2014-08-08T12:11:55.000Z,497716834238750722,497716834238750722,Twitter for iPhone,296286974,nl,Ik ben echt mega kwaad! #angry verdrietig #sad #tweet #pissed #off,#angry,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-08-07T07:18:40.000Z,497280647913029632,497280647913029632,Twitter for Android,615160706,nl,Klote vader laat me met rust! Als ik contact wou dan zorgde ik daar wel voor... #angry,#angry,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-08-04T13:19:02.000Z,496284173838348289,496284173838348289,Twitter for Windows Phone,52807804,nl,"#Belgacom #proximus service trek op niks #fail langs alle kanten moesten ze dan nog eens vriendelijk zijn, het zou helpen alweer #angry",#angry,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-08-04T13:06:41.000Z,496281068807651328,496281068807651328,Twitter for BlackBerry®,2518418151,nl,*Mense wat nie weet h0e 0m te bestuur nie* .. #angry *Amper in n m0t0r 0ngeluk* .. #F0K,#angry,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-08-01T20:59:31.000Z,495312894041796608,495312894041796608,Twitter for iPhone,340343858,nl,respect is echt te zoeken bij u #angry,#angry,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2014-07-27T19:27:33.000Z,493477810908844032,493477810908844032,Instagram,1085965657,nl,Rkt Hulk hand #avengers #hulk #superhero #green #fist #angry #strong #starrydelights #ricekrispies... http://someurl,#angry,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-07-26T09:33:28.000Z,492965916641337344,492965916641337344,Twitter for iPhone,453530856,nl,Ik haat het echt dat ik dus vandaag moet werken maar van 17-19 wtf?!!! #mad #angry #frustrated,#angry,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-07-25T08:47:35.000Z,492591985807470592,492591985807470592,Twitter Web Client,37036891,nl,"Malaysia, waar zit godverdomme u vliegtuig zodat ik kan opstappen en eindelijk kan vertrekken! #angry #missingmyboy",#angry,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-07-22T22:29:39.000Z,491711699825987584,491711699825987584,Twitter for Android Tablets,2334567065,nl,Ik ga maar slapen #angry #gn,#angry,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-07-18T18:29:01.000Z,490201589253439488,490201589253439488,iOS,28097667,nl,#MH17 What the hell.| #angry| OVSEers bedreigd bij rampplek. Bron: @someuser http://someurl,#angry,,,
everyone,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",2014-07-17T20:19:46.000Z,489867072491360256,489867072491360256,Twitter for iPad,66295872,nl,"@someuser maakt het je niet makkelijk om te bellen in het buitenland, grrrrrr. Twee dagen geen bereik gehad en geen internet #angry",#angry,,179928132,
everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2014-07-16T20:18:33.000Z,489504381960597505,489504381960597505,Twitter for Android,319068927,nl,@someuser @someuser @someuser #angry OKkmt 😂😂😂😝,#angry,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-07-16T20:16:38.000Z,489503899909234688,489503899909234688,Twitter for  Android,245881599,nl,@someuser @someuser #angry OKkmt,#angry,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-07-15T17:09:20.000Z,489094373372858368,489094373372858368,@nieuwsinaktie,1671510960,nl,#Angry Birds Rio voorzien van nieuwe levels http://someurl Rovio Entertainment heeft zoju #*****,#angry,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-07-15T12:58:39.000Z,489031289371365376,489031289371365376,Twitter for Android,609028582,nl,Fgguhjooifzeb #angry,#angry,,,
everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2014-07-14T20:26:49.000Z,488781683484033024,488781683484033024,Twitter for iPhone,1433489324,nl,Testing broken AJEX error #pissed #angry broken @someuser,#angry,,,"{'place_id': '4548df3d99bb4891', 'coordinates': {'type': 'Point', 'coordinates': [-78.88176018, 35.05474026]}}"
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-07-12T14:20:37.000Z,487964753256394753,487964753256394753,Twitter SMS,940588862,nl,Entek wezz...ndk iso delok tv -_- #angry,#angry,,,
everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2014-07-10T08:27:48.000Z,487151187662487553,487148352744599552,Twitter for BlackBerry®,803080034,nl,@someuser moet asb nie so lieg op Twitter nie! #angry,#angry,"[{'type': 'replied_to', 'id': '487150450551312384'}]",458586782,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-07-08T20:42:43.000Z,486611358872772608,486611358872772608,KeywordResistanceFront.com,630549306,nl,montpelier bury cloud anthrax interstate http://someurl #krf #NSA #PRISM #above #angry #baggage,#angry,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-07-05T15:02:17.000Z,485438520769921024,485438520769921024,Twitter for Windows Phone,339562173,nl,Bedankt voor de gehoor schade @someuser !!!! #angry #drummenhe,#angry,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-07-04T17:22:49.000Z,485111502010318848,485111502010318848,Twitter Web Client,339658603,nl,"makker, ge krabt het bloed van onder mn nagels... ik doe toch ook maar mijn best hé?! #angry",#angry,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-07-03T23:59:08.000Z,484848850088501248,484848850088501248,Twitter Web Client,2183156882,nl,kheb echt gene controleur nodig eh! #angry,#angry,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-07-03T14:18:31.000Z,484702733711470592,484702733711470592,Twitter for iPhone,57064112,nl,Leuk taartje gemaakt:) #angry #birds #cake #birthday http://someurl,#angry,,,"{'place_id': '47649d6556b1f570', 'coordinates': {'type': 'Point', 'coordinates': [6.02221461, 52.11270158]}}"
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-07-03T10:50:34.000Z,484650399765626880,484650399765626880,@nieuwsinaktie,1671510960,nl,#Angry Birds Seasons vertrekt naar een nieuwe locatie in update http://someurl Onlangs heeft de racegame Angr #*****,#angry,,,
everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2014-07-02T21:25:34.000Z,484447816174280705,484444212025634816,TweetCaster for Android,95762865,nl,@someuser ...en ik speel er vooral een spelletje mee waarmee ik vogels schiet op varkens. #angry birds,#angry,"[{'type': 'replied_to', 'id': '484444212025634816'}]",392030783,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-07-02T13:19:24.000Z,484325466724388864,484325466724388864,@nieuwsinaktie,1671510960,nl,#Angry Birds Go update voegt online multiplayer toe http://someurl Begin dit jaar lanceerde ontwi #*****,#angry,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-06-30T18:57:55.000Z,483685881652711424,483685881652711424,Twitter for Android,1052292894,nl,De hele tijd laagt me xbox. #Angry,#angry,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-06-28T00:53:25.000Z,482688185034895360,482688185034895360,Twitter for Android,248169516,nl,Dan bestel je wat bij #miniinthebox je wacht 10-20 wd... NIKS. 30 wd... NIKS. Zit nu al over de 50(!) wd en nogsteeds NIKS! #bad #sad #angry,#angry,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2014-06-27T09:47:37.000Z,482460232992686080,482460232992686080,Twitter for Android,510281840,nl,Zitten op die bank bank #wiwek #angry #birdz @someuser,#angry,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-06-27T08:08:24.000Z,482435262044438528,482435262044438528,Twitter for Android,452111909,nl,Precies ik heb weer zon autistenmentor nooit iemand begrijpt #angry,#angry,,,
everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2014-06-25T11:50:45.000Z,481766443982520320,481766443982520320,Twitter Web Client,58463682,nl,@someuser Oh no you didnt. Heb je nu echt @someuser meegevraagd nadat ik al een jaar lang als 3e op jullie reservelijst sta #angry,#angry,,188832896,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-06-24T17:45:45.000Z,481493393911345152,481493393911345152,Twitter Web Client,217537245,nl,Neeeeee ge moet zo blij niet zijn !!! #uruguay Bende mofos !!! #angry #forza #italia #ITA Eet nog een stukske vlees!!!,#angry,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-06-23T17:24:18.000Z,481125609712922624,481125609712922624,Twitter for iPhone,161766579,nl,In ieder geval de ing heeft storing waardoor mn loon nog onderweg is #angry,#angry,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-06-23T15:51:44.000Z,481102313096876032,481102313096876032,Instagram,2189385749,nl,Ek lyk ordentlik kwaad op my lisensie haha.#angry #face #license http://someurl,#angry,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-06-22T12:27:56.000Z,480688638234472448,480647677185888256,Twitter Web Client,853396806,nl,@someuser no niemeer na ik u fxckin tweets eb gezien smh #angry,#angry,"[{'type': 'replied_to', 'id': '480688524287823873'}]",2203642987,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-06-21T16:26:00.000Z,480386161022492672,480386161022492672,Instagram,378710687,nl,#angry#watermelon#omg#haha http://someurl,#angry,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-06-21T10:44:59.000Z,480300340928323584,480300340928323584,Twitter for iPhone,320073612,nl,Handbagage afgepakt zonder verwittigen! Moet in bagageruimte! Not amused! Leuk begin van onze reis! Thank you #ryanair #angry,#angry,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-06-20T08:37:24.000Z,479905846630318081,479898589481943040,Twitter Web Client,163843826,nl,@someuser @someuser jammer van de site storing ben mn kaarten kwijt en nu uitverkocht #angry #heartbroken #verdrietig #waardeloos,#angry,"[{'type': 'replied_to', 'id': '479898589481943040'}]",260680144,
everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2014-06-18T16:44:43.000Z,479303708778692610,479303708778692610,Twitter for Android,1482528644,nl,Omg dit stotteren wordt je gewn helemaal gek van! #angry http://someurl,#angry,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-06-17T11:20:14.000Z,478859659605204992,478859659605204992,thatsgaming.nl,2467115387,nl,#Nieuws #Angry Birds Transformers aangekondigd - http://someurl http://someurl,#angry,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-06-17T10:34:06.000Z,478848049713004544,478848049713004544,Twitter for iPad,381563585,nl,Papa heeft mijn Milka reep gestolen! #Angry #Milka #addicted,#angry,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-06-16T12:35:16.000Z,478516155108560896,478516155108560896,IFTTT,896065706,nl,#Angry Birds Transformers aangekondigd http://someurl,#angry,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-06-16T10:52:47.000Z,478490366212337664,478490366212337664,Twitter Web Client,87906777,nl,Gvd! Kan da nu nie ne keer schoon genezen! #angry #moedervlekweg #litteken,#angry,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-06-14T10:47:14.000Z,477764194012782592,477764194012782592,Twitter for Android,491352363,nl,Jha ey wtf is mis met jou #angry,#angry,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-06-13T20:36:43.000Z,477550151704522752,477550151704522752,Twitter for BlackBerry®,2519062277,nl,Van persie out #angry#,#angry,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-06-12T20:29:18.000Z,477185898904559617,477185898904559617,Twitter for iPhone,127462850,nl,De Brazilianen nemen het potje serieus #angry @someuser,#angry,,,"{'place_id': 'be6da6fc44d6fd09', 'coordinates': {'type': 'Point', 'coordinates': [4.82012498, 52.27759401]}}"
everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2014-06-12T17:36:57.000Z,477142525594329089,477142525594329089,Twitter for Android,575111609,nl,Fijn .. je kind weggebracht voor zogenaamd tot laat overwerk !!! :-@  #angry,#angry,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-06-12T16:03:00.000Z,477118882449469440,477118882449469440,Twitter for Android,401569721,nl,Haat hebben aan docenten... wat kunnen die lastig zijn zeg! #angry,#angry,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-06-12T11:22:40.000Z,477048333723521024,477048333723521024,Twitter Web Client,970908188,nl,Terug op insta kut onvolgers #angry,#angry,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-06-09T21:38:41.000Z,476116193489993728,476116193489993728,Twitter Web Client,613217428,nl,Slow internet e tlo ntira worse than jaars.. net befok!!!!!!!!!!!| #angry,#angry,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-06-09T02:35:14.000Z,475828437324935168,475828437324935168,Twitter for BlackBerry®,734577068,nl,Watse fokken nagduiwel is ek da mee saam? #angry,#angry,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-06-08T17:06:03.000Z,475685196466253826,475685196466253826,WatzdPrice,293379388,nl,"In #prijs #verlaagd:| #Angry B.. van € 39,95 voor € 29,95 -25%| http://someurl #mainstreetgaanjulliemetonsmeeinbad",#angry,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-06-07T10:36:48.000Z,475224851226324992,475224851226324992,Twitter for iPhone,291645727,nl,Nu nog wettelijk regelijk da hij zelfs geen opa nimeer is!!! ==> der zijn grenze ze oude klootzak!!! Wa dacht je wel!!! #angry #revanche,#angry,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-06-05T14:49:34.000Z,474563684543787010,474563684543787010,@nieuwsinaktie,1671510960,nl,#Angry Birds Space ontvangt grootste update ooit http://someurl Ontwikkelaar Rovio Entertainme #*****,#angry,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-06-02T18:37:22.000Z,473533850610827265,473533850610827265,Twitter Web App,483300173,nl,Waarom bemoeit iedereen zich niet gewoon met zichzelf? #angry,#angry,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-06-02T14:20:57.000Z,473469319687311360,473469319687311360,Instagram,225921312,nl,🙊🙈| - Katie Spiewak| | #writing #angry #confused #mine http://someurl,#angry,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-06-01T11:17:43.000Z,473060822777102337,473060822777102337,Twitter Web Client,1628248376,nl,Omg normaal kwam me Vader me voor de middagbij me Oma halen; Maar..... NIET DUS! #angry,#angry,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",2014-05-31T02:28:55.000Z,472565354926198784,472565354926198784,Vine - Make a Scene,1486504118,nl,Oopsie! :/ #noodle #angry #walmart #funny http://someurl,#angry,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-05-29T12:30:02.000Z,471991858252759040,471991858252759040,@nieuwsinaktie,1671510960,nl,#Angry Birds Star Wars II krijgt update met veel nieuwe levels http://someurl Ontwikkelaar Rovio Entertainme #*****,#angry,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-05-29T08:48:09.000Z,471936019785613312,471815074974539776,Twitter for Android,150292589,nl,@someuser en jij gaat zonder mij! #angry,#angry,"[{'type': 'replied_to', 'id': '471815074974539776'}]",106124507,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-05-28T20:33:09.000Z,471751049486016512,471751049486016512,Twitter Web Client,322006727,nl,"ik haat het als je iets hebt afgesproken dat het op  het nippertje niet meer door kan gaan -,- #teleurgesteld #angry",#angry,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-05-27T13:41:31.000Z,471285070033350656,471285070033350656,IFTTT,34285173,nl,#rainbow #franzel #butterscotch #macaron #tiramisu #blackforest #angry #bird #pink #pesca #icecream by juliepinq ... http://someurl,#angry,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-05-27T13:32:16.000Z,471282743150522368,471282743150522368,Facebook,34285173,nl,#rainbow #franzel #butterscotch #macaron #tiramisu #blackforest #angry #bird #pink #pesca #icecream by juliepinq... http://someurl,#angry,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-05-23T16:34:02.000Z,469878933488689153,469878933488689153,Twitter for Android,538046129,nl,Grrr Een #angry #notrealy #needhelp,#angry,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-05-23T10:35:47.000Z,469788777410756608,469788777410756608,Twitter for iPhone,295865144,nl,"Haha komaan, ik heb het uitmaakt, hij koos niet voor u. Hij moest gewoon wel 😉 #angry #alleengijmaaktmijzoboos",#angry,,,"{'place_id': '9f0e9137cfd3310b', 'coordinates': {'type': 'Point', 'coordinates': [4.33872231, 51.12732937]}}"
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2014-05-21T14:18:24.000Z,469120024545067008,469120024545067008,Twitter for Android Tablets,2512435837,nl,Ik snap niks van wiskunde!!!! #angry #hebiktochniksaan,#angry,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-05-20T19:57:05.000Z,468842869810548739,468842869810548739,Twitter for Android,373339855,nl,"Kinderachtige actie dit, een spiegel afbreken van mijn auto en kleding van sas ergens verstoppen... #leukevrienden #angry 😬",#angry,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-05-20T19:08:59.000Z,468830764860444672,468830764860444672,Twitter Web Client,1417978878,nl,sommige mense moete echt stoppe me zevere over dinge waar ze niks van af wete #angry #irritated,#angry,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2014-05-19T19:12:13.000Z,468469189045653504,468469189045653504,Twitter for iPhone,2501058787,nl,"Aaaargh, da moment da ge iets hebt opgenomen en u opnamen stopt voor het gedaan is 😡😡😡 #angry",#angry,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-05-19T14:29:54.000Z,468398143516971008,468398143516971008,Instagram,394028075,nl,#angry!   #selfielover #kiyao #madatyou 😡 @ Amsterdam Nieuw-West http://someurl,#angry,,,"{'place_id': '99cdab25eddd6bce', 'coordinates': {'type': 'Point', 'coordinates': [4.82049753, 52.37843838]}}"
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-05-19T10:59:00.000Z,468345069465243648,468345069465243648,Twitter for iPhone,55939035,nl,Soms denk ik wel eens val toch ook allemaal omhoog! #angry #pissed,#angry,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-05-14T14:53:21.000Z,466592103683072000,466592103683072000,Google,401518017,nl,nieuws over:  #Gear4 #Angry #Birds #hoesje #Groen #voor #iPhone 4 en 4s: http://someurl In de... http://someurl,#angry,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-05-14T14:08:33.000Z,466580831340068864,466580831340068864,Twitter Web Client,339658603,nl,grrr am is GEEN ziekte! Het is een gevolg van andere dingen! #angry,#angry,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-05-11T21:11:13.000Z,465600035611480064,465600035611480064,Twitter for Android,244254069,nl,Loontje komt om zijn boontje #angry,#angry,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-05-10T12:40:52.000Z,465109212826460160,465109212826460160,Twitter Web Client,100557577,nl,"mijn vriend is van MIJ , dus blijf met uw handen van mene  vent af! #bitch #hebudoor #angry #inlovewithmyboy",#angry,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-05-10T01:22:07.000Z,464938401272041474,464938401272041474,Google,401518017,nl,nieuws over:  #Gear4 #Angry #Birds #hoesje / #cover #Geel #voor #iPhone 4 en 4s: http://someurl http://someurl,#angry,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-05-09T18:31:53.000Z,464835160500744192,464835160500744192,Instagram,123311690,nl,De kat van mn oma is hartstikke lief hoor. #kat #angry http://someurl,#angry,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-05-09T04:10:45.000Z,464618448484843520,464618448484843520,Google,401518017,nl,nieuws over:  #Gear4 #Angry #Birds #hoesje / #cover #Zwart #voor #iPhone 4 en 4s: http://someurl http://someurl,#angry,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-05-06T21:43:40.000Z,463796261397602304,463796261397602304,Twitter for Windows Phone,213999759,nl,Wat de f**k #angry,#angry,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-05-05T08:40:10.000Z,463236698902511616,463236698902511616,Twitter for BlackBerry®,2240529639,nl,Hate dit om alleen taxi tvat #Angry,#angry,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-05-04T20:20:05.000Z,463050450988982272,463050450988982272,Instagram,817256118,nl,#angry#plate#potato#rice#beef#steak#instaangry#instaplate#instabeef http://someurl,#angry,,,
