lang,created_at,public_metrics,reply_settings,text,id,author_id,conversation_id,source,search_query,geo,referenced_tweets,in_reply_to_user_id
in,2013-10-21T18:51:42.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,#Pissed#DPMO,392362574014320640,263284202,392362574014320640,Twitter for Android,#pissed,,,
lv,2013-10-20T11:13:27.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,Hmmmm. #bored #pissed #hungry @ Tierra Pura Homes http://someurl,391884865249214464,27058460,391884865249214464,Instagram,#pissed,"{'coordinates': {'type': 'Point', 'coordinates': [121.061178, 14.670058]}}",,
pt,2013-10-19T16:25:10.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,Nao saber o que vestir é foda djo!!! Nao estou nos meus melhores dias estou muito #pissed,391600922205642752,459097365,391600922205642752,Twitter for Android,#pissed,,,
pt,2013-10-18T13:05:59.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",everyone,@someuser E diga que vc quis estrangular o Lorde Gillimgam!?!? Achando que eh bagunca? I Love You eh instaneo e pronto pra assar? #pissed,391188409538314240,25871621,391187416620752896,Twitter for iPhone,#pissed,,"[{'type': 'replied_to', 'id': '391187893076500480'}]",40079837
en,2013-10-18T07:12:32.000Z,"{'retweet_count': 5, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",everyone,RT @someuser http://someurl ... #pissing #pissing outdoor #peeing #pee #piss #pissed http://someurl // Que deliciaaaa,391099462967234560,1624064718,391099462967234560,Twitter Web Client,#pissed,,,
hu,2013-10-17T15:17:45.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",everyone,Bolton 😜 #selfie #pissed http://someurl,390859181789425664,226204490,390859181789425664,iOS,#pissed,,,
et,2013-10-17T12:53:56.000Z,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 1, 'quote_count': 0}",everyone,No Milk=No Tea=No Caffeine #pissed,390822989505515520,292597405,390822989505515520,Tweetbot for iOS,#pissed,{'place_id': 'c0b8e8dc81930292'},,
pt,2013-10-16T22:36:21.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"eu hein sÓ PQ DECIDO COMEÇAR UM ANIME, O SITE FICA FORA DO AR AF!!!!!!!| como eu vou ser otome kawaii desu desse jeito?? #pissed",390607170498084865,51306544,390607170498084865,Twitter Web Client,#pissed,,,
tl,2013-10-16T15:41:04.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,@someuser ahahaha BASTOS! #pissed xD #FO,390502664095543296,815091398,390500820065591296,Twitter Web Client,#pissed,,"[{'type': 'replied_to', 'id': '390502534806138880'}]",204761777
pt,2013-10-15T19:13:08.000Z,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",everyone,@someuser ATE FIL! #pissed #classpet,390193642931249152,48937850,390193642931249152,Twitter for iPhone,#pissed,,,319289439
pt,2013-10-15T12:10:46.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,bO Mageza ba tena jOh...| #pissed,390087350128091136,414750721,390087350128091136,,#pissed,,,
pt,2013-10-15T11:44:22.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"Finalmente consegui anular um serviço #TMN que já não uso. Aderir é fácil, agora anular, OMG como tive de insistir!!! #pissed #youmakememad",390080706006630401,48391231,390080706006630401,Twitter Web Client,#pissed,,,
pt,2013-10-14T03:50:02.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,Reporter #pissed,389598949629128704,1558305296,389598949629128704,Twitter for iPhone,#pissed,,,
pt,2013-10-13T03:19:28.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",everyone,No fergalicious.... 😡😡😡😡 #pissed,389228870102044673,428601902,389228870102044673,Twitter for iPhone,#pissed,,,
es,2013-10-13T00:13:55.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,COMANDO   #boss #bad #badass #angry #pissed #badboy #face #hair #look #angrylook #alterego http://someurl,389182172378447872,21065020,389182172378447872,Instagram,#pissed,,,
pt,2013-10-12T22:15:06.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,ÁH TEM MUITAS EXCEÇÕES MAS TANTO FAZ ISSO TÁ ME IRRITANDO #pissed,389152272526999552,51306544,389152272526999552,Twitter Web Client,#pissed,,,
pt,2013-10-12T20:59:19.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,previse negative.. previse.. #pissed,389133202964480000,404760488,389133202964480000,Twitter Web Client,#pissed,,,
pt,2013-10-12T20:51:31.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"e o dia continua a piorar , fantastico #pissed",389131237371019264,174809013,389131237371019264,Twitter Web Client,#pissed,,,
es,2013-10-09T17:33:10.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,@someuser @someuser gatos #pissed,387994157408452608,54232304,387982594979430400,Echofon,#pissed,,"[{'type': 'replied_to', 'id': '387994059153100800'}]",325400262
es,2013-10-07T14:24:32.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",everyone,$184 for a calculator #pissed #nothanks #bookstoremugs,387221912306614272,299352120,387221912306614272,Twitter for iPhone,#pissed,"{'coordinates': {'type': 'Point', 'coordinates': [-75.96867834, 42.08848282]}, 'place_id': 'b83a6238ad50ba52'}",,
pt,2013-10-06T16:45:33.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"@someuser Sandro > Paulinho. Soldado > Defoe. Lamela > Gylfi, Townsend. #Pissed",386895011721125888,205485676,386894551912554496,Twitter for Android,#pissed,,"[{'type': 'replied_to', 'id': '386894551912554496'}]",573926260
tl,2013-10-06T12:23:28.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",everyone,@someuser bastosss hahahah #pissed,386829053782532096,815091398,386827863523344384,Twitter Web Client,#pissed,,"[{'type': 'replied_to', 'id': '386827863523344384'}]",926863398
pt,2013-10-04T15:26:55.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"Trabalhar até 00:00,acordar cedo e cansada pra ir pra aula e chegar la não tem ninguem #falonada #pissed",386150447679299585,45676893,386150447679299585,Twitter for Android,#pissed,,,
pt,2013-10-03T23:35:32.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,W. H. A. T. E. V. E. R. #pissed,385911024441769984,262187254,385911024441769984,Twitter for iPhone,#pissed,,,
pt,2013-10-02T21:41:55.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,a tosse seca irrita tanto #pissed,385520043645087744,610850429,385520043645087744,Twitter Web Client,#pissed,,,
pt,2013-10-01T18:28:46.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,E 1h depois ainda estou a tentar chegar a casa. #pissed,385109047332327424,60830549,385109047332327424,Twitter for iPhone,#pissed,"{'coordinates': {'type': 'Point', 'coordinates': [-9.24595061, 38.71892311]}, 'place_id': 'af9b4adab9fc362c'}",,
pt,2013-09-30T22:31:07.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,Palminhas pa ti #pissed.,384807650502144001,537179878,384807650502144001,Twitter for Android,#pissed,,,
en,2013-09-30T02:34:48.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",everyone,Nicole is #pissed,384506586594816000,557305505,384506586594816000,Twitter for iPhone,#pissed,,,
pt,2013-09-28T01:07:38.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,Já peguei uma! #smirnoff #pissed #greenapple #night #partyhard #alcohol http://someurl,383759873328312320,78489497,383759873328312320,Instagram,#pissed,,,
pt,2013-09-27T21:54:06.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,Dps me preguntan porque no escribo nada en fb #pissed!!!!!!!!,383711170534051840,1136994972,383711170534051840,Twitter for iPhone,#pissed,,,
pt,2013-09-24T23:30:23.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,Há boatos que tem uma gurizada aí que né.. #afterparty #high #pissed #me #friends #night #am http://someurl,382648237376942080,78489497,382648237376942080,Instagram,#pissed,,,
pt,2013-09-23T05:06:26.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,Lulz #pissed,382008029081636865,297236182,382008029081636865,Twitter for Android,#pissed,,,
es,2013-09-22T15:16:37.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,Chai...Wtf...sergio aguerro sha..mtchhttp://someurl,381799198334935040,1571004355,381799198334935040,Twitter for BlackBerry®,#pissed,,,
pt,2013-09-21T18:33:34.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,Desorientado na festa #me #rascal #pissed #upallnight #getlucky http://someurl,381486378112274432,78489497,381486378112274432,Instagram,#pissed,,,
pt,2013-09-21T07:54:57.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,Grrrr....#Pissed *jesse vc*,381325662763483136,396004732,381325662763483136,Twitter for Android,#pissed,,,
pt,2013-09-19T17:01:11.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,PQP Q TRÂNSITO É ESSSE?  #pissed,380738353794412544,180131176,380738353794412544,Twitter for Android,#pissed,,,
pt,2013-09-19T01:26:37.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,Marissa is #pissed,380503159862743040,422943921,380503159862743040,Twitter for Android,#pissed,,,
pt,2013-09-18T22:06:25.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,Fabulous iOS 7 #pissed http://someurl,380452776775389184,276595634,380452776775389184,Twitter for iPhone,#pissed,,,
tl,2013-09-18T14:20:37.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,@someuser HAHAHAHAHAHAHA ha. #pissed,380335554392772608,289827475,380295513675149312,Twitter for iPhone,#pissed,"{'coordinates': {'type': 'Point', 'coordinates': [0.03172095, 51.39203282]}, 'place_id': '2b41cc3dc5028ea3'}","[{'type': 'replied_to', 'id': '380335455528833024'}]",808888838
tl,2013-09-18T02:40:20.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,@someuser Hehehe #pissed,380159324649050112,211209479,380158444856020992,Twitter for BlackBerry®,#pissed,,"[{'type': 'replied_to', 'id': '380158545011806208'}]",1315877594
ht,2013-09-17T02:59:21.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,Maooww #pissed #cry #cat #sushi http://someurl,379801721448714241,395541217,379801721448714241,Vine - Make a Scene,#pissed,,,
pt,2013-09-15T18:52:41.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"...fez o TT depois de ter sido picado no dia anterior e de ter a cara completamente inchada? Hm, pois, não me parece. #pissed",379316861269057536,151144163,379316861269057536,Twitter Web Client,#pissed,,,
et,2013-09-14T16:55:25.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,@someuser @someuser @someuser No-one had Fulham? #pissed,378924961098137600,48057861,378834762288594944,Twitter for BlackBerry®,#pissed,,"[{'type': 'replied_to', 'id': '378924530468544512'}]",312156101
pt,2013-09-13T23:35:15.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,SHA HA FA NA !!!! #GRRRR #PISSED,378663194895450114,100412037,378663194895450114,Twitter for iPhone,#pissed,,,
pt,2013-09-11T14:04:11.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,Paciência realmente é uma virtude. #pissed,377794704152494080,101618086,377794704152494080,TweetDeck,#pissed,,,
tl,2013-09-10T17:25:11.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",everyone,Same feeling here #pissed RT @someuser adoro ter pago pelo iWork no passado #hmpf,377482899169509376,22392307,377482899169509376,Tweetbot for iOS,#pissed,,,
pt,2013-09-07T16:02:49.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,Enquanto a chuva não passa... ☔☁ #rain #pissed #picoftheday #instawheater http://someurl,376375007217467392,323543477,376375007217467392,Instagram,#pissed,,,
tr,2013-09-07T02:14:54.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,HA. Ok. #pissed,376166656592343041,584978824,376166656592343041,Twitter for iPhone,#pissed,,,
pt,2013-09-06T03:33:41.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,“@someuser Gnite Twitter #pissed”,375824097319874561,377691002,375823640690184192,Twitter for iPhone,#pissed,,"[{'type': 'replied_to', 'id': '375823640690184192'}]",236388605
pt,2013-09-06T03:32:06.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,RT @someuser Gnite Twitter #pissed,375823698252816385,92096187,375823698252816385,Plume for Android,#pissed,,,
pt,2013-09-06T03:31:53.000Z,"{'retweet_count': 18, 'reply_count': 5, 'like_count': 15, 'quote_count': 0}",everyone,Gnite Twitter #pissed,375823640690184192,236388605,375823640690184192,Echofon,#pissed,,,
pt,2013-09-03T01:47:22.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",everyone,Amandas car<<<< #omg #pissed,374710175845728256,362727972,374710175845728256,Twitter for iPhone,#pissed,,,
en,2013-09-01T10:42:39.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,Cute! #town #pissed #bestnight @someuser @someuser http://someurl,374120109050437632,257118568,374120109050437632,Instagram,#pissed,,,
en,2013-08-29T01:57:26.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",everyone,Sabs a liar #pissed #subtweet #notreally,372900771328585729,611209774,372900771328585729,Twitter for BlackBerry®,#pissed,,,
pt,2013-08-27T20:19:39.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,paciência 0 ultimamente #pissed,372453376421679104,45676893,372453376421679104,Twitter Web Client,#pissed,,,
pt,2013-08-26T08:19:00.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,@someuser marlonbrando is #pissed,371909633067085824,1636460600,371908702497816576,Twitter for iPhone,#pissed,,"[{'type': 'replied_to', 'id': '371908702497816576'}]",585062915
pt,2013-08-26T02:44:10.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,BOOOOOOOO @someuser 4EVA #pissed,371825369369690113,31312593,371825369369690113,Twitter for iPhone,#pissed,,,
es,2013-08-21T12:09:58.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,PUUUTAAAAAAAAAAAAAAA! #pissed,370155815984181248,629167396,370155815984181248,Tweetian for Symbian,#pissed,,,
es,2013-08-21T03:07:02.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,#Pissed Bye Feliciaaa!!!,370019182277967872,1054720225,370019182277967872,Twitter for Android,#pissed,,,
es,2013-08-20T04:48:39.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,Byeeeee Felicia ! #pissed #thanks #ENJOY #dontbother,369682369189777408,310409593,369682369189777408,Twitter for iPhone,#pissed,,,
pt,2013-08-20T03:42:34.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,@someuser bro U. O. E. N. O #pissed,369665736932732928,491696854,369664420978233344,Twitter for iPhone,#pissed,,"[{'type': 'replied_to', 'id': '369665419813978112'}]",924044580
tl,2013-08-19T19:20:37.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,sira ulo ata eto. grabe! #pissed #PrayForThePhilippines #PrayForAriana http://someurl,369539414961037313,746482178,369539414961037313,Twitter Web Client,#pissed,,,
tl,2013-08-19T18:12:47.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,HAHA K. #Pissed,369522347042033665,271782899,369522347042033665,Twitter Web Client,#pissed,,,
pt,2013-08-19T04:05:18.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,Neta que onda!!?????? #pissed,369309072161398784,138617030,369309072161398784,Twitter for iPhone,#pissed,,,
pt,2013-08-17T13:42:34.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,Cider festival ! #pissed http://someurl,368729566740611074,292530225,368729566740611074,Instagram,#pissed,,,
it,2013-08-16T03:10:37.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,Ditto #Pissed,368208145388036096,1010587572,368208145388036096,Twitter for iPhone,#pissed,,,
en,2013-08-12T18:36:59.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,Jesus!!!!!!!!!!!!!!!!! #Pissed,366991720400949250,239985478,366991720400949250,Twitter for Android,#pissed,,,
cs,2013-08-11T02:39:04.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,K. K. K. K. K. K. K. K. K. K. K. K. K. K. K. K. K. K. K. K. K. K. K. K. K. K. K. K. K. K. &&&&&&&&& K . #Annoyed #pissed #overthisnight,366388264954888192,560364725,366388264954888192,Twitter for iPhone,#pissed,,,
es,2013-08-11T02:04:04.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,#FocusedMan #Pissed #maddiecakes @ #Tha Crib http://someurl,366379459546324992,220961678,366379459546324992,Instagram,#pissed,"{'coordinates': {'type': 'Point', 'coordinates': [-122.75379379, 45.59224043]}, 'place_id': 'ac88a4f17a51c7fc'}",,
pt,2013-08-10T03:49:46.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",everyone,Albuquerque is horrible. #pissed,366043670295748609,424725695,366043670295748609,Twitter for iPhone,#pissed,,,
pt,2013-08-10T01:52:27.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,Bruno escaped #pissed 🙈😹 http://someurl,366014148531855360,340017757,366014148531855360,Vine - Make a Scene,#pissed,,,
pt,2013-08-09T17:30:57.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,#Pissed #MoodRuined #IneedaCalmDown .,365887941094014977,1438252411,365887941094014977,Twitter for BlackBerry®,#pissed,,,
es,2013-08-08T04:03:57.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",everyone,#pissed Bye Felicia,365322466295414785,294470550,365322466295414785,Twitter for iPhone,#pissed,,,
tr,2013-08-06T19:02:03.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",everyone,Alaynas #pissed,364823703697096705,418276697,364823703697096705,Twitter for iPhone,#pissed,,,
tl,2013-08-06T18:43:57.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,ha. hahahaha. 🔪 #donttouchme #pissed http://someurl,364819145944076290,348087622,364819145944076290,Instagram,#pissed,,,
pt,2013-08-06T04:22:25.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,OUTRO.! #PISSED,364602337639145472,343609296,364602337639145472,Twitter SMS,#pissed,,,
pt,2013-08-06T04:18:54.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,Pandora Flow 🎧🎶 #InMyZone #DontFuckWitMe #Pissed #Goodnight 😒,364601451688894466,325849736,364601451688894466,Twitter for iPhone,#pissed,,,
pt,2013-08-06T00:22:01.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,#stranded #maijascar #wontstart #pissed #upset #pimppala Maija DePaulis http://someurl,364541838780538880,333632682,364541838780538880,Vine - Make a Scene,#pissed,,,
pt,2013-08-05T20:35:12.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"tsc, chatearam em no bbm e fui ver tweets de alguem que eu ja nem deveria me preocupar | | #PISSED",364484757838499840,1215898819,364484757838499840,Twitter Web Client,#pissed,,,
pt,2013-08-05T16:13:00.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,Quando olhamos para o relógio e nos apercebemos que não vamos conseguir sair a horas... #pissed,364418772440186880,60830549,364418772440186880,Twitter for iPhone,#pissed,,,
pt,2013-08-04T15:41:04.000Z,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",everyone,Tudo que eu queria era um torrent de Hora de Aventura que não fosse em mkv ou em fucking FLV!!! #pissed,364048348036075520,16048430,364048348036075520,Twitter Web Client,#pissed,,,
fr,2013-08-01T13:48:00.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,#pissed #dog #lab #blacklab #labrador @ Ubaté http://someurl,362932728770994177,297884383,362932728770994177,Instagram,#pissed,,,
pt,2013-08-01T11:11:48.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"ARGH! RAIVA! Revisores com duas palas à frente dos olhos, vão-se atirar ao rio (está calor, é Agosto, etc). #pissed #letmegohomeandcry",362893419661623297,20692482,362893419661623297,Twitter Web Client,#pissed,,,
pt,2013-08-01T01:33:14.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,Jhonny Peralta suspended 50 games #pissed,362747820396126210,1051632462,362747820396126210,Twitter for Android,#pissed,,,
es,2013-07-31T06:59:21.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,Putas colas de embarque #pissed #off http://someurl,362467503068286976,564906858,362467503068286976,Instagram,#pissed,,,
pt,2013-07-30T04:51:22.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,Ahhahahahahahahajjaajahjrjsisbhebsjenhensjenisnshshsjshussushsushsushshhshhshshshhsyshsgahsishuejusbshshshshhjshshahhahshah #pissed,362072905363898368,1497457412,362072905363898368,Twitter for iPhone,#pissed,,,
tl,2013-07-29T00:41:53.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,@someuser hehe #pissed,361647734391980036,341726990,361646711447355394,Twitter for iPhone,#pissed,,"[{'type': 'replied_to', 'id': '361647627277836289'}]",43180984
es,2013-07-25T07:01:18.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",everyone,@someuser grrrrrr te necesito!! #pissed #needmypartner,360293667740721152,187413474,360278411391938561,Twitter for iPhone,#pissed,,"[{'type': 'replied_to', 'id': '360287922030784514'}]",292599528
en,2013-07-25T04:16:51.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,@someuser #Ziva Fandom remains #Pissed. #BringCoteBack #Tiva,360252279808466946,409568756,360252279808466946,Twitter Web Client,#pissed,,,68795677
it,2013-07-22T21:01:21.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,“@someuser #Pissed” ditto,359417908260126720,623974043,359412839900921857,Twitter for iPhone,#pissed,,"[{'type': 'replied_to', 'id': '359412839900921857'}]",252846840
en,2013-07-22T05:23:15.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",everyone,Mirandas Emotional Mashup: #Sad #Depressed #Hurt #Angry #Ugly #Fatso #Suicidal #Pissed #Worthless #Negative,359181829024133123,632426318,359181829024133123,Twitter for iPhone,#pissed,,,
en,2013-07-22T03:27:04.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",everyone,Eminem time 😡😡😤 #pissed,359152587683008513,629561204,359152587683008513,Twitter for iPhone,#pissed,,,
eu,2013-07-21T06:52:33.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,xaro! #pissed,358841910871334913,708102319,358841910871334913,Twitter for Android,#pissed,,,
tl,2013-07-19T00:39:08.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",everyone,@someuser haha... #pissed#jesus :P,358023162325237761,561073596,313609373467410432,Mobile Web (M2),#pissed,,"[{'type': 'replied_to', 'id': '357615399992426496'}]",357943560
pt,2013-07-17T19:03:26.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,paranoid #pissed #CannotTrustAnyone,357576293874798592,106779072,357576293874798592,Twitter Web Client,#pissed,,,
pt,2013-07-17T03:06:16.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"Ummm, ok.. #pissed",357335415566499841,149397505,357335415566499841,Twitter for iPhone,#pissed,,,
in,2013-07-16T06:42:51.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",everyone,Tiara ooooooooo #pissed,357027532182261760,1072399236,357027532182261760,Twitter for Android,#pissed,,,
pt,2013-07-16T03:32:16.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",everyone,Blizzard ate my taquitos 😒 #PISSED,356979569598795776,446297705,356979569598795776,Twitter for iPhone,#pissed,,,
pt,2013-07-07T05:39:51.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,..|.. Globe. #pissed,353750186486538241,470485916,353750186486538241,Twitter Web Client,#pissed,,,
eu,2013-07-06T18:58:10.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,Oioi #pissed #datenight #town #onit #love #messy http://someurl,353588703458897922,437480222,353588703458897922,Instagram,#pissed,,,
in,2013-07-05T19:38:02.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,Emilia #bestie #pissed #antics http://someurl,353236344555843584,549368475,353236344555843584,Instagram,#pissed,,,
es,2013-07-05T03:49:10.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",everyone,Liar Liar. 😠 #Pissed,352997557766590464,48942646,352997557766590464,Twitter for iPhone,#pissed,,,
