public_metrics,created_at,id,text,reply_settings,conversation_id,source,geo,author_id,lang,search_query,referenced_tweets,in_reply_to_user_id,withheld
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-29T08:47:49.000Z,814392466694664192,streched pussy pics #super hi def porn http://someurl,everyone,814392466694664192,Twitter Web Client,,120088833,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-29T08:46:15.000Z,814392071834468352,moms lesbian anal seduction #super sexy women screensaver vol2 http://someurl,everyone,814392071834468352,Twitter Web Client,,399719233,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-29T08:40:52.000Z,814390718106136577,mature women boy porn #super pussy pics http://someurl,everyone,814390718106136577,Twitter Web Client,,4276287999,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-29T08:40:09.000Z,814390536190640136,#Super #Mario Run Available for Pre-Register on #Android http://someurl,everyone,814390536190640136,Haku Discovery,,719714205625147393,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-29T08:39:47.000Z,814390444083834880,#super girl sex ic hour long sex http://someurl,everyone,814390444083834880,Twitter Web Client,,1173893924,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-29T08:35:58.000Z,814389484980731904,#super hard porn sexy naked japanese girls having sex http://someurl,everyone,814389484980731904,Twitter Web Client,,46727776,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-29T08:35:30.000Z,814389366890106880,sex as a girl #super sex models http://someurl,everyone,814389366890106880,Twitter Web Client,,3379113723,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-29T08:35:03.000Z,814389253950111744,sex animation porn #super sex xxl girl http://someurl,everyone,814389253950111744,Twitter Web Client,,306409193,de,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-29T08:31:24.000Z,814388334080430080,#Super #Mario Run page is up on the #Android Play #Store but you cant #Download it yet| | http://someurl http://someurl,everyone,814388334080430080,NewsVideos,,2994053057,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-29T08:29:26.000Z,814387839370756096,#super sexy naked woman daniel radcliff sex scene http://someurl,everyone,814387839370756096,Twitter Web Client,,2278417666,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-29T08:27:21.000Z,814387315497791488,REVIEW: 2017 Ford F-250 Super Duty XLT – The Heavy Hauler #review #super #heavy #hauler http://someurl http://someurl,everyone,814387315497791488,dlvr.it,,857547042,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-29T08:24:31.000Z,814386603124736000,#super nude women porn addiction http://someurl,everyone,814386603124736000,Twitter Web Client,,3252124977,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-29T08:15:38.000Z,814384367371976706,#super sexy anime cos play sex pic http://someurl,everyone,814384367371976706,Twitter Web Client,,203264002,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-29T08:15:14.000Z,814384269070102529,#super hot sex video download free sex mp4 http://someurl,everyone,814384269070102529,Twitter Web Client,,3252124977,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-29T08:13:18.000Z,814383781264183296,#super sexy booty black teen uk scenes http://someurl,everyone,814383781264183296,Twitter Web Client,,896481318,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-29T08:08:27.000Z,814382560482562049,masquerade sex scene #super hot lesbian full figure pictures porn http://someurl,everyone,814382560482562049,Twitter Web Client,,193970275,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-29T08:06:38.000Z,814382103697702912,horny hooter #super hot sexy models http://someurl,everyone,814382103697702912,Twitter Web Client,,2740294704,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-29T08:04:54.000Z,814381665007050752,#super sexy anime abigail having sex video http://someurl,everyone,814381665007050752,Twitter Web Client,,255509550,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-29T07:58:58.000Z,814380175647526912,#super sexy ass sexy boobs lesbian http://someurl,everyone,814380175647526912,Twitter Web Client,,3240815736,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-29T07:56:30.000Z,814379551958691840,brutal gang bang porn #super tight pussy fucked http://someurl,everyone,814379551958691840,Twitter Web Client,,208387784,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-29T07:55:52.000Z,814379393539833856,#super man naked free checky nude girls photos http://someurl,everyone,814379393539833856,Twitter Web Client,,3578621239,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-29T07:53:38.000Z,814378833088487424,#super man naked a teen playing baseball http://someurl,everyone,814378833088487424,Twitter Web Client,,284907729,en,#super,,,
"{'retweet_count': 4, 'reply_count': 1, 'like_count': 24, 'quote_count': 0}",2016-12-29T07:53:11.000Z,814378716537057282,Watch the #super fun chemistry of @someuser as the judge & @someuser as the host for our dance reality show #BIGMemsaab http://someurl,everyone,814378716537057282,Twitter Web Client,,475906703,en,#super,"[{'type': 'quoted', 'id': '814025389542510592'}]",,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-29T07:52:27.000Z,814378532793159680,Making Your #Home #Super #Attractive to #Reel #in More #Buyers| http://someurl http://someurl,everyone,814378532793159680,Twitter Web Client,,2745329756,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-29T07:46:53.000Z,814377131471990784,turkch girls sex #super pumped pussy http://someurl,everyone,814377131471990784,Twitter Web Client,,942142435,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-29T07:44:07.000Z,814376437364953088,#super sexy nude model video download nude hairy teensugly http://someurl,everyone,814376437364953088,Twitter Web Client,,304226326,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-29T07:41:11.000Z,814375697850503168,college amateur sex movies #super ass nylon http://someurl,everyone,814375697850503168,Twitter Web Client,,516345189,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-29T07:39:20.000Z,814375234388316160,#super skinny babes with huge boobs get fucked videos strap on erotica http://someurl,everyone,814375234388316160,Twitter Web Client,,123849365,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-29T07:35:31.000Z,814374271426457600,#super big pussy lips real 69 sex http://someurl,everyone,814374271426457600,Twitter Web Client,,1585902032,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-29T07:34:53.000Z,814374113863233536,http://someurl #super sexy girls striping http://someurl,everyone,814374113863233536,Twitter Web Client,,282825760,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-29T07:33:23.000Z,814373733481775104,nude yuffie #super hot chicks naked http://someurl,everyone,814373733481775104,Twitter Web Client,,1026602155,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-29T07:32:43.000Z,814373566238101505,adult homevideo #super clit http://someurl,everyone,814373566238101505,Twitter Web Client,,2653696677,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-29T07:32:16.000Z,814373454300454912,free nude college girl pics #super phat pussy http://someurl,everyone,814373454300454912,Twitter Web Client,,146939394,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-29T07:31:46.000Z,814373327557054464,#super hot girl getting fucked naked teenage porn http://someurl,everyone,814373327557054464,Twitter Web Client,,22297548,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-29T07:31:31.000Z,814373264021749760,teen fucked by uncle #super deepthroat game new http://someurl,everyone,814373264021749760,Twitter Web Client,,207011926,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-29T07:28:46.000Z,814372572590645249,kin porn #super hot sex pics http://someurl,everyone,814372572590645249,Twitter Web Client,,602132719,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-29T07:23:14.000Z,814371182975848448,#super hot nude teen african xxx hd naked girls dance and xxx movies http://someurl,everyone,814371182975848448,Twitter Web Client,,81690841,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-29T07:22:54.000Z,814371098452226048,#super young tight pussy free porno movies on line http://someurl,everyone,814371098452226048,Twitter Web Client,,3379113723,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-12-29T07:21:34.000Z,814370762408820736,#Super #Nintendo Entertainment System/#SNES/#NES/First Samurai (PAL) - CART Only/#SNES #retrogaming #ebay http://someurl http://someurl,everyone,814370762408820736,RetroDeals,,703537008002605057,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-29T07:20:09.000Z,814370406220103680,#super naked girls xxx pornbigsex http://someurl,everyone,814370406220103680,Twitter Web Client,,439184537,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-29T07:19:52.000Z,814370332677197824,free teen sleeping pics #super sexy naked chicks http://someurl,everyone,814370332677197824,Twitter Web Client,,490116444,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-29T07:19:30.000Z,814370242390618112,#super hardcore sex jessica bowl nude http://someurl,everyone,814370242390618112,Twitter Web Client,,1342845264,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-29T07:18:30.000Z,814369991453720576,#super porno free sexy naked babes with six packs http://someurl,everyone,814369991453720576,Twitter Web Client,,186910658,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-29T07:17:05.000Z,814369634212335616,nude white booty #super hot sex scenes http://someurl,everyone,814369634212335616,Twitter Web Client,,4276287999,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-12-29T07:09:30.000Z,814367727003414528,Shop on http://someurl | #look #super #glamorous #this #newyear #2017 #get #discount #on #all... http://someurl,everyone,814367727003414528,Facebook,,1910991668,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-29T07:07:04.000Z,814367112907079680,plus size white women porn video #super nude patch for sims 2 http://someurl,everyone,814367112907079680,Twitter Web Client,,37834792,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-29T07:06:35.000Z,814366992794812416,asian porn big tit #super tube porn http://someurl,everyone,814366992794812416,Twitter Web Client,,567000602,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-29T07:05:49.000Z,814366799978463232,#super horny sex violent free sex http://someurl,everyone,814366799978463232,Twitter Web Client,,856912794,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-29T07:04:42.000Z,814366518880456706,Take The Buzz on Twitter: The Arab Supercars Invasion in London August 2016 Part 3 #super... http://someurl http://someurl,everyone,814366518880456706,IFTTT,,718587487682236416,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-29T07:03:38.000Z,814366247190167552,transvestite porn stars #super hero sex stories http://someurl,everyone,814366247190167552,Twitter Web Client,,328708413,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-29T07:02:14.000Z,814365897204858880,#super hardcore sex blowjob video pilation http://someurl,everyone,814365897204858880,Twitter Web Client,,174171947,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-29T06:59:17.000Z,814365153760333825,cute hot teen extreme fucking #super hot sexy http://someurl,everyone,814365153760333825,Twitter Web Client,,2278417666,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-29T06:50:47.000Z,814363015562883072,#super sexy bikini sexy women for sex http://someurl,everyone,814363015562883072,Twitter Web Client,,751916519496544256,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-29T06:50:02.000Z,814362827603451904,#super hot teen fuck ugly female nudes http://someurl,everyone,814362827603451904,Twitter Web Client,,3252124977,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-29T06:46:10.000Z,814361854210408448,#super sexy brunette wwf hardcore championship http://someurl,everyone,814361854210408448,Twitter Web Client,,4276287999,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-29T06:45:11.000Z,814361604422713344,new virgin teen porn #super mario having sex http://someurl,everyone,814361604422713344,Twitter Web Client,,2367237886,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-29T06:42:34.000Z,814360948391682048,#super nude teens girl says nigger durning sex video http://someurl,everyone,814360948391682048,Twitter Web Client,,173703755,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-29T06:41:20.000Z,814360637396520960,Sport Box Cricket league #SUPER 6 & #SUPER 8 http://someurl,everyone,814360637396520960,Twitter Web Client,,765780832237789186,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-29T06:40:42.000Z,814360477321072641,best fuck video of bangladesh #super nude teens http://someurl,everyone,814360477321072641,Twitter Web Client,,47796057,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-29T06:40:18.000Z,814360378331332608,beach candid nude #super sexy busty http://someurl,everyone,814360378331332608,Twitter Web Client,,52530436,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-29T06:36:52.000Z,814359510685020160,black xxxx porn #super sexy pokemon girls http://someurl,everyone,814359510685020160,Twitter Web Client,,194163693,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-29T06:34:07.000Z,814358818519797760,Congratulations Subhadip Roy Chowdhury! #JapfaComfeedIndia #Super#HRofTheDay #HR #Recruitment #Management #SuperHR http://someurl http://someurl,everyone,814358818519797760,dlvr.it,,2822255626,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-29T06:27:46.000Z,814357221874302978,free dad and girl porn #super mario porn game http://someurl,everyone,814357221874302978,Twitter Web Client,,1141911601,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 5, 'quote_count': 0}",2016-12-29T06:24:18.000Z,814356350067232770,Episode 41 of Bitches of Horror is out! Telekenetic Special! http://someurl #Jennifer #Patrick #Akira #Super #horror #womeninhorror,everyone,814356350067232770,Twitter for Android,,143824891,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-29T06:20:04.000Z,814355286295281665,#super sexy naked girls background ex girl friend porn http://someurl,everyone,814355286295281665,Twitter Web Client,,635061571,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-29T06:17:19.000Z,814354592460840960,porno terms #super women naked http://someurl,everyone,814354592460840960,Twitter Web Client,,233094286,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-29T06:13:51.000Z,814353718950957056,day 363. #drink... super cute apple juice! #super #cute #kawaii #SuperCute #apple #juice... http://someurl,everyone,814353718950957056,Instagram,,21848436,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-29T06:13:30.000Z,814353633626193924,#super smash brothers brawl porn vip taboo sex porn movie http://someurl,everyone,814353633626193924,Twitter Web Client,,266263192,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-29T06:13:12.000Z,814353558174830592,naked sussex girls #super horny sex http://someurl,everyone,814353558174830592,Twitter Web Client,,58558258,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-29T06:08:04.000Z,814352263820910592,#SOOMPIAWARDS #Super junior,everyone,814352263820910592,Twitter for Android,,738999754185543680,pt,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-29T06:05:50.000Z,814351703373991936,#super sexy bras cartoon black man fucking white girl http://someurl,everyone,814351703373991936,Twitter Web Client,,408165563,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-29T06:04:37.000Z,814351397365972992,Our #Sundays are #Super because they include 50% off food! #Turkish #Grill http://someurl,everyone,814351397365972992,SocialOomph,,2166907064,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-12-29T06:04:12.000Z,814351292906676224,Sport Box Cricket #SUPER 6 & #SUPER 8|  http://someurl by @someuser on @someuser,everyone,814351292906676224,Twitter Web Client,,765780832237789186,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-29T06:02:55.000Z,814350968036933632,suicide girls nude indian girl #super hot sex pics http://someurl,everyone,814350968036933632,Twitter Web Client,,550098638,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-29T06:01:17.000Z,814350557368516608,#super bowl nude pole dance sexy http://someurl,everyone,814350557368516608,Twitter Web Client,,1173893924,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",2016-12-29T06:00:13.000Z,814350289427922944,@someuser yay #super exited #funneh is da bom,everyone,814350039900422144,Twitter for Android,,807258118862172161,en,#super,"[{'type': 'replied_to', 'id': '814350039900422144'}]",868983230,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-29T05:58:19.000Z,814349810060783616,Rent the Craziest House Party accessories for this NYE| http://someurl  | #Super #events #NewYears #GrabOnRent  #CityShorBengaluru http://someurl,everyone,814349810060783616,Twitter Web Client,,708262417872986112,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-29T05:56:28.000Z,814349346066038784,how much brainstorming goes into planning the perfect New Years Eve! | http://someurl | #Super #events #NewYears  #CityShorBengaluru http://someurl,everyone,814349346066038784,Twitter Web Client,,708262417872986112,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-29T05:53:43.000Z,814348651833212928,Be the coolest host of 2017 with #GrabOnRent| http://someurl| #Super #events #NewYears  #CityShorBengaluru http://someurl,everyone,814348651833212928,Twitter Web Client,,708262417872986112,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-29T05:53:29.000Z,814348593742172160,Yesung #super junior ELF #TeamSuperJunior,everyone,814348593742172160,Mobile Web (M2),,2261175290,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-29T05:52:29.000Z,814348342973104128,#super mario porno hints naked world http://someurl,everyone,814348342973104128,Twitter Web Client,,2879648859,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-29T05:48:12.000Z,814347264990838785,#super hero sex stories real housewives of new york alex mccord nude http://someurl,everyone,814347264990838785,Twitter Web Client,,858868308,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-29T05:34:52.000Z,814343909061042177,#super sexy woman fucked amateur british milf http://someurl,everyone,814343909061042177,Twitter Web Client,,350427410,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-29T05:33:32.000Z,814343574355578880,@someuser @someuser @someuser @someuser come on #Ellsworth is not a #Super* | He is rather a #Joke or #WorthlessCreature,everyone,814230267024080896,Twitter for Android,,3447109753,en,#super,"[{'type': 'replied_to', 'id': '814230267024080896'}]",7517222,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-29T05:32:16.000Z,814343256586784768,#super sexy bbw girl having sex with a fish http://someurl,everyone,814343256586784768,Twitter Web Client,,327928916,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-29T05:31:11.000Z,814342984732917763,#super young anal porn hub creampie http://someurl,everyone,814342984732917763,Twitter Web Client,,2423576970,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-29T05:27:56.000Z,814342163920207873,free onine adult games #super blowjobs http://someurl,everyone,814342163920207873,Twitter Web Client,,110075750,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-29T05:27:50.000Z,814342141661114369,#super sexy boob fuck my wife girlfriend http://someurl,everyone,814342141661114369,Twitter Web Client,,85582451,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-29T05:25:24.000Z,814341525832429568,ps3 download porn #super porn site http://someurl,everyone,814341525832429568,Twitter Web Client,,600825282,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-29T05:17:23.000Z,814339509546582016,#super skinny girls havingsex beautiful girls with glasses http://someurl,everyone,814339509546582016,Twitter Web Client,,184966182,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-29T05:13:20.000Z,814338491479969792,I want 2 wish a #super 💪 happy💃💃💃 #birthday 🎂 to the #love ❤ of my #life ! #Allen 👶| 🎊🎉🎈#happy... http://someurl,everyone,814338491479969792,Instagram,,346072617,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-29T05:08:10.000Z,814337188519362561,#super young naked unisexygirls http://someurl,everyone,814337188519362561,Twitter Web Client,,498178012,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-29T05:05:48.000Z,814336594350055424,#super porno videos teens fucking xxxxx http://someurl,everyone,814336594350055424,Twitter Web Client,,107820207,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-29T05:05:35.000Z,814336538343538688,ameature sex #super sexy pokemon girls http://someurl,everyone,814336538343538688,Twitter Web Client,,173438044,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-29T05:04:02.000Z,814336150739570690,#super skinny anal indian porn clips http://someurl,everyone,814336150739570690,Twitter Web Client,,221297689,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-29T04:59:59.000Z,814335129543999488,ver videos pornografico #super feel fuked girls http://someurl,everyone,814335129543999488,Twitter Web Client,,51650166,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-29T04:59:00.000Z,814334882130313216,@someuser 👀 look whos on🔥🚨🚨🚨Congrats @someuser 🙌👍👌#formerstormer #super🌟 #makingusproud http://someurl,everyone,814334882130313216,Twitter Web App,,3111087536,en,#super,"[{'type': 'quoted', 'id': '814326114504019968'}]",77035084,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-29T04:56:47.000Z,814334324891910144,#super head naked dwarfnudegirls http://someurl,everyone,814334324891910144,Twitter Web Client,,1507034088,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-29T04:55:15.000Z,814333938634199040,#super stars having sex hot sexy black teen porn http://someurl,everyone,814333938634199040,Twitter Web Client,,498178012,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",2016-12-29T04:51:46.000Z,814333061345251328,"#super #foggy #morning. This will be an #interesting #flight! #Nepal, mommys coming 😊... http://someurl",everyone,814333061345251328,Instagram,,35419128,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-29T04:47:14.000Z,814331922478432256,sex megarotic #super bowl porn you tube http://someurl,everyone,814331922478432256,Twitter Web Client,,307442093,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-29T04:46:31.000Z,814331743981412352,#super sexy old women moms on boys porn http://someurl,everyone,814331743981412352,Twitter Web Client,,184966182,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-29T04:44:31.000Z,814331237120806914,#super hot teen nude women video trailers sex http://someurl,everyone,814331237120806914,Twitter Web Client,,304226326,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-29T04:42:09.000Z,814330642427219969,free nude girls in toilet #super bowl porn you tube http://someurl,everyone,814330642427219969,Twitter Web Client,,2730463804,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-29T04:39:38.000Z,814330010974769153,#super hard core sex milf finger fucking http://someurl,everyone,814330010974769153,Twitter Web Client,,558228940,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-29T04:38:54.000Z,814329824424656896,girl porn photo #super pussy pics http://someurl,everyone,814329824424656896,Twitter Web Client,,723132474998452226,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-29T04:31:41.000Z,814328007808663552,#super sex to sexty college hunks naked http://someurl,everyone,814328007808663552,Twitter Web Client,,602132719,en,#super,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-29T04:31:25.000Z,814327939919712256,the ride on ejaculating sex machine #super skinny teen http://someurl,everyone,814327939919712256,Twitter Web Client,,444128515,en,#super,,,
