lang,conversation_id,id,created_at,public_metrics,author_id,source,text,reply_settings,search_query,geo,referenced_tweets,in_reply_to_user_id
in,413168863467929600,413168863467929600,2013-12-18T04:48:28.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",406028094,Twitter Web Client,Y mi dm dem a move suh??? #annoyed,everyone,#annoyed,,,
pt,412237642999152640,412237642999152640,2013-12-15T15:08:07.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",616593526,Twitter for BlackBerry®,Mi sista dem RT@someuser who trouble u? RT @someuser: #annoyed,everyone,#annoyed,,,
tr,410933553283989504,410933553283989504,2013-12-12T00:46:08.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",865225903,Twitter for Android,Ahhhhh!! #annoyed asf!!.,everyone,#annoyed,,,
pt,410530561506037761,410530561506037761,2013-12-10T22:04:47.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1688464824,Twitter Web Client,"impossivel negociar com ela, depois so berra -.- god... #annoyed",everyone,#annoyed,,,
en,410506123091800064,410506123091800064,2013-12-10T20:27:41.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",342545826,Twitter for Android,Sisters -________- | #annoyed,everyone,#annoyed,,,
it,409860572319334400,409860572319334400,2013-12-09T01:42:29.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",376262048,Twitter for iPhone,Haha no. #tired #annoyed,everyone,#annoyed,,,
en,406622624513806337,406622624513806337,2013-11-30T03:16:03.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",755676026,Twitter for iPhone,Jesus! #annoyed,everyone,#annoyed,,,
pt,404585924212039680,404585924212039680,2013-11-24T12:22:55.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",426798262,Twitter for BlackBerry®,"Quero ir ver o jogo da minha equipa, mas o gay do meu pai nao me quer levar ._. #annoyed",everyone,#annoyed,,,
pt,403446834246733824,403446834246733824,2013-11-21T08:56:35.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",163892354,Twitter for iPhone,o Tumblr app mudou.. #annoyed,everyone,#annoyed,,,
en,402898624671002624,402898624671002624,2013-11-19T20:38:12.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",399744068,Twitter for iPhone,Color me #annoyed 😑😑😑,everyone,#annoyed,,,
in,402623061520023553,402623061520023553,2013-11-19T02:23:12.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1003465778,Instagram,Boss gua muda beb..haha| #work #annoyed #bored http://someurl,everyone,#annoyed,,,
it,400761851157307392,400769042165661696,2013-11-13T23:36:00.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",98366251,Twitter Web Client,@someuser ditto!! #annoyed,everyone,#annoyed,,"[{'type': 'replied_to', 'id': '400761851157307392'}]",1354623560
tl,400253710313328641,400253710313328641,2013-11-12T13:28:15.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",410849010,Twitter for iPhone,haha k. #annoyed 😒😠,everyone,#annoyed,,,
lt,399622701075025920,399622701075025920,2013-11-10T19:40:51.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",134216885,Twitter for BlackBerry®,Mis alergias!!!!!! #annoyed,everyone,#annoyed,"{'place_id': '8e098f6d686001a9', 'coordinates': {'type': 'Point', 'coordinates': [-103.37138, 20.73194]}}",,
pt,398820276441714688,398820276441714688,2013-11-08T14:32:18.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",183327024,Twitter for BlackBerry®,"Im que vão fazer esta declaração novamente,Minha mãe é uma puta #Annoyed",everyone,#annoyed,,,
pt,398754357933404160,398754357933404160,2013-11-08T10:10:22.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1403135155,Twitter for Android,Vavi!!! own goal! #annoyed =_=,everyone,#annoyed,,,
tl,397694602448076800,397694602448076800,2013-11-05T11:59:16.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",890442546,Twitter Web Client,"Hehehe, #Annoyed",everyone,#annoyed,,,
pt,397652844620558336,397652844620558336,2013-11-05T09:13:20.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",60830549,Twitter for iPhone,Mas queres ver que é preciso tirar um curso para conseguir atestar o meu carro? #annoyed,everyone,#annoyed,"{'place_id': 'c1430b24da8e9229', 'coordinates': {'type': 'Point', 'coordinates': [-9.16797532, 38.70429029]}}",,
pt,397200514833977344,397200514833977344,2013-11-04T03:15:57.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",39154995,Twitter for iPhone,*explodes* #Annoyed,everyone,#annoyed,,,
pt,396751054819176448,396751054819176448,2013-11-02T21:29:57.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1049607132,Twitter for iPhone,Ummm. No. #annoyed,everyone,#annoyed,,,
pt,396403794193690624,396403794193690624,2013-11-01T22:30:04.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1635521832,Twitter for iPhone,Vc acompanha quase que a novela toda pro final ser o mais fraco de todos! #annoyed 😠,everyone,#annoyed,"{'place_id': '68e019afec7d0ba5', 'coordinates': {'type': 'Point', 'coordinates': [-46.73147596, -23.59953549]}}",,
pt,395722730634764288,395722730634764288,2013-10-31T01:23:45.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",415164543,Instagram,Prefer in #StatenIsland #Halloween #HalloweenParty #HauntedHouses ? #Annoyed #Pissed #Angry http://someurl,everyone,#annoyed,,,
tr,394995145470267393,394995145470267393,2013-10-29T01:12:35.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",396252960,Twitter for iPhone,Ha ok? #Annoyed,everyone,#annoyed,,,
en,394892019748720640,394892019748720640,2013-10-28T18:22:48.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1490014279,Twitter for Android,Cuteee..... #annoyed #ughhhhh,everyone,#annoyed,,,
pt,394878779773837313,394878779773837313,2013-10-28T17:30:12.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",529968663,Twitter for Android,Vale pa pura verga this teacher #annoyed,everyone,#annoyed,,,
pt,394511096037777408,394511096037777408,2013-10-27T17:09:09.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1045834904,Instagram,Nemo!! #nemo #benji #annoyed .#cute http://someurl,everyone,#annoyed,,,
es,394451030026768384,394474162816696320,2013-10-27T14:42:24.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1175748546,Twitter Web Client,@someuser Quite true Adora. #annoyed,everyone,#annoyed,,"[{'type': 'replied_to', 'id': '394451030026768384'}]",74786228
en,393454182658633728,393454182658633728,2013-10-24T19:09:21.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1216703880,Twitter for iPad,Essays!! 😁 #annoyed,everyone,#annoyed,,,
pt,393024933330026496,393024933330026496,2013-10-23T14:43:40.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",615820565,Twitter for iPhone,Its AvogadRo...not AvRogado...#chemprobs #annoyed,everyone,#annoyed,,,
pt,389825456452939776,389825456452939776,2013-10-14T18:50:06.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",392975973,Twitter for Android,Um uhhhhhh the uhhhhh ummmm uhhhh ........ tatataday junior #annoyed,everyone,#annoyed,,,
pt,389818273119756288,389818273119756288,2013-10-14T18:21:33.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1289274854,Twitter Web Client,Naoooo #BITCH Naaooo falas assim com ela!! #annoyed,everyone,#annoyed,,,
es,389144659009998848,389144659009998848,2013-10-12T21:44:51.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",992707412,Instagram,#this #pic #when #said #that #he #annoyed #from #many #the #social media #applications #SaberElRebai... http://someurl,everyone,#annoyed,,,
pt,388708402018275329,388708402018275329,2013-10-11T16:51:19.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",935165732,Twitter Web Client,Há coisas que são demais para mim. #annoyed,everyone,#annoyed,,,
pt,388684069921652736,388684069921652736,2013-10-11T15:14:38.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",218813730,Twitter for iPhone,esse college que só deixa eu me expressar em 400 palavras ... parece twitter #annoyed,everyone,#annoyed,,,
pt,388501326973632512,388501326973632512,2013-10-11T03:08:29.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",72056929,Twitter SMS,Um okkkk. #annoyed,everyone,#annoyed,,,
pt,387923990947577856,387923990947577856,2013-10-09T12:54:21.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",996911028,Twitter for Android,Eu outra vez com falta #annoyed,everyone,#annoyed,,,
pt,387784653341736960,387784653341736960,2013-10-09T03:40:40.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",144621296,Twitter for BlackBerry®,Que gente mas indecisa!>.< #Annoyed,everyone,#annoyed,,,
pt,387287569941413888,387287569941413888,2013-10-07T18:45:26.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",805712378,Twitter for iPhone,Hoje ou estou irritadiça ou esta toda a gente irritante #annoying #people #annoyed,everyone,#annoyed,,,
tl,386437741879123968,386437741879123968,2013-10-05T10:28:31.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",801740082,Twitter for iPhone,Haha ok #annoyed,everyone,#annoyed,,,
pt,386286722134593537,386286722134593537,2013-10-05T00:28:26.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",431899058,Twitter for iPhone,Voltar para casa depois de uma festa e ter a minha mãe a perguntar-me se fumei........ E o pior é que já me habituei #annoyed,everyone,#annoyed,,,
pt,386132725285265408,386132725285265408,2013-10-04T14:16:30.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",288188473,Mobile Web (M2),observe silence #cantsleep #annoyed #videokearound o_O,everyone,#annoyed,,,
it,385457333822046208,385457333822046208,2013-10-02T17:32:44.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",178351855,Lomogram,"Apple, iOs, iTunes ...Povero e compianto Jobs ...VI ODIO #annoyed http://someurl",everyone,#annoyed,,,
it,385227777395273729,385227898677760000,2013-10-02T02:21:02.000Z,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",177396337,Twitter for iPhone,@someuser haha no. #annoyed,everyone,#annoyed,,"[{'type': 'replied_to', 'id': '385227777395273729'}]",177398699
pt,385183563139649536,385183563139649536,2013-10-01T23:24:52.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",368039147,Twitter Web Client,"Student: um, Ms. Dalexis?  Me: No 😒 .. #annoyed",everyone,#annoyed,,,
pt,384615524337852416,384615524337852416,2013-09-30T09:47:41.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1184760769,Twitter Web Client,Lemonade sa youtube| #annoyed,everyone,#annoyed,,,
pt,384377248058339328,384377248058339328,2013-09-29T18:00:51.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1343087420,Twitter for iPhone,Puro chisme ACkii #annoyed,everyone,#annoyed,,,
pt,383074129215123457,383074129215123457,2013-09-26T03:42:44.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",33613149,Twitter for iPhone,Pq me da hambre a esta hora? #annoyed,everyone,#annoyed,,,
in,382717543984529408,382717543984529408,2013-09-25T04:05:47.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",955045430,Twitter Web Client,sejuk #annoyed,everyone,#annoyed,,,
pt,382646832431505408,382646832431505408,2013-09-24T23:24:48.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",1296437797,Twitter for iPhone,Hmpf 😒 #annoyed by constant criticism.,everyone,#annoyed,,,
in,382277168883310592,382277168883310592,2013-09-23T22:55:54.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",584007876,Instagram,fastidiada D: #yaparfavar #girl #monday #work #office #annoyed #peinadita #comonunca http://someurl,everyone,#annoyed,,,
pt,382210207386193920,382210207386193920,2013-09-23T18:29:49.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",610981148,Twitter for iPhone,Cbf no more #annoyed,everyone,#annoyed,,,
en,381882511451648001,381882511451648001,2013-09-22T20:47:40.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",1345380158,Twitter Web Client,JESUS #ANNOYED,everyone,#annoyed,,,
pt,381855510472818688,381855510472818688,2013-09-22T19:00:22.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",365079923,Twitter Web Client,ele promete sempre coisas que depois não vai cumprir.... #annoyed,everyone,#annoyed,,,
pt,381636322558881793,381636322558881793,2013-09-22T04:29:24.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",114638496,Twitter Web Client,Globe ui! #annoyed,everyone,#annoyed,,,
pt,381188327200030720,381188327200030720,2013-09-20T22:49:14.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",418843185,Twitter for iPhone,@someuser celular!!! Necesito wifi!;/ #annoyed #wifi,everyone,#annoyed,,,
pt,380090301811261440,380090301811261440,2013-09-17T22:06:04.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",102741080,Twitter for Android,Stirrers #annoyed,everyone,#annoyed,,,
pt,379851879854780416,379851879854780416,2013-09-17T06:18:40.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",60830549,Twitter Web Client,Sabes que tiveste uma noite agitada quando acordas e tens todas as almofadas no chão #annoyed,everyone,#annoyed,,,
pt,379581468281798656,379581468281798656,2013-09-16T12:24:08.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",51627914,Twitter for BlackBerry®,Ja vi que hj é dia de passar mal com esse cheiro #joint #annoyed #hateit,everyone,#annoyed,,,
in,378759556366868480,378759556366868480,2013-09-14T05:58:09.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",111446053,Twitter for iPhone,#annoyed GN PPL,everyone,#annoyed,,,
es,378567675137359872,378567675137359872,2013-09-13T17:15:41.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",349171126,Twitter for iPhone,Paco <<< #annoyed,everyone,#annoyed,,,
pt,378152277577433088,378152277577433088,2013-09-12T13:45:03.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1688464824,Twitter Web Client,"Nice, agr nao posso ser nem loira nem ruiva #annoyed",everyone,#annoyed,,,
in,377586596562104320,377586596562104320,2013-09-11T00:17:14.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",518111915,Vine - Make a Scene,Miley Cyrus #imdone #mileycyrus #wreckingball #annoyed http://someurl,everyone,#annoyed,,,
pt,375844788165439488,375844788165439488,2013-09-06T04:55:55.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",283352698,Twitter for iPhone,Deuces #annoyed,everyone,#annoyed,,,
tl,373394583318962176,373394583318962176,2013-08-30T10:39:40.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",357353599,Instagram,Chabelita! haha #chubby #face #cheeks #lunchtime #kulskitchen #ITpark #hotwings #porkchero #annoyed... http://someurl,everyone,#annoyed,,,
pt,372819421389414401,372819421389414401,2013-08-28T20:34:11.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",1043003401,Twitter for iPhone,Ach cbf #annoyed,everyone,#annoyed,,,
pt,372406960400130048,372406960400130048,2013-08-27T17:15:13.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",574149172,Twitter for Android,Umm k. #annoyed,everyone,#annoyed,,,
en,371978139330555904,371978139330555904,2013-08-26T12:51:14.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",264782838,Twitter for BlackBerry®,Sisters #annoyed http://someurl,everyone,#annoyed,,,
pt,371280670082879488,371280670082879488,2013-08-24T14:39:44.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",488694139,Twitter Web Client,Vendo No centro do palco.... Anúncios são tantos porquê? #annoyed #sic #saturday #DayOff,everyone,#annoyed,,,
pt,370935381803290624,370935381803290624,2013-08-23T15:47:41.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",626718306,Twitter for Android,So blowwnn. . #annoyed,everyone,#annoyed,,,
en,370772265731772417,370772265731772417,2013-08-23T04:59:31.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",39337265,Twitter for iPhone,#annoyed af rn,everyone,#annoyed,"{'place_id': 'ccf37d89d103ced2', 'coordinates': {'type': 'Point', 'coordinates': [-97.71611418, 28.88095714]}}",,
it,370722744976936960,370744072677253121,2013-08-23T03:07:29.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",861388044,Twitter for iPhone,@someuser haha no #annoyed,everyone,#annoyed,,"[{'type': 'replied_to', 'id': '370724633349066752'}]",1132196634
pt,369845957397323776,369845957397323776,2013-08-20T15:38:42.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1368848406,Vine - Make a Scene,#Annoyed #ipodproblemsyo #imsad #someonehelp #stupid #microphone sabrina http://someurl,everyone,#annoyed,,,
it,369707752290934784,369707752290934784,2013-08-20T06:29:31.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1685016776,Twitter for Android,Questa vita comincia ad essere noiosa #annoyed,everyone,#annoyed,,,
pt,369065553349984257,369065553349984257,2013-08-18T11:57:39.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1519276399,Instagram,La noia Pt. 1 #insta #noia #instagram #stickman #icedreams #summer #story #picture #stickazzi #annoyed... http://someurl,everyone,#annoyed,,,
tl,368942739666108417,368942739666108417,2013-08-18T03:49:38.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",949189915,Instagram,#craziest #cousin #spent #our #time #together #annoyed #love #much  #likeforlike #doubletap hehehe... http://someurl,everyone,#annoyed,,,
sl,368314084497707008,368314084497707008,2013-08-16T10:11:35.000Z,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",744618926,Twitter for Android,No prem red no prem red no prem red #annoyed,everyone,#annoyed,,,
tl,368020667150901248,368020667150901248,2013-08-15T14:45:39.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1457759803,Twitter for Android,Hahahahaha no #Annoyed,everyone,#annoyed,,,
en,366793556775542785,366793556775542785,2013-08-12T05:29:33.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",380530508,Twitter for iPhone,Jesus...... #annoyed,everyone,#annoyed,,,
pt,366767109969166337,366767109969166337,2013-08-12T03:44:27.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",27946941,Instagram,Serious problem #annoyed http://someurl,everyone,#annoyed,,,
cs,366388264954888192,366388264954888192,2013-08-11T02:39:04.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",560364725,Twitter for iPhone,K. K. K. K. K. K. K. K. K. K. K. K. K. K. K. K. K. K. K. K. K. K. K. K. K. K. K. K. K. K. &&&&&&&&& K . #Annoyed #pissed #overthisnight,everyone,#annoyed,,,
en,365301634563194880,365301634563194880,2013-08-08T02:41:11.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",615752549,Twitter for iPhone,Color me #annoyed,everyone,#annoyed,,,
pt,365204417454153729,365204417454153729,2013-08-07T20:14:52.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",369301813,Twitter Web Client,- #Annoyed asf rn ( -_-),everyone,#annoyed,,,
tl,364903406483152896,364903406483152896,2013-08-07T00:18:46.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",279060202,Twitter for iPhone,Ok na sana e. #Annoyed,everyone,#annoyed,,,
pt,364836924839575553,364836924839575553,2013-08-06T19:54:35.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",573972847,Twitter for iPhone,CBF ATM  #tired #Annoyed,everyone,#annoyed,,,
pt,364161164025921536,364161164025921536,2013-08-04T23:09:21.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",431899058,Twitter Web Client,Juro que mato a próxima pessoa que me vier com aquela música do show das poderosas ou lá o que é! #annoyed,everyone,#annoyed,,,
en,363380172760051712,363380172760051712,2013-08-02T19:25:59.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",235760664,Vine - Make a Scene,Part 3 #george #summer2013 #summer2k13 #annoyed #loop #comedy #revine http://someurl,everyone,#annoyed,,,
es,363172193972129793,363172193972129793,2013-08-02T05:39:33.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",713262799,Twitter for Android,Okay Me Das Coraje >.> #Annoyed,everyone,#annoyed,,,
es,362821292472287234,362821292472287234,2013-08-01T06:25:11.000Z,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1377280022,Twitter for iPhone,#annoyed bye Felicia,everyone,#annoyed,,,
es,362118849438564352,362118849438564352,2013-07-30T07:53:56.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",29284506,Vine - Make a Scene,#annoyed Tara http://someurl,everyone,#annoyed,,,
en,361387732162969600,361387732162969600,2013-07-28T07:28:44.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",776333772,Instagram,#fabio #wear #eyeglasses #so cute #annoyed http://someurl,everyone,#annoyed,,,
de,361325966070521856,361325966070521856,2013-07-28T03:23:18.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",380707897,Twitter Web Client,meque #Annoyed,everyone,#annoyed,,,
tl,360277571813908480,360277571813908480,2013-07-25T05:57:21.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1401075889,Twitter for Android,Ano ba! :( #Annoyed,everyone,#annoyed,,,
en,359727054884839426,359727054884839426,2013-07-23T17:29:47.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",161190072,Twitter for iPhone,"Im So #Annoyed, #Stressed, #Agitated Etc..",everyone,#annoyed,,,
pt,358832285140787200,358832285140787200,2013-07-21T06:14:18.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",1529596530,Twitter for iPhone,Pegame x preguntona 👋😒 | #Annoyed,everyone,#annoyed,,,
es,357948664058097665,357948664058097665,2013-07-18T19:43:06.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",516716000,Twitter for iPhone,Bye Feliciaaaaa!! ✌ #annoyed,everyone,#annoyed,,,
tl,357843907930890240,357843907930890240,2013-07-18T12:46:50.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",636933083,Twitter for Android,Ano ba? #Annoyed,everyone,#annoyed,,,
en,357290472546373635,357290472546373635,2013-07-17T00:07:41.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",341781374,Twitter for Android,Jesus...#Annoyed,everyone,#annoyed,,,
pt,356946652059283456,356946652059283456,2013-07-16T01:21:28.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",942677269,Twitter for iPhone,#really? #annoyed #yourerediculous,everyone,#annoyed,,,
pt,356615925866299392,356615925866299392,2013-07-15T03:27:16.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1554193386,Twitter for iPhone,@someuser sorta! #annoyed,everyone,#annoyed,,,94982938
es,356614012668092416,356614012668092416,2013-07-15T03:19:40.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",432150474,Twitter for iPhone,Esta chavala no mames !! #annoyed,everyone,#annoyed,,,
pt,354951621303730176,354951621303730176,2013-07-10T13:13:55.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",626638106,Twitter for iPhone,"Programas que a minha familia faz , não me dizem nada depois eu tenho q desmarcar as coisas que eu tinha pra fazer . Ehh .. #annoyed -.-",everyone,#annoyed,,,
tl,354897845528166401,354897845528166401,2013-07-10T09:40:14.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",171042263,UberSocial for BlackBerry,RT @someuser: @someuser #funny #cute #annoyed Hehe http://someurl,everyone,#annoyed,,,
pt,354734364166332416,354734364166332416,2013-07-09T22:50:37.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",532378942,Instagram,Tete de kk. #bonjour #girl #now #lac #day #sun #annoyed http://someurl,everyone,#annoyed,,,
pt,354583272690429953,354583272690429953,2013-07-09T12:50:14.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1483285938,Twitter Web Client,Estou sem #WhatsApp!! Deu um erro doido!! Esta falando que Não foi possível conectar!!! #annoyed,everyone,#annoyed,,,
pt,354380746309369856,354380746309369856,2013-07-08T23:25:28.000Z,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",811281601,Twitter for iPhone,Estas o te ases?😒| #annoyed,everyone,#annoyed,,,
pt,353928554280534019,353928554280534019,2013-07-07T17:28:37.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",470619375,Twitter Web Client,ÉÉÉÉÉéééééé. HOW DO I FIX THIS. #annoyed 😨,everyone,#annoyed,,,
