conversation_id,created_at,reply_settings,text,author_id,source,id,public_metrics,lang,search_query,in_reply_to_user_id,geo,referenced_tweets
664065421033762816,2015-11-10T13:01:48.000Z,everyone,@someuser $10k = vacay. #down,25004005,Twitter for Android,664065421033762816,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#down,45574645,,
663802028771188737,2015-11-09T19:35:11.000Z,everyone,Primeira professora com #Down do país ganha prêmio nacional de educação.| | http://someurl,29234216,Hootsuite,663802028771188737,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#down,,,
663763164253827072,2015-11-09T17:00:45.000Z,everyone,Unidos pelo down forte! 😂 | | #Migs #Down #Sonsos http://someurl,338741457,Instagram,663763164253827072,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",pt,#down,,,
663348787411345408,2015-11-08T13:34:10.000Z,everyone,Olimpo.me #DOWN http://someurl,2788984443,Twitter Web Client,663348787411345408,"{'retweet_count': 2, 'reply_count': 4, 'like_count': 7, 'quote_count': 0}",pt,#down,,,
663346409689776128,2015-11-08T13:24:43.000Z,everyone,RelaxInDubai: obscureEbi: #Perfect #MyDubai #Pic #DubaiMetro #Sunset #Another #Day #Falling #Down #UAE @ Damascus ... http://someurl,3135584223,IFTTT,663346409689776128,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#down,,,
662933591261884416,2015-11-07T10:04:19.000Z,everyone,"#Drag #Me #Down😀 @ Noida, India http://someurl",1927245944,Instagram,662933591261884416,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",pt,#down,,,
662774181457764352,2015-11-06T23:30:53.000Z,everyone,Alunos de #Informática da #Etec Doutor Emílio Hernandez Aguilar criam #aplicativo para crianças com #Down http://someurl,44888495,Hootsuite,662774181457764352,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",pt,#down,,,
662736926751911941,2015-11-06T21:02:51.000Z,everyone,Gravação de hoje. #Televisão #Celebridade #Artista #Inclusão #InclusãoSocial #ProgramaDeTv #SindromeDeDown #Sd #Down http://someurl,56232649,Twitter Web Client,662736926751911941,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#down,,,
662720212307804160,2015-11-06T19:56:26.000Z,everyone,1º professora c/ #Down do BR é exemplo no desenvolvimento de ações educativas  - http://someurl #Inclusão http://someurl,755257554,Twitter Web Client,662720212307804160,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#down,,,
662562419366076416,2015-11-06T09:29:25.000Z,everyone,Inclusão - Professora potiguar com Down recebe prêmio nacional de educação http://someurl #educação #down,348217500,Google,662562419366076416,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#down,,,
662548320569675776,2015-11-06T08:33:23.000Z,everyone,#BomDia #Limoeiro#Agreste #Pernambuco #Nordeste#Brasil #natureza #nascerdosol#amanhecer #down... http://someurl,24132928,Instagram,662548320569675776,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#down,,,
662306013765324800,2015-11-05T16:30:33.000Z,everyone,Primeira professora com Down do país ganha prêmio nacional de educação http://someurl #down #professora #prêmio,111077534,Twitter Web Client,662306013765324800,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",pt,#down,,,
662133702147854336,2015-11-05T05:05:51.000Z,everyone,RelaxInCanada: RelaxInCanada: vedantanator: #Montreal #Montréal | #Architecture #Quebec #public #art  #Canada #down... http://someurl,3168316102,IFTTT,662133702147854336,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#down,,,
661979602076762112,2015-11-04T18:53:30.000Z,everyone,Primeira professora com #Down do país ganha prêmio nacional de #educação: http://someurl,3129865858,Twitter Web Client,661979602076762112,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#down,,{'place_id': '894146230dd1d42d'},
661905195958333441,2015-11-04T13:57:50.000Z,everyone,#Climate #Change #2015: #Coal #Proponents #File #Lawsuits #To #Take #Down Obama’s #Clean... http://someurl http://someurl,1399113342,Facebook,661905195958333441,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,#down,,,
661905164132073472,2015-11-04T13:57:43.000Z,everyone,#Climate #Change #2015: #Coal #Proponents #File #Lawsuits #To #Take #Down Obama’s #Clean... http://someurl,1399113342,Google,661905164132073472,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,#down,,,
661533702472597504,2015-11-03T13:21:40.000Z,everyone,Em breve o lançamento oficial!!!| | #diventurini #down #letsgo http://someurl,79760490,Facebook,661533702472597504,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#down,,,
661486485586186244,2015-11-03T10:14:02.000Z,everyone,#up #nokian9 #2012 #down #iphone6s #2015 @ Pe Faleza http://someurl,200901680,Instagram,661486485586186244,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#down,,"{'coordinates': {'type': 'Point', 'coordinates': [28.03970393, 45.42281133]}, 'place_id': '01992ed058846baa'}",
661390692330115072,2015-11-03T03:56:01.000Z,everyone,@someuser me explica Tbm kkkk #Down,2992717625,Twitter for iPhone,661391355713748994,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",pt,#down,258363704,,"[{'type': 'replied_to', 'id': '661390692330115072'}]"
660919160403283968,2015-11-01T20:39:41.000Z,everyone,#Avicii – #Lay #Me #Down (#Black #Coffee #remix) [PRMD/Positiva... http://someurl RBD RBR REBELDE RECO,330863355,Google,660919160403283968,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#down,,,
660812675744710662,2015-11-01T13:36:33.000Z,everyone,Exercícios de cardio ao som de #DOWN - http://someurl #BeautifullyDepressed Obra Prima do METAL!!!!!!!!!,41945231,Twitter Web Client,660812675744710662,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#down,,,
660698460220489728,2015-11-01T06:02:42.000Z,everyone,Meu porto seguro 💕 #down http://someurl,2920834114,Twitter for iPhone,660698460220489728,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",pt,#down,,,
660599685195939843,2015-10-31T23:30:12.000Z,everyone,Felicidade é ver o sorriso estampado no rosto de Pedro..| #Pai #down,1609258316,Twitter for Android,660599685195939843,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",pt,#down,,"{'coordinates': {'type': 'Point', 'coordinates': [-42.0506851, -22.876181]}, 'place_id': 'd42f80e40fa33567'}",
660524527684841472,2015-10-31T18:31:34.000Z,everyone,Me sinto tão Down!! #Down,36091527,Twitter for Android,660524527684841472,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#down,,{'place_id': 'd13775d10c08f835'},
660104036637646848,2015-10-30T14:40:41.000Z,everyone,Sensex #closes #provisionally #181 #points #down http://someurl,2968346121,Facebook,660104036637646848,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#down,,,
660059796184408065,2015-10-30T11:44:53.000Z,everyone,Mais alguém com problemas com 4g e telefonia da @someuser em #SP ? #vivo #4g #Down,106778185,Twitter for Android,660059796184408065,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#down,,,
659731369568923648,2015-10-29T13:59:50.000Z,everyone,Status do dia:sofrimento #sofrimento #dor #choro #depressao #kellykey #down #sleep #lips http://someurl,181786115,Instagram,659731369568923648,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#down,,,
659686752379080704,2015-10-29T11:02:32.000Z,everyone,"Hoje resolvi fazer uma atividade especifica com Igor, nosso pequeno portador de #Down. Ele apresenta... http://someurl",256271639,Instagram,659686752379080704,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#down,,"{'coordinates': {'type': 'Point', 'coordinates': [-48.0417496, -15.8082589]}, 'place_id': '5722ff20ba67083b'}",
659294858679623681,2015-10-28T09:05:18.000Z,everyone,Bom dia #friends #are #down #black #white #and  #quotestags #quote #nofilter http://someurl,863845914,Twitter for Android,659294858679623681,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#down,,,
659058830194679808,2015-10-27T17:27:24.000Z,everyone,"Ainda bem que há quem faça justiça, fuck corrupção #down",87678848,Twitter Web Client,659058830194679808,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",pt,#down,,,
659058097365897216,2015-10-27T17:24:29.000Z,everyone,Foi de vez? #down ahaha http://someurl,87678848,Twitter Web Client,659058097365897216,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",pt,#down,,,
659038022307094528,2015-10-27T16:04:43.000Z,everyone,Ê Bahia boa! | #bahia #nordeste #amazing #picoftheday #down http://someurl,313435764,Instagram,659038022307094528,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#down,,,
658787114658701312,2015-10-26T23:27:42.000Z,everyone,"Já qé pá tomba , tombei #jaozueras #down #mé @ Diablo Pub http://someurl",158065286,Instagram,658787114658701312,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#down,,"{'coordinates': {'type': 'Point', 'coordinates': [-49.24783232, -16.68381284]}, 'place_id': '23d81de6fe7594cb'}",
658773382780092416,2015-10-26T22:33:08.000Z,everyone,ahhh agora é que foi xD| #down http://someurl,87678848,Twitter Web Client,658773382780092416,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",pt,#down,,,
658697869696745472,2015-10-26T17:33:04.000Z,everyone,Philip Anselmo: Nunca houve um guitarrista como Dimebag http://someurl #Pantera #Down #SuperjointRitual,28278145,dlvr.it,658697869696745472,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",pt,#down,,,
658694052796350464,2015-10-26T17:17:54.000Z,everyone,Uma ótima semana pra você que começou a segunda-feira meio #Down http://someurl,36705448,Facebook,658694052796350464,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#down,,,
658694045041106944,2015-10-26T17:17:52.000Z,everyone,Photo: Uma ótima semana pra você que começou a segunda-feira meio #Down 😂 (em Vila Maria Alta) http://someurl,36705448,Tumblr,658694045041106944,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",pt,#down,,,
658694039739326464,2015-10-26T17:17:51.000Z,everyone,Uma ótima semana pra você que começou a segunda-feira meio #Down 😂 @ Vila Maria Alta http://someurl,36705448,Instagram,658694039739326464,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#down,,"{'coordinates': {'type': 'Point', 'coordinates': [-46.59113066, -23.50470727]}, 'place_id': '68e019afec7d0ba5'}",
658634502743396352,2015-10-26T13:21:16.000Z,everyone,Fiquei ate com medo aaeuhuhsuheuhsuh #down http://someurl,4043935523,Twitter Web Client,658634502743396352,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",pt,#down,,,
658599951480569856,2015-10-26T11:03:59.000Z,everyone,"Saiba quais são os Melhores Discos de 1995 eleitos pelos consultores, que colocaram NOLA, do #Down, no top da lista http://someurl",232671796,Twitter Web Client,658599951480569856,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#down,,,
658214012044206081,2015-10-25T09:30:24.000Z,everyone,Vamos pra mais um dia de curso! #down #PC #curitiba @ Novo Vernon Hotel http://someurl,65389462,Instagram,658214012044206081,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#down,,,
657896666297536514,2015-10-24T12:29:23.000Z,everyone,Conhecimento nunca é demais! #down #PC #curso #muitobom #matandoasaudadedaamiga @ Novo Vernon Hotel http://someurl,65389462,Instagram,657896666297536514,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#down,,,
657713688271523840,2015-10-24T00:22:17.000Z,everyone,Boom naso ! #down http://someurl,1884391207,Twitter for iPhone,657713688271523840,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",pt,#down,,,
657565796994908160,2015-10-23T14:34:37.000Z,everyone,Muito top! Melhor sensação ever!! #airplane #beautiful #down #airport... http://someurl,278209002,Instagram,657565796994908160,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#down,,"{'coordinates': {'type': 'Point', 'coordinates': [-47.13444444, -23.00694444]}, 'place_id': '0933c11f6b472a2b'}",
657304246472318976,2015-10-22T21:15:19.000Z,everyone,Jheksom: Comente minha proposta para a #3ConfJuv: Eu #Down Sou #Legal Sou+Sídrome de Down http://someurl,3158995731,IFTTT,657304246472318976,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#down,,,
656668996834603008,2015-10-21T03:11:03.000Z,everyone,#down #museum #ufpa #art #minimal #minimalistic #minimalism #minimalismo @ Museu Da Ufpa http://someurl,18189873,Instagram,656668996834603008,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#down,,"{'coordinates': {'type': 'Point', 'coordinates': [-48.48314796, -1.45035943]}, 'place_id': 'f3587bc643e7d7b8'}",
656520000702820352,2015-10-20T17:19:00.000Z,everyone,Aí a gente vem resolver problemas e o sistema da prefeitura cai... #EuMereço #PrefeituraDeMaricá #down http://someurl,45231608,Instagram,656520000702820352,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",pt,#down,,,
656483368687632384,2015-10-20T14:53:26.000Z,everyone,http://someurl #Down derrubaram,105613843,Facebook,656483368687632384,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#down,,,
656222426146074624,2015-10-19T21:36:33.000Z,everyone,Amo o horário de verão! #summertime #skyline #down #sunset #aquiésãojosé http://someurl,53676585,Instagram,656222426146074624,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#down,,,
656168218827071488,2015-10-19T18:01:09.000Z,everyone,"http://someurl - Oil #Down 3 #Percent; #Tumbling #Gasoline #Adds to #China, #Iran #Worries",3033440360,Scriptov,656168218827071488,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,#down,,,
656104477620117504,2015-10-19T13:47:51.000Z,everyone,I Carrera Reale Running Cáceres #benéfica #síndrome #down #buenacausa http://someurl,716151985,Instagram,656104477620117504,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#down,,,
655908821475434496,2015-10-19T00:50:23.000Z,everyone,"Não basta termos um bom espírito, o mais importante é aplicá-lo bem. Dwind - Jeri x Tatajuba - Ceará - Br - #down... http://someurl",3439118189,IFTTT,655908821475434496,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#down,,,
655862729715163136,2015-10-18T21:47:14.000Z,everyone,249669 #Sam #Dekker #Throws #Down The #Oop #Off A #Bounce #Pass 00:31... http://someurl RBD RBR REBELDE RECO,330863355,Google,655862729715163136,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#down,,,
655631408795394049,2015-10-18T06:28:03.000Z,everyone,Sexy mama. #hotwife #MILF #DOWN #DOWNWITHIT http://someurl,1170018277,Facebook,655631408795394049,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#down,,,
654800003056054272,2015-10-16T23:04:50.000Z,everyone,@someuser Engraçadona vc Diamante! 😂😂😂 #down,494439808,Twitter for Android,655157479786094593,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",pt,#down,174753252,,"[{'type': 'replied_to', 'id': '655153466017468416'}]"
654867412542758912,2015-10-16T03:52:12.000Z,everyone,LuxuryReport: #Always a #goodtime to #Wine 🍷#Down 👌 #Thursday #Night #Thestruggleisreal #Montreal #Mtl #Yul #514... http://someurl,3168316102,IFTTT,654867412542758912,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#down,,,
654465788695347200,2015-10-15T01:16:18.000Z,everyone,#President #Slows #Troop #Draw #Down #Amid Al Qaedas #Resurgence http://someurl #Qaedas http://someurl,3243097204,meganfoxxl,654465788695347200,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",in,#down,,,
654453752456327168,2015-10-15T00:28:28.000Z,everyone,#President #Slows #Troop #Draw #Down #Amid Al Qaedas #Resurgence| http://someurl| #Qaedas http://someurl,2994053057,NewsVideos,654453752456327168,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",in,#down,,,
654279096176775168,2015-10-14T12:54:27.000Z,everyone,#Casadaptada: PAIS ESCREVEM #MÚSICA PARA FILHA COM SÍNDROME DE #DOWN http://someurl #01carousel #01destaque,2614026512,Google,654279096176775168,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#down,,,
654069143868719105,2015-10-13T23:00:10.000Z,everyone,Pacha! #ibiza #ibizacalm #chilloutzone #down #by #the #harbour by terrycmfc http://someurl http://someurl,2789459164,IFTTT,654069143868719105,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#down,,,
653753715803996160,2015-10-13T02:06:46.000Z,everyone,#DOWN Visual - @someuser [Dir. @someuser ] 🆕| | Via @someuser| | http://someurl,1133280504,Twitter for iPhone,653753715803996160,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",pt,#down,,,
653404430784692224,2015-10-12T02:58:50.000Z,everyone,#DOWN visual http://someurl,1133280504,Twitter for iPhone,653404430784692224,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#down,,,"[{'type': 'quoted', 'id': '653395663447851009'}]"
653222731744415744,2015-10-11T14:56:50.000Z,everyone,Gd nitezzz~ #pet #cat #ill #sick #sleep #tired #down #backhome #hope #well 😿💉💊🍀❤️ http://someurl,301887900,Instagram,653222731744415744,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",pt,#down,,,
653179917425856512,2015-10-11T12:06:42.000Z,everyone,Jovens com Down atendem e comandam hotel http://someurl #jovens #down #hotel #notíciaboa http://someurl,329857969,Twitter Web Client,653179917425856512,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",pt,#down,,,
653082414533750785,2015-10-11T05:39:15.000Z,everyone,#DOWN VISUAL http://someurl,1133280504,Twitter for iPhone,653082414533750785,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#down,,,
653041310295830529,2015-10-11T02:55:55.000Z,everyone,jaiofrt: #Beautifl #Legal age #Teenager #Alyssa #Branch has #Took #Down http://someurl,3158995731,IFTTT,653041310295830529,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#down,,,
653035623792648192,2015-10-11T02:33:20.000Z,everyone,"Pessoas sem propósitos, sonhos, expectativas e sem compromisso eu queroooo todos ... bem longe de bem ! #sotelevam #prabaixo #down",284108703,Twitter for Android,653035623792648192,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#down,,,
652833415683829760,2015-10-10T13:09:50.000Z,everyone,Tô viciada nessa música #Down do @someuser,447633239,Twitter Web Client,652833415683829760,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#down,,,
652681574010482688,2015-10-10T03:06:28.000Z,everyone,#down #museum #museu #piso #patrimonio #historia #ufpa #art #artnoveau #belleepoque @ Museu Da Ufpa http://someurl,18189873,Instagram,652681574010482688,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#down,,"{'coordinates': {'type': 'Point', 'coordinates': [-48.48314796, -1.45035943]}, 'place_id': 'f3587bc643e7d7b8'}",
652646889737834496,2015-10-10T00:48:38.000Z,everyone,Exatamente 😐 #good #night #friday #down #but #in #hope 🙏🏻 http://someurl,53257348,Instagram,652646889737834496,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#down,,,
652619092021649408,2015-10-09T23:01:23.000Z,everyone,@someuser @someuser e que... bff ribadeo #down ai mama que noxo!,2264755620,Twitter for Android,652619897239924736,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#down,3427101046,,"[{'type': 'replied_to', 'id': '652619330283307008'}]"
652572199950401536,2015-10-09T19:51:51.000Z,everyone,Nada carrega no meu #GoogleDrive. Só fica no loading... loading.. loading... #Fail #GoogleDriveDown #Down,14936498,Twitter Web Client,652572199950401536,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#down,,,
652437664411557888,2015-10-09T10:57:15.000Z,everyone,Presentazione #gnpd2015 del Centro #Down di #Cagliari associato al @someuser sabato 10 h11 in Municipio http://someurl #cagliari,78311816,TweetDeck,652437664411557888,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",it,#down,,,
652183386434457600,2015-10-08T18:06:50.000Z,everyone,Hoje a @someuser resolveu boicotar o acesso a sites fora do Brasil. #Complicado #Down #Fail,763526730,Twitter for Android,652183386434457600,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",pt,#down,,,
652096903983800320,2015-10-08T12:23:11.000Z,everyone,Crianças com Down são tema de exposição em Teresina.| http://someurl #down #sindromededown #children,196756242,Twitter Web Client,652096903983800320,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#down,,,
651563056711909376,2015-10-07T01:01:52.000Z,everyone,Um desânimo se aproxima devagar e me faz ter medo de um certo amanhã desconhecido ( | #down #nto... http://someurl,57499716,Instagram,651563056711909376,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#down,,,
650958725965029376,2015-10-05T09:00:29.000Z,everyone,Tia Kotinha cantando o que sou sem Jesus| |  #sindromededown  #down #cromossomosdoamor... http://someurl,88534493,Instagram,650958725965029376,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#down,,,
650677274493218817,2015-10-04T14:22:05.000Z,everyone,"#drone #morning #heaven is #shining #down #super #high @ Tempe, Arizona http://someurl",466558495,Instagram,650677274493218817,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#down,,,
650260799894757376,2015-10-03T10:47:10.000Z,everyone,Sembra che #Telegram sia #down :(,64697966,Twitter Web Client,650260799894757376,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",it,#down,,,
649750130296532992,2015-10-02T00:57:57.000Z,everyone,RelaxInMiami: RelaxInFlorida: RelaxInSoBe: DroneCorner: #dania #floridakeys #floridaliving #floridastate #miami #miamibeach #downtown #down...,3122846591,IFTTT,649750130296532992,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#down,,,
649729238711566336,2015-10-01T23:34:56.000Z,everyone,"Tantos beats mortos, tantos propz, respeito a duplicar e o meu cota Jefte bué away ... #Down",154644227,Twitter for Windows Phone,649729238711566336,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#down,,,
649373843778310144,2015-10-01T00:02:43.000Z,everyone,Odeio casal que tem uma briguinha e muda o status para solteiros. Eu brigo com os meus pais e não mudo meu status para órfão.... | #down,3703285221,Twitter for Android,649373843778310144,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#down,,,
649322460576399360,2015-09-30T20:38:33.000Z,everyone,Lemonade ☀️🔥😎#cool #cooling #down #miami #miamibeach #southbeach #usa #america #unitedstates... http://someurl,55094681,Instagram,649322460576399360,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#down,,"{'coordinates': {'type': 'Point', 'coordinates': [-80.13067939, 25.79084738]}, 'place_id': '0121b92345f0e2b4'}",
649291694974836736,2015-09-30T18:36:17.000Z,everyone,RT #WallStreet à quel moment ? #up ou #down ? #dsk @someuser  http://someurl,471330976,Twitter for iPhone,649291694974836736,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",fr,#down,,,"[{'type': 'quoted', 'id': '649291200911048705'}]"
649257909419941888,2015-09-30T16:22:02.000Z,everyone,"#IniciativaXove fai posible o proxecto O meu mundo en fotos, organizado por #Down Galicia http://someurl",547764804,Twitter Web Client,649257909419941888,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",pt,#down,,,
648845733072928768,2015-09-29T13:04:12.000Z,everyone,"Porque que no pc da faculdade não pode entrar no Facebook, YouTube, mas pode entrar no Twitter.| #Twitteréredesocial #Down",2768252228,Twitter Web Client,648845733072928768,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#down,,,
648811611982065664,2015-09-29T10:48:37.000Z,everyone,Festival #down #burgos http://someurl #arte #discapacidad,2832197243,TweetDeck,648811611982065664,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#down,,,
648633880006803456,2015-09-28T23:02:22.000Z,everyone,"Facebook, WhatsApp e Instagram caídos #geek #down http://someurl",173929225,iOS,648633880006803456,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#down,,,
648589835775557632,2015-09-28T20:07:21.000Z,everyone,Tú como Facebook #Down,2539123411,Twitter for Android,648589835775557632,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",es,#down,,{'place_id': '088bd1671a2e601a'},
648588693209526272,2015-09-28T20:02:49.000Z,everyone,#Facebook è ancora #down e sa solo dire #sorry http://someurl http://someurl,2547668694,Twitter Web Client,648588693209526272,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",it,#down,,,
648584448120881152,2015-09-28T19:45:57.000Z,everyone,Se #facebook è ancora #down seguiteci allora anche su Google+ #facebookdown  http://someurl http://someurl,162002854,TweetDeck,648584448120881152,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",it,#down,,,
648583994309783552,2015-09-28T19:44:09.000Z,everyone,Se #facebook è ancora #down seguiteci allora anche su Google+ #facebookdown http://someurl,162002854,TweetDeck,648583994309783552,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",it,#down,,,
648578950646624256,2015-09-28T19:24:06.000Z,everyone,Facebook com erro. Erro ne deploy ou invasão? #Facebook #Down http://someurl,15395895,Twitter Web Client,648578950646624256,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",pt,#down,,{'place_id': '1b107df3ccc0aaa1'},
648577795283677184,2015-09-28T19:19:31.000Z,everyone,#Facebook #down #service| Facebook sigue caído!,18879984,Tweetbot for Mac,648577795283677184,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",pt,#down,,,
