source,text,reply_settings,lang,conversation_id,id,author_id,created_at,public_metrics,search_query,geo,in_reply_to_user_id,referenced_tweets
Instagram,每天一直在質疑自己| 我在做的到底是不是我想要的...| | 然後最近修養很差| 不過如果我不喜歡噁肥宅也礙到你的話我也無話可說了...—  。—| | #depressed http://someurl,everyone,zh,407791419676700672,407791419676700672,1954622984,2013-12-03T08:40:25.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,,
Twitter Web Client,好壞喔天氣那麼好都自己去郊遊自己去吃好吃的冰淇淋都不帶我去，只能在家啃書。 #depressed,everyone,zh,405239614245330944,405239614245330944,112977133,2013-11-26T07:40:27.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,,
Twitter for BlackBerry®,好像真的沒有什麼事情是可以神準預料的，像是今天大考卻生理期第一天、有把握的小考分數卻一蹋糊塗／很多事情說不在意都是騙自己也騙別人啦！#depressed #exhausted,everyone,zh,397033496759111681,397033496759111681,112977133,2013-11-03T16:12:16.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",#depressed,,,
Instagram,為什麼脆弱時候，想你更多 #depressed #cynthiakuang http://someurl,everyone,zh,392542821993160704,392542821993160704,140882564,2013-10-22T06:47:56.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",#depressed,,,
Instagram,别人都说事情已成事实，我也改变不了什么。难道就真的挽回不了了吗？#why #whatshouldido #depressed #gloomy #gotfilter #doubletap http://someurl,everyone,zh,382009978842017792,382009978842017792,147950105,2013-09-23T05:14:11.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,,
Twitter for iPhone,三十八 to 零 我很不高兴 #Depressed,everyone,zh,381865085943414784,381865085943414784,428710555,2013-09-22T19:38:25.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",#depressed,,,
Instagram,今天謝謝妳們聽我說。 #upset #depressed #thank #you #friends #sis http://someurl,everyone,zh,381784948514258944,381784948514258944,276862466,2013-09-22T14:19:59.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,,
Twitter for Android,"放下一切,立地美里。多想这样。#无奈 #depressed",everyone,zh,379917989593628672,379917989593628672,96547617,2013-09-17T10:41:21.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,,
Spotify,Mon coup de ♥ du moment. #depressed ♫ 林俊傑 http://someurl #NowPlaying,everyone,zh,377158491888443392,377158491888443392,174640735,2013-09-09T19:56:06.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,,
Instagram,心情有點沮喪......| #Depressed http://someurl,everyone,zh,363395667999617024,363395667999617024,819224436,2013-08-02T20:27:33.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,,
Instagram,憂鬱的獅子。 #depressed #lion #locksrceen http://someurl,everyone,zh,356416710284288002,356416710284288002,156053367,2013-07-14T14:15:40.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,,
Instagram,已經是放暑假的心態了可是明後天還得實習，新個案的藥好多舊個案的藥也多了好多，什麼時候腦袋才能完全放鬆...明明剩兩天怎麼又突然開始煩躁，吳冠瑩能不能再加油一點 #still #depressed #not... http://someurl,everyone,zh,349879157779472385,349879157779472385,276862466,2013-06-26T13:17:46.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",#depressed,,,
Instagram,I think this is ＂小强＂的杰作。。。| #theresaholeonmyshirt| #sad #depressed #outraged #furious #funny http://someurl,everyone,zh,349803478530539520,349803478530539520,391948224,2013-06-26T08:17:02.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#depressed,,,
Instagram,"Todays view,6:30 pm 💘 #latepost #11:00pm #now #depressed #day 🔫 no #job 工作嗚！：（ http://someurl",everyone,zh,345194703744020482,345194703744020482,100927057,2013-06-13T15:03:25.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,,
Instagram,突然間好低落......因為某某人講咗D令我依家好失望嘅事......唉...... #down #upset #depressed #sad #someone #somebody #thing #suddenly #very... http://someurl,everyone,zh,319041958121189376,319041958121189376,383689265,2013-04-02T11:01:44.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,,
Tweetbot for iOS,Just wanna say 我爱你....  #depressed,everyone,zh,306807900301570048,306807900301570048,84547878,2013-02-27T16:47:58.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,,
Instagram,"_06012013_-世界上,唯獨騙不了的,是自己的心...它總在你最沒提防時,暴露你的歡喜憂愁...#cantcheat##isownheart##reveal##happy##depressed# http://someurl",everyone,zh,287927083005534208,287927083005534208,213730474,2013-01-06T14:22:20.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,,
Twitter Web Client,：夫妻本是同林鸟，大难临头各自飞。 #depressed,everyone,zh,277355574973329408,277355574973329408,634583344,2012-12-08T10:14:56.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,,
Instagram,我已經就食哂點解心情仲咁差??? #depressed #upset #cookie #dark #chocolate #softbaked #brownie http://someurl,everyone,zh,275303658550358016,275303658550358016,206206406,2012-12-02T18:21:21.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,,
Instagram,總在最絕望的時候看見希望。老天似乎就在提示我，要我別放棄。 #depressed #note #rainbow #hope #livemylife #instamood #instagram #instadaily http://someurl,everyone,zh,274918150112415744,274918150112415744,152934688,2012-12-01T16:49:29.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,,
Instagram,I hate this ! #missher #depressed  @ 信宗饭店 http://someurl,everyone,zh,268850614979686404,268850614979686404,578486738,2012-11-14T22:59:16.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,"{'coordinates': {'type': 'Point', 'coordinates': [120.28959, 22.63562]}}",,
Instagram,但我無法阻止自己去預測，沒有人明白這種痛苦的恐懼。 #hkig #hkiger #instamood #depressed #frustrated #helpless #hopeless #stress #press http://someurl,everyone,zh,260765209881358336,260765209881358336,39762363,2012-10-23T15:30:45.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,,
Twitter for iPhone,烦到你了...对不起...不想勉强你| #night #depressed #tired #waytk?,everyone,zh,260402329491210240,260402329491210240,266545034,2012-10-22T15:28:48.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,,
Twitter for iPhone,焦躁〜求哭求解脱〜 #depressed,everyone,zh,255735428290850819,255735428290850819,748509883,2012-10-09T18:24:12.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,"{'place_id': '01fbe706f872cb32', 'coordinates': {'type': 'Point', 'coordinates': [-77.04305191, 38.89783297]}}",,
Twitter Web Client,飢渴地想找一本書把自己淹進去，別人的故事比總自己的好聽多了 #Depressed,everyone,zh,240837923434557440,240837923434557440,442739119,2012-08-29T15:46:50.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,,
Twitter for Android,#DEPRESSED 的怕热神色的,everyone,zh,239568578087624704,239568578087624704,614143107,2012-08-26T03:42:54.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,,
Instagram,被抛弃的女孩.. #depressed #empty #sad #lonely  http://someurl,everyone,zh,232862643503890432,232862643503890432,140882564,2012-08-07T15:35:55.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,,
Twitter Web Client,想换别工作......#depressed,everyone,zh,215623622952353793,215623622952353793,192095677,2012-06-21T01:54:12.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,,
Instagram,最近完全不在狀態。我跌到谷底了沒有？什麼時候才會彈回來？ #hk #hongkong #hkig #girl #me #sad #depressed http://someurl,everyone,zh,208188564805140480,208188564805140480,130783981,2012-05-31T13:29:56.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,,
Twitter for iPhone,显辉又肥了. #depressed,everyone,zh,199831356476366848,199831356476366848,548295581,2012-05-08T12:01:22.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,,
Twitter for iPhone,"This is the second time Wang Zhe failed my papers. First, 作文. Second, 公务电邮. #Depressed",everyone,zh,195164613304795136,195164613304795136,158658378,2012-04-25T14:57:24.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,,
Twitter for BlackBerry®,我很累了。。爸爸和妈妈天天生气。。太多供桌。。怎么办啊？！#depressed,everyone,zh,174092232004075520,174092232004075520,111534090,2012-02-27T11:23:17.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,,
Echofon,waaaa... #foreveralone ... /: #depressed.  RT @someuser 【最没恋爱天份的星座女】 冠军（处女座）、亚军（摩羯座）、季军（射手座）,everyone,zh,170002845351940097,170002845351940097,140362264,2012-02-16T04:33:31.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,,
Twitter Web Client,双子座~自我都很强| 恋爱幸福指数30%| #depressed :(((,everyone,zh,134552654528524288,134552654528524288,152390619,2011-11-10T08:47:07.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,,
Twitter for iPhone,今次慘死了！數學總是有些不明白~老師又認定我數學差！不行，我定要給她看看我的實力！今日還要在班上不斷地叫我出去做數...我覺得好大壓力！ #depressed 但是明天的test我一定會做到最好的！,everyone,zh,120778442781360128,120778442781360128,271803745,2011-10-03T08:33:19.000Z,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",#depressed,,,
Twitter for iPhone,@someuser 算喇，我死你都未死喇 #depressed,everyone,zh,108432115619729408,108432426505744384,32432584,2011-08-30T06:54:39.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,309444824,"[{'type': 'replied_to', 'id': '108432115619729408'}]"
Twitter Web Client,"@someuser didnt bring home the bacon, i want my 孙卡普里意大利餐 #sodisappointed #depressed",everyone,zh,70099006486876160,70099006486876160,277281562,2011-05-16T12:11:20.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#depressed,,120130025,
