lang,created_at,public_metrics,reply_settings,text,id,author_id,conversation_id,source,search_query,geo,in_reply_to_user_id,referenced_tweets
tl,2014-11-14T12:24:39.000Z,"{'retweet_count': 0, 'reply_count': 3, 'like_count': 1, 'quote_count': 0}",everyone,Pag ba muted yung tao di na lilitaw sa timeline ko yung pinag-pepeyborit nila?  #Annoyed 😑,533234051399041024,483093179,533234051399041024,Twitter for iPhone,#annoyed,"{'place_id': 'e44e7dc5a2e1c3f1', 'coordinates': {'type': 'Point', 'coordinates': [-84.2007285, 9.9327775]}}",,
tl,2014-11-14T05:10:23.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,@someuser pathetic choke up near WEH metro! #annoyed,533124762499694592,135259002,533124762499694592,Twitter for Android,#annoyed,,1389693252,
tl,2014-11-13T09:06:32.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,Grabe! Ankapal mo girl. Wag kang ambisyosa. Wala ka namang pera. Di mo nga mabayaran mga utang mo. -.- #Annoyed!,532821804843548672,58671069,532821804843548672,Mobile Web (M2),#annoyed,,,
tl,2014-11-12T17:58:40.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,yhoo Thixo Akonto indidika njengo Phaka worse ndingaphekanga #annoyed,532593333710118912,2294837614,532593333710118912,Mobile Web (M2),#annoyed,,,
tl,2014-11-12T13:43:47.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",everyone,Yung taong parang nagcacatwalk sa hallway napakaingay ng paglalakad. #annoyed #dormlife 😞😡,532529191124598784,173392451,532529191124598784,Twitter for Android Tablets,#annoyed,,,
tl,2014-11-12T13:43:42.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"yung taong., | ilang months lang naman naging kayo, pero ilang taon na ang nakalipas patay na patay parin sayo..| #tangaNiyaSobra| #annoyed",532529169914028033,2305945982,532529169914028033,Twitter Web Client,#annoyed,,,
tl,2014-11-12T13:27:00.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,#ok #hashtag #annoyed #colds lahat na i-hash tag la magawa eh. 👃😷,532524964469956609,1122182402,532524964469956609,Twitter for Windows Phone,#annoyed,,,
tl,2014-11-12T13:24:55.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,Sana may magic spell na pedeng mag disappear tong colds ko. 😈 Hirap eh. #annoyed,532524440504893440,1122182402,532524440504893440,Twitter for Windows Phone,#annoyed,,,
tl,2014-11-12T13:14:02.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,borre ba bangwe ba ka lapisa waitse..#annoyed,532521701956124672,92243008,532521701956124672,Twitter Web Client,#annoyed,,,
tl,2014-11-12T09:30:43.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,Nakakainis lang yung isa dito na wagas manuod ng mga palabas or anime tapos di naman niya naiintindihan. tsss.  #Annoyed,532465505311797248,2785971770,532465505311797248,Twitter for Android,#annoyed,,,
tl,2014-11-12T03:37:42.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,Sino bang may gusto ng tinititigan ka.. #annoyed,532376665452584961,343156747,532376665452584961,Twitter for Android,#annoyed,,,
tl,2014-11-12T00:01:10.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"Ako na ang mawawalan,kayo na meron.| #annoyed",532322169871552513,2658959258,532322169871552513,Twitter for Android,#annoyed,,,
tl,2014-11-11T17:22:33.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,@someuser #annoyed #BBHotshots kikikikikiki Cant wait for Macky to take action,532221856817111040,718616177,532221167302893568,Twitter for BlackBerry®,#annoyed,,558275334,"[{'type': 'replied_to', 'id': '532221167302893568'}]"
tl,2014-11-11T08:47:56.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,Pag maglalaba ng damit ng baby dapat s AM para maarawan ng matagal siguradong PATAY ang bacteria. Di ko cnabing maglaba k now. #annoyed,532092348109303808,101196987,532092348109303808,Twitter for iPad,#annoyed,,,
tl,2014-11-11T06:40:17.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"erggh .... napa kc pets2 aq ni oii .. xhabis2 notification aq -,- #annoyed",532060225038073856,472693816,532060225038073856,Twitter Web Client,#annoyed,,,
tl,2014-11-11T02:47:19.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"Sabi nila, sa buhay kailangan puro pasensya kaso madalas na minsan nakakairita talaga. #annoyed",532001597010624512,134990185,532001597010624512,Twitter for iPhone,#annoyed,,,
tl,2014-11-10T11:02:50.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,Pakiexplain nga po. #traffic #annoyed http://someurl,531763911964766208,269230516,531763911964766208,Instagram,#annoyed,,,
tl,2014-11-10T10:15:10.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"Angels and Demons daw  ang latest niya nabasa, like seriously? Latest pa na? Nga dugay naman kaayo na nga libro >.< #Annoyed",531751912320688128,420141434,531751912320688128,Twitter for Android,#annoyed,,,
tl,2014-11-09T13:36:32.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,Hasula bitaw anang mga tao di mu reply pero kung naay kailangan mas paspas pas kidlat #Annoyed 😑,531440201134919680,150642658,531440201134919680,Twitter for Android,#annoyed,,,
tl,2014-11-09T11:26:44.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"Bago ka mang husga, siguraduhin mong perpekto ka...!! | #annoyed #haistttt",531407538047053825,2837786310,531407538047053825,Twitter for iPad,#annoyed,,,
tl,2014-11-09T08:45:35.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,nkakairita..bkit ba ngtxt pa sya kng d naman ya tatapusin ung sinimulan nyang txt...bwesit....| #annoyed | #assuming,531366980905734144,2893807526,531366980905734144,Twitter for Android,#annoyed,,,
tl,2014-11-08T12:07:58.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",everyone,ung feeling na like ka ng like ng post Nya tapos Hindi Nya linalike ung post MO| #annoyed #LikeToIfRelate,531055524435873793,2893686488,531055524435873793,Twitter for iPhone,#annoyed,,,
tl,2014-11-07T15:13:00.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,ayoko talaga sa ugali nya pramisssss!!! nakakainis naaaa!!! sana tumahimik ka kahit MINSAN lang pleaseee #pissed #annoyed,530739704333737984,199924854,530739704333737984,Twitter for iPhone,#annoyed,"{'place_id': '01cf094a554e5069', 'coordinates': {'type': 'Point', 'coordinates': [120.97324045, 14.45721477]}}",,
tl,2014-11-07T13:07:50.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",everyone,"hahahaha, ahay sabar bosskuh... RT @someuser Komentator taeee... #annoyed",530708204129648640,145863617,530708204129648640,Dabr,#annoyed,,,
tl,2014-11-07T04:08:07.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,Halos everyday na ako nakakatanggap ng scam. Ano ba ito @someuser #annoyed Globe Postpai... http://someurl,530572380997832705,29613892,530572380997832705,Everypost,#annoyed,"{'coordinates': {'type': 'Point', 'coordinates': [0.0, 0.0]}}",,
tl,2014-11-07T02:00:37.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",everyone,Ung paimportante ung pirma! #annoyed,530540294195138560,144791010,530540294195138560,Mobile Web (M2),#annoyed,,,
tl,2014-11-06T13:55:02.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,grabeh jud ning kabit ba :3 | | #annoyed,530357692897189888,1892460578,530357692897189888,Facebook,#annoyed,,,
tl,2014-11-05T13:29:20.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",everyone,Sana talaga mabagsakan ng weights mga paa nitong guys na hindi nakashoes sa gym. Kaya naman nakakalimutan din leg day e #annoyed,529988839767437313,42840704,529988839767437313,Twitter for iPhone,#annoyed,,,
tl,2014-11-05T11:27:40.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,Kung maka status sa facebook matsa habakae na ru timeline ah. #annoyed 😒,529958222140956672,173058243,529958222140956672,Twitter for iPhone,#annoyed,,,
tl,2014-11-05T09:29:37.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",everyone,Will stay up late later.. 😫 putik kasi bat mo pinakielaman project ko. Ugh. #annoyed,529928513722138624,513986124,529928513722138624,Twitter for iPhone,#annoyed,,,
tl,2014-11-05T07:48:37.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,seriously #globeph. bakit mas mabilis pa ung free fb niyo kesa kapag naka data promo? #annoyed,529903096214728705,152341294,529903096214728705,Twitter for Windows Phone,#annoyed,,,
tl,2014-11-05T04:49:37.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",everyone,"Dear Kuya, mura lang po ang cellphone. gusto pautangan pa kita para may pamibili ka?| Sincerely Me. #annoyed",529858048429264897,200757072,529858048429264897,Twitter Web Client,#annoyed,,,
tl,2014-11-05T02:22:53.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,Ew | Bye #annoyed,529821121357828096,1380675234,529821121357828096,Twitter for iPhone,#annoyed,,,
tl,2014-11-04T04:58:18.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",everyone,Ang korni mo. Etong kutsilyo. Pakilaslas na lang wrist mo. #annoyed,529497844726509568,239357989,529497844726509568,Twitter for Android,#annoyed,,,
tl,2014-11-04T02:17:47.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,samokas agaw cgeg pang link sa iyang instaa :( #annoyed,529457449330171904,480826570,529457449330171904,Twitter Web Client,#annoyed,,,
tl,2014-11-03T16:02:13.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",everyone,Di na makatulog #annoyed,529302536260304898,406883472,529302536260304898,Twitter for iPhone,#annoyed,,,
tl,2014-11-03T07:00:54.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,yung totoo ? anung ginawa nyo sa sementeryo ? nag.Silpe ? :D| #annoyed,529166312468013056,1609770553,529166312468013056,Twitter Web Client,#annoyed,,,
tl,2014-11-03T00:29:41.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",everyone,"Finally magagawa na yun car. Sa bumasag ng driver seat window, karmahin ka sana. Sayo na yang cellphone! #Annoyed",529067859352096768,46307697,529067859352096768,Twitter for Android,#annoyed,,,
tl,2014-11-02T23:38:10.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,Ubuthongo abukho and am working kusasa #Annoyed,529054891738927106,367972236,529054891738927106,Twitter for BlackBerry®,#annoyed,"{'place_id': 'dd9c0d7d7e07eb49', 'coordinates': {'type': 'Point', 'coordinates': [32.24939, -28.06858]}}",,
tl,2014-11-02T15:40:53.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,Nkita lang kita buong araw ko sira nah| Khit ba wla ka nmang ginagawa o sinasabi| Basta kumulo dugo ko sayo #annoyed,528934780641898497,2870864323,528934780641898497,Twitter for iPad,#annoyed,,,
tl,2014-11-02T09:16:51.000Z,"{'retweet_count': 9, 'reply_count': 1, 'like_count': 5, 'quote_count': 0}",everyone,@someuser KathNiel and JaDine: Battle of the Halloween costumes.. http://someurl - pwede ba tantanan na! #Annoyed 😡,528838137309454336,145941522,528838137309454336,TweetCaster for Android,#annoyed,,,
tl,2014-11-02T06:08:34.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"Attention seeker. Ok na, napansin na kita..   -____- #Annoyed",528790752034185216,289223454,528790752034185216,Twitter Web Client,#annoyed,,,
tl,2014-11-01T13:31:43.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,:( Sfine. @someuser Uyahhala @someuser Ngicela ungphathele. @someuser NXAH bitting your tongue whilst eating. #Annoyed,528539888485154816,317960131,528539888485154816,Twitter for Android Tablets,#annoyed,,,
tl,2014-11-01T13:29:23.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,Uyahhala @someuser Ngicela ungphathele. @someuser NXAH bitting your tongue whilst eating. #Annoyed,528539300435357696,586749310,528539300435357696,Twitter for Android Tablets,#annoyed,,,
tl,2014-11-01T12:33:11.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,Feeling ko New Year na dito kasi yung mga KAPITBAHAY KO NAGPAPAPUTOK AT NAGDI-DISCO. Ang iingay!!!| #Undas2014 #Annoyed #Bwiset,528525158311395328,627187420,528525158311395328,Twitter Web Client,#annoyed,,,
tl,2014-10-31T14:27:21.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",everyone,Ang daming spoiler sa twd experience nila sa east #annoyed 😑👊,528191498261516289,1184474628,528191498261516289,Twitter for iPhone,#annoyed,,,
tl,2014-10-31T14:20:04.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"Pornstar kanalg to day para hapos kg dasig kwarta. Sagay reklamo daw yudiputa ka, himakas! #annoyed",528189667447816193,71530809,528189667447816193,Twitter for Android,#annoyed,"{'place_id': '01cf13da183ad9ec', 'coordinates': {'type': 'Point', 'coordinates': [122.3862079, 10.7815362]}}",,
tl,2014-10-31T11:49:41.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,from 50 kilos to 65 kilos asa ang hustisya sembreak??| | #annoyed,528151821382987776,198769456,528151821382987776,Facebook,#annoyed,,,
tl,2014-10-30T14:32:25.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",everyone,Yung mga taong sunod sunod upload sa instagram. Ay ano? Album? Sayang no di malagyan album title? Litsi. 😡😡😡 #annoyed,527830385330106369,2206830932,527830385330106369,Twitter for iPad,#annoyed,,,
tl,2014-10-30T12:52:06.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",everyone,Bwiset. #Annoyed,527805142620332032,1062621588,527805142620332032,Twitter Web Client,#annoyed,,,
tl,2014-10-30T09:29:57.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"Hala ka sabaan baya ani nila oy. Sig shagit. Tangina, guys! Labaaaaaas! #annoyed #pissed 😡😡😡",527754269449912320,323203768,527754269449912320,Twitter for Android,#annoyed,,,
tl,2014-10-29T23:55:48.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,Wala din namang nangyayari. #annoyed,527609777711357953,334775366,527609777711357953,Twitter for Android,#annoyed,,,
tl,2014-10-29T22:59:27.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"Yung totoo? Halos everyday na talaga to. @someuser #annoyed ireport man yung isang number, ibang no. naman gamit http://someurl",527595598690521090,334775366,527595598690521090,Twitter for Android,#annoyed,,,
tl,2014-10-29T15:29:24.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,Artista ka? Osige i-push mo yan at ng mai-push kita sa hagdan.| #annoyed,527482339857666048,223100321,527482339857666048,Twitter Web Client,#annoyed,,,
tl,2014-10-29T15:11:30.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",everyone,Bagal ng Globe! Sarap tulugan! #annoyed,527477833032282112,84523537,527477833032282112,Facebook,#annoyed,,,
tl,2014-10-29T12:21:24.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",everyone,Pumapayat daw aq..i was like..ikw kya ma stress tgnan q lng kng dka ppyat -_______- #stressed #annoyed,527435029366833153,364655665,527435029366833153,Twitter for Android,#annoyed,,,
tl,2014-10-29T09:10:45.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,Wala na naman akong ginawa! :3 ##annoyed,527387046914965505,481001939,527387046914965505,Twitter for Android,#annoyed,,,
tl,2014-10-28T11:02:18.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"Kung sakto gnahmu mo, wla my gsapak cmu.| | Gamay2 nga sala, inoras kg inadlaw ang akig cmu.| | #annoyed| #kdie| #-_-",527052735586521089,1391996216,527052735586521089,Facebook,#annoyed,,,
tl,2014-10-28T04:43:36.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,Napakatagal naman irelease yung coe na yan!  2 weeks??? Anong klaseng hr ka! #Annoyed,526957431125852160,113783310,526957431125852160,Twitter for iPhone,#annoyed,,,
tl,2014-10-28T03:04:30.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,hindi ba alam ng nanay ni Laude kung gaano katagal ang hustisya sa Pinas?? gusto sya lang ang prioritize. Sheesh. #annoyed,526932490225598466,57969265,526932490225598466,Twitter for Windows Phone,#annoyed,,,
tl,2014-10-28T02:44:57.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 6, 'quote_count': 0}",everyone,"Wala ka nang pake ano man ang gawin ko sa buhay ko, never nga kitang pina kialaman ikaw pa kaya #annoyed",526927572282507265,1097915628,526927572282507265,Twitter Web Client,#annoyed,,,
tl,2014-10-27T15:59:57.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",everyone,huwag niyo nalang akong imention sa mga comment nio guys✋..basta nasabi ko na yung gusto kong sabihin at wag ng pahabain pa.. #annoyed 😏,526765252487446528,87689196,526765252487446528,Twitter for iPhone,#annoyed,,,
tl,2014-10-27T00:20:10.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,Gurl bye. #annoyed,526528747256942593,321785372,526528747256942593,Twitter for Android,#annoyed,,,
tl,2014-10-26T12:40:52.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"Nd ka ya mag kwan, pahimos tka krun! #annoyed",526352762225709058,128443987,526352762225709058,Twitter for Windows Phone,#annoyed,,,
tl,2014-10-25T22:10:24.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,Eish! hao hlolwa kedi drinks Tlogela ones!!! #Annoyed,526133701273731073,606675909,526133701273731073,Twitter for BlackBerry®,#annoyed,,,
tl,2014-10-25T20:24:18.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,Nakakainis! Kelangan ko pa sya i-fully reset bago mkapag-open . | I hate THiS !!! .| | #annoyed,526106999910449152,560288969,526106999910449152,Facebook,#annoyed,,,
tl,2014-10-25T15:18:24.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,tama na pagpapanggap :) tulog na .. goodnight :)| | #yourshades #yourface #annoyed — reading Your mind,526030021211615233,142203931,526030021211615233,Facebook,#annoyed,,,
tl,2014-10-25T05:35:23.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,Nakakatamad kumausap ng non-sense na tao. -___- #annoyed,525883300317888512,459910710,525883300317888512,Twitter for Android,#annoyed,,,
tl,2014-10-24T15:29:23.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"ni hindi mapansin kung anong nag babago?| putek.| sige maging manhid ka, lalandi ako peste 😡| | #annoyed",525670394804441088,2621838374,525670394804441088,Twitter for iPhone,#annoyed,,,
tl,2014-10-24T14:25:45.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,Kung di kasi kaya wag na. Kesa ung ganun pa. Nakakahiya ka promise -_- #Annoyed,525654382314930176,2177983584,525654382314930176,Twitter for iPhone,#annoyed,,,
tl,2014-10-24T04:27:49.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,Sige..Lakas pa ang iyak! #annoyed I want my peace and quiet! #Attitude 😤,525503907548516352,123706784,525503907548516352,Twitter for Android,#annoyed,,,
tl,2014-10-23T12:02:44.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"Next time na may sasabihin ka about saken, SAKIN mo sabihin ha?? may msg button sa account ko. THANK YOU dear. :) #annoyed",525256004368216065,2524210758,525256004368216065,Twitter for iPhone,#annoyed,,,
tl,2014-10-23T11:47:54.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,Chase Bank jamani!!!!mtanipigia simu mwishowe....#Annoyed,525252269106016257,1663001190,525252269106016257,Mobile Web (M2),#annoyed,,,
tl,2014-10-23T11:11:37.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,Pag may chika ako sinasabi ko sa inyong lahat. Tapos pa kayo naman hindi ako kasali sasabihan mo pa ako ng Di ka kasali #Annoyed,525243136780414976,1625355326,525243136780414976,Twitter for Android,#annoyed,,,
tl,2014-10-23T09:22:18.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",everyone,"Anyare na, Globe? Hinayupak naman oh. Umayos ka nga!! Ugh! #annoyed",525215629377155072,562360851,525215629377155072,Twitter for Android,#annoyed,,,
tl,2014-10-22T20:05:58.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,nakakasawa na ... ikaw nalang palagi.. manahimik ka na PULEAASSSSEEEE #annoyed,525015225159122947,168009393,525015225159122947,aim.com,#annoyed,,,
tl,2014-10-22T15:25:44.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,Una si DOKI.. Sa convo ngayon naman si MINO.??? Juicecolored naman LIDERS..!!! #annoyed #betrayed #SABEEE #Hahhahaha,524944703498620928,85775001,524944703498620928,Twitter for iPhone,#annoyed,,,
tl,2014-10-22T04:24:07.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,tanghali!!!| | aga uwi kasi exam...| XDDD| | anu gawa nyo!!| | #upload| #annoyed,524778201696833536,2866553839,524778201696833536,Twitter Web Client,#annoyed,,,
tl,2014-10-22T04:11:09.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,Bf otw to gf.. how sweet 😒 huhu.. #annoyed,524774936640909312,712785289,524774936640909312,Twitter for Android,#annoyed,,,
tl,2014-10-22T03:13:44.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,Pasimple man ka dong oi #annoyed,524760487389442049,219282993,524760487389442049,Twitter for Android,#annoyed,"{'place_id': '20c33b9759b51e87', 'coordinates': {'type': 'Point', 'coordinates': [125.5974045, 7.0636744]}}",,
tl,2014-10-20T17:51:28.000Z,"{'retweet_count': 0, 'reply_count': 5, 'like_count': 4, 'quote_count': 0}",everyone,To all my friends... may I unfollow you? Jab ye bukhaar utar jaye ga tum logon ka tab wapis follow kar loon gi. lol | #annoyed,524256602442846208,1638881065,524256602442846208,Twitter for Android,#annoyed,,,
tl,2014-10-20T13:53:56.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,Nakakaasar! 😭👊 #annoyed,524196822659510272,1082348646,524196822659510272,Twitter for iPad,#annoyed,,,
tl,2014-10-20T01:27:59.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,Putek! Mahirap ba magprint?? >< #Annoyed,524009098686496768,1099960081,524009098686496768,Hootsuite,#annoyed,,,
tl,2014-10-19T13:57:32.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,Ano kaya pinagkaiba ng benta sa canteen at sa labas? May ginto ba yung mga benta sa canteen kaya over pricing?| | #annoyed,523835343309520897,401320538,523835343309520897,Twitter Web Client,#annoyed,,,
tl,2014-10-19T08:14:27.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,yung mga taong ginagawang diary ung group message.. ^_^ #annoyed,523749003897217024,2862039475,523749003897217024,Twitter Web Client,#annoyed,{'place_id': '6760f628c14560d4'},,
tl,2014-10-19T04:57:11.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,Unacceptable!!! Walang crab salad roll sa #PizzaHutMarketMarket #disappointed #annoyed,523699357216813056,117804203,523699357216813056,Twitter for Android,#annoyed,,,
tl,2014-10-18T15:42:31.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,kelan pa naging Public ang honeymoon LOL malamang PRIVATE yun gusto pa ata mag-invite eh putspa naman..haizst pambihira #annoyed,523499374832144384,430437488,523499374832144384,Twitter for iPhone,#annoyed,,,
tl,2014-10-18T13:34:23.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,P*kshet .. Mas OK pa magbalat ng patatas kesa making sa mga Kuda mo...| | #annoyed grrr,523467129207930880,2835849877,523467129207930880,Twitter Web Client,#annoyed,,,
tl,2014-10-18T12:52:12.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,Before movie #utoy #talk #annoyed (@ Kuya J Restaurant) http://someurl,523456511730016256,311440126,523456511730016256,Foursquare,#annoyed,"{'place_id': '53df18e21825a89c', 'coordinates': {'type': 'Point', 'coordinates': [121.08409162, 14.62558692]}}",,
tl,2014-10-18T09:56:14.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,bakit ganun pag magtatype ako sa wattpad app nag babounce nakakahilo di ko tuloy matapos UD ko 😞 #Annoyed #WattpadProblems,523412228750327808,2440343846,523412228750327808,Twitter for iPhone,#annoyed,,,
tl,2014-10-18T09:35:42.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,annoying people! bat ako kinukulit niu argh!! 😤 tsk tsk uncontrolled fans ang peg!  #annoyed,523407059945926656,87132598,523407059945926656,Twitter for Android,#annoyed,,,
tl,2014-10-18T08:10:08.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,Damn I hate uvuselwa ububhanxa ekuseni marn yeer #Annoyed,523385526590926848,2658150308,523385526590926848,Mobile Web (M2),#annoyed,,,
