source,text,reply_settings,lang,conversation_id,id,author_id,created_at,public_metrics,search_query,in_reply_to_user_id,referenced_tweets,geo
Twitter for Android,Bijli jab Plan Py Lagti Hai tOu Kia hOta Hai Aj Mehsoos Hua *_* #Scared,everyone,hi,557991554380353537,557991554380353537,565348340,2015-01-21T20:02:08.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",#scared,,,
Twitter for Android,Meri zindagi me kam problems hai jo ye chuha mera jeena haram kar k rakha hai.... #Scared #Scream,everyone,hi,557082185308844032,557082185308844032,227544336,2015-01-19T07:48:37.000Z,"{'retweet_count': 2, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",#scared,,,
Twitter for Android,@someuser जी आपने कैमरे के सामने इतने तीखे सवाल ओवैशि से पुछा मेरे दिमाग में एक ही सवाल था क्या ये बिना कैमरे के हो सकता था #scared,everyone,hi,555615301778173952,555615301778173952,367018448,2015-01-15T06:39:45.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,75246346,,
Twitter for Android,जनता भी अब समझ गयी है कि अगर AAP को VOTE दिया तो सिर्फ धरना ही होगा केंद्र के खिलाफ। | #SCARED,everyone,hi,551468940832940032,551468940832940032,103665949,2015-01-03T20:03:35.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,,,
Twitter for Android,Haaaayeeee ye raat b beet jaayegi| | Kal kya hoga :(| #Nervous #Excited #Scared | O God Save me :((,everyone,hi,543833166335582209,543833166335582209,2168631518,2014-12-13T18:21:45.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",#scared,,,
Twitter for Android,OMG !!!! caawa Holland iyo duufaanada #scared,everyone,hi,543129375634649088,543129375634649088,1363888482,2014-12-11T19:45:08.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#scared,,,
Twitter Web Client,sub kuch acha ho raha #Happy #scared,everyone,hi,540788455899287554,540788455899287554,79351343,2014-12-05T08:43:09.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,,,
Twitter for Android,"एक थी डायन देख के अपना ही चूतिया कटवा लिया हमने, साला अपनी वाली के भी लंबे बाल है #scared",everyone,hi,538026175960842242,538026175960842242,132517808,2014-11-27T17:46:51.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#scared,,,
Twitter for Android,@someuser वो क़यामत की रातें मुझे आज भी याद है ! #scared,everyone,hi,537978517502164992,537978783370715137,132517808,2014-11-27T14:38:31.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",#scared,2410070858,"[{'type': 'replied_to', 'id': '537978517502164992'}]",
Instagram,#scared#joshuatree http://someurl,everyone,hi,536717400683450371,536717400683450371,234169188,2014-11-24T03:06:14.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,,,
Twitter for Android,"@someuser Sab baatein ek taraf, PPP ko PTI ke larkana jalse se dur kyu lag rha hai? #scared #corruptPPP",everyone,hi,534007180551139328,534007572034883585,213622309,2014-11-16T15:38:21.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,448882282,"[{'type': 'replied_to', 'id': '534007180551139328'}]",
Twitter Web Client,home alone ... feeling like koi or bhi hy saath #Scared..,everyone,hi,530784398661021696,530784398661021696,2464923696,2014-11-07T18:10:36.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#scared,,,
Twitter Web Client,Jinnn Jinnn Jinnn Jinnn Jinn #Scared :(,everyone,hi,528151013245460481,528151013245460481,35179221,2014-10-31T11:46:28.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,,,{'place_id': '4e0ee57c9a458ee5'}
Twitter for Android,Kal meri phatne wali hai! Kal papers milenge #Scared #Nervous #90MarksKillsMe @someuser @someuser,everyone,hi,527138170291240960,527138170291240960,2421877041,2014-10-28T16:41:48.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",#scared,,,
Twitter for iPhone,@someuser YASSS MAAM!! 😩 #scared,everyone,hi,526789978723201024,526790906901692416,1899089886,2014-10-27T17:41:54.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",#scared,2275250222,"[{'type': 'replied_to', 'id': '526790689699667968'}]",
Instagram,#Poor pooch #scared #fireworks http://someurl,everyone,hi,526470221050425345,526470221050425345,27919506,2014-10-26T20:27:36.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",#scared,,,
OS X,Jivamukti Yoga on Saturday... #scared #excited http://someurl,everyone,hi,525056849809510401,525056849809510401,79532340,2014-10-22T22:51:22.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,,,
Mobile Web (M2),@someuser ai na vile hujaenda hosy bado? #scared,everyone,hi,519750382923177984,519844198921805824,85306158,2014-10-08T13:38:09.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,375596717,"[{'type': 'replied_to', 'id': '519750382923177984'}]",
Twitter Web Client,#NW Aranmanai #aranmanai #scared,everyone,hi,518755902498037760,518755902498037760,231862070,2014-10-05T13:33:39.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",#scared,,,
Facebook,Pic with the Hanuman- Lalit Bhaiyya #Majestic  #gada #makeup #feelingproud #jaishreeraam #Scared — feeling... http://someurl,everyone,hi,518376882526748672,518376882526748672,509576345,2014-10-04T12:27:34.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,,,
Twitter for Android,@someuser @someuser| lets c ye Sunday kaunsa naya dhamaka hota hai| #scared,everyone,hi,513058984182296577,513066133004353536,1192999212,2014-09-19T20:44:33.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",#scared,2595924236,"[{'type': 'replied_to', 'id': '513064788511817729'}]",
Twitter for Android,Kahin se mujhe ghunghruyo ki awaaz aa rhi hai | #Scared,everyone,hi,510906915182759936,510906915182759936,1846342081,2014-09-13T21:44:35.000Z,"{'retweet_count': 1, 'reply_count': 3, 'like_count': 1, 'quote_count': 0}",#scared,,,"{'place_id': '5dbd0cff60d628af', 'coordinates': {'type': 'Point', 'coordinates': [75.828496, 30.9181177]}}"
Vine - Make a Scene,don be ruude #cat #funny #scared #scarecam #terriblesinging http://someurl,everyone,hi,508946762418376704,508946762418376704,14970173,2014-09-08T11:55:38.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#scared,,,
Facebook,shayaad Admin paaji ka mansik santulan kho gaya hai :D btw #scared :( http://someurl,everyone,hi,505417012655710208,505417012655710208,747025184,2014-08-29T18:09:40.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,,,
Twitter for Android,@someuser @someuser @someuser @someuser @someuser| Di ye news ne toh haalat kharab Kar di..| #scared,everyone,hi,504675388979564544,504711036704784384,1192999212,2014-08-27T19:24:22.000Z,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",#scared,2595924236,"[{'type': 'replied_to', 'id': '504702685556117504'}]",
Twitter for Android Tablets,@someuser @someuser Oiii kis ka naam le liyaa :o Tharki Jin yaha naa aaa jaae :o #Scared :p,everyone,hi,504682133219069953,504706844707655680,2455252341,2014-08-27T19:07:43.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,2460059453,"[{'type': 'replied_to', 'id': '504706610824876032'}]",
Mobile Web (M2),2nd year ka result bhi aa hii gaya. Aur kisi ki %age achi nHi suni. :( #Scared,everyone,hi,503118077387497472,503118077387497472,1376386650,2014-08-23T09:54:31.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,,,
Twitter for Android,कहानी ख़त्म है या शुरुआत होने को है| #IPCC #Results #Scared,everyone,hi,502343030112657408,502343030112657408,1684124432,2014-08-21T06:34:46.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#scared,,,
Twitter for Windows Phone,Chai #waecresult #scared,everyone,hi,499523533857624064,499523533857624064,307410974,2014-08-13T11:51:05.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,,,
Facebook,Asad do something yar :( :/| Me ko tw tention ho rahi hai yar :( :/| #feelng #scared,everyone,hi,499289671672033280,499289671672033280,2269175089,2014-08-12T20:21:48.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,,,
Twitter Web Client,@someuser Aur 1st year ka nai :( #scared,everyone,hi,498785922993750016,498910115869630464,888341461,2014-08-11T19:13:35.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",#scared,42856408,"[{'type': 'replied_to', 'id': '498785922993750016'}]",
Twitter Web Client,@someuser mere date tau website pe bhi aa gaye hai. monday ko sba suba 10:00 am pe aa jaye ga result. :O #scared,everyone,hi,497724925130452992,498000075532931074,627323229,2014-08-09T06:57:25.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,381058612,"[{'type': 'replied_to', 'id': '497729755865944064'}]",
Twitter for BlackBerry®,@someuser mujh se? O_o #Scared :/,everyone,hi,497820991977177089,497825010803695618,343323067,2014-08-08T19:21:46.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,2235106511,"[{'type': 'replied_to', 'id': '497824155065389057'}]",
Twitter for Android,"Raat ko sapne me Marigold picture dekhi, aaj ke baad aur kabhi so nai paunga #scared :(",everyone,hi,494719195628584960,494719195628584960,2294790014,2014-07-31T05:40:22.000Z,"{'retweet_count': 1, 'reply_count': 2, 'like_count': 3, 'quote_count': 0}",#scared,,,
TweetCaster for Android,@someuser eee CHEAPest songs vinna tarwatha thaman babu garu #Aagadu ki el echi untaroo ani #Scared,everyone,hi,494516485386420224,494529176586571776,2242184334,2014-07-30T17:05:18.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",#scared,2242184334,"[{'type': 'replied_to', 'id': '494528197698912256'}]",
Instagram,samanthalepor 😂 #scared #funny #hilarious http://someurl,everyone,hi,491078628851978241,491078628851978241,1018484234,2014-07-21T04:34:03.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,,,
Mobile Web (M2),"gd mrng. #scared. aaj sham ko delhi jana hai, par abhi tak ghar me kisi ko bataya bhi nhi. black month 15th july",everyone,hi,488869558707433473,488869558707433473,497822459,2014-07-15T02:16:00.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,,,
Twitter for Android,"Baarish ki boondo mein ansu bas ek sawal hi hote h,| Samjh nahi ata k parayi boonde kaun si h aur apne ansu kaun se h...| #loneliness #scared",everyone,hi,488009243870519299,488009243870519299,2275510514,2014-07-12T17:17:25.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#scared,,,
Twitter for Android,"Shudda, wudda, cudda... Do it!! #scared",everyone,hi,483334335211520000,483334335211520000,930586776,2014-06-29T19:41:00.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,,,
Twitter for Windows Phone,@someuser na ji av to bahut kuch karna baki hai life me #scared,everyone,hi,477737060535914496,477874566543319041,53898093,2014-06-14T18:05:49.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",#scared,775518138,"[{'type': 'replied_to', 'id': '477874092981248001'}]",
Mobile Web (M2),Ye log aise baatein tabhi karte kuch hone wala rehta h..ab kya hone wala h??? #scared,everyone,hi,476411158102953984,476411158102953984,2283083503,2014-06-10T17:10:46.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,,,
Twitter Web Client,@someuser @someuser @someuser @someuser chor darrey huwe hai ke unka takht ulatne wala hai. im lovin it! #Scared #Scared #Scared,everyone,hi,473844260052021248,474171743796723712,453277647,2014-06-04T12:52:08.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,2456068944,"[{'type': 'replied_to', 'id': '474171351909928961'}]",
Facebook,दोस्त उठें 4 बजे तो नींद नहीं जिंदगी हराम #friends #funny #scared #laugh| | पसंद आए तो शेयर करें। http://someurl,everyone,hi,471950013401419776,471950013401419776,612817356,2014-05-29T09:43:46.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,,,
Twitter for BlackBerry®,"Itna TAR apko beemar, bahot beemar karne ke liye kaafi hai !! #funny #scared",everyone,hi,470699736350326784,470699736350326784,1258020937,2014-05-25T22:55:36.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,,,
Twitter for Android,Qasmay @someuser Achha bucho. Ub daykhna. Maan Jee Kay sath geo Bhi gaey thay na. Ub duro azab-e-PTI say| “@someuser #Scared ,everyone,hi,469564987925491713,469564987925491713,58207954,2014-05-22T19:46:31.000Z,"{'retweet_count': 3, 'reply_count': 2, 'like_count': 5, 'quote_count': 0}",#scared,,,
Facebook,"ऐसी कौनसी दीमक लग गई है ,जो हमको धीरे-धीरे ख़त्म करती जा रही है? #copophobia #india #people #scared | | पसंद आए तो... http://someurl",everyone,hi,469077857663459328,469077857663459328,612817356,2014-05-21T11:30:50.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,,,
Twitter for Windows Phone,"Ab toh pyaar zahir karne se bhi darta hai dil, kya pata ab iski koi auraat hi nahin. #Scared!  😞😢",everyone,hi,468478479344734208,468478479344734208,2430224982,2014-05-19T19:49:08.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,,,
Twitter for Android,Ur kutte inna daravna kyo ronde aa | Main kalla aa khet ch ya iss layi ya haiga koi inna nu labban dya #scared,everyone,hi,468116240460820480,468116240460820480,345462476,2014-05-18T19:49:43.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,,,
Twitter Web Client,#SachTouYehHayKay Parson se mere #exams hain :(| #scared,everyone,hi,467647644471263232,467647644471263232,169070425,2014-05-17T12:47:41.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,,,
Facebook,Aaj Desh Ka Bhavishya Decide Hoga...| Aur Kal Hamara .....| #isc_results #scared #fingers_crossed :(,everyone,hi,467179254342774784,467179254342774784,427525010,2014-05-16T05:46:28.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,,,
Twitter for iPhone,@someuser #AbKiBaarModiSarkaar apne UP ka kya hoga!! #scared,everyone,hi,467146017503064065,467164559787061248,89970006,2014-05-16T04:48:05.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",#scared,395807707,"[{'type': 'replied_to', 'id': '467164345420353536'}]",
Twitter for BlackBerry,@someuser ajaz aisa hai toh anjaam kaisa hooja. #Scared,everyone,hi,466487603907145728,466493976900808705,732436999,2014-05-14T08:23:25.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",#scared,290587368,"[{'type': 'replied_to', 'id': '466492991717130240'}]",
Twitter Web Client,lol.. ache din aane wale hain.. #scared #nervous #silly #AAP | @someuser @someuser,everyone,hi,466267764953731072,466283010308861952,132949389,2014-05-13T18:25:07.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,415491899,"[{'type': 'replied_to', 'id': '466279256981774336'}]",
Twitter Web Client,"@someuser Tere se bach ke rehna, parega mujhe!!! #Scared",everyone,hi,465392146522984448,465394121071292416,67546959,2014-05-11T07:32:59.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,1425342402,"[{'type': 'replied_to', 'id': '465393915940450304'}]",
TweetDeck,@someuser @someuser Yaar lagta hai tum logon kai Baap Bhai nahin hain #scared,everyone,hi,464635802992246784,464638007728173056,32286160,2014-05-09T05:28:28.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",#scared,60272412,"[{'type': 'replied_to', 'id': '464637594740199424'}]",
Mobile Web (M2),Priya wants to meet ram o bhi night mei..kya #raya same frame milega ya fir kuch bada honewala h #confused #scared #balh,everyone,hi,463848130685857792,463848130685857792,2283083503,2014-05-07T01:09:46.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,,,
Twitter for Nokia S40,Ya rab ostorha #scared,everyone,hi,462780598441230336,462780598441230336,1896268008,2014-05-04T02:27:47.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,,,
Mobile Web (M2),Omg 1 month k baad kya hone wala h #scared,everyone,hi,458657779138691072,458657779138691072,2283083503,2014-04-22T17:25:10.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,,,
Mobile Web (M2),Kamre main moth aajaye toh aisa lagta hai maut aagayi ho :| :(| #scared #annoyed,everyone,hi,458208793898123264,458208793898123264,68377756,2014-04-21T11:41:04.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,,,
Twitter Web Client,#pray #ttomorrow #exam #paper3 #sejarah #study #rivision #me #scared #non #getready #mornig #contiues #bye #Arwani hashtag smile :DD,everyone,hi,456431653607317504,456431653607317504,2394267703,2014-04-16T13:59:20.000Z,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",#scared,,,
Twitter for iPhone,Aj kaal chor bhuat are hain ghar pe  :| | #scared,everyone,hi,452520535575240705,452520535575240705,2169071228,2014-04-05T18:57:57.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",#scared,,,
Twitter for Windows Phone,Yaar kal result hai!!!!!! Darr lag ra hai...Babbe pass karade..mujhko bhi to lift karade thodi si to lift karade.#Scared #Tensed,everyone,hi,449190505402757121,449190505402757121,750891254,2014-03-27T14:25:36.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,,,
Twitter Web Client,"#Kangresi intezar karte thein,kab 10 Janpath se Fone aaye.Sunane mein aa raha hai ab log manate hain Fone na he aaye to behtar hai. #Scared",everyone,hi,448088151584956416,448088151584956416,53930377,2014-03-24T13:25:15.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,,,
Twitter for Android,Kahi beet naa jaye yeh raina #scared #fingerscrossed #INDvsPAK,everyone,hi,447038856634724352,447038856634724352,312795618,2014-03-21T15:55:43.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,,,
Twitter for  Android,@someuser #scared !! 😓😓 Kyaa huaa...?//?/?,everyone,hi,446312279407984641,446312279407984641,604649807,2014-03-19T15:48:34.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",#scared,,,
Mobile Web (M2),kamre k darwazay ban hogaye hawa se #scared,everyone,hi,446242420317900800,446242420317900800,1324956319,2014-03-19T11:10:58.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,,,
Twitter for  Android,@someuser isme kya #scared hone wali baat thi??,everyone,hi,445920131982426113,446228311102869504,2185063692,2014-03-19T10:14:54.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",#scared,421709148,"[{'type': 'replied_to', 'id': '446227811519721472'}]",
Twitter for BlackBerry®,isbhedlele yiWaiting room yasezulwini shem ..#Scared,everyone,hi,445946935808385025,445946935808385025,520806092,2014-03-18T15:36:49.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,,,
Instagram,#MyFavoriteAlbum #ZENDAYA zendayamaree #Replay #MyBaby #Scared #PutchaBodyDown #Fireflies #Butterflies... http://someurl,everyone,hi,444848912604856321,444848912604856321,1234855027,2014-03-15T14:53:40.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,,,
Twitter Web Client,rango se bharri hai duniya toh hum kya berang hai jindagi se lagta hai dar toh hum kya janwar kaam hai #scared,everyone,hi,442968806407667712,442968806407667712,1557872672,2014-03-10T10:22:48.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,,,
Twitter for iPhone,Koi kuch bol kyu nehi raha ?? | Ese Khamosh to na raho sab. | #Scared,everyone,hi,439533939649413121,439533939649413121,717192441,2014-02-28T22:53:52.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#scared,,,
Twitter Web Client,"Koi kuch bolta kyun nahi hai, sab khamosh kyun ho?? (/_\)| #Scared",everyone,hi,439493683575271424,439493683575271424,454996089,2014-02-28T20:13:54.000Z,"{'retweet_count': 1, 'reply_count': 3, 'like_count': 4, 'quote_count': 0}",#scared,,,
Twitter for  Android,O God!! Ye Ek Dum Se Aasmaan Mein Kya Ho Raha Hai... #Scared #Rain #CloudBurst,everyone,hi,439096624980062208,439096624980062208,221996373,2014-02-27T17:56:08.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,,,
Twitter for iPhone,@someuser Hahahaha. Meera ki rooh tum mein aa gai hai #Scared,everyone,hi,437353434959085568,437357402116329472,281442045,2014-02-22T22:45:05.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",#scared,2186161667,"[{'type': 'replied_to', 'id': '437357202094161921'}]",
Twitter for BlackBerry®,Ghosh!! #Praticals2mrw!!:( :(  #Scared!,everyone,hi,436141061350490113,436141061350490113,900148134,2014-02-19T14:11:46.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,,,
Instagram,caanntt wait!!(((: #usarmy #armystrong #bestchoiceever #cantwait #excited #scared #basic #AIT... http://someurl,everyone,hi,432969701703294976,432969701703294976,560695875,2014-02-10T20:09:55.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,,,
Mobile Web (M2),@someuser abhi yahaan se mars ke liye rocket hai? Need to flee... #scared :p,everyone,hi,429575202503024640,430029670508019712,752480822,2014-02-02T17:27:17.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,2250269462,"[{'type': 'replied_to', 'id': '430028816501587969'}]",
Twitter for iPhone,@someuser @someuser @someuser bus Altaf Bhai ka ashirwaad hai. Ab bori mat Lana #scared,everyone,hi,429014552613621760,429158277088563200,614442572,2014-01-31T07:44:41.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",#scared,625080364,"[{'type': 'replied_to', 'id': '429156679804940289'}]",
Instagram,#scared #drink2 #sick #OMG #bestie #bro #friends @someuser @someuser ashtonirwin @someuser http://someurl,everyone,hi,427812424113463296,427812424113463296,1367119170,2014-01-27T14:36:44.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#scared,,,
Instagram,rahim_80 #afraid #scared http://someurl,everyone,hi,425841084678549504,425841084678549504,621118346,2014-01-22T04:03:20.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,,,
Instagram,#sapi #moomoo #scared #me #ba #cow @ Bhakti alam http://someurl,everyone,hi,424841303139303424,424841303139303424,599838028,2014-01-19T09:50:34.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,,,"{'place_id': '1a01367926bb016f', 'coordinates': {'type': 'Point', 'coordinates': [112.7943366, -7.2353025]}}"
Twitter for Android,#scared bhai,everyone,hi,423822306717081601,423822306717081601,1400015065,2014-01-16T14:21:26.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,,,
Twitter Web Client,:(| kal jisko dekha aj woh hmaray beech nh :( | #scared,everyone,hi,421626709482291201,421626709482291201,2186414977,2014-01-10T12:56:55.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,,,
Twitter for iPhone,Ghetto freshman #scared http://someurl,everyone,hi,420936865793843200,420936865793843200,1411638613,2014-01-08T15:15:44.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",#scared,,,
jf_staging,#Jab! - sachin tendulkar #Scared - Agree or Disagree? > http://someurl,everyone,hi,420840234675232768,420840234675232768,1277135935,2014-01-08T08:51:45.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,,,
Instagram,Aiyaaah !!!! #swim #jump #scared #happy #atgriyaeyang #instagurls #instaphoto #instagramers... http://someurl,everyone,hi,420821052978388992,420821052978388992,255521353,2014-01-08T07:35:32.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,,,
Twitter for Android,@someuser mainn nahi batarai #scared,everyone,hi,419953214285701120,419957802124451840,1597545962,2014-01-05T22:25:17.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,1271541151,"[{'type': 'replied_to', 'id': '419957137776078848'}]",
Mobile Web (M2),Aja dekhi 1-2 weeks mail kurne tension bata mukta bhaiyo... Life nai waiting ma jane bho kya? #Scared,everyone,hi,419839541995130880,419839541995130880,121010892,2014-01-05T14:35:21.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",#scared,,,
Twitter for Android,"Dear @someuser  Results aane waale hai, phone ghuma do pass kara do. #scared",everyone,hi,416961136798355458,416961136798355458,1644457482,2013-12-28T15:57:36.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,,,
jf_staging,#Jab! - njnn] #Scared - Agree or Disagree? > http://someurl,everyone,hi,416844124537376768,416844124537376768,1277135935,2013-12-28T08:12:38.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,,,
Mobile Web (M2),is it #EarthQuake in #RawalPindi? K mera sir ghoom raha hay #Scared,everyone,hi,416550720394256384,416550720394256384,323807768,2013-12-27T12:46:45.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,,,
Twitter for iPhone,Isi khiyal kay dar sa wish nahi keya >_< #scared,everyone,hi,415612866478505984,415612866478505984,1577740914,2013-12-24T22:40:03.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#scared,,,
Twitter Web Client,aur ho ! | #burningheart #scared #MindBlown,everyone,hi,411192072331214848,411192072331214848,98872133,2013-12-12T17:53:24.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,,,
