created_at,source,public_metrics,text,conversation_id,author_id,id,reply_settings,lang,search_query,geo,referenced_tweets,in_reply_to_user_id,withheld
2016-12-28T02:38:19.000Z,IFTTT,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","#angry, earth, frustration, josh freydkis, globey, pound head against the wall http://someurl http://someurl",813937090568351744,728900015222075392,813937090568351744,everyone,en,#angry,,,,
2016-12-28T02:12:49.000Z,Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#AngryParents are #Angry siol. http://someurl,813930673954320384,2268576145,813930673954320384,everyone,en,#angry,,,,
2016-12-28T02:10:13.000Z,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",This World🌎 Is Really Cruel For Me..??😔| | #angry,813930021790195714,729738110901198848,813930021790195714,everyone,en,#angry,,,,
2016-12-28T01:50:21.000Z,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",For every minute you are #angry you lose sixty seconds of happiness. Ralph Waldo Emerson| #LLWish,813925019071877120,4913574984,813925019071877120,everyone,en,#angry,,,,
2016-12-28T01:36:25.000Z,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#angry sex songs the naked truth by chunichi http://someurl,813921514487685120,741365829829287936,813921514487685120,everyone,en,#angry,,,,
2016-12-28T01:28:50.000Z,Tweet Old Post,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Lay Down Your Burdens http://someurl #anger #angry,813919607094267904,803064999971201024,813919607094267904,everyone,en,#angry,,,,
2016-12-28T00:57:39.000Z,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 6, 'quote_count': 0}",I MUST CONTINUE TO BLAME AND GET ANGRY AT A BIG UNIT OF TIME INSTEAD OF GETTING UP + MAKING A DIFFERENCE 2 CHANGE WHATS UPSET ME #ANGRY 2016,813911759367061504,30068276,813911759367061504,everyone,en,#angry,{'place_id': '3aa1b1861c56d910'},,,
2016-12-28T00:56:03.000Z,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Its #sad #day & so #fuckedup! sucks!!! So #angry but i know that we all go somewhere when we die. But why #now?? #sucks #ripcarriefisher http://someurl,813911354054578176,2820223897,813911354054578176,everyone,en,#angry,{'place_id': '0073b76548e5984f'},,,
2016-12-28T00:34:04.000Z,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",faith evans nude #angry butt sex http://someurl,813905824951181313,307649284,813905824951181313,everyone,en,#angry,,,,
2016-12-28T00:23:04.000Z,Twitter Web App,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@someuser @someuser 》Reading our own gov would do that makes me #angry and #sad. Purposeful hurt our WePeeps who serve country. Ugh. http://someurl,813896939464847360,3958417767,813903053011070976,everyone,en,#angry,,"[{'type': 'replied_to', 'id': '813896939464847360'}]",2989552338,
2016-12-27T23:56:50.000Z,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 2}",When @someuser supposedly picks up your trash! Smashed bush and trash left on sidewalk and street! #angry #lacitysanitation http://someurl,813896453634408448,2901774509,813896453634408448,everyone,en,#angry,{'place_id': '3b77caf94bfc81fe'},,,
2016-12-27T23:43:57.000Z,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",The enemy is robbing me of giving birth to my dreams 😤❗️#ANGRY,813893210225393664,743231677,813893210225393664,everyone,en,#angry,{'place_id': '4fa26750e4d5620c'},,,
2016-12-27T23:10:56.000Z,Buffer,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 7, 'quote_count': 0}",The Grey Knights Greatest Hits- Moody: Hard and fast #angry #BDSM sex. http://someurl| #eroticaudio,813884899988045824,390300398,813884899988045824,everyone,en,#angry,,,,
2016-12-27T23:06:14.000Z,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#angry dragon porn video hot latinas porn videos http://someurl,813883719731777536,74290412,813883719731777536,everyone,en,#angry,,,,
2016-12-27T22:47:49.000Z,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",F--k you 2016. #angry #toomanydeaths #suzetteImissyou http://someurl,813879083369201664,17521391,813879083369201664,everyone,en,#angry,,,,
2016-12-27T22:37:40.000Z,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 6, 'quote_count': 0}",.@someuser formal complaint for your Tinley location. I will be taking my workout business else where. #disgraceful #rude #angry,813876531709833216,42488275,813876531709833216,everyone,en,#angry,,,,
2016-12-27T22:36:41.000Z,TopSharedInfo,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Ultimate WAIT FOR ITCompilation #2 || 2016 - WATCH THE VIDEO -> http://someurl - #Angry #BestFails #Comedy #TRENDINGNOW http://someurl,813876283587235840,811561495515365376,813876283587235840,everyone,en,#angry,,,,
2016-12-27T22:23:40.000Z,TopSharedInfo,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#Hilarious WAIT FOR IT || #Fail Compilation - WATCH THE VIDEO -> http://someurl - #Angry #BestFails #Comedy #TRENDINGNOW http://someurl,813873008813060096,811561495515365376,813873008813060096,everyone,en,#angry,,,,
2016-12-27T21:54:00.000Z,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 1}",What a terrible experience @someuser We bought tix for #RogueOne. your machines were broken and no one had scanners for bar codes. #angry,813865540510945281,160668244,813865540510945281,everyone,en,#angry,{'place_id': '06a7ad558d8a3014'},,,
2016-12-27T20:55:49.000Z,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",i dont know how to do pirouettes anymore.............| #myfault #angry #heartbroken #buticallmyselfadancer #wtf #omfg,813850897390440448,1691828832,813850897390440448,everyone,en,#angry,{'place_id': '1c73ebb264e145ee'},,,
2016-12-27T20:14:40.000Z,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Happyreading  http://someurl #Writer #Fiction #Short #Story #Life #Ronda #Angry #Grumpy #Uptight #Ben #Bet #Truth #Reveal #India #I,813840543318818818,39043378,813840543318818818,everyone,en,#angry,,,,
2016-12-27T20:06:40.000Z,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",I am super bored & #angry #schedule a #skype RIGHT NOW & fix my day ! Im a #queen & I deserve #happiness @someuser @someuser http://someurl,813838528664707072,996466800,813838528664707072,everyone,en,#angry,,,,
2016-12-27T19:59:34.000Z,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Got to love buyers on Fiverr who think sellers all wear kick me signs. #frustated #angry #the customerisNOTalwaysright,813836743082438656,4825500436,813836743082438656,everyone,en,#angry,{'place_id': '94965b2c45386f87'},,,
2016-12-27T19:37:08.000Z,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Im mad a @someuser Trying to bundle stuff, and then hiding options in the corner so they can sell our browsing info. >:( #java #Oracle #angry",813831096639098881,3259748921,813831096639098881,everyone,en,#angry,{'place_id': 'c500c6f8494a90ac'},,,
2016-12-27T19:36:28.000Z,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","“When Im #happy, Im #euphoric. When Im #angry, Im a #monster. When Im #sad, Im #depressed. I have no #inbetween.”| #LightPeaceLove! ♡",813830929613553664,1217517930,813830929613553664,everyone,en,#angry,,,,
2016-12-27T19:12:45.000Z,TweetDeck,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Awh!! #PoorThing is #ANGRY @someuser | ┈┈╭┻┻┻┻┻╮┈| ┈┈┃┈╭━┳╯┣╮| ╭━╯┈┗▉╯┈┣╯| ┗┳┳┳╮┈┈┈┣╮| ╰━┈┈┃┈┈┈┣╯| ┈┏┻┻╯┈┈┈┣╮| | cc: @someuser @someuser http://someurl,813816467820978180,67095221,813824962972631045,everyone,in,#angry,,"[{'type': 'replied_to', 'id': '813823424997036032'}]",2722310929,
2016-12-27T19:06:29.000Z,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",adult gangster costumes #angry girls porn http://someurl,813823385952223232,565868609,813823385952223232,everyone,en,#angry,,,,
2016-12-27T19:03:53.000Z,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@someuser after the whole i dont care about the long term, id throw em in a garbage can in front of him, but thats just me #angry 😂",813813455811645440,243913524,813822729937887232,everyone,en,#angry,,"[{'type': 'replied_to', 'id': '813822018806288385'}]",2850095313,
2016-12-27T18:52:08.000Z,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",I cant help but wonder if all the pressure of having to lose weight didnt take a toll on Carries health. Such a bunch of crap. #angry,813819773037477888,2398427756,813819773037477888,everyone,en,#angry,,,,
2016-12-27T18:43:49.000Z,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#angry buttsex http://someurl http://someurl,813817679094185984,188621472,813817679094185984,everyone,en,#angry,,,,
2016-12-27T18:20:29.000Z,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Happy Jackhammer Day! #sketch #sketchbook #sketches #inkpen #angry #pensketch... http://someurl,813811808733630465,1449649820,813811808733630465,everyone,en,#angry,,,,
2016-12-27T18:13:30.000Z,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@someuser ur park sucks! 80 mins waiting in line and the cobra curse stopped working! #angry #WasteOfTime #NotComingBack,813810048342298624,2900834071,813810048342298624,everyone,en,#angry,,,105245676,
2016-12-27T18:11:35.000Z,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",I have my own issues going on! #angry 😡,813809566253203457,179534537,813809566253203457,everyone,en,#angry,,,,
2016-12-27T18:03:43.000Z,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","All my trust with Global buses is gone.Imagine after being overcharged,the bus(UAW 686K) breaks down and we stay out in the cold...#angry!",813807587032301568,2265817956,813807587032301568,everyone,en,#angry,,,,
2016-12-27T18:01:19.000Z,Twitter for iPad,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@someuser flight 949, paid $600 upgrade to Econ pluS for family of 4, power/video in ONLY our row broken on a 10 hour flight #angry",813806984961159168,107336810,813806984961159168,everyone,en,#angry,,,25166595,
2016-12-27T18:00:27.000Z,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",".@someuser @someuser Ellen, really. 1. Seek help. 2. Just . . . seek professional help. Wow. #angry #delusional #blocked & Blocked.",813624834877898752,41002137,813806767733780480,everyone,en,#angry,,"[{'type': 'replied_to', 'id': '813652389320388608'}]",710134431047098368,
2016-12-27T18:00:18.000Z,Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","The #wanton #killing of #civilians in the #wars of #Syria, #Iraq, #Afghanistan inflaming #angry #young #men to... http://someurl",813806729779703809,884606125,813806729779703809,everyone,en,#angry,,,,
2016-12-27T17:26:16.000Z,Twitter for Android,"{'retweet_count': 4, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","2 halfs of an album, unfortunatly the same 2 sides C and D sides and of course we cant find the recipt,nice one HMV #hmv #notcomplete #angry http://someurl",813798163203100672,323982786,813798163203100672,everyone,en,#angry,,,,
2016-12-27T17:18:27.000Z,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Mood for today 😤😠😣😫😾💥| #moodboard #angry #stayaway #pissedoff #office... http://someurl,813796197131501568,3560571373,813796197131501568,everyone,en,#angry,,,,
2016-12-27T16:31:01.000Z,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",@someuser @someuser @someuser @someuser @someuser  Omg! NO! NO! NO! They have no right! Makes me so #angry #MURDERER  #foxes 💖,813702755084800000,2871406836,813784258502344705,everyone,en,#angry,{'place_id': '53b67b1d1cc81a51'},"[{'type': 'replied_to', 'id': '813702755084800000'}]",406577691,
2016-12-27T16:14:04.000Z,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 1, 'quote_count': 0}",Thanks @someuser for ruining our #holiday with a lost bag and never received it. You will be hearing from us #angry #terribleservice #ryanair,813779992236670977,31404151,813779992236670977,everyone,en,#angry,{'place_id': '0ec0d3ef4ab13415'},,,
2016-12-27T15:46:25.000Z,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",When you Struck Between two Angry Friends....👿👿| | #Cute #Angry #Friends http://someurl,813773036306493440,3247844263,813773036306493440,everyone,en,#angry,,,,
2016-12-27T15:18:00.000Z,Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#Hungry man is an #Angry man.| When am hungry I sings better and concentrate. am singing — feeling positive,813765884296708096,2938454691,813765884296708096,everyone,en,#angry,,,,
2016-12-27T15:16:15.000Z,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}","I always wonder what the makers of HP were thinking... No room for Teddy Lupin, but lets burn down Rons house!!! #angry @someuser",813765445534830592,725425635779293185,813765445534830592,everyone,en,#angry,,,,
2016-12-27T15:01:54.000Z,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",When you sleep over but your friend doesnt give you a pillow or blanket  #pillow #friend #blanket #sleep #nap #angry #toilet #love #dream http://someurl,813761832942903296,968488794,813761832942903296,everyone,en,#angry,,,,
2016-12-27T14:56:58.000Z,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",When you Struck Between two Angry Friends....👿👿| | @someuser | #Cute #Angry #Friends http://someurl,813760591877783557,3269669598,813760591877783557,everyone,en,#angry,,,,
2016-12-27T14:42:00.000Z,Twitter for iPhone,"{'retweet_count': 1, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",@someuser I dont think these will last till the 6th January 😡 #angry http://someurl,813756824675581952,104437430,813756824675581952,everyone,en,#angry,,,224168895,
2016-12-27T14:30:18.000Z,Twitter Web Client,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",This #Game really got to me.. So f%&king #Sad & #Angry| #Trauma #YouWontTellAnyoneRight #Unity3D #Phobia #ChildAbuse| http://someurl http://someurl,813753881712881665,790301765744951296,813753881712881665,everyone,en,#angry,{'place_id': '97007e9820bce158'},,,
2016-12-27T14:02:25.000Z,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#money #making #Mitch #fox #movies #life #fun with #music | #A1sinceday1 #angry #Artist... http://someurl,813746861538426881,540633211,813746861538426881,everyone,en,#angry,,,,
2016-12-27T13:39:15.000Z,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",does me being half naked bother you #angry butt sex http://someurl,813741033540505600,2493185240,813741033540505600,everyone,en,#angry,,,,
2016-12-27T13:36:21.000Z,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#angry buttsex half indian teen nude http://someurl,813740303144353792,124908781,813740303144353792,everyone,en,#angry,,,,
2016-12-27T13:33:58.000Z,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#angry buttsex everybody has more sex than me http://someurl,813739703463804928,751925111800918016,813739703463804928,everyone,en,#angry,,,,
2016-12-27T12:56:01.000Z,Twitter Web App,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Hit a drive straight down the middle and its lost must have plugged😠 #Weather #rain #angry,813730151099957248,781888753686155264,813730151099957248,everyone,en,#angry,,,,
2016-12-27T12:41:31.000Z,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#angry dragon porn video big sex teen tit http://someurl,813726505650061312,304226326,813726505650061312,everyone,en,#angry,,,,
2016-12-27T12:39:12.000Z,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#angry pussy teenmodells from japan http://someurl,813725919525408768,54783216,813725919525408768,everyone,en,#angry,,,,
2016-12-27T12:28:24.000Z,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Sometimes i really want to #silence the girls who sit in front of me 😡👊🏻🗣 Current mood #angry http://someurl,813723204883714048,320266866,813723204883714048,everyone,en,#angry,,,,
2016-12-27T11:56:18.000Z,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@someuser yes as long as you arent looking to go in school holidays 😡😡😡 #angry,813678329337237504,382266933,813715125131689984,everyone,en,#angry,,"[{'type': 'replied_to', 'id': '813678329337237504'}]",85072628,
2016-12-27T11:55:12.000Z,Facebook,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#Smith wants Aussies to make #Kohli a little bit #angry http://someurl,813714847217106945,44078328,813714847217106945,everyone,en,#angry,,,,
2016-12-27T11:48:22.000Z,Twitter Web Client,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}","You will not be punished for your anger, you will be punished by your anger. - The #Buddha #Buddhism #BuddhaStatue #angerworld #angry http://someurl",813713129528033280,3243457523,813713129528033280,everyone,en,#angry,,,,
2016-12-27T10:45:50.000Z,eXtremeCars'n'Bikes,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","‘#Angry #Grandpa’ Presented With #Dream #Car, Breaks Down I ... #1955 #Awesome #Belair #Chevy #Story - http://someurl htt ... http://someurl",813697392008531968,4866991216,813697392008531968,everyone,en,#angry,,,,
2016-12-27T10:44:38.000Z,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",@someuser more delays #notgood #angry #longjourney Now even #longer 🤔,813687193071972352,490451070,813697088093650944,everyone,en,#angry,{'place_id': '60160252aeb7e3e5'},"[{'type': 'replied_to', 'id': '813690691176067072'}]",63681020,
2016-12-27T10:40:07.000Z,Twitter for Android,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","Dear #angry #drunk #hipster, I was only trying 2 tell u that its best not to publicly #urinate on a convex corner & 2 try find a concave one http://someurl",813695953358221312,198525933,813695953358221312,everyone,en,#angry,,,,
2016-12-27T10:37:06.000Z,HeatherMcCarter,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","I burned my #dinner last #night and got #angry, so I decided to make a poor mans sous vide... #food #cooking #gourmet #deliciousfood http://someurl",813695192637329408,790984239567237120,813695192637329408,everyone,en,#angry,,,,
2016-12-27T10:33:38.000Z,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#alwayshangry... also after christmas!| .| .| .| .| .| .| #spykitchen #hungry #angry #chef #cheflife... http://someurl,813694321799073792,806482859313811457,813694321799073792,everyone,en,#angry,,,,
2016-12-27T10:24:26.000Z,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Im getting angry. One of you famous cunts is coming with me #angry #revengebody http://someurl,813692004806918144,813304295277924352,813692004806918144,everyone,en,#angry,,,,
2016-12-27T10:05:06.000Z,Hootsuite,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 7, 'quote_count': 0}","When God seems far away or you are #angry, use the words of the psalms to help express your feelings. http://someurl",813687139955314688,388945610,813687139955314688,everyone,en,#angry,,,,
2016-12-27T09:47:52.000Z,Twitter for Android,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","@someuser is the worst bank ever, waiting for my debit card from a month, they say itll take a month more! #worstservice #angry",813682803594461184,69275118,813682803594461184,everyone,en,#angry,,,2251588934,
2016-12-27T09:17:44.000Z,Twitter Web Client,"{'retweet_count': 4, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",Getting #angry or #frustrated provides 2 opportunities: resolve the problem at hand & clear past #issues| | #growth #InspireThemRetweetTuesday,813675219189633026,988925184,813675219189633026,everyone,en,#angry,,,,
2016-12-27T08:19:49.000Z,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#angry pussy fucking girlfriends sister http://someurl,813660645786841088,46568496,813660645786841088,everyone,en,#angry,,,,
2016-12-27T07:55:58.000Z,insanehoodfights,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",LINK - http://someurl - #2016 #ANGRY #AngryPeople #BestCompilations #Compilation http://someurl,813654642395447296,804289799309918208,813654642395447296,everyone,en,#angry,,,,
2016-12-27T07:41:41.000Z,Twitter Web App,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#my #butthole #angry #hallucinating #violence 2017 #love #kittens #nature organic @someuser  @someuser  @someuser,813651048736890880,804930201108918272,813651048736890880,everyone,en,#angry,,,,
2016-12-27T07:27:00.000Z,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#angry pussy show your porn http://someurl,813647354939183104,64863727,813647354939183104,everyone,en,#angry,,,,
2016-12-27T07:24:58.000Z,Twitter for Android,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","@someuser @someuser| This is great! Thank God its during Obamas term, cause It would only mock her or ignore her.#Angry http://someurl",813646839907876864,514976109,813646839907876864,everyone,en,#angry,{'place_id': '300bcc6e23a88361'},"[{'type': 'quoted', 'id': '813629032520552448'}]",25073877,
2016-12-27T06:52:51.000Z,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",i HATE @someuser #angry #unloyal #loserlamewannab,813638759656857600,2805891112,813638759656857600,everyone,en,#angry,,,,
2016-12-27T06:11:24.000Z,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Angry Cat. #cats #angry http://someurl,813628328821166080,794971697581408256,813628328821166080,everyone,en,#angry,,,,
2016-12-27T05:38:02.000Z,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",secret nude photos #angry dragon porn http://someurl,813619930553843713,262184645,813619930553843713,everyone,en,#angry,,,,
2016-12-27T05:23:37.000Z,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",I think theres some truth to this based on grumpy bosses Ive had http://someurl #angry #cynical #temper #moody #angryallthetime,813616301474074624,15836493,813616301474074624,everyone,en,#angry,,,,
2016-12-27T05:01:49.000Z,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#angry pussy sexy girl sexy girls cam girl live sex http://someurl,813610818533265409,146939394,813610818533265409,everyone,en,#angry,,,,
2016-12-27T04:58:10.000Z,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#angry pussy pinoy blowjobs http://someurl,813609897522790401,335256093,813609897522790401,everyone,en,#angry,,,,
2016-12-27T04:56:45.000Z,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Watching set it off 😭😫😭😫#setitoffmovie #angry #sad http://someurl,813609543657623552,18568404,813609543657623552,everyone,en,#angry,,,,
2016-12-27T03:58:57.000Z,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@someuser so funny all you smart people #angry#scared#crying#FBing #namecalling#protesting#any thingbutaccepting. Wasting your time,813578484572450816,362922322,813594997723381760,everyone,en,#angry,,"[{'type': 'replied_to', 'id': '813590141834903552'}]",48981762,
2016-12-27T03:54:28.000Z,IFTTT,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","RT 2W_Studio: Flying Chick ver1.1.9, Free game| #coroansdk #arcade #kids #cute #chick #minigame #angry #indiegame #... http://someurl",813593869275140096,2165227813,813593869275140096,everyone,en,#angry,,,,
2016-12-27T03:50:35.000Z,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Oils that support your personal well being. #stress #lovemyoils #angry http://someurl,813592891104759808,812660166818664448,813592891104759808,everyone,en,#angry,,,,
2016-12-27T03:45:21.000Z,Twitter for iPhone,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Jack tried to frickle me in the conottis parking lot >:( #angry,813591572495421440,983236243,813591572495421440,everyone,en,#angry,,,,
2016-12-27T03:42:43.000Z,Twitter Web Client,"{'retweet_count': 5, 'reply_count': 2, 'like_count': 5, 'quote_count': 0}","Flying Chick ver1.1.9, Free game| #coroansdk #arcade #kids #cute #chick #minigame #angry #indiegame #gamedev #game | http://someurl http://someurl",813590910248185858,2215035714,813590910248185858,everyone,en,#angry,,,,
2016-12-27T03:37:26.000Z,TweetMag1c MusicEdition,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#NewPlaying #Angry Again #Megadeth  #ROCK #BGM #RIEBlog→http://someurl #twitter→http://someurl #anison #pop,813589579601088512,779032547976028160,813589579601088512,everyone,en,#angry,,,,
2016-12-27T03:24:00.000Z,Twitter for iPhone,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 5, 'quote_count': 0}",@someuser how many ppl complain to Comcast once #chroniclove show is interrupted 😂🙈 #angry/horny/hungrymob http://someurl,813583181286772736,1333405135,813586200271298560,everyone,en,#angry,,"[{'type': 'replied_to', 'id': '813583876106792960'}]",798786084301774848,
2016-12-27T02:45:37.000Z,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",I wish the redskins would play like this  #angry #givingnoF*cks,813576540663533568,56727670,813576540663533568,everyone,en,#angry,,,,
2016-12-27T02:34:03.000Z,Crowdfire Inc.,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#Angry Nusli #Wadia shoots off letter to #Tata #Motors #shareholders http://someurl http://someurl,813573630768594944,128593263,813573630768594944,everyone,en,#angry,,,,
2016-12-27T02:03:48.000Z,Twitter for iPhone,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 1}",U r like a #Magnet | North Pole whn #Angry | South Pole whn #Cuddling | I like dat👌👍🖐👏 http://someurl,813566018639556608,791200849,813566018639556608,everyone,en,#angry,,"[{'type': 'quoted', 'id': '813558074296283140'}]",,
2016-12-27T01:29:02.000Z,HeatherMcCarter,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Roommates and I made this last #night #Angry #Orchard float with #apple #pie #icecream! #food #cooking #gourmet #deliciousfood http://someurl,813557265982701568,790984239567237120,813557265982701568,everyone,en,#angry,,,,
