lang,public_metrics,id,text,author_id,reply_settings,created_at,conversation_id,source,search_query,geo,referenced_tweets,in_reply_to_user_id
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",711504626479144960,"#nofilter #myson #beautiful #wonderful #bomdia #goodmorning #deuséfiel @ Bairro Mário Quintana ,... http://someurl",152736254,everyone,2016-03-20T10:48:16.000Z,711504626479144960,Instagram,#wonderful,"{'place_id': '894146230dd1d42d', 'coordinates': {'type': 'Point', 'coordinates': [-51.10716204, -30.03371288]}}",,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",711364892046004224,... #Now 💝| #INEEDeliciou*s2* | #REst 😘 #MYbEaUtY 🌸🌸🌸🌸🌸🌸🌸| #tHIsboY☺️☺️☺️☺️☺️☺️☺️| #MYbEautiful\💫\| #SMEll 🐣🐣🐣🐣🐣🐣🐣| #wondErfUl 💋💋💋💋💋💋💋| #SlEEPING💤,63133382,everyone,2016-03-20T01:33:01.000Z,711364892046004224,Twitter for iPhone,#wonderful,,,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",711353216668200960,Honda Shadow 750 Aero| #Honda| #wonderful| #superbike http://someurl,3321184001,everyone,2016-03-20T00:46:37.000Z,711353216668200960,TwitterBender,#wonderful,,,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",711314070327132160,"Esse é o entardecer mais lindo daqui!!!| #Paciencia #Wonderful !!! @ Rio de Janeiro, Brazil http://someurl",429434868,everyone,2016-03-19T22:11:04.000Z,711314070327132160,Instagram,#wonderful,"{'place_id': '97bcdfca1a2dca59', 'coordinates': {'type': 'Point', 'coordinates': [-43.2333, -22.9]}}",,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",711252522762117120,Você que faz as regras♧♣| #legalize #fotododia #amazingphil #wonderful #sunset #pretty #lindo #fofo #amor #seguidme ... http://someurl,4255932568,everyone,2016-03-19T18:06:30.000Z,711252522762117120,IFTTT,#wonderful,,,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",711161211065389056,PS: #wonderful #iseolake #view from #cimamontepora @ Presolana Monte Pora http://someurl,434163385,everyone,2016-03-19T12:03:40.000Z,711161211065389056,Instagram,#wonderful,,,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",711046402869207040,Cada louco com a sua loucura!  #love #live #wonderful #instame #peace #amo #smile #felicidade... http://someurl,222449364,everyone,2016-03-19T04:27:27.000Z,711046402869207040,Instagram,#wonderful,,,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",711004484973907968,Quem é q diz o q é melhor pra minha vida agr.. #photooftheday #wonderful #day #withher... http://someurl,971190511,everyone,2016-03-19T01:40:53.000Z,711004484973907968,Instagram,#wonderful,,,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",710967167261343744,"Veja a beleza do interiô, meu sinhô!| #wonderful #beauty #amazing #sky #color #essência #true... http://someurl",192720365,everyone,2016-03-18T23:12:36.000Z,710967167261343744,Instagram,#wonderful,,,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",710941567071162368,RT LevinTheRoger A mais doce e deliciosa espera...👑💖 #gestante #linda #pregnant #wonderful #mariaeduarda #ensaioge... http://someurl,705167713799245824,everyone,2016-03-18T21:30:52.000Z,710941567071162368,IFTTT,#wonderful,,,
en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",710934622671085569,Cute| #babe #love #Cute #banho #bebê #mamãe #Brasil #makeup #hair #wonderful #paixão #amor #real #água #banho #boano... http://someurl,4255932568,everyone,2016-03-18T21:03:17.000Z,710934622671085569,IFTTT,#wonderful,,,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",710909797646901248,Algodão doce!!!☁⛅#clouds #sky #wonderful #cottoncandy 💞 http://someurl,807177378,everyone,2016-03-18T19:24:38.000Z,710909797646901248,IFTTT,#wonderful,,,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",710881147882971136,"Quero viver, ser feliz 🎶 #happy #wonderful #good http://someurl",225176510,everyone,2016-03-18T17:30:47.000Z,710881147882971136,Instagram,#wonderful,,,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",710854429826744320,Vista maravilhosa #wonderful #nature #green #agro #view #like http://someurl,2515487791,everyone,2016-03-18T15:44:37.000Z,710854429826744320,Facebook,#wonderful,,,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",710839755076935683,"from palomicolado, 🤗⛷🎿😍🇫🇷 #france #meribel #good #station #ski #week #wonderful #love #mou... http://someurl http://someurl",3861388827,everyone,2016-03-18T14:46:19.000Z,710839755076935683,IFTTT,#wonderful,,,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",710828649579094016,Tenha uma maravilhosa Sexta-feira! ✌💋| | #TGIF #Friday #Diva #Wonderful #BlogSBG http://someurl,4692723384,everyone,2016-03-18T14:02:11.000Z,710828649579094016,Instagram,#wonderful,,,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",710604789135118336,Alegria da noite 😍 #love #live #wonderful #instame #peace #amo #smile #felicidade #feliz #happy... http://someurl,222449364,everyone,2016-03-17T23:12:38.000Z,710604789135118336,Instagram,#wonderful,,,
et,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",710526004842856448,2009 KLX250S| #superbike| #wonderful http://someurl,3321184001,everyone,2016-03-17T17:59:35.000Z,710526004842856448,TwitterBender,#wonderful,,,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",710389166916440064,Bom dia 🌞🌞🌞| #beautiful #igersportugal #travel #oldtown #wonderful... http://someurl,314614201,everyone,2016-03-17T08:55:50.000Z,710389166916440064,Instagram,#wonderful,,,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",710277083990200320,"Viver é uma arte, los quiero Marineia e Dil!!! #love #live #wonderful #instame #peace #amo... http://someurl",222449364,everyone,2016-03-17T01:30:27.000Z,710277083990200320,Instagram,#wonderful,,,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",710266763703885825,Deidara from Naruto #weird #weirdo #wonderful #random #otaku #pretty #love #kawaii #great #fab... http://someurl,2936417047,everyone,2016-03-17T00:49:27.000Z,710266763703885825,Instagram,#wonderful,,,
fr,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",710242839259684864,#belleza #imponente #peritomoreno #beautiful #wonderful #exelentday #argentina #viaje @ Parque... http://someurl,327193471,everyone,2016-03-16T23:14:23.000Z,710242839259684864,Instagram,#wonderful,,,
it,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",710212793329258496,Come far #cantare una #chitarra #eric #mark #wonderful ascoltare per credere! http://someurl,535709795,everyone,2016-03-16T21:14:59.000Z,710212793329258496,Facebook,#wonderful,,,
it,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",710158180840566784,@someuser @someuser #WONDERFUL #FABLE @someuser @someuser @someuser @someuser #LAMORE è #TUTTO.. #PRINCESS #RIBADISCE SEMPRE..,1099567670,everyone,2016-03-16T17:37:59.000Z,434335991894007808,Twitter Web Client,#wonderful,,"[{'type': 'replied_to', 'id': '434335991894007808'}]",2301894762
pt,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",710103281280937984,De volta pra casa... #VTourM5Br #liveyourmusic #M5OnTheRoad #wonderful #Maroon5 #Fortaleza... http://someurl,112214163,everyone,2016-03-16T13:59:49.000Z,710103281280937984,Instagram,#wonderful,,,
de,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",710058354325000192,2014 porsche 911 rsr| #porsche| #automotive| #wonderful http://someurl,3309529355,everyone,2016-03-16T11:01:18.000Z,710058354325000192,TwitterBender,#wonderful,,,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",709864055234760705,"Acabando comigo em 3,2,1...| #NãoCanso #QueenB #Amooo#Amooo| #DangerouslyInLove| #Wonderful| | http://someurl",287959750,everyone,2016-03-15T22:09:14.000Z,709864055234760705,Twitter for Android,#wonderful,,,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",709856458599374848,"Tá tranquilo, tá favorável!!! 😂😂😂☀️❤️🆓®🔝 #natal #lagoaalcaçuz #lindo #amei #loved #wonderful @someuser http://someurl",78512388,everyone,2016-03-15T21:39:02.000Z,709856458599374848,Instagram,#wonderful,"{'place_id': 'a4ddc3856053f7e1', 'coordinates': {'type': 'Point', 'coordinates': [-35.25028794, -5.85368832]}}",,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",709799974582816770,Olha quem esteve na @someuser !!! A linda e Estilosa @someuser !!!| #Wonderful !!! @ MK... http://someurl,429434868,everyone,2016-03-15T17:54:36.000Z,709799974582816770,Instagram,#wonderful,"{'place_id': '97bcdfca1a2dca59', 'coordinates': {'type': 'Point', 'coordinates': [-43.21259498, -22.9047531]}}",,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",709773110195724289,"Ando preferindo ter Paz, do que razão 🍃✌| | #me #girl #sweet #amazing #wonderful #snapsave... http://someurl",211317490,everyone,2016-03-15T16:07:51.000Z,709773110195724289,Instagram,#wonderful,,,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",709740858673905665,Bom diaaaaa! Migas suas Lokassss 󾌴󾌴Já inaugurando a minha Melissa #Wonderful󾓖󾓖 Amei Real❤️ 󾭂󾭂󾭂󾭂 Apenaxxx 2x... http://someurl,322626463,everyone,2016-03-15T13:59:41.000Z,709740858673905665,Facebook,#wonderful,,,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",709361356017807360,Mais um pra conta!  💀🎼 ❤️ #lollapalooza #lollapalooza2016 #wonderful... http://someurl,193841224,everyone,2016-03-14T12:51:41.000Z,709361356017807360,Instagram,#wonderful,"{'place_id': '68e019afec7d0ba5', 'coordinates': {'type': 'Point', 'coordinates': [-46.70072755, -23.70127565]}}",,
it,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",709317671926566912,"Amore mio, TI AMO #wonderful #weekend #lovelife #iloveyou #desenzanodelgarda #gardalake #italy #kisses #xoxo http://someurl",2783878048,everyone,2016-03-14T09:58:06.000Z,709317671926566912,Twitter for iPhone,#wonderful,,,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",709199580068519936,... #Now 💝| #INEEDeliciou*s2* | #REst 😘 #MYbEaUtY 🌸🌸🌸🌸🌸🌸🌸| #tHIsboY 😻😻😻😻😻😻😻| #MYbEautiful 💫| #SMEll 🐣🐣🐣🐣🐣🐣🐣| #wondErfUl 💋💋💋💋💋💋💋| #SlEEPING💤,63133382,everyone,2016-03-14T02:08:50.000Z,709199580068519936,Twitter for iPhone,#wonderful,,,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",709172585922207750,"#brasil #foz #cataratasdeiguazu #wonderful| Argentina = Él @ Foz do Iguaçu, Brazil http://someurl",229109553,everyone,2016-03-14T00:21:34.000Z,709172585922207750,Instagram,#wonderful,"{'place_id': '91f818a4abfb1d4d', 'coordinates': {'type': 'Point', 'coordinates': [-54.5833, -25.55]}}",,
pt,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",709036099897786368,Um lugar feito só pra mim... | 🏊🏄 #love #live #wonderful #instame #peace #amo #smile #felicidade... http://someurl,222449364,everyone,2016-03-13T15:19:14.000Z,709036099897786368,Instagram,#wonderful,"{'place_id': 'a8bf18425e35f49d', 'coordinates': {'type': 'Point', 'coordinates': [-40.29029551, -20.28545681]}}",,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",709030915637448704,Dia de aula! Day 1 #love #live #wonderful #instame #peace #amo #smile #felicidade #feliz #happy... http://someurl,222449364,everyone,2016-03-13T14:58:38.000Z,709030915637448704,Instagram,#wonderful,"{'place_id': 'a8bf18425e35f49d', 'coordinates': {'type': 'Point', 'coordinates': [-40.29029551, -20.28545681]}}",,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",709029812866666496,"😳😱 #ferrari #wonderful #car @ São Paulo, Brazil http://someurl",701908302872059904,everyone,2016-03-13T14:54:15.000Z,709029812866666496,Instagram,#wonderful,,,
pt,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",709027979674968065,Honda CRF80F| #Honda| #bikes| #wonderful http://someurl,3321184001,everyone,2016-03-13T14:46:58.000Z,709027979674968065,TwitterBender,#wonderful,,,
it,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",708969385248092160,@someuser #persorridere #sempre oltre #lavita... #soffio #wonderful,1099567670,everyone,2016-03-13T10:54:08.000Z,691588982942089216,Twitter Web Client,#wonderful,,"[{'type': 'replied_to', 'id': '691588982942089216'}]",4655551775
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",708888378985619457,Hoje! Nas melhores companhias! #love #live #wonderful #instame #peace #amo #smile #felicidade... http://someurl,222449364,everyone,2016-03-13T05:32:14.000Z,708888378985619457,Instagram,#wonderful,,,
ro,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",708888288782905344,Dia de siri e cerva... #love #live #wonderful #instame #peace #amo #smile #felicidade #feliz... http://someurl,222449364,everyone,2016-03-13T05:31:53.000Z,708888288782905344,Instagram,#wonderful,,,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",708842373007155200,... #Now 💝| #INEEDeliciou*s2* | #REst 😘 #MYbEaUtY 🌸🌸🌸🌸🌸🌸🌸| #tHIsboY 😻| #CoMbInGtHIsHaIR 😽| #MYbEautiful 💫| #SMEll 🐣| #wondErfUl 💋💋💋💋💋💋💋| #SlEEPING💤,63133382,everyone,2016-03-13T02:29:26.000Z,708842373007155200,Twitter for iPhone,#wonderful,,,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",708831162999812096,Sabadinho :* #chadepaneladacintiaelucas #primos #family #happyness #good #wonderful #socutee... http://someurl,346575480,everyone,2016-03-13T01:44:53.000Z,708831162999812096,Instagram,#wonderful,,,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",708829031735664640,Hi Vitória! Cheguei! #love #live #wonderful #instame #peace #amo #smile #felicidade #feliz... http://someurl,222449364,everyone,2016-03-13T01:36:25.000Z,708829031735664640,Instagram,#wonderful,"{'place_id': 'a8bf18425e35f49d', 'coordinates': {'type': 'Point', 'coordinates': [-40.29116204, -20.28683111]}}",,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",708767942440144896,Pôr do sol ❤| #Wonderful #Perfect #Home @ Araucária http://someurl,2971605658,everyone,2016-03-12T21:33:40.000Z,708767942440144896,Instagram,#wonderful,,,
lv,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",708724857396133888,Vespa GTS 125| #Vespa| #wonderful| #bikes http://someurl,3321184001,everyone,2016-03-12T18:42:28.000Z,708724857396133888,TwitterBender,#wonderful,,,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",708709659608276993,#mamonasassassinas #musical #wonderful #great #cool Um Ótimo musical para se assistir nos finais... http://someurl,280524737,everyone,2016-03-12T17:42:04.000Z,708709659608276993,Instagram,#wonderful,,,
es,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",708701137889849345,BALENCIAGA...!!! 🏢🏢🏢 #work #paris #showroom #balenciaga #newstyle #wonderful #space #luxury... http://someurl,183394477,everyone,2016-03-12T17:08:12.000Z,708701137889849345,Instagram,#wonderful,,,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",708676951788142592,Curtindo o final de semana !! #saturday #wonderful #inthepool #ithinkiswrong @ Atibaia City http://someurl,4569644379,everyone,2016-03-12T15:32:06.000Z,708676951788142592,Instagram,#wonderful,,,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",708665891509112833,Mamis e Marcela!  Qual será o próximo destino? #love #live #wonderful #instame #peace #amo... http://someurl,222449364,everyone,2016-03-12T14:48:09.000Z,708665891509112833,Instagram,#wonderful,"{'place_id': '4d80dba43c65e0c9', 'coordinates': {'type': 'Point', 'coordinates': [-40.0719, -19.3908]}}",,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",708658579012714496,Ai is so cute #weird #weirdo #wonderful #random #otaku #pretty #love #kawaii #great #fab... http://someurl,2936417047,everyone,2016-03-12T14:19:06.000Z,708658579012714496,Instagram,#wonderful,,,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",708636300660903936,Printemp a Paris #vitadabuyer #stilmodalignano #spring #sunnyday #wonderful #lastdayinparis @someuser http://someurl,4308884303,everyone,2016-03-12T12:50:34.000Z,708636300660903936,Instagram,#wonderful,"{'place_id': '09f6a7707f18e0b1', 'coordinates': {'type': 'Point', 'coordinates': [2.337749, 48.864983]}}",,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",708527628186165249,#wonderful @ Teatro Raul Cortez http://someurl,280524737,everyone,2016-03-12T05:38:45.000Z,708527628186165249,Instagram,#wonderful,,,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",708487955204214785,... #Now 💝| #INEEDeliciou*s2* | #REst 😘 #MYbEaUtY 🌸🌸🌸🌸🌸🌸🌸| #tHIsboY 😻😻😻😻😻😻😻| #boYstops ☺️| #MYbEautiful 💫| #SMEll 🐣| #wondErfUl 💋💋💋💋💋💋💋| #SlEEPING💤,63133382,everyone,2016-03-12T03:01:06.000Z,708487955204214785,Twitter for iPhone,#wonderful,,,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",708387968998903808,Daqueles lugares onde cada detalhe é encantador!! #viagem #vacation #beautiful #wonderful... http://someurl,41478658,everyone,2016-03-11T20:23:47.000Z,708387968998903808,Instagram,#wonderful,,,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",708253191931039744,Um bom dia de Hermes !!! Uma ótima sexta! #goodmorning #wonderful... http://someurl,119487059,everyone,2016-03-11T11:28:14.000Z,708253191931039744,Instagram,#wonderful,,,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",708113122574393345,... #Now 💝| #INEEDeliciou*s2* | #REst 😘 #MYbEaUtY 🌸🌸🌸🌸🌸🌸🌸| #tHIsboY 😻😻😻😻😻😻😻| #tHEbEst 😽😽😽😽😽😽😽| #MYbEautiful 💫| #SMEll 🐣| #wondErfUl 💋| #SlEEPING💤,63133382,everyone,2016-03-11T02:11:39.000Z,708113122574393345,Twitter for iPhone,#wonderful,,,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",708111405929648132,"Das coisas simples da cidade.| Parabéns, Recife! Video maxlevay  #amazing #wonderful #sunset... http://someurl",86316666,everyone,2016-03-11T02:04:49.000Z,708111405929648132,Instagram,#wonderful,,,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",707997770569936896,Maravilhoso!!| #amazing| #wonderful http://someurl,135031633,everyone,2016-03-10T18:33:17.000Z,707997770569936896,Facebook,#wonderful,,,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",707971792380542977,Me sentindo. E pq não? #pretty #wonderful #hairisgrowup #blackhair #cabelosaovento... http://someurl,66876496,everyone,2016-03-10T16:50:03.000Z,707971792380542977,Instagram,#wonderful,,,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",707601165211607041,Felicidade é saber apreciar o que está por chegar.| | #travel#love #lifelines #places #wonderful... http://someurl,57219284,everyone,2016-03-09T16:17:19.000Z,707601165211607041,Instagram,#wonderful,,,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",707431243789504512,IronRAR ⛳️⛳️⛳️| | #Ironrar #golf #golfer #dkijakarta #athlete #brand #wonderful... http://someurl,100790270,everyone,2016-03-09T05:02:06.000Z,707431243789504512,Instagram,#wonderful,"{'place_id': 'c7059c9cba314f46', 'coordinates': {'type': 'Point', 'coordinates': [108.73732, -6.83313]}}",,
pt,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",707353496237039616,Dia das mulheres 2016 José de Caldas Brito #love #live #wonderful #instame #peace #amo #smile... http://someurl,222449364,everyone,2016-03-08T23:53:10.000Z,707353496237039616,Instagram,#wonderful,"{'place_id': '4d80dba43c65e0c9', 'coordinates': {'type': 'Point', 'coordinates': [-40.0719, -19.3908]}}",,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",707350947320766464,Jackie boy ❤| Maratón de SOA💕 | #selfie #me #bella #beauty #beautiful #wonderful #jsjsjs #kazy... http://someurl,2932916501,everyone,2016-03-08T23:43:02.000Z,707350947320766464,Instagram,#wonderful,"{'place_id': '0010b4cb51ca93d8', 'coordinates': {'type': 'Point', 'coordinates': [-70.6667, -33.45]}}",,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",707282344638603267,Jeito de menina em corpo de mulher.  🚺💙#shot #girl #wonderful http://someurl,2534961317,everyone,2016-03-08T19:10:26.000Z,707282344638603267,Instagram,#wonderful,,,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",706888557164695552,Um toque clássico no mundo moderno. #rooms #apartamentos #apartments #wonderful #places #sp... http://someurl,243299113,everyone,2016-03-07T17:05:40.000Z,706888557164695552,Instagram,#wonderful,,,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 6, 'quote_count': 0}",706668979889291264,Uma Bela sobremesa para animar mais o nosso Domingo. | | Picture of Heaven. #Wonderful http://someurl,95121469,everyone,2016-03-07T02:33:08.000Z,706668979889291264,Twitter for iPhone,#wonderful,,,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",706659863221424128,... #Now 💝| #INEEDeliciou*s2* | #REst 😘 #MYbEaUtY 🌸🌸🌸🌸🌸🌸🌸| #moUthMY 😽😽😽😽😽😽😽| #MYbEautiful \💫\| #SMEll 🐣🐣🐣🐣🐣🐣🐣| #wondErfUl 💋💋💋💋💋💋💋| #SlEEPING💤,63133382,everyone,2016-03-07T01:56:55.000Z,706659863221424128,Twitter for iPhone,#wonderful,,,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",706656322717093888,2013 mercedes benz concept gla45 amg| #mercedesbenz| #carros| #wonderful http://someurl,3309529355,everyone,2016-03-07T01:42:51.000Z,706656322717093888,TwitterBender,#wonderful,,,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",706651807796359169,#DowntonAbbey acabou! Que peninha... #amazing  #wonderful,25848964,everyone,2016-03-07T01:24:54.000Z,706651807796359169,Twitter for Android,#wonderful,{'place_id': '68e019afec7d0ba5'},,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",706632772069277696,Rainha 👑 #mommy #mom #mother #loveu #love #cute #beautiful #fun #happy #chic #wonderful http://someurl,3946803075,everyone,2016-03-07T00:09:16.000Z,706632772069277696,Instagram,#wonderful,,,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",706587298931019777,12 horas pós baile de formatura! #dreads #wonderful #promnight... http://someurl,19247011,everyone,2016-03-06T21:08:34.000Z,706587298931019777,Instagram,#wonderful,,,
es,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",706585606940397572,Turmalinas | #sol #wonderful #ateliepontochic #abençoadaspordeus #midia #Repost #look #turmalinas... http://someurl,193850563,everyone,2016-03-06T21:01:51.000Z,706585606940397572,Instagram,#wonderful,,,
fr,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",706540860234719233,Coucou @someuser #NewPP #Changement #UnCoupdeNeuf #Bonneidée 👍😍😍 #Wonderful #BeautifulGirl 😇 #JustPerfect 😘 http://someurl,266142417,everyone,2016-03-06T18:04:02.000Z,706540860234719233,TweetCaster for Android,#wonderful,,,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",706273588924583936,Sempre acredite que alguma coisa maravilhosa está para acontecer | | -| #questaodestilo #wonderful... http://someurl,110811737,everyone,2016-03-06T00:22:00.000Z,706273588924583936,Instagram,#wonderful,,,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",706207846564765697,Afilhada nova... Chupeta!  #dog #love #live #wonderful #instame #peace #amo #smile #felicidade... http://someurl,222449364,everyone,2016-03-05T20:00:45.000Z,706207846564765697,Instagram,#wonderful,"{'place_id': '7d2f278a0c7f1c15', 'coordinates': {'type': 'Point', 'coordinates': [-40.2936, -20.3364]}}",,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",705793268701917187,#Mayo360Group new... Amigos para sempre. Vestígios do casamento da Lu. ❤ #friendship #friends #wonderful #amazing #... http://someurl,361062387,everyone,2016-03-04T16:33:22.000Z,705793268701917187,IFTTT,#wonderful,,,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",705757331410296832,Que vc tenha uma #sexta #maravilhosa!!| I #wish you have a #wonderful #Friday!!! http://someurl,55347492,everyone,2016-03-04T14:10:34.000Z,705757331410296832,Twitter for iPhone,#wonderful,,,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",705595430566907905,Heeellllllo @someuser #weird #wonderful #beertique #uk http://someurl,1605430160,everyone,2016-03-04T03:27:14.000Z,705595430566907905,Twitter for iPhone,#wonderful,,,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",705579394388070400,Listen👇🎧| http://someurl| | Flw👉@someuser✔| | 🎤🎼🎧🎻💕| #wonderful| #amazing| #awesome| #arab| #cool| #nice| #psy| #fashion| #new #song| #cute,598733362,everyone,2016-03-04T02:23:31.000Z,705579394388070400,Linkis: turn sharing into growth,#wonderful,,,
es,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",705538027557298176,#nice #beautiful #wonderful ❤️👬💙 @ Manquemapu http://someurl,182851854,everyone,2016-03-03T23:39:08.000Z,705538027557298176,Instagram,#wonderful,"{'place_id': '01f1a58d6ccbe948', 'coordinates': {'type': 'Point', 'coordinates': [-73.84638984, -40.89378697]}}",,
