public_metrics,source,created_at,id,conversation_id,text,author_id,lang,reply_settings,search_query,referenced_tweets,geo,in_reply_to_user_id
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2016-12-29T02:37:36.000Z,814299298930327552,814299298930327552,Unbelievable!  #heartbroken http://someurl,245863354,en,everyone,#heartbroken,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPad,2016-12-29T02:37:26.000Z,814299257645608960,814298200626630657,@someuser | Oh no! this is heartbreaking news!!  Debbie Reynolds was my idol when i was young! | #heartbroken #DebbieReynolds,19266080,en,everyone,#heartbroken,"[{'type': 'replied_to', 'id': '814298200626630657'}]",,237845487
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,2016-12-29T02:35:15.000Z,814298707030052864,814298707030052864,"Seriously... when the In Memoriam segments air this awards season, I will need to leave the room.😥| #RIP | #DebbieReynolds| #heartbroken http://someurl",2209642982,en,everyone,#heartbroken,,{'place_id': '1d9a5370a355ab0c'},
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPad,2016-12-29T02:34:17.000Z,814298466377666560,814298466377666560,When I thought I could not feel any sadder.  RIP #DebbieReynolds #CarrieFisher  Icons of my childhood and adolescence. #heartbroken,438604609,en,everyone,#heartbroken,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,2016-12-29T02:33:47.000Z,814298337482403840,814298337482403840,3 more days of this year... Hopefully we can make it through with everyone thats left.  #ripcarriefisher #heartbroken,2885151035,en,everyone,#heartbroken,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,2016-12-29T02:33:43.000Z,814298322479497216,814298322479497216,Damn...This is too much. 💔😪😪 #RIPDebbieReynolds #fuckyou2016 #heartbroken,328564702,en,everyone,#heartbroken,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2016-12-29T02:32:43.000Z,814298069009305604,814298069009305604,Sending you all love & hugs...unlimited prayers ♡ @someuser ♡ #heartbroken http://someurl,39667550,en,everyone,#heartbroken,"[{'type': 'quoted', 'id': '814197221201571840'}]",,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2016-12-29T02:32:30.000Z,814298016555339776,814292888502665216,@someuser What!?!  #heartbroken,1258577150,en,everyone,#heartbroken,"[{'type': 'replied_to', 'id': '814292888502665216'}]",,23314049
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone,2016-12-29T02:32:27.000Z,814298001002954752,814195149739692033,@someuser @someuser @someuser Prayers for your family. Your mother and sister are loved by so many. #heartbroken,251104940,en,everyone,#heartbroken,"[{'type': 'replied_to', 'id': '814197221201571840'}]",,30340295
"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone,2016-12-29T02:31:30.000Z,814297763676491778,814296163738226688,OH NO!!!| This is devastating...| #Heartbroken #CarrieFisher #StarWars | @someuser| http://someurl,29406737,en,everyone,#heartbroken,"[{'type': 'quoted', 'id': '814296163738226688'}, {'type': 'replied_to', 'id': '814296163738226688'}]",,1994321
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitshot.com,2016-12-29T02:31:04.000Z,814297653248950272,814297653248950272,Noooo. What is happening? No more! #ripDebbieReynolds #heartbroken #ripcarriefisher | http://someurl http://someurl,14100432,en,everyone,#heartbroken,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Instagram,2016-12-29T02:27:46.000Z,814296825087791104,814296825087791104,May the force be with you both! |  #RIP #DebbieReynolds #CarrieFisher #heartbroken #togetheragain... http://someurl,15882564,en,everyone,#heartbroken,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Instagram,2016-12-29T02:26:55.000Z,814296612189118465,814296612189118465,No words| #heartbroken #rip💔 #debbiereynolds #carriefisher❤ #queenandprincess #motherslove... http://someurl,33423665,en,everyone,#heartbroken,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2016-12-29T02:26:53.000Z,814296603699847169,814296603699847169,"Tonight we are watching The Empire Strikes Back. Tomorrow, Singing in the Rain. #heartbroken",18943574,en,everyone,#heartbroken,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone,2016-12-29T02:26:39.000Z,814296544623071233,814296544623071233,"You hear of married couples dying close to each, this is unique, mother & child, speechless. @someuser @someuser #heartbroken",71447024,en,everyone,#heartbroken,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2016-12-29T02:25:45.000Z,814296316515848192,814296316515848192,Now her mom died of heart break😢 #LeiaSkywalker #CarrieFisher #death #heartbroken #DebbieReynolds #2016in4words #devastated,760738326492045312,en,everyone,#heartbroken,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPad,2016-12-29T02:24:53.000Z,814296099632476160,814296099632476160,Me too 😪I so wanted to be Tammy growing up. #heartbroken http://someurl,2566168662,en,everyone,#heartbroken,,{'place_id': '0119c6383687d4a9'},
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Facebook,2016-12-29T02:24:04.000Z,814295894384377857,814295894384377857,This hurts- How do you say Goodbye to a #legend? #heartbroken 😭| Thank you Ms. Reynolds...#BeAtPeace... http://someurl,3105246036,en,everyone,#heartbroken,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone,2016-12-29T02:23:48.000Z,814295827699159044,814295827699159044,What the hell is going on? #DebbieReynolds #CarrieFisher #heartbroken #yousuck2016 http://someurl,87079705,en,everyone,#heartbroken,"[{'type': 'quoted', 'id': '814290567454740480'}]",,
"{'retweet_count': 3, 'reply_count': 0, 'like_count': 13, 'quote_count': 1}",Twitter for iPhone,2016-12-29T02:22:53.000Z,814295597234655232,814295597234655232,The sadness is never ending in this horrible year of horrible events... Damn you #2016! My sincerest condolences to the family. #Heartbroken http://someurl,63144098,en,everyone,#heartbroken,"[{'type': 'quoted', 'id': '814288059487264768'}]",,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2016-12-29T02:22:33.000Z,814295512019075072,814295512019075072,RIP #DebbieReynolds. You and #CarrieFisher are now with the angels. Sending prayers to @someuser right now. #sosad #heartbroken,393838642,en,everyone,#heartbroken,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web Client,2016-12-29T02:22:21.000Z,814295461465047040,814295461465047040,This hurts- How do you say Goodbye to a #legend? #heartbroken 😭| Thank you Ms. Reynolds...#BeAtPeace #LoveHerSoMuch http://someurl,387305578,en,everyone,#heartbroken,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone,2016-12-29T02:22:07.000Z,814295400693829633,814295400693829633,Fuck you 2016. Im done #DebbieReynolds #heartbroken #rip,278195835,en,everyone,#heartbroken,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,2016-12-29T02:21:55.000Z,814295354195791872,814295354195791872,1 day after @someuser & mom @someuser dies  #heartbroken very sad #dec2016 indeed -she was 84 years young,569631393,en,everyone,#heartbroken,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Instagram,2016-12-29T02:21:17.000Z,814295191188373504,814295191188373504,Now they are together forever| 💔💔💔| Rip Debbie| | #debbiereynolds #RIP #heartbroken http://someurl,3099903807,en,everyone,#heartbroken,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPad,2016-12-29T02:21:16.000Z,814295187560206340,814295187560206340,Debbie Reynolds Dies One Day After Daughter Carrie Fisher - Sincere sympathies to friends and family #heartbroken http://someurl,20930240,en,everyone,#heartbroken,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter Web Client,2016-12-29T02:21:10.000Z,814295163694555136,814294115332472832,@someuser Right its really messed they shouldnt have that many tragedies it devastating im #Heartbroken  for the family,313681119,en,everyone,#heartbroken,"[{'type': 'replied_to', 'id': '814294115332472832'}]",,41259253
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,2016-12-29T02:20:38.000Z,814295031137898497,814291086713749504,@someuser & so do we all. #heartbroken,24786581,en,everyone,#heartbroken,"[{'type': 'replied_to', 'id': '814291086713749504'}]",,15846407
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone,2016-12-29T02:20:13.000Z,814294923381862400,814294923381862400,No one can say Im down until I say so too. Debbie Reynolds RIP #heartbroken,160036486,en,everyone,#heartbroken,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter for iPhone,2016-12-29T02:19:58.000Z,814294863080464384,814294863080464384,Two Beautiful Souls reunited. #heartbroken http://someurl,2439193560,en,everyone,#heartbroken,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2016-12-29T02:19:54.000Z,814294845502189568,814294845502189568,Prayers to their family for this tragedy.  My heart aches for them.  #ripcarriefisher #RIPDebbieReynolds #heartbroken http://someurl,2272163534,en,everyone,#heartbroken,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,2016-12-29T02:19:46.000Z,814294810676838400,814294810676838400,How do you like something so sad?? #heartbroken http://someurl,86759346,en,everyone,#heartbroken,"[{'type': 'quoted', 'id': '814291888580808704'}]",{'place_id': '018929347840059e'},
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android,2016-12-29T02:19:44.000Z,814294800711217152,814294800711217152,Just saw #RogueOne again. Still hurts as much the second time...maybe even a bit more today...| #StarWars #RIPCarrie #heartbroken,1081684796,en,everyone,#heartbroken,,,
"{'retweet_count': 1, 'reply_count': 8, 'like_count': 20, 'quote_count': 0}",Twitter for iPhone,2016-12-29T02:19:35.000Z,814294764543758336,814294764543758336,"Fuckkkkk, now Debbie Reynolds? Ugh #heartbroken",2742245805,en,everyone,#heartbroken,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,2016-12-29T02:19:32.000Z,814294753617580032,814294753617580032,⚡️ “Actress Debbie Reynolds dies at 84” #heartbroken | | http://someurl,806224428224958464,en,everyone,#heartbroken,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,2016-12-29T02:19:01.000Z,814294621907992576,814294621907992576,#ripcarriefisher We love you forever and always. #heartbroken 💔,803396851722493952,en,everyone,#heartbroken,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,2016-12-29T02:18:48.000Z,814294567973453825,814288166316285957,@someuser its like they all saw the future and opted out #Debbie #HEARTBROKEN,486178880,en,everyone,#heartbroken,"[{'type': 'replied_to', 'id': '814288166316285957'}]",{'place_id': '540cd1837f4f484c'},94215989
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 5, 'quote_count': 0}",Twitter for iPhone,2016-12-29T02:18:45.000Z,814294556996943872,814294556996943872,"Sorry to be blunt, but FUCK 2016!!! 😭💔😭💔😭 #heartbroken #RIPDebbieReynolds",118080576,en,everyone,#heartbroken,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,2016-12-29T02:18:24.000Z,814294466693472256,814294466693472256,RIP @someuser and @someuser. The ❤between a mama and her baby never ends. #heartbroken #mom #Daughter #love,123649956,en,everyone,#heartbroken,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android,2016-12-29T02:17:51.000Z,814294327321100288,814294327321100288,"Sad sad sad,  and to lose your mother and grandmother within a days time.... #debbiereynolds #carriefisher #heartbroken http://someurl",26386964,en,everyone,#heartbroken,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2016-12-29T02:17:27.000Z,814294228712853504,814294228712853504,#Rip #DebbieReynolds | Being normal is vastly overrated. | #Heartbroken #GrandmaAggieForever,67483527,en,everyone,#heartbroken,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web Client,2016-12-29T02:17:15.000Z,814294176074338304,814294176074338304,"Weve lost two beautiful ladies in just two days, Im just #heartbroken, prayers are with Carrie & Debbies family in this horrible time. 😭😭 http://someurl",314236396,en,everyone,#heartbroken,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter for iPhone,2016-12-29T02:16:39.000Z,814294026514010112,814294026514010112,Buying all of Carrie fisher and Debbie Reynolds audio books so I can listen to them speak to my soul 💔 #heartbroken,63363339,en,everyone,#heartbroken,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone,2016-12-29T02:16:02.000Z,814293872385859584,814293872385859584,#RIPDebbie Thanks to you Ill never stop singing in the rain or flying off to Halloween Town. 💖😭🙌🏻☂️#Heartbroken http://someurl,1212465169,en,everyone,#heartbroken,,,
"{'retweet_count': 1, 'reply_count': 1, 'like_count': 9, 'quote_count': 0}",Twitter for Android,2016-12-29T02:15:52.000Z,814293830170066945,814293830170066945,Will be singin in the rain for different reasons. #RIPDebbieReynolds  #heartbroken,2804138936,en,everyone,#heartbroken,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPad,2016-12-29T02:15:35.000Z,814293758518890496,814293758518890496,Rest In Peace with your daughter. #heartbroken http://someurl,2333756638,en,everyone,#heartbroken,"[{'type': 'quoted', 'id': '814292082965774336'}]",,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android,2016-12-29T02:14:49.000Z,814293564637253632,814292688639967232,@someuser it IS my favorite film of all time. #heartbroken,335620341,en,everyone,#heartbroken,"[{'type': 'replied_to', 'id': '814292688639967232'}]",,20732998
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web Client,2016-12-29T02:14:45.000Z,814293546807267329,814293546807267329,At least theyre together. #RIPDebbieReynolds #Fuck2016 #heartbroken,16548588,en,everyone,#heartbroken,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2016-12-29T02:13:53.000Z,814293330762862593,814293330762862593,I have loved Debbie Reynolds since the I first saw Singing in the Rain and I wanted to be Carrie Fisher after I saw Star Wars #heartbroken,183764162,en,everyone,#heartbroken,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2016-12-29T02:13:43.000Z,814293287272116224,814293287272116224,"#heartbroken | US actress Debbie Reynolds dies, a day after daughter Carrie Fisher - http://someurl",47973888,en,everyone,#heartbroken,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",Twitter Web Client,2016-12-29T02:13:24.000Z,814293208507236354,814293208507236354,And now #2016 has taken #DebbieReynolds just 1 day after she lost her daughter... Cant it be 2017 already? #RIP #Heartbroken,4775975996,en,everyone,#heartbroken,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,2016-12-29T02:13:06.000Z,814293132003057664,814293132003057664,"#DebbieReynolds 💔#HEARTBROKEN. Reunited on heavens stage. Put on quite a show, ladies. #Brava 👏🙏 http://someurl",773404146313621504,en,everyone,#heartbroken,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2016-12-29T02:12:36.000Z,814293005649768450,814293005649768450,2016 is ruthless. Two of my biggest childhood idols gone in about 24 hours.| #heartbroken | #RIP #DebbieReynolds http://someurl,2343032353,en,everyone,#heartbroken,"[{'type': 'quoted', 'id': '814288059487264768'}]",,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2016-12-29T02:12:03.000Z,814292869263540227,814292869263540227,"Heaven has gained two tough, funny and honest angels this week #RIPCarrie #RIPDebbie #heartbroken",19427024,en,everyone,#heartbroken,,,
"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2016-12-29T02:11:48.000Z,814292806852190212,814292806852190212,This cannot be real.  Carrie Fisher and Debbie Reynolds within days of each other.  #heartbroken #2016istheworst,35400175,en,everyone,#heartbroken,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App,2016-12-29T02:11:37.000Z,814292760241012737,814292760241012737,To hear the news that Debbie Reynolds passed away 24 hours after the death of Carrie Fisher is just so sad. #heartbroken,161397220,en,everyone,#heartbroken,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App,2016-12-29T02:11:32.000Z,814292737717637121,814292737717637121,First Carrie now Debbie taken from us #heartbroken my thoughts and prayers go out to the family and friends at least there up there together,3434401769,en,everyone,#heartbroken,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Facebook,2016-12-29T02:11:15.000Z,814292668310286338,814292668310286338,Shes joined her daughter.  #heartbroken http://someurl,3615449775,en,everyone,#heartbroken,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Instagram,2016-12-29T02:11:13.000Z,814292660865351680,814292660865351680,Lost without her daughter. Farewell Debbie Reynolds. Another legend lost. #heartbroken... http://someurl,45948523,en,everyone,#heartbroken,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone,2016-12-29T02:10:57.000Z,814292591458091008,814292591458091008,I cant take it anymore. 2016 be gone!!!!! RIP Debbie Reynolds. #DebbieReynolds #hollywoodmourns #sadness #Goodbye2016 #heartbroken,82269755,en,everyone,#heartbroken,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Instagram,2016-12-29T02:10:52.000Z,814292571669274626,814292571669274626,No words #heartbroken RIP Debbie Reynolds and Carrie Fisher what... http://someurl,23391233,en,everyone,#heartbroken,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2016-12-29T02:10:41.000Z,814292526853160961,814292526853160961,My heart breaks for the Fisher and Reynolds family and friends.  #heartbroken,22890712,en,everyone,#heartbroken,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,2016-12-29T02:10:35.000Z,814292499971899392,814292499971899392,"Chins up, boobs out, its showtime! Rest In Peace, Debbie. #Heartbroken http://someurl",26595312,en,everyone,#heartbroken,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,2016-12-29T02:10:19.000Z,814292433882218496,814292433882218496,Debbie Reynolds dies one day after daughter Carrie Fisher passes| #heartbroken  http://someurl,232954677,en,everyone,#heartbroken,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web Client,2016-12-29T02:09:24.000Z,814292204005052417,814292204005052417,Losing @someuser then losing @someuser = #heartbroken 😭😭😭 http://someurl,314236396,en,everyone,#heartbroken,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Instagram,2016-12-29T02:09:12.000Z,814292150494105600,814292150494105600,"💔💔💔 | Goodbye, Grandma Aggie. | #DebbieReynolds #heartbroken http://someurl",192743907,en,everyone,#heartbroken,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter Web Client,2016-12-29T02:08:39.000Z,814292013407408128,814292013407408128,Another legend has passed away. #RIP @someuser. We always wanted our grandmothers to be as cool and witchy as you #heartbroken http://someurl,172074294,en,everyone,#heartbroken,,{'place_id': '3227bcceb76b6a37'},
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,2016-12-29T02:08:24.000Z,814291949909852161,814291949909852161,"Savage, savage 2016. #RIPDebbieReynolds, First her daughter #CarrieFisher and now her. She was #heartbroken 💔",106157365,en,everyone,#heartbroken,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Instagram,2016-12-29T02:08:08.000Z,814291882595454976,814291882595454976,RIP Debbie Reynolds| 💔| #heartbroken http://someurl,811709085703950336,en,everyone,#heartbroken,,,
"{'retweet_count': 2, 'reply_count': 0, 'like_count': 7, 'quote_count': 0}",Twitter Web Client,2016-12-29T02:08:07.000Z,814291877478416384,814291877478416384,"My two children are the lights of my life said #DebbieReynolds, mom of #CarrieFisher. RIP Debbie, we loved you both. #heartbroken",29866735,en,everyone,#heartbroken,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2016-12-29T02:07:27.000Z,814291711023349760,814291711023349760,"Rest in peace, Debbie Reynolds. May you hug Carrie for all of us and dance with Gene once more... #heartbroken http://someurl",20327188,en,everyone,#heartbroken,"[{'type': 'quoted', 'id': '814289209745928192'}]",,
"{'retweet_count': 2, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter for iPhone,2016-12-29T02:07:26.000Z,814291708066328576,814291708066328576,RIP #debbiereynolds These two angels are flying together now #heartbroken #legends #live on #carriefisher two of the greatest talents ever http://someurl,794201892,en,everyone,#heartbroken,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone,2016-12-29T02:07:02.000Z,814291605570154497,814291605570154497,So sad now Debbie Reynolds too #heartbroken,3607074492,en,everyone,#heartbroken,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone,2016-12-29T02:06:23.000Z,814291442579415040,814291442579415040,Oh my goodness. My thoughts are with #BillieLourd. To lose a mother & grandmother within days of each other is unimaginable.  #heartbroken,1891275546,en,everyone,#heartbroken,,,
"{'retweet_count': 4, 'reply_count': 3, 'like_count': 13, 'quote_count': 0}",Twitter for iPad,2016-12-29T02:05:22.000Z,814291186206834689,814291186206834689,RIP Debbie Reynolds and Carrie Fisher 😥 #Heartbroken http://someurl,2693239346,en,everyone,#heartbroken,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter Web Client,2016-12-29T02:04:50.000Z,814291052605546496,814291052605546496,Its like the friggin apocalypse...I just cant... #heartbroken #debbiereynolds My heart & prayers are with you #BillieLourd & family http://someurl,22069647,en,everyone,#heartbroken,"[{'type': 'quoted', 'id': '814290755309146113'}]",,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,2016-12-29T02:04:17.000Z,814290914944360449,814290914944360449,Thanks for inspiring us Grandma Aggie. #DebbieReynolds #HEARTBROKEN http://someurl,3363498214,en,everyone,#heartbroken,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web Client,2016-12-29T02:04:15.000Z,814290908032225280,814284967182270464,"@someuser This is unbelieveable. Im so so sorry for you, Billie, & Todd. #heartbroken",2848191057,en,everyone,#heartbroken,"[{'type': 'replied_to', 'id': '814284967182270464'}]",,2762340845
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2016-12-29T02:03:51.000Z,814290805695320065,814290805695320065,Your love will last until the stars grow cold. RIP Debbie. #heartbroken,1588950426,en,everyone,#heartbroken,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2016-12-29T02:03:40.000Z,814290760820490240,814290760820490240,@someuser Im so very sorry for your losses. We weep with you. #heartbroken #devastated #speechless,716624040,en,everyone,#heartbroken,,,721090011869917186
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Instagram,2016-12-29T02:03:22.000Z,814290682932318211,814290682932318211,I am absolutely #heartbroken 😥 .... RIP #DebbieReynolds http://someurl,20956539,en,everyone,#heartbroken,,,
"{'retweet_count': 4, 'reply_count': 0, 'like_count': 10, 'quote_count': 0}",Twitter for iPhone,2016-12-29T02:03:15.000Z,814290653119062016,814290653119062016,#RIP Carrie Fisher and Debbie Reynolds. May you rest together in everlasting and eternal peace. 😭😭😭😭😭💗💗💗👩‍👧#heartbroken,2540370371,en,everyone,#heartbroken,,{'place_id': 'cea1f774c62bb6fc'},
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone,2016-12-29T02:03:11.000Z,814290639466725376,814290639466725376,my whole spinrilla library erased.... #heartbroken 🤕,2198193299,en,everyone,#heartbroken,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,2016-12-29T02:02:47.000Z,814290538958622720,814290538958622720,GRANDMA AGGIE!! NOO! #HEARTBROKEN #DebbieReynolds 😭 http://someurl,3363498214,en,everyone,#heartbroken,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android,2016-12-29T02:02:35.000Z,814290486831759360,814290486831759360,First Carrie and now her mother. What is life. #heartbroken 💔,33285251,en,everyone,#heartbroken,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,2016-12-29T02:01:56.000Z,814290322784223232,814290322784223232,I cant believe we lost @someuser and @someuser back to back. #Heartbroken #DebbieReynolds http://someurl,3237968677,en,everyone,#heartbroken,,,
"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone,2016-12-29T02:01:43.000Z,814290267331239936,814290267331239936,Too much #DebbieReynolds has died #heartbroken,359395687,en,everyone,#heartbroken,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,2016-12-29T02:01:36.000Z,814290237799141376,813406109599932420,"@someuser And now, Debbie Reynolds.   2016 not good.  #heartbroken",708303769,en,everyone,#heartbroken,"[{'type': 'replied_to', 'id': '813874219226435588'}]",,708303769
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",TweetDeck,2016-12-29T02:01:32.000Z,814290222036832256,814290222036832256,"#DebbieReynolds, who sang and danced to fame in Singin in the Rain dies at 84 http://someurl via @someuser #heartbroken",251247855,en,everyone,#heartbroken,,,
"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone,2016-12-29T02:01:04.000Z,814290103183044608,814290103183044608,#CarrieFisher & #DebbieReynolds in the same week. #heartbroken http://someurl,28560301,en,everyone,#heartbroken,"[{'type': 'quoted', 'id': '814283850633408512'}]",,
