reply_settings,public_metrics,source,author_id,text,created_at,id,conversation_id,lang,search_query,in_reply_to_user_id,referenced_tweets,geo
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Facebook,3007074693,►►SSC & RRB #SUPER| 40►►| 1.राज्यसभा का सदस्य| बनने के लिए न्यूनतम| निर्धारित आयु क्या है ?| ►-30 वर्ष| 2.भारत के किस... http://someurl,2016-03-30T14:42:00.000Z,715187324854870017,715187324854870017,hi,#super,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone,1349099623,#LONDONPlsDontForget #TONIGHT IsThe #NIGHT #CandyShopLONDON #EasterSUNDAY #PlsDontMiss @someuser @someuser #SUPER🔥http://someurl,2016-03-27T19:43:52.000Z,714176130199252992,714176130199252992,hi,#super,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Instagram,87498055,Tatvan Sahili #and #tatvan  #tatvansahil #bitlis  #me #amazing #super #february #new... http://someurl,2016-03-27T14:03:30.000Z,714090473749667840,714090473749667840,hi,#super,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,713566149972086785,@someuser #super se bhi oopar @someuser  sir..,2016-03-27T02:15:47.000Z,713912368435060737,711928880605450240,hi,#super,135032671,"[{'type': 'replied_to', 'id': '711932342013562881'}]",
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",Twitter for Android,706878976698884096,@someuser vivekh sir 100th flim #SUPER KUDUMBAM in 2001 Role Name Is 🌹Hari🌹 http://someurl,2016-03-22T09:11:00.000Z,712204922440122369,712204922440122369,hi,#super,1402944379,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web Client,82061902,"#Super #Tuesday #DonaldTrump #Hillary ट्रंप, हिलेरी को मिली बड़ी जीत http://someurl",2016-03-16T05:58:30.000Z,709982150762876928,709982150762876928,hi,#super,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",IFTTT,2817220760,Karim Bhai & Akshay Bhai #super #dudes #to #chill #with by deeepster_ #Connaught_place #Delhi #IncredibleIndia http://someurl,2016-03-14T08:30:15.000Z,709295563276197888,709295563276197888,hi,#super,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web Client,324437047,Appudey aipoindhi anukoku ippude modhalu aiandhi..ippude modhalaindhi #SGS #MAKING #Super @someuser @someuser http://someurl,2016-03-12T14:19:05.000Z,708658576768638976,708658576768638976,hi,#super,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter Web Client,3300253592,@someuser @someuser @someuser @someuser @someuser @someuser @someuser @someuser bhai jaan awesome #trailer  #movie #super #duprhit,2016-03-11T06:11:30.000Z,708173482832449536,707556327090954241,hi,#super,769727912,"[{'type': 'replied_to', 'id': '707556327090954241'}]",
everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 3, 'quote_count': 0}",Twitter Web Client,3428338979,Aap Mujhe Achche Lagne Lage http://someurl via @someuser #super,2016-03-11T01:00:06.000Z,708095115995308032,708095115995308032,hi,#super,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter SMS,2269118479,"#Super #Highway #Northern #Bypass K Qareeb #Police Choki Per Dehshatgardo Ka Humla, Jawabi Karwai Me 3 Dehshatgard Halak| #Karachi",2016-03-09T17:25:01.000Z,707618202872782849,707618202872782849,hi,#super,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2263971085,"Wo AaiNy Ko B HaiRaT MeiN DaaL DeTa Hai,,,| .| KiSi KiSi Ko KhuDa YeH KaMaaL DeTa Hai,,,| #Urdu Poetry| #Super Hit Poetry",2016-03-09T13:50:20.000Z,707564177074872320,707564177074872320,hi,#super,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web Client,74925902,जो तुम ना आती क्यों बनाता मै सीढियाँ | दीवारों मेरी राह में आने का शुक्रिया | villagers made dam of their own #super http://someurl,2016-03-04T05:08:13.000Z,705620843020169216,705620843020169216,hi,#super,,,{'place_id': '4da2e4230e6b3de5'}
everyone,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,369335517,"@someuser true! I will add to that list: Minakshi Lekhi, N Sitharaman, Piyush Goyal, Suresh Prabhu! #super cabinet",2016-02-24T21:11:00.000Z,702601644333076481,702552812056670208,hi,#super,600820049,"[{'type': 'replied_to', 'id': '702552812056670208'}]",
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Fanfic Fr,76340030,Hai Ji #fanfiction #Super junior : Chapitre 3 http://someurl,2016-02-22T18:13:31.000Z,701832203412627457,701832203412627457,hi,#super,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,302523630,"लड़कपन खेल में खोया, जवानी निंदभर सोया बुढ़ापा देखकर रोया, वही किस्सा पुराना है......खुदा के पास जाना है!!! #lyrica #super #hatsoff ⭐⭐⭐⭐",2016-02-22T08:31:49.000Z,701685812610465792,701685812610465792,hi,#super,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Instagram,2958563610,"#Superman #Super #Art #Initiation @ Pen, Maharashtra http://someurl",2016-02-19T10:25:03.000Z,700627146444664832,700627146444664832,hi,#super,,,"{'coordinates': {'type': 'Point', 'coordinates': [73.0833, 18.75]}, 'place_id': '4c6bf2b7c14c8f88'}"
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,4576335193,@someuser ek aisi pic jo puri family ke sath dekhi jaa sakti hai #super hit agar hum sach ke sath hai to hume jitne tak haar nai manni,2016-02-15T17:04:09.000Z,699278030615613440,699278030615613440,hi,#super,3250257972,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter SMS,3316711668,Jo Jeeta Wo Sikandar.| Jo Haara Wo Lahore Qalandars.:) hahaha| | #PSL #Pakistan #Super #League #LahoreQalandars #Quetta #PeshawarZalmi,2016-02-15T14:34:53.000Z,699240469180608514,699240469180608514,hi,#super,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",hindi.news24online.com,34206701,शर्टलेस सलमान का हॉट और डेशिंग लुक  #shirtless #super #star http://someurl http://someurl,2016-02-15T10:21:01.000Z,699176579088252933,699176579088252933,hi,#super,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",hindi.news24online.com,34206701,शर्टलेस सुपर स्टार का हॉट और डेशिंग लुक  #shirtless #super #star http://someurl http://someurl,2016-02-15T10:17:58.000Z,699175810805030912,699175810805030912,hi,#super,,,
everyone,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android,4723674986,@someuser @someuser @someuser ###super si upeer ...ek dum jhakas dekh rahe ho aap dono....i love madhuri maam .,2016-02-14T04:23:11.000Z,698724140820213760,698673042407497728,hi,#super,917326548,"[{'type': 'replied_to', 'id': '698673042407497728'}]",
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Instagram,155158436,#jackfruit #idli #super #yummy #breakfast @ Andheri Lokhandwala http://someurl,2016-02-13T04:32:34.000Z,698364113894969344,698364113894969344,hi,#super,,,"{'coordinates': {'type': 'Point', 'coordinates': [72.82421744, 19.13768627]}, 'place_id': '7929cea6bd5b32bd'}"
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter SMS,2269118479,-| #Sharjah: #Pakistan #Super #League Main Karachi Kings Nay Lahore Qalandars Ko 27 Runs Say Hara Diya Ravi Bopara Ki 6 Wickets,2016-02-12T15:35:07.000Z,698168460933726210,698168460933726210,hi,#super,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,845182680,Dunya mei premier league hoteen aur hamary haan #Super leauge hoti hai #PSL #PCB,2016-02-09T06:09:53.000Z,696939051786641408,696939051786641408,hi,#super,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Facebook,2197934190,#Dubai: #Pakistan #Super #League Main| #LahoreQalandars Ne #Quetta #Gladiators Ko 63 Runs Se Hara Diya. #psl #sports #news #Pakistan #cricket,2016-02-09T04:29:47.000Z,696913863187525632,696913863187525632,hi,#super,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Facebook,2391882517,Super Quantum Bejo Money Magnet| #Super Bejo#| Yaa Rozaquu Yaa Ghoniyyuu Yaa Mughnii http://someurl,2016-02-08T17:41:26.000Z,696750700840284164,696750700840284164,hi,#super,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Fanfic Fr,76340030,Hai Ji #fanfiction #Super junior : Chapitre 2 http://someurl,2016-02-07T08:52:19.000Z,696255154690064384,696255154690064384,hi,#super,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",IFTTT,3103973645,nikolapaula23 -#wedding #makeup #life #love #like #emotions #fantastic #super Make up-@someuser 💄🎀💯❤ http://someurl,2016-02-03T19:40:33.000Z,694968737842225152,694968737842225152,hi,#super,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Instagram,3530044753,Ayee #super lit wya http://someurl,2016-02-01T02:04:18.000Z,693978148652777474,693978148652777474,hi,#super,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",neojurnal2015,1331339334,Marsha #Aruan #Kekasih #Baru #El #Rumi #Super #Cantik #@ #Gosip #Artis #Hari #Ini #5 #Juni #2015 #Quantico http://someurl,2016-01-31T23:40:20.000Z,693941917550297088,693941917550297088,hi,#super,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Facebook,843529538,लालू को सुपर CM का दर्जा क्यों नहीं दे देते हैं नीतीश : सुशील मोदी| #super #CM #Lalu #Sushil http://someurl,2016-01-31T03:11:47.000Z,693632742328659968,693632742328659968,hi,#super,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Fanfic Fr,76340030,Hai Ji #fanfiction #Super junior : Chapitre 1 http://someurl,2016-01-30T19:40:20.000Z,693519130096472064,693519130096472064,hi,#super,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Facebook,1535544342,#super #event @ #BTI #Ground Shankar Nagar in #National #Trade #Fair :-) http://someurl,2016-01-30T07:13:38.000Z,693331218738323456,693331218738323456,hi,#super,,,
everyone,"{'retweet_count': 7, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",Twitter for Android,3278227350,"@someuser लोग यूनिवर्सिटी जाते हैं डिग्री लेने को, यूनिवर्सिटी खुद आती है| #Super Human संत Dr.को डिग्री देने को 👌👏👏| #DrMSG",2016-01-29T03:13:52.000Z,692908488826187779,692908488826187779,hi,#super,2852359916,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2726043418,"#Karachi: #Super #Highway Kay Qareeb Dhamaka, #500 #KV #Transmission Line #Trip, Shehar Ka 80 % Elaqa #Bijli Say Mehrom.",2016-01-29T02:18:13.000Z,692894485710131201,692894485710131201,hi,#super,,,
everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter for Android,707443013,#VIRAAT #super star Darshan http://someurl,2016-01-28T11:28:30.000Z,692670581829820416,692670581829820416,hi,#super,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2270222412,Urmin and Sidhu: http://someurl #super hit kya baat hai @someuser & @someuser .,2016-01-26T11:06:25.000Z,691940246712406016,691940246712406016,hi,#super,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,822476678,#super #Congratulations #Thalaivar Padma Vibhushan Shri @someuser ! & our #KhelRatans Padma Bhushan @someuser  & @someuser :) :) (y),2016-01-25T19:43:39.000Z,691708027301289984,691708027301289984,hi,#super,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Instagram,155158436,#super #bored #hate #waiting #selfie | Punekar kadhich velet yet nahit 😈😈😈😈😈😈 #nonsense @ The... http://someurl,2016-01-21T07:25:11.000Z,690072634336362498,690072634336362498,hi,#super,,,"{'coordinates': {'type': 'Point', 'coordinates': [73.84528022, 18.51920784]}, 'place_id': '5c0761bdffa0cb64'}"
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,938365560,"@someuser Lol!Issi liye toh #Congratulations kyunki usne ek saath 22 logon se engagement kar li,#Super #Lucky #Girl!😉😁😄😆😆😆😜😅😅😅😅",2016-01-18T16:42:55.000Z,689125826562887680,689124379263811584,hi,#super,3624628273,"[{'type': 'replied_to', 'id': '689124905602781184'}]",
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,4088086643,#FixIt VS #SUPER SAAI in karachi. ....,2016-01-17T19:14:08.000Z,688801497417646084,688801497417646084,hi,#super,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Facebook,151114091,ISHIKAWA Tutte al 40% #super #saldi #saldi #saldi  - 40% 󾮗󾭚󾭚󾭚󾭚 http://someurl,2016-01-13T11:34:36.000Z,687236299548442624,687236299548442624,hi,#super,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web Client,2794785156,As @someuser Bhai Said | Sayana Kawa Apni Chalaki Gale Par Gai.. | Prince & Kishwar | @someuser @someuser #Super #Move Love #WildCards,2016-01-08T17:49:40.000Z,685518747331899392,685518747331899392,hi,#super,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Facebook,1075780507,#TBT Alek Wek in Prajje 1983 #super #model #alekwek #fashion #style #readytowear #rtw #couture #prive #bespoke... http://someurl,2016-01-07T19:27:32.000Z,685180989602197504,685180989602197504,hi,#super,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web Client,48968299,@someuser Pan Kulfi and Mango Kulfi at Kuremal Mohanlal kulfi -Chawri Bazaar #Super @someuser @someuser,2016-01-04T11:36:01.000Z,683975164376121344,683931379550179329,hi,#super,11006362,"[{'type': 'replied_to', 'id': '683971693031772160'}]",
everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for Android,112114908,@someuser pta nai yaar I am so sad :( wohi yaah nai aa ra #Super Murkhaam,2016-01-02T05:22:47.000Z,683156461493456896,683150205672271872,hi,#super,108987013,"[{'type': 'replied_to', 'id': '683155405682245632'}]",
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Instagram,2196564080,Julie 💘| #ma #petite #Julie #merci #pour #tout #malgré #tout #ct #un #super #reveillon #avec... http://someurl,2016-01-01T21:58:25.000Z,683044633207812096,683044633207812096,hi,#super,,,
everyone,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter SMS,2318640864,|  =>| #SUpEr COooL ..*| *Soty Thy Woh Lipatt K Kabhi Hum Se Raat Bhar...*| -| Ab Kia Karen Woh Zikar K Baatein Hein Khuwab Ki..*| | #Omii ...,2015-12-31T12:08:59.000Z,682533910010441733,682533910010441733,hi,#super,,,
everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for Android,788357713,मैने 10 रुपये की Lays नाम की| हवा खरीदी....| .| .| .| .| उसके साथ 6 चिप्स भी मुफ्त मिले।| #India #market #earthquake #super,2015-12-30T14:30:06.000Z,682207032535994368,682207032535994368,hi,#super,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Facebook,266475590,Vaalththukkal Thanu Thanush | | #super #semma #kalasala #nachchhunnu #narukkunnu,2015-12-30T03:56:31.000Z,682047588615471105,682047588615471105,hi,#super,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter SMS,1386263994,"JAMSHORO:| | #Super Hi Way Noriabad K Kareeb Car Ki Takr Se 3 Afrad Jhanbhaq,| Hadse Ka Shikar Afrad Apni Gari Ka Tyre Tabdeel Kr Rahe the",2015-12-30T03:03:49.000Z,682034326452715522,682034326452715522,hi,#super,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter SMS,4539281499,"JAMSHORO:| | #Super Hi Way Noriabad K Kareeb Car Ki Takr Se 3 Afrad Jhanbhaq,| Hadse Ke Shikar Afrad Apni Gari Ka Tyre Tabdeel Kr Rahe the",2015-12-29T19:42:54.000Z,681923367193034752,681923367193034752,hi,#super,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Facebook,1338465991,#भाईजान मेरे #favourite #super #star #Tha #real #Being_human #सलमान_खान को ५० वे #जन्मदिन की बहुत-बहुत #बधाई।,2015-12-27T13:53:05.000Z,681110555495677952,681110555495677952,hi,#super,,,
everyone,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 8, 'quote_count': 0}",Twitter Web Client,354896728,टीम इंडिया की क्रिसमस पार्टी ! #SUPER GAME| @someuser @someuser @someuser @someuser @someuser @someuser http://someurl,2015-12-25T09:43:51.000Z,680323059471888384,680323059471888384,hi,#super,,,
everyone,"{'retweet_count': 4, 'reply_count': 1, 'like_count': 6, 'quote_count': 0}",Twitter Web Client,354896728,रिटायरमेंट के बाद का प्लान भी रेडी !!! #SUPER GAME| @someuser @someuser @someuser @someuser @someuser http://someurl,2015-12-24T09:56:26.000Z,679963836892319744,679963836892319744,hi,#super,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter SMS,901288400,"*Pakistan #Super League Ki khelariyon ki Fehrist Mein ab| #Abdul RaZzaQ ko shamil kar Liya Gia hy, pehlay #RaZzaQ ko Nazar Andaz kia Gia tha.",2015-12-18T18:24:54.000Z,677917468535349248,677917468535349248,hi,#super,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Facebook,1266664956,S H I K I 󾀽 󾀽 󾀽 󾀽 #Goodmorning #flowers #specialday #love #thanks #pink #super #light #enjoy #Shiki http://someurl,2015-12-17T08:27:59.000Z,677404863903346688,677404863903346688,hi,#super,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Instagram,1266664956,S H I K I 🌷 🌷 🌷 🌷 #Goodmorning #flowers #specialday #love #thanks #pink #super #light #enjoy #Shiki http://someurl,2015-12-17T08:27:56.000Z,677404848199888896,677404848199888896,hi,#super,,,
everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",hindi.news24online.com,34206701,एड्स रोकने वाला सुपर कंडोम तैयार #super #condom #stops #aids http://someurl http://someurl,2015-12-17T04:16:40.000Z,677341615250259969,677341615250259969,hi,#super,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,3929909537,#Super manjarsh #NoticreodelaFuerza,2015-12-15T22:57:44.000Z,676898968182398977,676898968182398977,hi,#super,,,
everyone,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 8, 'quote_count': 0}",Twitter Web Client,2495642270,Login pana udane Thalapathy :D :D #Super http://someurl,2015-12-15T13:02:45.000Z,676749233437851648,676749233437851648,hi,#super,,"[{'type': 'quoted', 'id': '676717500420120576'}]",
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android,610785310,@someuser @someuser KI GALION MEI #JHHAKK MAARTA THA! | AAJ #SUPER STAR BANKAR #GADDAR HO GAYA! | @someuser @someuser,2015-12-11T09:23:33.000Z,675244520762642432,675243780098940929,hi,#super,610785310,"[{'type': 'replied_to', 'id': '675243780098940929'}]",
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,2362291682,"Dil toh sabke pass hota hai, lekin... Sab Dilwale nhi hote.  #super #excitment #18thdec2015 @someuser @someuser http://someurl",2015-12-07T21:07:32.000Z,673972130321567744,673972130321567744,hi,#super,,,{'place_id': '317fcc4b21a604d5'}
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter SMS,551723628,#SUPER+WARDS:| -| Jab Insaan Apni Maa (Mother) Se Door Hota Hai To Sirf Maa Se Nahi Zindagi K Tamam Saiqon Se B Door Hota Hai| #King Ms,2015-12-05T11:43:42.000Z,673105463483895808,673105463483895808,hi,#super,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Facebook,3252942708,:-* Yaarrr Teraa #Super Star Desi| Kalakaar....| :-* Mein #Put Jatt Daa Manda NaI| Haar...| :-* Kis Kis Ko Ye #SoNg... http://someurl,2015-12-04T01:46:38.000Z,672592815709274112,672592815709274112,hi,#super,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2152341969,@someuser @someuser| #ManOfActionModi | मोदीजी का कौन सा काम खराब लगता है?| मेरी नजर में-| कुछ नहीं|| #Super-Action-Man* http://someurl,2015-12-01T15:00:40.000Z,671705477290463232,671705477290463232,hi,#super,471741741,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Facebook,87953128,#mukhtyar #chadha #super #duper #flop #movie... #paise mandir gurudware ch #chdawe ch jrur pakkeee ayiooo pr #aah... http://someurl,2015-11-29T11:39:56.000Z,670930185001312257,670930185001312257,hi,#super,,,
everyone,"{'retweet_count': 2, 'reply_count': 1, 'like_count': 7, 'quote_count': 0}",Twitter for Android,994708670,या फिर उनकी सख्या का हैश टैग #super ... चलाएंगे 😊 http://someurl,2015-11-28T09:11:23.000Z,670530416269398017,670530416269398017,hi,#super,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter SMS,2175790900,#NewDelhi:| #Super Star Aamir Khan Ko Thappar Marne Wale Shakhs Ko Aik Lakh Rupey Inam Diya Jaye Ga| ShivSena Inteha Pasando Ki Janib Se Elan.,2015-11-26T10:11:41.000Z,669820814242488320,669820814242488320,hi,#super,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Mobile Web (M2),1465521085,#Super Star Aamir Khan Ko Thappar Marne| Wale Shakhs Ko Aik Lakh Rupey| Inam Diya Jaye Ga #Shiv Sena Ki Janib Se Elaan.,2015-11-26T10:09:18.000Z,669820213815283712,669820213815283712,hi,#super,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Mobile Web (M2),720150313,@someuser Aaa Jaa Ve Sajana Ruh Me Samil Tujhe Kar Lu Sajana veeeee :) #Super #Like #Song :*,2015-11-26T10:08:19.000Z,669819968087793664,669819968087793664,hi,#super,2999867149,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter SMS,477496809,#India-ka-Manzar| | #Super Star Aamir Khan Ko Thappar Marne Wale Shakhs Ko Aik Lakh Rupey Inam Diya Jaye Ga| #Shiv Sena Ki Janib Se Elaan,2015-11-26T10:06:01.000Z,669819386643935232,669819386643935232,hi,#super,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,3041774223,@someuser Bhai Hume bhi bhabhi Bolne ka haq do... #loveubhai #super cute #beingsister ;),2015-11-22T18:07:34.000Z,668491023790772224,668491023790772224,hi,#super,132385468,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Facebook,150762341,#super #sunday #Mayaa2 #jantajanardan #loveyou #all| | आज रविवार को जनता के मया और दुलार में हम सभी कलाकार गदगद हो... http://someurl,2015-11-22T15:46:41.000Z,668455568449794048,668455568449794048,hi,#super,,,
everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Mobile Web (M2),4278254899,@someuser | Kokhono kokhono #pori ke valo e lage.....|      Sharite to #super,2015-11-19T18:22:57.000Z,667407728759861248,666933686001094656,hi,#super,906810043,"[{'type': 'replied_to', 'id': '666933686001094656'}]",
everyone,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android,41771774,@someuser #AkshayKumar  Bhai #MindBlowing #Super in #Airlift #Thanks @someuser priyag  http://someurl,2015-11-18T02:47:51.000Z,666810015655727105,666810015655727105,hi,#super,31348594,"[{'type': 'quoted', 'id': '666806774511480832'}]",
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,3969373573,@someuser #Super Hit MSG2  pita ji aap ji ne kamal hai ki ye filme nahi hai ye filmi granth hai is se log jaldi samzh kar amal kar,2015-11-15T16:24:29.000Z,665928367577931778,665825962508992512,hi,#super,2852359916,"[{'type': 'replied_to', 'id': '665825962508992512'}]",
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2898285704,@someuser #Super#HitMSG2  तेरे  द्वार  खड़ा मे सवाली न मागू दौलत पुत्र मागू  आपको पाने की दात .papa ji love http://someurl,2015-11-15T15:59:26.000Z,665922061118803968,665922061118803968,hi,#super,2852359916,,
everyone,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter for Android,4069953494,@someuser #Super HitMSG2  सतगुरू के बच्चे तो चलते फिरते बलड पंप है कयोकि हमारे पापा जी great हैं,2015-11-15T06:19:55.000Z,665776220093616128,665772151367008256,hi,#super,2852359916,"[{'type': 'replied_to', 'id': '665772151367008256'}]",
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web Client,3020062734,#ZINDHABAD #SUPER #STAR # MAHESH BABU(DEVUDU) #100DaysOfBlockbusterSrimanthudu http://someurl,2015-11-14T17:04:14.000Z,665575982724546560,665575982724546560,hi,#super,,,
everyone,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter Web Client,98362607,#TopHeadlines देखें: खेल-जगत की बड़ी खबरें @someuser #Super Game| http://someurl,2015-11-14T13:24:50.000Z,665520766545297408,665520766545297408,hi,#super,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web Client,3020062734,#ZINDHABAD #SUPER #STAR # MAHESH BABU(DEVUDU)| #100DaysOfBlockbusterSrimanthudu http://someurl,2015-11-14T13:12:40.000Z,665517705810862080,665517705810862080,hi,#super,,,
