reply_settings,lang,conversation_id,referenced_tweets,author_id,public_metrics,id,text,source,created_at,search_query,geo,in_reply_to_user_id
everyone,nl,512886434655899648,"[{'type': 'replied_to', 'id': '512886434655899648'}]",853049220,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",512914206124163072,@someuser 😱 da wilt dus zeggen dat ik niet leuk ben.. #heartbroken,Twitter for iPhone,2014-09-19T10:40:50.000Z,#heartbroken,,65113028
everyone,nl,510452446637068288,,464935096,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",510452446637068288,#Heartbroken (@ Kouterstraat) http://someurl,Foursquare,2014-09-12T15:38:41.000Z,#heartbroken,"{'place_id': '9bea76571cdee8c2', 'coordinates': {'type': 'Point', 'coordinates': [4.554292, 50.781725]}}",
everyone,nl,510368137900879872,"[{'type': 'replied_to', 'id': '510368137900879872'}]",68704619,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",510368799238148096,@someuser @someuser nee dat meen je niet!!! Ik heb niet zoveel geld voor vipticks..😢😢😭😭 #heartbroken💔,Twitter for Android,2014-09-12T10:06:18.000Z,#heartbroken,,35727881
everyone,nl,508699679111266305,,2744570843,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",508699679111266305,Meestal maak je de situatie erger Door net goed te willen doen #lifelessons #heartbroken #ThinkingOfYou,Twitter for Android,2014-09-07T19:33:49.000Z,#heartbroken,,
everyone,nl,507684597153685504,,327465248,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",507684597153685504,En dan loop je naar beneden en zie je je hondje niet... #heartbroken,Twitter for iPhone,2014-09-05T00:20:14.000Z,#heartbroken,,
everyone,nl,507674274111713280,,587625222,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",507674274111713280,Foto de joanrivers http://someurl  #Heartbroken,iOS,2014-09-04T23:39:13.000Z,#heartbroken,,
everyone,nl,506914757103058944,,187477823,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",506914757103058944,Ik ben er echt ff helemaal doorheen #heartbroken,Twitter for Android,2014-09-02T21:21:10.000Z,#heartbroken,,
everyone,nl,506116813357596672,,635570206,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",506116813357596672,R.I.P. mijn pc (2007-2014) #heartbroken,Twitter for Android,2014-08-31T16:30:26.000Z,#heartbroken,"{'place_id': 'a7e5140e663ef881', 'coordinates': {'type': 'Point', 'coordinates': [2.8620445, 50.8437379]}}",
everyone,nl,504594457095073792,,54244377,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",504594457095073792,"Als ik mijn veel te dure #MAC #lipstick #Myth zou zijn, waar zou ik dan zijn? (Ja, ik ben mijn veel te dure lippenstift kwijt.) #heartbroken",Twitter for iPhone,2014-08-27T11:41:08.000Z,#heartbroken,,
everyone,nl,504498509916422144,,110953935,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",504498509916422144,Wens die dag om..!! Die geworry oor Wol veroorsaak dat ek nie normaal funksioneer nie. #bosluiskoors #stressing #icannoteat #heartbroken,Twitter for Android,2014-08-27T05:19:52.000Z,#heartbroken,,
everyone,nl,503660469778137088,,483817263,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",503660469778137088,@someuser @someuser hahahah je blijft me maar uitlachen vandaag..... #heartbroken,Twitter for Android,2014-08-24T21:49:48.000Z,#heartbroken,,
everyone,nl,502786136302190592,"[{'type': 'replied_to', 'id': '502786136302190592'}]",131238153,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",502858756708139008,@someuser oh ge kunt chuck zo hore roepen: Thomas No ! #heartbroken,Twitter for Android,2014-08-22T16:44:04.000Z,#heartbroken,,63096959
everyone,nl,500973431441989632,"[{'type': 'replied_to', 'id': '500973431441989632'}]",549589881,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",501968486483369984,“@someuser Ik mis jullie @someuser @someuser @someuser @someuser @someuser #########heartbroken”,Twitter for iPhone,2014-08-20T05:46:27.000Z,#heartbroken,,581255193
everyone,nl,501871036585873408,,32456594,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",501871036585873408,Missing Daniel... #heartbroken http://someurl,Twitter for iPhone,2014-08-19T23:19:14.000Z,#heartbroken,,
everyone,nl,500973431441989632,"[{'type': 'replied_to', 'id': '500973431441989632'}]",450781231,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",500974506518011905,“@someuser Ik mis jullie @someuser @someuser @someuser @someuser @someuser #########heartbroken” mis jou ook lekkkerdingie #dm 😅😓💗,Twitter for iPhone,2014-08-17T11:56:44.000Z,#heartbroken,,581255193
everyone,nl,500973431441989632,,581255193,"{'retweet_count': 0, 'reply_count': 4, 'like_count': 5, 'quote_count': 0}",500973431441989632,Ik mis jullie @someuser @someuser @someuser @someuser @someuser #########heartbroken,Twitter for Android Tablets,2014-08-17T11:52:28.000Z,#heartbroken,,
everyone,nl,500611399861948417,,1495842276,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",500611399861948417,Miss ouma ongelooflik baie ... #heartbroken,Twitter for BlackBerry®,2014-08-16T11:53:53.000Z,#heartbroken,,
everyone,nl,500610571298160641,,480343151,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",500610571298160641,Do not like this feeling! #heartbroken #sad #depressed #torn maar nou jah als gebeur met n rede neh!,Twitter for BlackBerry®,2014-08-16T11:50:35.000Z,#heartbroken,,
everyone,nl,499834979476836352,,283972167,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",499834979476836352,Met pijn in mn hart verlaat ik over enkele minuten Karpathos #heartbroken,Twitter for Android,2014-08-14T08:28:40.000Z,#heartbroken,,
everyone,nl,499286877674160128,,242229094,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",499286877674160128,Diep teleurgesteld in mense na wie ek opgekyk het vir jare. #heartbroken,Twitter for Android,2014-08-12T20:10:42.000Z,#heartbroken,,
everyone,nl,498993446347345920,,71732550,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",498993446347345920,Na Nu Na Nu Robin Williams. #HeartBroken #EndOfMyChildhood,Twitter for iPhone,2014-08-12T00:44:43.000Z,#heartbroken,,
everyone,nl,498596823339401218,,44338136,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",498596823339401218,*match opgeheven* omg omg hij heeft me gewoon gedelete. #heartbroken #tinder,Twitter for iPhone,2014-08-10T22:28:40.000Z,#heartbroken,,
everyone,nl,497483010179350528,,2735597650,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",497483010179350528,Het gevoel dat je hebt wanneer je je lief de hele dag bij je had en dat hij dan moet vertrekken naar huis xx #heartbroken,Twitter for Android,2014-08-07T20:42:47.000Z,#heartbroken,,
everyone,nl,497438556869365760,,2228806220,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",497438556869365760,Poor Jordan and Ben #Heartbroken #Days,Twitter for  Android,2014-08-07T17:46:08.000Z,#heartbroken,,
everyone,nl,497283873274073088,,20636924,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",497283873274073088,Zomer waarom heb je mij verlaten? :( #heartbroken #emo,Twitter for iPhone,2014-08-07T07:31:29.000Z,#heartbroken,,
everyone,nl,496670157289558016,,363073368,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",496670157289558016,Echt verliefd geworden op een hele mooie klok vandaag! #heartbroken 😥,Twitter for iPhone,2014-08-05T14:52:47.000Z,#heartbroken,,
everyone,nl,496005526518779904,,36495906,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",496005526518779904,Tiger Woods #Heartbroken,Twitter for iPhone,2014-08-03T18:51:47.000Z,#heartbroken,,
everyone,nl,494092260649467904,"[{'type': 'retweeted', 'id': '494091349709565952'}]",448972374,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",494092260649467904,RT @someuser Ilyas weet nieens dat het over hem gaat :( :( :( :( :( #tears #heartbroken #lt,Twitter for Android,2014-07-29T12:09:09.000Z,#heartbroken,,
everyone,nl,494091349709565952,,2479575467,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",494091349709565952,Ilyas weet nieens dat het over hem gaat :( :( :( :( :( #tears #heartbroken #lt,Twitter for  Android,2014-07-29T12:05:32.000Z,#heartbroken,,
everyone,nl,493763679234818048,,711185628,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",493763679234818048,Rus in vrede my Snickers baba. Mamma lief jou baie.#HeartBroken http://someurl,Twitter for iPhone,2014-07-28T14:23:29.000Z,#heartbroken,,
everyone,nl,491542562998845440,,1872603865,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",491542562998845440,"Ik heb geen spijt van ons, maar van alle moeite dieik deed om bij jou te komen terwijl jij met me speelde| #heartbroken",Twitter for Android,2014-07-22T11:17:34.000Z,#heartbroken,,
everyone,nl,491382615661092864,,140496003,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",491382615661092864,Fun night @someuser bewijst nog maar eens da ik u niet nodig heb ;) #Calpe #Vakantie #heartbroken,Twitter for Windows Phone,2014-07-22T00:41:59.000Z,#heartbroken,,
everyone,nl,489808884744597504,,526818899,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",489808884744597504,Wens ek kon sê dit maak nie seer nie!! #heartbroken,Twitter for BlackBerry®,2014-07-17T16:28:32.000Z,#heartbroken,,
everyone,nl,489513284412784643,"[{'type': 'replied_to', 'id': '489513284412784643'}]",553366088,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",489513400519512064,@someuser precies kies je die lelijkste foto uit #heartbroken,Twitter for Android,2014-07-16T20:54:24.000Z,#heartbroken,,568177652
everyone,nl,488404093309050881,,26453039,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",488404093309050881,Sauna & massage waren heerlijk. Had ik ff nodig... #ontspannen #heartbroken #herboren,Twitter for iPhone,2014-07-13T19:26:24.000Z,#heartbroken,,
everyone,nl,488356647312424963,,499197682,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",488356647312424963,Heartbroken victoria selfie :( #idoloveagoodinkwell #stoodup #sadface #heartbroken bradleyjbuss http://someurl,Instagram,2014-07-13T16:17:52.000Z,#heartbroken,,
everyone,nl,487792279277817856,,573823607,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 4, 'quote_count': 0}",487792279277817856,Poor Dylan #heartbroken #AffluenzaLive,Twitter Web Client,2014-07-12T02:55:16.000Z,#heartbroken,,
everyone,nl,487614072608006144,,488581169,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",487614072608006144,"Mn knie is me alles, waarom doetie moeilijk #heartbroken 💔",Twitter for iPhone,2014-07-11T15:07:09.000Z,#heartbroken,,
everyone,nl,487017889283989504,,395879695,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",487017889283989504,"De mooiste beloftes worden gemaakt uiteindelijk blijf je een leugenaar, bedankt voor het verpesten van mn dag.. #heartbroken",Twitter for Android,2014-07-09T23:38:07.000Z,#heartbroken,,
everyone,nl,485374523328696320,"[{'type': 'replied_to', 'id': '485389400638234625'}]",97494117,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",485391851177123840,@someuser heel aardig. #heartbroken.,Twitter for Android,2014-07-05T11:56:50.000Z,#heartbroken,,46950247
everyone,nl,483741802806390784,"[{'type': 'replied_to', 'id': '484078093003669504'}]",24560153,"{'retweet_count': 1, 'reply_count': 3, 'like_count': 0, 'quote_count': 0}",484079062907101185,@someuser Ik ben er helemaal stuk van....  #Heartbroken #cameroon #WorldCup2014 http://someurl,Twitter Web Client,2014-07-01T21:00:17.000Z,#heartbroken,,171613249
everyone,nl,483842597069541376,,200049212,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",483842597069541376,K snap et nie meer naja k zie et wel weer jaa | #heartbroken,Twitter for Android,2014-07-01T05:20:39.000Z,#heartbroken,,
everyone,nl,483740109096095747,"[{'type': 'replied_to', 'id': '483743108988145664'}]",241902664,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",483744841403490304,@someuser ik jou ook lieffie #heartbroken 😔,Twitter for Android,2014-06-30T22:52:12.000Z,#heartbroken,,522449908
everyone,nl,483726139794665473,,211199454,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",483726139794665473,Zojuist afgewezen door mn crush. @someuser  #heartbroken http://someurl,Twitter for Android,2014-06-30T21:37:53.000Z,#heartbroken,,
everyone,nl,483659546335133696,,193277560,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",483659546335133696,So wys dit ma wat jy vir ander beteken na als #heartbroken #pissed #sorrynotsorry,Twitter for Android,2014-06-30T17:13:16.000Z,#heartbroken,,
everyone,nl,483323874915155968,,88466145,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",483323874915155968,Ed sheeran Glastonbury stop.... #heartbroken 😩,Twitter for iPhone,2014-06-29T18:59:26.000Z,#heartbroken,"{'place_id': '5f6514b0d7b1bc4c', 'coordinates': {'type': 'Point', 'coordinates': [-2.05999562, 53.48278495]}}",
everyone,nl,483237687802208257,,960632702,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",483237687802208257,Mn hondje heeft net een klein vogeltje vermoord k vond t echt zo zielig en die ouders van t vogelje helemaal zoeken nu.#heartbroken,Twitter for Android,2014-06-29T13:16:57.000Z,#heartbroken,,
everyone,nl,483031574640738305,,321362755,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",483031574640738305,het was ook te mooi om waar te zijn.. 💔 #heartbroken http://someurl,Instagram,2014-06-28T23:37:56.000Z,#heartbroken,,
everyone,nl,482542706766675969,,2172414603,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",482542706766675969,"Was vergeten hoe zeer het kan doen, mer tis wer helemaal terug. #heartbroken",Twitter for iPhone,2014-06-27T15:15:21.000Z,#heartbroken,,
everyone,nl,481535110551203841,"[{'type': 'replied_to', 'id': '481540355167633408'}]",158403489,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",481540481047068674,"@someuser hahahah ik ben KO en nog met mijn gedachte bij mijn mokke, laat me #heartbroken",Twitter Web Client,2014-06-24T20:52:51.000Z,#heartbroken,,135512216
everyone,nl,481453765737082880,,579360322,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",481453765737082880,@someuser Dacht ga vandaag met me nichtjes naar 1D hebben ze kaartjes verkocht😔💔 #echtepijn#heartbroken #emo #cut4robin,Twitter for Android,2014-06-24T15:08:17.000Z,#heartbroken,"{'place_id': 'd0e8344b2cd05733', 'coordinates': {'type': 'Point', 'coordinates': [5.8349582, 51.9588027]}}",
everyone,nl,480099811564470272,"[{'type': 'retweeted', 'id': '480098487024246784'}]",1291581308,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",480099811564470272,"RT @someuser @someuser Jou back heb ik sws niet meer, wtf. Nam het nog voor je op alles #heartbroken:((",Twitter for Android,2014-06-20T21:28:09.000Z,#heartbroken,,
everyone,nl,480098771532255232,"[{'type': 'retweeted', 'id': '480098147537260544'}]",1291581308,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",480098771532255232,"RT @someuser Jou back heb ik sws niet meer, wtf. Nam het nog voor je op alles #heartbroken",Twitter for Android,2014-06-20T21:24:01.000Z,#heartbroken,,
everyone,nl,480098487024246784,,1684391886,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",480098487024246784,"@someuser Jou back heb ik sws niet meer, wtf. Nam het nog voor je op alles #heartbroken:((",Twitter for Android,2014-06-20T21:22:53.000Z,#heartbroken,,
everyone,nl,480098147537260544,,332431781,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",480098147537260544,"Jou back heb ik sws niet meer, wtf. Nam het nog voor je op alles #heartbroken",Twitter for iPhone,2014-06-20T21:21:32.000Z,#heartbroken,"{'place_id': '99cdab25eddd6bce', 'coordinates': {'type': 'Point', 'coordinates': [4.85665432, 52.38262336]}}",
everyone,nl,479898589481943040,"[{'type': 'replied_to', 'id': '479898589481943040'}]",163843826,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",479905846630318081,@someuser @someuser jammer van de site storing ben mn kaarten kwijt en nu uitverkocht #angry #heartbroken #verdrietig #waardeloos,Twitter Web Client,2014-06-20T08:37:24.000Z,#heartbroken,,260680144
everyone,nl,478601779895357440,"[{'type': 'replied_to', 'id': '478601779895357440'}]",375036224,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",478610191039365120,@someuser je gaat me nooit followen eh sam? #heartbroken #asksamuel,Twitter for Android,2014-06-16T18:48:56.000Z,#heartbroken,,105859515
everyone,nl,478489976292646913,,2295215452,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",478489976292646913,"Sad sad News #RIP  Bra Eddie Zondi #heartbroken @ Welgedacht, Springs http://someurl",Instagram,2014-06-16T10:51:14.000Z,#heartbroken,"{'place_id': '74a72b4ef7894eb4', 'coordinates': {'type': 'Point', 'coordinates': [28.49257797, -26.20933431]}}",
everyone,nl,477527214586884096,,1952179298,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",477527214586884096,Zinnen verzetten ... 💔 #feelmealone #heartbroken #Sidi #missingmyboyfriend http://someurl,Instagram,2014-06-13T19:05:34.000Z,#heartbroken,,
everyone,nl,476785053062950912,,496336098,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",476785053062950912,#PortugalAndDenmarkWants5SOS #DenmarkWants5SOS #Bring5SOSToDenmark WE NEED U😪❤️im #heartbroken 💔💔qq,Twitter for iPhone,2014-06-11T17:56:29.000Z,#heartbroken,,
everyone,nl,476107067347189760,,41818726,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",476107067347189760,"Whatttt!?! Net bij met #Suburgatory, kom ik er achter dat het gecancled is!! Why?? Het is zon leuke serie 😰 #heartbroken #bringitbackon !!!",Twitter for iPhone,2014-06-09T21:02:25.000Z,#heartbroken,,
everyone,nl,474305391845998592,,111084891,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",474305391845998592,Hoe hard ge u in mensen kunt vergissen #heartbroken,Twitter for iPhone,2014-06-04T21:43:12.000Z,#heartbroken,"{'place_id': '64b2185282107954', 'coordinates': {'type': 'Point', 'coordinates': [4.14626884, 51.15842228]}}",
everyone,nl,473850498110738432,,12003862,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",473850498110738432,RIP mijn lieve kleine vriendje Bounty... Na 11 prachtige jaren van het ene op het andere moment gone.. #heartbroken http://someurl,Twitter for Android,2014-06-03T15:35:37.000Z,#heartbroken,,
everyone,nl,473532194712195072,,123654741,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",473532194712195072,Morgen wa is er? Niks ik ben gewoon moe #heartbroken,Twitter for iPhone,2014-06-02T18:30:47.000Z,#heartbroken,,
everyone,nl,473035859047251968,,1116885805,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",473035859047251968,En iewers op die highway het ek my beste pel verloor:( #heartbroken,Twitter for BlackBerry®,2014-06-01T09:38:32.000Z,#heartbroken,,
everyone,nl,472872947380932609,,1884660325,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",472872947380932609,Ik heb die zijn kont nog afgeveegd asahbi nu doet hij zo 😔 #heartbroken #drake,Twitter for iPhone,2014-05-31T22:51:10.000Z,#heartbroken,,
everyone,nl,472579182006784003,,438429553,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",472579182006784003,@someuser #HeartBroken #HeartBroken #HeartBroken ..!!! apehal heartbroken?,Twitter for  Android,2014-05-31T03:23:51.000Z,#heartbroken,,
everyone,nl,472261208217632769,,315386029,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",472261208217632769,Amanda left me for Zoë.. #heartbroken,Twitter for Android,2014-05-30T06:20:20.000Z,#heartbroken,,
everyone,nl,471591899951013889,,82905753,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",471591899951013889,Geen vakantiejob bij de NMBS deze zomer. #heartbroken,Twitter Web Client,2014-05-28T10:00:45.000Z,#heartbroken,,
everyone,nl,471526529730486272,"[{'type': 'replied_to', 'id': '471527103439990784'}]",1723713666,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",471527504969080833,"@someuser awh danm I c u, putting me on blast #HeartBroken",Twitter for Android,2014-05-28T05:44:52.000Z,#heartbroken,,2364797317
everyone,nl,470933058452226048,,418524842,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",470933058452226048,Nu al aan het uitkijken naar de laatste aflevering op maandag van #thuisopeen tot september. #heartbroken,Twitter for iPhone,2014-05-26T14:22:45.000Z,#heartbroken,,
everyone,nl,470720245746122752,,41202754,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",470720245746122752,:______Owen... #Tears #ByeYang #heartbroken #Why #Bitch,Twitter Web Client,2014-05-26T00:17:06.000Z,#heartbroken,,
everyone,nl,470685442984398849,,51566770,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",470685442984398849,Naar bed gaan met de worst feelings  ever.... #heartbroken #dissapointed #madasfuck,Twitter for Android,2014-05-25T21:58:49.000Z,#heartbroken,,
everyone,nl,469585277208764416,"[{'type': 'replied_to', 'id': '469859108557172736'}]",291013331,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",469862320647462912,@someuser @someuser Zoveel liefde seg en ik krijg niks... :( #heartbroken,Twitter Web Client,2014-05-23T15:28:01.000Z,#heartbroken,,2356171160
everyone,nl,469058415990685696,"[{'type': 'replied_to', 'id': '469071124341739520'}]",2279806433,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",469073071568338944,@someuser en op vrijdag moet gij naar Hoboken 😔 #heartbroken 💔,Twitter for iPhone,2014-05-21T11:11:49.000Z,#heartbroken,,56130891
everyone,nl,468860219079286785,,1242049652,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",468860219079286785,Ik zal je nooit vergeten ! #SpecialPerson #2YearsAgo #HeartBroken #Grandpa,Twitter for  Android,2014-05-20T21:06:01.000Z,#heartbroken,,
everyone,nl,468108053293043712,,2502566474,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",468108053293043712,"Waarom is Laundry Day, dit jaar vanaf 16+, aaah ma bon, ik ben 15jarige koerd, ik fix mijzelf wel naar binnen #heartbroken 😭😭",Twitter for iPhone,2014-05-18T19:17:11.000Z,#heartbroken,,
everyone,nl,467524135208640513,"[{'type': 'replied_to', 'id': '467526886969860096'}]",74126739,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 3, 'quote_count': 0}",467532623305515008,"“@someuser @someuser #heartbroken my span is nie die Champs nie. Geluk Griekwas. xx”Wel dis hoe Die Kwaste Rol,haha",Twitter for iPhone,2014-05-17T05:10:38.000Z,#heartbroken,,252962364
everyone,nl,467524135208640513,"[{'type': 'replied_to', 'id': '467524135208640513'}]",252962364,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",467526886969860096,@someuser #heartbroken my span is nie die Champs nie. Geluk Griekwas. xx,Twitter for Android,2014-05-17T04:47:50.000Z,#heartbroken,"{'place_id': '1894819f73285fec', 'coordinates': {'type': 'Point', 'coordinates': [27.1141898, -26.7229844]}}",74126739
everyone,nl,467356961609383936,"[{'type': 'replied_to', 'id': '467359354052947968'}]",376863000,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",467365815386664961,@someuser het is bennie buisman.. #heartbroken,Twitter for Android,2014-05-16T18:07:48.000Z,#heartbroken,,153415379
everyone,nl,467020351202156545,,374095500,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",467020351202156545,Jammer dat je zon bitch geworden bent #heartbroken,Twitter for Windows Phone,2014-05-15T19:15:03.000Z,#heartbroken,,
everyone,nl,465721659631366145,,80064284,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",465721659631366145,Ohnee! Ik word wakker en er is geen vlog van @someuser Wat moet ik nu?! #heartbroken,Twitter for iPhone,2014-05-12T05:14:31.000Z,#heartbroken,,
everyone,nl,465575692944826368,,749093641,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",465575692944826368,Het moment dat ge uw galakleedje wilt bestellen en uw maat is opeens weg #heartbroken,Twitter Web Client,2014-05-11T19:34:29.000Z,#heartbroken,,
everyone,nl,465241521974153216,,22278922,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",465241521974153216,Geen waterpijp vanavond #heartbroken,Twitter for iPhone,2014-05-10T21:26:37.000Z,#heartbroken,,
everyone,nl,464912437700227072,"[{'type': 'replied_to', 'id': '464912437700227072'}]",895369872,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",464913930444611584,“@someuser Doe cijfer in dm !”   Wou ik doen maar je volgt me niet #Heartbroken,Twitter for iPhone,2014-05-09T23:44:53.000Z,#heartbroken,,273415292
everyone,nl,464484919906168832,,157623666,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",464484919906168832,The binding of isaac; Niet zon leuk spel. Hm ik weet niet of deze Subscriber-YouTuber relatie wel gaat werken @someuser #heartbroken,Twitter for iPad,2014-05-08T19:20:09.000Z,#heartbroken,,
everyone,nl,464089862719959040,,298125721,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",464089862719959040,Mijn vent is weg met mijn verjaardag. #heartbroken 💔💔💔💔,Twitter for iPhone,2014-05-07T17:10:20.000Z,#heartbroken,"{'place_id': '2a8a74486cd0d519', 'coordinates': {'type': 'Point', 'coordinates': [4.42478549, 51.18128845]}}",
everyone,nl,463776744512561152,"[{'type': 'replied_to', 'id': '463778775335833600'}]",421065392,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",463780215433330688,@someuser kijk naar zijn fucking lelijk truitje die hij vanmiddag droeg #heartbroken #canthandleanymore #verrader http://someurl,Twitter for iPhone,2014-05-06T20:39:54.000Z,#heartbroken,,1405041840
