reply_settings,public_metrics,source,author_id,text,created_at,id,conversation_id,lang,search_query,geo,in_reply_to_user_id,referenced_tweets
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Instagram,109371507,"Estamos aburridas ✌✌ #sister #worried ❤❤❤ @ Rafael Calzada, Buenos Aires http://someurl",2016-03-12T21:59:11.000Z,708774366247559168,708774366247559168,es,#worried,"{'coordinates': {'type': 'Point', 'coordinates': [-58.3667, -34.8]}, 'place_id': '014c3ff137d87084'}",,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Instagram,23235917,Curren modo #headache #feelingdown #worried #hopeful #selfie http://someurl,2016-03-10T19:08:09.000Z,708006546903408640,708006546903408640,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Instagram,109371507,Cuando estoy al pedo... ☺☺☺ #worried #me #instasize #instamoment #instapic #twd http://someurl,2016-03-10T18:48:39.000Z,708001637261041665,708001637261041665,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,87840359,Recién ha pasado una semana....porfavor no 😔 #worried,2016-03-07T06:49:17.000Z,706733442478825472,706733442478825472,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Instagram,1965864595,Cuando vez algo que te faCena| #Impression #Facepalm #Worried #Eating #Memories #FunnyMoments http://someurl,2016-03-06T22:41:21.000Z,706610646981468160,706610646981468160,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web Client,378907705,"Deja que la mente se calme y el corazón se abra, entonces percibiras las cosas diferentes #Worried #hope",2016-03-05T22:10:55.000Z,706240602099167232,706240602099167232,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,1330971966,"Sigo pensando en si estará bien la nariz de @someuser ,#worried",2016-03-05T07:33:09.000Z,706019706218516480,706019706218516480,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,102229161,Llegas a un punto en que lo más importante... es ver a esa persona bien y feliz... #worried,2016-03-05T03:32:16.000Z,705959084072312832,705959084072312832,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Facebook,493481696,Necesito a mi Mami :(| | Y un abrazo fuerte de ella | | #so_sad| #whats_gonna_happen| #worried: me siento triste,2016-02-26T16:39:24.000Z,703258071091404800,703258071091404800,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,551696223,Sabes que estas envejeciendo cuando preferís no salir un jueves y quedarte a dormir. #worried,2016-02-26T05:12:17.000Z,703085152990154753,703085152990154753,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,141013883,Nunca digas  eso no me va a pasar... #Worried 😫😫,2016-02-26T04:27:21.000Z,703073842332196864,703073842332196864,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,4908211032,Odio ésa sensación dé cuándo alguien me empieza gustar mucho 😔👫💙...| | #worried,2016-02-24T19:26:41.000Z,702575392767381504,702575392767381504,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,1081297273,Esto esta un poco feo! 😨😰 #worried 😱,2016-02-21T18:52:43.000Z,701479680440987649,701479680440987649,es,#worried,{'place_id': 'd2a0bb4acbd6b824'},,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Instagram,2206576056,#worried #weloveyou vaneee @ Ciudad de Neuquen http://someurl,2016-02-21T10:34:59.000Z,701354422459207681,701354422459207681,es,#worried,,,
everyone,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone,66129123,@someuser no se me sale ocupao el telefono #worried #pray,2016-02-19T15:58:57.000Z,700711174124531714,700707760636231680,es,#worried,,90712503,"[{'type': 'replied_to', 'id': '700707760636231680'}]"
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2592264872,Tengo demasiadas cosas por hacer cuando llegue. #worried,2016-02-19T05:20:49.000Z,700550582445199360,700550582445199360,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Instagram,1858043660,"Imagínatelo, tu y yo, dos exclavos de la tentación, en mi cama llena de calor 🎶💤💯🆎  #Worried✌ @someuser http://someurl",2016-02-15T20:44:11.000Z,699333406367166464,699333406367166464,es,#worried,"{'coordinates': {'type': 'Point', 'coordinates': [77.0, 20.0]}, 'place_id': '4c6bf2b7c14c8f88'}",,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter Web Client,85016834,Hay temas que me tocan tanto y mas si a estaba tocado :( #Missing #Worried,2016-02-12T05:37:49.000Z,698018145609449472,698018145609449472,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Instagram,85943423,Mi ánimo hoy #selfie #worried http://someurl,2016-02-11T20:38:13.000Z,697882353448919040,697882353448919040,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,741183614,Las cosas que le pasan a mi viejita ptm y SIEMPRE en la pierna. #worried,2016-02-04T18:31:23.000Z,695313719438344192,695313719438344192,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,130633581,Por qué sueño esas cosas? 🙈 #worried,2016-02-04T12:00:49.000Z,695215428088377345,695215428088377345,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,145343088,"Necesito F R Í O y lluvia, los cultivos lo necesitan 😔 #worried http://someurl",2016-01-28T20:00:52.000Z,692799521999458304,692799521999458304,es,#worried,{'place_id': '0161be1b3f98d6c3'},,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android,102229161,Y hoy me espera un laaargo día! #optimismo #worried,2016-01-28T13:40:28.000Z,692703791121047552,692703791121047552,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,180517233,@someuser siendo serios qué posibilidad le ves a Trump de ganar??!!!! #worried,2016-01-27T21:01:29.000Z,692452389371023362,692452389371023362,es,#worried,,4265721,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,77346714,Insolada #worried 🚑,2016-01-26T18:42:07.000Z,692054927200391170,692054927200391170,es,#worried,,,
everyone,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android,2862792241,Espabila presidenta.. espabila Lay Hoon.. @someuser #worried,2016-01-25T22:42:26.000Z,691753019059376129,691753019059376129,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web Client,375162928,Acabo de hacer una encuesta del DiarioInformación que me ha dicho que soy un 0 en la escala Kingsey #Worried,2016-01-25T18:06:53.000Z,691683674660737025,691683674660737025,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone,286967122,¿Hasta las cuantas semanas se me quitara la hinchazón del pie? 😩🤔 #worried,2016-01-25T00:19:05.000Z,691414952955871233,691414952955871233,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Instagram,408157878,El hombre preocupado.... #worried| #Babo #nephew http://someurl,2016-01-21T21:07:42.000Z,690279628888502272,690279628888502272,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,85604639,"Todo iba genial hasta que me doble el tobillo, una vez más... 😭 #worried",2016-01-21T12:00:27.000Z,690141907373154304,690141907373154304,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,41950500,De verdad ya el mundo está muy mal 💔 en qué vamos a parar!? #worried  http://someurl,2016-01-20T14:54:27.000Z,689823305898024960,689823305898024960,es,#worried,,,"[{'type': 'quoted', 'id': '689725350243217408'}]"
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,268486858,Se avecina una semana complicada... #Worried,2016-01-17T23:07:08.000Z,688860131879161857,688860131879161857,es,#worried,{'place_id': 'd1272bba8714df3d'},,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,395372448,No usen sandalias :(((( #Comoasiqueestahaciendocalorpueblerinoenbogota #worried,2016-01-17T21:41:49.000Z,688838662310592512,688838662310592512,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web Client,358989886,No creí que me quedara tan solo un mes para estudiar... #worried.,2016-01-16T17:58:39.000Z,688420113364692992,688420113364692992,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,133501963,"Yo espero en Dios, pero en mi me desespero. 😔 #worried",2016-01-13T15:18:13.000Z,687292575611510784,687292575611510784,es,#worried,,,
everyone,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPad,889059110,El valor de #UnaBriznaDeAireFresco| Todos #Worried  http://someurl,2016-01-08T21:33:50.000Z,685575160070598657,685575160070598657,es,#worried,,,"[{'type': 'quoted', 'id': '685524997876617216'}]"
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,2154965129,"Es X El Niño| Mientras, en #Paris,se conjura el #ClimateChange y en #NY todos #worried xque se estanca el crecimiento http://someurl",2016-01-08T18:14:30.000Z,685524997876617216,685524997876617216,es,#worried,,,"[{'type': 'quoted', 'id': '685520942953590784'}]"
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,4718280775,Hooooooh! Alert alert alert....| #worried,2016-01-07T03:38:56.000Z,684942265089785856,684942265089785856,de,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,221880453,cristodejesusbendiiitoo!! #worried 😟😟,2016-01-01T10:54:43.000Z,682877607067570176,682877607067570176,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,1449742560,@someuser es ella me textio ayer súper loquita y #worried jajaja,2015-12-29T18:05:30.000Z,681898852677337089,681897724317425664,es,#worried,,71336535,"[{'type': 'replied_to', 'id': '681898431523102720'}]"
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Instagram,568568470,Preocupación por la vida en general #SelfieTime #Worried #SelfieOfTheDay #IgnorenElCable http://someurl,2015-12-28T16:35:25.000Z,681513794045095937,681513794045095937,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2582803338,A veces pienso que estoy loca por ver las cosas de forma diferente que los demás #worried 😯,2015-12-27T23:15:22.000Z,681252059019108352,681252059019108352,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",NewsVideos,2994053057,#Close #Encounter #With Chinas #Worried #Steel #Workers| #Chinas| http://someurl http://someurl,2015-12-26T12:08:35.000Z,680721868689559552,680721868689559552,en,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,550856610,"Entre menos merecen, más consiguen. #worried",2015-12-26T00:02:08.000Z,680539051087167488,680539051087167488,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter Web Client,307097782,"@someuser o @someuser explicandme que coño pasa con @someuser que sabéis de que va esto mejor, empiezo a leer muchas tontás!!! #worried",2015-12-25T22:15:11.000Z,680512138759270400,680512138759270400,es,#worried,,252320526,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2202313165,"@someuser conchale Bebé dile a Mariana que no use ese vestido Raenrra, que use el Fajardo o uno de Gionni Straccia no tienen? #Worried",2015-12-20T21:23:51.000Z,678687279913771009,678687279913771009,es,#worried,,116986037,
everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,550313080,"@someuser carnoviaaaa, ¿cómo sigues de los pies? #worried",2015-12-20T07:24:51.000Z,678476137459113984,678475283771461633,es,#worried,,293314090,"[{'type': 'replied_to', 'id': '678475283771461633'}]"
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web Client,37259085,¿POR QUÉ ME GUSTA BB TALK DE MILEY CYRUS? | #worried,2015-12-17T19:06:49.000Z,677565629516378112,677565629516378112,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,26348668,So blue and tired... | Quiero llegar a mi casa y dormir hasta mañana. | | #blue| #worried | #praisingthelord| #prayingforyourhealth,2015-12-16T21:47:58.000Z,677243796325687297,677243796325687297,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",alljournalist,4356878679,Simon #Cowells #Adele #delight #and #why #hes #not #worried #about #The #Voice @someuser http://someurl,2015-12-11T12:09:41.000Z,675286328263761920,675286328263761920,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,252925820,OK!!! Supongo q si cierto # de personas bromea sobre q estoy un poco pasado d tamales ya me debería ser preocupante #Worried #Fatty #Fatass,2015-12-09T22:30:33.000Z,674717797449003008,674717797449003008,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for BlackBerry®,757272421,Tantas cosas que hacer & tan poco tiempo! #Worried,2015-12-09T02:03:21.000Z,674408964663193600,674408964663193600,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,199973221,Ojalá hubiera algo que pudiera hacer... #worried,2015-12-04T14:44:18.000Z,672788523490009089,672788523490009089,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,61255967,Silence radio. #worried,2015-12-04T08:25:58.000Z,672693311623331840,672693311623331840,es,#worried,{'place_id': '3980fd5d8a818646'},,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,1110401216,"Ya que llegue plis, con este norte y borracho :( #Worried",2015-12-04T03:36:20.000Z,672620424316882944,672620424316882944,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,216946396,"malditos hijos de puta, acaban de sentenciarnos a muerte dandole plenos poderes a ese cerdo... #Worried",2015-12-04T00:14:59.000Z,672569753337204736,672569753337204736,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,96627108,Estos malos momento pasarán. Todo tiene una finalidad. #bad #evenworse #toosad #worried,2015-12-03T22:57:54.000Z,672550352261017601,672550352261017601,es,#worried,,,
everyone,"{'retweet_count': 3, 'reply_count': 3, 'like_count': 2, 'quote_count': 0}",Twitter for iPhone,103120335,Porque será que la @someuser anda muy callada estos días?!🤔🤔🤔 #worried #dondeestalabitch,2015-12-02T22:04:27.000Z,672174517116997632,672174517116997632,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,436099392,#worried                             insomnio                                        [...],2015-11-30T08:53:30.000Z,671250688429699072,671250688429699072,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Instagram,229109553,Sus ojos ya no reflejaban la dulzura de su alma😞🙈| #day #worried #study #finance http://someurl,2015-11-30T05:23:48.000Z,671197918448234496,671197918448234496,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Instagram,310288321,Este coco y yo...| Lo estamos flipando!| | #coco #me #worried #fruit #eatcleantraindirty #eatclean http://someurl,2015-11-26T09:26:56.000Z,669809553173823488,669809553173823488,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",twtcmd,4009656892,#jacked #k4s #cheesin #worried #opening 1499 #APPS #spain #News #Radio Radios Espana: http://someurl plz Retweet,2015-11-24T02:26:09.000Z,668978881903394816,668978881903394816,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,1284991285,"Que mierda, espero que no me tengan que cambiar mi carro😭 #Worried",2015-11-20T03:06:24.000Z,667539462830755842,667539462830755842,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Instagram,4187703549,Dia de lluvia ☔☁⚡❄🌀 #BuenosAires #Argentina #Lluvia #Rain #Sad #Worried #Cold #Instagram #Instapic... http://someurl,2015-11-19T20:09:14.000Z,667434479896690688,667434479896690688,ca,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web Client,2930033950,ay dios ayudeme en estos momentos #Worried,2015-11-13T20:02:20.000Z,665258413618802689,665258413618802689,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,112716708,cuanto me alegro de no ser de usa #worried,2015-11-11T15:25:23.000Z,664463940576002048,664463940576002048,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for BlackBerry®,3354237184,@someuser No Lorenzo Godinho #worried,2015-11-10T11:20:57.000Z,664040041346371584,663666024139595776,it,#worried,,43086459,"[{'type': 'replied_to', 'id': '663666024139595776'}]"
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web Client,261272428,mi madre diciendome que no voy a lisboa JAJAJAJAJAJA #worried,2015-11-08T21:44:36.000Z,663472211571920897,663472211571920897,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,143633403,Ustedes ya saben para dónde vamos... | A la degradación #Worried #Tristeza   http://someurl,2015-11-05T03:16:21.000Z,662106147265110016,662106147265110016,es,#worried,,,"[{'type': 'quoted', 'id': '662051767937605637'}]"
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,1893880068,@someuser y he estudiado mazo para el examen de mañana 😋 #worried,2015-11-03T23:20:28.000Z,661684397737975808,661684200374935552,es,#worried,,1893880068,"[{'type': 'replied_to', 'id': '661684200374935552'}]"
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,129614511,No me causa ningún interés. | #Worried,2015-11-03T19:14:52.000Z,661622591963185156,661622591963185156,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for Android,1142734430,@someuser @someuser no Mezquida..... | #Worried #VWFC #Cascadia #MLSPlayoffs,2015-11-01T21:28:03.000Z,660931329740046336,660929923352145921,es,#worried,,2509240170,"[{'type': 'replied_to', 'id': '660929923352145921'}]"
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Windows Phone,2946235888,"Mi primo también, pero no me habla 😢 #NecesitoSaberDeEl #Worried",2015-11-01T04:48:40.000Z,660679826181894144,660679826181894144,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Instagram,976997606,ASI COMO CUANDO NO CUADRAS CONTIGO MISMO!!!! | | #instagoodnight #relax and #worried  #doral #miami... http://someurl,2015-11-01T00:21:23.000Z,660612564288581632,660612564288581632,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,273604813,"Con tanto remake adaptación y continuación de saga injustificado, parece que #Hollywood se ha quedado sin ideas #cine #originalidad #worried",2015-10-31T17:08:28.000Z,660503615086403584,660503615086403584,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter Web Client,227691758,Y aparece la crisis nerviosa cuando muchos frentes de tu vida están fallando...  #FeelingSad #Worried,2015-10-27T22:39:17.000Z,659137316267671552,659137316267671552,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter Web Client,192830996,@someuser ... y el jamón...? #worried,2015-10-27T19:12:41.000Z,659085323918573568,659066978745847808,es,#worried,,2210366126,"[{'type': 'replied_to', 'id': '659066978745847808'}]"
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web Client,182100123,Horas y horas gastadas en notas de voz y... #worried  http://someurl,2015-10-25T19:35:35.000Z,658366312259940352,658366312259940352,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,176199872,Estoy #worried como no consiga conocer a 5h el lunes voy a llorar tanto xd,2015-10-23T23:03:00.000Z,657693736718213120,657693736718213120,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter for Android,271708013,@someuser Sammy!! Take care. Como estas tu y tu familia??. #worried ILYSM <3,2015-10-23T22:44:18.000Z,657689027462713348,657689027462713348,es,#worried,,275763534,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Instagram,75720360,Vamonos! Huracán 😰 #worried http://someurl,2015-10-23T19:04:39.000Z,657633752277880832,657633752277880832,es,#worried,,,
everyone,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,720154025,Entre ayer y ahora mi mujer me ah dicho tenes razon 5 veces creo que ya viene el fin del mundo 😢😢😂😂 #worried #wtf #asombrado #yaerahora,2015-10-22T23:57:53.000Z,657345160313868288,657345160313868288,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,68451846,"Como decia mia abuelita cagados y el agua lejos,no me quiero imaginar los partidos sin @someuser 😯 #worried",2015-10-22T19:03:03.000Z,657270963566977024,657270963566977024,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web Client,212852692,"#Worried Los disparos del Xolaje han estado flojos, desviados... pior que los míos jugando con los compas.",2015-10-17T02:59:34.000Z,655216552837410816,655216552837410816,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web Client,1880736996,No trabaje en toda la semana #Worried,2015-10-15T21:08:42.000Z,654765868232998912,654765868232998912,es,#worried,,,
everyone,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,3876612312,Go go go clark kaya mo yan #Worried #OTWOLLoveDrunk,2015-10-14T13:46:43.000Z,654292250306834432,654292250306834432,tl,#worried,{'place_id': '004f3727016f9b5c'},,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Instagram,258584045,Preocupada nivel: Mamá| Being worried level: Mom| #Worried #Preocupada #Perdido lol http://someurl,2015-10-14T02:26:43.000Z,654121122250756096,654121122250756096,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,763062547,@someuser que le pasa a mi #hami? #worried #2am,2015-10-13T05:35:00.000Z,653806120088281088,653805516460834816,es,#worried,,102171636,"[{'type': 'replied_to', 'id': '653805516460834816'}]"
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Windows Phone,2173164284,Me muero sin vos #bebe #worried #hija #ojala 🙀 http://someurl,2015-10-13T04:03:21.000Z,653783056373972993,653783056373972993,es,#worried,,,
everyone,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web Client,579243970,cuma?! #Worried  #brazil  http://someurl,2015-10-07T00:32:43.000Z,651555720299696129,651555720299696129,es,#worried,,,"[{'type': 'quoted', 'id': '651555544977788928'}]"
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,98263960,"Algo que tengo prohibido hacia mi mismo es automedicarme, o empastillarme, creo que me volvería inmune al medicamento. #Worried",2015-10-06T20:28:23.000Z,651494228992765952,651494228992765952,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,139920883,@someuser qué te pasó??? 😱😱😱😱 #Worried,2015-10-03T20:07:50.000Z,650401897732411392,650401670669537280,es,#worried,,1388305962,"[{'type': 'replied_to', 'id': '650401670669537280'}]"
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Instagram,570355212,#Worried #Vitin #Villacoca #Hastalaspatas Las borracheras son mejor con... http://someurl,2015-10-02T01:20:08.000Z,649755713506541568,649755713506541568,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,3302686511,"@someuser Por que no estas respondiendo,su whats app se ha ido!! #worried",2015-09-30T11:50:12.000Z,649189500598530048,649189500598530048,es,#worried,,346853108,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,1307766240,Gonzalito mejorate pronto porfaa!! :( #worried,2015-09-29T22:02:28.000Z,648981193447350272,648981193447350272,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,494636544,Quisiera saber si todas las madres hablan tanto de alcohol como la mia... #worried,2015-09-29T18:04:21.000Z,648921269853888512,648921269853888512,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",IFTTT,240412540,Noche de fifa se llama la cosa. #preocupado #worried #brothers #full_live #muytop #likesxlikes #likesplease #topsh... http://someurl,2015-09-22T21:51:59.000Z,646441838509953024,646441838509953024,es,#worried,,,
everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone,56805426,Alguien sabe cuánto tiempo va a estar Ximena Sariñana en Colombia y si va a estar en otros países de Latinoamérica? #WORRIED,2015-09-22T15:26:28.000Z,646344820118659073,646344820118659073,es,#worried,,,
