lang,conversation_id,id,created_at,public_metrics,author_id,source,text,reply_settings,search_query,geo,in_reply_to_user_id,referenced_tweets
tl,812997905925677056,812997905925677056,2016-12-25T12:26:20.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",388053446,Facebook,Thank you so much sa pamasko lolo Yasumi - Yashira| | #thankful #blessed #happy #crib #foam #cash http://someurl,everyone,#happy,,,
tl,812994629683544064,812994629683544064,2016-12-25T12:13:19.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",215384938,Instagram,#happy #fewhoursbeforeour61st @ Summitville Subd. Alabang Muntinlupa... http://someurl,everyone,#happy,"{'place_id': '00c699d656122ebe', 'coordinates': {'type': 'Point', 'coordinates': [121.04389878, 14.40359547]}}",,
tl,812992848819843072,812992848819843072,2016-12-25T12:06:14.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",1978520330,Instagram,#Christmas Party| #Happy MerryXmas http://someurl,everyone,#happy,,,
tl,812992463141007361,812992463141007361,2016-12-25T12:04:42.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2637171609,Twitter for BlackBerry®,Tsutsuma mangalani @someuser @someuser #Happy  Happy happy niri la Bulwini Zone 2,everyone,#happy,,,
tl,812987936530513920,812987936530513920,2016-12-25T11:46:43.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",360784300,Instagram,Sister - Nana💝💞💖 | My loves | #christmas #christmasselfie #love #family #happy http://someurl,everyone,#happy,,,
tl,812739209479921664,812985396862873600,2016-12-25T11:36:37.000Z,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",3803416464,Twitter for Android,@someuser @someuser #Happy birthday dii,everyone,#happy,,2853136279,"[{'type': 'replied_to', 'id': '812739248176578560'}]"
tl,812984356289454080,812984356289454080,2016-12-25T11:32:29.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2856123530,Instagram,.| MerryXmas💋🔔✨✨| #20161225| #恵比寿ガーデンプレイス | #イルミネーション| #christmasday| #tree| #happy http://someurl,everyone,#happy,,,
tl,812979515278393344,812979515278393344,2016-12-25T11:13:15.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",353290985,Instagram,Feliz Navidad! Merry Christmas!!Buon Natale | #Benavente #happy #waiting http://someurl,everyone,#happy,,,
tl,812973728183291904,812973728183291904,2016-12-25T10:50:15.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",72839408,Instagram,Buon Natale Igers!! 🎅🏻🎄🎁| .| #selfie #merrychristmas #christmas #natale #feste #happy #man #boy... http://someurl,everyone,#happy,"{'place_id': '3f183465db168712', 'coordinates': {'type': 'Point', 'coordinates': [12.50313626, 43.98353777]}}",,
tl,812972643049676800,812972643049676800,2016-12-25T10:45:57.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1000589610,Facebook,nakuha din kita finally! 😋🙏🎄🎇📱| #happy,everyone,#happy,,,
tl,812970697198858240,812970697198858240,2016-12-25T10:38:13.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2174848517,Instagram,Buon natale da Kouture 🎄#smack #happy #style #solodakouture 💫🎁 http://someurl,everyone,#happy,,,
tl,812968451954343936,812968451954343936,2016-12-25T10:29:17.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",246804467,Instagram,"Christmas Selfie, Buon Natale 💫 🎄 🎁#christmas #christmastime #natale2016 #happy #santaclaus @someuser http://someurl",everyone,#happy,"{'place_id': 'd880c007ecb2fbf3', 'coordinates': {'type': 'Point', 'coordinates': [17.2383, 40.47209]}}",,
tl,812959489867517952,812959489867517952,2016-12-25T09:53:41.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2256441684,Instagram,🎄Merry Xmas 🎄🌟.| .| .| | #happy#merrychristmas#instagood#instalike#utsunomiya#santaclaus#mami#asahi http://someurl,everyone,#happy,,,
tl,812944997272190976,812944997272190976,2016-12-25T08:56:05.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",189200675,Instagram,Selamat Hari Natal 2016... Lots of JOY!!!  | | #natal #christmas #joy #happy #everyone #anyofamily http://someurl,everyone,#happy,,,
tl,812924646706159616,812924646706159616,2016-12-25T07:35:13.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",547737535,Instagram,Merry Christmas with my siblings. Mamamasko lang kami hahahaha. #happy #siblings #merrychristmas http://someurl,everyone,#happy,,,
tl,812921148145016832,812921148145016832,2016-12-25T07:21:19.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",266872094,Instagram,#merrychristmas #navidad🎄 #happy  marycruz_amador yadyrasc http://someurl,everyone,#happy,,,
tl,812908296940257282,812908296940257282,2016-12-25T06:30:15.000Z,"{'retweet_count': 9, 'reply_count': 0, 'like_count': 10, 'quote_count': 0}",4054121719,Hootsuite,#Wish-You #Merry #Happy #X-Mas From #Aquaspade  #Pune #India #Hong-Kong#Bangalore #New-Zealand http://someurl http://someurl,everyone,#happy,,,
tl,812895911093252096,812895911093252096,2016-12-25T05:41:02.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",65839862,Twitter for Android,"Nalilito na ko kung ano na kinakain nila sa baba, lunch ba meryenda ba o inadvance na ung dinner? 🙈🙈🙈😂😂😂  #Merry #Happy #Family #Love #Xmas",everyone,#happy,,,
tl,812892618988417024,812892618988417024,2016-12-25T05:27:57.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",61261572,Instagram,Natal... | #merrychristmas #christmas #happy #family #goodtimes #adventuretime http://someurl,everyone,#happy,,,
tl,812889201452740609,812889201452740609,2016-12-25T05:14:23.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",77340481,Instagram,#christmas  #family #happy #grandparents #twins #feliznatal #familia 😍🎄🙏🏻 @ Uirapuru Country... http://someurl,everyone,#happy,"{'place_id': '04b990530ebe63a3', 'coordinates': {'type': 'Point', 'coordinates': [-46.93459919, -23.19369629]}}",,
tl,812882236752076801,812882236752076801,2016-12-25T04:46:42.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",43635874,Instagram,Eto na kuya @someuser LOL Complete Family Picture! ♥️🎄🎅🏼 #MerryChristmas #Happy #2016... http://someurl,everyone,#happy,,,
tl,812876598085058560,812876598085058560,2016-12-25T04:24:18.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2189541913,Instagram,💕🎁🎄 Merry Xmas 🎄🎁💕| #Happy#merryxmas🎄 http://someurl,everyone,#happy,,,
tl,812868753490853888,812868753490853888,2016-12-25T03:53:07.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",106620830,Instagram,"Xmas🎄⭐️🎅🏼 #xmas #christmas #christmastree #xmaseve #2k16 #happy @ Tampico, Tamaulipas http://someurl",everyone,#happy,"{'place_id': '0128fab5ba6d2cd6', 'coordinates': {'type': 'Point', 'coordinates': [-97.8686, 22.2553]}}",,
tl,812864041102245888,812864041102245888,2016-12-25T03:34:24.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",783242914474303489,Instagram,.| .| MerryXmas🎄🌟💫💫| .| .| #merrychristmas| #santaclaus| #sweets| #christmas| #happy| #white| #クリスマス #サンタさん http://someurl,everyone,#happy,,,
tl,812862103606464512,812862103606464512,2016-12-25T03:26:42.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",57902558,Instagram,Ang kukuleeeet! ❤️❤️Kids talaga..😂😊😘 #christmasy #paskongpinoy #happy http://someurl,everyone,#happy,,,
tl,812850805686538240,812850805686538240,2016-12-25T02:41:48.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",83615603,Instagram,Sinong gigil? Cutie pepper. 😁❤️| | #family #christmas #love #happy #goodtimes #pinoy #pinoygram... http://someurl,everyone,#happy,,,
tl,812850294157611012,812850294157611012,2016-12-25T02:39:46.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",214056662,Instagram,Natal + Mamis ❤️ | #meuotgulho #vida #amormaior #life #love #happy #mather #natal #natalemfamilia... http://someurl,everyone,#happy,,,
tl,812843147017457664,812843147017457664,2016-12-25T02:11:22.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",209227251,Instagram,#Absolut #vodka #drink #imsofucking #happy @ Barrio Naón http://someurl,everyone,#happy,,,
tl,812830749325934592,812830749325934592,2016-12-25T01:22:06.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1958472541,Instagram,Namamasko po! #merrychristmas #family #nieces #happy #christmas http://someurl,everyone,#happy,,,
tl,812827991822766080,812827991822766080,2016-12-25T01:11:09.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2878050605,Instagram,#happy #holidays #merrychristmas#merryxmas #funny #joker #true #facts #like4like #f4f... http://someurl,everyone,#happy,,,
tl,812823275608870912,812823275608870912,2016-12-25T00:52:25.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",175942278,Instagram,Natal 2016. ❤🎄😍👸🏽🤴🏽 #Love #Sister #Happy #merrychristmas http://someurl,everyone,#happy,,,
tl,812822431656091648,812822431656091648,2016-12-25T00:49:03.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1344595986,Instagram,❤| | #happy #christmas #love #peace #tarapillinglifestylecoach @ Okanagan Lake http://someurl,everyone,#happy,"{'place_id': '2ba9d25a3c65c05c', 'coordinates': {'type': 'Point', 'coordinates': [-119.53333333, 49.93333333]}}",,
tl,812810608584388609,812810608584388609,2016-12-25T00:02:05.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1686698197,Instagram,Buon Natale!!!#natale2016#marrychristmas #happy#night#day http://someurl,everyone,#happy,,,
tl,812794824034316288,812794824034316288,2016-12-24T22:59:21.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",27546808,Instagram,#Happy Chanukah! #candlesburnforeightnights #Chanukah #dreidels #latkes #Rabbi #Marley... http://someurl,everyone,#happy,,,
tl,812792538532892672,812792538532892672,2016-12-24T22:50:16.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",59545867,Twitter for iPhone,.#Happy Chanukah http://someurl,everyone,#happy,,,
tl,812792222768721921,812792222768721921,2016-12-24T22:49:01.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",800505952961110016,Twitter for Android,Diet goals start now. | | Merry Christmas Filipinos at sa mga karAtig bansang nag celebrate ng Xmas. | #Happy Birthday Jesus | #worldpeace http://someurl,everyone,#happy,,,
tl,812789757461823488,812789757461823488,2016-12-24T22:39:13.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",513611099,Instagram,"#babygirl #baby #sun 🌞 #sweet #fun #happy @ Antalya, Turkey http://someurl",everyone,#happy,"{'place_id': '287c7ec0fe21a6ca', 'coordinates': {'type': 'Point', 'coordinates': [30.6833, 36.9]}}",,
tl,812756118921478145,812756118921478145,2016-12-24T20:25:33.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",713255365098471424,Twitter for iPhone,#Happy#Merry#Christmas#Kwanza#Hanukkah#Diwali#Ramadan#chinesenewyear#SantaLuciaDay#WinterSolsticeDay#EpiphanyDay#Yule http://someurl,everyone,#happy,,,
tl,812754970294554624,812754970294554624,2016-12-24T20:20:59.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1420871076,Facebook,#You milli azadi kia duniya ko hairan| #Aey Quaid e Azam tera haisan hi haisan| #HAPPY birth anniversary — feeling happy,everyone,#happy,,,
tl,812750945536901121,812750945536901121,2016-12-24T20:05:00.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",758626472764506112,Instagram,"#home#family#dinner#waiting #happy#love#xmas @ Málaga, Spain http://someurl",everyone,#happy,,,
tl,812744501051723778,812744501051723778,2016-12-24T19:39:23.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",347461881,Instagram,Maligayang Pasko. #christmas #love #happy  #selfie #pink #ggss #anggandako http://someurl,everyone,#happy,,,
tl,812728952183787521,812728952183787521,2016-12-24T18:37:36.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",127661515,Instagram,Bon Nadal! ¡Feliz Navidad! Merry Christmas! Buon Natale! #happy... http://someurl,everyone,#happy,,,
tl,812727627987435521,812727627987435521,2016-12-24T18:32:20.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",750922161133645824,Mobile Web (M2),@someuser dada tmi diner por din ato handsome hye jcho  tmk dkhe chokh ferano jaina #Happy Birthday Dev #TollyKing #BOking,everyone,#happy,,138077726,
tl,812727564376698880,812727564376698880,2016-12-24T18:32:05.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1128068192,Facebook,marry chrismas sa nuha amego| #happy,everyone,#happy,,,
tl,812716761627983872,812716761627983872,2016-12-24T17:49:10.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",776676856812695552,Twitter for Android,@someuser #happy birthday dada.khub bhalo theko.god bless u,everyone,#happy,,138077726,
tl,812710864490991617,812710864490991617,2016-12-24T17:25:44.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",81316412,Instagram,Maroon 6 💋💋| •| •| #christmaseve #merrychristmas #happychristmas #christmas #moment #happy #family... http://someurl,everyone,#happy,,,
tl,812703109923434496,812703109923434496,2016-12-24T16:54:55.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",121479191,Instagram,"#merrychristmas 🎄🎁🎉 #happy #christmasteve🎄🎅 @ Avesta, Sweden http://someurl",everyone,#happy,"{'place_id': '92bf6dfeba59522f', 'coordinates': {'type': 'Point', 'coordinates': [16.2, 60.15]}}",,
tl,812701987515101184,812701987515101184,2016-12-24T16:50:27.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2784083558,Instagram,Maligayang Pasko! ❤️ #happy #birthday #papajesus #vscocam #vscofilter #vsco http://someurl,everyone,#happy,,,
tl,812697224257806336,812697224257806336,2016-12-24T16:31:32.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1538662664,Instagram,"#Happy #Hollidays , #Marry #Christmas @ Kanuhura Maldives http://someurl",everyone,#happy,,,
tl,812693962259501056,812693962259501056,2016-12-24T16:18:34.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",52256723,Twitter for iPhone,salamat po sa chocolates na ito kagabi @someuser merry CHRISTmas po.#happy #ferrero http://someurl,everyone,#happy,,,
tl,812692217563414528,812692217563414528,2016-12-24T16:11:38.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",91205754,Instagram,"Me and Miko,  love| #familylove #happy @ Haifa, Israel http://someurl",everyone,#happy,"{'place_id': '2edb6e240797c549', 'coordinates': {'type': 'Point', 'coordinates': [34.9892, 32.8156]}}",,
tl,812687972701118464,812687972701118464,2016-12-24T15:54:46.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",286954526,Twitter for Android,Natawa ako sa #happy 😂,everyone,#happy,,,
tl,812677117515157504,812677117515157504,2016-12-24T15:11:38.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",4470024552,Twitter for Android,Merry xmass to all my friends and also my unfriends..✌✌✌✌|   Sorry guys kung naka gawa mn ako nang hindi maganda sa nyo..| #HAPPY CHRISTMASS,everyone,#happy,,,
tl,812663675513356288,812663675513356288,2016-12-24T14:18:13.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",782263638,Instagram,.| NANA & KAITOs kitchen 🍳🔪🍖| .| .| .| .| .| #dinner🍴 #derishus #happy #chirisrmaseve http://someurl,everyone,#happy,,,
tl,812653635603722240,812653635603722240,2016-12-24T13:38:19.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1443445519,Facebook,iba padin talaga pag pamilya yung kasama sa pasko ☺ #ElardoFamilyXmasparty ❤| #Happy #Maligayangpasko 😊,everyone,#happy,,,
tl,812649893848190977,812649893848190977,2016-12-24T13:23:27.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",810999318266032128,Twitter for Android,#happy to see u happy iloveyou @someuser  enjoy ur vacay..MerryXmas menggay.. http://someurl,everyone,#happy,,,
tl,812649620983513088,812649620983513088,2016-12-24T13:22:22.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",153742317,Instagram,tuna pasta 😊😊✌🏻✌🏻| #happy #merrychristmas #nochebuena #foodstagram #foodporn #foodie #❤️food http://someurl,everyone,#happy,,,
tl,812646914093158401,812646914093158401,2016-12-24T13:11:37.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",1539781074,Instagram,MerryXmas🎅🎄⛄🎁❤| Cheersssssssssss😎🍻😎| #メリークリスマス #party #instagood #instalife #happy #f4f... http://someurl,everyone,#happy,,,
tl,812646100574171136,812646100574171136,2016-12-24T13:08:23.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2160588860,Instagram,.| kyoka day 🎬❤️!!!| .| #movie #土竜の唄 #girl #me #happy| #merryxmas #christmas #1224 #instadaily... http://someurl,everyone,#happy,,,
tl,812644903503220736,812644903503220736,2016-12-24T13:03:37.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",1062294540,Instagram,MerryXmas🎅🎄🎁♡♡| .| .| #happy #merry #xmas #party| #santa #costume #12 #24 | #🎅 #❤ http://someurl,everyone,#happy,,,
tl,812642669419696128,812642669419696128,2016-12-24T12:54:45.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",424734164,Instagram,#bali #nusadua #balicollection  #mylife #travel #trips #life #happy #l @ Bali Colection Nusa Dua http://someurl,everyone,#happy,"{'place_id': '6ab2f5132f36eb85', 'coordinates': {'type': 'Point', 'coordinates': [115.22940419, -8.80156822]}}",,
tl,812641000099192832,812641000099192832,2016-12-24T12:48:07.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",139985926,Instagram,MerryXmas🎅💕| | #xmas | #happy | #eve | #iloveferrets | #family | #animal | #cute | #フェレット | #ふわもこ部 | #多頭飼い http://someurl,everyone,#happy,,,
tl,812633715708985344,812633715708985344,2016-12-24T12:19:10.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2295925638,Facebook,BONDING MOMENT WITH KUYA KONG POGI :) | #Friendship | #happy — feeling happy,everyone,#happy,,,
tl,812617903627501568,812626814640263168,2016-12-24T11:51:45.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2870577936,Mobile Web (M2),@someuserawinje kaka ikele kar pawder!We walos omuom mondo wachok go gige jokapango kaka judge dwaro!#happy xmas nyargang,everyone,#happy,,632779901,"[{'type': 'replied_to', 'id': '812617903627501568'}]"
tl,812530747944947712,812621883040526336,2016-12-24T11:32:09.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",810068545170186240,Twitter for Android,@someuser we proud support sarah&matteo #happy ksa!!,everyone,#happy,,15872418,"[{'type': 'replied_to', 'id': '812530747944947712'}]"
tl,812618131743051776,812618131743051776,2016-12-24T11:17:14.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1474659668,Facebook,🎅 MERRY CHRISTMAS MGA NINONG at NINANG  🎅| 😍 😍 😇 😇 😉 😉 🎉 🎉 🎊 🎊 🎁 🎁 🎄 🎄 | | #HAPPY BIRTHDAY PAPA JESUS 💞 💞,everyone,#happy,,,
tl,812610520423559168,812610520423559168,2016-12-24T10:47:00.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",595104041,Facebook,- Yehey Ganda Ng Christmas Gift Ko 😇😇 Uuwi Papa Ko Wooohh 😂😂 Saya Saya Kumpleto Kame This Christmas 😉😉| | #Happy,everyone,#happy,,,
tl,812598666540105728,812598666540105728,2016-12-24T09:59:54.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",242203102,Instagram,S7uman 🙅🏻‍♂️🙅🏻| .| .| .| .| .| | .| .| #bestfriends #s7uman #happy #menswear #kilakilabyakasya #kilakila... http://someurl,everyone,#happy,,,
tl,812581570145984512,812581570145984512,2016-12-24T08:51:58.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",35179188,Instagram,"basta #happy sya, happy na din me 😀 #creatingmemories #capturedmoment #mcdonalds http://someurl",everyone,#happy,,,
tl,812577773537607680,812577773537607680,2016-12-24T08:36:52.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",984594816,Instagram,Finally im going home ☺ iwanan muna ang stress sa Manila 😉 #Happy http://someurl,everyone,#happy,,,
tl,812576047581405184,812576047581405184,2016-12-24T08:30:01.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",4765391156,Twitter for  Android,Mka Oj amng convo mg sisters. Hahahaha #Happy #Vanguard,everyone,#happy,,,
tl,812575384646451200,812575384646451200,2016-12-24T08:27:23.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1099821072,Twitter for Android,Pag sinusuwerte bumili lang ako nanalo pako nito :)| #Happy # Blessed #xmas| #THANKYOULORD http://someurl,everyone,#happy,,,
tl,812564638030266368,812564638030266368,2016-12-24T07:44:41.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",90848721,Instagram,Family time| #happy| #fun| #seru| #tarikmang| #jangankasihkendor| #wedding| #bigfamily @ Samarinda Sebrang http://someurl,everyone,#happy,"{'place_id': '8f6d8fbc7060e679', 'coordinates': {'type': 'Point', 'coordinates': [117.13943848, -0.50994051]}}",,
tl,812562122718711808,812562122718711808,2016-12-24T07:34:41.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2791588496,Instagram,-❄︎--»  BALI LOVE 🌴☀️| #closetozen #handcrafted #jewelry #fashionista #travel #bohostyle #happy... http://someurl,everyone,#happy,,,
tl,812557730875670528,812557730875670528,2016-12-24T07:17:14.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",261578499,Instagram,:)| | #xmas #happy #getaway @ Singapore Changi Airport http://someurl,everyone,#happy,"{'place_id': '6635b2fcebd13c64', 'coordinates': {'type': 'Point', 'coordinates': [103.989444, 1.359167]}}",,
tl,812528079029567489,812528079029567489,2016-12-24T05:19:24.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",347461881,Instagram,Uuunderage o kay hirap ispelengin. #movie #love #happy #cinemaone #pinoy http://someurl,everyone,#happy,,,
tl,812526884164685824,812526884164685824,2016-12-24T05:14:39.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2849775566,Facebook,My forever| Iloveyou forever mga anak..| | #happy http://someurl,everyone,#happy,,,
tl,812523826911313920,812523826911313920,2016-12-24T05:02:30.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",91324276,Instagram,#selfie #relax #birthday #cumple #happy #felizcumpleaños #feliz #familytime #familia @ Bibas... http://someurl,everyone,#happy,"{'place_id': '01be351754bcbe13', 'coordinates': {'type': 'Point', 'coordinates': [-71.6128723, 10.67446116]}}",,
tl,811933672454524928,812512796822777856,2016-12-24T04:18:41.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",370480845,Twitter Web Client,@someuser @someuser Meow.. #Happy na d.i si madam @someuser  Grats Maam Stand and stay parin sa KIA LOL LOVE baya ka ni angcore lol,everyone,#happy,{'place_id': '20c33b9759b51e87'},604517993,"[{'type': 'replied_to', 'id': '812497831864872960'}]"
tl,812496188960284673,812496188960284673,2016-12-24T03:12:41.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1365652333,Instagram,"#gabrielalexanderfraga @someuser gigiudsphoto.,#happy #christmas #santaclaus #december... http://someurl",everyone,#happy,,,
tl,812494355252449280,812494355252449280,2016-12-24T03:05:24.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",812298101180362752,Twitter for Android,"Welcome Home kuya 😭 Thank God, magsasama-sama ulit tayo 😊🙌| | #happy| #me http://someurl",everyone,#happy,,,
tl,812481976670232576,812481976670232576,2016-12-24T02:16:13.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",811566891294748672,Mobile Web (M2),#very-very happiwala #happy critmas modi jee,everyone,#happy,,,
tl,812479751042502656,812479751042502656,2016-12-24T02:07:22.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1215332959,Instagram,With my gal| #happy| @someuser Yan yung nasa behind ko http://someurl,everyone,#happy,,,
tl,812478761446895616,812478761446895616,2016-12-24T02:03:26.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",156654588,Twitter Web Client,nayanatara nude videos #happy hardcore anthems http://someurl,everyone,#happy,,,
tl,812470556373254146,812470556373254146,2016-12-24T01:30:50.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",112146636,Instagram,the biglaang xmas party 😊🎄 #christmasparty #friends #happy http://someurl,everyone,#happy,,,
tl,812444270032359425,812444270032359425,2016-12-23T23:46:23.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",75720803,Instagram,Afternoon in the Ibirapuera Park! 😎🌲☘️🍂🌿🎄🌴🎍🍃#garden #blond #boy #guy #gold #blueeyes #happy... http://someurl,everyone,#happy,"{'place_id': '68e019afec7d0ba5', 'coordinates': {'type': 'Point', 'coordinates': [-46.66219711, -23.59152001]}}",,
tl,812430683142426628,812430683142426628,2016-12-23T22:52:23.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",329407489,Instagram,"#home #happy #ohana @ Talisay, Negros Occidental http://someurl",everyone,#happy,"{'place_id': '010f21281b37a4c8', 'coordinates': {'type': 'Point', 'coordinates': [122.966, 10.7372]}}",,
