reply_settings,geo,public_metrics,created_at,id,conversation_id,source,author_id,lang,text,search_query,in_reply_to_user_id,referenced_tweets
everyone,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-12-23T04:56:21.000Z,547254359910662144,547254359910662144,Twitter for Android,1664506236,zh,"见一个,杀一个!! #angry#geli#dulan",#angry,,
everyone,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-12-21T14:00:58.000Z,546666639312580608,546666639312580608,Instagram,150729632,zh,"明天又是禮拜一,來表達一下憤怒。| Blue monday is coming,feel angry.| | #angry #sad #feeling #tomorrow #blue #monday... http://someurl",#angry,,
everyone,,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-12-20T03:52:37.000Z,546151155760263168,546151155760263168,Twitter for iPad,24363728,zh,#聖誕 #暴怒 #熊 與 #自拍 #女生 @someuser #台灣 #Angry #Christmas #Bear & #Selfie #girls #Taiwan http://someurl,#angry,,
everyone,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-12-19T15:33:13.000Z,545965082388480002,545965082388480002,Instagram,1396664467,zh,今天完全不是我的日子。 | #sad #angry #tired @ 聯大路 http://someurl,#angry,,
everyone,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-12-15T10:36:32.000Z,544440867923062784,544440867923062784,Instagram,171114544,zh,不解釋| 我要回家怒吃麥當勞| #angry #eat #idiots #working http://someurl,#angry,,
everyone,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-12-11T12:17:55.000Z,543016829695037440,543016829695037440,Instagram,147818010,zh,為什麼你都聽不懂!!!!!!!!!!!!!!!!| #mad #angry #unhappy #damn #fuck #relation #ship #sad #cry http://someurl,#angry,,
everyone,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-12-09T09:01:23.000Z,542242595964198913,542242595964198913,Instagram,1116128640,zh,我不喊別以為我放縱 我不說別以為可以越限 別太過分 #angry ❤️n寧 http://someurl,#angry,,
everyone,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-12-09T07:25:09.000Z,542218374261268480,542218374261268480,Instagram,1116128640,zh,我不喊別以為放縱 我不說別以為可以越限 別太超過 #angry ❤️n寧 http://someurl,#angry,,
everyone,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-12-09T05:04:26.000Z,542182965049294849,542182965049294849,Instagram,488386663,zh,那種自以為很好玩很有趣| 卻忽略別人的感受的人| 那種只在乎自己感受| 卻不想想大家也都一樣的人| 只因不想破壞一份情誼 | 所以都好好的說| 但並不代表可以為所欲為| 懂的看人臉色 很重要 ok(?| #angry http://someurl,#angry,,
everyone,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-12-08T04:25:33.000Z,541810792006713345,541810792006713345,Instagram,157346550,zh,很多人都不懂得閃傘的禮貌齁💢💢💢🌂😡| | #umbrella #raining #manner #angry http://someurl,#angry,,
everyone,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-12-04T08:25:27.000Z,540421613561581568,540421613561581568,Instagram,147818010,zh,我在睡覺妳耍白目在那拼拼碰碰的| 小姐我上大夜班妳可以讓我好好睡嗎？| 現在都四點半了!!!| 等一下白班的回來更吵欸=_=| | BTW.| 我真的是內雙不是單眼皮| #mad #angry #sleep #want... http://someurl,#angry,,
everyone,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-12-01T16:16:14.000Z,539452923584188416,539452923584188416,Instagram,1099268798,zh,教我怎麼放棄你. Study mood please on! 💪 #ootd #asian #day #girl #feel #angry #with #myself #when #realise... http://someurl,#angry,,
everyone,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-11-27T16:32:06.000Z,538007368341401601,538007368341401601,Instagram,147818010,zh,有時候| 就因為你的一句話| 讓我失眠一整夜| | 有時候| 睡前講電話不開心| 隔天整天心情差| #happy #sad #angry #depression #sunshine #sunshine #window... http://someurl,#angry,,
everyone,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-11-22T04:46:52.000Z,536017948104589312,536017948104589312,Instagram,231851382,zh,把嘴巴咬破之後就照三餐咬| 超想打人的啊......| #damnit #hurt #angry http://someurl,#angry,,
everyone,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2014-11-17T14:32:11.000Z,534353307889053697,534353307889053697,Instagram,773330754,zh,報告、口試還沒讀 | 一堆待處理的文件| 面對一台隨時死當的window vista7年老電腦而新電腦明天才會來 我該怎麼辦?| 是個徹夜奮鬥的節奏...| #regret #lazzy #angry http://someurl,#angry,,
everyone,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-11-17T04:07:18.000Z,534196054464286720,534196054464286720,Instagram,73323306,zh,喜怒哀乐! The 4 different kind of expression! #chevellequek #fullofexpressions #fun #happy #sorrow #angry... http://someurl,#angry,,
everyone,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-11-13T21:48:19.000Z,533013513619259394,533013513619259394,Instagram,475156117,zh,憑什麼不讓我留言？| 我只是打了表情符號啊😭😭| #ig #yourarebaddest  #angry http://someurl,#angry,,
everyone,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-11-11T10:03:35.000Z,532111386919583744,532111386919583744,Instagram,460349802,zh,我最好的朋友，別生氣好嗎？| #friendship #bestfriend #angry http://someurl,#angry,,
everyone,"{'place_id': '204a435ce97d5de4', 'coordinates': {'type': 'Point', 'coordinates': [120.2481307, 22.7836834]}}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-11-07T04:09:09.000Z,530572638092296192,530572638092296192,Instagram,945328770,zh,昨晚開始的生理期腸胃脹氣和內膜痛著離我而去| 害我只睡兩小時就從早痛到我完全睡不下吃不下| 為什麼我親戚都要這樣玩我| 我會死掉 我還要拼經濟 !| #MC #DAY1 #ANGRY| #脹氣 #不舒服 #想吐... http://someurl,#angry,,
everyone,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-11-06T14:01:59.000Z,530359441783521281,530359441783521281,Instagram,267295061,zh,#hea我| 無論講乜嘢...都成日hea我| 我要報復啦！到我hea你！| 等你體驗下咩滋味！| | #angry #crazy #menarealllikethis #dontheame #yourturn... http://someurl,#angry,,
everyone,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-11-01T14:33:01.000Z,528555313390039040,528555313390039040,Twitter Web Client,188714228,zh,為什麼一直有人要嘗試登入我得TWITTER阿，奇怪耶！#angry,#angry,,
everyone,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-10-30T16:50:42.000Z,527865185751805952,527865185751805952,Instagram,555271978,zh,我還是看不起那些，給予跟拿到不乾不淨的數字，還沾沾自喜的人～至少我心安理得，乾乾淨淨，沒有對不起任何人。靠自己努力才是最真的。#angry #Animal #2014 #10/30 http://someurl,#angry,,
everyone,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-10-29T19:29:32.000Z,527542771104899073,527542771104899073,Instagram,2217643254,zh,好像沒有ㄧ天閒下來| 感到各種無奈| 也許要有更寬容的心| 也許要扮黑臉| 看透人情冷暖| 什麼表面什麼內心層面| #busy #tolerant #heart #angry #face #black #look... http://someurl,#angry,,
everyone,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-10-25T17:04:18.000Z,526056668111458305,526056668111458305,Instagram,80024397,zh,被 Piqué 紙糊的腦袋氣到需要啤酒消氣 #Piqué #FCBarcelona #gaol #angry #WTF http://someurl,#angry,,
everyone,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-10-25T11:16:24.000Z,525969119519453184,525969119519453184,Instagram,611684016,zh,我弟弟用我最爱的刷子来搽爽身粉！啊啊啊！我要杀死他！#angry #killhim #favouritebrush #3ce http://someurl,#angry,,
everyone,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-10-24T01:12:29.000Z,525454748653453313,525454748653453313,Instagram,2376558312,zh,生氣，就好像喝毒藥而指望別人痛苦 #angry #suffering #life http://someurl,#angry,,
everyone,,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2014-10-17T14:06:09.000Z,523112733621776384,523112733621776384,Twitter for iPhone,471043825,zh,有ㄧ種被背叛的感覺😤 @someuser #angry #背叛,#angry,,
everyone,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-10-15T12:37:22.000Z,522365615731126274,522365615731126274,Facebook,395362807,zh,"有些人真的很奇怪,难道岁数大了,听妈妈的话就是错的吗?| 如果这样的话,我建议你马上离开你妈妈,去自己生活,不要靠家里啦!!!| Noob o0o | Fucker stupid boy !!!!!!| #angry... http://someurl",#angry,,
everyone,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-10-14T17:00:20.000Z,522069406244151296,522069406244151296,Instagram,224930667,zh,慢慢的| 有了目標| 專注努力| #gradually #destination #concentrate #red #angry #bird #段考 http://someurl,#angry,,
everyone,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-10-14T12:48:02.000Z,522005911313739776,522005911313739776,Instagram,1361736314,zh,我不說話不代表我不開心，而是我在想事情😊| #when #i # didnt #talking #not #because #Im #angry #or #sad #that #means #is... http://someurl,#angry,,
everyone,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-10-14T10:21:36.000Z,521969060041351168,521969060041351168,Twitter Web Client,7937732,zh,憤怒的時候就是要大吃特吃當懶豬 #angry,#angry,,
everyone,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-10-08T23:49:55.000Z,519998153987063808,519998153987063808,Instagram,112980530,zh,最近負能量爆燈。。| 唔開心。自我安慰。忍。| 頂住。撐得住。| | #hkig #bestrong #behappy #angry #feeling #sad #hongkong #hongkonger... http://someurl,#angry,,
everyone,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-10-08T16:03:31.000Z,519880779187245056,519880779187245056,Instagram,2765434256,zh,不就剛剛好我今天月經來 火氣比較大一點而已！| #Angry #gameover http://someurl,#angry,,
everyone,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-10-08T07:17:18.000Z,519748351269425152,519748351269425152,Instagram,2287772222,zh,"What now?| 趕快回答她, 不然她要生氣了!| #Annabelle  #Annabella  #Jimmabelle  #金罵貝爾  #安娜貝爾  #Ready to get #angry... http://someurl",#angry,,
everyone,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2014-10-05T18:46:17.000Z,518834575976701952,518834575976701952,Instagram,344003653,zh,某件令你生氣沮喪的事情發生當下| 你會覺得這是件非常非常巨大的事| 但當你隨著時間慢慢走過來後| 就會恍然大悟| 其實那只是件非常微小且微不足到的小事罷了| #angry#sad#enormous#time#litt... http://someurl,#angry,,
everyone,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-10-01T15:42:04.000Z,517338664809275392,517338664809275392,Instagram,950904414,zh,準備回家時被蚊子叮的怨念很深😠😠😠| #angry#bad http://someurl,#angry,,
everyone,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-09-30T16:08:09.000Z,516982844543873024,516982844543873024,Instagram,140057035,zh,凶巴巴臭伯伯怪兽😠😠😠😠😠😠 #angry #face #macamyestapibukan #boii #nenenebubu #instalife #malaysia http://someurl,#angry,,
everyone,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-09-27T09:59:43.000Z,515802961084039168,515802961084039168,Instagram,187166822,zh,連中學學生會都識一人一票無篩選選學生會，政府做緊咩呢？| | #ANGRY http://someurl,#angry,,
everyone,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-09-26T16:10:11.000Z,515533801615654912,515533801615654912,Instagram,2362696909,zh,覺得快虛脫了。| 腳已分離。 | #tired #angry http://someurl,#angry,,
everyone,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-09-25T15:24:03.000Z,515159804940017665,515159804940017665,Instagram,566836901,zh,並沒有惹到你，請不要亂發脾氣在我身上💢💥💥🔥 請自重👉👊#angry#what#tbt#jj http://someurl,#angry,,
everyone,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-09-23T16:19:41.000Z,514449029086724096,514449029086724096,Instagram,142521634,zh,好晕好没mood！在不恰当的时候生病！我今天非常冷。穿着两件衣服还是感觉好冷！#fever #work #no #mood #angry #flu #pening #drink  #water #no... http://someurl,#angry,,
everyone,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-09-19T13:03:04.000Z,512949996648292352,512949996648292352,Twitter for Android,184351402,zh,對別人生氣是最自私的做法。| #angry #sad,#angry,,
everyone,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-09-19T05:11:10.000Z,512831240135663616,512831240135663616,Instagram,823570800,zh,空堂跑來視聽教室放電影🎬| 結果看到一半被學姐抓包好尷尬😒😒 以後空堂要去哪啊禮拜五還五節空堂是要逼死誰，排課爛到爆😒😒| #Movie #RUSH #angry #sad http://someurl,#angry,,
everyone,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-09-12T16:46:36.000Z,510469536387043329,510469536387043329,Instagram,147818010,zh,受夠妳的歇斯底里| 受夠妳的憂鬱| 上班夠煩了夠累了| 別一直把負面情緒帶給我| #ridiculous #depression #angry #sad #leave #13th #september #2014... http://someurl,#angry,,
everyone,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-09-08T16:45:58.000Z,509019828431368192,509019828431368192,Instagram,147818010,zh,最近無言的小事物| | 開始旁分以後| 劉海總是自動給我中間裂一半| 奔放的想提早中分| 好困擾| | 頭髮快點長長好嗎| #hair #mad #angry #9th #september #2014 #tuesday... http://someurl,#angry,,
everyone,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-09-04T15:54:55.000Z,507557429244989440,507557429244989440,Instagram,2229437784,zh,"只能靠自己，讓我覺der很gbye,希望討厭的人事物快滾!!!!| | #getout #myself #sad #angry #unhappy #taipei #home #job #taiwan @ 蕾家俱樂部 http://someurl",#angry,,
everyone,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-09-03T11:18:19.000Z,507125431368429568,507125431368429568,Instagram,773330754,zh,『現在本班列車機械故障 請改搭下班列車』| 百年老店一點都不可靠((怒| #TRA #angry #hungry #無奈 http://someurl,#angry,,
everyone,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-09-03T10:55:45.000Z,507119752762765312,507119752762765312,Instagram,462811583,zh,Feelings ; 喜怒哀乐 ~| #feeling #happy #angry #sad #normal #today #hadfun #me #selfie #ugly... http://someurl,#angry,,
everyone,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-08-29T06:28:50.000Z,505240641228771328,505240641228771328,Instagram,1364676950,zh,20140829| 出門是一回事| 戴完安全帽又是另一回事| 每次都生氣頭髮變章魚🐙| | 想吐| #hair #angry #20140829 #octopus http://someurl,#angry,,
everyone,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-08-27T00:59:59.000Z,504433106711875584,504433106711875584,Instagram,1383925502,zh,#買了喜歡吃的卻吃不完| #被自己氣死| 漢堡蛋／小籠包／奶茶| 😅😅😅| | #taiwan #girl #breakfast #angry http://someurl,#angry,,
everyone,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",2014-08-24T11:54:20.000Z,503510617940967425,503510617940967425,WeChat app,78959464,zh,"每次的咬牙切齒而面目可憎...還不就是為了更好的下次呢 ~ 不然，還不如待家翹腿看電視刷手機 /:,@someuser #GYM #Workout #Highpoint #Fitness #Muscle #Angry http://someurl",#angry,,
everyone,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-08-18T17:26:26.000Z,501419866516357120,501419866516357120,Instagram,2366770364,zh,想客訴啦！| 為什麼是我中招| 被木頭刺穿| 直接一個洞 唉| | #angry#傷口 http://someurl,#angry,,
everyone,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-08-18T14:14:38.000Z,501371596213215233,501371596213215233,Instagram,345209976,zh,說一套做一套叫我怎樣相信你?←_←| #tired #angry #bad #mood #now http://someurl,#angry,,
everyone,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-08-13T01:12:45.000Z,499362891091701760,499362891091701760,Instagram,1681194080,zh,連人類基本尊重都不懂你們兩個加起來快要百歲都這般是沒救的說。幹！ #life #hate #angry #wtf #fuckoff #serious #omfg #respect #annoying... http://someurl,#angry,,
everyone,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-08-12T03:31:03.000Z,499035307811958784,499035307811958784,Twitter for iPhone,2723994187,zh,今天心情有夠差（怒）#work #angry #stupid #sad #korean #drama #school2013 #깅우번 #oppa 💞💎 http://someurl,#angry,,
everyone,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-08-11T15:42:10.000Z,498856909898674177,498856909898674177,Twitter for Android,293837275,zh,心情好差  真是讓人有點不爽啊！(>_<) #angry,#angry,,
everyone,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-08-08T09:43:32.000Z,497679495352971266,497679495352971266,Twitter Web Client,2706744584,zh,為什麼總是要這樣，這就是所謂的差別嗎?| #hate #angry,#angry,,
everyone,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-08-07T06:10:36.000Z,497263521298538497,497263521298538497,发推神器 #2,2710963094,zh,i hate someone always follow me doing sth!!!😡ALWAYS!老是学我学我干嘛啊！！#angry# http://someurl,#angry,,
everyone,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-08-07T05:19:59.000Z,497250780722626561,497250780722626561,Instagram,115344030,zh,來逛屈臣氏買紙內褲 | 竟被路人罵：我真的覺得逛街穿夾腳拖很白痴耶| 到底是為什麼不能穿夾腳拖啦!!| #angry http://someurl,#angry,,
everyone,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-08-06T12:18:27.000Z,496993703337025537,496993703337025537,Viral Effecto,2706150786,zh,😠 #Angry - 140205(4) – 最強小隊「納茲、露西、艾爾莎、格雷」新造型出爐！新動畫《FAIRY TAIL 魔導少年》於4月開播！ http://someurl http://someurl,#angry,,
everyone,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-08-03T17:57:25.000Z,495991844468031488,495991844468031488,Instagram,1900039356,zh,每一次的生氣都讓我很生氣和難過！而是為了什麼？你的態度取決於我的忍耐和爆怒！而道歉和關心確被你踐踏於腳下！不需要那就算了！| #fucking #all #sad #angry #takecaer http://someurl,#angry,,
everyone,,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2014-08-02T12:05:47.000Z,495540966145548288,495540966145548288,Twitter Web Client,2686781322,zh,#angry 事後諸葛是旁觀者的看法。如自己在工作崗位上會聽到抱怨，怎麼系統這麼慢？今年預算被砍一半，很多活動都是勒緊褲帶在做，大家只想到好涼有冷氣吹，卻沒想到這也是花民脂民膏，要繳稅時就開始心不甘情不願。更可悲的是，現在的人根本不會惜福。,#angry,,
everyone,,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-08-02T11:55:29.000Z,495538371972694016,495538371972694016,Instagram,14065326,zh,從開始排隊就一肚子氣的演唱會，聽歌的好心情都沒了!😡😡😡😡| #Angry #Att4fun #品冠 #kkbox http://someurl,#angry,,
everyone,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-07-28T14:06:56.000Z,493759515666702337,493759515666702337,Instagram,409126964,zh,鞋必咬傷我的腳跟！！😤😤😤😭😭😭誰受得了？？？|  #hurt #痛 #angry #傷 #破皮 http://someurl,#angry,,
everyone,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-07-28T09:59:19.000Z,493697201655517184,493697201655517184,Instagram,963570180,zh,上課一個月的都記住了| 為什麼妳就是不？| #angry #WTF @ 長安街 http://someurl,#angry,,
everyone,,"{'retweet_count': 4, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2014-07-28T00:30:05.000Z,493553948046159872,493553948046159872,Facebook,428744900,zh,"爱是即使吵架生气了, 心里还是惦记、在乎着对方。| Love is caring for each other even when youre angry.| #Chinese #Mandarin #Love #Angry http://someurl",#angry,,
everyone,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-07-19T17:54:28.000Z,490555286315225089,490555286315225089,Instagram,145238487,zh,好吾倨呀喂 人地去拍戲做茄哩啡都有錢收啦 我好心幫人做完場大龍鳳 吾該都無句 仲要打完齋唔要和尚喎 搞到人地誤會哂喇 點算  #打完齋唔要和尚 #hongkong #igdaily #angry #바보 http://someurl,#angry,,
everyone,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-07-18T00:52:38.000Z,489935743696252928,489935743696252928,Facebook,382040251,zh,飞机好好的在天上飞，你把它射下来干嘛?| | #ripMH17 #sad #angry,#angry,,
everyone,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-07-18T00:46:10.000Z,489934117799477248,489934117799477248,Facebook,382040251,zh,飞机好好的在天上飞，你把它射下来干嘛?| | #ripMH07 #sad #angry,#angry,,
everyone,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-07-17T16:10:11.000Z,489804266324766721,489804266324766721,Instagram,1183809150,zh,小时代3......台湾怎么还没上映 #Angry #Expect #movie #tinytimes3.0 http://someurl,#angry,,
everyone,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-07-13T19:30:47.000Z,488405197186928640,488405197186928640,Instagram,24507442,zh,哈哈哈看到伊瓜因那球后愤怒的教练！！！#line #linetown #linefriends #angry #moon #coach #worldcup #finals http://someurl,#angry,,
everyone,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-07-12T14:07:27.000Z,487961437537828864,487961437537828864,Instagram,168368811,zh,當你一直替別人著想| 對方卻踐踏這一切的同時| 我想為來也沒必要了吧| 收回特權| 拿回我應該得到的尊重| 每次一心軟| 就被當笨蛋| ><| #angry# unhappy # not#worse# dont... http://someurl,#angry,,
everyone,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-07-10T17:18:12.000Z,487284665846202368,487284665846202368,Instagram,734837132,zh,想发泄一下 #angry http://someurl,#angry,,
everyone,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-07-10T12:54:05.000Z,487218198933409792,487218198933409792,Tumblr,65304054,zh,Photo: 谁让我揍一顿。#selfie #inline #style #hat #hot #beijing #angry #unhappy (at 中关村科技园服务中心) http://someurl,#angry,,
everyone,"{'place_id': '4797714c95971ac1', 'coordinates': {'type': 'Point', 'coordinates': [116.29412756, 39.92414049]}}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-07-10T12:54:03.000Z,487218191798509568,487218191798509568,Instagram,65304054,zh,谁让我揍一顿。#selfie #inline #style #hat #hot #beijing #angry #unhappy @ 中关村科技园服务中心 http://someurl,#angry,,
everyone,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-07-06T14:33:46.000Z,485793734224003073,485793734224003073,Instagram,147818010,zh,你這個大壞蛋!!!!!!!!!!| 弄的滿地都是!!!!!!!!!!| #dog #doggy #play #2014 #july #6th #sunday #no #angry #cute #son... http://someurl,#angry,,
everyone,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-07-06T05:50:17.000Z,485661995337674753,485661995337674753,Twitter for iPhone,835313916,zh,"我讲什么也要你管..那我以后当个哑巴好了!!!什么事都不要问我!!!那只是个开玩笑的语气..每个人都听得出来,而你只会说那是不尊敬长辈?!😡😡#angry#stupid#WTH",#angry,,
everyone,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-07-04T09:11:53.000Z,484987951726592000,484987951726592000,Twitter for Android,391402916,zh,差別待遇是嗎？| #angry,#angry,,
everyone,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-07-02T03:57:31.000Z,484184067064479744,484184067064479744,Instagram,171481693,zh,"生气一分钟, 失去60秒的幸福 😊 #angry #will #loss #happiness #so #should #happy #smile #laugh #harder #everyday... http://someurl",#angry,,
everyone,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-07-01T12:30:37.000Z,483950801040076802,483950801040076802,Instagram,2399141468,zh,點解男仔一定係甘？| 一齊之前講到幾中意| 一齊之後就話吾岩feel吾夾吾係你想像中甘| 甘點解吾一齊之前諗清楚？| 中意就一齊吾夾就分手？！| 係真係中意就一齊了解大家啦| 呢種男仔遲早有報應！| #angry... http://someurl,#angry,,
everyone,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-06-30T02:29:36.000Z,483437165142347777,483437165142347777,Instagram,558932319,zh,"鄰居偷走我最喜歡的外套！幹！One of my neighbors stole my favorite jacket, fuck!!!!!!!#angry#chiayi#嘉義#Taiwan#憤怒 http://someurl",#angry,,
everyone,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-06-27T10:40:14.000Z,482473471142662145,482473471142662145,Instagram,1073905040,zh,不要在别人不要跟你出的时候才来找我，我不是替代品，也不是填补时间的货品，对不起。一次是容忍，两次是放任，三次是装傻，你想我为你把底线订得多低？#angry #moodless http://someurl,#angry,,
everyone,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-06-27T07:54:57.000Z,482431879400787968,482431879400787968,Instagram,139807334,zh,優秀的姐姐一筆完全畫出我心聲  除了身體的部分其實應該×20倍 真的是蠻貼切 本小姐現在真的又熱又餓又事情一堆做不完  少來煩我 #itsme #angry #hungry #vex #짜증나 #배고파 http://someurl,#angry,,
everyone,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-06-25T12:53:42.000Z,481782283301818368,481782283301818368,Instagram,80024397,zh,太生氣加上傷心難過💔💔💔 😫 本人怒吃麥當勞兩人分享餐加上一個漢堡🍔| #sad #angry #cheer #m #loveit #McDonald #dinner #full #yummy #bite http://someurl,#angry,,
