id,conversation_id,public_metrics,text,reply_settings,created_at,author_id,source,lang,search_query,geo,referenced_tweets,in_reply_to_user_id
756826787666137089,756826787666137089,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 5, 'quote_count': 1}",El chiringuito gay ya no es gay.| Nosotros sí.| #Guirdimir #Fantastic ❤💚💜💙 http://someurl,everyone,2016-07-23T12:22:21.000Z,129637682,Twitter for Android,es,#fantastic,,,
756684631102070785,756684631102070785,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","#PokemonGo #Pokemon #Zubat #Fantastic 👌👏😁🐲 @ Gómez Palacio, Durango http://someurl",everyone,2016-07-23T02:57:29.000Z,202842683,Instagram,es,#fantastic,"{'place_id': '638c15e64344e1c3', 'coordinates': {'type': 'Point', 'coordinates': [-103.5, 25.5667]}}",,
756650704962486272,756650704962486272,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#fantastic #repost #Suena en #grande. #vive con #fe #Newsingleluna #rompelarutina http://someurl,everyone,2016-07-23T00:42:40.000Z,3932509283,Instagram,es,#fantastic,,,
756632559342215170,756632559342215170,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","#fantastic agrecido con Dios por tantas bendiciones #enlasmañanasconuno @ Park Way Bogotá, DC. http://someurl",everyone,2016-07-22T23:30:34.000Z,3932509283,Instagram,es,#fantastic,,,
756506779895336960,756506779895336960,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",Foto de familia con todos los nominados a ganar la Beca Premier League del Campus del @someuser #fantastic 🇬🇧⚽️☀️🏅 http://someurl,everyone,2016-07-22T15:10:46.000Z,401979700,Twitter for iPhone,es,#fantastic,,,
756276681959149568,756276681959149568,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#nearby #fantastic #borgo#magicplace @ Bardolino - Lago di Garda - Italia http://someurl,everyone,2016-07-21T23:56:26.000Z,734704904804159488,Instagram,es,#fantastic,,,
756274949187334147,756274949187334147,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#fantastic buenas cosas siguen pasando #Newsingleluna. #canaluno #lasmañanasconuno @ Park Way... http://someurl,everyone,2016-07-21T23:49:33.000Z,3932509283,Instagram,es,#fantastic,,,
756197221650010112,756197221650010112,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Nuevos horizontes.  #nigth #nice #music #musica #musico #guitarra #song #new #fantastic... http://someurl,everyone,2016-07-21T18:40:41.000Z,4329874694,Instagram,es,#fantastic,"{'place_id': 'b19e24ce42ccd6aa', 'coordinates': {'type': 'Point', 'coordinates': [-100.3, 25.6667]}}",,
756148363574337537,756148363574337537,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Un #almuerzo #fantastic @ La Tirolina de Aravaca http://someurl,everyone,2016-07-21T15:26:33.000Z,14267606,Linkis: turn sharing into growth,es,#fantastic,,,
756120297212960768,756120297212960768,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Q manera de bailar y seguir el ritmo.  Me encanta revivaltours #revivaltour #dance #fantastic... http://someurl,everyone,2016-07-21T13:35:01.000Z,989690378,Instagram,es,#fantastic,,,
755903149152489473,755903149152489473,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#cucumber #diet #light #fantastic TORTAS DE PEPINO CON ATÚN © http://someurl http://someurl,everyone,2016-07-20T23:12:09.000Z,268054666,Twitter Web Client,es,#fantastic,,,
755903032349556739,755903032349556739,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",- ay amó sé acabó🎧🎵💜| #musica #fantastic #amo #que #amo😍 #toca #em #my #alma 💙✔ http://someurl,everyone,2016-07-20T23:11:41.000Z,741248872966696960,Instagram,es,#fantastic,,,
755602425143291904,755602425143291904,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Soy el rey!!! 👑| #Pokemon #PokemonGo #IAmTheKing #Fantastic #Arcanine 😁😍👌👏👑 @ Gómez Palacio, Durango http://someurl",everyone,2016-07-20T03:17:11.000Z,202842683,Instagram,es,#fantastic,"{'place_id': '638c15e64344e1c3', 'coordinates': {'type': 'Point', 'coordinates': [-103.5, 25.5667]}}",,
755549064297607168,755549064297607168,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#salerno #porto #night #moon #blue #sky #lights #fantastic #sea #dinner @ Salerno http://someurl,everyone,2016-07-19T23:45:09.000Z,291794792,Instagram,es,#fantastic,"{'place_id': 'e8781a198826cfc6', 'coordinates': {'type': 'Point', 'coordinates': [14.75954175, 40.67763568]}}",,
755239659299569664,755239659299569664,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#night #special #friends #fantastic #skidding | Cada día se aprenden cosas nuevas así digas que... http://someurl,everyone,2016-07-19T03:15:41.000Z,1167541946,Instagram,es,#fantastic,"{'place_id': '0161be1b3f98d6c3', 'coordinates': {'type': 'Point', 'coordinates': [-74.11285784, 4.72595793]}}",,
755210823056826368,755210823056826368,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 1}",Soy feliz al verlos bien! #girls #happy #fantastic #family #dad #father #love #goals #car #new http://someurl,everyone,2016-07-19T01:21:06.000Z,157774327,Instagram,es,#fantastic,,,
755208716287303680,755208716287303680,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#instafat #tropaR me dijeron que ya arranco @someuser en #fantastic casino de #albrookmall... http://someurl,everyone,2016-07-19T01:12:43.000Z,118205469,Instagram,es,#fantastic,"{'place_id': '9d8ae4b0fac2036a', 'coordinates': {'type': 'Point', 'coordinates': [-79.5333, 8.96667]}}",,
755197509845262337,755197509845262337,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#queenbeyonce #formationworldtour #beyoncé #fantastic #diva #love #spettacolare @ Stadio San Siro http://someurl,everyone,2016-07-19T00:28:11.000Z,2199762424,Instagram,und,#fantastic,,,
755142685833428992,755142685833428992,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",El Caballero de la Armadura Blanca 😍😍 #fantastic #DD #maravilloso,everyone,2016-07-18T20:50:20.000Z,127759050,Twitter for iPhone,es,#fantastic,,,
755141182167011328,755141182167011328,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#Beyoncé #2016 #top #concert #milano #sansiro #what #a #woman #fantastic #show #voice # @ Stadio... http://someurl,everyone,2016-07-18T20:44:22.000Z,165047298,Instagram,es,#fantastic,"{'place_id': '1ea588c12abd39d7', 'coordinates': {'type': 'Point', 'coordinates': [9.12084, 45.47957]}}",,
755129775442788352,755129775442788352,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 1, 'quote_count': 1}","Siempre culpabilizando a la víctima, al delincuente jamás » -Bonomi:  Alonso dejó una ventana abierta #Fantastic | http://someurl",everyone,2016-07-18T19:59:02.000Z,62553507,TweetDeck,es,#fantastic,,,
754955020823650304,754955020823650304,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",La fable de la girafe by @someuser http://someurl| #girafe #moon #art #fantasy #fantastic #magic #night #sky #animal #awesome,everyone,2016-07-18T08:24:38.000Z,333469842,Twitter Web Client,es,#fantastic,,,
754907575615836160,754907575615836160,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@someuser las temporadas 1 a la 8 de #DoctorWho estan en #ClaroVideo date una oportunidad de verlos #Fantastic #Allonsy #10thDoctorFan,everyone,2016-07-18T05:16:06.000Z,243377385,Twitter for Android,es,#fantastic,,,2764816351
754878906587635712,754878906587635712,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Mi caballerito, al  fin  conmigo !!!  | 󾠅󾆛󾆞| #myson #family#familylove #Kids #crazykids #loveyou #son #fantastic... http://someurl",everyone,2016-07-18T03:22:10.000Z,2864791109,Facebook,es,#fantastic,,,
754837743507795968,754837743507795968,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","#fantastic #relax #saludos #music #movimientobrutal @ Bogotá, Colombia http://someurl",everyone,2016-07-18T00:38:36.000Z,3932509283,Instagram,es,#fantastic,,,
754821360673751040,754821360673751040,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","#fantastic #VeteDeAqui. Será que lo #grabo ???💿🎥🎶🎧🎼🎤 @ Bogotá, Colombia http://someurl",everyone,2016-07-17T23:33:30.000Z,3932509283,Instagram,es,#fantastic,,,
754803348713443329,754803348713443329,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","👈#fantastic #repost #movimientobrutal 👉 DALE PLAY 📀⚡✌ TEMAZO @ Bogotá, Colombia http://someurl",everyone,2016-07-17T22:21:56.000Z,3932509283,Instagram,es,#fantastic,,,
754752985549443072,754752985549443072,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",61 años now... #fantastic http://someurl,everyone,2016-07-17T19:01:49.000Z,760043917,Twitter for iPhone,es,#fantastic,,,
754560621165903872,754560621165903872,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","👈#fantastic #repost #movimientobrutal |    👉 DALE PLAY 📀⚡✌ TEMAZO @ Bogotá, Colombia http://someurl",everyone,2016-07-17T06:17:25.000Z,3932509283,Instagram,es,#fantastic,,,
754469126836486144,754469126836486144,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","#fantastic #repost #saludos  #movimientobrutal #music @ Bogotá, Colombia http://someurl",everyone,2016-07-17T00:13:51.000Z,3932509283,Instagram,es,#fantastic,,,
754467132398825472,754467132398825472,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","#fantastic #saludos✌  #yosoyelcantante mi #canción a brindar #movimientobrutal @ Bogotá, Colombia http://someurl",everyone,2016-07-17T00:05:56.000Z,3932509283,Instagram,es,#fantastic,,,
754385993055305728,754385993055305728,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#fantastic #feliz Hermano te amo @ CentroMayor Centro Comercial - Sitio Oficial http://someurl,everyone,2016-07-16T18:43:31.000Z,3932509283,Instagram,es,#fantastic,,,
754120179810918404,754120179810918404,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",#messika #gomezymolinajoyeros #fantastic#night#puertobanus #gomezymolina marbellaturismo... http://someurl,everyone,2016-07-16T01:07:16.000Z,225356844,Instagram,es,#fantastic,"{'place_id': 'db3ae73fb88e93d8', 'coordinates': {'type': 'Point', 'coordinates': [-4.95525557, 36.48624627]}}",,
754094323495346176,754094323495346176,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Puro desmadre jajaja ya amo a estos morros, menos los colados xD #friends #friday #fantastic... http://someurl",everyone,2016-07-15T23:24:31.000Z,157774327,Instagram,es,#fantastic,,,
753766908114137088,753766908114137088,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Yo tomo #Fanta #fantasy #fantastic 🍊 http://someurl,everyone,2016-07-15T01:43:29.000Z,64598134,Instagram,es,#fantastic,,,
753745191538823168,753745191538823168,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Cerramos noche..󾬘󾬏󾬐󾬘#primsecret #amazing #beautiful #beauty #best #cool #eyes #fantastic #girls...... http://someurl,everyone,2016-07-15T00:17:12.000Z,440016968,Facebook,es,#fantastic,,,
753745169925541888,753745169925541888,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Cerramos noche..💞💕💖💞#primsecret #amazing #beautiful #beauty #best #cool #eyes #fantastic #girls... http://someurl,everyone,2016-07-15T00:17:07.000Z,440016968,Instagram,es,#fantastic,"{'place_id': '0afa996ca138b63c', 'coordinates': {'type': 'Point', 'coordinates': [-0.433333, 38.4]}}",,
753447475269275648,753447475269275648,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","The #carribean #sea was #fantastic. @ Icacos Island - Fajardo, Puerto Rico http://someurl",everyone,2016-07-14T04:34:11.000Z,2683591446,Instagram,es,#fantastic,"{'place_id': 'fb0e456231c69164', 'coordinates': {'type': 'Point', 'coordinates': [-65.58878963, 18.3853465]}}",,
753270229116084224,753224201209782272,"{'retweet_count': 2, 'reply_count': 1, 'like_count': 5, 'quote_count': 0}",El señor @someuser cumple años hoy!! @someuser #autor #music #fantastic #happybirthdaysir,everyone,2016-07-13T16:49:52.000Z,2220241454,Twitter for iPhone,es,#fantastic,,"[{'type': 'replied_to', 'id': '753224201209782272'}]",3980275343
753232362343923713,753232362343923713,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",Asi va #Tiempos sonando en #Fantastic @someuser #NYC Dimelooo ruben_aguiar11 #Tiempos subelooo... http://someurl,everyone,2016-07-13T14:19:24.000Z,94825152,Instagram,es,#fantastic,,,
753206226847092736,753206226847092736,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 4, 'quote_count': 0}",#Groenlandia es una simple.......simple maravilla!!!  #Aventura #North #Fantastic| cc @someuser http://someurl,everyone,2016-07-13T12:35:33.000Z,263521665,Twitter for iPhone,es,#fantastic,,,
752862630482735104,752862630482735104,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Grandes Mundos en los libros.| #CorporativoVYT #Books #Fantastic #World http://someurl,everyone,2016-07-12T13:50:13.000Z,3094928387,Twitter Web Client,es,#fantastic,,,
752685422581387265,752685422581387265,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","#fantastic #buenascosas están por venir #feliznoche @ Bogotá, Colombia http://someurl",everyone,2016-07-12T02:06:03.000Z,3932509283,Instagram,es,#fantastic,,,
752657285340471296,752657285340471296,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Dios Egipcio Horus...| .| .| #good #horus #egipcio #eyeofhorus #eyes #gold #fantastic #mitology... http://someurl,everyone,2016-07-12T00:14:15.000Z,3045044727,Instagram,es,#fantastic,,,
752599051632119808,752599051632119808,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Como la del sabado no hay 2:)| #Fantastic http://someurl,everyone,2016-07-11T20:22:51.000Z,322404357,Instagram,es,#fantastic,,,
752517912636907520,752517912636907520,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#lake#sirmionedelgarda #fantastic #superglamourous #instagood #instagay #gayselife #gay... http://someurl,everyone,2016-07-11T15:00:26.000Z,860166019,Instagram,it,#fantastic,,,
752502458362916865,752502458362916865,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#HoloLens #WPC16 jet engine demo #fantastic @someuser http://someurl,everyone,2016-07-11T13:59:01.000Z,14915298,Twitter for Android,es,#fantastic,,,
752482477181169665,752482477181169665,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",Acabo de subir el artículo  El fantástico de Narciso Ibáñez Serrador  a @someuser  http://someurl #research #cinema #fantastic,everyone,2016-07-11T12:39:37.000Z,242405179,TweetDeck,es,#fantastic,,,
752358683124740096,752358683124740096,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Esto de frotar muy fuerte los dedos | #magia #truco #dedos #humo #cool #fantastic #instacool... http://someurl,everyone,2016-07-11T04:27:42.000Z,3380062871,Instagram,es,#fantastic,,,
752285612518977538,752285612518977538,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#fantastic Aún es tiempo de #reflexionar sobre el #pasado y pensar bien sobre el #futuro ⚡ @someuser http://someurl,everyone,2016-07-10T23:37:21.000Z,3932509283,Instagram,es,#fantastic,,,
752256008488124416,752256008488124416,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Portugal....yes!!!!!! #Fantastic,everyone,2016-07-10T21:39:43.000Z,127108613,Twitter for iPhone,es,#fantastic,{'place_id': '457b4814b4240d87'},,
752231292935086080,752231292935086080,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#fantastic #repost. Desde Arriba hay alguien que te mira #padrecelestial. #ilumina Mi #camino @someuser http://someurl,everyone,2016-07-10T20:01:30.000Z,3932509283,Instagram,es,#fantastic,,,
752210182739005440,752210182739005440,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Existe algo más rico que esto? 🍋😍| #lemonpie #lovelemon #loveit #loveu #fantastic #amazing... http://someurl,everyone,2016-07-10T18:37:37.000Z,127042884,Instagram,es,#fantastic,,,
752208114531856384,752208114531856384,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Hugo 💙💙💙🇫🇷 #Captain #Fantastic #Euro2016 #COYS,everyone,2016-07-10T18:29:24.000Z,20636822,Twitter for iPhone,tl,#fantastic,{'place_id': '1d7f843d5cb6fb76'},,
752030645883400192,752030645883400192,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",...:::#News: #Fantastic #House:::... David Del Olmo & Two Yupa - Gitaneo (Official Audio)@someuser http://someurl,everyone,2016-07-10T06:44:12.000Z,229276807,Hootsuite,es,#fantastic,,,
751987251886731264,751987251886731264,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#fantastic vivo en busca de  #felicidad al Dar cada paso persiguendo. Mi propio #sueño... http://someurl,everyone,2016-07-10T03:51:46.000Z,3932509283,Instagram,es,#fantastic,,,
751865504214560768,751865504214560768,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Con uno de esos amigos inigualables que nos da el rugby y nuestro querido club #fantastic http://someurl,everyone,2016-07-09T19:47:59.000Z,153619541,Instagram,es,#fantastic,,,
751855226374725633,751855226374725633,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Puerto Berrio <--> Yondó (Ant.) #road #antioquia #trip #igers #fantastic #colombia #mycapt... http://someurl http://someurl,everyone,2016-07-09T19:07:09.000Z,102143782,IFTTT,es,#fantastic,,,
751820907174326273,751820907174326273,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}","📖 ⛱☀️ #vestidodenovia 👰🏼#PierreLemaitre un libro muy interesante, lo recomiendo. #fantastic #fantastique http://someurl",everyone,2016-07-09T16:50:47.000Z,1951504608,Twitter for iPhone,es,#fantastic,,,
751794412208918528,751794412208918528,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Preparado para darlo todo mañana toca BARCELONA #fantastic #beautiful #evento #verano #piscina... http://someurl,everyone,2016-07-09T15:05:30.000Z,1360354230,Instagram,es,#fantastic,,,
751750902869024768,751750902869024768,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Un salto al campo 1 prima della finale #tenniscourt #wimbledon #wimbledon2016 #court #fantastic... http://someurl,everyone,2016-07-09T12:12:36.000Z,497795175,Instagram,it,#fantastic,,,
751746673857040385,751746673857040385,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#Fantastic Seane... http://someurl,everyone,2016-07-09T11:55:48.000Z,441733036,Twitter for Android,es,#fantastic,,,
751619170836545536,751619170836545536,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#FANTASTIC nunca #encontraras una #herramienta como #esta http://someurl,everyone,2016-07-09T03:29:09.000Z,464906619,Twitter Web Client,es,#fantastic,,"[{'type': 'quoted', 'id': '751487130405396480'}]",
751615824465539072,751615824465539072,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","#fantastic #feliz #nochefria. #saludos✌ @ Bogotá, Colombia http://someurl",everyone,2016-07-09T03:15:51.000Z,3932509283,Instagram,es,#fantastic,,,
751550982635479040,751550982635479040,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","#italy #como #lake #like #love #like #fantastic #iphone #iphoneography #iphoneonly @ Como Lake,... http://someurl",everyone,2016-07-08T22:58:12.000Z,218516731,Instagram,en,#fantastic,"{'place_id': 'cd661902b07eb657', 'coordinates': {'type': 'Point', 'coordinates': [9.08089109, 45.81318853]}}",,
751531190549618688,751511028484177920,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 8, 'quote_count': 0}",@someuser @someuser jajajajaaj tienen cierto aire. Yo me los puto follaba a ambos #wao #incredible #fantastic,everyone,2016-07-08T21:39:33.000Z,245751936,Twitter Web Client,es,#fantastic,,"[{'type': 'replied_to', 'id': '751531007539634176'}]",3062824427
751480589543350276,751480589543350276,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",#Fantastic #opportunity #Prince Rupert. http://someurl,everyone,2016-07-08T18:18:29.000Z,2600675436,LinkedIn,es,#fantastic,,,
751289613684133888,751289613684133888,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","#fantastic 😉 #pernicia @ Bogotá, Colombia http://someurl",everyone,2016-07-08T05:39:36.000Z,3932509283,Instagram,es,#fantastic,,,
751179482732519424,751179482732519424,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#fantastic los #caminos difíciles son los que tienen #grandes #recompensa al culminar su... http://someurl,everyone,2016-07-07T22:21:59.000Z,3932509283,Instagram,es,#fantastic,,,
751140415613636608,751140415613636608,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Esto definitivamente es only para mis   super amiguis.| #Paolé  #fantastic #shoes #menta #style... http://someurl,everyone,2016-07-07T19:46:45.000Z,246032445,Instagram,es,#fantastic,,,
751045839729094656,751045839729094656,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Capo Testa.. #amazing #capotesta #epic #estate2016 #fantastic #instagood #instapic #instaphoto... http://someurl,everyone,2016-07-07T13:30:56.000Z,331133169,Instagram,es,#fantastic,"{'place_id': '24939804266096ad', 'coordinates': {'type': 'Point', 'coordinates': [9.15848426, 41.2394555]}}",,
751043999830515712,751043999830515712,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Santa Teresa.. #amazing #bluesea #epic #estate2016 #fantastic #instagood #instagram #instapic... http://someurl,everyone,2016-07-07T13:23:37.000Z,331133169,Instagram,in,#fantastic,"{'place_id': '24939804266096ad', 'coordinates': {'type': 'Point', 'coordinates': [9.18333, 41.2333]}}",,
751020955724607489,751020955724607489,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#tbt @someuser pride2016_ #torontomensgaycheerleaders #fantastic #loved #loveyourself a... http://someurl,everyone,2016-07-07T11:52:03.000Z,20145615,Instagram,es,#fantastic,"{'place_id': '3797791ff9c0e4c6', 'coordinates': {'type': 'Point', 'coordinates': [-79.38247, 43.65928]}}",,
750883334172004352,750883334172004352,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#En Argentina..Todo Vale. #Fantastic... http://someurl,everyone,2016-07-07T02:45:12.000Z,3033407315,Facebook,es,#fantastic,,,
750834226019328000,750834226019328000,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Spectacular...| #sky #clouds #amazing #astounding #awesome #beautiful #bold #fantastic #lovely... http://someurl,everyone,2016-07-06T23:30:03.000Z,297711218,Instagram,es,#fantastic,,,
750810670761910272,750810670761910272,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Vacaciones | #holiday #fantastic #amazing #sun #landscape #fredonia #fincaelporvenir #farm... http://someurl,everyone,2016-07-06T21:56:27.000Z,313039729,Instagram,es,#fantastic,,,
750636958368403456,750636958368403456,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",A #fantastic #jump in a #padel #tour @ San Sebastián de los Reyes http://someurl,everyone,2016-07-06T10:26:11.000Z,1305678679,Instagram,es,#fantastic,"{'place_id': '63b8ba114723a129', 'coordinates': {'type': 'Point', 'coordinates': [-3.62583333, 40.54694444]}}",,
750598858711896064,750598858711896064,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Bacio.. #amazing #epic #estate2016 #fantastic #instagood #instapic #instaphoto #instagramers... http://someurl,everyone,2016-07-06T07:54:48.000Z,331133169,Instagram,es,#fantastic,"{'place_id': '9b67a31563204eb7', 'coordinates': {'type': 'Point', 'coordinates': [9.39085402, 41.17040155]}}",,
750389683570499584,750389683570499584,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}","Aeropuerto, G!!| #hunterfalls #onthemove #artist #europe #traveling #weather #fantastic #globetrotter #letsgetspanis... http://someurl",everyone,2016-07-05T18:03:36.000Z,722041680082399232,IFTTT,es,#fantastic,,,
750361751221202944,750361751221202944,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","#fantastic #saludos #movimientobrutal @ Bogotá, Colombia http://someurl",everyone,2016-07-05T16:12:37.000Z,3932509283,Instagram,es,#fantastic,,,
750315966853242880,750315966853242880,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Chi me la compra quella barca?? #amazing #blue #barca #epic #estate2016 #fantastic #instagood... http://someurl,everyone,2016-07-05T13:10:41.000Z,331133169,Instagram,it,#fantastic,"{'place_id': '9b67a31563204eb7', 'coordinates': {'type': 'Point', 'coordinates': [9.31909642, 41.19319585]}}",,
750127431709777920,750127431709777920,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","Oh si, pero que buena noche #ElectricPlanet #Fantastic 😍 http://someurl",everyone,2016-07-05T00:41:31.000Z,110469560,Instagram,es,#fantastic,,,
750118657171292160,750118657171292160,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Serenidad #amazing #beautiful #color #colorful #creacion #earth #fantastic #fabulous #inta... http://someurl http://someurl,everyone,2016-07-05T00:06:39.000Z,102143782,IFTTT,es,#fantastic,,,
750049712456085504,750049712456085504,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","#fantastic #grandescosas Están Por Venir #movimientobrutal.#repost #Newsingleluna @ Bogotá,... http://someurl",everyone,2016-07-04T19:32:41.000Z,3932509283,Instagram,es,#fantastic,,,
749759305713344512,749759305713344512,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Esquina en Cartagena #beautiful #color #colorful #creacion #earth #fantastic #fabulous #in... http://someurl http://someurl,everyone,2016-07-04T00:18:42.000Z,102143782,IFTTT,es,#fantastic,,,
749740484424110080,749740484424110080,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","#fantastic Como No Amarte si Por Ti Se Que es #amorreal @ Bogotá, Colombia http://someurl",everyone,2016-07-03T23:03:55.000Z,3932509283,Instagram,es,#fantastic,,,
749653239927230469,749653239927230469,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","#fantastic #felizdomingo. #movimientobrutal #Newsingleluna @ Bogotá, Colombia http://someurl",everyone,2016-07-03T17:17:14.000Z,3932509283,Instagram,es,#fantastic,,,
