source,geo,text,reply_settings,lang,conversation_id,id,author_id,created_at,public_metrics,search_query,in_reply_to_user_id,referenced_tweets
Instagram,"{'place_id': '3ad512d283f67a11', 'coordinates': {'type': 'Point', 'coordinates': [-99.18435121, 19.40678115]}}",#súper especial navideño está listo para ti Chilakillers en salsa poblana con picadillo mmm... @someuser http://someurl,everyone,es,812686611272138752,812686611272138752,42741972,2016-12-24T15:49:21.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
RFJS_ES,,Anillo de #Plata #Super #Skinny apilamiento http://someurl #pickoftheday #accesorios #diseñodemoda #contemporáneo #etsyretwt,everyone,es,812685229206994944,812685229206994944,787986249084788736,2016-12-24T15:43:52.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
Instagram,,El coco... 😶... 😂 #coco #coconut #scare #scared #boogieman #elcoco #supermarket #super #conbini... http://someurl,everyone,es,812665573976973312,812665573976973312,779702794051657732,2016-12-24T14:25:46.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
Instagram,,HOY ABRIMOS!!! Te esperamos hasta las 17 con muuuchos regalos geniales! #navidad #regalos #super... http://someurl,everyone,es,812660678297145344,812660678297145344,2751064253,2016-12-24T14:06:18.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
Twitter for Android,,Anoche en #ElMentiderodeGuemes con amigas #Super...@someuser http://someurl,everyone,es,812647335423516672,812647335423516672,326984878,2016-12-24T13:13:17.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",#super,,
Instagram,,A cuadros para la Navidad 🎄😍 🎋#Talentovenezolano #súper #coquetas #Karitasgirls #Venezuela... http://someurl,everyone,es,812641787768696837,812641787768696837,151092565,2016-12-24T12:51:15.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
Instagram,,Para estas Navidades 🎄🎄🎄🎋#Talentovenezolano #súper #coquetas #Karitasgirls #Venezuela estamos en... http://someurl,everyone,es,812641478023512064,812641478023512064,151092565,2016-12-24T12:50:01.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
Tweet Old Post,,Super #Mario Run consiguió 40 #millones de #descargas en #apenas 4 días #Super Mario Run es la aplicación má http://someurl #Viral,everyone,es,812622177648410624,812622177648410624,758044835102101504,2016-12-24T11:33:19.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
Twitter Web Client,,Inolvidable lo de anoche en #Super😍👌,everyone,es,812615450873970688,812615450873970688,373657679,2016-12-24T11:06:35.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
Hootsuite,,"#FelizFinDeSemana #FelizNavidad amiga adorada, deseo la pases #Super y rodeada de mucho amor, paz y felicidad DTB @someuser TQM😍🎄😘💞💐🙅❄🌷 http://someurl",everyone,es,812613888948707329,812613888948707329,310573608,2016-12-24T11:00:23.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#super,,
Twitter Web Client,,lebianas teniendo sexo #super porn http://someurl,everyone,es,812578860835500032,812578860835500032,110285401,2016-12-24T08:41:12.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
Twitter Web Client,,hito no sex o warauna #super bowl porno http://someurl,everyone,es,812576160626409472,812576160626409472,896481318,2016-12-24T08:30:28.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
FeedBlitz,,Electronics ... via Niagara Computer Services #Edition #Nintendo #White #Super #laptops #Mario http://someurl,everyone,ca,812547799166439424,812547799166439424,287174210,2016-12-24T06:37:46.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
Twitter Web Client,,#super sexy pokemon xxx erotica tubes http://someurl,everyone,es,812526385268981760,812526385268981760,588113198,2016-12-24T05:12:40.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
TweetDeck,,¡Por fin es viernes! #SaleVale te consiente y celebra contigo esta temporada con estas súper promoción de @someuser. #Puebla #Súper http://someurl,everyone,es,812485450623545344,812485450623545344,3077594899,2016-12-24T02:30:01.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
Twitter for Android,,Vamos al #super http://someurl,everyone,es,812479124950437889,812479124950437889,85097606,2016-12-24T02:04:53.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#super,,
Twitter for Android,,"@someuser #super, quien sos mi abuela?",everyone,es,812448686043254784,812453416115048448,3240982751,2016-12-24T00:22:43.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",#super,737450596719034368,"[{'type': 'replied_to', 'id': '812449245752082432'}]"
Twitter Web Client,,#Super Ciccio eyeglasses #eyeglasses #Ciccio @someuser http://someurl http://someurl,everyone,es,812448273248026624,812448273248026624,935612262,2016-12-24T00:02:17.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
Hootsuite,,"Televisor 24” HD LG, lo mejor para espacios reducidos. #SUPER #PRECIO hasta con 31% dcto. #COMPRA en Jumbo .co: http://someurl http://someurl",everyone,es,812447801510686720,812447801510686720,330505265,2016-12-24T00:00:25.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
Instagram,,Las #super #noches de #viernes de ésta #madre no pueden ir más que a mejor. Para ello hoy me he... http://someurl,everyone,es,812440594605887488,812440594605887488,501732732,2016-12-23T23:31:46.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
TweetAlDia ,,que tal esta #super #libreta? #superman #batman #genial #cool  #maracay #venezuela pedidos desde http://someurl http://someurl,everyone,es,812432644243943424,812432644243943424,349983242,2016-12-23T23:00:11.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
IFTTT,,Sigue a nuestra Super #Amiga Stripper: Isis Splash @someuser | Si necesitas una #Super #B... http://someurl http://someurl,everyone,es,812419311621013504,812419311621013504,188248029,2016-12-23T22:07:12.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
Facebook,,"Sigue a nuestra Super #Amiga Stripper: Isis Splash @someuser Si necesitas una #Super #Bailarina, #Stripper, A... http://someurl",everyone,es,812419293530951680,812419293530951680,188248029,2016-12-23T22:07:08.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
Linkis: turn sharing into growth,"{'place_id': '4e51dcd7e0471448', 'coordinates': {'type': 'Point', 'coordinates': [-71.46003105, -41.07732765]}}","#Super #Siesta @ Valle Escondido, Bche http://someurl",everyone,es,812418165301014530,812418165301014530,166645386,2016-12-23T22:02:39.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
Twitter Web Client,,TODOS tus compras en cualquier #SUPER con 20 OFF gracias a @someuser mas info de promos en http://someurl RT Plan Belén 2016 http://someurl,everyone,es,812404114348982273,812404114348982273,796256216,2016-12-23T21:06:49.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
Zazoom Ultima ora,,#3 Italia lancia Super Internet Ten Xmas Edition 10GB a 5€ #3 #Italia #lancia #Super #Internet #Ten #Xmas ... http://someurl,everyone,es,812395375084572673,812395375084572673,231726084,2016-12-23T20:32:05.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
Twitter Web Client,,#super nude teen tamil tansexual sex http://someurl,everyone,es,812385548270768129,812385548270768129,1584489475,2016-12-23T19:53:02.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
Twitter for Android,,Forza #Milan 💪💪🎉| #Milano| #MilanJuventus | #Super http://someurl,everyone,it,812378863544176640,812378863544176640,812005034191945732,2016-12-23T19:26:28.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
Facebook,,"Señor tu Siempre Estas Presente, Donde Quiera Que Valla :* #DiosEsAmor #DeCreerEnTi #súper #bendecido #Diciembre",everyone,es,812377312268263424,812377312268263424,1245318930,2016-12-23T19:20:19.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
Twitter for iPhone,,"#Carrefour encarece los productos típicos un 22% en #Navidad ,seguido de DIA e #Hipercor http://someurl #Consumidor 🚶🏻🚶🏻🚶🏻🔫 #Súper",everyone,es,812373114151649281,812373114151649281,439059022,2016-12-23T19:03:38.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
Twitter for Android,,Cabezazo de Romagnoli al PALO. Se SALVÓ Buffon | #Super Copa 🇮🇹,everyone,es,812354582198284288,812354582198284288,954145213,2016-12-23T17:49:59.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
Twitter Web Client,,#super bowl porno teensexfusion sabina http://someurl,everyone,es,812347854933073921,812347854933073921,1279059218,2016-12-23T17:23:15.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
Twitter Web Client,,#super mario nude woomensexy http://someurl,everyone,es,812343457670950912,812343457670950912,193970275,2016-12-23T17:05:47.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
Twitter Web Client,,amateur radio frequency chart #super mario porno http://someurl,everyone,es,812333796133662720,812333796133662720,477077682,2016-12-23T16:27:24.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
Twitter Web Client,,greek nude model #super sexy porno http://someurl,everyone,it,812314161380212736,812314161380212736,2879648859,2016-12-23T15:09:22.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
Twitter Web Client,,Compra con #CornerShop hoy y te regalo 10mil + Envio Gratis y te ahorras la fila del #Super http://someurl,everyone,es,812306304073105408,812306304073105408,73934411,2016-12-23T14:38:09.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
Twitter Web Client,,naomi watts nude scenes #super sexy porno http://someurl,everyone,es,812304317889867776,812304317889867776,3379113723,2016-12-23T14:30:15.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
Google,,"Me gustó un video de @someuser de @someuser http://someurl #SUPER SMASH BROS WII U, FINAL CREW BATTLE GUAYAQUIL VS QUITO",everyone,es,812296106390405120,812296106390405120,3177540334,2016-12-23T13:57:38.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
Twitter Web Client,,nude dudes free #super mario porno http://someurl,everyone,es,812293844930793472,812293844930793472,2848703129,2016-12-23T13:48:38.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
Twitter Web Client,,"¿Quién sube más? @someuser encarece  productos típicos 22% en Navidad, seguido de @someuser e @someuser http://someurl #Retail #Super",everyone,es,812286184906952704,812286184906952704,1139624803,2016-12-23T13:18:12.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
Twitter Web Client,{'place_id': '3b111abdac0a7687'},#SUPER equipo @someuser en su cena navideña. Todo lo mejor para este 2017!!| @someuser @someuser @someuser @someuser http://someurl,everyone,es,812281656417587201,812281656417587201,772193323,2016-12-23T13:00:13.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",#super,,
Twitter Web Client,,video sexy de noelia #super model fuck http://someurl,everyone,es,812276695059275776,812276695059275776,741365829829287936,2016-12-23T12:40:30.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
Twitter Web Client,,#super naked sex los porno http://someurl,everyone,es,812265305170989056,812265305170989056,2782771411,2016-12-23T11:55:14.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
Random_Board,,"#wallpaper #Lamborghini Aventador, #Lamborghini, #red cars, #Super Car , #vehicle http://someurl",everyone,es,812265275152330752,812265275152330752,767097761552531456,2016-12-23T11:55:07.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
Hootsuite,,"¡CORDERO! | - #Súper precio - | Disponible para Santo Tomé, Bella Vista y Corrientes ⤵💲 http://someurl",everyone,es,812256506703970304,812256506703970304,742725062084689920,2016-12-23T11:20:16.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
Twitter Web Client,,nude free video chat #super mario porno tips http://someurl,everyone,en,812246301681348609,812246301681348609,190888546,2016-12-23T10:39:43.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
Twitter for Android,,"Para los fanáticos de los robots, #Super #Robot #Wars V en Ingles sera lanzada para febrero 23 en Asia!! #gaming http://someurl",everyone,es,812238852706467840,812238852706467840,63217036,2016-12-23T10:10:07.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
Twitter Web Client,,#super mario nude miley cyrus sex movie http://someurl,everyone,es,812227873629212672,812227873629212672,48917864,2016-12-23T09:26:30.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
dlvr.it,,#Super Mario Run llega gratuitamente a los iPhone http://someurl #SiguemeYTesigo,everyone,es,812210650004889600,812210650004889600,1726697359,2016-12-23T08:18:03.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
Facebook,,★★★★ #ATENCIÓN #NUEVO #SORTEO ★★★★| | ¡¡#Buenos #Días!!. Hoy os traemos un #Súper #Sorteo #Chulísimooo y con... http://someurl,everyone,es,812208645324886016,812208645324886016,16807148,2016-12-23T08:10:05.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
Twitter Web Client,,#super mario porno hot trinidadian girls porn videos http://someurl,everyone,es,812207357358968833,812207357358968833,68706359,2016-12-23T08:04:58.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
Instagram,,#flowers #yellow #cute #cool #wow #awesome #amazing #canon #camera #super @ Omni La Costa Resort... http://someurl,everyone,es,812207044052840449,812207044052840449,1837423698,2016-12-23T08:03:44.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
Twitter for Android,,"Estamos 2do en nuestra ronda del nocturno en bovril, lo bueno esta por llegar | #super #benja",everyone,es,812198658397585408,812198658397585408,746590862893793280,2016-12-23T07:30:24.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
dlvr.it,,#Super Mario Run llega gratuitamente a los iPhone http://someurl #Tecnologia,everyone,es,812172023736639488,812172023736639488,1726697359,2016-12-23T05:44:34.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
Google,,"#SUPER SMASH BROS WII U, FINAL CREW BATTLE GUAYAQUIL VS QUITO: http://someurl a través de @someuser",everyone,es,812166128663400448,812166128663400448,3385129234,2016-12-23T05:21:09.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
Twitter Web Client,,#super black porn azn nude http://someurl,everyone,es,812163111235026945,812163111235026945,561520592,2016-12-23T05:09:09.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
Daily-Manything,,#Super Mario #Sunshine  http://someurl,everyone,es,812160026244771841,812160026244771841,758659792906911745,2016-12-23T04:56:54.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
Hootsuite,,"Televisor 49” FHD Smart Tv LG, excelencia en imagen. #SUPER #PRECIO hasta con 41% de dcto en Jumbo .co: http://someurl http://someurl",everyone,es,812141967945637889,812141967945637889,330505265,2016-12-23T03:45:08.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#super,,
Twitter Web Client,,"Los extraño tanto ;-; #Super Junior  #Happiness #슈퍼주니어 #행복, Music Core 20070707 http://someurl",everyone,es,812141416713428993,812141416713428993,272202486,2016-12-23T03:42:57.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
Twitter Web Client,,QUE HUEA MÁS HERMOSAAAAA #[SEVENTEEN #Showmeyourlove #TVXQ #Super Junior Special Stage | M CO... http://someurl,everyone,es,812137490371014656,812137490371014656,272202486,2016-12-23T03:27:21.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
Hootsuite,,#amigos  atentos al #xmas #time| estamos para brindarles la mejor atención #mayorista| #outfits #Verano2017 #super #trendy | #siempre ➕ #moda http://someurl,everyone,es,812120567998533638,812120567998533638,3143597541,2016-12-23T02:20:06.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
Instagram,,#LaBanda del #Super se fue de joda 🍽🍻🍺🍹🍸🍷🍾🍴😄😄😄👮| #Ro #Sil #Cris #Ana... http://someurl,everyone,es,812118565436477442,812118565436477442,1623789836,2016-12-23T02:12:09.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
Twitter Web Client,,#super bowl porn uncensored lecturas eroticas http://someurl,everyone,es,812118285856755712,812118285856755712,342940339,2016-12-23T02:11:02.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
Twitter Web Client,,#super mario nude nude sexy mature indian women http://someurl,everyone,es,812100687198846976,812100687198846976,457079814,2016-12-23T01:01:06.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
Instagram,"{'place_id': 'c9506eee1d5f5143', 'coordinates': {'type': 'Point', 'coordinates': [18.4503, 42.4969]}}",#SUPER #feliz #cumpleaños para mi #hermano #toro con mucha #salud #suerte & #amor #muchoamor!!!... http://someurl,everyone,es,812091174618071041,812091174618071041,850183004,2016-12-23T00:23:18.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
Facebook,,#Yo #super #mega #triple #feliz con mi nuevo look mas que complacida.....😍😍😍😍enamorada de mi melena gracias mi... http://someurl,everyone,es,812089199742615553,812089199742615553,543828861,2016-12-23T00:15:27.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
Twitter Web Client,,Don Simón compra los zumos de Mercadona http://someurl #Retail #zumos #compras #super,everyone,es,812074785874333702,812074785874333702,1139624803,2016-12-22T23:18:11.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
Twitter for iPhone,{'place_id': 'de4a6927f1d07eca'},Talente collegas #super #Caberet #kerst #afsluiting 2016 @someuser http://someurl,everyone,et,812072803260309505,812072803260309505,240006969,2016-12-22T23:10:18.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
Twitter Web Client,,El  #Super se despide de las chicas...| #Bea & #Meri salen de la casa...| #FinalGH17 #GHDirecto http://someurl,everyone,es,812066562798653440,812066562798653440,299443735,2016-12-22T22:45:30.000Z,"{'retweet_count': 20, 'reply_count': 0, 'like_count': 48, 'quote_count': 1}",#super,,
Facebook,,El participante para la rifa del súper colchón | #Rifa #super #super #colombia #colchón #palmira #Supersuave... http://someurl,everyone,es,812063724445966336,812063724445966336,143202833,2016-12-22T22:34:13.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
Instagram,,Rojo al fin 😍👌| #redhair #inlove #super http://someurl,everyone,es,812049148887371776,812049148887371776,277255951,2016-12-22T21:36:18.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
TweetDeck,,"Disfruta de las mejores promociones que #SaleVale tiene para ti, visítanos en tu sucursal más cercana. #Puebla #Súper #Tienda #Productos",everyone,es,812047568414896128,812047568414896128,3077594899,2016-12-22T21:30:02.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
Twitter for Android,,"#FinalGH17 quien miente aki el programa o Natalia, no entiendo nada #super. http://someurl",everyone,es,812040672438001664,812040672438001664,1711022750,2016-12-22T21:02:37.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,"[{'type': 'quoted', 'id': '811998783248670728'}]"
Twitter Web Client,,#super creamy pussy videos porno salvajes http://someurl,everyone,es,812033523095916544,812033523095916544,84558918,2016-12-22T20:34:13.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
Twitter Web Client,,#Super #Mario #Run superó en sólo 4 días las 40 millones de descargas..!,everyone,es,812024061006114816,812024061006114816,4860227705,2016-12-22T19:56:37.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#super,,
Google,,#Super #saver #Poulan Pro #960420182 #Briggs 15.5 hp #Automatic #Hydrostatic #Transmission... http://someurl,everyone,es,812021480435367936,812021480435367936,792317482635669504,2016-12-22T19:46:22.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
Instagram,,Miren quien estaba #super #emocionado #exited  y #asustado #scared  esa #navidad hahahahaha #tbt... http://someurl,everyone,tl,812014995894583296,812014995894583296,439234574,2016-12-22T19:20:36.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
Twitter for Android,,Hablamos mucho de q vamos a echar de menos a #Rodea pero yo voy a echar mucho de menos al #Super @someuser 😢😢😢| #FinalGH17 | Un año cogedme!,everyone,es,812010837871329281,812010837871329281,1261715868,2016-12-22T19:04:04.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
Instagram,,Niños en #ación kitesurf #súper #talento #encolombiakitesurf #encolombiakite #cartagenakitesurf... http://someurl,everyone,es,812006598860161025,812006598860161025,765635858695327744,2016-12-22T18:47:14.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
Twitter Web Client,,#super lesbian sex free nude shemale http://someurl,everyone,es,812004961861140482,812004961861140482,189019103,2016-12-22T18:40:43.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
Instagram,,"#quito #mitaddelmundo #super @ Quito, Ecuador http://someurl",everyone,es,812000700435664896,812000700435664896,130647985,2016-12-22T18:23:47.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
Twitter Web Client,,#super #muybien miren chicos @someuser @someuser http://someurl,everyone,es,811985361157189633,811985361157189633,1979199318,2016-12-22T17:22:50.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",#super,,"[{'type': 'quoted', 'id': '811962038654222336'}]"
TweetDeck,,Con #Bombiux revive la emoción de hacer bombas de chicle. ¡Diviértete! #TuSúperConviene #Puebla #Chicles #Súper http://someurl,everyone,es,811972068220801024,811972068220801024,3077594899,2016-12-22T16:30:01.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
Twitter for iPhone,,"Fiestas tochas, summer pool party en mi chalet. ANTOLOGICAS. Este verano cambiamos el sitio y montare una #SUPER #PORNSTARS #PARTY #READY? http://someurl",everyone,es,811969831281000448,811969831281000448,809927943384395776,2016-12-22T16:21:08.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",#super,,
Twitter Web Client,,"No te pierdas este #SÚPER #PRECIO. Mini Lavadora LG 3.5Kg/7.7Lb Twin Wash hasta con 42% de dcto en Jumbo .co, ver: http://someurl http://someurl",everyone,es,811968163483160577,811968163483160577,330505265,2016-12-22T16:14:30.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
Twitter Web Client,,#super bowl porno marisa miller nude gallery http://someurl,everyone,es,811961988175843328,811961988175843328,1676827381,2016-12-22T15:49:58.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
Twitter Web Client,,Jueves 💛 Viernes ❤ Sabado #30off 🎅🎄🎁| Mitre 196 #Lomas 🎉👠👗👡👚👛 #3cuotas | #Galicia #Citi #BBva #ICBC #HSBC #American #Provincia #Super #Rio,everyone,es,811949792267997186,811949792267997186,4438718609,2016-12-22T15:01:30.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#super,,
Twitter for Android,,Las #bolsas verdes en #super no refieren a material sea biodegradable.No quieren confundir el bajo consumo o controlado también es ecología!,everyone,es,811942304839766018,811942304839766018,152000875,2016-12-22T14:31:45.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
Twitter Web Client,,SE hacen los #buenos y los #super  PERO TIENEN SUS #Manchas...¡ No se hagan los bolxdxs ! http://someurl,everyone,es,811941631129747456,811941631129747456,325717672,2016-12-22T14:29:04.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,"[{'type': 'quoted', 'id': '811936728692965376'}]"
Twitter for Android,,@someuser #mbcstar #super#star#vivian,everyone,en,811843722602123264,811924045314871297,773103683005472769,2016-12-22T13:19:11.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",#super,1510286844,"[{'type': 'replied_to', 'id': '811843722602123264'}]"
Twitter Web Client,,Mercadona saca a Lacasitos de su lineal http://someurl #Retail #super #compras,everyone,es,811902913123586048,811902913123586048,1139624803,2016-12-22T11:55:13.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
Twitter Web Client,,FRANCIA #Auchan 4 Temps estarán abiertos  los domingos por la mañana (50% prima salario) http://someurl #Retail #super #compras,everyone,es,811902073277186048,811902073277186048,1139624803,2016-12-22T11:51:53.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
Twitter for iPhone,,#super novedad @someuser #px especial! Catada en @someuser y que rica! #cerveza @someuser @someuser @someuser @someuser 🍻 http://someurl,everyone,es,811888169780150276,811888169780150276,732179073590558721,2016-12-22T10:56:38.000Z,"{'retweet_count': 15, 'reply_count': 3, 'like_count': 21, 'quote_count': 1}",#super,,
Twitter Web Client,,oral sex experiences #super mario porno http://someurl,everyone,es,811888073889943552,811888073889943552,363361531,2016-12-22T10:56:15.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
Twitter Web Client,,prima porno #super lesbian sex http://someurl,everyone,es,811878624668319744,811878624668319744,469861569,2016-12-22T10:18:42.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
