id,geo,source,conversation_id,reply_settings,public_metrics,created_at,text,author_id,lang,search_query,referenced_tweets,in_reply_to_user_id
564483296923766784,{'place_id': '9ecec1ef62e78ad7'},Twitter Web Client,564483296923766784,everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",2015-02-08T17:58:00.000Z,zozo Daphne heel me spotify onder de Bars en Melody #hopeful haha @someuser http://someurl,2295530315,nl,#hopeful,,
561509524017008642,,Twitter for iPhone,561509524017008642,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-01-31T13:01:17.000Z,"Weet iemand of straks, met de V&D, de Laplace ook uitsterft? #hopeful",27434554,nl,#hopeful,,
560889406400507906,,Twitter for iPhone,560889406400507906,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-01-29T19:57:09.000Z,Gaak toch nog men snowskate van onder het stof kunnen halen dit jaar? #sneeuw #hopeful,66813298,nl,#hopeful,,
555376778139934720,,Twitter Web Client,555376778139934720,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-01-14T14:51:56.000Z,Nog 1 casus uitschrijven... Zou ik het portfolio dan gewoon vandaag in kunnen leveren? #hopeful,730664035,nl,#hopeful,,
555161128947707904,,iOS,555161128947707904,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-01-14T00:35:02.000Z,Dyer Maker Led Zeppelin (73) @someuser @someuser #hopeful @someuser @someuser @someuser #latebloomer @someuser  http://someurl,2499223388,nl,#hopeful,,
552332435141427200,,Twitter for Android,552332435141427200,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-01-06T05:14:49.000Z,Denk voor je praat #writing  #writerslife #Hopeful #mindset | | http://someurl,1942004364,nl,#hopeful,,
551562471962865664,,Twitter for iPhone,551562471962865664,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-01-04T02:15:15.000Z,"Pfft, Hoping I can sleep soon.. #Hopeful #exhausted",2871347603,nl,#hopeful,,
549484843130961921,,Twitter for iPhone,549483040557506560,everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2014-12-29T08:39:30.000Z,@someuser ben compleet brak.t was t waard.wat n positieve vibe gisteren! Dubbel WoW! Deze energie is perfecte start voor 2015. #hopeful,274122163,nl,#hopeful,"[{'type': 'replied_to', 'id': '549483040557506560'}]",124403983
545117391546761216,,Twitter for iPhone,545116340894568448,everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2014-12-17T07:24:48.000Z,Wat gaan aan met julle 2? “@someuser Groot dag vir my en @someuser vandag. #hopeful”,22005210,nl,#hopeful,"[{'type': 'replied_to', 'id': '545116340894568448'}]",425685913
545116340894568448,,Twitter for iPhone,545116340894568448,everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2014-12-17T07:20:38.000Z,Groot dag vir my en @someuser vandag. #hopeful,425685913,nl,#hopeful,,
538440983634272256,,Twitter for iPhone,538135925407379458,everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",2014-11-28T21:15:08.000Z,@someuser @someuser ja idd dus alle vakken lukken me zoizo ni ma hahah ik kan proberen he #hopeful,143121135,nl,#hopeful,"[{'type': 'replied_to', 'id': '538440427800920064'}]",509173418
537644052540571648,,Twitter for Android,537644052540571648,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-11-26T16:28:25.000Z,Hopelijk heeft mijn bus weinig last #hopeful,555429623,nl,#hopeful,,
534297487528697857,,Twitter for BlackBerry®,534297487528697857,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-11-17T10:50:22.000Z,Vakansie! Official klaar met my GRAAD se eksamen! #Hopeful. #Blessed.,539754809,nl,#hopeful,,
533595944412254209,,Twitter for iPhone,533554162651631617,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2014-11-15T12:22:41.000Z,@someuser Thx myse Zet!!! Waardeer al die support ... Hoop moeks gaan die seer bene vryf na die tyd 😜 #hopeful #wishfulthinking,295332029,nl,#hopeful,"[{'type': 'replied_to', 'id': '533589034938171392'}]",521072665
533275185940811776,,TweetDeck,533275185940811776,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-11-14T15:08:06.000Z,Aanvraag binnen. Nu hopen dat het schepencollege ons goed gezind is. #fingerscrossed #hopeful #nye #Leopoldsburg #zinin,149599036,nl,#hopeful,,
531112275030327296,,Twitter for iPad,531084416920330240,everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",2014-11-08T15:53:28.000Z,"@someuser Nee jong, terg maar soos gewoonlik...#hopeful",97832041,nl,#hopeful,"[{'type': 'replied_to', 'id': '531110579432620032'}]",2787086363
527822786941956096,,Twitter Web Client,527822786941956096,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-10-30T14:02:13.000Z,http://someurl Dit nummer is zo aandoenlijk #hopeful #pleasemrbully,141576680,nl,#hopeful,,
527348497453162496,,Twitter for iPhone,527348497453162496,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",2014-10-29T06:37:34.000Z,Hoe rap je leven er volledig anders kan uit zien #onceinalifetime #HopeFul #happy,2482039735,nl,#hopeful,,
526997688890699776,,Twitter for iPhone,526997688890699776,everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2014-10-28T07:23:34.000Z,Now ZVV-Trophy!! WIN #HopeFul @someuser #letsgo,128562422,nl,#hopeful,,
524908757537816576,,Twitter for Android,524908757537816576,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-10-22T13:02:54.000Z,Net terug van mijn stagegesprek // just got back from my internship interview. #Hopeful,718975989,nl,#hopeful,,
524744693406777345,,Twitter for Android,524744693406777345,everyone,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-10-22T02:10:58.000Z,"RT @someuser @someuserannermama: #Sunrise over Loch Ba, Rannoch Moor, #Scotland. http://someurl| #hopeful #believethebe...",2410481007,nl,#hopeful,"[{'type': 'retweeted', 'id': '524744109538705408'}]",
524744109538705408,,Twitter for Android,524744109538705408,everyone,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",2014-10-22T02:08:39.000Z,"@someuserannermama: #Sunrise over Loch Ba, Rannoch Moor, #Scotland. http://someurl| #hopeful #believethebest| #youareloved",2366196514,nl,#hopeful,,
524467584348217344,,Twitter for Android,524459143080726528,everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2014-10-21T07:49:50.000Z,@someuser precies! En dan kun je gewoon naar Utrecht #hopeful,2428437009,nl,#hopeful,"[{'type': 'replied_to', 'id': '524467285088825344'}]",2704401095
515407171983794176,,Twitter for iPhone,515407171983794176,everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",2014-09-26T07:47:00.000Z,Zit er morgen een nieuwe Apple in mijn peer? #HLN #telenet #hopeful #fingerscrossed http://someurl,982480610,nl,#hopeful,,
513408436009467904,,Twitter for Android,513408436009467904,everyone,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-09-20T19:24:44.000Z,RT @someuser @someuser ik en me vriendin @someuser zijn jarig en onze dag zou compleet zijn met een bday messsage #hopeful http:...,2291726464,nl,#hopeful,"[{'type': 'retweeted', 'id': '513407984706551808'}]",
513407984706551808,,Twitter for iPhone,513407984706551808,everyone,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",2014-09-20T19:22:56.000Z,@someuser ik en me vriendin @someuser zijn jarig en onze dag zou compleet zijn met een bday messsage #hopeful http://someurl,1327548883,nl,#hopeful,,25075282
513268042193993728,,Twitter Web Client,513268042193993728,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-09-20T10:06:51.000Z,"Zo proberen een video op te nemen! Hopen dat het lukt, de buren maken nogal veel lawaai #hopeful",2359919216,nl,#hopeful,,
509765223574945793,,Twitter Web Client,509764486665089024,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-09-10T18:07:54.000Z,@someuser ge gaat dat goed doen!! 😉 #hopeful,1436278759,nl,#hopeful,"[{'type': 'replied_to', 'id': '509764486665089024'}]",333459718
509682120139472897,,Twitter for iPhone,509682120139472897,everyone,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-09-10T12:37:41.000Z,"RT @someuser De schakeling tussen techniek, gz en business wordt belangrijker. Er gaat veel gebeuren! #communcation #triangle #hopeful #H...",957366198,nl,#hopeful,"[{'type': 'retweeted', 'id': '509681984067870720'}]",
509681984067870720,,Twitter for iPhone,509681984067870720,everyone,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-09-10T12:37:09.000Z,"De schakeling tussen techniek, gz en business wordt belangrijker. Er gaat veel gebeuren! #communcation #triangle #hopeful #HiB [2/2]",2798254950,nl,#hopeful,,
509259871100080128,,Twitter for iPhone,509015006508515328,everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2014-09-09T08:39:49.000Z,@someuser So vinnig as moontlik. +- n maand... #hopeful,110694951,nl,#hopeful,"[{'type': 'replied_to', 'id': '509044343022551041'}]",859241190
508975563193991168,,Twitter Web Client,508975563193991168,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-09-08T13:50:05.000Z,maar wat als het feit dat haar album beter gepromoot gaat worden ook betekent dat ze hier komt met een tour #dead #Hopeful,125361031,nl,#hopeful,,
506158696171569152,,Twitter for iPhone,506158696171569152,everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2014-08-31T19:16:51.000Z,"@someuser SWAP DEALS:- cleverley Anderson, welbeck, young, Nani,  for Vidal, strootman, hummels, de vrij, de Jong oh and Falcao #hopeful :)",205308951,nl,#hopeful,,228123408
505787192883838976,,Instagram,505787192883838976,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-08-30T18:40:38.000Z,#Awaitingresults @someuser #hopeful #acsccp @someuser lesliecheese #markbom #joegreen Sept 2... http://someurl,73187896,nl,#hopeful,,
505007948356386817,,Twitter Web Client,505007948356386817,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-08-28T15:04:12.000Z,"Applied for Nederlandse Taal en Cultuur, at Universiteit Leiden. | Hope it all works out well. | #Hopeful",856752320,nl,#hopeful,,
501813362255474689,,Twitter for iPhone,501813362255474689,everyone,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-08-19T19:30:03.000Z,RT @someuser 4 weken na mn blessure kom ik morgen opnieuw in competitie! Kermiskoers in Torhout! #hopeful #comeback,1062968900,nl,#hopeful,"[{'type': 'retweeted', 'id': '501800379068461057'}]",
501800379068461057,,Twitter for iPhone,501800379068461057,everyone,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 5, 'quote_count': 0}",2014-08-19T18:38:28.000Z,4 weken na mn blessure kom ik morgen opnieuw in competitie! Kermiskoers in Torhout! #hopeful #comeback,545400043,nl,#hopeful,,
500777229459423232,,Twitter for Android,500775542900424704,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2014-08-16T22:52:50.000Z,@someuser Wat is dit een prachtig liedje. <3 #hopeful  #thanks,1660839421,nl,#hopeful,"[{'type': 'replied_to', 'id': '500775542900424704'}]",71994361
500679462128988162,,Twitter for iPhone,500679462128988162,everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2014-08-16T16:24:20.000Z,"@someuser Ik reed daarstraks door NL, luisterde naar @someuser en hoorde dat er een #Qube kwam met #TheScript Komt er ook 1 in BE? #hopeful",527797222,nl,#hopeful,,176345469
500342742644715520,,Twitter Web Client,500342742644715520,everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",2014-08-15T18:06:20.000Z,Afk Jungler in Game... hope we win.. xD #hopeful #leagueoflegends #yolo #roadtochallenger,2732936546,nl,#hopeful,,
500199468277706752,,Twitter Web Client,500199468277706752,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-08-15T08:37:01.000Z,@someuser KZEK1E #hopeful,25490685,nl,#hopeful,,1077914569
497837318351646721,,RoundTeam,497837318351646721,everyone,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-08-08T20:10:40.000Z,"RT @someuser Eindelijk is dit lied officieel uitgebracht, herinner mij hun auditie nog goed. such a good message #HOPEFUL #BGT http://someurl",2479722789,nl,#hopeful,"[{'type': 'retweeted', 'id': '497833902912708609'}]",
497833902912708609,,Twitter for Websites,497833902912708609,everyone,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-08-08T19:57:06.000Z,"Eindelijk is dit lied officieel uitgebracht, herinner mij hun auditie nog goed. such a good message #HOPEFUL #BGT http://someurl",103907005,nl,#hopeful,,
497743822034849793,,Twitter Web Client,497743822034849793,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-08-08T13:59:09.000Z,"De beste bestemmingen ter wereld, gekozen door reizigers: http://someurl| 8 zijn er al afgevinkt, nu de rest nog ... #hopeful #travel",1169234047,nl,#hopeful,,
496914904314839040,"{'coordinates': {'type': 'Point', 'coordinates': [3.70690657, 51.05172462]}, 'place_id': '67687709552688fe'}",Twitter for iPhone,496912950268293120,everyone,"{'retweet_count': 0, 'reply_count': 3, 'like_count': 1, 'quote_count': 0}",2014-08-06T07:05:20.000Z,"Hey Evi, een artiest verdient amper iets aan Spotify. Dus nee sorry ;) “@someuser Mogen we Pharaoh nog op Spotify verwachten? #hopeful”",45826990,nl,#hopeful,"[{'type': 'replied_to', 'id': '496912950268293120'}]",47942776
496912950268293120,,TweetDeck,496912950268293120,everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2014-08-06T06:57:34.000Z,@someuser Mogen we  Pharaoh nog op Spotify verwachten? #hopeful,47942776,nl,#hopeful,,45826990
496739247093981184,,Twitter Web Client,496739247093981184,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-08-05T19:27:20.000Z,Deze boys gaan het sowieso maken! http://someurl #hopeful,79755165,nl,#hopeful,,
496026133436305408,,Twitter for iPhone,496026133436305408,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-08-03T20:13:40.000Z,Duimen dat ik vanaf morgen gewoon weer beide schoenen aan mag! #hopeful,775844857,nl,#hopeful,,
495958456579674112,,Twitter Web Client,495958456579674112,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-08-03T15:44:45.000Z,binnenkort naar groningen voor voetbalkleren enz #hopenopbarcelonakleren :D| ILY Daddyyy #Hopeful,424355223,nl,#hopeful,,
495735876740059136,,Twitter for iPhone,495730764558782464,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-08-03T01:00:18.000Z,@someuser dr kelate ler. so xjem la? Hahaha #hopeful,1554931262,nl,#hopeful,"[{'type': 'replied_to', 'id': '495735709987123200'}]",967943922
494694367592857601,,Twitter for Android,494694367592857601,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-07-31T04:01:42.000Z,Applied At hyvee #hopeful,598887694,nl,#hopeful,,
493475828358217728,,Twitter for iPhone,493475828358217728,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-07-27T19:19:40.000Z,@someuser kom je nog n keer naar @someuser ! #Hopeful ❤️😻,352217636,nl,#hopeful,,77041440
492562558273204224,,Twitter for Android,492562558273204224,everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2014-07-25T06:50:39.000Z,Zometeen rii horn theorie examen #hopeful,282126016,nl,#hopeful,,
491327065052815361,,Twitter for iPhone,491326821405700096,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-07-21T21:01:15.000Z,@someuser Greg Monroe??? #hopeful,239256951,nl,#hopeful,"[{'type': 'replied_to', 'id': '491326821405700096'}]",175808060
491256835035643904,"{'coordinates': {'type': 'Point', 'coordinates': [5.42672839, 51.2130754]}, 'place_id': '8397e8a1ff188d58'}",Twitter for iPhone,491256835035643904,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-07-21T16:22:11.000Z,Nog steeds aan het wachten op dat inie minie kaboutertje (David gedoopt door joeri) dat helpt afruimen/ opruimen.... #hopeful#lazy#tired,225138789,nl,#hopeful,,
486294485929033728,,Twitter Web Client,486294485929033728,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-07-07T23:43:35.000Z,Mail verstuurd naar @someuser Ik zou graag de handtekeningen persoonlijk willen aanbieden aan @someuser #Hopeful,2607521394,nl,#hopeful,,
485635087359152129,,Instagram,485635087359152129,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-07-06T04:03:22.000Z,#pedicabraces moredoors @someuser @someuser #bitchesnight #supersassysexysaturday #hopeful http://someurl,21056532,nl,#hopeful,,
484329931896532992,,Twitter Web Client,484329931896532992,everyone,"{'retweet_count': 4, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-07-02T13:37:08.000Z,"RT @someuser Komaan mannen. Een fiets, ik zoek een fiets! Websites afgezocht = te duur. Helaas geen budget en dringend fiets nodig. V...",542489568,nl,#hopeful,"[{'type': 'retweeted', 'id': '484327455361359872'}]",
484327455361359872,,Twitter Web Client,484327455361359872,everyone,"{'retweet_count': 4, 'reply_count': 3, 'like_count': 1, 'quote_count': 0}",2014-07-02T13:27:18.000Z,"Komaan mannen. Een fiets, ik zoek een fiets! Websites afgezocht = te duur. Helaas geen budget en dringend fiets nodig. Via via...RT #hopeful",108073240,nl,#hopeful,,
484111438307655680,,Twitter for iPhone,484111438307655680,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-07-01T23:08:55.000Z,Nog maar 6 uur #hopeful,249359173,nl,#hopeful,,
483308701386670080,,Twitter Web Client,483308701386670080,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-06-29T17:59:08.000Z,"may Robben, Van Pussie and Van Gaal burn in hell. #Hopeful.",549865765,nl,#hopeful,,
482261671856316416,,Twitter for Android,482261671856316416,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-06-26T20:38:37.000Z,Alee alee! Laat mijn mentaal pronostiekje is uitkomen! #hopeful #KorBel #wk2014,138015454,nl,#hopeful,,
480070678411247616,,Twitter for Android,480070678411247616,everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2014-06-20T19:32:23.000Z,@someuser zijn er echt geen tickets meer voor love the samba volgende week donderdag 26/06? #please #hopeful #prettyplease,138015454,nl,#hopeful,,176345469
479679883422232577,,Twitter for Android,479679883422232577,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-06-19T17:39:30.000Z,"ik hoop dat je het inziet en dat je erom smeekt dat ik je ga deblokkeren, maar dat ga je toch niet doen. #hopeful",2621037705,nl,#hopeful,,
479343675362009089,,Twitter Web Client,479343675362009089,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-06-18T19:23:32.000Z,oh my...hoe geweldig zou het zijn als chili zou winnen van spanje :) #Hopeful,289385871,nl,#hopeful,,
479299288435277824,,Twitter for Android,479299288435277824,everyone,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-06-18T16:27:10.000Z,RT @someuser Can we beat Australië ......| #NEDaus #hopeful @someuser | http://someurl,375276073,nl,#hopeful,"[{'type': 'retweeted', 'id': '479155925618819072'}]",
479292299260620800,,Twitter for Android,479292299260620800,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-06-18T15:59:23.000Z,"Go #australia in the #brazilworldcup2014 #hopeful we will win! Aussie Aussie Aussie oi oi oi! Woohoo, full of pride :-D",18578352,nl,#hopeful,,
479158958352261120,,Twitter for Android,479158958352261120,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-06-18T07:09:32.000Z,@someuser Can we beat Australië ......| #NEDaus #hopeful @someuser | http://someurl Yes we can!,328690342,nl,#hopeful,,
479155925618819072,,Twitter for iPad,479155925618819072,everyone,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",2014-06-18T06:57:29.000Z,Can we beat Australië ......| #NEDaus #hopeful @someuser | http://someurl,1181998824,nl,#hopeful,,
478591728728178688,,Twitter for BlackBerry,478591728728178688,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-06-16T17:35:34.000Z,Morgen eindelijk de rode duivels #wk #reddevils #hopeful,991554954,nl,#hopeful,,
478044503996395520,,Twitter for iPhone,478044503996395520,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-06-15T05:21:06.000Z,Geeeeeeuw. Dag 6 van de 14 dagen werken #wezijnernoglangniet #stage #finally #nurse #hopeful,149936810,nl,#hopeful,,
477475435916570624,,Twitter for iPhone,476805230815088641,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-06-13T15:39:49.000Z,“@someuser Waarom doen sommige mensen alsof ze alles zijn .. 😒 #hopeful 💭”,406408536,nl,#hopeful,"[{'type': 'replied_to', 'id': '476805230815088641'}]",502973323
475999965043757057,,Twitter for  Android,475999965043757057,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-06-09T13:56:49.000Z,hoop zo erg dat ik de M&G heb gewonnen @someuser #Duimen #Hopeful,2291307104,nl,#hopeful,,
475669020067528705,,Twitter for Android,475669020067528705,everyone,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-06-08T16:01:46.000Z,RT @someuser: Kan niet wachten tot de uitslag morgen.. #Hopeful @someuser,269945653,nl,#hopeful,"[{'type': 'retweeted', 'id': '475666580337340416'}]",
475666580337340416,,Twitter Web Client,475666580337340416,everyone,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-06-08T15:52:04.000Z,Kan niet wachten tot de uitslag morgen.. #Hopeful @someuser,2291307104,nl,#hopeful,,
474065975399415808,,Twitter for Android,474065975399415808,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-06-04T05:51:50.000Z,"Uit bedje gaan, Vandaag weer aan de bak! hopen dat t gaat lukke met me nek.. #hopeful",239044292,nl,#hopeful,,
473789903763824640,,Instagram,473789903763824640,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-06-03T11:34:50.000Z,#hopeful#goodvibes# http://someurl,76601209,nl,#hopeful,,
473340030531149825,,Twitter for Android,473340030531149825,everyone,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-06-02T05:47:12.000Z,RT @someuser Hopelijk gaat de algemene economie iets vlotter als de geschiedenis 🙏 #hopeful,2483309574,nl,#hopeful,"[{'type': 'retweeted', 'id': '473333086252695552'}]",
473333086252695552,,Twitter for iPhone,473333086252695552,everyone,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2014-06-02T05:19:36.000Z,Hopelijk gaat de algemene economie iets vlotter als de geschiedenis 🙏 #hopeful,2449633694,nl,#hopeful,,
471658610129641472,,Twitter for Android,471658610129641472,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-05-28T14:25:50.000Z,in de bus naar het station... #hopeful,424155241,nl,#hopeful,,
469934577499521024,,Twitter for iPhone,469934577499521024,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2014-05-23T20:15:08.000Z,IK WIL NAAR PRINCE @someuser #hopeful #countingmyluckystars http://someurl,2150862340,nl,#hopeful,,
469422773400797184,,Twitter Web Client,469422773400797184,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-05-22T10:21:25.000Z,@someuser Zijn de Keep calm and blog on tote bags van je blog class event nog te bestellen? #hopeful #prettyplease :-),40194168,nl,#hopeful,,100057386
469064434552684544,,Twitter for Android,469063560325132289,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-05-21T10:37:30.000Z,@someuser yes! Alleen nog niet geweest #dreams #hopeful #someday,262133540,nl,#hopeful,"[{'type': 'replied_to', 'id': '469064175382450176'}]",142229407
469045321944031232,,Twitter Web Client,469045321944031232,everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2014-05-21T09:21:33.000Z,@someuser wij WP-bezitters worden precies gediscrimineerd. Hebben jullie wel een Windows Phone app? #hopeful,305145751,nl,#hopeful,,1966526911
467977692994748417,,Twitter Web App,467977692994748417,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-05-18T10:39:11.000Z,Alweer over de helft van de examenweek. Morgen Wiskundee & dinsdag Engels #hopeful,267075316,nl,#hopeful,,
467239341539213312,,Twitter for Android,467239341539213312,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-05-16T09:45:14.000Z,"Ik kom toch maar weer terug op mijn eerdere tweet: Dat waarnaar jij verlangt, verlangt ook naar jou. #hopeful",234038004,nl,#hopeful,,
465745721367728128,,Twitter for iPhone,465745721367728128,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-05-12T06:50:07.000Z,Bepleisteringswerken deel ***. Hopelijk wordt er nu beter werk afgeleverd. #hopeful,17615537,nl,#hopeful,,
464064169357348864,,Twitter Web Client,464064169357348864,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-05-07T15:28:14.000Z,"Deze week eventjes naar de dokter met mn rug, hopelijk niet ergg ;s en hopelijk niet heeeeel lang naar de fysio ;s #hopeful",1535870376,nl,#hopeful,,
461987192211271680,,iOS,461987192211271680,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-05-01T21:55:04.000Z,ASOS-Teile gewinnen! #loveasosmag ❤️❤️❤️🌸❤️❤️❤️🌸❤️❤️❤️🌸 #hopeful #post  http://someurl http://someurl,1153470156,nl,#hopeful,,
