lang,conversation_id,id,created_at,public_metrics,author_id,source,text,reply_settings,search_query,geo,referenced_tweets,in_reply_to_user_id
pt,638299871703904256,638303226178220032,2015-08-31T10:52:02.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1577428430,Twitter for iPhone,@someuser Florida! #excited,everyone,#excited,,"[{'type': 'replied_to', 'id': '638301454546141184'}]",2361515419
pt,638287435848417280,638287435848417280,2015-08-31T09:49:18.000Z,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 4, 'quote_count': 0}",331830285,iOS,Holidês! Holidays! #excited #usa @someuser http://someurl,everyone,#excited,,,
pt,638098804743532548,638098804743532548,2015-08-30T21:19:45.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2717705450,Instagram,Como um dia de domingo ☀️  #happy  #smile #fun #instahappy #goodmood #sohappy #happier #excited... http://someurl,everyone,#excited,,,
pt,637966033777786880,637966033777786880,2015-08-30T12:32:09.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",134207167,Twitter Web Client,Hoje tem #VMAs #VMAs2015 #MTV #excited prevejo desespero atrás de links hahaha,everyone,#excited,,,
en,637939867121516544,637939867121516544,2015-08-30T10:48:11.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",347525995,Twitter for iPhone,Cute ☺️ #excited,everyone,#excited,,,
pt,637767894349258752,637767894349258752,2015-08-29T23:24:49.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",3273277898,Twitter for iPhone,Estamos aqui no @someuser para conferir a performance da maravilhosa @someuser no @someuser! #excited,everyone,#excited,,,
pt,637754427001184256,637754427001184256,2015-08-29T22:31:18.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",440262428,Twitter for iPhone,Vou escrever uma carta à j.k rowling #excited,everyone,#excited,,,
lt,637707953655549952,637707953655549952,2015-08-29T19:26:38.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",213334291,Tweetbot for iΟS,"New AppleTv, iOS 9... #Excited 😲",everyone,#excited,,,
pt,637429402658205696,637429402658205696,2015-08-29T00:59:47.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1722441564,Facebook,Se o resto do ano tivesse pelo menos mais 2 semanas iguais a essa eu iria adorar... #excited| #whatdoyoumean| ... ✌ | #boanoite 󾍇,everyone,#excited,,,
pt,637278668222545920,637278668222545920,2015-08-28T15:00:49.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",199026410,Instagram,Anxious!!!!! #newamericancitizen #excited 🙏🏽🇺🇸❤️🙈🙊😊👻 Ainda na espera. Daqui a pouco me tornarei... http://someurl,everyone,#excited,,,
it,637119989707878400,637126312650522625,2015-08-28T04:55:24.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",196098358,Twitter for iPhone,@someuser ditto #excited #London,everyone,#excited,,"[{'type': 'replied_to', 'id': '637119989707878400'}]",39995946
pt,637017326840356864,637017326840356864,2015-08-27T21:42:20.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",596516199,Twitter for iPhone,Cbb time #excited!!!!,everyone,#excited,{'place_id': '7b709e5746c2f80d'},,
tl,636771311620984832,637002188217126912,2015-08-27T20:42:11.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",1236810199,Twitter for Android,@someuser kkkkkk hehehe #excited,everyone,#excited,,"[{'type': 'replied_to', 'id': '636875875846262785'}]",344689630
es,636989502712492032,636989502712492032,2015-08-27T19:51:46.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",70528900,Twitter for Android,@someuser Fátima Garcia Perez #Excited #D99MeLlevaAlHELLOW,everyone,#excited,,,44531077
in,636962482284797953,636962482284797953,2015-08-27T18:04:24.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2909792877,IFTTT,RT hi_im_tal: #jointhepack #wolverhampton #excited http://someurl http://someurl,everyone,#excited,,,
pt,636846959396016128,636846959396016128,2015-08-27T10:25:21.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",3116789685,IFTTT,ElviraAnis: RT TravelHoliday2: #USA #NY #TeamFollowBack #Tenor #FACT #LED #Flashlight #excited #deals #nightlife #... http://someurl,everyone,#excited,,,
in,636705724546940928,636705724546940928,2015-08-27T01:04:08.000Z,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 5, 'quote_count': 0}",701149741,Twitter for Android,DA DA DUH DA DA DA! @someuser #ThemeSong #SingAlaong #Excited @someuser  #AmazingRaceCanada,everyone,#excited,,,
pt,636704694702878720,636704694702878720,2015-08-27T01:00:03.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",16676707,Twitter Web Client,Nintendo WIIU Developer approved :) #Nintendo #WiiU #Excited,everyone,#excited,,,
tl,636683806800506880,636683806800506880,2015-08-26T23:37:03.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",150094210,Twitter for Android,Native SuperHeros! #Excited| http://someurl,everyone,#excited,,,
es,636545921162059776,636545921162059776,2015-08-26T14:29:08.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",464672279,Twitter for iPhone,confirmed na #excited,everyone,#excited,,,
pt,636504185572323328,636504185572323328,2015-08-26T11:43:18.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",180483357,Instagram,#FancyDress #Outfit #Excited #September 🙌🏽🙌🏽🙌🏽 natashamarieclarkex http://someurl,everyone,#excited,,,
pt,636494442363535360,636494442363535360,2015-08-26T11:04:35.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",205977118,Instagram,bom dia📷✨ #goodmorning #gramercyparkhotel #bomdia #shooting #prettypretty #animiada #excited @someuser http://someurl,everyone,#excited,,,
pt,636469158134325248,636469158134325248,2015-08-26T09:24:06.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",185340766,Twitter for Android,@someuser  8MP camera #ItelMobileSA #Excited 😍 ❤ 👍 #Whoopy #Believing #Dreaming #Wishing 😍 💜,everyone,#excited,,,3386830925
nl,636432886816706560,636432886816706560,2015-08-26T06:59:59.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2520667909,Instagram,#PhotoGrid #nocaption #excited #exploreindonesia #sumateraselatan #jelekabaikan Hahhah!!:v http://someurl,everyone,#excited,,,
ca,635911634318397440,635911634318397440,2015-08-24T20:28:42.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",76402446,Instagram,Aqui casual. #AllAboutIndia #Planning #TMinus3Weeks #Excited http://someurl,everyone,#excited,,,
pt,635869965887926272,635869965887926272,2015-08-24T17:43:08.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",626624059,Instagram,2 months until Portugal😍✈😎🐬🏊🌴 #Portugal #praiadaluz #villa #pretty #sun #pool #holiday #excited http://someurl,everyone,#excited,,,
pt,635816893031546880,635816893031546880,2015-08-24T14:12:14.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",3107144736,Instagram,C A M O uflage 🔎| http://someurl| #kidgoz #letsgo #fun #travel #activity #prezzipack #love #excited... http://someurl,everyone,#excited,,,
es,635757688211636224,635757688211636224,2015-08-24T10:16:59.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",224078489,Twitter for Android,#excited ate gandaaa @someuser 😊😊😊,everyone,#excited,,,
pt,635707989249425408,635743340017909761,2015-08-24T09:19:58.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",185340766,Twitter for Android,@someuser #ItelMobileSA 8MP camera #Excited #Believing #Dreaming #Wishing http://someurl,everyone,#excited,,"[{'type': 'replied_to', 'id': '635707989249425408'}]",3386830925
pt,635570110216949760,635570110216949760,2015-08-23T21:51:37.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",372563100,Twitter for Windows Phone,"Interrail é fixe, muito fixe! E viva todas aquelas coisas que só a amizade compra! #overhelmed #excited #miss hometoo",everyone,#excited,,,
it,635518050322792452,635518050322792452,2015-08-23T18:24:45.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",264154603,Instagram,Expo-Time! Aspettando #Allavita! #cirquedusoleil #expo2015 #excited #wemadeit http://someurl,everyone,#excited,,,
pt,635053658585956352,635053658585956352,2015-08-22T11:39:25.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",3143190092,Twitter for Android,"#excited for Sassas performance,go Team Bamboo#TVK2Semis",everyone,#excited,,,
pt,635021478887493632,635021478887493632,2015-08-22T09:31:33.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",341239199,Twitter Web Client,@someuser TCO India15 #excited #laptopselfie #tco15india #hackathon http://someurl,everyone,#excited,{'place_id': '236509414ab7c4d5'},,21009196
pt,635000934049820672,635000934049820672,2015-08-22T08:09:55.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",184174574,Twitter for Android,Bora bora soon 😭😍 #excited #oneforthebooks,everyone,#excited,,,
it,634730917077090305,634730917077090305,2015-08-21T14:16:58.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",69715441,Instagram,Andoo chiflada!! #sohappy #justforme #excited #color http://someurl,everyone,#excited,,,
pt,634567043283591168,634567043283591168,2015-08-21T03:25:47.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",216506476,Instagram,Deuces ✌👋 #excited #readytorelax http://someurl,everyone,#excited,,,
pt,634492624968241156,634492624968241156,2015-08-20T22:30:04.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",2369069671,Twitter for iPhone,Geaux Cajuns!!!!! #excited http://someurl,everyone,#excited,,,
pt,634428185791320064,634428185791320064,2015-08-20T18:14:01.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",111788789,Instagram,#before a #shoot #today #clearwater#florida #excited #actor #actorslife #reporter #host #model #teen... http://someurl,everyone,#excited,,,
es,634392813237600256,634392813237600256,2015-08-20T15:53:27.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",150025668,Twitter Web Client,8 dias para #WhatDoYouMean #Excited,everyone,#excited,,,
pt,634184818335461376,634184818335461376,2015-08-20T02:06:57.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",74742241,Linkis: turn sharing into growth,"Eu, bem feliz ca voltas zaulas 😑| Flagra do akimcortes 📷| #busted #excited... http://someurl",everyone,#excited,,,
es,634052683821924352,634052683821924352,2015-08-19T17:21:54.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",468776232,Instagram,Os presento a Mr Finch #happy #smile #fun #instahappy #sohappy #happier #excited #feelinggood... http://someurl,everyone,#excited,,,
pt,633751969069293572,633751969069293572,2015-08-18T21:26:58.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",280179544,Twitter Web Client,@someuser TENS DE NOS MOSTRAR A CAPA DO ALBUM!!!! #EXCITED,everyone,#excited,,,22662733
en,633445646607994881,633445646607994881,2015-08-18T01:09:45.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1959126696,Twitter Web Client,Um...HELLO! #Excited #CantWait #FantasticBeasts http://someurl,everyone,#excited,,"[{'type': 'quoted', 'id': '633378124613468160'}]",
et,633441955863785472,633441955863785472,2015-08-18T00:55:05.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",47788839,Twitter for Android,Empezare #GirlOnline omg omg #excited,everyone,#excited,,,
tl,633325131918475264,633418714671550464,2015-08-17T23:22:44.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",3317795256,Twitter for Android,@someuser @someuser  so #excited hihi,everyone,#excited,,"[{'type': 'replied_to', 'id': '633325131918475264'}]",63701775
fr,633370346817720320,633370346817720320,2015-08-17T20:10:32.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",3367603588,IFTTT,avavaaaa : Notre-Dame #notredamedeparis #paris #vacation #happy #excited #love #art... http://someurl (via... http://someurl,everyone,#excited,,,
fr,632894121355685888,632894121355685888,2015-08-16T12:38:11.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",52524750,Instagram,Malisse vs. Sampras #optimaopen #final #knokke #excited http://someurl,everyone,#excited,,,
tl,632810802987208704,632843760041201664,2015-08-16T09:18:04.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",292882142,Twitter for Android,@someuser hehe sige sige!  #excited,everyone,#excited,,"[{'type': 'replied_to', 'id': '632828709884432384'}]",241330265
pt,632605777748885504,632605777748885504,2015-08-15T17:32:25.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",941946686,Twitter for Android,#excited vintage Oscar de la Renta!!,everyone,#excited,,,
pt,632590450084478976,632590450084478976,2015-08-15T16:31:30.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",50824540,Instagram,"Saber nunca é demais #nextproject comming #excited #inovacao #lovemywork @ Encosta Azul, Cidade Velha http://someurl",everyone,#excited,"{'coordinates': {'type': 'Point', 'coordinates': [-23.6155148, 14.9171735]}, 'place_id': '910f8f064186be58'}",,
pt,632326784042844160,632326784042844160,2015-08-14T23:03:48.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",3257487491,Twitter Web Client,Sobre o Show do DD em Vancouver se definindo desde já >>> #Excited http://someurl,everyone,#excited,,,
es,632283344483536897,632283344483536897,2015-08-14T20:11:11.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",350551752,Instagram,A full caos #crazyday #totallycrazy #excited #mehappy http://someurl,everyone,#excited,,,
it,632266525186129920,632266525186129920,2015-08-14T19:04:21.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2385693096,Twitter for Android,"È estate, ma compro cose per inverno.. #excited 👌",everyone,#excited,,,
pt,631870352260472832,631873130433245184,2015-08-13T17:01:08.000Z,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",1650040938,Twitter Web Client,@someuser Achei ótimo... Radio tour como qualquer iniciante e semana que vem é que vai ser a promo na tv!!! :) #excited,everyone,#excited,,"[{'type': 'replied_to', 'id': '631872928645259266'}]",143620833
tl,631711273638498304,631764840315359232,2015-08-13T09:50:50.000Z,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 1, 'quote_count': 0}",14808309,Twitter for iPhone,@someuser hehe 😉👍🏼 #Excited,everyone,#excited,,"[{'type': 'replied_to', 'id': '631764578192363520'}]",3311211344
pt,631717493279735808,631717493279735808,2015-08-13T06:42:41.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2854063651,Facebook,Genelia DSouza #ComebacktoBollywood #Shoooting #Excited #newstadka http://someurl,everyone,#excited,,,
tl,631669621708361728,631669621708361728,2015-08-13T03:32:28.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",481912392,Twitter for Android,Iligan this saturday. Hehehehehehehehehehehe #excited lol,everyone,#excited,"{'coordinates': {'type': 'Point', 'coordinates': [124.6199562, 8.4600911]}, 'place_id': '01f01a153f2e384d'}",,
pt,631442771459616768,631442771459616768,2015-08-12T12:31:03.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",3130910685,IFTTT,RelaxInAntigua: RelaxInNetwork: RelaxInAntigua: RelaxInAntigua: V1RCE: #holibobs #antigua #nowork #relax #excited ... http://someurl,everyone,#excited,,,
pt,631438940948594688,631438940948594688,2015-08-12T12:15:49.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",3130910685,IFTTT,RelaxInAntigua: RelaxInAntigua: V1RCE: #holibobs #antigua #nowork #relax #excited #happy #luckygirl http://someurl,everyone,#excited,,,
it,631228294290083840,631228294290083840,2015-08-11T22:18:47.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",477883429,Twitter for Android,Penso sia giunta lora di ritirarsi dai social fino a quando avro visto la 6x10 #FAceToFace #excited @someuser,everyone,#excited,,,
tl,631026100991213568,631026100991213568,2015-08-11T08:55:21.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",3311270593,Twitter Web App,Opo yes sige hahaha | | #excited,everyone,#excited,,,
pt,630918214466281472,630918214466281472,2015-08-11T01:46:38.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",283344191,Twitter for Android,Foi ótimo esse retorno as aulas!! #excited,everyone,#excited,,,
fr,630807173719805953,630807173719805953,2015-08-10T18:25:24.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",106144700,Instagram,paris 🇫🇷✌🏼️ #paris #france #holiday #flight #airfrance #friends #uni #lancaster #besties #excited... http://someurl,everyone,#excited,,,
en,630804736111984640,630804736111984640,2015-08-10T18:15:43.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",532559408,Twitter for Android,🎭 24h until #HamletBarbican!! 🎭| 😃😃😃😃 #excited,everyone,#excited,,,
pt,630726124662857728,630726124662857728,2015-08-10T13:03:21.000Z,"{'retweet_count': 4, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",26218396,Twitter Web Client,It all kicks off in São Paulo tomorrow!! #GoWSTeamUK #excited #proud @someuser http://someurl,everyone,#excited,,,
pt,630641094846455809,630641094846455809,2015-08-10T07:25:28.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",71464508,Instagram,Por hoje é só pessoal.... | #happy #smile #fun #instahappy #sohappy #happier #excited #feelinggood... http://someurl,everyone,#excited,,,
pt,630598197296037888,630598197296037888,2015-08-10T04:35:00.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",3408098295,Twitter for iPhone,Starting Toradora! #anime #excited,everyone,#excited,,,
pt,630466249789673473,630466249789673473,2015-08-09T19:50:42.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",120280235,Twitter for Android,"@someuser I hope you enjoy Brazil, ok? See you in são paulo. #excited",everyone,#excited,,,102401151
pt,630359113113976832,630359113113976832,2015-08-09T12:44:58.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",273556322,Instagram,"OK #ASAE15 - Ready, Set, Go! MT @someuser asaecenter @someuser #Detroit #Michigan #excited... http://someurl",everyone,#excited,"{'coordinates': {'type': 'Point', 'coordinates': [-83.0478287, 42.3267632]}, 'place_id': 'b463d3bd6064861b'}",,
es,629807810495156228,629807810495156228,2015-08-08T00:14:17.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",956688032,Twitter for iPhone,tornado #excited,everyone,#excited,,,
es,629765539104165888,629765539104165888,2015-08-07T21:26:19.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2738102828,Facebook,Sara!!! #active #ambition #adventures #belegendary #crossfit #confident #dreams #exercise #excited #fitness... http://someurl,everyone,#excited,,,
pt,629725750296465408,629725750296465408,2015-08-07T18:48:13.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",541050255,Twitter Web Client,estou quase a acabar de editar o vídeo do Algarve #excited,everyone,#excited,,,
eu,629700384341291008,629700384341291008,2015-08-07T17:07:25.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",471786371,Instagram,Madame zingara | | #capetown #theatreofdreams #excited http://someurl,everyone,#excited,,,
pt,629601211256279040,629601211256279040,2015-08-07T10:33:20.000Z,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",185340766,Twitter for Android,@someuser #ItelMobileSA 8MP camera #Excited 😍 ❤ #Wishing #Dreaming #Believing 🙆 🙅 😍 ❤ 👍 #Whoopy #HugeFan,everyone,#excited,,,3386830925
pt,629402373979422720,629402373979422720,2015-08-06T21:23:14.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",1162960249,Twitter for Android,@someuser corporate 5k #excited http://someurl,everyone,#excited,,,164356026
pt,629396751120633856,629396751120633856,2015-08-06T21:00:53.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",324499436,Twitter for iPhone,A minha mãe está super contente porque o novo single do Justin sai no dia do aniversário dela #MyMomIsABelieber #True #Excited😜🎶,everyone,#excited,,,
pt,629256330021203968,629256330021203968,2015-08-06T11:42:54.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2963696577,Twitter for Android,G9-ABRAHAM ♥♥♥♥ #Reunited #Tomorrow #Excited ♡♡♡♡,everyone,#excited,{'place_id': '011a05612b6a331c'},,
pt,629081404450713601,629081404450713601,2015-08-06T00:07:49.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",296442605,Facebook,Festas do Barreiro aproximam-se #Excited #Barreiro #MS #Origens #Loucuras #Friends,everyone,#excited,,,
pt,629079544046178305,629079544046178305,2015-08-06T00:00:25.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",369598431,Twitter for Android,"Finalmente iremos descobrir quem é o Charles, -A e outras respostas :D #excited #PLL  #curious #ISITWREN http://someurl",everyone,#excited,,,
pt,629000701679677443,629000701679677443,2015-08-05T18:47:08.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",820775988,Facebook,08/08 é sinômino de festa. Esse Sábado têm. #DiaEspecial #Excited #Jonata_is_come_back_in_party,everyone,#excited,,,
es,628999410643562496,628999410643562496,2015-08-05T18:42:00.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",279379194,Twitter Web Client,23 DIAS #WhatDoYouMean #Excited :D @someuser,everyone,#excited,,,
tl,628918834334806016,628923325624905728,2015-08-05T13:39:40.000Z,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",495654472,Twitter Web Client,@someuser you forgot... #excited ahihihi,everyone,#excited,,"[{'type': 'replied_to', 'id': '628918834334806016'}]",1476379712
es,628751065228382208,628751065228382208,2015-08-05T02:15:10.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",71086993,Twitter Web Client,solo falta horas...... #veryhappy #excited,everyone,#excited,,,
de,628579917177974784,628579917177974784,2015-08-04T14:55:05.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",297977545,Twitter for iPhone,Uiuiuiuiui #gamescom #gamedev #aliens #space #exploration #adventure #excited http://someurl,everyone,#excited,,,
pt,628533347405438976,628533347405438976,2015-08-04T11:50:02.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2436620921,Twitter for iPhone,1 day 😎✌🏻️ #excited#packingalmostover#zambujeiradomar#sudoeste,everyone,#excited,,,
pt,628516530611949568,628516530611949568,2015-08-04T10:43:12.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2378737538,IFTTT,Claz111clarissa: #photoshoot #today #excited #essex #smart #sophisticated ♥ http://someurl,everyone,#excited,,,
nl,628262616549343232,628262616549343232,2015-08-03T17:54:14.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",3303702900,Twitter for iPhone,@someuser onGMA #excited,everyone,#excited,,,209708391
es,628104476709265408,628104476709265408,2015-08-03T07:25:51.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",31468528,IFTTT,@someuser @someuser fonte http://someurl GO @someuser| | #hope #kitty #books #excited #lake... http://someurl,everyone,#excited,,,
tl,627895499975192576,627895499975192576,2015-08-02T17:35:27.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",162660912,Twitter Web Client,ehehehehheheheheheheh cannot WAIT #excited #cumberbatch @someuser  http://someurl,everyone,#excited,,"[{'type': 'quoted', 'id': '626514630165270528'}]",
pt,627824813650915329,627833346584911872,2015-08-02T13:28:29.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",3044240011,Twitter for iPhone,@someuser Emilia & Eduardo?? #excited,everyone,#excited,,"[{'type': 'replied_to', 'id': '627824813650915329'}]",72064417
es,627545152731631617,627545152731631617,2015-08-01T18:23:18.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",53265165,Instagram,toronto #new #Yamaha #vstar #upgraded #excited http://someurl,everyone,#excited,,,
in,627454788075167744,627454788075167744,2015-08-01T12:24:13.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2230248248,Twitter for iPhone,Cp cp cp cpppp ahhhhhhhh #Excited,everyone,#excited,,,
pt,627351897435959298,627351897435959298,2015-08-01T05:35:22.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",545473606,Twitter for Android,Amanhã tem aulinha de zumba!!! 😂☺😊😊😊😊 #excited,everyone,#excited,,,
tl,627331751455526912,627331751455526912,2015-08-01T04:15:19.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",335670141,Mobile Web (M2),Campamento pura palabra 2015!! Is close!! #Excited #Cheerful #Blessed #CompazChurch,everyone,#excited,,,
en,627309209462439936,627309209462439936,2015-08-01T02:45:45.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",44416740,Instagram,#joyhabeehabhouston #bluemoon #fridaynight #moon #itrymybest #excited @ Harlem http://someurl,everyone,#excited,"{'coordinates': {'type': 'Point', 'coordinates': [-73.93738556, 40.82003019]}, 'place_id': '01a9a39529b27f36'}",,
pt,627299314545635328,627299314545635328,2015-08-01T02:06:25.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2925148231,Mobile Web (M2),#28daystogo #WhatDoYouMean #EXCITED!!! ^o^ ^o^ ^o^ #MTVHottest Justin Bieber,everyone,#excited,,,
es,627249027889897472,627249027889897472,2015-07-31T22:46:36.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",167075122,Instagram,Vício #pilates #nonstop #excited #focus #vemprasett http://someurl,everyone,#excited,,,
