source,public_metrics,geo,author_id,text,id,conversation_id,lang,reply_settings,created_at,search_query,in_reply_to_user_id,referenced_tweets
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,275358376,Como zoo!!!! #pumped,332588468435812352,332588468435812352,pt,everyone,2013-05-09T20:10:44.000Z,#pumped,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,987690252,Vespers 2013-2014 #pumped #newbeginnings #folk #acoustic http://someurl,331926759572373505,331926759572373505,en,everyone,2013-05-08T00:21:21.000Z,#pumped,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,465335803,#soxgame #redsox #bostonstrong #boston #sox #fenway #boxseats #pumped peno94 http://someurl,331758218634203137,331758218634203137,es,everyone,2013-05-07T13:11:37.000Z,#pumped,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,1318357034,Paul devers #pumped,331608438180282370,331608438180282370,pt,everyone,2013-05-07T03:16:27.000Z,#pumped,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,91909491,Número dos #pumped http://someurl,330815611561189376,330815611561189376,es,everyone,2013-05-04T22:46:02.000Z,#pumped,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,878525144,MIZZOU! #pumped http://someurl,330807783601606656,330807783601606656,pt,everyone,2013-05-04T22:14:56.000Z,#pumped,,
Twitter for iPhone,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,253862303,@someuser concert!!!! #pumped @someuser @someuser http://someurl,330795943249186816,330795943249186816,es,everyone,2013-05-04T21:27:53.000Z,#pumped,17919972,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,558961297,State Solo & Ensemble @someuser @someuser @someuser @someuser #singing #pumped,330648178397421568,330648178397421568,it,everyone,2013-05-04T11:40:43.000Z,#pumped,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,405304957,Lets o cs !!!! #pumped,330495831000104960,330495831000104960,pt,everyone,2013-05-04T01:35:21.000Z,#pumped,,
Twitter SMS,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,1261138159,Concert. Concert. Concert. CONCERT !!!!!!!!!! #Pumped !,330418836476157952,330418836476157952,es,everyone,2013-05-03T20:29:24.000Z,#pumped,,
Twitter for iPhone,"{'retweet_count': 4, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,499205560,BARCELONA ✈☀🇪🇸 #pumped #cloops,330329199183294464,330329199183294464,pt,everyone,2013-05-03T14:33:12.000Z,#pumped,,
Twitter SMS,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,456045783,#Nuggets vs #Warriors is #hype #letsgo #pumped,330186077430235136,330186077430235136,nl,everyone,2013-05-03T05:04:30.000Z,#pumped,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,1255118436,ChorusConcert #pumped,329918747345289216,329918747345289216,es,everyone,2013-05-02T11:22:13.000Z,#pumped,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,528648799,"Temper, Temper tour! #Pumped #BFMV #Halestorm",329727888297443329,329727888297443329,fr,everyone,2013-05-01T22:43:49.000Z,#pumped,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,612663781,2 more days till ágape! :D #pumped,329712410233540610,329712410233540610,pt,everyone,2013-05-01T21:42:19.000Z,#pumped,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",,347382020,Torontoooooooo @someuser @someuser #pumped http://someurl,329352834694905856,329352834694905856,es,everyone,2013-04-30T21:53:29.000Z,#pumped,,
Instagram,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,411127724,Prom with laurasantosalvoo 😃😜🎉🎊 #pumped #prom http://someurl,329329481200308226,329329481200308226,pt,everyone,2013-04-30T20:20:41.000Z,#pumped,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,358902857,PRAMARAMA #pumped,329061254826188800,329061254826188800,pt,everyone,2013-04-30T02:34:51.000Z,#pumped,,
Twitter for iPhone,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'place_id': '10de09f288b1665c', 'coordinates': {'type': 'Point', 'coordinates': [-118.14331181, 34.15850073]}}",28963659,@someuser hahaha cheeeeeehooooo!!! #pumped #brotherlylove,328886335601532928,328885415362842624,tl,everyone,2013-04-29T14:59:47.000Z,#pumped,207872024,"[{'type': 'replied_to', 'id': '328885415362842624'}]"
Twitter for Windows,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,587512683,florida florida florida florida florida #pumped #vacation,328171155049553924,328171155049553924,pt,everyone,2013-04-27T15:37:55.000Z,#pumped,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,50172534,MANTI TEO!!!! #Chargers! #Pumped!,327920927314673664,327920927314673664,it,everyone,2013-04-26T23:03:36.000Z,#pumped,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,783339062,@someuser concert!!!!! #pumped,327880435260588032,327880435260588032,es,everyone,2013-04-26T20:22:42.000Z,#pumped,18640853,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",,454588067,Florida time! #pumped 🌴🌞,327786061860323331,327786061860323331,pt,everyone,2013-04-26T14:07:41.000Z,#pumped,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,32958622,O-team 2013!!!! #pumped #cantwait,327552033513144320,327552033513144320,pt,everyone,2013-04-25T22:37:45.000Z,#pumped,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,714555896,Made antigonish #u15 #pumped,327532413519548417,327532413519548417,pt,everyone,2013-04-25T21:19:47.000Z,#pumped,,
Twitter Web Client,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",,337349955,made antigonish #pumped #climbthemountain #NS2BC,327502980733603840,327502980733603840,pt,everyone,2013-04-25T19:22:49.000Z,#pumped,,
Instagram,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","{'place_id': 'dbd1411661903bb0', 'coordinates': {'type': 'Point', 'coordinates': [-71.4101, 42.27152]}}",62277543,Maior evento de JOVENS do verão!!!! VAGAS 90% ESGOTADAS!!! The #COUNTDOWN has began!!!! #pumped... http://someurl,326832960982626306,326832960982626306,pt,everyone,2013-04-23T23:00:24.000Z,#pumped,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,618520088,#volcomchamps13 volcompbrj #mammoth #winner #jeanvest #hawk #prize #snowboarding #contest #pumped http://someurl,326747127218839552,326747127218839552,pt,everyone,2013-04-23T17:19:20.000Z,#pumped,,
Twitter for iPhone,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",,460296963,42 tomorrow wtb @someuser @someuser @someuser #pumped #gonnabeunreal,326481937810210819,326481937810210819,pt,everyone,2013-04-22T23:45:34.000Z,#pumped,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,428548520,@someuser @someuser Ditto #pumped #cantwait #longoverdue #gigalet #talldark #creepin #yolo #jkbehave,326171413511827456,326171100155363328,it,everyone,2013-04-22T03:11:39.000Z,#pumped,132251683,"[{'type': 'replied_to', 'id': '326171100155363328'}]"
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,870990235,@someuser concert! #pumped http://someurl,326131402217226241,326131402217226241,es,everyone,2013-04-22T00:32:40.000Z,#pumped,12326972,
iOS,"{'retweet_count': 2, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",,129617259,Pregame bjs 😈 #pumped #boosterjuice @someuser @someuser,326027123217285122,326027123217285122,pt,everyone,2013-04-21T17:38:18.000Z,#pumped,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,1330825434,Adam Crabb concert😄 #pumped✊👏,325396468829671424,325396468829671424,pt,everyone,2013-04-19T23:52:18.000Z,#pumped,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,709489741,Tomorrow is Extrava-Ganja!!! #pumped,325336187852189698,325336187852189698,pt,everyone,2013-04-19T19:52:46.000Z,#pumped,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,433004766,Drama Festival! 🎭 #pumped,325226500364333057,325226500364333057,pt,everyone,2013-04-19T12:36:54.000Z,#pumped,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",,760457845,Wsc prelims tomorrow at VC! #pumped #PR,325078615937126401,325078615937126401,pt,everyone,2013-04-19T02:49:16.000Z,#pumped,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,935583704,3 on 3 tmo #pumped #skatersedge,325000183052132353,325000183052132353,en,everyone,2013-04-18T21:37:36.000Z,#pumped,,
Twitter for iPhone,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 4, 'quote_count': 0}",,351296591,S/O to @someuser ❤ #prom2k13 #pumped http://someurl,324959982623805440,324959982623805440,pt,everyone,2013-04-18T18:57:52.000Z,#pumped,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,248392593,Voltage #Pumped,324689129797468160,324689129797468160,pt,everyone,2013-04-18T01:01:35.000Z,#pumped,,
Twitter for iPhone,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 5, 'quote_count': 0}",,711392335,Time for PV #pumped,324658732036407297,324658732036407297,pt,everyone,2013-04-17T23:00:48.000Z,#pumped,,
Twitter for iPhone,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 5, 'quote_count': 0}",,250379361,Made u17 Canada games team. #teamNB #pumped,324286303787159552,324286303787159552,en,everyone,2013-04-16T22:20:54.000Z,#pumped,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,481653643,Prom swag #nightone #prom #pumped  @someuser @someuser justinejo96 http://someurl,323954328366895104,323954328366895104,pt,everyone,2013-04-16T00:21:45.000Z,#pumped,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,501366638,Bon Jovi concert!!!!  #pumped http://someurl,323594208344682496,323594208344682496,pt,everyone,2013-04-15T00:30:46.000Z,#pumped,,
Twitter for iPhone,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",,242172145,@someuser concert! #holla #pumped @someuser @someuser @someuser @someuser,323193433462284288,323193433462284288,es,everyone,2013-04-13T21:58:13.000Z,#pumped,19625768,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",,258594513,feijoada! #pumped #delicious,323108362831163393,323108362831163393,pt,everyone,2013-04-13T16:20:11.000Z,#pumped,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,359729059,@someuser @someuser TCNJ 9hrs #pumped,322716235886366720,322713562768351232,pt,everyone,2013-04-12T14:22:01.000Z,#pumped,23065354,"[{'type': 'replied_to', 'id': '322713562768351232'}]"
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,77813832,especially w. Pandora on #pumped,322642006788677633,322642006788677633,pt,everyone,2013-04-12T09:27:03.000Z,#pumped,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",,342338050,@someuser concert 😊 #pumped,322494121988202496,322494121988202496,es,everyone,2013-04-11T23:39:24.000Z,#pumped,23065354,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,528815102,@someuser concert @someuser #pumped #gonnabeawesome #letsgoooo,322471202968977408,322471202968977408,es,everyone,2013-04-11T22:08:20.000Z,#pumped,20985527,
Echofon,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,243943133,Par 3 Contest!! ##Mastersweek #PUMPED,322075789866713088,322075789866713088,pt,everyone,2013-04-10T19:57:06.000Z,#pumped,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,229831243,Interview número dos! Is about to go down!! #pumped,321962665763291136,321962665763291136,pt,everyone,2013-04-10T12:27:35.000Z,#pumped,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,119908074,paramore #paramore #newalbum #finally #pumped #tunes #jams #music #manmusic http://someurl,321581301465493504,321581301465493504,pt,everyone,2013-04-09T11:12:11.000Z,#pumped,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,167628483,Cocacola covers !!! #pumped @someuser,321417853230276608,321417853230276608,ca,everyone,2013-04-09T00:22:42.000Z,#pumped,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,37665306,#weinthere #yayy #pumped #cantwait sabrinamariee90 🎉🎉🎉🎉 http://someurl,321386115531698176,321386115531698176,tl,everyone,2013-04-08T22:16:35.000Z,#pumped,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,277267763,@someuser @someuser @someuser @someuser DITTO!! #pumped 😁,321365821429542912,321365672036818944,it,everyone,2013-04-08T20:55:57.000Z,#pumped,358419781,"[{'type': 'replied_to', 'id': '321365672036818944'}]"
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",,435923252,Acms! #pumped #acms,321051539013763072,321051539013763072,pt,everyone,2013-04-08T00:07:06.000Z,#pumped,,
Twitter for BlackBerry®,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,225886420,Me fui al quince. #pumped,320694695137259520,320694695137259520,pt,everyone,2013-04-07T00:29:08.000Z,#pumped,,
Twitter for iPad,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,486035395,7 am concert #pumped #why,320353370424619009,320353370424619009,pt,everyone,2013-04-06T01:52:50.000Z,#pumped,,
Twitter SMS,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,165293608,To sb!! #pumped!,320342339539320833,320342339539320833,in,everyone,2013-04-06T01:09:00.000Z,#pumped,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,370067036,Bon Jovi!! #Pumped,320321313539502080,320321313539502080,pt,everyone,2013-04-05T23:45:27.000Z,#pumped,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'place_id': '8e08c768b0c81316', 'coordinates': {'type': 'Point', 'coordinates': [-73.1640093, 42.47317285]}}",1268603167,3 hrs & 50 min. #WOOOOOH #PUMPED,320251934349086720,320251934349086720,in,everyone,2013-04-05T19:09:45.000Z,#pumped,,
Photos on iOS,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,552139852,Faltam 109 Dias | #wyd2013 #espangol #spanish #pumped #yay #CCO #poppaFrancesco #brazil #rio #catholic http://someurl,320171727789367296,320171727789367296,pt,everyone,2013-04-05T13:51:03.000Z,#pumped,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",,762643537,15 until 2k! #pumped,320002668993056768,320002668993056768,pt,everyone,2013-04-05T02:39:16.000Z,#pumped,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,183961863,@someuser festival! #pumped #BringItOn #Summer2013 http://someurl,319768112255860736,319768112255860736,es,everyone,2013-04-04T11:07:13.000Z,#pumped,21208832,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,539369014,Acerrrrrr!!!!!! 😄#TheStand #legit #pumped http://someurl,319648851348836352,319648851348836352,pt,everyone,2013-04-04T03:13:19.000Z,#pumped,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,631586769,@someuser game April 18 💙 #pumped,319616658908012545,319616658908012545,es,everyone,2013-04-04T01:05:24.000Z,#pumped,55594930,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,37016567,Bon jovi tomorrow! #pumped,319148974139404288,319148974139404288,pt,everyone,2013-04-02T18:06:59.000Z,#pumped,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,335394053,Barça vs. PSG. #pumped #gametime #Barça,319148627215925249,319148627215925249,fr,everyone,2013-04-02T18:05:36.000Z,#pumped,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,25898817,OH. EM. GEE.| IM SOSSOSOSO EXCITED. #findingdory #dory #pumped! http://someurl,319133471299739648,319133471299739648,en,everyone,2013-04-02T17:05:23.000Z,#pumped,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,979649154,Finding Nemo sequel #FindingDory #pumped #nojoke,319131003505491969,319131003505491969,pt,everyone,2013-04-02T16:55:35.000Z,#pumped,,
Twitter for iPad,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",,43351229,"“@someuser Pixar has confirmed a Finding Nemo sequel, Finding Dory.” @someuser #seniorsemfactoftheday #pumped #MINE #MINE #MINE #MINE",319129613915807744,319128868562804736,pt,everyone,2013-04-02T16:50:03.000Z,#pumped,95023423,"[{'type': 'replied_to', 'id': '319128868562804736'}]"
Twitter for Android,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",,594153287,PSG vs Barca today #pumped,319109455696494593,319109455696494593,in,everyone,2013-04-02T15:29:57.000Z,#pumped,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,363877447,Restrepo time #PUMPED,318494848464322560,318494848464322560,es,everyone,2013-03-31T22:47:43.000Z,#pumped,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,300547844,Pompeii tomorrow! #pumped #europe,318125142247092225,318125142247092225,pt,everyone,2013-03-30T22:18:39.000Z,#pumped,,
UberSocial for BlackBerry,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,44634318,@someuser A minha familia está mais que excitada para ver o The Bible no Domingo! #PUMPED,317721749133332480,317721749133332480,pt,everyone,2013-03-29T19:35:42.000Z,#pumped,82602399,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,1096009897,FLORIDA!! :) #pumped @someuser,317319053641392131,317319053641392131,pt,everyone,2013-03-28T16:55:32.000Z,#pumped,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,221861097,#gym #workout #N.O.-XPLODE #pumped http://someurl,317035724388040706,317035724388040706,pt,everyone,2013-03-27T22:09:41.000Z,#pumped,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,587803525,Florida :) #vacation #pumped #EPIC,316936716458024961,316936716458024961,pt,everyone,2013-03-27T15:36:16.000Z,#pumped,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,532664223,Tjr -ode to oi is a banging tune!!! #pumped #wannagoout #tjr #odetooi,316744146700361728,316744146700361728,pt,everyone,2013-03-27T02:51:04.000Z,#pumped,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",,181753101,3k 5k 1500 5k 10k #pumped,316695966025670656,316695966025670656,pt,everyone,2013-03-26T23:39:36.000Z,#pumped,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,337823214,"voltei Portugal :O !!! e venho com boas noticias, vamos la ver #pumped",316359336421117952,316359336421117952,pt,everyone,2013-03-26T01:21:58.000Z,#pumped,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,449239115,"@someuser an bhfuil sé ar siul amarach? Nior chuala me faoi, bhuel chance go bhfuil sé ar fb! Good brekky now, ag suil go mor leis! #pumped",316341932584476672,316336742481403904,pt,everyone,2013-03-26T00:12:48.000Z,#pumped,431046491,"[{'type': 'replied_to', 'id': '316339707938213888'}]"
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,726306342,"Hora de dar uma relaxa, então vamos de música #Pumped Up Kicks",316208855002533890,316208855002533890,pt,everyone,2013-03-25T15:24:00.000Z,#pumped,,
Twitter for iPhone,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",,631817026,Florida😝👍👙🌊 @someuser | #pumped #summa2013,316194828377526272,316194828377526272,pt,everyone,2013-03-25T14:28:16.000Z,#pumped,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,402384638,Florida :) #thursday #kaci #cant #wait #pumped :),316015013947129857,316015013947129857,pt,everyone,2013-03-25T02:33:45.000Z,#pumped,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,49495451,Como eu amo esses cara!!! #foster #the #people #torches #pumped #up #kicks http://someurl,315978196778627072,315978196778627072,pt,everyone,2013-03-25T00:07:27.000Z,#pumped,,
iOS,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",,61135918,Break 2k13 #joplin #in #two #days #get #pumped #omg #yes,315194120350081024,315194120350081024,in,everyone,2013-03-22T20:11:48.000Z,#pumped,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",,247434927,@someuser | Italia! Caio!!!!!!!| | #gbnchoirtour2013 | #pumped,315186665578717184,315186665578717184,pt,everyone,2013-03-22T19:42:11.000Z,#pumped,515708299,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 3, 'quote_count': 0}",,30395916,OLE MISS!!!!!!!!!!!!!! #MarchMadness #Pumped #BracketsLookingGood #Hehe,315171364162121728,315171364162121728,et,everyone,2013-03-22T18:41:23.000Z,#pumped,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,461746042,Flooooo-rida @someuser #YA #pumped,315063431214555136,315063431214555136,pt,everyone,2013-03-22T11:32:30.000Z,#pumped,,
Instagram,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,242848271,COLOR ME RAD 5K!! #signedup #pumped #edmonton http://someurl,314946617776156672,314946617776156672,en,everyone,2013-03-22T03:48:19.000Z,#pumped,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'place_id': '2df2b3e4c57886a0', 'coordinates': {'type': 'Point', 'coordinates': [-88.2901764, 40.757306]}}",860569662,#FloridaBound in 123 hrs(: #Pumped #MuchNeededVacation #ShortsWeather #BeachDay #HarryPotter #CirqueDuSoleil #ShoppingWithGrandma #Foooood,314343255053578241,314343255053578241,in,everyone,2013-03-20T11:50:46.000Z,#pumped,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,135272092,Les Misérables comes out Friday! #gettingitatmidnight #pumped,314174646780035073,314174646780035073,fr,everyone,2013-03-20T00:40:47.000Z,#pumped,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,21789830,Zero 76 #pumped,314094627298885632,314094627298885632,eu,everyone,2013-03-19T19:22:49.000Z,#pumped,,
Twitter for BlackBerry®,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,35045969,UFC 158 Gsp vs Diaz!! #pumped,313131178020442112,313131178020442112,pl,everyone,2013-03-17T03:34:25.000Z,#pumped,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,1223686868,UFC time. #pumped,313111746137174017,313111746137174017,pt,everyone,2013-03-17T02:17:12.000Z,#pumped,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,577691062,Concert #pumped,313095791566802944,313095791566802944,es,everyone,2013-03-17T01:13:48.000Z,#pumped,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,312469545,UFC 158 prelims! #pumped #ufc158 #diazvsstpierre #teamstpierre,313081594552410112,313081594552410112,pt,everyone,2013-03-17T00:17:23.000Z,#pumped,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,903200114,Made it to Atlanta. Next stop SÃO PAULO! #pumped http://someurl,313023361292857344,313023361292857344,pt,everyone,2013-03-16T20:25:59.000Z,#pumped,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,519086592,Oneonta!!! #pumped #bestfriends,312993023418052609,312993023418052609,pt,everyone,2013-03-16T18:25:26.000Z,#pumped,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,42936053,T -2hrs. #pumped! #IMFCLive #JourDeCLASICO,312986508690866176,312986508690866176,pt,everyone,2013-03-16T17:59:33.000Z,#pumped,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,296021548,Florida/ Bahamas tomorrow #pumped,312981378637643776,312981378637643776,pt,everyone,2013-03-16T17:39:10.000Z,#pumped,,
Hootsuite,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,18375397,11 days until Portugal! #boom #pumped,312592858555244544,312592858555244544,en,everyone,2013-03-15T15:55:19.000Z,#pumped,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,882464088,FIRE...WIRE....dadada-da dada #ASOT600KL #pumped,312572049040236546,312572049040236546,pt,everyone,2013-03-15T14:32:38.000Z,#pumped,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'place_id': 'c8139d3128124878', 'coordinates': {'type': 'Point', 'coordinates': [-80.1271534, 25.79907979]}}",587996104,Badabooooom!!!| http://someurl| Carlos is #pumped #shredded #ripped #ready #big #full #muscle #muscleboy... http://someurl,312310130718945281,312310130718945281,pt,everyone,2013-03-14T21:11:52.000Z,#pumped,,
